Whether	IN	whether
save	NN	save
button	NN	button
on	IN	on
those	DT	those
new	JJ	new
memories	NNS	memory
so	RB	so
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
forget	VB	forget
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
sleep	NN	sleep
will	MD	will
actually	RB	actually
future-proof	RB	<unknown>
that	DT	that
information	NN	information
within	IN	within
the	DT	the
brain	NN	brain
,	,	,
cementing	VBG	cement
those	DT	those
memories	NNS	memory
into	IN	into
the	DT	the
architecture	NN	architecture
of	IN	of
those	DT	those
neural	JJ	neural
networks	NNS	network
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NNS	<unknown>
begun	VBN	begin
to	TO	to
discover	VB	discover
exactly	RB	exactly
how	WRB	how
sleep	NN	sleep
achieves	VBZ	achieve
this	DT	this
memory-consolidation	NN	memory-consolidation
benefit	NN	benefit
.	SENT	.
The	DT	the
first	JJ	first
mechanism	NN	mechanism
is	VBZ	be
a	DT	a
file-transfer	NN	file-transfer
process	NN	process
.	SENT	.
And	CC	and
here	RB	here
,	,	,
we	PP	we
can	MD	can
speak	VB	speak
about	RB	about
two	CD	two
different	JJ	different
structures	NNS	structure
within	IN	within
the	DT	the
brain	NN	brain
.	SENT	.
The	DT	the
first	JJ	first
is	VBZ	be
called	VBN	call
the	DT	the
hippocampus	NN	hippocampus
and	CC	and
the	DT	the
hippocampus	NN	hippocampus
sits	VBZ	sit
on	IN	on
the	DT	the
left	NN	left
and	CC	and
the	DT	the
right	JJ	right
side	NN	side
of	IN	of
your	PP$	your
brain	NN	brain
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
think	VB	think
of	IN	of
the	DT	the
hippocampus	NN	hippocampus
almost	RB	almost
like	IN	like
the	DT	the
informational	JJ	informational
inbox	NN	<unknown>
of	IN	of
your	PP$	your
brain	NN	brain
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
good	JJ	good
at	IN	at
receiving	VBG	receive
new	JJ	new
memory	NN	memory
files	NNS	file
and	CC	and
holding	VBG	hold
onto	IN	onto
them	PP	them
.	SENT	.
The	DT	the
second	JJ	second
structure	NN	structure
that	IN	that
we	PP	we
can	MD	can
speak	VB	speak
about	RB	about
is	VBZ	be
called	VBN	call
the	DT	the
cortex	NN	cortex
.	SENT	.
This	DT	this
wrinkled	VBN	wrinkle
massive	JJ	massive
tissue	NN	tissue
that	WDT	that
sits	VBZ	sit
on	IN	on
top	NN	top
of	IN	of
your	PP$	your
brain	NN	brain
.	SENT	.
And	CC	and
during	IN	during
deep	JJ	deep
sleep	NN	sleep
,	,	,
there	EX	there
is	VBZ	be
this	DT	this
file-transfer	NN	file-transfer
mechanism	NN	mechanism
.	SENT	.
Think	VB	think
of	IN	of
the	DT	the
hippocampus	NN	hippocampus
like	IN	like
a	DT	a
USB	NP	USB
stick	NN	stick
and	CC	and
your	PP$	your
cortex	NN	cortex
like	IN	like
the	DT	the
hard	JJ	hard
drive	NN	drive
.	SENT	.
And	CC	and
during	IN	during
the	DT	the
day	NN	day
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
around	RP	around
and	CC	and
we	PP	we
'	POS	'
re	NN	re
gathering	NN	gathering
lots	NNS	lot
of	IN	of
files	NNS	file
,	,	,
but	CC	but
then	RB	then
during	IN	during
deep	JJ	deep
sleep	NN	sleep
at	IN	at
night	NN	night
,	,	,
because	IN	because
of	IN	of
that	DT	that
limited	JJ	limited
storage	NN	storage
capacity	NN	capacity
,	,	,
we	PP	we
have	VBP	have
to	TO	to
transfer	VB	transfer
those	DT	those
files	NNS	file
from	IN	from
the	DT	the
hippocampus	NN	hippocampus
over	IN	over
to	TO	to
the	DT	the
hard	JJ	hard
drive	NN	drive
of	IN	of
the	DT	the
brain	NN	brain
,	,	,
the	DT	the
cortex	NN	cortex
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
exactly	RB	exactly
one	CD	one
of	IN	of
the	DT	the
mechanisms	NNS	mechanism
that	IN	that
deep	JJ	deep
sleep	NN	sleep
seems	VBZ	seem
to	TO	to
provide	VB	provide
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
another	DT	another
mechanism	NN	mechanism
that	IN	that
we	PP	we
'	POS	'
ve	NNS	<unknown>
become	VBP	become
aware	JJ	aware
of	IN	of
that	WDT	that
helps	VBZ	help
cement	VB	cement
those	DT	those
memories	NNS	memory
into	IN	into
the	DT	the
brain	NN	brain
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
replay	NN	replay
.	SENT	.
Several	JJ	several
years	NNS	year
ago	RB	ago
,	,	,
scientists	NNS	scientist
were	VBD	be
looking	VBG	look
at	IN	at
how	WRB	how
rats	NNS	rat
learned	VBD	learn
as	IN	as
they	PP	they
would	MD	would
run	VB	run
around	RP	around
a	DT	a
maze	NN	maze
.	SENT	.
And	CC	and
they	PP	they
were	VBD	be
recording	VBG	record
the	DT	the
activity	NN	activity
in	IN	in
the	DT	the
memory	NN	memory
centers	NNS	center
of	IN	of
these	DT	these
rats	NNS	rat
.	SENT	.
And	CC	and
as	IN	as
the	DT	the
rat	NN	rat
was	VBD	be
running	VBG	run
around	RP	around
the	DT	the
maze	NN	maze
,	,	,
different	JJ	different
brain	NN	brain
cells	NNS	cell
would	MD	would
code	VB	code
different	JJ	different
parts	NNS	part
of	IN	of
the	DT	the
maze	NN	maze
.	SENT	.
And	CC	and
so	RB	so
if	IN	if
you	PP	you
added	VBD	add
a	DT	a
tone	NN	tone
to	TO	to
each	DT	each
one	CD	one
of	IN	of
the	DT	the
brain	NN	brain
cells	NNS	cell
what	WP	what
you	PP	you
would	MD	would
hear	VB	hear
as	IN	as
the	DT	the
rat	NN	rat
was	VBD	be
starting	VBG	start
to	TO	to
learn	VB	learn
the	DT	the
maze	NN	maze
was	VBD	be
the	DT	the
signature	NN	signature
of	IN	of
that	DT	that
memory	NN	memory
.	SENT	.
So	RB	so
it	PP	it
would	MD	would
sound	VB	sound
a	DT	a
little	JJ	little
bit	NN	bit
like	IN	like
.	SENT	.
.	SENT	.
.	SENT	.
It	PP	it
was	VBD	be
this	DT	this
signature	NN	signature
of	IN	of
learning	VBG	learn
that	IN	that
we	PP	we
could	MD	could
hear	VB	hear
.	SENT	.
But	CC	but
then	RB	then
they	PP	they
did	VBD	do
something	NN	something
clever	JJ	clever
.	SENT	.
They	PP	they
kept	VBD	keep
listening	VBG	listen
to	TO	to
the	DT	the
brain	NN	brain
as	IN	as
these	DT	these
rats	NNS	rat
fell	VBD	fall
asleep	RB	asleep
,	,	,
and	CC	and
what	WP	what
they	PP	they
heard	VBD	hear
was	VBD	be
remarkable	JJ	remarkable
.	SENT	.
The	DT	the
rat	NN	rat
,	,	,
as	IN	as
it	PP	it
was	VBD	be
sleeping	VBG	sleep
,	,	,
started	VBD	start
to	TO	to
replay	VB	replay
that	DT	that
same	JJ	same
memory	NN	memory
signature	NN	signature
.	SENT	.
But	CC	but
now	RB	now
it	PP	it
started	VBD	start
to	TO	to
replay	VB	replay
it	PP	it
almost	RB	almost
10	CD	@card@
times	NNS	time
faster	RBR	faster
than	IN	than
it	PP	it
was	VBD	be
doing	VBG	do
when	WRB	when
it	PP	it
was	VBD	be
awake	JJ	awake
.	SENT	.
So	RB	so
now	RB	now
instead	RB	instead
you	PP	you
would	MD	would
start	VB	start
to	TO	to
hear	VB	hear
.	SENT	.
.	SENT	.
.	SENT	.
That	DT	that
seems	VBZ	seem
to	TO	to
be	VB	be
the	DT	the
second	JJ	second
way	NN	way
in	IN	in
which	WDT	which
sleep	NN	sleep
can	MD	can
actually	RB	actually
strengthen	VB	strengthen
these	DT	these
memories	NNS	memory
.	SENT	.
Sleep	NN	sleep
is	VBZ	be
actually	RB	actually
replaying	VBG	replay
and	CC	and
scoring	VBG	score
those	DT	those
memories	NNS	memory
into	IN	into
a	DT	a
new	JJ	new
circuit	NN	circuit
within	IN	within
the	DT	the
brain	NN	brain
,	,	,
strengthening	VBG	strengthen
that	IN	that
memory	NN	memory
representation	NN	representation
.	SENT	.
The	DT	the
final	JJ	final
way	NN	way
in	IN	in
which	WDT	which
sleep	NN	sleep
is	VBZ	be
beneficial	JJ	beneficial
for	IN	for
memory	NN	memory
is	VBZ	be
integration	NN	integration
and	CC	and
association	NN	association
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
we	PP	we
'	POS	'
re	NN	re
now	RB	now
learning	VBG	learn
that	IN	that
sleep	NN	sleep
is	VBZ	be
much	RB	much
more	RBR	more
intelligent	JJ	intelligent
than	IN	than
we	PP	we
ever	RB	ever
imagined	VBD	imagine
.	SENT	.
Sleep	NN	sleep
doesn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
simply	RB	simply
strengthen	VB	strengthen
individual	JJ	individual
memories	NNS	memory
,	,	,
sleep	NN	sleep
will	MD	will
actually	RB	actually
cleverly	RB	cleverly
interconnect	VB	interconnect
new	JJ	new
memories	NNS	memory
together	RB	together
.	SENT	.
And	CC	and
as	IN	as
a	DT	a
consequence	NN	consequence
,	,	,
you	PP	you
can	MD	can
wake	VB	wake
up	RP	up
the	DT	the
next	JJ	next
day	NN	day
with	IN	with
a	DT	a
revised	VBN	revise
mind-wide	JJ	<unknown>
web	NN	web
of	IN	of
associations	NNS	association
,	,	,
we	PP	we
can	MD	can
come	VB	come
up	RP	up
with	IN	with
solutions	NNS	solution
to	TO	to
previously	RB	previously
impenetrable	JJ	impenetrable
problems	NNS	problem
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
probably	RB	probably
the	DT	the
reason	NN	reason
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
never	RB	never
been	VBN	be
told	VBN	tell
to	TO	to
stay	VB	stay
awake	RB	awake
on	IN	on
a	DT	a
problem	NN	problem
.	SENT	.
Instead	RB	instead
,	,	,
you	PP	you
'	POS	'
re	NN	re
told	VBD	tell
to	TO	to
sleep	VB	sleep
on	IN	on
a	DT	a
problem	NN	problem
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
exactly	RB	exactly
what	WP	what
the	DT	the
science	NN	science
teaching	VBG	teach
us	PP	us
.	SENT	.
