Salaam	NN	salaam
fuel	NN	fuel
?	SENT	?
Or	CC	or
should	MD	should
we	PP	we
use	VB	use
something	NN	something
else	RB	else
?	SENT	?
Do	VB	do
we	PP	we
have	VBP	have
the	DT	the
comparative	JJ	comparative
advantage	NN	advantage
to	TO	to
use	VB	use
another	DT	another
sort	NN	sort
of	IN	of
energy	NN	energy
?	SENT	?
I	PP	I
guess	VBP	guess
most	JJS	most
of	IN	of
you	PP	you
by	IN	by
now	RB	now
realize	VB	realize
that	IN	that
we	PP	we
do	VBP	do
:	:	:
300	CD	@card@
days	NNS	day
of	IN	of
sun	NN	sun
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
will	MD	will
use	VB	use
that	DT	that
renewable	JJ	renewable
energy	NN	energy
to	TO	to
produce	VB	produce
the	DT	the
water	NN	water
that	IN	that
we	PP	we
need	VBP	need
.	SENT	.
And	CC	and
we	PP	we
will	MD	will
probably	RB	probably
put	VB	put
1	CD	@card@
,	,	,
800	CD	@card@
megawatts	NNS	megawatt
of	IN	of
solar	JJ	solar
systems	NNS	system
to	TO	to
produce	VB	produce
3	CD	@card@
.	SENT	.
5	CD	@card@
million	CD	million
cubic	JJ	cubic
meters	NNS	meter
of	IN	of
water	NN	water
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
a	DT	a
lot	NN	lot
of	IN	of
water	NN	water
.	SENT	.
That	DT	that
water	NN	water
will	MD	will
go	VB	go
then	RB	then
to	TO	to
the	DT	the
farmers	NNS	farmer
,	,	,
and	CC	and
the	DT	the
farmers	NNS	farmer
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
water	VB	water
their	PP$	their
plants	NNS	plant
,	,	,
and	CC	and
they	PP	they
will	MD	will
be	VB	be
able	JJ	able
then	RB	then
to	TO	to
supply	VB	supply
society	NN	society
with	IN	with
food	NN	food
.	SENT	.
But	CC	but
in	IN	in
order	NN	order
to	TO	to
sustain	VB	sustain
the	DT	the
horizontal	JJ	horizontal
line	NN	line
â	NP	<unknown>
because	IN	because
these	DT	these
are	VBP	be
the	DT	the
projects	NNS	project
,	,	,
these	DT	these
are	VBP	be
the	DT	the
systems	NNS	system
that	IN	that
we	PP	we
will	MD	will
deliver	VB	deliver
â	NP	<unknown>
we	PP	we
need	VBP	need
to	TO	to
also	RB	also
develop	VB	develop
the	DT	the
vertical	JJ	vertical
line	NN	line
:	:	:
system	NN	system
sustenance	NN	sustenance
,	,	,
high-level	JJ	high-level
education	NN	education
,	,	,
research	NN	research
and	CC	and
development	NN	development
,	,	,
industries	NNS	industry
,	,	,
technologies	NNS	technology
,	,	,
to	TO	to
produce	VB	produce
these	DT	these
technologies	NNS	technology
for	IN	for
application	NN	application
,	,	,
and	CC	and
finally	RB	finally
markets	NNS	market
.	SENT	.
But	CC	but
what	WP	what
gels	VBZ	gel
all	DT	all
of	IN	of
it	PP	it
,	,	,
what	WP	what
enables	VBZ	enable
it	PP	it
,	,	,
is	VBZ	be
legislation	NN	legislation
,	,	,
policies	NNS	policy
,	,	,
regulations	NNS	regulation
.	SENT	.
Without	IN	without
it	PP	it
we	PP	we
can	MD	can
'	''	'
t	NN	t
do	VBP	do
anything	NN	anything
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
we	PP	we
are	VBP	be
planning	VBG	plan
to	TO	to
do	VB	do
.	SENT	.
Within	IN	within
two	CD	two
years	NNS	year
we	PP	we
should	MD	should
hopefully	RB	hopefully
be	VB	be
done	VBN	do
with	IN	with
this	DT	this
plan	NN	plan
and	CC	and
taking	VBG	take
it	PP	it
to	TO	to
implementation	NN	implementation
.	SENT	.
Our	PP$	our
objective	NN	objective
is	VBZ	be
to	TO	to
be	VB	be
a	DT	a
millennium	NN	millennium
city	NN	city
,	,	,
just	RB	just
like	IN	like
many	JJ	many
millennium	NN	millennium
cities	NNS	city
around	RB	around
:	:	:
Istanbul	NP	Istanbul
,	,	,
Rome	NP	Rome
,	,	,
London	NP	London
,	,	,
Paris	NP	Paris
,	,	,
Damascus	NP	Damascus
,	,	,
Cairo	NP	Cairo
.	SENT	.
We	PP	we
are	VBP	be
only	RB	only
60	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
but	CC	but
we	PP	we
want	VBP	want
to	TO	to
live	VB	live
forever	RB	forever
as	IN	as
a	DT	a
city	NN	city
,	,	,
to	TO	to
live	VB	live
in	IN	in
peace	NN	peace
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
