Let	VB	let
few	JJ	few
weeks	NNS	week
later	RBR	later
,	,	,
you	PP	you
'	POS	'
d	NN	d
forget	VB	forget
a	DT	a
lot	NN	lot
of	IN	of
what	WP	what
you	PP	you
'	POS	'
d	NN	d
memorized	VBD	memorize
,	,	,
but	CC	but
with	IN	with
it	PP	it
you	PP	you
would	MD	would
forget	VB	forget
how	WRB	how
to	TO	to
read	VB	read
.	SENT	.
Terrifying	JJ	terrifying
,	,	,
right	RB	right
?	SENT	?
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
math	NN	math
class	NN	class
feels	VBZ	feel
like	IN	like
for	IN	for
a	DT	a
lot	NN	lot
of	IN	of
kids	NNS	kid
.	SENT	.
Think	VB	think
about	RB	about
how	WRB	how
you	PP	you
can	MD	can
grab	VB	grab
any	DT	any
book	NN	book
off	IN	off
a	DT	a
shelf	NN	shelf
and	CC	and
feel	VB	feel
calm	JJ	calm
and	CC	and
confident	JJ	confident
,	,	,
because	IN	because
you	PP	you
can	MD	can
read	VB	read
it	PP	it
.	SENT	.
What	WP	what
if	IN	if
your	PP$	your
math	NN	math
learning	NN	learning
felt	VBD	feel
like	IN	like
that	DT	that
,	,	,
where	WRB	where
everything	NN	everything
clicked	VBD	click
into	IN	into
place	NN	place
and	CC	and
your	PP$	your
math	NN	math
learning	NN	learning
was	VBD	be
durable	JJ	durable
?	SENT	?
Let	NP	Let
'	POS	'
s	NNS	<unknown>
take	VBP	take
a	DT	a
big	JJ	big
idea	NN	idea
in	IN	in
math	NN	math
:	:	:
ratios	NNS	ratio
and	CC	and
proportional	JJ	proportional
reasoning	NN	reasoning
.	SENT	.
One	PP	one
is	VBZ	be
to	TO	to
two	CD	two
or	CC	or
three	CD	three
is	VBZ	be
to	TO	to
one	CD	one
.	SENT	.
More	RBR	more
scary	JJ	scary
math	NN	math
to	TO	to
memorize	VB	memorize
?	SENT	?
No	DT	no
way	NN	way
.	SENT	.
I	PP	I
can	MD	can
use	VB	use
a	DT	a
picture	NN	picture
from	IN	from
my	PP$	my
everyday	JJ	everyday
life	NN	life
to	TO	to
understand	VB	understand
ratios	NNS	ratio
.	SENT	.
Peanut	NN	peanut
butter	NN	butter
and	CC	and
jelly	NN	jelly
sandwiches	NNS	sandwich
.	SENT	.
My	PP$	my
twins	NNS	twin
have	VBP	have
very	RB	very
different	JJ	different
taste	NN	taste
preferences	NNS	preference
.	SENT	.
One	PP	one
likes	VBZ	like
his	PP$	his
sandwich	NN	sandwich
with	IN	with
one	CD	one
spoon	NN	spoon
of	IN	of
jelly	NN	jelly
and	CC	and
two	CD	two
spoons	NNS	spoon
of	IN	of
peanut	NN	peanut
butter	NN	butter
,	,	,
and	CC	and
the	DT	the
other	JJ	other
likes	VBZ	like
his	PP$	his
sandwich	NN	sandwich
with	IN	with
three	CD	three
spoons	NNS	spoon
of	IN	of
jelly	NN	jelly
and	CC	and
one	CD	one
spoon	NN	spoon
of	IN	of
peanut	NN	peanut
butter	NN	butter
.	SENT	.
Very	RB	very
different	JJ	different
ratios	NNS	ratio
,	,	,
very	RB	very
different	JJ	different
sandwiches	NNS	sandwich
.	SENT	.
Math	NN	math
can	MD	can
and	CC	and
should	MD	should
make	VB	make
sense	NN	sense
.	SENT	.
Now	RB	now
let	VB	let
'	''	'
s	NNS	<unknown>
take	VBP	take
a	DT	a
look	NN	look
at	IN	at
this	DT	this
problem	NN	problem
.	SENT	.
Which	WDT	which
fraction	NN	fraction
has	VBZ	have
a	DT	a
value	NN	value
closest	JJS	close
to	TO	to
one	CD	one
half	NN	half
?	SENT	?
Two	CD	two
halves	NNS	half
,	,	,
five	CD	five
eighths	NNS	eighth
,	,	,
one	CD	one
sixth	JJ	sixth
or	CC	or
one	CD	one
fifth	NN	fifth
?	SENT	?
Now	RB	now
a	DT	a
lot	NN	lot
of	IN	of
us	PP	us
have	VBP	have
been	VBN	be
trained	VBN	train
to	TO	to
just	RB	just
jump	VB	jump
right	RB	right
in	IN	in
and	CC	and
start	VB	start
calculating	VBG	calculate
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
a	DT	a
common	JJ	common
denominator	NN	denominator
across	IN	across
these	DT	these
fractions	NNS	fraction
.	SENT	.
And	CC	and
because	IN	because
that	DT	that
'	''	'
s	NN	S
kind	NN	kind
of	IN	of
hard	JJ	hard
to	TO	to
do	VB	do
for	IN	for
eight	CD	eight
,	,	,
six	CD	six
,	,	,
five	CD	five
and	CC	and
two	CD	two
in	IN	in
your	PP$	your
head	NN	head
,	,	,
you	PP	you
might	MD	might
even	RB	even
reach	VB	reach
for	IN	for
a	DT	a
piece	NN	piece
of	IN	of
paper	NN	paper
.	SENT	.
But	CC	but
there	EX	there
is	VBZ	be
another	DT	another
way	NN	way
to	TO	to
get	VB	get
started	VBN	start
,	,	,
which	WDT	which
is	VBZ	be
to	TO	to
pause	VB	pause
and	CC	and
to	TO	to
understand	VB	understand
.	SENT	.
You	PP	you
might	MD	might
imagine	VB	imagine
,	,	,
or	CC	or
draw	VB	draw
a	DT	a
rectangle	NN	rectangle
and	CC	and
shade	NN	shade
in	IN	in
one	CD	one
part	NN	part
and	CC	and
imagine	VB	imagine
,	,	,
what	WP	what
is	VBZ	be
one	CD	one
half	NN	half
?	SENT	?
And	CC	and
then	RB	then
what	WP	what
is	VBZ	be
two	CD	two
halves	NNS	half
?	SENT	?
Well	RB	well
,	,	,
that	IN	that
'	POS	'
s	NN	S
the	DT	the
exact	JJ	exact
same	JJ	same
rectangle	NN	rectangle
.	SENT	.
But	CC	but
now	RB	now
I	NP	I
'	POS	'
ve	NN	ve
shaded	VBD	shade
in	IN	in
both	DT	both
parts	NNS	part
.	SENT	.
So	RB	so
two	CD	two
halves	NNS	half
is	VBZ	be
one	CD	one
whole	NN	whole
.	SENT	.
And	CC	and
pretty	RB	pretty
soon	RB	soon
from	IN	from
imagining	VBG	imagine
or	CC	or
drawing	VBG	draw
these	DT	these
rectangles	NNS	rectangle
,	,	,
it	PP	it
would	MD	would
become	VB	become
obvious	JJ	obvious
that	IN	that
five	CD	five
eights	NNS	eight
is	VBZ	be
the	DT	the
only	RB	only
reasonable	JJ	reasonable
option	NN	option
.	SENT	.
Because	IN	because
sometimes	RB	sometimes
the	DT	the
reward	NN	reward
of	IN	of
understanding	NN	understanding
is	VBZ	be
not	RB	not
having	VBG	have
to	TO	to
calculate	VB	calculate
at	IN	at
all	DT	all
.	SENT	.
Now	RB	now
,	,	,
this	DT	this
question	NN	question
was	VBD	be
given	VBN	give
to	TO	to
American	JJ	American
fourth	JJ	fourth
graders	NNS	grader
on	IN	on
a	DT	a
national	JJ	national
test	NN	test
,	,	,
and	CC	and
73	CD	@card@
percent	NN	percent
got	VBD	get
this	DT	this
question	NN	question
wrong	JJ	wrong
.	SENT	.
The	DT	the
most	RBS	most
commonly	RB	commonly
picked	VBN	pick
answer	NN	answer
?	SENT	?
Two	CD	two
halves	NNS	half
.	SENT	.
The	DT	the
most	RBS	most
wrong	JJ	wrong
answer	NN	answer
possible	JJ	possible
.	SENT	.
Because	IN	because
that	DT	that
'	''	'
s	NN	S
what	WP	what
happens	VBZ	happen
when	WRB	when
we	PP	we
memorize	VBP	memorize
math	NN	math
.	SENT	.
And	CC	and
so	RB	so
just	RB	just
like	IN	like
we	PP	we
have	VBP	have
to	TO	to
make	VB	make
math	NN	math
meaningful	JJ	meaningful
,	,	,
step	NN	step
three	CD	three
is	VBZ	be
we	PP	we
have	VBP	have
to	TO	to
make	VB	make
math	NN	math
fun	NN	fun
.	SENT	.
Make	VB	make
math	NN	math
practice	NN	practice
fun	NN	fun
.	SENT	.
Math	NN	math
practice	NN	practice
.	SENT	.
I	PP	I
know	VBP	know
what	WP	what
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
.	SENT	.
A	DT	a
worksheet	NN	worksheet
with	IN	with
50	CD	@card@
tedious	JJ	tedious
,	,	,
long	JJ	long
division	NN	division
problems	NNS	problem
.	SENT	.
But	CC	but
we	PP	we
'	POS	'
ve	NNS	<unknown>
known	VBN	know
for	IN	for
years	NNS	year
,	,	,
in	IN	in
reading	NN	reading
,	,	,
if	IN	if
we	PP	we
want	VBP	want
kids	NNS	kid
to	TO	to
learn	VB	learn
it	PP	it
and	CC	and
to	TO	to
love	VB	love
it	PP	it
,	,	,
we	PP	we
need	VBP	need
to	TO	to
appeal	VB	appeal
to	TO	to
their	PP$	their
interests	NNS	interest
.	SENT	.
Fantasy	NN	fantasy
novels	NNS	novel
with	IN	with
elves	NNS	elf
,	,	,
graphic	JJ	graphic
novels	NNS	novel
with	IN	with
spies	NNS	spy
.	SENT	.
What	WP	what
'	POS	'
s	NN	S
that	IN	that
in	IN	in
math	NN	math
?	SENT	?
Games	NNS	game
.	SENT	.
Card	NN	card
games	NNS	game
,	,	,
board	NN	board
games	NNS	game
,	,	,
real-world	NN	real-world
games	NNS	game
you	PP	you
just	RB	just
make	VBP	make
up	RP	up
on	IN	on
the	DT	the
fly	NN	fly
.	SENT	.
And	CC	and
just	RB	just
like	IN	like
we	PP	we
'	POS	'
re	NN	re
told	VBD	tell
to	TO	to
read	VB	read
to	TO	to
our	PP$	our
kids	NNS	kid
for	IN	for
20	CD	@card@
minutes	NNS	minute
a	DT	a
day	NN	day
,	,	,
play	NN	play
games	NNS	game
often	RB	often
.	SENT	.
When	WRB	when
my	PP$	my
twins	NNS	twin
were	VBD	be
little	JJ	little
,	,	,
a	DT	a
favorite	NN	favorite
was	VBD	be
the	DT	the
game	NN	game
Battleship	NN	battleship
,	,	,
where	WRB	where
the	DT	the
objective	NN	objective
is	VBZ	be
to	TO	to
sink	VB	sink
the	DT	the
opponent	NN	opponent
'	POS	'
s	NN	S
ship	NN	ship
.	SENT	.
But	CC	but
also	RB	also
an	DT	an
engaging	JJ	engaging
application	NN	application
of	IN	of
the	DT	the
coordinate	JJ	coordinate
plane	NN	plane
.	SENT	.
If	IN	if
you	PP	you
get	VBP	get
a	DT	a
hit	NN	hit
on	IN	on
E5	NP	<unknown>
,	,	,
you	PP	you
'	POS	'
re	NN	re
quickly	RB	quickly
thinking	VBG	think
of	IN	of
which	WDT	which
coordinate	NN	coordinate
to	TO	to
call	VB	call
out	RP	out
next	JJ	next
.	SENT	.
You	PP	you
can	MD	can
also	RB	also
just	RB	just
play	VB	play
simple	JJ	simple
games	NNS	game
that	IN	that
you	PP	you
make	VBP	make
up	RP	up
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
When	WRB	when
our	PP$	our
twins	NNS	twin
were	VBD	be
little	JJ	little
,	,	,
we	PP	we
'	POS	'
d	NN	d
give	VB	give
them	PP	them
ten	CD	ten
bucks	NNS	buck
each	DT	each
at	IN	at
the	DT	the
farmer	NN	farmer
'	POS	'
s	NN	S
market	NN	market
and	CC	and
we	PP	we
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	``	"
Make	VBP	make
sure	RB	sure
you	PP	you
count	VBP	count
the	DT	the
change	NN	change
before	IN	before
you	PP	you
hand	NN	hand
over	IN	over
the	DT	the
money	NN	money
.	SENT	.
Otherwise	RB	otherwise
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
know	VBP	know
you	PP	you
'	''	'
re	IN	re
not	RB	not
getting	VBG	get
ripped	VBN	rip
off	RP	off
?	SENT	?
"	''	"
And	CC	and
a	DT	a
tip	NN	tip
with	IN	with
all	PDT	all
these	DT	these
games	NNS	game
:	:	:
don	NN	don
'	POS	'
t	NN	t
make	VB	make
them	PP	them
a	DT	a
math	NN	math
lesson	NN	lesson
.	SENT	.
Just	RB	just
like	IN	like
you	PP	you
wouldn	NN	<unknown>
'	POS	'
t	NN	t
stop	NN	stop
reading	VBG	read
a	DT	a
book	NN	book
to	TO	to
underline	VB	underline
the	DT	the
subject	NN	subject
and	CC	and
the	DT	the
verb	NN	verb
with	IN	with
your	PP$	your
kids	NNS	kid
,	,	,
just	RB	just
have	VBP	have
fun	NN	fun
and	CC	and
let	VB	let
your	PP$	your
kids	NNS	kid
have	VBP	have
fun	NN	fun
too	RB	too
.	SENT	.
And	CC	and
that	DT	that
brings	VBZ	bring
me	PP	me
to	TO	to
the	DT	the
fourth	JJ	fourth
and	CC	and
final	JJ	final
step	NN	step
.	SENT	.
Give	VB	give
math	NN	math
a	DT	a
second	JJ	second
chance	NN	chance
.	SENT	.
You	PP	you
might	MD	might
love	VB	love
it	PP	it
.	SENT	.
Have	VBP	have
you	PP	you
ever	RB	ever
noticed	VBD	notice
how	WRB	how
the	DT	the
math	NN	math
kids	NNS	kid
giggle	NN	giggle
about	IN	about
math	NN	math
?	SENT	?
They	PP	they
love	VBP	love
it	PP	it
.	SENT	.
They	PP	they
love	VBP	love
the	DT	the
power	NN	power
and	CC	and
the	DT	the
beauty	NN	beauty
of	IN	of
math	NN	math
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
because	IN	because
they	PP	they
'	POS	'
re	NN	re
made	VBD	make
of	IN	of
different	JJ	different
genetic	JJ	genetic
stuff	NN	stuff
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
because	IN	because
somebody	NN	somebody
believed	VBN	believe
in	IN	in
them	PP	them
.	SENT	.
And	CC	and
they	PP	they
learned	VBD	learn
math	NN	math
so	IN	so
they	PP	they
understood	VBD	understand
and	CC	and
they	PP	they
had	VBD	have
fun	NN	fun
.	SENT	.
So	RB	so
they	PP	they
practiced	VBD	practice
enough	RB	enough
to	TO	to
build	VB	build
a	DT	a
math	NN	math
mind	NN	mind
.	SENT	.
And	CC	and
maybe	RB	maybe
that	DT	that
wasn	NN	<unknown>
'	POS	'
t	NN	t
your	PP$	your
experience	NN	experience
growing	VBG	grow
up	RP	up
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
.	SENT	.
We	PP	we
can	MD	can
all	RB	all
give	VB	give
math	NN	math
a	DT	a
second	JJ	second
chance	NN	chance
now	RB	now
for	IN	for
ourselves	PP	ourselves
and	CC	and
for	IN	for
our	PP$	our
kids	NNS	kid
.	SENT	.
Look	VB	look
,	,	,
we	PP	we
