Have	VBP	have
over-	NN	<unknown>
or	CC	or
underfed	VBD	underfeed
them	PP	them
.	SENT	.
And	CC	and
their	PP$	their
weight	NN	weight
would	MD	would
,	,	,
of	IN	of
course	NN	course
,	,	,
go	VB	go
up	RP	up
and	CC	and
down	RP	down
depending	VBG	depend
on	IN	on
the	DT	the
dietary	JJ	dietary
regimen	NN	regimen
.	SENT	.
But	CC	but
it	PP	it
was	VBD	be
as	RB	as
if	IN	if
the	DT	the
little	JJ	little
bodies	NNS	body
would	MD	would
remember	VB	remember
the	DT	the
same	JJ	same
old	JJ	old
weight	NN	weight
trajectory	NN	trajectory
.	SENT	.
So	RB	so
once	RB	once
the	DT	the
dietary	JJ	dietary
regimen	NN	regimen
was	VBD	be
stopped	VBN	stop
,	,	,
the	DT	the
rats	NNS	rat
went	VBD	go
right	RB	right
back	RB	back
to	TO	to
the	DT	the
initial	JJ	initial
weight	NN	weight
trajectory	NN	trajectory
.	SENT	.
It	PP	it
was	VBD	be
like	IN	like
as	RB	as
if	IN	if
you	PP	you
could	MD	could
dress	VB	dress
up	RP	up
the	DT	the
obese	JJ	obese
rat	NN	rat
in	IN	in
a	DT	a
skinny	JJ	skinny
sheep	NN	sheep
'	POS	'
s	NN	S
clothing	NN	clothing
.	SENT	.
But	CC	but
the	DT	the
obese	JJ	obese
rat	NN	rat
nature	NN	nature
was	VBD	be
still	RB	still
scratching	VBG	scratch
to	TO	to
get	VB	get
out	RP	out
.	SENT	.
The	DT	the
same	JJ	same
thing	NN	thing
applies	VBZ	apply
to	TO	to
humans	NNS	human
.	SENT	.
If	IN	if
you	PP	you
take	VBP	take
a	DT	a
thousand	CD	thousand
kids	NNS	kid
and	CC	and
weigh	VB	weigh
them	PP	them
,	,	,
their	PP$	their
weight	NN	weight
will	MD	will
also	RB	also
be	VB	be
distributed	VBN	distribute
in	IN	in
a	DT	a
bell-shaped	JJ	bell-shaped
curve	NN	curve
.	SENT	.
Some	DT	some
skinny	JJ	skinny
,	,	,
some	DT	some
in	IN	in
the	DT	the
middle	NN	middle
and	CC	and
some	DT	some
heavy	NN	heavy
.	SENT	.
We	PP	we
know	VBP	know
that	IN	that
some	DT	some
of	IN	of
the	DT	the
skinny	JJ	skinny
kids	NNS	kid
will	MD	will
remain	VB	remain
skinny	JJ	skinny
throughout	IN	throughout
life	NN	life
,	,	,
and	CC	and
some	DT	some
of	IN	of
the	DT	the
obese	JJ	obese
kids	NNS	kid
will	MD	will
stay	VB	stay
obese	JJ	obese
throughout	IN	throughout
life	NN	life
.	SENT	.
You	PP	you
could	MD	could
argue	VB	argue
that	IN	that
their	PP$	their
weight	NN	weight
,	,	,
to	TO	to
some	DT	some
degree	NN	degree
,	,	,
has	VBZ	have
been	VBN	be
predetermined	VBN	predetermine
.	SENT	.
You	PP	you
could	MD	could
also	RB	also
argue	VB	argue
that	IN	that
obesity	NN	obesity
is	VBZ	be
a	DT	a
disease	NN	disease
.	SENT	.
Wait	NN	wait
,	,	,
did	VBD	do
I	PP	I
just	RB	just
say	VBP	say
that	DT	that
obesity	NN	obesity
a	DT	a
disease	NN	disease
?	SENT	?
Yes	UH	yes
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
actually	RB	actually
data	NNS	datum
and	CC	and
science	NN	science
that	WDT	that
shows	VBZ	show
that	DT	that
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ve	NN	ve
made	VBD	make
it	PP	it
my	PP$	my
audacious	JJ	audacious
life	NN	life
goal	NN	goal
to	TO	to
come	VB	come
up	RP	up
with	IN	with
a	DT	a
solution	NN	solution
to	TO	to
prevent	VB	prevent
,	,	,
treat	VB	treat
or	CC	or
even	RB	even
cure	VB	cure
obesity	NN	obesity
.	SENT	.
Let	VB	let
me	PP	me
explain	VB	explain
.	SENT	.
In	IN	in
the	DT	the
early	JJ	early
1980s	NNS	1980s
and	CC	and
1990s	NNS	1990s
,	,	,
obesity	NN	obesity
was	VBD	be
considered	VBN	consider
a	DT	a
potential	JJ	potential
global	JJ	global
problem	NN	problem
,	,	,
a	DT	a
global	JJ	global
problem	NN	problem
of	IN	of
a	DT	a
magnitude	NN	magnitude
that	WDT	that
led	VBD	lead
WHO	WP	who
in	IN	in
the	DT	the
end	NN	end
of	IN	of
1990s	NNS	1990s
to	TO	to
declare	VB	declare
obesity	NN	obesity
a	DT	a
global	JJ	global
pandemic	NN	pandemic
.	SENT	.
And	CC	and
I	PP	I
probably	RB	probably
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
tell	VB	tell
you	PP	you
why	WRB	why
.	SENT	.
Higher	JJR	high
rates	NNS	rate
of	IN	of
diabetes	NN	diabetes
,	,	,
hypertension	NN	hypertension
,	,	,
cardiovascular	JJ	cardiovascular
disease	NN	disease
,	,	,
even	RB	even
some	DT	some
cancers	NNS	cancer
,	,	,
osteoarthritis	NN	osteoarthritis
and	CC	and
a	DT	a
clear	JJ	clear
link	NN	link
to	TO	to
mental	JJ	mental
conditions	NNS	condition
such	JJ	such
as	IN	as
depression	NN	depression
.	SENT	.
So	RB	so
as	IN	as
the	DT	the
number	NN	number
of	IN	of
obese	JJ	obese
individuals	NNS	individual
grew	VBD	grow
,	,	,
so	RB	so
did	VBD	do
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
suffering	VBG	suffer
from	IN	from
these	DT	these
diseases	NNS	disease
.	SENT	.
Today	NN	today
,	,	,
more	JJR	more
than	IN	than
50	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
US	NP	US
adult	NN	adult
population	NN	population
are	VBP	be
living	VBG	live
with	IN	with
obesity	NN	obesity
or	CC	or
overweight	NN	overweight
.	SENT	.
From	IN	from
a	DT	a
health	NN	health
perspective	NN	perspective
,	,	,
that	WDT	that
is	VBZ	be
devastating	JJ	devastating
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	RB	only
a	DT	a
US	NP	US
problem	NN	problem
.	SENT	.
The	DT	the
obesity	NN	obesity
surge	NN	surge
has	VBZ	have
made	VBN	make
obesity	NN	obesity
a	DT	a
global	JJ	global
health	NN	health
problem	NN	problem
.	SENT	.
Many	JJ	many
inside	NN	inside
and	CC	and
outside	IN	outside
the	DT	the
medical	JJ	medical
community	NN	community
believe	VBP	believe
obesity	NN	obesity
is	VBZ	be
not	RB	not
a	DT	a
disease	NN	disease
.	SENT	.
They	PP	they
believe	VBP	believe
that	IN	that
obesity	NN	obesity
is	VBZ	be
a	DT	a
condition	NN	condition
,	,	,
a	DT	a
condition	NN	condition
brought	VBD	bring
about	RB	about
by	IN	by
too	RB	too
much	JJ	much
eating	NN	eating
and	CC	and
too	RB	too
little	JJ	little
exercise	NN	exercise
.	SENT	.
As	IN	as
a	DT	a
matter	NN	matter
of	IN	of
fact	NN	fact
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
living	VBG	live
with	IN	with
obesity	NN	obesity
think	VBP	think
that	IN	that
too	RB	too
.	SENT	.
They	PP	they
believe	VBP	believe
that	IN	that
their	PP$	their
weight	NN	weight
is	VBZ	be
100	CD	@card@
percent	NN	percent
their	PP$	their
own	JJ	own
fault	NN	fault
,	,	,
which	WDT	which
can	MD	can
lead	VB	lead
to	TO	to
self-blame	NN	self-blame
and	CC	and
low	JJ	low
self-esteem	NN	self-esteem
,	,	,
and	CC	and
perhaps	RB	perhaps
even	RB	even
shame	NN	shame
or	CC	or
stress	NN	stress
eating	NN	eating
,	,	,
which	WDT	which
is	VBZ	be
both	DT	both
heartbreaking	JJ	heartbreaking
,	,	,
as	RB	as
well	RB	well
as	RB	as
counterproductive	JJ	counterproductive
.	SENT	.
But	CC	but
where	WRB	where
is	VBZ	be
the	DT	the
scientific	JJ	scientific
proof	NN	proof
that	IN	that
obesity	NN	obesity
is	VBZ	be
a	DT	a
disease	NN	disease
?	SENT	?
Well	RB	well
,	,	,
medically	RB	medically
speaking	VBG	speak
,	,	,
there	EX	there
'	''	'
s	JJ	<unknown>
many	JJ	many
ways	NNS	way
to	TO	to
define	VB	define
disease	NN	disease
,	,	,
but	CC	but
let	VB	let
me	PP	me
give	VB	give
you	PP	you
just	RB	just
three	CD	three
examples	NNS	example
.	SENT	.
As	IN	as
a	DT	a
process	NN	process
that	WDT	that
impairs	VBZ	impair
your	PP$	your
functionality	NN	functionality
and	CC	and
reduces	VBZ	reduce
life	NN	life
expectancy	NN	expectancy
--	:	--
obesity	NN	obesity
,	,	,
check	NN	check
.	SENT	.
You	PP	you
can	MD	can
define	VB	define
disease	NN	disease
as	IN	as
a	DT	a
process	NN	process
that	WDT	that
leaves	VBZ	leave
you	PP	you
more	RBR	more
susceptible	JJ	susceptible
to	TO	to
other	JJ	other
diseases	NNS	disease
or	CC	or
causes	NNS	cause
disease	NN	disease
.	SENT	.
Obesity	NN	obesity
,	,	,
check	NN	check
.	SENT	.
Or	CC	or
you	PP	you
can	MD	can
define	VB	define
disease	NN	disease
as	IN	as
a	DT	a
genetic	JJ	genetic
impairment	NN	impairment
that	WDT	that
leads	VBZ	lead
to	TO	to
functional	JJ	functional
impairment	NN	impairment
,	,	,
like	VB	like
,	,	,
for	IN	for
instance	NN	instance
,	,	,
a	DT	a
duplication	NN	duplication
of	IN	of
genes	NNS	gene
on	IN	on
chromosomes	NNS	chromosome
.	SENT	.
There	EX	there
is	VBZ	be
clear	JJ	clear
evidence	NN	evidence
that	IN	that
a	DT	a
single	JJ	single
gene	NN	gene
mutation	NN	mutation
can	MD	can
lead	VB	lead
to	TO	to
obesity	NN	obesity
,	,	,
such	JJ	such
as	IN	as
,	,	,
for	IN	for
instance	NN	instance
,	,	,
leptin	NN	<unknown>
deficiency	NN	deficiency
and	CC	and
POMC	NN	<unknown>
deficiency	NN	deficiency
.	SENT	.
We	PP	we
also	RB	also
have	VBP	have
two-three	JJ	<unknown>
genes	NNS	gene
leading	VBG	lead
to	TO	to
obesity	NN	obesity
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	VBG	<unknown>
my	PP$	my
prediction	NN	prediction
that	IN	that
we	PP	we
,	,	,
by	IN	by
the	DT	the
year	NN	year
2030	CD	@card@
,	,	,
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
explain	VB	explain
most	JJS	most
obesity	NN	obesity
by	IN	by
the	DT	the
genetic	JJ	genetic
makeup	NN	makeup
of	IN	of
the	DT	the
individual	NN	individual
.	SENT	.
So	IN	so
obesity	NN	obesity
as	IN	as
a	DT	a
disease	NN	disease
by	IN	by
this	DT	this
measure	NN	measure
,	,	,
check	NN	check
.	SENT	.
Let	VB	let
me	PP	me
be	VB	be
clear	JJ	clear
.	SENT	.
We	PP	we
humans	NNS	human
have	VBP	have
had	VBN	have
the	DT	the
same	JJ	same
genes	NNS	gene
for	IN	for
decades	NNS	decade
.	SENT	.
And	CC	and
just	RB	just
recently	RB	recently
,	,	,
obesity	NN	obesity
has	VBZ	have
become	VBN	become
a	DT	a
bigger	JJR	big
problem	NN	problem
.	SENT	.
How	WRB	how
do	VBP	do
we	PP	we
then	RB	then
explain	VBP	explain
that	DT	that
?	SENT	?
One	CD	one
obvious	JJ	obvious
thing	NN	thing
is	VBZ	be
actually	RB	actually
food	NN	food
,	,	,
especially	RB	especially
calorie-rich	JJ	<unknown>
food	NN	food
,	,	,
which	WDT	which
is	VBZ	be
much	RB	much
more	RBR	more
readily	RB	readily
available	JJ	available
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
relatively	RB	relatively
easy	JJ	easy
and	CC	and
also	RB	also
relatively	RB	relatively
cheap	JJ	cheap
to	TO	to
eat	VB	eat
your	PP$	your
entire	JJ	entire
daily	JJ	daily
need	NN	need
of	IN	of
calories	NNS	calorie
by	IN	by
a	DT	a
fast	JJ	fast
food	NN	food
or	CC	or
big	JJ	big
soft	JJ	soft
drinks	NNS	drink
.	SENT	.
So	IN	so
genes	NNS	gene
do	VBP	do
play	VB	play
a	DT	a
role	NN	role
,	,	,
but	CC	but
the	DT	the
environment	NN	environment
also	RB	also
plays	VBZ	play
a	DT	a
huge	JJ	huge
role	NN	role
.	SENT	.
The	DT	the
overabundance	NN	overabundance
of	IN	of
calories	NNS	calorie
in	IN	in
certain	JJ	certain
communities	NNS	community
is	VBZ	be
a	DT	a
relatively	RB	relatively
new	JJ	new
thing	NN	thing
,	,	,
and	CC	and
our	PP$	our
genes	NNS	gene
haven	NN	haven
'	POS	'
t	NN	t
quite	RB	quite
adapted	VBD	adapt
yet	RB	yet
.	SENT	.
In	IN	in
the	DT	the
history	NN	history
of	IN	of
feast	NN	feast
and	CC	and
famine	NN	famine
,	,	,
genetic	JJ	genetic
selection	NN	selection
has	VBZ	have
prepared	VBN	prepare
us	PP	us
much	RB	much
better	RBR	well
for	IN	for
famine	NN	famine
,	,	,
and	CC	and
for	IN	for
good	JJ	good
reason	NN	reason
.	SENT	.
Starvation	NN	starvation
is	VBZ	be
bad	JJ	bad
,	,	,
but	CC	but
you	PP	you
could	MD	could
also	RB	also
argue	VB	argue
obesity	NN	obesity
is	VBZ	be
bad	JJ	bad
.	SENT	.
And	CC	and
if	IN	if
obesity	NN	obesity
is	VBZ	be
a	DT	a
disease	NN	disease
,	,	,
how	WRB	how
do	VBP	do
we	PP	we
then	RB	then
prevent	VB	prevent
,	,	,
treat	VB	treat
or	CC	or
even	RB	even
cure	VB	cure
it	PP	it
?	SENT	?
I	PP	I
believe	VBP	believe
that	IN	that
the	DT	the
brain	NN	brain
holds	VBZ	hold
the	DT	the
key	NN	key
.	SENT	.
I	PP	I
have	VBP	have
always	RB	always
been	VBN	be
fascinated	VBN	fascinate
with	IN	with
how	WRB	how
small	JJ	small
electrical	JJ	electrical
signals	NNS	signal
in	IN	in
discrete	JJ	discrete
parts	NNS	part
of	IN	of
the	DT	the
brain	NN	brain
lead	NN	lead
to	TO	to
big	JJ	big
behavioral	JJ	behavioral
changes	NNS	change
.	SENT	.
And	CC	and
my	PP$	my
study	NN	study
of	IN	of
the	DT	the
brain	NN	brain
led	VBD	lead
me	PP	me
to	TO	to
Glucagon-Like	JJ	<unknown>
Peptide	NN	peptide
1	CD	@card@
,	,	,
or	CC	or
GLP-1	NP	<unknown>
for	IN	for
short	JJ	short
.	SENT	.
GLP-1	NP	<unknown>
is	VBZ	be
a	DT	a
hormone	NN	hormone
and	CC	and
a	DT	a
signal	NN	signal
molecule	NN	molecule
that	WDT	that
is	VBZ	be
produced	VBN	produce
both	CC	both
in	IN	in
the	DT	the
gut	NN	gut
and	CC	and
in	IN	in
the	DT	the
brain	NN	brain
.	SENT	.
The	DT	the
brain	NN	brain
speaks	VBZ	speak
to	TO	to
the	DT	the
gut	NN	gut
and	CC	and
the	DT	the
gut	NN	gut
speaks	VBZ	speak
to	TO	to
the	DT	the
brain	NN	brain
.	SENT	.
Yes	UH	yes
,	,	,
that	WDT	that
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
Your	PP$	your
belly	NN	belly
and	CC	and
your	PP$	your
brain	NN	brain
are	VBP	be
literally	RB	literally
connected	VBN	connect
.	SENT	.
Our	PP$	our
research	NN	research
led	VBD	lead
us	PP	us
to	TO	to
see	VB	see
that	IN	that
GLP-1	NP	<unknown>
has	VBZ	have
an	DT	an
effect	NN	effect
on	IN	on
nerve	NN	nerve
cells	NNS	cell
sitting	VBG	sit
in	IN	in
areas	NNS	area
that	WDT	that
control	VBP	control
whether	IN	whether
we	PP	we
eat	VBP	eat
or	CC	or
not	RB	not
.	SENT	.
So	RB	so
,	,	,
for	IN	for
instance	NN	instance
,	,	,
if	IN	if
we	PP	we
increase	VBP	increase
the	DT	the
level	NN	level
of	IN	of
GLP-1	NP	<unknown>
,	,	,
the	DT	the
body	NN	body
'	POS	'
s	JJ	<unknown>
desire	NN	desire
to	TO	to
eat	VB	eat
or	CC	or
overeat	VB	overeat
food	NN	food
gets	VBZ	get
turned	VBN	turn
off	RP	off
.	SENT	.
GLP-1	NP	<unknown>
serves	VBZ	serve
as	IN	as
the	DT	the
full	JJ	full
signal	NN	signal
in	IN	in
your	PP$	your
car	NN	car
'	POS	'
s	JJ	<unknown>
gas	NN	gas
tank	NN	tank
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
spent	VBD	spend
years	NNS	year
and	CC	and
decades	NNS	decade
mapping	VBG	map
the	DT	the
circuitry	NN	circuitry
of	IN	of
GLP-1	NP	<unknown>
and	CC	and
how	WRB	how
GLP-1	NP	<unknown>
interacts	VBZ	interact
with	IN	with
other	JJ	other
signal	NN	signal
molecules	NNS	molecule
and	CC	and
hormones	NNS	hormone
.	SENT	.
All	DT	all
of	IN	of
these	DT	these
things	NNS	thing
go	VBP	go
together	RB	together
and	CC	and
control	VB	control
food	NN	food
intake	NN	intake
,	,	,
body	NN	body
weight	NN	weight
and	CC	and
the	DT	the
control	NN	control
of	IN	of
eating	VBG	eat
behavior	NN	behavior
.	SENT	.
And	CC	and
what	WP	what
does	VBZ	do
that	IN	that
all	DT	all
mean	NN	mean
?	SENT	?
Well	RB	well
,	,	,
today	NN	today
,	,	,
we	PP	we
have	VBP	have
engineered	VBN	engineer
and	CC	and
studied	VBN	study
the	DT	the
molecule	NN	molecule
,	,	,
so	RB	so
we	PP	we
now	RB	now
have	VBP	have
a	DT	a
molecule	NN	molecule
that	WDT	that
can	MD	can
lead	VB	lead
to	TO	to
a	DT	a
significant	JJ	significant
weight	NN	weight
loss	NN	loss
.	SENT	.
Obviously	RB	obviously
,	,	,
GLP-1	NP	<unknown>
is	VBZ	be
not	RB	not
the	DT	the
whole	JJ	whole
answer	NN	answer
.	SENT	.
We	PP	we
and	CC	and
others	NNS	other
have	VBP	have
discovered	VBN	discover
numerous	JJ	numerous
hormones	NNS	hormone
and	CC	and
other	JJ	other
signal	NN	signal
molecules	NNS	molecule
that	WDT	that
are	VBP	be
also	RB	also
pivotal	JJ	pivotal
for	IN	for
the	DT	the
regulation	NN	regulation
of	IN	of
food	NN	food
intake	NN	intake
and	CC	and
body	NN	body
weight	NN	weight
.	SENT	.
And	CC	and
it	PP	it
may	MD	may
end	VB	end
up	RP	up
that	IN	that
these	DT	these
signal	NN	signal
molecules	NNS	molecule
and	CC	and
hormones	NNS	hormone
are	VBP	be
even	RB	even
more	RBR	more
important	JJ	important
than	IN	than
GLP-1	NP	<unknown>
.	SENT	.
So	RB	so
.	SENT	.
.	SENT	.
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
plenty	NN	plenty
for	IN	for
us	PP	us
to	TO	to
do	VB	do
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
still	RB	still
plenty	RB	plenty
for	IN	for
us	PP	us
to	TO	to
explore	VB	explore
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
end	NN	end
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
even	RB	even
the	DT	the
beginning	NN	beginning
to	TO	to
the	DT	the
end	NN	end
.	SENT	.
But	CC	but
perhaps	RB	perhaps
this	DT	this
may	MD	may
be	VB	be
the	DT	the
end	NN	end
to	TO	to
the	DT	the
beginning	NN	beginning
.	SENT	.
We	PP	we
may	MD	may
have	VB	have
a	DT	a
massive	JJ	massive
weight	NN	weight
crisis	NN	crisis
on	IN	on
the	DT	the
planet	NN	planet
today	NN	today
,	,	,
but	CC	but
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
we	PP	we
are	VBP	be
on	IN	on
the	DT	the
right	JJ	right
path	NN	path
.	SENT	.
We	PP	we
now	RB	now
have	VBP	have
solutions	NNS	solution
for	IN	for
people	NNS	people
living	VBG	live
with	IN	with
obesity	NN	obesity
,	,	,
and	CC	and
the	DT	the
next	JJ	next
steps	NNS	step
will	MD	will
be	VB	be
to	TO	to
understand	VB	understand
even	RB	even
better	JJR	good
the	DT	the
problems	NNS	problem
people	NNS	people
living	VBG	live
with	IN	with
obesity	NN	obesity
are	VBP	be
facing	VBG	face
.	SENT	.
To	TO	to
understand	VB	understand
even	RB	even
better	JJR	good
how	WRB	how
genes	NNS	gene
and	CC	and
environment	NN	environment
play	NN	play
together	RB	together
.	SENT	.
And	CC	and
understand	VB	understand
,	,	,
finally	RB	finally
,	,	,
how	WRB	how
all	PDT	all
these	DT	these
things	NNS	thing
come	VBP	come
together	RB	together
and	CC	and
determine	VB	determine
our	PP$	our
body	NN	body
weight	NN	weight
.	SENT	.
Then	RB	then
,	,	,
and	CC	and
maybe	RB	maybe
just	RB	just
then	RB	then
,	,	,
we	PP	we
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
come	VB	come
up	RP	up
with	IN	with
a	DT	a
prevention	NN	prevention
,	,	,
a	DT	a
treatment	NN	treatment
or	CC	or
even	RB	even
a	DT	a
cure	NN	cure
for	IN	for
people	NNS	people
living	VBG	live
with	IN	with
obesity	NN	obesity
,	,	,
like	IN	like
we	PP	we
strive	VBP	strive
for	IN	for
with	IN	with
any	DT	any
other	JJ	other
chronic	JJ	chronic
disease	NN	disease
.	SENT	.
And	CC	and
this	DT	this
--	:	--
this	DT	this
still	RB	still
remains	VBZ	remain
our	PP$	our
audacious	JJ	audacious
life	NN	life
'	POS	'
s	NN	S
goal	NN	goal
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
