When	WRB	when
level	NN	level
of	IN	of
this	DT	this
.	SENT	.
We	PP	we
'	''	'
re	IN	re
using	VBG	use
up	RP	up
about	RB	about
five	CD	five
planets	NNS	planet
.	SENT	.
If	IN	if
everybody	NN	everybody
on	IN	on
the	DT	the
planet	NN	planet
lived	VBD	live
the	DT	the
way	NN	way
we	PP	we
did	VBD	do
,	,	,
we	PP	we
'	POS	'
d	NN	d
need	NN	need
between	IN	between
five	CD	five
,	,	,
six	CD	six
,	,	,
seven	CD	seven
,	,	,
some	DT	some
people	NNS	people
even	RB	even
say	VBP	say
10	CD	@card@
planets	NNS	planet
to	TO	to
make	VB	make
it	PP	it
.	SENT	.
Clearly	RB	clearly
we	PP	we
don	VB	don
'	''	'
t	NN	t
have	VBP	have
10	CD	@card@
planets	NNS	planet
.	SENT	.
Again	RB	again
,	,	,
you	PP	you
know	VBP	know
,	,	,
mental	JJ	mental
,	,	,
visual	JJ	visual
,	,	,
10	CD	@card@
planets	NNS	planet
,	,	,
one	CD	one
planet	NN	planet
,	,	,
10	CD	@card@
planets	NNS	planet
,	,	,
one	CD	one
planet	NN	planet
.	SENT	.
Right	RB	right
?	SENT	?
We	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
that	DT	that
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBZ	<unknown>
one	CD	one
problem	NN	problem
.	SENT	.
The	DT	the
second	JJ	second
problem	NN	problem
is	VBZ	be
that	IN	that
the	DT	the
planet	NN	planet
that	IN	that
we	PP	we
have	VBP	have
is	VBZ	be
being	VBG	be
used	VBN	use
in	IN	in
wildly	RB	wildly
unfair	JJ	unfair
ways	NNS	way
.	SENT	.
Right	RB	right
?	SENT	?
North	NP	North
Americans	NPS	Americans
,	,	,
such	JJ	such
as	IN	as
myself	PP	myself
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
'	POS	'
re	NN	re
basically	RB	basically
sort	RB	sort
of	IN	of
wallowing	VBG	wallow
,	,	,
gluttonous	JJ	gluttonous
hogs	NNS	hog
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
eating	VBG	eat
all	DT	all
sorts	NNS	sort
of	IN	of
stuff	NN	stuff
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
then	RB	then
you	PP	you
get	VBP	get
all	PDT	all
the	DT	the
way	NN	way
down	RB	down
to	TO	to
people	NNS	people
who	WP	who
live	VBP	live
in	IN	in
the	DT	the
Asia-Pacific	JJ	Asia-Pacific
region	NN	region
,	,	,
or	CC	or
even	RB	even
more	RBR	more
,	,	,
Africa	NP	Africa
.	SENT	.
And	CC	and
people	NNS	people
simply	RB	simply
do	VBP	do
not	RB	not
have	VB	have
enough	JJ	enough
to	TO	to
survive	VB	survive
.	SENT	.
This	DT	this
is	VBZ	be
producing	VBG	produce
all	DT	all
sorts	NNS	sort
of	IN	of
tensions	NNS	tension
,	,	,
all	DT	all
sorts	NNS	sort
of	IN	of
dynamics	NNS	dynamics
that	WDT	that
are	VBP	be
deeply	RB	deeply
disturbing	JJ	disturbing
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
more	JJR	more
and	CC	and
more	JJR	more
people	NNS	people
on	IN	on
the	DT	the
way	NN	way
.	SENT	.
Right	RB	right
?	SENT	?
So	RB	so
,	,	,
this	DT	this
is	VBZ	be
what	WP	what
the	DT	the
planet	NN	planet
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
look	VB	look
like	IN	like
in	IN	in
20	CD	@card@
years	NNS	year
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
pretty	RB	pretty
crowded	JJ	crowded
place	NN	place
,	,	,
at	IN	at
least	JJS	least
eight	CD	eight
billion	NNS	billion
people	NNS	people
.	SENT	.
So	RB	so
to	TO	to
make	VB	make
matters	NNS	matter
even	RB	even
more	RBR	more
difficult	JJ	difficult
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
young	JJ	young
planet	NN	planet
.	SENT	.
A	DT	a
third	JJ	third
of	IN	of
the	DT	the
people	NNS	people
on	IN	on
this	DT	this
planet	NN	planet
are	VBP	be
kids	NNS	kid
.	SENT	.
And	CC	and
those	DT	those
kids	NNS	kid
are	VBP	be
growing	VBG	grow
up	RP	up
in	IN	in
a	DT	a
completely	RB	completely
different	JJ	different
way	NN	way
than	IN	than
their	PP$	their
parents	NNS	parent
did	VBD	do
,	,	,
no	DT	no
matter	NN	matter
where	WRB	where
they	PP	they
live	VBP	live
.	SENT	.
They	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
exposed	VBN	expose
to	TO	to
this	DT	this
idea	NN	idea
of	IN	of
our	PP$	our
society	NN	society
,	,	,
of	IN	of
our	PP$	our
prosperity	NN	prosperity
.	SENT	.
And	CC	and
they	PP	they
may	MD	may
not	RB	not
want	VB	want
to	TO	to
live	VB	live
exactly	RB	exactly
like	IN	like
us	PP	us
.	SENT	.
They	PP	they
may	MD	may
not	RB	not
want	VB	want
to	TO	to
be	VB	be
Americans	NPS	Americans
,	,	,
or	CC	or
Brits	NNS	brit
,	,	,
or	CC	or
Germans	NPS	Germans
,	,	,
or	CC	or
South	JJ	South
Africans	NNS	African
,	,	,
but	CC	but
they	PP	they
want	VBP	want
their	PP$	their
own	JJ	own
version	NN	version
of	IN	of
a	DT	a
life	NN	life
which	WDT	which
is	VBZ	be
more	RBR	more
prosperous	JJ	prosperous
,	,	,
and	CC	and
more	RBR	more
dynamic	JJ	dynamic
,	,	,
and	CC	and
more	JJR	more
,	,	,
you	PP	you
know	VBP	know
,	,	,
enjoyable	JJ	enjoyable
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
these	DT	these
things	NNS	thing
combine	VBP	combine
to	TO	to
create	VB	create
an	DT	an
enormous	JJ	enormous
amount	NN	amount
of	IN	of
torque	NN	torque
on	IN	on
the	DT	the
planet	NN	planet
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
cannot	MD	can
figure	VB	figure
out	RP	out
a	DT	a
way	NN	way
to	TO	to
deal	VB	deal
with	IN	with
that	DT	that
torque	NN	torque
,	,	,
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
find	VB	find
ourselves	PP	ourselves
more	JJR	more
and	CC	and
more	RBR	more
and	CC	and
more	RBR	more
quickly	RB	quickly
facing	VBG	face
situations	NNS	situation
which	WDT	which
are	VBP	be
simply	RB	simply
unthinkable	JJ	unthinkable
.	SENT	.
Everybody	NN	everybody
in	IN	in
this	DT	this
room	NN	room
has	VBZ	have
heard	VBN	hear
the	DT	the
worst-case	JJ	worst-case
scenarios	NNS	scenario
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
to	TO	to
go	VB	go
into	IN	into
that	DT	that
.	SENT	.
But	CC	but
I	PP	I
will	MD	will
ask	VB	ask
the	DT	the
question	NN	question
,	,	,
what	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
alternative	NN	alternative
?	SENT	?
And	CC	and
I	PP	I
would	MD	would
say	VB	say
that	IN	that
,	,	,
at	IN	at
the	DT	the
moment	NN	moment
,	,	,
the	DT	the
alternative	NN	alternative
is	VBZ	be
unimaginable	JJ	unimaginable
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
so	RB	so
on	IN	on
the	DT	the
one	CD	one
hand	NN	hand
we	PP	we
have	VBP	have
the	DT	the
unthinkable	JJ	unthinkable
;	:	;
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
we	PP	we
have	VBP	have
the	DT	the
unimaginable	JJ	unimaginable
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
yet	RB	yet
how	WRB	how
to	TO	to
build	VB	build
a	DT	a
society	NN	society
which	WDT	which
is	VBZ	be
environmentally	RB	environmentally
sustainable	JJ	sustainable
,	,	,
which	WDT	which
is	VBZ	be
shareable	JJ	shareable
with	IN	with
everybody	NN	everybody
on	IN	on
the	DT	the
planet	NN	planet
,	,	,
which	WDT	which
promotes	VBZ	promote
stability	NN	stability
and	CC	and
democracy	NN	democracy
and	CC	and
human	JJ	human
rights	NNS	right
,	,	,
and	CC	and
which	WDT	which
is	VBZ	be
achievable	JJ	achievable
in	IN	in
the	DT	the
time-frame	NN	time-frame
necessary	JJ	necessary
to	TO	to
make	VB	make
it	PP	it
through	IN	through
the	DT	the
challenges	NNS	challenge
we	PP	we
face	VBP	face
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
how	WRB	how
to	TO	to
do	VB	do
this	DT	this
yet	RB	yet
.	SENT	.
So	RB	so
what	WP	what
'	POS	'
s	NN	S
Worldchanging	NN	Worldchanging
?	SENT	?
Well	RB	well
,	,	,
Worldchanging	VBG	Worldchange
you	PP	you
might	MD	might
think	VB	think
of	IN	of
as	RB	as
being	VBG	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
news	NN	news
service	NN	service
for	IN	for
the	DT	the
unimaginable	JJ	unimaginable
future	NN	future
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
what	WP	what
we	PP	we
'	POS	'
re	NN	re
out	IN	out
there	RB	there
doing	VBG	do
is	VBZ	be
looking	VBG	look
for	IN	for
examples	NNS	example
of	IN	of
tools	NNS	tool
,	,	,
models	NNS	model
and	CC	and
ideas	NNS	idea
,	,	,
which	WDT	which
,	,	,
if	IN	if
widely	RB	widely
adopted	VBN	adopt
,	,	,
would	MD	would
change	VB	change
the	DT	the
game	NN	game
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
times	NNS	time
,	,	,
when	WRB	when
I	PP	I
do	VBP	do
a	DT	a
talk	NN	talk
like	IN	like
this	DT	this
,	,	,
I	PP	I
talk	VBP	talk
about	IN	about
things	NNS	thing
that	IN	that
everybody	NN	everybody
in	IN	in
this	DT	this
room	NN	room
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
has	VBZ	have
already	RB	already
heard	VBN	hear
of	IN	of
,	,	,
but	CC	but
most	JJS	most
people	NNS	people
haven	NN	haven
'	POS	'
t	NN	t
.	SENT	.
So	RB	so
I	PP	I
thought	VBD	think
today	NN	today
I	NP	I
'	POS	'
d	NN	d
do	VBP	do
something	NN	something
a	DT	a
little	RB	little
different	JJ	different
,	,	,
and	CC	and
talk	VB	talk
about	RB	about
what	WP	what
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
,	,	,
rather	RB	rather
than	IN	than
saying	VBG	say
,	,	,
you	PP	you
know	VBP	know
,	,	,
rather	RB	rather
than	IN	than
giving	VBG	give
you	PP	you
tried-and-true	JJ	tried-and-true
examples	NNS	example
.	SENT	.
Talk	NN	talk
about	IN	about
the	DT	the
kinds	NNS	kind
of	IN	of
things	NNS	thing
we	PP	we
'	POS	'
re	NN	re
scoping	NN	scoping
out	RB	out
.	SENT	.
Give	VB	give
you	PP	you
a	DT	a
little	JJ	little
peek	NN	peek
into	IN	into
our	PP$	our
editorial	JJ	editorial
notebook	NN	notebook
.	SENT	.
And	CC	and
given	VBN	give
that	IN	that
I	PP	I
have	VBP	have
13	CD	@card@
minutes	NNS	minute
to	TO	to
do	VB	do
this	DT	this
,	,	,
this	DT	this
is	VBZ	be
going	VBG	go
to	TO	to
go	VB	go
kind	NN	kind
of	IN	of
quick	JJ	quick
.	SENT	.
So	RB	so
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
just	RB	just
stick	VB	stick
with	IN	with
me	PP	me
.	SENT	.
Right	RB	right
?	SENT	?
So	RB	so
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
what	WP	what
are	VBP	be
we	PP	we
looking	VBG	look
for	IN	for
?	SENT	?
Bright	JJ	bright
Green	NP	Green
city	NN	city
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
biggest	JJS	big
levers	NNS	lever
that	IN	that
we	PP	we
have	VBP	have
in	IN	in
the	DT	the
developed	VBN	develop
world	NN	world
for	IN	for
changing	VBG	change
the	DT	the
impact	NN	impact
that	IN	that
we	PP	we
have	VBP	have
on	IN	on
the	DT	the
planet	NN	planet
is	VBZ	be
changing	VBG	change
the	DT	the
way	NN	way
that	IN	that
we	PP	we
live	VBP	live
in	IN	in
cities	NNS	city
.	SENT	.
We	PP	we
'	''	'
re	IN	re
already	RB	already
an	DT	an
urban	JJ	urban
planet	NN	planet
;	:	;
that	WDT	that
'	POS	'
s	NN	S
especially	RB	especially
true	JJ	true
in	IN	in
the	DT	the
developed	VBN	develop
world	NN	world
.	SENT	.
And	CC	and
people	NNS	people
who	WP	who
live	VBP	live
in	IN	in
cities	NNS	city
in	IN	in
the	DT	the
developed	VBN	develop
world	NN	world
tend	VBP	tend
to	TO	to
be	VB	be
very	RB	very
prosperous	JJ	prosperous
,	,	,
and	CC	and
thus	RB	thus
use	VB	use
a	DT	a
lot	NN	lot
of	IN	of
stuff	NN	stuff
.	SENT	.
If	IN	if
we	PP	we
can	MD	can
change	VB	change
the	DT	the
dynamic	NN	dynamic
,	,	,
by	IN	by
first	JJ	first
of	IN	of
all	DT	all
creating	VBG	create
cities	NNS	city
that	WDT	that
are	VBP	be
denser	JJR	dense
and	CC	and
more	RBR	more
livable	JJ	livable
.	SENT	.
.	SENT	.
.	SENT	.
Here	RB	here
,	,	,
for	IN	for
example	NN	example
,	,	,
is	VBZ	be
Vancouver	NP	Vancouver
,	,	,
which	WDT	which
if	IN	if
you	PP	you
haven	NN	haven
'	POS	'
t	NN	t
been	VBN	be
there	RB	there
,	,	,
you	PP	you
ought	MD	ought
to	TO	to
go	VB	go
for	IN	for
a	DT	a
visit	NN	visit
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
fabulous	JJ	fabulous
city	NN	city
.	SENT	.
And	CC	and
they	PP	they
are	VBP	be
doing	VBG	do
density	NN	density
,	,	,
new	JJ	new
density	NN	density
,	,	,
better	JJR	good
than	IN	than
probably	RB	probably
anybody	NN	anybody
else	RB	else
on	IN	on
the	DT	the
planet	NN	planet
right	RB	right
now	RB	now
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
actually	RB	actually
managing	VBG	manage
to	TO	to
talk	VB	talk
North	NP	North
Americans	NPS	Americans
out	RB	out
of	IN	of
driving	VBG	drive
cars	NNS	car
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
pretty	RB	pretty
great	JJ	great
thing	NN	thing
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
density	NN	density
.	SENT	.
You	PP	you
also	RB	also
have	VBP	have
growth	NN	growth
management	NN	management
.	SENT	.
You	PP	you
leave	VBP	leave
aside	RB	aside
what	WP	what
is	VBZ	be
natural	JJ	natural
to	TO	to
be	VB	be
natural	JJ	natural
.	SENT	.
This	DT	this
is	VBZ	be
in	IN	in
Portland	NP	Portland
.	SENT	.
That	DT	that
is	VBZ	be
an	DT	an
actual	JJ	actual
development	NN	development
.	SENT	.
That	DT	that
land	NN	land
there	RB	there
will	MD	will
remain	VB	remain
pasture	NN	pasture
in	IN	in
perpetuity	NN	perpetuity
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
bounded	VBD	bound
the	DT	the
city	NN	city
with	IN	with
a	DT	a
line	NN	line
.	SENT	.
Nature	NP	Nature
,	,	,
city	NN	city
.	SENT	.
Nothing	NN	nothing
changes	NNS	change
.	SENT	.
Once	RB	once
you	PP	you
do	VBP	do
those	DT	those
things	NNS	thing
,	,	,
you	PP	you
can	MD	can
start	VB	start
making	VBG	make
all	DT	all
sorts	NNS	sort
of	IN	of
investments	NNS	investment
.	SENT	.
You	PP	you
can	MD	can
start	VB	start
doing	VBG	do
things	NNS	thing
like	VBP	like
,	,	,
you	PP	you
know	VBP	know
,	,	,
transit	NN	transit
systems	NNS	system
that	WDT	that
actually	RB	actually
work	VBP	work
to	TO	to
transport	VB	transport
people	NNS	people
,	,	,
in	IN	in
effective	JJ	effective
and	CC	and
reasonably	RB	reasonably
comfortable	JJ	comfortable
manners	NNS	manner
.	SENT	.
You	PP	you
can	MD	can
also	RB	also
start	VB	start
to	TO	to
change	VB	change
what	WP	what
you	PP	you
build	VBP	build
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
Beddington	NP	Beddington
Zero	NP	Zero
Energy	NP	Energy
Development	NP	Development
in	IN	in
London	NP	London
,	,	,
which	WDT	which
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
greenest	JJS	green
buildings	NNS	building
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
fabulous	JJ	fabulous
place	NN	place
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
now	RB	now
build	VB	build
buildings	NNS	building
that	WDT	that
generate	VB	generate
all	PDT	all
their	PP$	their
own	JJ	own
electricity	NN	electricity
,	,	,
that	WDT	that
recycle	VBP	recycle
much	RB	much
of	IN	of
their	PP$	their
water	NN	water
,	,	,
that	WDT	that
are	VBP	be
much	RB	much
more	RBR	more
comfortable	JJ	comfortable
than	IN	than
standard	JJ	standard
buildings	NNS	building
,	,	,
use	VBP	use
all-natural	JJ	all-natural
light	NN	light
,	,	,
etc	FW	etc
.	SENT	.
,	,	,
and	CC	and
,	,	,
over	IN	over
time	NN	time
,	,	,
cost	NN	cost
less	RBR	less
.	SENT	.
Green	JJ	green
roofs	NNS	roof
.	SENT	.
Bill	NP	Bill
McDonough	NP	McDonough
covered	VBD	cover
that	IN	that
last	JJ	last
night	NN	night
,	,	,
so	RB	so
I	PP	I
won	VBD	win
'	''	'
t	NN	t
dwell	NN	dwell
on	IN	on
that	DT	that
too	RB	too
much	JJ	much
.	SENT	.
But	CC	but
once	RB	once
you	PP	you
also	RB	also
have	VBP	have
people	NNS	people
living	VBG	live
in	IN	in
close	JJ	close
proximity	NN	proximity
to	TO	to
each	DT	each
other	JJ	other
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
you	PP	you
can	MD	can
do	VB	do
is	VBZ	be
—	:	-
as	IN	as
information	NN	information
technologies	NNS	technology
develop	VBP	develop
—	:	-
you	PP	you
can	MD	can
start	VB	start
to	TO	to
have	VB	have
smart	JJ	smart
places	NNS	place
.	SENT	.
You	PP	you
can	MD	can
start	VB	start
to	TO	to
know	VB	know
where	WRB	where
things	NNS	thing
are	VBP	be
.	SENT	.
When	WRB	when
you	PP	you
know	VBP	know
where	WRB	where
things	NNS	thing
are	VBP	be
,	,	,
it	PP	it
becomes	VBZ	become
easier	JJR	easy
to	TO	to
share	VB	share
them	PP	them
.	SENT	.
When	WRB	when
you	PP	you
share	VBP	share
them	PP	them
,	,	,
you	PP	you
end	VBP	end
up	RP	up
using	VBG	use
less	RBR	less
.	SENT	.
So	RB	so
one	CD	one
great	JJ	great
example	NN	example
is	VBZ	be
car-share	NN	car-share
clubs	NNS	club
,	,	,
which	WDT	which
are	VBP	be
really	RB	really
starting	VBG	start
to	TO	to
take	VB	take
off	RP	off
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NN	S
.	SENT	.
,	,	,
have	VBP	have
already	RB	already
taken	VBN	take
off	RP	off
in	IN	in
many	JJ	many
places	NNS	place
in	IN	in
Europe	NP	Europe
,	,	,
and	CC	and
are	VBP	be
a	DT	a
great	JJ	great
example	NN	example
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
somebody	NN	somebody
who	WP	who
drives	VBZ	drive
,	,	,
you	PP	you
know	VBP	know
,	,	,
one	CD	one
day	NN	day
a	DT	a
week	NN	week
,	,	,
do	VBP	do
you	PP	you
really	RB	really
need	VBP	need
your	PP$	your
own	JJ	own
car	NN	car
?	SENT	?
Another	DT	another
thing	NN	thing
that	IN	that
information	NN	information
technology	NN	technology
lets	VBZ	let
us	PP	us
do	VB	do
is	VBZ	be
start	VB	start
figuring	VBG	figure
out	RP	out
how	WRB	how
to	TO	to
use	VB	use
less	JJR	less
stuff	NN	stuff
by	IN	by
knowing	VBG	know
,	,	,
and	CC	and
by	IN	by
monitoring	NN	monitoring
,	,	,
the	DT	the
amount	NN	amount
we	PP	we
'	POS	'
re	NN	re
actually	RB	actually
using	VBG	use
.	SENT	.
So	RB	so
,	,	,
here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
power	NN	power
cord	NN	cord
which	WDT	which
glows	VBZ	glow
brighter	JJR	bright
the	DT	the
more	JJR	more
energy	NN	energy
that	IN	that
you	PP	you
use	VBP	use
,	,	,
which	WDT	which
I	PP	I
think	VBP	think
is	VBZ	be
a	DT	a
pretty	RB	pretty
cool	JJ	cool
concept	NN	concept
,	,	,
although	IN	although
I	PP	I
think	VBP	think
it	PP	it
ought	MD	ought
to	TO	to
work	VB	work
the	DT	the
other	JJ	other
way	NN	way
around	RB	around
,	,	,
that	IN	that
it	PP	it
gets	VBZ	get
brighter	JJR	bright
the	DT	the
more	RBR	more
you	PP	you
don	VBP	don
'	''	'
t	NN	t
use	NN	use
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
there	EX	there
may	MD	may
even	RB	even
be	VB	be
a	DT	a
simpler	JJR	simple
approach	NN	approach
.	SENT	.
We	PP	we
could	MD	could
just	RB	just
re-label	NN	re-label
things	NNS	thing
.	SENT	.
This	DT	this
light	JJ	light
switch	NN	switch
that	WDT	that
reads	VBZ	read
,	,	,
on	IN	on
the	DT	the
one	CD	one
hand	NN	hand
,	,	,
flashfloods	NNS	flashflood
,	,	,
and	CC	and
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
off	RB	off
.	SENT	.
How	WRB	how
we	PP	we
build	VBP	build
things	NNS	thing
can	MD	can
change	VB	change
as	RB	as
well	RB	well
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
bio-morphic	JJ	bio-morphic
building	NN	building
.	SENT	.
It	PP	it
takes	VBZ	take
its	PP$	its
inspiration	NN	inspiration
in	IN	in
form	NN	form
from	IN	from
life	NN	life
.	SENT	.
Many	JJ	many
of	IN	of
these	DT	these
buildings	NNS	building
are	VBP	be
incredibly	RB	incredibly
beautiful	JJ	beautiful
,	,	,
and	CC	and
also	RB	also
much	RB	much
more	RBR	more
effective	JJ	effective
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
example	NN	example
of	IN	of
bio-mimicry	NN	bio-mimicry
,	,	,
which	WDT	which
is	VBZ	be
something	NN	something
we	PP	we
'	POS	'
re	NN	re
really	RB	really
starting	VBG	start
to	TO	to
look	VB	look
a	DT	a
lot	NN	lot
more	JJR	more
for	IN	for
.	SENT	.
In	IN	in
this	DT	this
case	NN	case
,	,	,
you	PP	you
have	VBP	have
a	DT	a
shell	JJ	shell
design	NN	design
which	WDT	which
was	VBD	be
used	VBN	use
to	TO	to
create	VB	create
a	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
exhaust	NN	exhaust
fan	NN	fan
,	,	,
which	WDT	which
is	VBZ	be
greatly	RB	greatly
more	RBR	more
effective	JJ	effective
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
this	DT	this
stuff	NN	stuff
happening	NN	happening
;	:	;
it	PP	it
'	POS	'
s	NN	S
really	RB	really
pretty	RB	pretty
remarkable	JJ	remarkable
.	SENT	.
I	PP	I
encourage	VBP	encourage
you	PP	you
to	TO	to
look	VB	look
on	IN	on
Worldchanging	NN	Worldchanging
if	IN	if
you	PP	you
'	POS	'
re	NN	re
into	IN	into
it	PP	it
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
starting	VBG	start
to	TO	to
cover	VB	cover
this	DT	this
more	JJR	more
and	CC	and
more	JJR	more
.	SENT	.
There	EX	there
'	POS	'
