There	EX	there
a	DT	a
robust	JJ	robust
,	,	,
independent	JJ	independent
local	JJ	local
media	NNS	medium
.	SENT	.
But	CC	but
while	IN	while
that	DT	that
'	''	'
s	NNS	<unknown>
not	RB	not
really	RB	really
happening	VBG	happen
,	,	,
Washington	NP	Washington
is	VBZ	be
teaming	VBG	team
up	RP	up
with	IN	with
Silicon	NP	Silicon
Valley	NP	Valley
and	CC	and
with	IN	with
Hollywood	NP	Hollywood
to	TO	to
pour	VB	pour
millions	NNS	million
—	:	-
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
of	IN	of
dollars	NNS	dollar
—	:	-
into	IN	into
what	WP	what
'	POS	'
s	NN	S
called	VBD	call
"	''	"
counter-messaging	VBG	counter-message
,	,	,
"	''	"
a	DT	a
fancy	JJ	fancy
word	NN	word
for	IN	for
propaganda	NN	propaganda
.	SENT	.
To	TO	to
counter	VB	counter
the	DT	the
terrorist	JJ	terrorist
propaganda	NN	propaganda
spreading	VBG	spread
all	DT	all
over	IN	over
the	DT	the
internet	NN	Internet
,	,	,
in	IN	in
Europe	NP	Europe
,	,	,
Internet	NN	Internet
Referral	NN	referral
Units	NNS	unit
are	VBP	be
being	VBG	be
set	VBN	set
up	RP	up
,	,	,
so	IN	so
that	WDT	that
people	NNS	people
can	MD	can
report	VB	report
on	IN	on
extremist	JJ	extremist
content	NN	content
that	IN	that
they	PP	they
find	VBP	find
and	CC	and
get	VBP	get
it	PP	it
censored	VBD	censor
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
that	IN	that
all	DT	all
of	IN	of
this	DT	this
propaganda	NN	propaganda
,	,	,
monitoring	NN	monitoring
and	CC	and
censorship	NN	censorship
completely	RB	completely
fails	VBZ	fail
to	TO	to
make	VB	make
up	RP	up
for	IN	for
the	DT	the
fact	NN	fact
that	IN	that
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
the	DT	the
most	RBS	most
credible	JJ	credible
voices	NNS	voice
,	,	,
who	WP	who
can	MD	can
present	VB	present
credible	JJ	credible
ideas	NNS	idea
and	CC	and
alternative	JJ	alternative
solutions	NNS	solution
to	TO	to
real	JJ	real
economic	JJ	economic
,	,	,
social	JJ	social
and	CC	and
political	JJ	political
problems	NNS	problem
in	IN	in
their	PP$	their
community	NN	community
that	WDT	that
are	VBP	be
causing	VBG	cause
people	NNS	people
to	TO	to
turn	VB	turn
to	TO	to
extremism	NN	extremism
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
,	,	,
are	VBP	be
being	VBG	be
silenced	VBN	silence
by	IN	by
their	PP$	their
own	JJ	own
governments	NNS	government
.	SENT	.
This	DT	this
is	VBZ	be
all	RB	all
adding	VBG	add
up	RP	up
to	TO	to
a	DT	a
decrease	NN	decrease
in	IN	in
freedom	NN	freedom
across	IN	across
the	DT	the
world	NN	world
.	SENT	.
Freedom	NP	Freedom
House	NP	House
,	,	,
the	DT	the
human	JJ	human
rights	NNS	right
organization	NN	organization
,	,	,
reports	VBZ	report
that	IN	that
2015	CD	@card@
marks	NNS	mark
the	DT	the
10th	JJ	10th
straight	JJ	straight
year	NN	year
in	IN	in
a	DT	a
row	NN	row
of	IN	of
decline	NN	decline
in	IN	in
freedom	NN	freedom
worldwide	RB	worldwide
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
not	RB	not
just	RB	just
because	IN	because
of	IN	of
the	DT	the
actions	NNS	action
of	IN	of
authoritarian	JJ	authoritarian
governments	NNS	government
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
also	RB	also
because	IN	because
democratic	JJ	democratic
governments	NNS	government
are	VBP	be
increasingly	RB	increasingly
cracking	VBG	crack
down	RP	down
on	IN	on
dissenters	NNS	dissenter
,	,	,
whistle-blowers	NNS	whistle-blower
and	CC	and
investigative	JJ	investigative
journalists	NNS	journalist
.	SENT	.
UN	NP	UN
Secretary	NP	Secretary
General	NP	General
Ban	NP	Ban
Ki-Moon	NP	<unknown>
has	VBZ	have
warned	VBN	warn
that	IN	that
"	``	"
preventing	VBG	prevent
extremism	NN	extremism
and	CC	and
promoting	VBG	promote
human	JJ	human
rights	NNS	right
go	VBP	go
hand-in-hand	NN	hand-in-hand
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
not	RB	not
to	TO	to
say	VB	say
that	DT	that
governments	NNS	government
shouldn	NN	<unknown>
'	POS	'
t	NN	t
keep	VB	keep
us	PP	us
safe	JJ	safe
—	:	-
of	IN	of
course	NN	course
they	PP	they
should	MD	should
—	:	-
but	CC	but
we	PP	we
need	VBP	need
public	JJ	public
oversight	NN	oversight
,	,	,
transparency	NN	transparency
and	CC	and
accountability	NN	accountability
to	TO	to
the	DT	the
rule	NN	rule
of	IN	of
law	NN	law
.	SENT	.
Meanwhile	RB	meanwhile
,	,	,
extremists	NNS	extremist
are	VBP	be
literally	RB	literally
killing	VBG	kill
off	RP	off
civil	JJ	civil
society	NN	society
in	IN	in
some	DT	some
countries	NNS	country
.	SENT	.
Since	IN	since
2013	CD	@card@
in	IN	in
Bangladesh	NP	Bangladesh
,	,	,
over	IN	over
a	DT	a
dozen	NN	dozen
secular	NN	secular
bloggers	NNS	blogger
and	CC	and
community	NN	community
activists	NNS	activist
have	VBP	have
been	VBN	be
literally	RB	literally
slaughtered	VBN	slaughter
by	IN	by
extremists	NNS	extremist
while	IN	while
the	DT	the
government	NN	government
has	VBZ	have
done	VBN	do
very	RB	very
little	JJ	little
.	SENT	.
From	IN	from
the	DT	the
city	NN	city
of	IN	of
Raqqa	NP	<unknown>
in	IN	in
Syria	NP	Syria
,	,	,
people	NNS	people
like	IN	like
Ruqia	NP	<unknown>
Hassan	NP	Hassan
and	CC	and
Naji	NP	Naji
Jerf	NP	<unknown>
have	VBP	have
been	VBN	be
assassinated	VBN	assassinate
for	IN	for
their	PP$	their
reporting	NN	reporting
out	RP	out
of	IN	of
ISIS-controlled	JJ	ISIS-controlled
territory	NN	territory
.	SENT	.
The	DT	the
citizen	NN	citizen
media	NNS	medium
group	NN	group
called	VBD	call
Raqqa	NP	<unknown>
is	VBZ	be
Being	VBG	be
Slaughtered	VBN	slaughter
Silently	RB	silently
relies	VBZ	rely
on	IN	on
strong	JJ	strong
encryption	NN	encryption
to	TO	to
send	VB	send
out	RP	out
their	PP$	their
reports	NNS	report
and	CC	and
shield	VB	shield
themselves	PP	themselves
from	IN	from
interception	NN	interception
and	CC	and
surveillance	NN	surveillance
.	SENT	.
Yet	CC	yet
authorities	NNS	authority
in	IN	in
countries	NNS	country
like	IN	like
the	DT	the
United	NP	United
States	NPS	States
,	,	,
the	DT	the
United	NP	United
Kingdom	NP	Kingdom
and	CC	and
many	JJ	many
other	JJ	other
democracies	NNS	democracy
are	VBP	be
seeking	VBG	seek
to	TO	to
use	VB	use
the	DT	the
law	NN	law
to	TO	to
either	RB	either
weaken	VB	weaken
or	CC	or
outright	RB	outright
ban	VB	ban
strong	JJ	strong
encryption	NN	encryption
,	,	,
because	IN	because
the	DT	the
bad	JJ	bad
guys	NNS	guy
are	VBP	be
using	VBG	use
it	PP	it
,	,	,
too	RB	too
.	SENT	.
We	PP	we
have	VBP	have
got	VBN	get
to	TO	to
fight	VB	fight
for	IN	for
the	DT	the
right	NN	right
of	IN	of
citizens	NNS	citizen
to	TO	to
use	VB	use
strong	JJ	strong
encryption	NN	encryption
.	SENT	.
Otherwise	RB	otherwise
,	,	,
dissent	NN	dissent
and	CC	and
investigative	JJ	investigative
journalism	NN	journalism
are	VBP	be
going	VBG	go
to	TO	to
become	VB	become
even	RB	even
more	RBR	more
difficult	JJ	difficult
in	IN	in
even	RB	even
more	JJR	more
places	NNS	place
.	SENT	.
And	CC	and
the	DT	the
bad	JJ	bad
guys	NNS	guy
—	:	-
the	DT	the
criminals	NNS	criminal
and	CC	and
terrorists	NNS	terrorist
—	:	-
are	VBP	be
still	RB	still
going	VBG	go
to	TO	to
find	VB	find
ways	NNS	way
to	TO	to
communicate	VB	communicate
.	SENT	.
Kudos	NN	kudos
to	TO	to
the	DT	the
companies	NNS	company
that	WDT	that
are	VBP	be
standing	VBG	stand
up	RP	up
for	IN	for
their	PP$	their
users	NNS	user
'	POS	'
right	NN	right
to	TO	to
use	VB	use
encryption	NN	encryption
.	SENT	.
But	CC	but
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
censorship	NN	censorship
,	,	,
the	DT	the
picture	NN	picture
is	VBZ	be
much	RB	much
more	RBR	more
troubling	JJ	troubling
.	SENT	.
Yes	UH	yes
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
real	JJ	real
problem	NN	problem
of	IN	of
extremist	JJ	extremist
content	NN	content
spreading	VBG	spread
all	DT	all
over	IN	over
the	DT	the
internet	NN	Internet
.	SENT	.
And	CC	and
Facebook	NP	<unknown>
,	,	,
YouTube	NP	<unknown>
and	CC	and
Twitter	NN	twitter
are	VBP	be
among	IN	among
the	DT	the
many	JJ	many
companies	NNS	company
who	WP	who
report	VB	report
having	VBG	have
taken	VBN	take
down	RP	down
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
pieces	NNS	piece
of	IN	of
content	NN	content
and	CC	and
deactivating	VBG	deactivate
accounts	NNS	account
that	WDT	that
are	VBP	be
connected	VBN	connect
to	TO	to
the	DT	the
extremist	NN	extremist
'	POS	'
s	NN	S
speech	NN	speech
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
their	PP$	their
enforcement	NN	enforcement
mechanisms	NNS	mechanism
are	VBP	be
a	DT	a
complete	JJ	complete
black	JJ	black
box	NN	box
,	,	,
and	CC	and
there	EX	there
is	VBZ	be
collateral	NN	collateral
damage	NN	damage
.	SENT	.
Take	VB	take
,	,	,
for	IN	for
example	NN	example
,	,	,
Iyad	NP	Iyad
el-Baghdadi	NP	el-Baghdadi
,	,	,
an	DT	an
activist	NN	activist
who	WP	who
makes	VBZ	make
fun	NN	fun
of	IN	of
ISIS	NP	Isis
on	IN	on
Twitter	NN	twitter
.	SENT	.
He	PP	he
had	VBD	have
his	PP$	his
account	NN	account
deactivated	VBD	deactivate
,	,	,
because	IN	because
he	PP	he
shares	VBZ	share
a	DT	a
surname	NN	surname
with	IN	with
a	DT	a
prominent	JJ	prominent
ISIS	NP	Isis
leader	NN	leader
.	SENT	.
Last	JJ	last
December	NP	December
,	,	,
a	DT	a
number	NN	number
of	IN	of
women	NNS	woman
named	VBN	name
Isis	NP	Isis
,	,	,
which	WDT	which
also	RB	also
happens	VBZ	happen
to	TO	to
be	VB	be
the	DT	the
name	NN	name
of	IN	of
an	DT	an
Egyptian	JJ	Egyptian
goddess	NN	goddess
,	,	,
had	VBD	have
their	PP$	their
accounts	NNS	account
deactivated	VBD	deactivate
.	SENT	.
And	CC	and
this	DT	this
woman	NN	woman
,	,	,
who	WP	who
lives	VBZ	live
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
is	VBZ	be
a	DT	a
computer	NN	computer
programmer	NN	programmer
,	,	,
reported	VBN	report
on	IN	on
Twitter	NN	twitter
about	IN	about
her	PP$	her
deactivation	NN	deactivation
on	IN	on
Facebook	NP	<unknown>
,	,	,
managed	VBD	manage
to	TO	to
get	VB	get
enough	JJ	enough
media	NNS	medium
attention	NN	attention
to	TO	to
have	VB	have
her	PP$	her
account	NN	account
reinstated	VBD	reinstate
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NNS	<unknown>
the	DT	the
thing	NN	thing
—	:	-
she	PP	she
had	VBD	have
to	TO	to
get	VB	get
media	NNS	medium
attention	NN	attention
.	SENT	.
And	CC	and
journalists	NNS	journalist
aren	NNS	<unknown>
'	POS	'
t	NN	t
immune	JJ	immune
.	SENT	.
David	NP	David
Thomson	NP	Thomson
,	,	,
an	DT	an
expert	NN	expert
on	IN	on
terrorism	NN	terrorism
and	CC	and
reporter	NN	reporter
for	IN	for
Radio	NP	Radio
France	NP	France
International	NP	International
,	,	,
had	VBD	have
reports	NNS	report
deleted	VBN	delete
from	IN	from
his	PP$	his
Facebook	NN	<unknown>
account	NN	account
and	CC	and
had	VBD	have
his	PP$	his
account	NN	account
deactivated	VBN	deactivate
for	IN	for
several	JJ	several
days	NNS	day
,	,	,
because	IN	because
they	PP	they
contained	VBD	contain
pictures	NNS	picture
of	IN	of
ISIS	NP	Isis
flags	NNS	flag
,	,	,
even	RB	even
though	IN	though
he	PP	he
was	VBD	be
just	RB	just
reporting	VBG	report
on	IN	on
ISIS	NP	Isis
,	,	,
not	RB	not
promoting	VBG	promote
it	PP	it
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
have	VBP	have
stories	NNS	story
from	IN	from
people	NNS	people
like	IN	like
this	DT	this
Egyptian	JJ	Egyptian
man	NN	man
,	,	,
Ahmed	NP	Ahmed
Abdellahy	NP	<unknown>
,	,	,
who	WP	who
reported	VBD	report
recently	RB	recently
in	IN	in
an	DT	an
event	NN	event
in	IN	in
Washington	NP	Washington
DC	NP	DC
that	IN	that
some	DT	some
of	IN	of
his	PP$	his
arguments	NNS	argument
with	IN	with
extremists	NNS	extremist
—	:	-
he	PP	he
now	RB	now
spends	VBZ	spend
his	PP$	his
time	NN	time
on	IN	on
social	JJ	social
media	NNS	medium
arguing	VBG	argue
with	IN	with
ISIS	NP	Isis
followers	NNS	follower
,	,	,
trying	VBG	try
to	TO	to
get	VB	get
them	PP	them
to	TO	to
turn	VB	turn
away	RB	away
—	:	-
some	DT	some
of	IN	of
his	PP$	his
arguments	NNS	argument
with	IN	with
these	DT	these
extremists	NNS	extremist
get	VBP	get
deleted	VBN	delete
,	,	,
which	WDT	which
he	PP	he
believes	VBZ	believe
has	VBZ	have
the	DT	the
effect	NN	effect
of	IN	of
shielding	VBG	shield
them	PP	them
from	IN	from
alternative	JJ	alternative
points	NNS	point
of	IN	of
view	NN	view
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
unclear	JJ	unclear
whether	IN	whether
Facebook	NP	<unknown>
even	RB	even
knows	VBZ	know
the	DT	the
extent	NN	extent
of	IN	of
the	DT	the
collateral	NN	collateral
damage	NN	damage
,	,	,
or	CC	or
the	DT	the
other	JJ	other
companies	NNS	company
as	IN	as
well	RB	well
.	SENT	.
But	CC	but
we	PP	we
do	VBP	do
know	VB	know
that	DT	that
journalism	NN	journalism
,	,	,
activism	NN	activism
and	CC	and
public	JJ	public
debate	NN	debate
are	VBP	be
being	VBG	be
silenced	VBN	silence
in	IN	in
the	DT	the
effort	NN	effort
to	TO	to
stamp	VB	stamp
out	RP	out
extremist	JJ	extremist
speech	NN	speech
.	SENT	.
So	RB	so
with	IN	with
these	DT	these
companies	NNS	company
having	VBG	have
so	RB	so
much	JJ	much
power	NN	power
over	IN	over
the	DT	the
public	JJ	public
discourse	NN	discourse
,	,	,
they	PP	they
need	VBP	need
to	TO	to
be	VB	be
held	VBN	hold
accountable	JJ	accountable
.	SENT	.
They	PP	they
need	VBP	need
to	TO	to
carry	VB	carry
out	RP	out
impact	NN	impact
assessment	NN	assessment
to	TO	to
identify	VB	identify
and	CC	and
fix	VB	fix
the	DT	the
problems	NNS	problem
that	IN	that
we	PP	we
'	POS	'
re	NN	re
clearly	RB	clearly
seeing	VBG	see
.	SENT	.
They	PP	they
need	VBP	need
to	TO	to
be	VB	be
more	RBR	more
transparent	JJ	transparent
about	IN	about
their	PP$	their
enforcement	NN	enforcement
mechanisms	NNS	mechanism
,	,	,
and	CC	and
they	PP	they
need	VBP	need
to	TO	to
have	VB	have
clear	JJ	clear
appeal	NN	appeal
and	CC	and
grievance	NN	grievance
mechanisms	NNS	mechanism
,	,	,
so	RB	so
people	NNS	people
can	MD	can
get	VB	get
their	PP$	their
content	NN	content
reinstated	VBD	reinstate
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
talking	VBG	talk
for	IN	for
the	DT	the
last	JJ	last
10	CD	@card@
minutes	NNS	minute
about	RB	about
how	WRB	how
governments	NNS	government
and	CC	and
companies	NNS	company
are	VBP	be
making	VBG	make
it	PP	it
more	RBR	more
difficult	JJ	difficult
for	IN	for
people	NNS	people
like	IN	like
these	DT	these
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
picture	NN	picture
of	IN	of
members	NNS	member
of	IN	of
the	DT	the
citizen	NN	citizen
media	NNS	medium
network	NN	network
,	,	,
Global	JJ	global
Voices	NNS	voice
,	,	,
that	WDT	that
I	PP	I
helped	VBD	help
to	TO	to
cofound	VB	cofound
over	IN	over
10	CD	@card@
years	NNS	year
ago	RB	ago
with	IN	with
my	PP$	my
friend	NN	friend
,	,	,
Ethan	NP	Ethan
Zuckerman	NP	Zuckerman
.	SENT	.
Interestingly	RB	interestingly
,	,	,
about	RB	about
5	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
right	RB	right
after	IN	after
the	DT	the
Arab	NP	Arab
Spring	NP	Spring
,	,	,
the	DT	the
data	NN	data
scientist	NN	scientist
Gilad	NP	<unknown>
Lotan	NP	Lotan
created	VBD	create
a	DT	a
network	NN	network
map	NN	map
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
Global	JJ	global
Voices	NNS	voice
who	WP	who
were	VBD	be
heavy	JJ	heavy
users	NNS	user
of	IN	of
Twitter	NN	twitter
during	IN	during
the	DT	the
Arab	JJ	Arab
Spring	NN	spring
.	SENT	.
And	CC	and
he	PP	he
found	VBD	find
that	IN	that
many	JJ	many
of	IN	of
these	DT	these
people	NNS	people
served	VBN	serve
as	IN	as
key	JJ	key
information	NN	information
nodes	NNS	node
between	IN	between
activists	NNS	activist
and	CC	and
journalists	NNS	journalist
throughout	IN	throughout
the	DT	the
Tunisian	JJ	Tunisian
and	CC	and
Egyptian	JJ	Egyptian
revolution	NN	revolution
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
these	DT	these
people	NNS	people
not	RB	not
only	RB	only
survive	VB	survive
,	,	,
but	CC	but
are	VBP	be
able	JJ	able
to	TO	to
continue	VB	continue
to	TO	to
thrive	VB	thrive
.	SENT	.
Many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
still	RB	still
active	JJ	active
,	,	,
other	JJ	other
than	IN	than
the	DT	the
ones	NNS	one
who	WP	who
have	VBP	have
gone	VBN	go
to	TO	to
jail	NN	jail
or	CC	or
have	VBP	have
been	VBN	be
driven	VBN	drive
into	IN	into
hiding	NN	hiding
or	CC	or
exile	NN	exile
.	SENT	.
All	DT	all
around	IN	around
the	DT	the
world	NN	world
,	,	,
people	NNS	people
who	WP	who
are	VBP	be
sick	JJ	sick
and	CC	and
tired	JJ	tired
of	IN	of
fear	NN	fear
and	CC	and
oppression	NN	oppression
are	VBP	be
linking	VBG	link
up	RP	up
in	IN	in
their	PP$	their
communities	NNS	community
and	CC	and
across	IN	across
borders	NNS	border
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
do	VB	do
everything	NN	everything
we	PP	we
can	MD	can
to	TO	to
push	VB	push
our	PP$	our
governments	NNS	government
and	CC	and
companies	NNS	company
to	TO	to
do	VB	do
a	DT	a
better	JJR	good
job	NN	job
of	IN	of
protecting	VBG	protect
their	PP$	their
rights	NNS	right
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
also	RB	also
got	VBD	get
to	TO	to
be	VB	be
more	RBR	more
mindful	JJ	mindful
about	IN	about
how	WRB	how
our	PP$	our
own	JJ	own
personal	JJ	personal
,	,	,
political	JJ	political
,	,	,
consumer	NN	consumer
and	CC	and
business	NN	business
