What	WP	what
hit	VBN	hit
with	IN	with
this	DT	this
feels	VBZ	feel
a	DT	a
sudden	JJ	sudden
burst	NN	burst
of	IN	of
heat	NN	heat
,	,	,
and	CC	and
just	RB	just
wants	VBZ	want
to	TO	to
get	VB	get
out	RP	out
of	IN	of
the	DT	the
way	NN	way
.	SENT	.
It	PP	it
is	VBZ	be
a	DT	a
lot	NN	lot
more	RBR	more
sophisticated	JJ	sophisticated
than	IN	than
a	DT	a
microwave	NN	microwave
oven	NN	oven
,	,	,
but	CC	but
it	PP	it
basically	RB	basically
is	VBZ	be
boiling	VBG	boil
the	DT	the
water	NN	water
molecules	NNS	molecule
in	IN	in
the	DT	the
very	JJ	very
surface	NN	surface
level	NN	level
of	IN	of
your	PP$	your
skin	NN	skin
.	SENT	.
So	RB	so
you	PP	you
feel	VBP	feel
this	DT	this
massive	JJ	massive
heat	NN	heat
,	,	,
and	CC	and
you	PP	you
go	VBP	go
,	,	,
"	``	"
I	PP	I
want	VBP	want
to	TO	to
get	VB	get
out	RP	out
of	IN	of
the	DT	the
way	NN	way
.	SENT	.
"	``	"
And	CC	and
they	PP	they
think	VBP	think
this	DT	this
will	MD	will
be	VB	be
really	RB	really
useful	JJ	useful
in	IN	in
places	NNS	place
where	WRB	where
we	PP	we
need	VBP	need
to	TO	to
clear	VB	clear
a	DT	a
crowd	NN	crowd
out	RP	out
of	IN	of
a	DT	a
particular	JJ	particular
area	NN	area
,	,	,
if	IN	if
the	DT	the
crowd	NN	crowd
is	VBZ	be
being	VBG	be
hostile	JJ	hostile
.	SENT	.
If	IN	if
we	PP	we
need	VBP	need
to	TO	to
keep	VB	keep
people	NNS	people
away	RB	away
from	IN	from
a	DT	a
particular	JJ	particular
place	NN	place
,	,	,
we	PP	we
can	MD	can
do	VB	do
that	IN	that
with	IN	with
these	DT	these
sorts	NNS	sort
of	IN	of
things	NNS	thing
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
whole	JJ	whole
range	NN	range
of	IN	of
different	JJ	different
nonlethal	NN	nonlethal
weapons	NNS	weapon
we	PP	we
could	MD	could
give	VB	give
military	JJ	military
personnel	NNS	personnel
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
whole	JJ	whole
range	NN	range
of	IN	of
situations	NNS	situation
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
them	PP	them
and	CC	and
saying	VBG	say
,	,	,
"	''	"
These	DT	these
things	NNS	thing
would	MD	would
be	VB	be
really	RB	really
useful	JJ	useful
.	SENT	.
"	''	"
But	CC	but
as	IN	as
I	PP	I
said	VBD	say
,	,	,
the	DT	the
military	NN	military
and	CC	and
the	DT	the
police	NNS	police
are	VBP	be
very	RB	very
different	JJ	different
.	SENT	.
Yes	UH	yes
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
look	VB	look
very	RB	very
hard	JJ	hard
at	IN	at
this	DT	this
to	TO	to
recognize	VB	recognize
that	IN	that
they	PP	they
might	MD	might
be	VB	be
very	RB	very
different	JJ	different
.	SENT	.
In	IN	in
particular	JJ	particular
,	,	,
the	DT	the
attitude	NN	attitude
to	TO	to
the	DT	the
use	NN	use
of	IN	of
force	NN	force
and	CC	and
the	DT	the
way	NN	way
they	PP	they
'	POS	'
re	NN	re
trained	VBN	train
to	TO	to
use	VB	use
force	NN	force
is	VBZ	be
especially	RB	especially
different	JJ	different
.	SENT	.
The	DT	the
police	NN	police
â	NP	<unknown>
and	CC	and
knowing	VBG	know
because	IN	because
I	PP	I
'	POS	'
ve	NN	ve
actually	RB	actually
helped	VBD	help
to	TO	to
train	VB	train
police	NN	police
â	NP	<unknown>
police	NN	police
,	,	,
particularly	RB	particularly
in	IN	in
Western	JJ	Western
jurisdictions	NNS	jurisdiction
at	IN	at
least	JJS	least
,	,	,
are	VBP	be
trained	VBN	train
to	TO	to
De-	NP	<unknown>
escalate	VB	escalate
force	NN	force
,	,	,
to	TO	to
try	VB	try
and	CC	and
avoid	VB	avoid
using	VBG	use
force	NN	force
wherever	WRB	wherever
possible	JJ	possible
,	,	,
and	CC	and
to	TO	to
use	VB	use
lethal	JJ	lethal
force	NN	force
only	RB	only
as	IN	as
an	DT	an
absolute	JJ	absolute
last	JJ	last
resort	NN	resort
.	SENT	.
Military	JJ	military
personnel	NNS	personnel
are	VBP	be
being	VBG	be
trained	VBN	train
for	IN	for
war	NN	war
.	SENT	.
So	IN	so
they	PP	they
'	POS	'
re	NN	re
trained	VBD	train
that	IN	that
,	,	,
as	IN	as
soon	RB	soon
as	IN	as
things	NNS	thing
go	VBP	go
bad	JJ	bad
,	,	,
their	PP$	their
first	JJ	first
response	NN	response
is	VBZ	be
lethal	JJ	lethal
force	NN	force
.	SENT	.
The	DT	the
moment	NN	moment
the	DT	the
fecal	JJ	fecal
matter	NN	matter
hits	VBZ	hit
the	DT	the
rotating	VBG	rotate
turbine	NN	turbine
â	NP	<unknown>
you	PP	you
can	MD	can
start	VB	start
shooting	VBG	shoot
at	IN	at
people	NNS	people
.	SENT	.
So	IN	so
their	PP$	their
attitudes	NNS	attitude
to	TO	to
the	DT	the
use	NN	use
of	IN	of
lethal	JJ	lethal
force	NN	force
are	VBP	be
very	RB	very
different	JJ	different
,	,	,
and	CC	and
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
fairly	RB	fairly
obvious	JJ	obvious
that	IN	that
their	PP$	their
attitude	NN	attitude
to	TO	to
the	DT	the
use	NN	use
of	IN	of
nonlethal	NN	nonlethal
weapons	NNS	weapon
would	MD	would
also	RB	also
be	VB	be
very	RB	very
different	JJ	different
from	IN	from
what	WP	what
it	PP	it
is	VBZ	be
with	IN	with
the	DT	the
police	NN	police
.	SENT	.
And	CC	and
since	IN	since
we	PP	we
'	POS	'
ve	NN	ve
already	RB	already
had	VBD	have
so	RB	so
many	JJ	many
problems	NNS	problem
with	IN	with
police	NN	police
use	NN	use
of	IN	of
nonlethal	NN	nonlethal
weapons	NNS	weapon
in	IN	in
various	JJ	various
ways	NNS	way
,	,	,
I	PP	I
thought	VBD	think
it	PP	it
would	MD	would
be	VB	be
a	DT	a
good	JJ	good
idea	NN	idea
to	TO	to
look	VB	look
at	IN	at
some	DT	some
of	IN	of
those	DT	those
things	NNS	thing
and	CC	and
relate	VBP	relate
it	PP	it
to	TO	to
the	DT	the
military	JJ	military
context	NN	context
.	SENT	.
I	PP	I
was	VBD	be
very	RB	very
surprised	VBN	surprise
when	WRB	when
I	PP	I
started	VBD	start
to	TO	to
do	VB	do
this	DT	this
to	TO	to
see	VB	see
that	IN	that
,	,	,
in	IN	in
fact	NN	fact
,	,	,
even	RB	even
the	DT	the
people	NNS	people
who	WP	who
advocated	VBD	advocate
the	DT	the
use	NN	use
of	IN	of
nonlethal	NN	nonlethal
weapons	NNS	weapon
by	IN	by
the	DT	the
military	JJ	military
hadn	NN	<unknown>
'	POS	'
t	NN	t
actually	RB	actually
done	VBN	do
that	DT	that
.	SENT	.
They	PP	they
generally	RB	generally
seemed	VBD	seem
to	TO	to
think	VB	think
,	,	,
"	``	"
Why	WRB	why
would	MD	would
we	PP	we
care	VB	care
what	WP	what
'	POS	'
s	NN	S
happened	VBD	happen
with	IN	with
the	DT	the
police	NN	police
?	SENT	?
We	PP	we
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
something	NN	something
different	JJ	different
,	,	,
"	''	"
and	CC	and
didn	NP	<unknown>
'	POS	'
t	NN	t
seem	VBP	seem
to	TO	to
recognize	VB	recognize
they	PP	they
were	VBD	be
looking	VBG	look
at	IN	at
pretty	RB	pretty
much	RB	much
the	DT	the
same	JJ	same
stuff	NN	stuff
.	SENT	.
So	RB	so
I	PP	I
started	VBD	start
to	TO	to
investigate	VB	investigate
some	DT	some
of	IN	of
those	DT	those
issues	NNS	issue
,	,	,
and	CC	and
have	VB	have
a	DT	a
look	NN	look
at	IN	at
the	DT	the
way	NN	way
police	NNS	police
use	VBP	use
nonlethal	NN	nonlethal
weapons	NNS	weapon
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
introduced	VBD	introduce
,	,	,
and	CC	and
some	DT	some
of	IN	of
the	DT	the
problems	NNS	problem
that	WDT	that
might	MD	might
arise	VB	arise
out	RP	out
of	IN	of
those	DT	those
sorts	NNS	sort
of	IN	of
things	NNS	thing
when	WRB	when
they	PP	they
actually	RB	actually
do	VBP	do
introduce	VB	introduce
them	PP	them
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
being	VBG	be
Australian	JJ	Australian
,	,	,
I	PP	I
started	VBD	start
looking	VBG	look
at	IN	at
stuff	NN	stuff
in	IN	in
Australia	NP	Australia
,	,	,
knowing	VBG	know
from	IN	from
my	PP$	my
own	JJ	own
experience	NN	experience
of	IN	of
various	JJ	various
times	NNS	time
when	WRB	when
nonlethal	NN	nonlethal
weapons	NNS	weapon
have	VBP	have
been	VBN	be
introduced	VBN	introduce
in	IN	in
Australia	NP	Australia
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
particularly	RB	particularly
looked	VBD	look
at	IN	at
was	VBD	be
the	DT	the
use	NN	use
of	IN	of
OC	NP	OC
spray	NN	spray
â	NP	<unknown>
oleoresin	NN	oleoresin
capsicum	NN	capsicum
spray	NN	spray
,	,	,
pepper	NN	pepper
spray	NN	spray
â	NP	<unknown>
by	IN	by
Australian	JJ	Australian
police	NNS	police
,	,	,
and	CC	and
seeing	VBG	see
what	WP	what
had	VBD	have
happened	VBN	happen
when	WRB	when
that	DT	that
had	VBD	have
been	VBN	be
introduced	VBN	introduce
,	,	,
and	CC	and
those	DT	those
sorts	NNS	sort
of	IN	of
issues	NNS	issue
.	SENT	.
And	CC	and
one	PP	one
study	VBP	study
that	IN	that
I	PP	I
