David	NP	David
making	VBG	make
that	DT	that
environment	NN	environment
comfortable	JJ	comfortable
and	CC	and
exciting	JJ	exciting
and	CC	and
feeling	VBG	feel
good	JJ	good
,	,	,
and	CC	and
then	RB	then
also	RB	also
the	DT	the
technological	JJ	technological
side	NN	side
of	IN	of
how	WRB	how
we	PP	we
brought	VBD	bring
people	NNS	people
together	RB	together
,	,	,
how	WRB	how
we	PP	we
could	MD	could
get	VB	get
people	NNS	people
to	TO	to
commune	VB	commune
and	CC	and
work	VB	work
together	RB	together
,	,	,
small	JJ	small
companies	NNS	company
helping	VBG	help
each	DT	each
other	JJ	other
I	PP	I
thought	VBD	think
was	VBD	be
really	RB	really
exciting	JJ	exciting
,	,	,
and	CC	and
helping	VBG	help
people	NNS	people
do	VBP	do
work	NN	work
that	WDT	that
mattered	VBD	matter
to	TO	to
them	PP	them
,	,	,
and	CC	and
being	VBG	be
able	JJ	able
to	TO	to
strip	VB	strip
away	RP	away
the	DT	the
muck	NN	muck
,	,	,
the	DT	the
things	NNS	thing
that	WDT	that
matter	VBP	matter
a	DT	a
little	RB	little
less	JJR	less
.	SENT	.
AG	NP	AG
:	:	:
For	IN	for
many	JJ	many
business	NN	business
owners	NNS	owner
,	,	,
part	NN	part
of	IN	of
that	DT	that
muck	NN	muck
was	VBD	be
the	DT	the
perceived	VBN	perceive
hassle	NN	hassle
of	IN	of
renting	VBG	rent
office	NN	office
space	NN	space
,	,	,
and	CC	and
then	RB	then
creating	VBG	create
a	DT	a
welcoming	VBG	welcome
,	,	,
energizing	VBG	energize
environment	NN	environment
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
where	WRB	where
Dave	NP	Dave
came	VBD	come
in	IN	in
.	SENT	.
WeWork	NP	<unknown>
recruited	VBD	recruit
him	PP	him
to	TO	to
design	VB	design
all	DT	all
of	IN	of
their	PP$	their
spaces	NNS	space
and	CC	and
become	VB	become
one	PP	one
of	IN	of
their	PP$	their
top	JJ	top
executives	NNS	executive
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
job	NN	job
for	IN	for
someone	NN	someone
with	IN	with
both	DT	both
technical	JJ	technical
and	CC	and
creative	JJ	creative
skills	NNS	skill
.	SENT	.
DF	NP	DF
:	:	:
I	PP	I
was	VBD	be
trained	VBN	train
as	IN	as
an	DT	an
architect	NN	architect
.	SENT	.
AG	NP	AG
:	:	:
Were	VBD	be
you	PP	you
aspiring	JJ	aspiring
to	TO	to
be	VB	be
someone	NN	someone
like	IN	like
Frank	NP	Frank
Lloyd	NP	Lloyd
Wright	NP	Wright
,	,	,
or	CC	or
did	VBD	do
you	PP	you
have	VBP	have
a	DT	a
different	JJ	different
vision	NN	vision
in	IN	in
mind	NN	mind
?	SENT	?
DF	NP	DF
:	:	:
Sadly	RB	sadly
I	PP	I
really	RB	really
,	,	,
probably	RB	probably
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
who	WP	who
many	JJ	many
of	IN	of
those	DT	those
people	NNS	people
were	VBD	be
.	SENT	.
I	PP	I
was	VBD	be
really	RB	really
determined	VBN	determine
to	TO	to
be	VB	be
a	DT	a
comic	JJ	comic
book	NN	book
artist	NN	artist
.	SENT	.
So	RB	so
you	PP	you
could	MD	could
have	VB	have
asked	VBN	ask
me	PP	me
any	DT	any
comic	JJ	comic
book	NN	book
artist	NN	artist
,	,	,
and	CC	and
I	PP	I
would	MD	would
have	VB	have
known	VBN	know
them	PP	them
all	DT	all
.	SENT	.
I	PP	I
was	VBD	be
a	DT	a
kid	NN	kid
that	WDT	that
drew	VBD	draw
the	DT	the
cover	NN	cover
to	TO	to
the	DT	the
yearbooks	NNS	yearbook
and	CC	and
high	JJ	high
school	NN	school
T-shirts	NNS	T-shirt
and	CC	and
things	NNS	thing
and	CC	and
wanted	VBD	want
to	TO	to
be	VB	be
an	DT	an
artist	NN	artist
,	,	,
and	CC	and
my	PP$	my
dad	NN	dad
told	VBD	tell
me	PP	me
that	IN	that
wasn	NP	<unknown>
'	POS	'
t	NN	t
a	DT	a
real	JJ	real
job	NN	job
,	,	,
so	RB	so
architecture	NN	architecture
seemed	VBD	seem
to	TO	to
fall	VB	fall
somewhere	RB	somewhere
in	IN	in
the	DT	the
middle	NN	middle
.	SENT	.
AG	NP	AG
:	:	:
He	PP	he
ended	VBD	end
up	RP	up
starting	VBG	start
a	DT	a
consulting	NN	consulting
business	NN	business
to	TO	to
help	VB	help
architects	NNS	architect
,	,	,
engineers	NNS	engineer
,	,	,
contractors	NNS	contractor
and	CC	and
building	NN	building
owners	NNS	owner
improve	VB	improve
their	PP$	their
work	NN	work
spaces	NNS	space
.	SENT	.
Soon	RB	soon
WeWork	NP	<unknown>
was	VBD	be
a	DT	a
client	NN	client
.	SENT	.
In	IN	in
2015	CD	@card@
,	,	,
WeWork	NP	<unknown>
acquired	VBD	acquire
Dave	NP	Dave
'	POS	'
s	NN	S
company	NN	company
.	SENT	.
He	PP	he
became	VBD	become
WeWork	NP	<unknown>
'	POS	'
s	JJ	<unknown>
chief	JJ	chief
product	NN	product
officer	NN	officer
,	,	,
and	CC	and
then	RB	then
chief	JJ	chief
growth	NN	growth
officer	NN	officer
.	SENT	.
He	PP	he
oversaw	VBD	oversee
all	RB	all
of	IN	of
real	JJ	real
estate	NN	estate
,	,	,
design	NN	design
,	,	,
construction	NN	construction
,	,	,
sales	NNS	sale
and	CC	and
marketing	NN	marketing
.	SENT	.
In	IN	in
the	DT	the
spring	NN	spring
of	IN	of
2019	CD	@card@
he	PP	he
left	VBD	leave
.	SENT	.
Six	CD	six
months	NNS	month
later	RBR	later
,	,	,
after	IN	after
WeWork	NN	<unknown>
filed	VBN	file
for	IN	for
an	DT	an
IPO	NN	IPO
,	,	,
a	DT	a
series	NN	series
of	IN	of
investigative	JJ	investigative
reports	NNS	report
exposed	VBD	expose
their	PP$	their
huge	JJ	huge
financial	JJ	financial
losses	NNS	loss
.	SENT	.
The	DT	the
media	NNS	medium
was	VBD	be
in	IN	in
an	DT	an
uproar	NN	uproar
over	IN	over
the	DT	the
self-dealing	VBG	self-deal
behavior	NN	behavior
of	IN	of
the	DT	the
cofounder	NP	cofounder
and	CC	and
CEO	NP	CEO
,	,	,
Adam	NP	Adam
Neumann	NP	Neumann
.	SENT	.
Woman	NN	woman
1	CD	@card@
:	:	:
Adam	NP	Adam
Neumann	NP	Neumann
pays	VBZ	pay
a	DT	a
direct	JJ	direct
family	NN	family
member	NN	member
to	TO	to
be	VB	be
the	DT	the
director	NN	director
of	IN	of
wellness	NN	wellness
at	IN	at
the	DT	the
company	NN	company
.	SENT	.
Man	NN	man
:	:	:
There	EX	there
'	''	'
s	JJ	<unknown>
credible	JJ	credible
reports	NNS	report
in	IN	in
the	DT	the
business	NN	business
press	NN	press
that	IN	that
he	PP	he
traveled	VBD	travel
with	IN	with
illegal	JJ	illegal
drugs	NNS	drug
across	IN	across
international	JJ	international
boundaries	NNS	boundary
.	SENT	.
Woman	NN	woman
2	CD	@card@
:	:	:
Expenses	NNS	expense
at	IN	at
WeWork	NN	<unknown>
more	RBR	more
than	IN	than
quadrupled	VBN	quadruple
.	SENT	.
Man	NN	man
2	CD	@card@
:	:	:
Adam	NP	Adam
Neumann	NP	Neumann
is	VBZ	be
stepping	VBG	step
down	RP	down
as	IN	as
CEO	NP	CEO
.	SENT	.
AG	NP	AG
:	:	:
Plenty	NN	plenty
of	IN	of
people	NNS	people
are	VBP	be
still	RB	still
dissecting	VBG	dissect
what	WP	what
happened	VBD	happen
on	IN	on
the	DT	the
business	NN	business
side	NN	side
of	IN	of
WeWork	NP	<unknown>
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
explore	VB	explore
something	NN	something
different	JJ	different
,	,	,
the	DT	the
leadership	NN	leadership
and	CC	and
culture	NN	culture
.	SENT	.
We	PP	we
know	VBP	know
visions	NNS	vision
and	CC	and
values	NNS	value
have	VBP	have
a	DT	a
real	JJ	real
impact	NN	impact
on	IN	on
whether	IN	whether
a	DT	a
company	NN	company
succeed	VB	succeed
or	CC	or
fail	VB	fail
,	,	,
and	CC	and
WeWork	NP	<unknown>
was	VBD	be
an	DT	an
extreme	JJ	extreme
example	NN	example
of	IN	of
doing	VBG	do
both	DT	both
.	SENT	.
What	WP	what
could	MD	could
we	PP	we
learn	VB	learn
from	IN	from
WeWork	NP	<unknown>
'	POS	'
s	NN	S
rise	NN	rise
and	CC	and
demise	NN	demise
about	IN	about
how	WRB	how
culture	NN	culture
is	VBZ	be
built	VBN	build
and	CC	and
sustained	VBN	sustain
?	SENT	?
When	WRB	when
is	VBZ	be
a	DT	a
strong	JJ	strong
culture	NN	culture
actually	RB	actually
helpful	JJ	helpful
?	SENT	?
And	CC	and
when	WRB	when
do	VBP	do
you	PP	you
trust	VB	trust
your	PP$	your
sense	NN	sense
that	IN	that
something	NN	something
is	VBZ	be
off	RP	off
?	SENT	?
I	PP	I
can	MD	can
'	''	'
t	NN	t
think	VBP	think
of	IN	of
a	DT	a
better	JJR	good
person	NN	person
to	TO	to
ask	VB	ask
than	IN	than
Dave	NP	Dave
.	SENT	.
He	PP	he
had	VBD	have
a	DT	a
front	JJ	front
row	NN	row
seat	NN	seat
to	TO	to
the	DT	the
company	NN	company
'	POS	'
s	NN	S
evolution	NN	evolution
,	,	,
expansion	NN	expansion
and	CC	and
peak	NN	peak
.	SENT	.
This	DT	this
is	VBZ	be
his	PP$	his
first	JJ	first
time	NN	time
speaking	VBG	speak
publicly	RB	publicly
about	IN	about
WeWork	NP	<unknown>
.	SENT	.
DF	NP	DF
:	:	:
I	PP	I
think	VBP	think
we	PP	we
tried	VBD	try
to	TO	to
do	VB	do
a	DT	a
lot	NN	lot
as	IN	as
a	DT	a
company	NN	company
.	SENT	.
you	PP	you
know	VBP	know
,	,	,
what	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
saying	NN	saying
,	,	,
start-ups	NNS	start-up
don	NN	don
'	POS	'
t	NN	t
die	NN	die
of	IN	of
starvation	NN	starvation
,	,	,
they	PP	they
die	VBP	die
of	IN	of
indigestion	NN	indigestion
.	SENT	.
I	PP	I
think	VBP	think
we	PP	we
did	VBD	do
a	DT	a
lot	NN	lot
,	,	,
I	PP	I
think	VBP	think
we	PP	we
tried	VBD	try
to	TO	to
do	VB	do
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
,	,	,
which	WDT	which
probably	RB	probably
led	VBD	lead
to	TO	to
over-committing	NN	<unknown>
and	CC	and
not	RB	not
following	VBG	follow
through	IN	through
with	IN	with
things	NNS	thing
at	IN	at
times	NNS	time
.	SENT	.
But	CC	but
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
that	IN	that
there	EX	there
was	VBD	be
ill	JJ	ill
intent	NN	intent
.	SENT	.
AG	NP	AG
:	:	:
I	PP	I
want	VBP	want
to	TO	to
dig	VB	dig
more	JJR	more
into	IN	into
that	DT	that
,	,	,
but	CC	but
first	RB	first
let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
actually	RB	actually
about	IN	about
my	PP$	my
first	JJ	first
introduction	NN	introduction
to	TO	to
WeWork	NP	<unknown>
.	SENT	.
So	IN	so
summer	NN	summer
2017	CD	@card@
,	,	,
I	PP	I
had	VBD	have
been	VBN	be
talking	VBG	talk
to	TO	to
the	DT	the
TED	VBP	ted
team	NN	team
about	IN	about
starting	VBG	start
this	DT	this
WorkLife	NP	<unknown>
podcast	NN	<unknown>
,	,	,
and	CC	and
I	PP	I
mentioned	VBD	mention
it	PP	it
to	TO	to
a	DT	a
few	JJ	few
friends	NNS	friend
of	IN	of
mine	NN	mine
and	CC	and
a	DT	a
couple	NN	couple
of	IN	of
colleagues	NNS	colleague
,	,	,
and	CC	and
one	CD	one
of	IN	of
them	PP	them
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
talk	VB	talk
to	TO	to
WeWork	NP	<unknown>
,	,	,
because	IN	because
they	PP	they
'	''	'
re	IN	re
all	DT	all
about	RB	about
trying	VBG	try
to	TO	to
make	VB	make
work	NN	work
better	RBR	well
.	SENT	.
"	''	"
And	CC	and
before	IN	before
I	PP	I
knew	VBD	know
it	PP	it
,	,	,
I	PP	I
was	VBD	be
being	VBG	be
introduced	VBN	introduce
to	TO	to
Adam	NP	Adam
,	,	,
and	CC	and
I	PP	I
reached	VBD	reach
out	RP	out
to	TO	to
a	DT	a
colleague	NN	colleague
I	PP	I
knew	VBD	know
had	VBD	have
worked	VBN	work
with	IN	with
the	DT	the
company	NN	company
a	DT	a
bunch	NN	bunch
,	,	,
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Listen	VB	listen
,	,	,
they	PP	they
are	VBP	be
obviously	RB	obviously
growing	VBG	grow
really	RB	really
fast	RB	fast
,	,	,
they	PP	they
'	POS	'
re	NN	re
accomplishing	VBG	accomplish
a	DT	a
lot	NN	lot
,	,	,
but	CC	but
if	IN	if
I	PP	I
were	VBD	be
you	PP	you
I	PP	I
wouldn	NP	<unknown>
'	POS	'
t	NN	t
trust	VB	trust
them	PP	them
because	IN	because
they	PP	they
'	POS	'
re	NN	re
gangsters	NNS	gangster
.	SENT	.
"	``	"
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
that	DT	that
meant	VBN	mean
at	IN	at
first	JJ	first
,	,	,
I	PP	I
'	POS	'
m	NN	m
curious	JJ	curious
about	RB	about
whether	IN	whether
you	PP	you
heard	VBD	hear
that	IN	that
description	NN	description
and	CC	and
what	WP	what
you	PP	you
took	VBD	take
from	IN	from
it	PP	it
?	SENT	?
DF	NP	DF
:	:	:
Actually	RB	actually
it	PP	it
'	POS	'
s	NN	S
the	DT	the
first	JJ	first
time	NN	time
I	NP	I
'	POS	'
ve	NN	ve
heard	VBD	hear
the	DT	the
company	NN	company
described	VBD	describe
that	DT	that
way	NN	way
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
feel	NN	feel
like	IN	like
that	WDT	that
was	VBD	be
the	DT	the
case	NN	case
,	,	,
I	PP	I
think	VBP	think
actually	RB	actually
more	RBR	more
often	RB	often
than	IN	than
not	RB	not
we	PP	we
did	VBD	do
the	DT	the
right	JJ	right
thing	NN	thing
,	,	,
we	PP	we
tried	VBD	try
to	TO	to
do	VB	do
right	NN	right
by	IN	by
vendors	NNS	vendor
,	,	,
we	PP	we
tried	VBD	try
to	TO	to
do	VB	do
right	NN	right
by	IN	by
the	DT	the
people	NNS	people
.	SENT	.
When	WRB	when
you	PP	you
get	VBP	get
bigger	JJR	big
those	DT	those
things	NNS	thing
get	VBP	get
complicated	JJ	complicated
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
always	RB	always
two	CD	two
sides	NNS	side
to	TO	to
every	DT	every
story	NN	story
.	SENT	.
AG	NP	AG
:	:	:
There	EX	there
are	VBP	be
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
certainly	RB	certainly
want	VBP	want
to	TO	to
hear	VB	hear
more	JJR	more
of	IN	of
your	PP$	your
side	NN	side
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
begin	VBP	begin
with	IN	with
,	,	,
what	WP	what
was	VBD	be
the	DT	the
mission	NN	mission
when	WRB	when
you	PP	you
joined	VBD	join
?	SENT	?
DF	NP	DF
:	:	:
To	TO	to
create	VB	create
a	DT	a
world	NN	world
where	WRB	where
people	NNS	people
make	VBP	make
a	DT	a
life	NN	life
and	CC	and
not	RB	not
just	RB	just
a	DT	a
living	NN	living
.	SENT	.
Or	CC	or
enable	VB	enable
a	DT	a
world	NN	world
,	,	,
where	WRB	where
,	,	,
you	PP	you
now	RB	now
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
--	:	--
the	DT	the
main	JJ	main
punchline	NN	punchline
being	VBG	be
that	IN	that
you	PP	you
create	VBP	create
a	DT	a
world	NN	world
where	WRB	where
people	NNS	people
make	VBP	make
a	DT	a
life	NN	life
and	CC	and
not	RB	not
just	RB	just
a	DT	a
living	NN	living
.	SENT	.
AG	NP	AG
:	:	:
That	WDT	that
is	VBZ	be
both	DT	both
incredibly	RB	incredibly
lofty	JJ	lofty
and	CC	and
extraordinarily	RB	extraordinarily
vague	JJ	vague
.	SENT	.
What	WP	what
did	VBD	do
it	PP	it
mean	VBP	mean
to	TO	to
you	PP	you
?	SENT	?
DF	NP	DF
:	:	:
I	PP	I
always	RB	always
really	RB	really
connected	VBN	connect
with	IN	with
the	DT	the
aspects	NNS	aspect
of	IN	of
work	NN	work
.	SENT	.
Not	RB	not
as	IN	as
much	RB	much
the	DT	the
sort	NN	sort
of	IN	of
,	,	,
non-work	NN	non-work
side	NN	side
,	,	,
however	RB	however
we	PP	we
define	VB	define
that	DT	that
.	SENT	.
So	RB	so
I	PP	I
thought	VBD	think
that	DT	that
was	VBD	be
very	RB	very
exciting	JJ	exciting
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
I	PP	I
'	POS	'
m	NN	m
an	DT	an
embroidery	NN	embroidery
designer	NN	designer
sending	VBG	send
invoices	NNS	invoice
and	CC	and
billing	NN	billing
is	VBZ	be
not	RB	not
so	RB	so
exciting	JJ	exciting
,	,	,
or	CC	or
signing	VBG	sign
a	DT	a
lease	NN	lease
,	,	,
so	RB	so
I	PP	I
was	VBD	be
really	RB	really
excited	VBN	excite
about	IN	about
the	DT	the
idea	NN	idea
of	IN	of
stripping	VBG	strip
away	RP	away
all	PDT	all
the	DT	the
stuff	NN	stuff
that	WDT	that
was	VBD	be
not	RB	not
their	PP$	their
core	JJ	core
activity	NN	activity
,	,	,
and	CC	and
I	PP	I
was	VBD	be
pretty	RB	pretty
charged	VBN	charge
up	RP	up
with	IN	with
that	WDT	that
and	CC	and
that	IN	that
'	POS	'
s	NN	S
how	WRB	how
I	PP	I
interpreted	VBD	interpret
the	DT	the
mission	NN	mission
.	SENT	.
AG	NP	AG
:	:	:
Got	VBD	get
it	PP	it
.	SENT	.
That	DT	that
could	MD	could
almost	RB	almost
be	VB	be
the	DT	the
slogan	NN	slogan
for	IN	for
this	DT	this
podcast	NN	<unknown>
that	IN	that
I	PP	I
host	VBP	host
.	SENT	.
So	RB	so
that	IN	that
,	,	,
if	IN	if
you	PP	you
frame	VBP	frame
the	DT	the
mission	NN	mission
that	IN	that
way	NN	way
,	,	,
I	PP	I
could	MD	could
even	RB	even
imagine	VB	imagine
myself	PP	myself
getting	VBG	get
excited	JJ	excited
about	IN	about
it	PP	it
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
curious	JJ	curious
about	IN	about
how	WRB	how
the	DT	the
mission	NN	mission
got	VBD	get
communicated	VBN	communicate
.	SENT	.
What	WP	what
were	VBD	be
the	DT	the
major	JJ	major
ways	NNS	way
that	IN	that
the	DT	the
mission	NN	mission
was	VBD	be
brought	VBN	bring
to	TO	to
life	NN	life
?	SENT	?
DF	NP	DF
:	:	:
I	PP	I
think	VBP	think
it	PP	it
changed	VBN	change
over	IN	over
time	NN	time
,	,	,
I	PP	I
think	VBP	think
very	RB	very
early	JJ	early
on	IN	on
,	,	,
it	PP	it
was	VBD	be
about	RB	about
the	DT	the
entrepreneur	NN	entrepreneur
,	,	,
the	DT	the
small	JJ	small
business	NN	business
,	,	,
the	DT	the
founder	NN	founder
,	,	,
and	CC	and
enabling	VBG	enable
them	PP	them
to	TO	to
do	VB	do
what	WP	what
they	PP	they
love	VBP	love
and	CC	and
start	VBP	start
the	DT	the
companies	NNS	company
that	WDT	that
mattered	VBD	matter
to	TO	to
them	PP	them
,	,	,
and	CC	and
all	PDT	all
these	DT	these
companies	NNS	company
that	WDT	that
were	VBD	be
going	VBG	go
to	TO	to
go	VB	go
change	VB	change
the	DT	the
world	NN	world
.	SENT	.
I	PP	I
think	VBP	think
as	IN	as
the	DT	the
company	NN	company
got	VBD	get
a	DT	a
little	RB	little
bigger	JJR	big
and	CC	and
there	EX	there
was	VBD	be
excitement	NN	excitement
around	IN	around
the	DT	the
reach	NN	reach
of	IN	of
the	DT	the
idea	NN	idea
,	,	,
and	CC	and
building	VBG	build
more	RBR	more
of	IN	of
a	DT	a
lifestyle	NN	lifestyle
brand	NN	brand
,	,	,
it	PP	it
started	VBD	start
to	TO	to
become	VB	become
a	DT	a
little	RB	little
more	JJR	more
consumer	NN	consumer
centric	JJ	centric
and	CC	and
tried	VBN	try
to	TO	to
speak	VB	speak
to	TO	to
a	DT	a
broader	JJR	broad
audience	NN	audience
,	,	,
and	CC	and
then	RB	then
you	PP	you
saw	VBD	see
the	DT	the
evolution	NN	evolution
of	IN	of
the	DT	the
company	NN	company
trying	VBG	try
to	TO	to
do	VB	do
more	JJR	more
things	NNS	thing
.	SENT	.
We	PP	we
live	VBP	live
,	,	,
we	PP	we
grow	VBP	grow
,	,	,
and	CC	and
then	RB	then
it	PP	it
goes	VBZ	go
really	RB	really
about	IN	about
serving	VBG	serve
everybody	NN	everybody
and	CC	and
enabling	VBG	enable
everyone	NN	everyone
to	TO	to
,	,	,
you	PP	you
know	VBP	know
,	,	,
live	VBP	live
their	PP$	their
best	JJS	good
lives	NNS	life
.	SENT	.
It	PP	it
became	VBD	become
incredibly	RB	incredibly
broad	JJ	broad
,	,	,
but	CC	but
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
suited	VBN	suit
up	RP	up
every	DT	every
day	NN	day
to	TO	to
go	VB	go
do	VB	do
that	WDT	that
,	,	,
I	PP	I
think	VBP	think
people	NNS	people
jumped	VBD	jump
out	RP	out
of	IN	of
bed	NN	bed
excited	VBN	excite
to	TO	to
try	VB	try
to	TO	to
help	VB	help
people	NNS	people
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
powerful	JJ	powerful
mission	NN	mission
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
as	IN	as
a	DT	a
workforce	NN	workforce
and	CC	and
as	IN	as
