So	RB	so
I	PP	I
believe	VBP	believe
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
better	JJR	good
way	NN	way
to	TO	to
get	VB	get
the	DT	the
money	NN	money
you	PP	you
need	VBP	need
than	IN	than
panhandling	VBG	panhandle
on	IN	on
the	DT	the
corner	NN	corner
.	SENT	.
I	PP	I
believe	VBP	believe
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
better	JJR	good
way	NN	way
to	TO	to
help	VB	help
your	PP$	your
brothers	NNS	brother
and	CC	and
sisters	NNS	sister
in	IN	in
need	NN	need
than	IN	than
handing	VBG	hand
a	DT	a
few	JJ	few
dollars	NNS	dollar
out	IN	out
the	DT	the
car	NN	car
window	NN	window
.	SENT	.
We	PP	we
know	VBP	know
there	EX	there
'	''	'
s	NN	S
dignity	NN	dignity
in	IN	in
work	NN	work
.	SENT	.
We	PP	we
also	RB	also
know	VBP	know
that	IN	that
people	NNS	people
are	VBP	be
much	RB	much
more	RBR	more
likely	JJ	likely
to	TO	to
invest	VB	invest
in	IN	in
themselves	PP	themselves
if	IN	if
they	PP	they
believe	VBP	believe
that	IN	that
their	PP$	their
community	NN	community
is	VBZ	be
willing	JJ	willing
to	TO	to
invest	VB	invest
in	IN	in
them	PP	them
first	JJ	first
.	SENT	.
And	CC	and
because	IN	because
we	PP	we
'	POS	'
re	NN	re
all	RB	all
wired	VBN	wire
to	TO	to
be	VB	be
kind	JJ	kind
and	CC	and
compassionate	JJ	compassionate
,	,	,
it	PP	it
always	RB	always
feels	VBZ	feel
good	JJ	good
to	TO	to
hand	VB	hand
a	DT	a
couple	NN	couple
of	IN	of
dollars	NNS	dollar
to	TO	to
someone	NN	someone
that	WDT	that
is	VBZ	be
in	IN	in
need	NN	need
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
talk	VBP	talk
to	TO	to
panhandlers	NNS	panhandler
,	,	,
many	JJ	many
of	IN	of
them	PP	them
will	MD	will
tell	VB	tell
you	PP	you
that	IN	that
your	PP$	your
few	JJ	few
dollars	NNS	dollar
don	NN	don
'	POS	'
t	NN	t
necessarily	RB	necessarily
go	VB	go
towards	IN	towards
feeding	VBG	feed
the	DT	the
body	NN	body
,	,	,
they	PP	they
go	VBP	go
towards	IN	towards
feeding	VBG	feed
an	DT	an
addiction	NN	addiction
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
better	JJR	good
way	NN	way
.	SENT	.
My	PP$	my
name	NN	name
is	VBZ	be
Richard	NP	Richard
Berry	NP	Berry
,	,	,
and	CC	and
I	PP	I
have	VBP	have
one	CD	one
of	IN	of
the	DT	the
best	JJS	good
jobs	NNS	job
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
I	PP	I
get	VBP	get
to	TO	to
be	VB	be
the	DT	the
mayor	NN	mayor
of	IN	of
a	DT	a
great	JJ	great
American	JJ	American
city	NN	city
,	,	,
Albuquerque	NP	Albuquerque
,	,	,
New	NP	New
Mexico	NP	Mexico
.	SENT	.
I	PP	I
was	VBD	be
at	IN	at
lunch	NN	lunch
on	IN	on
July	NP	July
17	CD	@card@
,	,	,
2015	CD	@card@
,	,	,
in	IN	in
my	PP$	my
great	JJ	great
American	JJ	American
city	NN	city
,	,	,
and	CC	and
on	IN	on
my	PP$	my
way	NN	way
back	RB	back
to	TO	to
city	NN	city
hall	NN	hall
,	,	,
I	PP	I
saw	VBD	see
this	DT	this
gentleman	NN	gentleman
standing	NN	standing
on	IN	on
a	DT	a
corner	NN	corner
.	SENT	.
As	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
he	PP	he
'	POS	'
s	NN	S
holding	VBG	hold
a	DT	a
sign	NN	sign
,	,	,
and	CC	and
his	PP$	his
sign	NN	sign
says	VBZ	say
he	PP	he
wants	VBZ	want
a	DT	a
job	NN	job
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
look	VBP	look
closer	JJR	close
at	IN	at
the	DT	the
picture	NN	picture
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VB	see
he	PP	he
'	POS	'
s	JJ	<unknown>
standing	NN	standing
underneath	IN	underneath
a	DT	a
blue	JJ	blue
sign	NN	sign
,	,	,
and	CC	and
that	DT	that
sign	NN	sign
says	VBZ	say
,	,	,
if	IN	if
you	PP	you
need	MD	need
help	VB	help
,	,	,
if	IN	if
you	PP	you
need	VBP	need
food	NN	food
or	CC	or
shelter	NN	shelter
or	CC	or
you	PP	you
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
donate	VB	donate
,	,	,
please	VB	please
call	NN	call
311	CD	@card@
,	,	,
our	PP$	our
community	NN	community
service	NN	service
number	NN	number
.	SENT	.
So	RB	so
why	WRB	why
is	VBZ	be
this	DT	this
guy	NN	guy
standing	NN	standing
underneath	IN	underneath
my	PP$	my
sign	NN	sign
with	IN	with
his	PP$	his
sign	NN	sign
?	SENT	?
Well	RB	well
,	,	,
we	PP	we
wondered	VBD	wonder
if	IN	if
anybody	NN	anybody
would	MD	would
call	VB	call
that	IN	that
311	CD	@card@
sign	NN	sign
,	,	,
and	CC	and
as	IN	as
it	PP	it
turns	VBZ	turn
out	RP	out
,	,	,
they	PP	they
did	VBD	do
—	:	-
11	CD	@card@
,	,	,
000	CD	@card@
times	NNS	time
people	NNS	people
called	VBD	call
.	SENT	.
I	PP	I
put	VBD	put
those	DT	those
up	RP	up
in	IN	in
about	RB	about
30	CD	@card@
intersections	NNS	intersection
.	SENT	.
And	CC	and
we	PP	we
did	VBD	do
connect	VB	connect
them	PP	them
with	IN	with
food	NN	food
and	CC	and
shelter	NN	shelter
and	CC	and
services	NNS	service
.	SENT	.
But	CC	but
yet	RB	yet
he	PP	he
'	POS	'
s	NN	S
still	RB	still
standing	VBG	stand
under	IN	under
my	PP$	my
sign	NN	sign
with	IN	with
a	DT	a
sign	NN	sign
that	WDT	that
says	VBZ	say
he	PP	he
wants	VBZ	want
a	DT	a
job	NN	job
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
simple	NN	simple
:	:	:
he	PP	he
wants	VBZ	want
a	DT	a
job	NN	job
.	SENT	.
So	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
do	VB	do
something	NN	something
rare	JJ	rare
in	IN	in
government	NN	government
.	SENT	.
I	PP	I
decided	VBD	decide
to	TO	to
make	VB	make
the	DT	the
solution	NN	solution
simpler	JJR	simple
rather	RB	rather
than	IN	than
more	JJR	more
complicated	JJ	complicated
.	SENT	.
I	PP	I
went	VBD	go
back	RB	back
to	TO	to
my	PP$	my
office	NN	office
,	,	,
I	PP	I
gathered	VBD	gather
my	PP$	my
staff	NN	staff
around	RP	around
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
take	VB	take
this	DT	this
man	NN	man
at	IN	at
his	PP$	his
word	NN	word
,	,	,
and	CC	and
others	NNS	other
like	IN	like
him	PP	him
.	SENT	.
The	DT	the
man	NN	man
says	VBZ	say
he	PP	he
wants	VBZ	want
a	DT	a
job	NN	job
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
give	VB	give
him	PP	him
a	DT	a
job	NN	job
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
make	VB	make
our	PP$	our
city	NN	city
an	DT	an
even	RB	even
better	JJR	good
place	NN	place
in	IN	in
the	DT	the
meantime	NN	meantime
.	SENT	.
"	``	"
You	PP	you
see	VBP	see
,	,	,
Albuquerque	NP	Albuquerque
is	VBZ	be
a	DT	a
beautiful	JJ	beautiful
place	NN	place
.	SENT	.
We	PP	we
'	''	'
re	IN	re
a	DT	a
mile	NN	mile
high	NN	high
,	,	,
the	DT	the
Sandia	NP	Sandia
Mountains	NP	Mountains
on	IN	on
the	DT	the
east	JJ	east
,	,	,
the	DT	the
Rio	NP	Rio
Grande	NP	Grande
runs	VBZ	run
through	IN	through
the	DT	the
center	NN	center
of	IN	of
the	DT	the
city	NN	city
;	:	;
we	PP	we
'	POS	'
re	NN	re
the	DT	the
home	NN	home
of	IN	of
the	DT	the
Albuquerque	NP	Albuquerque
International	NP	International
Balloon	NP	Balloon
Fiesta	NN	fiesta
.	SENT	.
On	IN	on
a	DT	a
day	NN	day
like	IN	like
today	NN	today
,	,	,
you	PP	you
could	MD	could
literally	RB	literally
ski	VB	ski
this	DT	this
morning	NN	morning
and	CC	and
golf	NN	golf
this	DT	this
afternoon	NN	afternoon
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	NNS	<unknown>
always	RB	always
something	NN	something
to	TO	to
do	VB	do
—	:	-
always	RB	always
weeds	VBZ	weed
to	TO	to
pull	VB	pull
,	,	,
litter	VBP	litter
to	TO	to
pick	VB	pick
up	RP	up
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
an	DT	an
initiative	NN	initiative
like	IN	like
this	DT	this
in	IN	in
your	PP$	your
city	NN	city
,	,	,
you	PP	you
have	VBP	have
to	TO	to
ask	VB	ask
yourself	PP	yourself
two	CD	two
questions	NNS	question
.	SENT	.
First	RB	first
one	PP	one
is	VBZ	be
:	:	:
Is	VBZ	be
there	RB	there
anything	NN	anything
left	VBD	leave
to	TO	to
do	VB	do
in	IN	in
your	PP$	your
city	NN	city
?	SENT	?
And	CC	and
if	IN	if
the	DT	the
answer	NN	answer
is	VBZ	be
no	RB	no
,	,	,
would	MD	would
you	PP	you
please	VB	please
give	VB	give
me	PP	me
your	PP$	your
mayor	NN	mayor
'	POS	'
s	JJ	<unknown>
phone	NN	phone
number	NN	number
,	,	,
because	IN	because
I	PP	I
need	VBP	need
some	DT	some
advice	NN	advice
.	SENT	.
But	CC	but
the	DT	the
second	JJ	second
question	NN	question
you	PP	you
have	VBP	have
to	TO	to
ask	VB	ask
is	VBZ	be
this	DT	this
:	:	:
Are	VBP	be
your	PP$	your
solutions	NNS	solution
to	TO	to
panhandling	VBG	panhandle
working	NN	working
?	SENT	?
If	IN	if
you	PP	you
'	POS	'
re	NN	re
like	IN	like
Albuquerque	NP	Albuquerque
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
taking	VBG	take
the	DT	the
punitive	JJ	punitive
approach	NN	approach
like	IN	like
we	PP	we
used	VBN	use
to	TO	to
,	,	,
handing	VBG	hand
out	RP	out
tickets	NNS	ticket
to	TO	to
panhandlers	NNS	panhandler
or	CC	or
those	DT	those
who	WP	who
give	VBP	give
them	PP	them
money	NN	money
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
suggest	VB	suggest
that	IN	that
your	PP$	your
solutions	NNS	solution
aren	NNS	<unknown>
'	POS	'
t	NN	t
working	NN	working
,	,	,
and	CC	and
I	PP	I
know	VBP	know
you	PP	you
'	''	'
re	IN	re
not	RB	not
getting	VBG	get
to	TO	to
the	DT	the
root	NN	root
of	IN	of
your	PP$	your
problem	NN	problem
in	IN	in
your	PP$	your
city	NN	city
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
have	VBP	have
something	NN	something
to	TO	to
do	VB	do
and	CC	and
you	PP	you
need	VBP	need
people	NNS	people
that	WDT	that
need	VBP	need
something	NN	something
to	TO	to
do	VB	do
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
better	JJR	good
way	NN	way
.	SENT	.
And	CC	and
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
that	RB	that
complicated	VBN	complicate
.	SENT	.
This	DT	this
a	DT	a
2006	CD	@card@
Dodge	NP	Dodge
van	NP	van
.	SENT	.
It	PP	it
was	VBD	be
in	IN	in
my	PP$	my
motor	NN	motor
pool	NN	pool
not	RB	not
doing	VBG	do
anything	NN	anything
.	SENT	.
We	PP	we
put	VBD	put
some	DT	some
new	JJ	new
tires	NNS	tire
on	IN	on
it	PP	it
,	,	,
wrapped	VBD	wrap
it	PP	it
with	IN	with
a	DT	a
logo	NN	logo
.	SENT	.
This	DT	this
van	NN	van
now	RB	now
goes	VBZ	go
out	RP	out
to	TO	to
street	NN	street
corners	NNS	corner
where	WRB	where
our	PP$	our
panhandlers	NNS	panhandler
are	VBP	be
—	:	-
we	PP	we
go	VBP	go
to	TO	to
them	PP	them
.	SENT	.
We	PP	we
stop	VBP	stop
the	DT	the
van	NN	van
,	,	,
we	PP	we
get	VBP	get
out	RP	out
,	,	,
we	PP	we
ask	VBP	ask
them	PP	them
if	IN	if
they	PP	they
would	MD	would
like	VB	like
a	DT	a
day	NN	day
'	POS	'
s	NN	S
work	NN	work
rather	RB	rather
than	IN	than
panhandling	VBG	panhandle
for	IN	for
the	DT	the
day	NN	day
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
wondered	VBD	wonder
if	IN	if
they	PP	they
really	RB	really
mean	VB	mean
it	PP	it
—	:	-
it	PP	it
takes	VBZ	take
us	PP	us
about	IN	about
an	DT	an
hour	NN	hour
to	TO	to
fill	VB	fill
this	DT	this
van	NN	van
up	RP	up
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
because	IN	because
almost	RB	almost
everybody	NN	everybody
we	PP	we
ask	VBP	ask
takes	VBZ	take
a	DT	a
job	NN	job
for	IN	for
the	DT	the
day	NN	day
.	SENT	.
But	CC	but
you	PP	you
need	VBP	need
more	JJR	more
than	IN	than
just	RB	just
a	DT	a
van	NN	van
.	SENT	.
You	PP	you
need	VBP	need
a	DT	a
super-fantastic	JJ	super-fantastic
human	NN	human
being	VBG	be
to	TO	to
drive	VB	drive
that	DT	that
van	NN	van
.	SENT	.
And	CC	and
my	PP$	my
super-fantastic	JJ	super-fantastic
human	NN	human
being	VBG	be
,	,	,
his	PP$	his
name	NN	name
is	VBZ	be
Will	NP	Will
.	SENT	.
This	DT	this
is	VBZ	be
him	PP	him
in	IN	in
the	DT	the
yellow	JJ	yellow
vest	NN	vest
.	SENT	.
Will	MD	will
works	NNS	work
at	IN	at
our	PP$	our
local	JJ	local
nonprofit	JJ	nonprofit
partner	NN	partner
.	SENT	.
He	PP	he
works	VBZ	work
with	IN	with
the	DT	the
homeless	NN	homeless
every	DT	every
day	NN	day
.	SENT	.
The	DT	the
panhandlers	NNS	panhandler
trust	VBP	trust
him	PP	him
,	,	,
he	PP	he
believes	VBZ	believe
in	IN	in
them	PP	them
,	,	,
he	PP	he
hustles	VBZ	hustle
.	SENT	.
I	PP	I
like	VBP	like
to	TO	to
say	VB	say
,	,	,
"	``	"
Where	WRB	where
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
Will	NP	Will
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
way	NN	way
.	SENT	.
"	''	"
So	RB	so
if	IN	if
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
the	DT	the
Better	JJR	good
Way	NN	way
campaign	NN	campaign
in	IN	in
your	PP$	your
city	NN	city
,	,	,
you	PP	you
need	VBP	need
to	TO	to
find	VB	find
yourself	PP	yourself
a	DT	a
Will	NP	Will
,	,	,
because	IN	because
he	PP	he
'	POS	'
s	NN	S
really	RB	really
one	CD	one
of	IN	of
the	DT	the
keys	NNS	key
to	TO	to
making	VBG	make
this	DT	this
successful	JJ	successful
in	IN	in
the	DT	the
city	NN	city
of	IN	of
Albuquerque	NP	Albuquerque
.	SENT	.
You	PP	you
also	RB	also
need	VBP	need
a	DT	a
great	JJ	great
nonprofit	JJ	nonprofit
partner	NN	partner
.	SENT	.
Ours	PP	ours
is	VBZ	be
St	NP	St
.	SENT	.
Martin	NP	Martin
'	POS	'
s	NN	S
Hospitality	NN	hospitality
Center	NP	Center
.	SENT	.
They	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
in	IN	in
our	PP$	our
community	NN	community
for	IN	for
over	RB	over
30	CD	@card@
years	NNS	year
.	SENT	.
They	PP	they
provide	VBP	provide
counseling	NN	counseling
,	,	,
food	NN	food
,	,	,
shelter	NN	shelter
,	,	,
and	CC	and
if	IN	if
they	PP	they
don	VBP	don
'	''	'
t	NN	t
provide	VB	provide
it	PP	it
,	,	,
they	PP	they
know	VBP	know
somebody	NN	somebody
in	IN	in
our	PP$	our
city	NN	city
that	WDT	that
does	VBZ	do
.	SENT	.
But	CC	but
they	PP	they
do	VBP	do
something	NN	something
much	RB	much
more	RBR	more
for	IN	for
me	PP	me
as	IN	as
the	DT	the
mayor	NN	mayor
.	SENT	.
They	PP	they
provide	VBP	provide
agility	NN	agility
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
it	PP	it
takes	VBZ	take
me	PP	me
two	CD	two
weeks	NNS	week
,	,	,
maybe	RB	maybe
two	CD	two
months	NNS	month
sometimes	RB	sometimes
,	,	,
to	TO	to
onboard	JJ	onboard
an	DT	an
employee	NN	employee
with	IN	with
the	DT	the
city	NN	city
of	IN	of
Albuquerque	NP	Albuquerque
.	SENT	.
So	RB	so
you	PP	you
could	MD	could
imagine	VB	imagine
—	:	-
my	PP$	my
old	JJ	old
Dodge	NP	Dodge
van	NP	van
,	,	,
my	PP$	my
super-fantastic	JJ	super-fantastic
human	JJ	human
being	NN	being
,	,	,
Will	NP	Will
,	,	,
a	DT	a
great	JJ	great
local	JJ	local
nonprofit	JJ	nonprofit
partner	NN	partner
—	:	-
they	PP	they
drive	VBP	drive
to	TO	to
the	DT	the
corner	NN	corner
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
panhandler	NN	panhandler
,	,	,
they	PP	they
say	VBP	say
,	,	,
"	``	"
Would	MD	would
you	PP	you
like	VB	like
to	TO	to
work	VB	work
for	IN	for
the	DT	the
day	NN	day
?	SENT	?
"	''	"
The	DT	the
panhandler	NN	panhandler
says	VBZ	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
"	''	"
and	CC	and
Will	NP	Will
says	VBZ	say
,	,	,
"	``	"
Great	NP	Great
!	SENT	!
I	NP	I
'	POS	'
ll	NNS	<unknown>
be	VB	be
back	RB	back
in	IN	in
six	CD	six
weeks	NNS	week
to	TO	to
pick	VB	pick
you	PP	you
up	RP	up
.	SENT	.
"	``	"
It	PP	it
wouldn	NP	<unknown>
'	POS	'
t	NN	t
work	NN	work
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
that	IN	that
we	PP	we
have	VBP	have
that	DT	that
agility	NN	agility
in	IN	in
our	PP$	our
program	NN	program
.	SENT	.
And	CC	and
they	PP	they
do	VBP	do
the	DT	the
paperwork	NN	paperwork
,	,	,
they	PP	they
do	VBP	do
the	DT	the
insurance	NN	insurance
,	,	,
they	PP	they
do	VBP	do
all	DT	all
of	IN	of
the	DT	the
other	JJ	other
forms	NNS	form
that	IN	that
I	PP	I
can	MD	can
'	''	'
t	NN	t
do	VBP	do
quickly	RB	quickly
.	SENT	.
We	PP	we
pay	VBP	pay
our	PP$	our
panhandlers	NNS	panhandler
nine	CD	nine
dollars	NNS	dollar
an	DT	an
hour	NN	hour
.	SENT	.
We	PP	we
feed	VBP	feed
them	PP	them
once	RB	once
at	IN	at
the	DT	the
jobsite	NN	<unknown>
.	SENT	.
At	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
our	PP$	our
old	JJ	old
Dodge	NP	Dodge
van	NP	van
takes	VBZ	take
them	PP	them
right	RB	right
back	RB	back
to	TO	to
St	NP	St
.	SENT	.
Martin	NP	Martin
'	POS	'
s	NN	S
,	,	,
and	CC	and
they	PP	they
get	VBP	get
connected	VBN	connect
with	IN	with
counseling	NN	counseling
services	NNS	service
.	SENT	.
So	RB	so
far	RB	far
,	,	,
with	IN	with
the	DT	the
pilot	NN	pilot
program	NN	program
and	CC	and
a	DT	a
couple	NN	couple
days	NNS	day
a	DT	a
week	NN	week
,	,	,
and	CC	and
a	DT	a
fantastic	JJ	fantastic
human	JJ	human
being	NN	being
and	CC	and
a	DT	a
Dodge	NP	Dodge
van	NP	van
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
cleaned	VBD	clean
up	RP	up
400	CD	@card@
city	NN	city
blocks	NNS	block
in	IN	in
the	DT	the
city	NN	city
of	IN	of
Albuquerque	NP	Albuquerque
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
picked	VBD	pick
up	RP	up
over	IN	over
117	CD	@card@
,	,	,
000	CD	@card@
pounds	NNS	pound
of	IN	of
trash	NN	trash
,	,	,
weeds	NNS	weed
and	CC	and
litter	NN	litter
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
you	PP	you
'	POS	'
ve	NN	ve
ever	RB	ever
weighed	VBD	weigh
a	DT	a
tumbleweed	NN	tumbleweed
,	,	,
but	CC	but
they	PP	they
don	VBP	don
'	''	'
t	NN	t
weigh	VBP	weigh
much	RB	much
,	,	,
so	RB	so
you	PP	you
can	MD	can
imagine	VB	imagine
the	DT	the
volume	NN	volume
of	IN	of
material	NN	material
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
picked	VBD	pick
up	RP	up
.	SENT	.
My	PP$	my
city	NN	city
has	VBZ	have
6	CD	@card@
,	,	,
000	CD	@card@
employees	NNS	employee
,	,	,
and	CC	and
none	NN	none
better	JJR	good
than	IN	than
my	PP$	my
solid	JJ	solid
waste	NN	waste
department	NN	department
.	SENT	.
We	PP	we
send	VBP	send
our	PP$	our
trucks	NNS	truck
out	RP	out
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
they	PP	they
help	VBP	help
the	DT	the
panhandlers	NNS	panhandler
put	VBN	put
into	IN	into
the	DT	the
truck	NN	truck
the	DT	the
material	NN	material
they	PP	they
'	POS	'
ve	NN	ve
picked	VBD	pick
up	RP	up
during	IN	during
the	DT	the
day	NN	day
,	,	,
and	CC	and
we	PP	we
take	VBP	take
it	PP	it
to	TO	to
the	DT	the
landfill	NN	landfill
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
lucky	JJ	lucky
that	IN	that
I	PP	I
have	VBP	have
city	NN	city
employees	NNS	employee
that	WDT	that
are	VBP	be
willing	JJ	willing
to	TO	to
work	VB	work
side	NN	side
by	IN	by
side	NN	side
with	IN	with
our	PP$	our
panhandlers	NNS	panhandler
.	SENT	.
They	PP	they
'	''	'
re	IN	re
lifting	VBG	lift
up	RP	up
our	PP$	our
city	NN	city
while	IN	while
lifting	VBG	lift
up	RP	up
their	PP$	their
lives	NNS	life
.	SENT	.
And	CC	and
like	IN	like
anything	NN	anything
else	RB	else
—	:	-
listen	VB	listen
,	,	,
it	PP	it
takes	VBZ	take
resources	NNS	resource
.	SENT	.
But	CC	but
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
take	VB	take
much	RB	much
.	SENT	.
We	PP	we
started	VBD	start
with	IN	with
an	DT	an
old	JJ	old
van	NN	van
,	,	,
a	DT	a
super-fantastic	JJ	super-fantastic
human	NN	human
being	VBG	be
,	,	,
a	DT	a
great	JJ	great
local	JJ	local
nonprofit	JJ	nonprofit
and	CC	and
$50	JJ	$@card@
,	,	,
000	CD	@card@
.	SENT	.
But	CC	but
we	PP	we
also	RB	also
had	VBD	have
to	TO	to
have	VB	have
community	NN	community
trust	NN	trust
.	SENT	.
And	CC	and
fortunately	RB	fortunately
,	,	,
we	PP	we
had	VBD	have
built	VBN	build
that	IN	that
up	RB	up
in	IN	in
years	NNS	year
prior	RB	prior
to	TO	to
Better	JJR	good
Way	NN	way
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
program	NN	program
called	VBN	call
"	``	"
Albuquerque	NP	Albuquerque
Heading	VBG	head
Home	NP	Home
,	,	,
"	''	"
a	DT	a
Housing	NP	Housing
First	NP	First
model	NN	model
where	WRB	where
we	PP	we
house	VBP	house
the	DT	the
chronically	RB	chronically
homeless	JJ	homeless
,	,	,
and	CC	and
when	WRB	when
I	PP	I
told	VBD	tell
my	PP$	my
community	NN	community
we	PP	we
wanted	VBD	want
to	TO	to
do	VB	do
that	IN	that
differently	RB	differently
,	,	,
I	PP	I
said	VBD	say
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
smart	JJ	smart
way	NN	way
to	TO	to
do	VB	do
the	DT	the
right	JJ	right
thing	NN	thing
.	SENT	.
We	PP	we
have	VBP	have
now	RB	now
housed	VBN	house
650	CD	@card@
chronically	RB	chronically
homeless	JJ	homeless
,	,	,
medically	RB	medically
vulnerable	JJ	vulnerable
—	:	-
frankly	RB	frankly
,	,	,
most	RBS	most
likely	JJ	likely
to	TO	to
die	VB	die
on	IN	on
the	DT	the
streets	NNS	street
in	IN	in
our	PP$	our
city	NN	city
.	SENT	.
We	PP	we
commissioned	VBD	commission
our	PP$	our
university	NN	university
,	,	,
they	PP	they
studied	VBD	study
it	PP	it
.	SENT	.
We	PP	we
could	MD	could
tell	VB	tell
the	DT	the
taxpayers	NNS	taxpayer
,	,	,
we	PP	we
can	MD	can
save	VB	save
you	PP	you
31	CD	@card@
.	SENT	.
6	CD	@card@
percent	NN	percent
over	IN	over
the	DT	the
cost	NN	cost
of	IN	of
leaving	VBG	leave
someone	NN	someone
to	TO	to
struggle	VB	struggle
for	IN	for
survival	NN	survival
on	IN	on
the	DT	the
streets	NNS	street
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
now	RB	now
saved	VBN	save
over	IN	over
five	CD	five
million	CD	million
dollars	NNS	dollar
while	IN	while
housing	NN	housing
650	CD	@card@
people	NNS	people
.	SENT	.
So	RB	so
we	PP	we
had	VBD	have
