Well	RB	well
know	VBP	know
,	,	,
if	IN	if
I	PP	I
was	VBD	be
bright	JJ	bright
enough	RB	enough
,	,	,
maybe	RB	maybe
getting	VBG	get
a	DT	a
Ph	NN	Ph
.	SENT	.
D	LS	d
.	SENT	.
from	IN	from
Cornell	NP	Cornell
in	IN	in
ornithology	NN	ornithology
.	SENT	.
Then	RB	then
,	,	,
in	IN	in
the	DT	the
Chicago	NP	Chicago
paper	NN	paper
,	,	,
there	EX	there
was	VBD	be
a	DT	a
review	NN	review
of	IN	of
a	DT	a
book	NN	book
called	VBN	call
"	``	"
What	WP	what
is	VBZ	be
Life	NP	Life
?	SENT	?
"	``	"
by	IN	by
the	DT	the
great	JJ	great
physicist	NN	physicist
,	,	,
Schrodinger	NP	Schrodinger
.	SENT	.
And	CC	and
that	IN	that
,	,	,
of	IN	of
course	NN	course
,	,	,
had	VBD	have
been	VBN	be
a	DT	a
question	NN	question
I	PP	I
wanted	VBD	want
to	TO	to
know	VB	know
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
Darwin	NP	Darwin
explained	VBD	explain
life	NN	life
after	IN	after
it	PP	it
got	VBD	get
started	VBN	start
,	,	,
but	CC	but
what	WP	what
was	VBD	be
the	DT	the
essence	NN	essence
of	IN	of
life	NN	life
?	SENT	?
And	CC	and
Schrodinger	NP	Schrodinger
said	VBD	say
the	DT	the
essence	NN	essence
was	VBD	be
information	NN	information
present	JJ	present
in	IN	in
our	PP$	our
chromosomes	NNS	chromosome
,	,	,
and	CC	and
it	PP	it
had	VBD	have
to	TO	to
be	VB	be
present	JJ	present
on	IN	on
a	DT	a
molecule	NN	molecule
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
never	RB	never
really	RB	really
thought	VBN	think
of	IN	of
molecules	NNS	molecule
before	RB	before
.	SENT	.
You	PP	you
know	VBP	know
chromosomes	NNS	chromosome
,	,	,
but	CC	but
this	DT	this
was	VBD	be
a	DT	a
molecule	NN	molecule
,	,	,
and	CC	and
somehow	RB	somehow
all	PDT	all
the	DT	the
information	NN	information
was	VBD	be
probably	RB	probably
present	JJ	present
in	IN	in
some	DT	some
digital	JJ	digital
form	NN	form
.	SENT	.
And	CC	and
there	EX	there
was	VBD	be
the	DT	the
big	JJ	big
question	NN	question
of	IN	of
,	,	,
how	WRB	how
did	VBD	do
you	PP	you
copy	VBP	copy
the	DT	the
information	NN	information
?	SENT	?
So	RB	so
that	DT	that
was	VBD	be
the	DT	the
book	NN	book
.	SENT	.
And	CC	and
so	RB	so
,	,	,
from	IN	from
that	DT	that
moment	NN	moment
on	IN	on
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
be	VB	be
a	DT	a
geneticist	NN	geneticist
â	NP	<unknown>
understand	VBP	understand
the	DT	the
gene	NN	gene
and	CC	and
,	,	,
through	IN	through
that	DT	that
,	,	,
understand	VB	understand
life	NN	life
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
,	,	,
you	PP	you
know	VBP	know
,	,	,
a	DT	a
hero	NN	hero
at	IN	at
a	DT	a
distance	NN	distance
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
a	DT	a
baseball	NN	baseball
player	NN	player
;	:	;
it	PP	it
was	VBD	be
Linus	NP	Linus
Pauling	NP	Pauling
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
applied	VBD	apply
to	TO	to
Caltech	NP	Caltech
and	CC	and
they	PP	they
turned	VBD	turn
me	PP	me
down	RP	down
.	SENT	.
So	RB	so
I	PP	I
went	VBD	go
to	TO	to
Indiana	NP	Indiana
,	,	,
which	WDT	which
was	VBD	be
actually	RB	actually
as	RB	as
good	JJ	good
as	IN	as
Caltech	NP	Caltech
in	IN	in
genetics	NNS	genetics
,	,	,
and	CC	and
besides	RB	besides
,	,	,
they	PP	they
had	VBD	have
a	DT	a
really	RB	really
good	JJ	good
basketball	NN	basketball
team	NN	team
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
a	DT	a
really	RB	really
quite	RB	quite
happy	JJ	happy
life	NN	life
at	IN	at
Indiana	NP	Indiana
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
at	IN	at
Indiana	NP	Indiana
I	PP	I
got	VBD	get
the	DT	the
impression	NN	impression
that	WDT	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
gene	NN	gene
was	VBD	be
likely	JJ	likely
to	TO	to
be	VB	be
DNA	NN	DNA
.	SENT	.
And	CC	and
so	RB	so
when	WRB	when
I	PP	I
got	VBD	get
my	PP$	my
Ph	NN	Ph
.	SENT	.
D	LS	d
.	SENT	.
,	,	,
I	PP	I
should	MD	should
go	VB	go
and	CC	and
search	VB	search
for	IN	for
DNA	NP	DNA
.	SENT	.
So	RB	so
I	PP	I
first	RB	first
went	VBD	go
to	TO	to
Copenhagen	NP	Copenhagen
because	IN	because
I	PP	I
thought	VBD	think
,	,	,
well	RB	well
,	,	,
maybe	RB	maybe
I	PP	I
could	MD	could
become	VB	become
a	DT	a
biochemist	NN	biochemist
,	,	,
but	CC	but
I	PP	I
discovered	VBD	discover
biochemistry	NN	biochemistry
was	VBD	be
very	RB	very
boring	JJ	boring
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
going	VBG	go
anywhere	RB	anywhere
toward	IN	toward
,	,	,
you	PP	you
know	VBP	know
,	,	,
saying	VBG	say
what	WP	what
the	DT	the
gene	NN	gene
was	VBD	be
;	:	;
it	PP	it
was	VBD	be
just	RB	just
nuclear	JJ	nuclear
science	NN	science
.	SENT	.
And	CC	and
oh	UH	oh
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
the	DT	the
book	NN	book
,	,	,
little	JJ	little
book	NN	book
.	SENT	.
You	PP	you
can	MD	can
read	VB	read
it	PP	it
in	IN	in
about	RB	about
two	CD	two
hours	NNS	hour
.	SENT	.
And	CC	and
â	NP	<unknown>
but	CC	but
then	RB	then
I	PP	I
went	VBD	go
to	TO	to
a	DT	a
meeting	NN	meeting
in	IN	in
Italy	NP	Italy
.	SENT	.
And	CC	and
there	EX	there
was	VBD	be
an	DT	an
unexpected	JJ	unexpected
speaker	NN	speaker
who	WP	who
wasn	NP	<unknown>
'	POS	'
t	NN	t
on	IN	on
the	DT	the
program	NN	program
,	,	,
and	CC	and
he	PP	he
talked	VBD	talk
about	IN	about
DNA	NP	DNA
.	SENT	.
And	CC	and
this	DT	this
was	VBD	be
Maurice	NP	Maurice
Wilkins	NP	Wilkins
.	SENT	.
He	PP	he
was	VBD	be
trained	VBN	train
as	IN	as
a	DT	a
physicist	NN	physicist
,	,	,
and	CC	and
after	IN	after
the	DT	the
war	NN	war
he	PP	he
wanted	VBD	want
to	TO	to
do	VB	do
biophysics	NNS	biophysics
,	,	,
and	CC	and
he	PP	he
picked	VBD	pick
DNA	NP	DNA
because	IN	because
DNA	NP	DNA
had	VBD	have
been	VBN	be
determined	VBN	determine
at	IN	at
the	DT	the
Rockefeller	NP	Rockefeller
Institute	NP	Institute
to	TO	to
possibly	RB	possibly
be	VB	be
the	DT	the
genetic	JJ	genetic
molecules	NNS	molecule
on	IN	on
the	DT	the
chromosomes	NNS	chromosome
.	SENT	.
Most	JJS	most
people	NNS	people
believed	VBD	believe
it	PP	it
was	VBD	be
proteins	NNS	protein
.	SENT	.
But	CC	but
Wilkins	NP	Wilkins
,	,	,
you	PP	you
know	VBP	know
,	,	,
thought	VBD	think
DNA	NP	DNA
was	VBD	be
the	DT	the
best	JJS	good
bet	NN	bet
,	,	,
and	CC	and
he	PP	he
showed	VBD	show
this	DT	this
x-ray	NN	x-ray
photograph	NN	photograph
.	SENT	.
Sort	NN	sort
of	IN	of
crystalline	JJ	crystalline
.	SENT	.
So	IN	so
DNA	NP	DNA
had	VBD	have
a	DT	a
structure	NN	structure
,	,	,
even	RB	even
though	IN	though
it	PP	it
owed	VBD	owe
it	PP	it
to	TO	to
probably	RB	probably
different	JJ	different
molecules	NNS	molecule
carrying	VBG	carry
different	JJ	different
sets	NNS	set
of	IN	of
instructions	NNS	instruction
.	SENT	.
So	RB	so
there	EX	there
was	VBD	be
something	NN	something
universal	JJ	universal
about	IN	about
the	DT	the
DNA	NP	DNA
molecule	NN	molecule
.	SENT	.
So	RB	so
I	PP	I
wanted	VBD	want
to	TO	to
work	VB	work
with	IN	with
him	PP	him
,	,	,
but	CC	but
he	PP	he
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
a	DT	a
former	JJ	former
birdwatcher	NN	birdwatcher
,	,	,
and	CC	and
I	PP	I
ended	VBD	end
up	RP	up
in	IN	in
Cambridge	NP	Cambridge
,	,	,
England	NP	England
.	SENT	.
So	RB	so
I	PP	I
went	VBD	go
to	TO	to
Cambridge	NP	Cambridge
,	,	,
because	IN	because
it	PP	it
was	VBD	be
really	RB	really
the	DT	the
best	JJS	good
place	NN	place
in	IN	in
the	DT	the
world	NN	world
then	RB	then
for	IN	for
x-ray	NN	x-ray
crystallography	NN	crystallography
.	SENT	.
And	CC	and
x-ray	NN	x-ray
crystallography	NN	crystallography
is	VBZ	be
now	RB	now
a	DT	a
subject	NN	subject
in	IN	in
,	,	,
you	PP	you
know	VBP	know
,	,	,
chemistry	NN	chemistry
departments	NNS	department
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
in	IN	in
those	DT	those
days	NNS	day
it	PP	it
was	VBD	be
the	DT	the
domain	NN	domain
of	IN	of
the	DT	the
physicists	NNS	physicist
.	SENT	.
So	IN	so
the	DT	the
best	JJS	good
place	NN	place
for	IN	for
x-ray	NN	x-ray
crystallography	NN	crystallography
was	VBD	be
at	IN	at
the	DT	the
Cavendish	NP	Cavendish
Laboratory	NP	Laboratory
at	IN	at
Cambridge	NP	Cambridge
.	SENT	.
And	CC	and
there	EX	there
I	PP	I
met	VBD	meet
Francis	NP	Francis
Crick	NP	Crick
.	SENT	.
I	PP	I
went	VBD	go
there	RB	there
without	IN	without
knowing	VBG	know
him	PP	him
.	SENT	.
He	PP	he
was	VBD	be
35	CD	@card@
.	SENT	.
I	PP	I
was	VBD	be
23	CD	@card@
.	SENT	.
And	CC	and
within	IN	within
a	DT	a
day	NN	day
,	,	,
we	PP	we
had	VBD	have
decided	VBN	decide
that	IN	that
maybe	RB	maybe
we	PP	we
could	MD	could
take	VB	take
a	DT	a
shortcut	NN	shortcut
to	TO	to
finding	VBG	find
the	DT	the
structure	NN	structure
of	IN	of
DNA	NP	DNA
.	SENT	.
Not	RB	not
solve	VB	solve
it	PP	it
like	VB	like
,	,	,
you	PP	you
know	VBP	know
,	,	,
in	IN	in
rigorous	JJ	rigorous
fashion	NN	fashion
,	,	,
but	CC	but
build	VB	build
a	DT	a
model	NN	model
,	,	,
an	DT	an
electro-model	NN	electro-model
,	,	,
using	VBG	use
some	DT	some
coordinates	VBZ	coordinate
of	IN	of
,	,	,
you	PP	you
know	VBP	know
,	,	,
length	NN	length
,	,	,
all	PDT	all
that	DT	that
sort	NN	sort
of	IN	of
stuff	NN	stuff
from	IN	from
x-ray	NN	x-ray
photographs	NNS	photograph
.	SENT	.
But	CC	but
just	RB	just
ask	VB	ask
what	WP	what
the	DT	the
molecule	NN	molecule
â	NP	<unknown>
how	WRB	how
should	MD	should
it	PP	it
fold	VB	fold
up	RP	up
?	SENT	?
And	CC	and
the	DT	the
reason	NN	reason
for	IN	for
doing	VBG	do
so	RB	so
,	,	,
at	IN	at
the	DT	the
center	NN	center
of	IN	of
this	DT	this
photograph	NN	photograph
,	,	,
is	VBZ	be
Linus	NP	Linus
Pauling	NP	Pauling
.	SENT	.
About	RB	about
six	CD	six
months	NNS	month
before	RB	before
,	,	,
he	PP	he
proposed	VBD	propose
the	DT	the
alpha	NN	alpha
helical	JJ	helical
structure	NN	structure
for	IN	for
proteins	NNS	protein
.	SENT	.
And	CC	and
in	IN	in
doing	VBG	do
so	RB	so
,	,	,
he	PP	he
banished	VBD	banish
the	DT	the
man	NN	man
out	RP	out
on	IN	on
the	DT	the
right	NN	right
,	,	,
Sir	NP	Sir
Lawrence	NP	Lawrence
Bragg	NP	Bragg
,	,	,
who	WP	who
was	VBD	be
the	DT	the
Cavendish	NP	Cavendish
professor	NN	professor
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
photograph	NN	photograph
several	JJ	several
years	NNS	year
later	RBR	later
,	,	,
when	WRB	when
Bragg	NP	Bragg
had	VBD	have
cause	NN	cause
to	TO	to
smile	VB	smile
.	SENT	.
He	PP	he
certainly	RB	certainly
wasn	NN	<unknown>
'	POS	'
t	NN	t
smiling	VBG	smile
when	WRB	when
I	PP	I
got	VBD	get
there	RB	there
,	,	,
because	IN	because
he	PP	he
was	VBD	be
somewhat	RB	somewhat
humiliated	VBN	humiliate
by	IN	by
Pauling	NP	Pauling
getting	VBG	get
the	DT	the
alpha	NN	alpha
helix	NN	helix
,	,	,
and	CC	and
the	DT	the
Cambridge	NP	Cambridge
people	NNS	people
failing	VBG	fail
because	IN	because
they	PP	they
weren	NNS	<unknown>
'	POS	'
t	NN	t
chemists	NNS	chemist
.	SENT	.
And	CC	and
certainly	RB	certainly
,	,	,
neither	CC	neither
Crick	NP	Crick
or	CC	or
I	PP	I
were	VBD	be
chemists	NNS	chemist
,	,	,
so	RB	so
we	PP	we
tried	VBD	try
to	TO	to
build	VB	build
a	DT	a
model	NN	model
.	SENT	.
And	CC	and
he	PP	he
knew	VBD	know
,	,	,
Francis	NP	Francis
knew	VBD	know
Wilkins	NP	Wilkins
.	SENT	.
So	IN	so
Wilkins	NP	Wilkins
said	VBD	say
he	PP	he
thought	VBD	think
it	PP	it
was	VBD	be
the	DT	the
helix	NN	helix
.	SENT	.
X-ray	NN	X-ray
diagram	NN	diagram
,	,	,
he	PP	he
thought	VBD	think
was	VBD	be
comparable	JJ	comparable
with	IN	with
the	DT	the
helix	NN	helix
.	SENT	.
So	RB	so
we	PP	we
built	VBD	build
a	DT	a
three-stranded	JJ	<unknown>
model	NN	model
.	SENT	.
The	DT	the
people	NNS	people
from	IN	from
London	NP	London
came	VBD	come
up	RP	up
.	SENT	.
Wilkins	NP	Wilkins
and	CC	and
this	DT	this
collaborator	NN	collaborator
,	,	,
or	CC	or
possible	JJ	possible
collaborator	NN	collaborator
,	,	,
Rosalind	NP	Rosalind
Franklin	NP	Franklin
,	,	,
came	VBD	come
up	RP	up
and	CC	and
sort	VB	sort
of	IN	of
laughed	VBN	laugh
at	IN	at
our	PP$	our
model	NN	model
.	SENT	.
They	PP	they
said	VBD	say
it	PP	it
was	VBD	be
lousy	JJ	lousy
,	,	,
and	CC	and
it	PP	it
was	VBD	be
.	SENT	.
So	RB	so
we	PP	we
were	VBD	be
told	VBN	tell
to	TO	to
build	VB	build
no	DT	no
more	JJR	more
models	NNS	model
;	:	;
we	PP	we
were	VBD	be
incompetent	JJ	incompetent
.	SENT	.
And	CC	and
so	IN	so
we	PP	we
didn	NN	<unknown>
'	POS	'
t	NN	t
build	VB	build
any	DT	any
models	NNS	model
,	,	,
and	CC	and
Francis	NP	Francis
sort	NN	sort
of	IN	of
continued	VBN	continue
to	TO	to
work	VB	work
on	IN	on
proteins	NNS	protein
.	SENT	.
And	CC	and
basically	RB	basically
,	,	,
I	PP	I
did	VBD	do
nothing	NN	nothing
.	SENT	.
And	CC	and
â	NP	<unknown>
except	IN	except
read	NN	read
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
basically	RB	basically
,	,	,
reading	NN	reading
is	VBZ	be
a	DT	a
good	JJ	good
thing	NN	thing
;	:	;
you	PP	you
get	VBP	get
facts	NNS	fact
.	SENT	.
And	CC	and
we	PP	we
kept	VBD	keep
telling	VBG	tell
the	DT	the
people	NNS	people
in	IN	in
London	NP	London
that	IN	that
Linus	NP	Linus
Pauling	NP	Pauling
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
move	VB	move
on	IN	on
to	TO	to
DNA	NP	DNA
.	SENT	.
If	IN	if
DNA	NP	DNA
is	VBZ	be
that	DT	that
important	JJ	important
,	,	,
Linus	NP	Linus
will	MD	will
know	VB	know
it	PP	it
.	SENT	.
He	PP	he
'	POS	'
ll	NNS	<unknown>
build	VBP	build
a	DT	a
model	NN	model
,	,	,
and	CC	and
then	RB	then
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
scooped	VBN	scoop
.	SENT	.
And	CC	and
,	,	,
in	IN	in
fact	NN	fact
,	,	,
he	PP	he
'	POS	'
d	NN	d
written	VBN	write
the	DT	the
people	NNS	people
in	IN	in
London	NP	London
:	:	:
Could	MD	could
he	PP	he
see	VB	see
their	PP$	their
x-ray	NN	x-ray
photograph	NN	photograph
?	SENT	?
And	CC	and
they	PP	they
had	VBD	have
the	DT	the
wisdom	NN	wisdom
to	TO	to
say	VB	say
"	``	"
no	UH	no
.	SENT	.
"	``	"
So	IN	so
he	PP	he
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
it	PP	it
.	SENT	.
But	CC	but
there	EX	there
was	VBD	be
ones	NNS	one
in	IN	in
the	DT	the
literature	NN	literature
.	SENT	.
Actually	RB	actually
,	,	,
Linus	NP	Linus
didn	NP	<unknown>
'	POS	'
t	NN	t
look	NN	look
at	IN	at
them	PP	them
that	IN	that
carefully	RB	carefully
.	SENT	.
But	CC	but
about	RB	about
,	,	,
oh	UH	oh
,	,	,
15	CD	@card@
months	NNS	month
after	IN	after
I	PP	I
got	VBD	get
to	TO	to
Cambridge	NP	Cambridge
,	,	,
a	DT	a
rumor	NN	rumor
began	VBD	begin
to	TO	to
appear	VB	appear
from	IN	from
Linus	NP	Linus
Pauling	NP	Pauling
'	POS	'
s	NN	S
son	NN	son
,	,	,
who	WP	who
was	VBD	be
in	IN	in
Cambridge	NP	Cambridge
,	,	,
that	IN	that
his	PP$	his
father	NN	father
was	VBD	be
now	RB	now
working	VBG	work
on	IN	on
DNA	NP	DNA
.	SENT	.
And	CC	and
so	RB	so
,	,	,
one	CD	one
day	NN	day
Peter	NP	Peter
came	VBD	come
in	IN	in
and	CC	and
he	PP	he
said	VBD	say
he	PP	he
was	VBD	be
Peter	NP	Peter
Pauling	NP	Pauling
,	,	,
and	CC	and
he	PP	he
gave	VBD	give
me	PP	me
a	DT	a
copy	NN	copy
of	IN	of
his	PP$	his
father	NN	father
'	POS	'
s	NN	S
manuscripts	NNS	manuscript
.	SENT	.
And	CC	and
boy	UH	boy
,	,	,
I	PP	I
was	VBD	be
scared	VBN	scare
because	IN	because
I	PP	I
thought	VBD	think
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
may	MD	may
be	VB	be
scooped	VBN	scoop
.	SENT	.
I	PP	I
have	VBP	have
nothing	NN	nothing
to	TO	to
do	VB	do
,	,	,
no	DT	no
qualifications	NNS	qualification
for	IN	for
anything	NN	anything
.	SENT	.
And	CC	and
so	RB	so
there	EX	there
was	VBD	be
the	DT	the
paper	NN	paper
,	,	,
and	CC	and
he	PP	he
proposed	VBD	propose
a	DT	a
three-stranded	JJ	<unknown>
structure	NN	structure
.	SENT	.
And	CC	and
I	PP	I
read	VBP	read
it	PP	it
,	,	,
and	CC	and
it	PP	it
was	VBD	be
just	RB	just
â	NP	<unknown>
it	PP	it
was	VBD	be
crap	NN	crap
.	SENT	.
So	RB	so
this	DT	this
was	VBD	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
unexpected	JJ	unexpected
from	IN	from
the	DT	the
world	NN	world
'	POS	'
s	NN	S
â	NP	<unknown>
â	NP	<unknown>
and	CC	and
so	RB	so
,	,	,
it	PP	it
was	VBD	be
held	VBN	hold
together	RB	together
by	IN	by
hydrogen	NN	hydrogen
bonds	NNS	bond
between	IN	between
phosphate	NN	phosphate
groups	NNS	group
.	SENT	.
Well	RB	well
,	,	,
if	IN	if
the	DT	the
peak	JJ	peak
pH	NN	pH
that	IN	that
cells	NNS	cell
have	VBP	have
is	VBZ	be
around	IN	around
seven	CD	seven
,	,	,
those	DT	those
hydrogen	NN	hydrogen
bonds	NNS	bond
couldn	NN	<unknown>
'	POS	'
t	NN	t
exist	VBP	exist
.	SENT	.
We	PP	we
rushed	VBD	rush
over	RP	over
to	TO	to
the	DT	the
chemistry	NN	chemistry
department	NN	department
and	CC	and
said	VBD	say
,	,	,
"	``	"
Could	MD	could
Pauling	NP	Pauling
be	VB	be
right	JJ	right
?	SENT	?
"	''	"
And	CC	and
Alex	NP	Alex
Hust	NP	Hust
said	VBD	say
,	,	,
"	``	"
No	UH	no
.	SENT	.
"	``	"
So	RB	so
we	PP	we
were	VBD	be
happy	JJ	happy
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
were	VBD	be
still	RB	still
in	IN	in
the	DT	the
game	NN	game
,	,	,
but	CC	but
we	PP	we
were	VBD	be
frightened	VBN	frighten
that	DT	that
somebody	NN	somebody
at	IN	at
Caltech	NP	Caltech
would	MD	would
tell	VB	tell
Linus	NP	Linus
that	IN	that
he	PP	he
was	VBD	be
wrong	JJ	wrong
.	SENT	.
And	CC	and
so	IN	so
Bragg	NP	Bragg
said	VBD	say
,	,	,
"	``	"
Build	VB	build
models	NNS	model
.	SENT	.
"	''	"
And	CC	and
a	DT	a
month	NN	month
after	IN	after
we	PP	we
got	VBD	get
the	DT	the
Pauling	NP	Pauling
manuscript	NN	manuscript
â	NP	<unknown>
I	NP	I
should	MD	should
say	VB	say
I	PP	I
took	VBD	take
the	DT	the
manuscript	NN	manuscript
to	TO	to
London	NP	London
,	,	,
and	CC	and
showed	VBD	show
the	DT	the
people	NNS	people
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
said	VBD	say
,	,	,
Linus	NP	Linus
was	VBD	be
wrong	JJ	wrong
and	CC	and
that	IN	that
we	PP	we
'	POS	'
re	NN	re
still	RB	still
in	IN	in
the	DT	the
game	NN	game
and	CC	and
that	IN	that
they	PP	they
should	MD	should
immediately	RB	immediately
start	VB	start
building	NN	building
models	NNS	model
.	SENT	.
But	CC	but
Wilkins	NP	Wilkins
said	VBD	say
"	``	"
no	UH	no
.	SENT	.
"	''	"
Rosalind	NP	Rosalind
Franklin	NP	Franklin
was	VBD	be
leaving	VBG	leave
in	IN	in
about	RB	about
two	CD	two
months	NNS	month
,	,	,
and	CC	and
after	IN	after
she	PP	she
left	VBD	leave
he	PP	he
would	MD	would
start	VB	start
building	NN	building
models	NNS	model
.	SENT	.
And	CC	and
so	RB	so
