Hi	UH	hi
:	:	:
its	PP$	its
low	JJ	low
costs	NNS	cost
,	,	,
its	PP$	its
large	JJ	large
and	CC	and
educated	JJ	educated
workforce	NN	workforce
,	,	,
and	CC	and
a	DT	a
flexible	JJ	flexible
manufacturing	NN	manufacturing
system	NN	system
that	WDT	that
responds	VBZ	respond
quickly	RB	quickly
to	TO	to
market	NN	market
demands	NNS	demand
.	SENT	.
By	IN	by
focusing	VBG	focus
so	RB	so
much	RB	much
on	IN	on
ourselves	PP	ourselves
and	CC	and
our	PP$	our
gadgets	NNS	gadget
,	,	,
we	PP	we
have	VBP	have
rendered	VBN	render
the	DT	the
individuals	NNS	individual
on	IN	on
the	DT	the
other	JJ	other
end	NN	end
into	IN	into
invisibility	NN	invisibility
,	,	,
as	IN	as
tiny	JJ	tiny
and	CC	and
interchangeable	JJ	interchangeable
as	IN	as
the	DT	the
parts	NNS	part
of	IN	of
a	DT	a
mobile	JJ	mobile
phone	NN	phone
.	SENT	.
Chinese	JJ	Chinese
workers	NNS	worker
are	VBP	be
not	RB	not
forced	VBN	force
into	IN	into
factories	NNS	factory
because	IN	because
of	IN	of
our	PP$	our
insatiable	JJ	insatiable
desire	NN	desire
for	IN	for
iPods	NNS	<unknown>
.	SENT	.
They	PP	they
choose	VBP	choose
to	TO	to
leave	VB	leave
their	PP$	their
homes	NNS	home
in	IN	in
order	NN	order
to	TO	to
earn	VB	earn
money	NN	money
,	,	,
to	TO	to
learn	VB	learn
new	JJ	new
skills	NNS	skill
,	,	,
and	CC	and
to	TO	to
see	VB	see
the	DT	the
world	NN	world
.	SENT	.
In	IN	in
the	DT	the
ongoing	JJ	ongoing
debate	NN	debate
about	IN	about
globalization	NN	globalization
,	,	,
what	WP	what
'	POS	'
s	RB	<unknown>
been	VBN	be
missing	VBG	miss
is	VBZ	be
the	DT	the
voices	NNS	voice
of	IN	of
the	DT	the
workers	NNS	worker
themselves	PP	themselves
.	SENT	.
Here	RB	here
are	VBP	be
a	DT	a
few	JJ	few
.	SENT	.
Bao	NP	Bao
Yongxiu	NP	<unknown>
:	:	:
"	``	"
My	PP$	my
mother	NN	mother
tells	VBZ	tell
me	PP	me
to	TO	to
come	VB	come
home	NN	home
and	CC	and
get	VB	get
married	JJ	married
,	,	,
but	CC	but
if	IN	if
I	PP	I
marry	VBP	marry
now	RB	now
,	,	,
before	IN	before
I	PP	I
have	VBP	have
fully	RB	fully
developed	VBN	develop
myself	PP	myself
,	,	,
I	PP	I
can	MD	can
only	RB	only
marry	VB	marry
an	DT	an
ordinary	JJ	ordinary
worker	NN	worker
,	,	,
so	IN	so
I	PP	I
'	POS	'
m	NN	m
not	RB	not
in	IN	in
a	DT	a
rush	NN	rush
.	SENT	.
"	''	"
Chen	NP	Chen
Ying	NP	Ying
:	:	:
"	``	"
When	WRB	when
I	PP	I
went	VBD	go
home	NN	home
for	IN	for
the	DT	the
new	JJ	new
year	NN	year
,	,	,
everyone	NN	everyone
said	VBD	say
I	PP	I
had	VBD	have
changed	VBN	change
.	SENT	.
They	PP	they
asked	VBD	ask
me	PP	me
,	,	,
what	WP	what
did	VBD	do
you	PP	you
do	VBP	do
that	IN	that
you	PP	you
have	VBP	have
changed	VBN	change
so	RB	so
much	RB	much
?	SENT	?
I	PP	I
told	VBD	tell
them	PP	them
that	IN	that
I	PP	I
studied	VBD	study
and	CC	and
worked	VBD	work
hard	RB	hard
.	SENT	.
If	IN	if
you	PP	you
tell	VBP	tell
them	PP	them
more	JJR	more
,	,	,
they	PP	they
won	VBD	win
'	''	'
t	NN	t
understand	VBP	understand
anyway	RB	anyway
.	SENT	.
"	''	"
Wu	NP	Wu
Chunming	NP	<unknown>
:	:	:
"	``	"
Even	RB	even
if	IN	if
I	PP	I
make	VBP	make
a	DT	a
lot	NN	lot
of	IN	of
money	NN	money
,	,	,
it	PP	it
won	VBD	win
'	''	'
t	NN	t
satisfy	VB	satisfy
me	PP	me
.	SENT	.
Just	RB	just
to	TO	to
make	VB	make
money	NN	money
is	VBZ	be
not	RB	not
enough	JJ	enough
meaning	NN	meaning
in	IN	in
life	NN	life
.	SENT	.
"	''	"
Xiao	NP	Xiao
Jin	NP	Jin
:	:	:
"	``	"
Now	RB	now
,	,	,
after	IN	after
I	PP	I
get	VBP	get
off	RB	off
work	VB	work
,	,	,
I	PP	I
study	VBP	study
English	JJ	English
,	,	,
because	IN	because
in	IN	in
the	DT	the
future	NN	future
,	,	,
our	PP$	our
customers	NNS	customer
won	VBD	win
'	''	'
t	NN	t
be	VB	be
only	RB	only
Chinese	JJ	Chinese
,	,	,
so	RB	so
we	PP	we
must	MD	must
learn	VB	learn
more	JJR	more
languages	NNS	language
.	SENT	.
"	''	"
All	DT	all
of	IN	of
these	DT	these
speakers	NNS	speaker
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
are	VBP	be
young	JJ	young
women	NNS	woman
,	,	,
18	CD	@card@
or	CC	or
19	CD	@card@
years	NNS	year
old	JJ	old
.	SENT	.
So	RB	so
I	PP	I
spent	VBD	spend
two	CD	two
years	NNS	year
getting	VBG	get
to	TO	to
know	VB	know
assembly	NN	assembly
line	NN	line
workers	NNS	worker
like	IN	like
these	DT	these
in	IN	in
the	DT	the
south	JJ	south
China	NP	China
factory	NN	factory
city	NN	city
called	VBN	call
Dongguan	NP	<unknown>
.	SENT	.
Certain	JJ	certain
subjects	NNS	subject
came	VBD	come
up	RP	up
over	IN	over
and	CC	and
over	IN	over
:	:	:
how	WRB	how
much	JJ	much
money	NN	money
they	PP	they
made	VBD	make
,	,	,
what	WP	what
kind	NN	kind
of	IN	of
husband	NN	husband
they	PP	they
hoped	VBD	hope
to	TO	to
marry	VB	marry
,	,	,
whether	IN	whether
they	PP	they
should	MD	should
jump	VB	jump
to	TO	to
another	DT	another
factory	NN	factory
or	CC	or
stay	VB	stay
where	WRB	where
they	PP	they
were	VBD	be
.	SENT	.
Other	JJ	other
subjects	NNS	subject
came	VBD	come
up	RP	up
almost	RB	almost
never	RB	never
,	,	,
including	VBG	include
living	VBG	live
conditions	NNS	condition
that	IN	that
to	TO	to
me	PP	me
looked	VBD	look
close	RB	close
to	TO	to
prison	NN	prison
life	NN	life
:	:	:
10	CD	@card@
or	CC	or
15	CD	@card@
workers	NNS	worker
in	IN	in
one	CD	one
room	NN	room
,	,	,
50	CD	@card@
people	NNS	people
sharing	VBG	share
a	DT	a
single	JJ	single
bathroom	NN	bathroom
,	,	,
days	NNS	day
and	CC	and
nights	NNS	night
ruled	VBN	rule
by	IN	by
the	DT	the
factory	NN	factory
clock	NN	clock
.	SENT	.
Everyone	NN	everyone
they	PP	they
knew	VBD	know
lived	VBN	live
in	IN	in
similar	JJ	similar
circumstances	NNS	circumstance
,	,	,
and	CC	and
it	PP	it
was	VBD	be
still	RB	still
better	JJR	good
than	IN	than
the	DT	the
dormitories	NNS	dormitory
and	CC	and
homes	NNS	home
of	IN	of
rural	JJ	rural
China	NP	China
.	SENT	.
The	DT	the
workers	NNS	worker
rarely	RB	rarely
spoke	VBD	speak
about	IN	about
the	DT	the
products	NNS	product
they	PP	they
made	VBD	make
,	,	,
and	CC	and
they	PP	they
often	RB	often
had	VBD	have
great	JJ	great
difficulty	NN	difficulty
explaining	VBG	explain
what	WP	what
exactly	RB	exactly
they	PP	they
did	VBD	do
.	SENT	.
When	WRB	when
I	PP	I
asked	VBD	ask
Lu	NP	Lu
Qingmin	NP	<unknown>
,	,	,
the	DT	the
young	JJ	young
woman	NN	woman
I	PP	I
got	VBD	get
to	TO	to
know	VB	know
best	JJS	good
,	,	,
what	WP	what
exactly	RB	exactly
she	PP	she
did	VBD	do
on	IN	on
the	DT	the
factory	NN	factory
floor	NN	floor
,	,	,
she	PP	she
said	VBD	say
something	NN	something
to	TO	to
me	PP	me
in	IN	in
Chinese	NP	Chinese
that	WDT	that
sounded	VBD	sound
like	IN	like
"	``	"
qiu	NN	qiu
xi	NN	xi
.	SENT	.
"	''	"
Only	RB	only
much	RB	much
later	RBR	later
did	VBD	do
I	PP	I
realize	VBP	realize
that	IN	that
she	PP	she
had	VBD	have
been	VBN	be
saying	VBG	say
"	``	"
QC	NP	QC
,	,	,
"	''	"
or	CC	or
quality	NN	quality
control	NN	control
.	SENT	.
She	PP	she
couldn	NNS	<unknown>
'	POS	'
t	NN	t
even	RB	even
tell	VB	tell
me	PP	me
what	WP	what
she	PP	she
did	VBD	do
on	IN	on
the	DT	the
factory	NN	factory
floor	NN	floor
.	SENT	.
All	RB	all
she	PP	she
could	MD	could
do	VB	do
was	VBD	be
parrot	VB	parrot
a	DT	a
garbled	VBN	garble
abbreviation	NN	abbreviation
in	IN	in
a	DT	a
language	NN	language
she	PP	she
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
understand	VB	understand
.	SENT	.
Karl	NP	Karl
Marx	NP	Marx
saw	VBD	see
this	DT	this
as	IN	as
the	DT	the
tragedy	NN	tragedy
of	IN	of
capitalism	NN	capitalism
,	,	,
the	DT	the
alienation	NN	alienation
of	IN	of
the	DT	the
worker	NN	worker
from	IN	from
the	DT	the
product	NN	product
of	IN	of
his	PP$	his
labor	NN	labor
.	SENT	.
Unlike	IN	unlike
,	,	,
say	VB	say
,	,	,
a	DT	a
traditional	JJ	traditional
maker	NN	maker
of	IN	of
shoes	NNS	shoe
or	CC	or
cabinets	NNS	cabinet
,	,	,
the	DT	the
worker	NN	worker
in	IN	in
an	DT	an
industrial	JJ	industrial
factory	NN	factory
has	VBZ	have
no	DT	no
control	NN	control
,	,	,
no	DT	no
pleasure	NN	pleasure
,	,	,
and	CC	and
no	DT	no
true	JJ	true
satisfaction	NN	satisfaction
or	CC	or
understanding	NN	understanding
in	IN	in
her	PP$	her
own	JJ	own
work	NN	work
.	SENT	.
But	CC	but
like	IN	like
so	RB	so
many	JJ	many
theories	NNS	theory
that	WDT	that
Marx	NP	Marx
arrived	VBD	arrive
at	IN	at
sitting	VBG	sit
in	IN	in
the	DT	the
reading	NN	reading
room	NN	room
of	IN	of
the	DT	the
British	NP	British
Museum	NP	Museum
,	,	,
he	PP	he
got	VBD	get
this	DT	this
one	CD	one
wrong	JJ	wrong
.	SENT	.
Just	RB	just
because	IN	because
a	DT	a
person	NN	person
spends	VBZ	spend
her	PP$	her
time	NN	time
making	VBG	make
a	DT	a
piece	NN	piece
of	IN	of
something	NN	something
does	VBZ	do
not	RB	not
mean	VB	mean
that	IN	that
she	PP	she
becomes	VBZ	become
that	IN	that
,	,	,
a	DT	a
piece	NN	piece
of	IN	of
something	NN	something
.	SENT	.
What	WP	what
she	PP	she
does	VBZ	do
with	IN	with
the	DT	the
money	NN	money
she	PP	she
earns	VBZ	earn
,	,	,
what	WP	what
she	PP	she
learns	VBZ	learn
in	IN	in
that	DT	that
place	NN	place
,	,	,
and	CC	and
how	WRB	how
it	PP	it
changes	VBZ	change
her	PP	her
,	,	,
these	DT	these
are	VBP	be
the	DT	the
things	NNS	thing
that	DT	that
matter	NN	matter
.	SENT	.
What	WP	what
a	DT	a
factory	NN	factory
makes	VBZ	make
is	VBZ	be
never	RB	never
the	DT	the
point	NN	point
,	,	,
and	CC	and
the	DT	the
workers	NNS	worker
could	MD	could
not	RB	not
care	VB	care
less	CC	less
who	WP	who
buys	VBZ	buy
their	PP$	their
products	NNS	product
.	SENT	.
Journalistic	JJ	journalistic
coverage	NN	coverage
of	IN	of
Chinese	JJ	Chinese
factories	NNS	factory
,	,	,
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
plays	VBZ	play
up	RP	up
this	DT	this
relationship	NN	relationship
between	IN	between
the	DT	the
workers	NNS	worker
and	CC	and
the	DT	the
products	NNS	product
they	PP	they
make	VBP	make
.	SENT	.
Many	JJ	many
articles	NNS	article
calculate	VBP	calculate
:	:	:
How	WRB	how
long	RB	long
would	MD	would
it	PP	it
take	VB	take
for	IN	for
this	DT	this
worker	NN	worker
to	TO	to
work	VB	work
in	IN	in
order	NN	order
to	TO	to
earn	VB	earn
enough	JJ	enough
money	NN	money
to	TO	to
buy	VB	buy
what	WP	what
he	PP	he
'	POS	'
s	NN	S
making	NN	making
?	SENT	?
For	IN	for
example	NN	example
,	,	,
an	DT	an
entry-level-line	NN	<unknown>
assembly	NN	assembly
line	NN	line
worker	NN	worker
in	IN	in
China	NP	China
in	IN	in
an	DT	an
iPhone	NN	<unknown>
plant	NN	plant
would	MD	would
have	VB	have
to	TO	to
shell	VB	shell
out	RP	out
two	CD	two
and	CC	and
a	DT	a
half	JJ	half
months	NNS	month
'	POS	'
wages	NNS	wage
for	IN	for
an	DT	an
iPhone	NN	<unknown>
.	SENT	.
But	CC	but
how	WRB	how
meaningful	JJ	meaningful
is	VBZ	be
this	DT	this
calculation	NN	calculation
,	,	,
really	RB	really
?	SENT	?
For	IN	for
example	NN	example
,	,	,
I	PP	I
recently	RB	recently
wrote	VBD	write
an	DT	an
article	NN	article
in	IN	in
The	DT	the
New	NP	New
Yorker	NP	Yorker
magazine	NN	magazine
,	,	,
but	CC	but
I	PP	I
can	MD	can
'	''	'
t	NN	t
afford	VB	afford
to	TO	to
buy	VB	buy
an	DT	an
ad	NN	ad
in	IN	in
it	PP	it
.	SENT	.
But	CC	but
,	,	,
who	WP	who
cares	VBZ	care
?	SENT	?
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
an	DT	an
ad	NN	ad
in	IN	in
The	DT	the
New	NP	New
Yorker	NP	Yorker
,	,	,
and	CC	and
most	JJS	most
of	IN	of
these	DT	these
workers	NNS	worker
don	NN	don
'	POS	'
t	NN	t
really	RB	really
want	VBP	want
iPhones	NNS	iPhone
.	SENT	.
Their	PP$	their
calculations	NNS	calculation
are	VBP	be
different	JJ	different
.	SENT	.
How	WRB	how
long	RB	long
should	MD	should
I	PP	I
stay	VB	stay
in	IN	in
this	DT	this
factory	NN	factory
?	SENT	?
How	WRB	how
much	JJ	much
money	NN	money
can	MD	can
I	PP	I
save	VB	save
?	SENT	?
How	WRB	how
much	RB	much
will	MD	will
it	PP	it
take	VB	take
to	TO	to
buy	VB	buy
an	DT	an
apartment	NN	apartment
or	CC	or
a	DT	a
car	NN	car
,	,	,
to	TO	to
get	VB	get
married	JJ	married
,	,	,
or	CC	or
to	TO	to
put	VB	put
my	PP$	my
child	NN	child
through	IN	through
school	NN	school
?	SENT	?
The	DT	the
workers	NNS	worker
I	PP	I
got	VBD	get
to	TO	to
know	VB	know
had	VBD	have
a	DT	a
curiously	RB	curiously
abstract	JJ	abstract
relationship	NN	relationship
with	IN	with
the	DT	the
product	NN	product
of	IN	of
their	PP$	their
labor	NN	labor
.	SENT	.
About	IN	about
a	DT	a
year	NN	year
after	IN	after
I	PP	I
met	VBD	meet
Lu	NP	Lu
Qingmin	NP	<unknown>
,	,	,
or	CC	or
Min	NP	Min
,	,	,
she	PP	she
invited	VBD	invite
me	PP	me
home	NN	home
to	TO	to
her	PP$	her
family	NN	family
village	NN	village
for	IN	for
the	DT	the
Chinese	JJ	Chinese
New	NP	New
Year	NN	year
.	SENT	.
On	IN	on
the	DT	the
train	NN	train
home	NN	home
,	,	,
she	PP	she
gave	VBD	give
me	PP	me
a	DT	a
present	NN	present
:	:	:
a	DT	a
Coach	NP	Coach
brand	NN	brand
change	NN	change
purse	NN	purse
with	IN	with
brown	JJ	brown
leather	NN	leather
trim	NN	trim
.	SENT	.
I	PP	I
thanked	VBD	thank
her	PP	her
,	,	,
assuming	VBG	assume
it	PP	it
was	VBD	be
fake	JJ	fake
,	,	,
like	IN	like
almost	RB	almost
everything	NN	everything
else	RB	else
for	IN	for
sale	NN	sale
in	IN	in
Dongguan	NP	<unknown>
.	SENT	.
After	IN	after
we	PP	we
got	VBD	get
home	NN	home
,	,	,
Min	NP	Min
gave	VBD	give
her	PP$	her
mother	NN	mother
another	DT	another
present	NN	present
:	:	:
a	DT	a
pink	JJ	pink
Dooney	NP	<unknown>
&	CC	&
Bourke	NP	Bourke
handbag	NN	handbag
,	,	,
and	CC	and
a	DT	a
few	JJ	few
nights	NNS	night
later	RBR	later
,	,	,
her	PP$	her
sister	NN	sister
was	VBD	be
showing	VBG	show
off	RP	off
a	DT	a
maroon	JJ	maroon
LeSportsac	NP	<unknown>
shoulder	NN	shoulder
bag	NN	bag
.	SENT	.
Slowly	RB	slowly
it	PP	it
was	VBD	be
dawning	VBG	dawn
on	IN	on
me	PP	me
that	IN	that
these	DT	these
handbags	NNS	handbag
were	VBD	be
made	VBN	make
by	IN	by
their	PP$	their
factory	NN	factory
,	,	,
and	CC	and
every	DT	every
single	JJ	single
one	CD	one
of	IN	of
them	PP	them
was	VBD	be
authentic	JJ	authentic
.	SENT	.
Min	NP	Min
'	POS	'
s	NN	S
sister	NN	sister
said	VBD	say
to	TO	to
her	PP$	her
parents	NNS	parent
,	,	,
"	''	"
In	IN	in
America	NP	America
,	,	,
this	DT	this
bag	NN	bag
sells	VBZ	sell
for	IN	for
320	CD	@card@
dollars	NNS	dollar
.	SENT	.
"	``	"
Her	PP$	her
parents	NNS	parent
,	,	,
who	WP	who
are	VBP	be
both	DT	both
farmers	NNS	farmer
,	,	,
looked	VBN	look
on	IN	on
,	,	,
speechless	JJ	speechless
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
not	RB	not
all	RB	all
—	:	-
Coach	NP	Coach
is	VBZ	be
coming	VBG	come
out	RP	out
with	IN	with
a	DT	a
new	JJ	new
line	NN	line
,	,	,
2191	CD	@card@
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
"	''	"
One	CD	one
bag	NN	bag
will	MD	will
sell	VB	sell
for	IN	for
6	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
"	``	"
She	PP	she
paused	VBD	pause
and	CC	and
said	VBD	say
,	,	,
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
that	DT	that
'	''	'
s	NN	S
6	CD	@card@
,	,	,
000	CD	@card@
yuan	NN	yuan
or	CC	or
6	CD	@card@
,	,	,
000	CD	@card@
American	JJ	American
dollars	NNS	dollar
,	,	,
but	CC	but
anyway	RB	anyway
,	,	,
it	PP	it
'	POS	'
s	NN	S
6	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
"	''	"
Min	NP	Min
'	POS	'
s	NN	S
sister	NN	sister
'	POS	'
s	NN	S
boyfriend	NN	boyfriend
,	,	,
who	WP	who
had	VBD	have
traveled	VBN	travel
home	RB	home
with	IN	with
her	PP	her
for	IN	for
the	DT	the
new	JJ	new
year	NN	year
,	,	,
said	VBD	say
,	,	,
"	``	"
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
look	NN	look
like	IN	like
it	PP	it
'	POS	'
s	JJ	<unknown>
worth	NN	worth
that	IN	that
much	RB	much
.	SENT	.
"	''	"
Min	NP	Min
'	POS	'
s	NN	S
sister	NN	sister
turned	VBD	turn
to	TO	to
him	PP	him
and	CC	and
said	VBD	say
,	,	,
"	``	"
Some	DT	some
people	NNS	people
actually	RB	actually
understand	VBP	understand
these	DT	these
things	NNS	thing
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
understand	VBP	understand
shit	NN	shit
.	SENT	.
"	''	"
In	IN	in
Min	NP	Min
'	POS	'
s	NN	S
world	NN	world
,	,	,
the	DT	the
Coach	NP	Coach
bags	NNS	bag
had	VBD	have
a	DT	a
curious	JJ	curious
currency	NN	currency
.	SENT	.
They	PP	they
weren	NNS	<unknown>
'	POS	'
t	NN	t
exactly	RB	exactly
worthless	JJ	worthless
,	,	,
but	CC	but
they	PP	they
were	VBD	be
nothing	NN	nothing
close	JJ	close
to	TO	to
the	DT	the
actual	JJ	actual
value	NN	value
,	,	,
because	IN	because
almost	RB	almost
no	DT	no
one	CD	one
they	PP	they
knew	VBD	know
wanted	VBD	want
to	TO	to
buy	VB	buy
one	CD	one
,	,	,
or	CC	or
knew	VBD	know
how	WRB	how
much	JJ	much
it	PP	it
was	VBD	be
worth	JJ	worth
.	SENT	.
Once	RB	once
,	,	,
when	WRB	when
Min	NP	Min
'	POS	'
s	JJ	<unknown>
older	JJR	old
sister	NN	sister
'	POS	'
s	NN	S
friend	NN	friend
got	VBD	get
married	VBN	marry
,	,	,
she	PP	she
brought	VBD	bring
a	DT	a
handbag	NN	handbag
along	IN	along
as	IN	as
a	DT	a
wedding	NN	wedding
present	NN	present
.	SENT	.
Another	DT	another
time	NN	time
,	,	,
after	IN	after
Min	NP	Min
had	VBD	have
already	RB	already
left	VBN	leave
the	DT	the
handbag	NN	handbag
factory	NN	factory
,	,	,
her	PP$	her
younger	JJR	young
sister	NN	sister
came	VBD	come
to	TO	to
visit	VB	visit
,	,	,
bringing	VBG	bring
two	CD	two
Coach	NP	Coach
Signature	NN	signature
handbags	NNS	handbag
as	IN	as
gifts	NNS	gift
.	SENT	.
I	PP	I
looked	VBD	look
in	IN	in
the	DT	the
zippered	JJ	<unknown>
pocket	NN	pocket
of	IN	of
one	CD	one
,	,	,
and	CC	and
I	PP	I
found	VBD	find
a	DT	a
printed	JJ	printed
card	NN	card
in	IN	in
English	NP	English
,	,	,
which	WDT	which
read	VBD	read
,	,	,
"	``	"
An	DT	an
American	JJ	American
classic	NN	classic
.	SENT	.
In	IN	in
1941	CD	@card@
,	,	,
the	DT	the
burnished	VBN	burnish
patina	NN	patina
of	IN	of
an	DT	an
all-	JJ	<unknown>
American	JJ	American
baseball	NN	baseball
glove	NN	glove
inspired	VBD	inspire
the	DT	the
founder	NN	founder
of	IN	of
Coach	NP	Coach
to	TO	to
create	VB	create
a	DT	a
new	JJ	new
collection	NN	collection
of	IN	of
handbags	NNS	handbag
from	IN	from
the	DT	the
same	JJ	same
luxuriously	RB	luxuriously
soft	JJ	soft
gloved-hand	NN	<unknown>
leather	NN	leather
.	SENT	.
Six	CD	six
skilled	JJ	skilled
leatherworkers	NNS	leatherworker
crafted	VBD	craft
12	CD	@card@
Signature	NN	signature
handbags	NNS	handbag
with	IN	with
perfect	JJ	perfect
proportions	NNS	proportion
and	CC	and
a	DT	a
timeless	JJ	timeless
flair	NN	flair
.	SENT	.
They	PP	they
were	VBD	be
fresh	JJ	fresh
,	,	,
functional	JJ	functional
,	,	,
and	CC	and
women	NNS	woman
everywhere	RB	everywhere
adored	VBD	adore
them	PP	them
.	SENT	.
A	DT	a
new	JJ	new
American	JJ	American
classic	NN	classic
was	VBD	be
born	VBN	bear
.	SENT	.
"	``	"
I	PP	I
wonder	VBP	wonder
what	WP	what
Karl	NP	Karl
Marx	NP	Marx
would	MD	would
have	VB	have
made	VBN	make
of	IN	of
Min	NP	Min
and	CC	and
her	PP$	her
sisters	NNS	sister
.	SENT	.
Their	PP$	their
relationship	NN	relationship
with	IN	with
the	DT	the
product	NN	product
of	IN	of
their	PP$	their
labor	NN	labor
was	VBD	be
more	RBR	more
complicated	JJ	complicated
,	,	,
surprising	JJ	surprising
and	CC	and
funny	JJ	funny
than	IN	than
he	PP	he
could	MD	could
have	VB	have
imagined	VBN	imagine
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
his	PP$	his
view	NN	view
of	IN	of
the	DT	the
world	NN	world
persists	VBZ	persist
,	,	,
and	CC	and
our	PP$	our
tendency	NN	tendency
