What	WP	what
money	NN	money
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
give	VB	give
you	PP	you
a	DT	a
little	RB	little
more	RBR	more
ease	VB	ease
in	IN	in
your	PP$	your
life	NN	life
.	SENT	.
So	RB	so
I	PP	I
started	VBD	start
a	DT	a
project	NN	project
called	VBN	call
Life	NP	Life
Edited	VBN	edit
at	IN	at
lifeedited	JJ	<unknown>
.	SENT	.
org	VBG	<unknown>
to	TO	to
further	VB	further
this	DT	this
conversation	NN	conversation
and	CC	and
to	TO	to
find	VB	find
some	DT	some
great	JJ	great
solutions	NNS	solution
in	IN	in
this	DT	this
area	NN	area
.	SENT	.
First	RB	first
up	RB	up
:	:	:
crowd-	NN	<unknown>
sourcing	VBG	source
my	PP$	my
420	CD	@card@
sq	NP	sq
.	SENT	.
ft	NNS	ft
.	SENT	.
apartment	NN	apartment
in	IN	in
Manhattan	NP	Manhattan
with	IN	with
partners	NNS	partner
Mutopo	NP	<unknown>
and	CC	and
Jovoto	NP	<unknown>
.	SENT	.
com	NN	com
.	SENT	.
I	PP	I
wanted	VBD	want
it	PP	it
all	RB	all
—	:	-
home	NN	home
office	NN	office
,	,	,
sit	VB	sit
down	RP	down
dinner	NN	dinner
for	IN	for
10	CD	@card@
,	,	,
room	NN	room
for	IN	for
guests	NNS	guest
,	,	,
and	CC	and
all	PDT	all
my	PP$	my
kite	NN	kite
surfing	NN	surfing
gear	NN	gear
.	SENT	.
With	IN	with
over	IN	over
300	CD	@card@
entries	NNS	entry
from	IN	from
around	IN	around
the	DT	the
world	NN	world
,	,	,
I	PP	I
got	VBD	get
it	PP	it
,	,	,
my	PP$	my
own	JJ	own
little	JJ	little
jewel	NN	jewel
box	NN	box
.	SENT	.
By	IN	by
buying	VBG	buy
a	DT	a
space	NN	space
that	WDT	that
was	VBD	be
420	CD	@card@
sq	NNS	<unknown>
.	SENT	.
ft	NNS	ft
.	SENT	.
instead	RB	instead
of	IN	of
600	CD	@card@
,	,	,
immediately	RB	immediately
I	NP	I
'	POS	'
m	NN	m
saving	VBG	save
200	CD	@card@
grand	JJ	grand
.	SENT	.
Smaller	JJR	small
space	NN	space
is	VBZ	be
going	VBG	go
to	TO	to
make	VB	make
for	IN	for
smaller	JJR	small
utilities	NNS	utility
—	:	-
save	VB	save
some	DT	some
more	JJR	more
money	NN	money
there	RB	there
,	,	,
but	CC	but
also	RB	also
a	DT	a
smaller	JJR	small
footprint	NN	footprint
.	SENT	.
And	CC	and
because	IN	because
it	PP	it
'	POS	'
s	NN	S
really	RB	really
designed	VBN	design
around	IN	around
an	DT	an
edited	VBN	edit
set	NN	set
of	IN	of
possessions	NNS	possession
—	:	-
my	PP$	my
favorite	JJ	favorite
stuff	NN	stuff
—	:	-
and	CC	and
really	RB	really
designed	VBN	design
for	IN	for
me	PP	me
,	,	,
I	PP	I
'	POS	'
m	NN	m
really	RB	really
excited	VBN	excite
to	TO	to
be	VB	be
there	RB	there
.	SENT	.
So	RB	so
how	WRB	how
can	MD	can
you	PP	you
live	VB	live
little	RB	little
?	SENT	?
Three	CD	three
main	JJ	main
approaches	NNS	approach
.	SENT	.
First	JJ	first
of	IN	of
all	DT	all
,	,	,
you	PP	you
have	VBP	have
to	TO	to
edit	VB	edit
ruthlessly	RB	ruthlessly
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
clear	VB	clear
the	DT	the
arteries	NNS	artery
of	IN	of
our	PP$	our
lives	NNS	life
.	SENT	.
And	CC	and
that	DT	that
shirt	NN	shirt
that	IN	that
I	PP	I
hadn	NNS	<unknown>
'	POS	'
t	NN	t
worn	VBN	wear
in	IN	in
years	NNS	year
?	SENT	?
It	PP	it
'	POS	'
s	JJ	<unknown>
time	NN	time
for	IN	for
me	PP	me
to	TO	to
let	VB	let
it	PP	it
go	VB	go
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
cut	VB	cut
the	DT	the
extraneous	JJ	extraneous
out	RP	out
of	IN	of
our	PP$	our
lives	NNS	life
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
learn	VB	learn
to	TO	to
stem	VB	stem
the	DT	the
inflow	NN	inflow
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
think	VB	think
before	IN	before
we	PP	we
buy	VBP	buy
.	SENT	.
Ask	VB	ask
ourselves	PP	ourselves
,	,	,
"	``	"
Is	VBZ	be
that	IN	that
really	RB	really
going	VBG	go
to	TO	to
make	VB	make
me	PP	me
happier	JJR	happy
?	SENT	?
Truly	RB	truly
?	SENT	?
"	''	"
By	IN	by
all	DT	all
means	NN	means
,	,	,
we	PP	we
should	MD	should
buy	VB	buy
and	CC	and
own	VB	own
some	DT	some
great	JJ	great
stuff	NN	stuff
.	SENT	.
But	CC	but
we	PP	we
want	VBP	want
stuff	NN	stuff
that	IN	that
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
love	VB	love
for	IN	for
years	NNS	year
,	,	,
not	RB	not
just	RB	just
stuff	NN	stuff
.	SENT	.
Secondly	RB	secondly
,	,	,
our	PP$	our
new	JJ	new
mantra	NN	mantra
:	:	:
small	JJ	small
is	VBZ	be
sexy	JJ	sexy
.	SENT	.
We	PP	we
want	VBP	want
space	NN	space
efficiency	NN	efficiency
.	SENT	.
We	PP	we
want	VBP	want
things	NNS	thing
that	WDT	that
are	VBP	be
designed	VBN	design
for	IN	for
how	WRB	how
they	PP	they
'	POS	'
re	NN	re
used	VBD	use
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
the	DT	the
time	NN	time
,	,	,
not	RB	not
that	DT	that
rare	JJ	rare
event	NN	event
.	SENT	.
Why	WRB	why
have	VB	have
a	DT	a
six	CD	six
burner	NN	burner
stove	NN	stove
when	WRB	when
you	PP	you
rarely	RB	rarely
use	VBP	use
three	CD	three
?	SENT	?
So	RB	so
we	PP	we
want	VBP	want
things	NNS	thing
that	DT	that
nest	NN	nest
,	,	,
we	PP	we
want	VBP	want
things	NNS	thing
that	DT	that
stack	NN	stack
,	,	,
and	CC	and
we	PP	we
want	VBP	want
it	PP	it
digitized	VBD	digitize
.	SENT	.
You	PP	you
can	MD	can
take	VB	take
paperwork	NN	paperwork
,	,	,
books	NNS	book
,	,	,
movies	NNS	movie
,	,	,
and	CC	and
you	PP	you
can	MD	can
make	VB	make
it	PP	it
disappear	VB	disappear
—	:	-
it	PP	it
'	POS	'
s	NN	S
magic	NN	magic
.	SENT	.
Finally	RB	finally
,	,	,
we	PP	we
want	VBP	want
multifunctional	JJ	multifunctional
spaces	NNS	space
and	CC	and
housewares	NNS	houseware
—	:	-
a	DT	a
sink	NN	sink
combined	VBN	combine
with	IN	with
a	DT	a
toilet	NN	toilet
,	,	,
a	DT	a
dining	NN	dining
table	NN	table
becomes	VBZ	become
a	DT	a
bed	NN	bed
—	:	-
same	JJ	same
space	NN	space
,	,	,
a	DT	a
little	JJ	little
side	NN	side
table	NN	table
stretches	VBZ	stretch
out	RP	out
to	TO	to
seat	NN	seat
10	CD	@card@
.	SENT	.
In	IN	in
the	DT	the
winning	JJ	winning
Life	NN	life
Edited	VBD	edit
scheme	NN	scheme
in	IN	in
a	DT	a
render	NN	render
here	RB	here
,	,	,
we	PP	we
combine	VBP	combine
a	DT	a
moving	VBG	move
wall	NN	wall
with	IN	with
transformer	NN	transformer
furniture	NN	furniture
to	TO	to
get	VB	get
a	DT	a
lot	NN	lot
out	RP	out
of	IN	of
the	DT	the
space	NN	space
.	SENT	.
Look	VB	look
at	IN	at
the	DT	the
coffee	NN	coffee
table	NN	table
—	:	-
it	PP	it
grows	VBZ	grow
in	IN	in
height	NN	height
and	CC	and
width	NN	width
to	TO	to
seat	NN	seat
10	CD	@card@
.	SENT	.
My	PP$	my
office	NN	office
folds	NNS	fold
away	RB	away
,	,	,
easily	RB	easily
hidden	VBN	hide
.	SENT	.
My	PP$	my
bed	NN	bed
just	RB	just
pops	VBZ	pop
out	RP	out
of	IN	of
the	DT	the
wall	NN	wall
with	IN	with
two	CD	two
fingers	NNS	finger
.	SENT	.
Guests	NNS	guest
?	SENT	?
Move	VB	move
the	DT	the
moving	VBG	move
wall	NN	wall
,	,	,
have	VBP	have
some	DT	some
fold-down	JJ	<unknown>
guest	NN	guest
beds	NNS	bed
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
my	PP$	my
own	JJ	own
movie	NN	movie
theater	NN	theater
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
not	RB	not
saying	VBG	say
that	IN	that
we	PP	we
all	RB	all
need	VBP	need
to	TO	to
live	VB	live
in	IN	in
420	CD	@card@
sq	NNS	<unknown>
.	SENT	.
ft	NNS	ft
.	SENT	.
But	CC	but
consider	VB	consider
the	DT	the
benefits	NNS	benefit
of	IN	of
an	DT	an
edited	VBN	edit
life	NN	life
.	SENT	.
Go	VB	go
from	IN	from
3	CD	@card@
,	,	,
000	CD	@card@
to	TO	to
2	CD	@card@
,	,	,
000	CD	@card@
,	,	,
from	IN	from
1	CD	@card@
,	,	,
500	CD	@card@
to	TO	to
1	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
Most	JJS	most
of	IN	of
us	PP	us
,	,	,
maybe	RB	maybe
all	RB	all
of	IN	of
us	PP	us
,	,	,
are	VBP	be
here	RB	here
pretty	RB	pretty
happily	RB	happily
for	IN	for
a	DT	a
bunch	NN	bunch
of	IN	of
days	NNS	day
with	IN	with
a	DT	a
couple	NN	couple
of	IN	of
bags	NNS	bag
,	,	,
maybe	RB	maybe
a	DT	a
small	JJ	small
space	NN	space
,	,	,
a	DT	a
hotel	NN	hotel
room	NN	room
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
go	VBP	go
home	NN	home
and	CC	and
you	PP	you
walk	VBP	walk
through	IN	through
your	PP$	your
front	JJ	front
door	NN	door
,	,	,
take	VB	take
a	DT	a
second	JJ	second
and	CC	and
ask	VB	ask
yourselves	PP	yourselves
,	,	,
"	``	"
Could	MD	could
I	PP	I
do	VB	do
with	IN	with
a	DT	a
little	JJ	little
life	NN	life
editing	VBG	edit
?	SENT	?
Would	MD	would
that	RB	that
give	VB	give
me	PP	me
a	DT	a
little	RB	little
more	JJR	more
freedom	NN	freedom
?	SENT	?
Maybe	RB	maybe
a	DT	a
little	RB	little
more	JJR	more
time	NN	time
?	SENT	?
"	``	"
What	WP	what
'	POS	'
s	NN	S
in	IN	in
the	DT	the
box	NN	box
?	SENT	?
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
matter	NN	matter
.	SENT	.
I	PP	I
know	VBP	know
I	PP	I
don	VB	don
'	''	'
t	NN	t
need	VBP	need
it	PP	it
.	SENT	.
What	WP	what
'	POS	'
s	NN	S
in	IN	in
yours	PP	yours
?	SENT	?
Maybe	RB	maybe
,	,	,
just	RB	just
maybe	RB	maybe
,	,	,
less	CC	less
might	MD	might
equal	VB	equal
more	RBR	more
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
make	VBP	make
room	NN	room
for	IN	for
the	DT	the
good	JJ	good
stuff	NN	stuff
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
