Hi	UH	hi
new	JJ	new
idea	NN	idea
.	SENT	.
And	CC	and
the	DT	the
second	NN	second
is	VBZ	be
computational	JJ	computational
power	NN	power
.	SENT	.
It	PP	it
actually	RB	actually
takes	VBZ	take
a	DT	a
lot	NN	lot
of	IN	of
computational	JJ	computational
power	NN	power
to	TO	to
make	VB	make
neural	JJ	neural
networks	NNS	network
able	JJ	able
to	TO	to
really	RB	really
sing	VB	sing
,	,	,
and	CC	and
in	IN	in
the	DT	the
last	JJ	last
15	CD	@card@
years	NNS	year
,	,	,
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
have	VB	have
that	DT	that
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
partly	RB	partly
what	WP	what
'	POS	'
s	NN	S
enabled	VBD	enable
all	PDT	all
this	DT	this
progress	NN	progress
.	SENT	.
But	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
I	PP	I
think	VBP	think
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
several	JJ	several
things	NNS	thing
wrong	JJ	wrong
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
about	IN	about
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
talk	NN	talk
.	SENT	.
First	RB	first
,	,	,
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
history	NN	history
lesson	NN	lesson
.	SENT	.
So	RB	so
for	IN	for
decades	NNS	decade
,	,	,
almost	RB	almost
since	IN	since
the	DT	the
very	JJ	very
beginning	NN	beginning
of	IN	of
computing	NN	computing
,	,	,
people	NNS	people
have	VBP	have
wanted	VBN	want
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
build	VB	build
computers	NNS	computer
that	WDT	that
could	MD	could
see	VB	see
,	,	,
understand	VB	understand
language	NN	language
,	,	,
understand	VBP	understand
speech	NN	speech
.	SENT	.
The	DT	the
earliest	JJS	early
approaches	NNS	approach
to	TO	to
this	DT	this
,	,	,
generally	RB	generally
,	,	,
people	NNS	people
were	VBD	be
trying	VBG	try
to	TO	to
hand-code	VB	<unknown>
all	PDT	all
the	DT	the
algorithms	NNS	algorithm
that	WDT	that
you	PP	you
need	VBP	need
to	TO	to
accomplish	VB	accomplish
those	DT	those
difficult	JJ	difficult
tasks	NNS	task
,	,	,
and	CC	and
it	PP	it
just	RB	just
turned	VBD	turn
out	RP	out
to	TO	to
not	RB	not
work	VB	work
very	RB	very
well	RB	well
.	SENT	.
But	CC	but
in	IN	in
the	DT	the
last	JJ	last
15	CD	@card@
years	NNS	year
,	,	,
a	DT	a
single	JJ	single
approach	NN	approach
unexpectedly	RB	unexpectedly
advanced	VBD	advance
all	PDT	all
these	DT	these
different	JJ	different
problem	NN	problem
spaces	NNS	space
all	RB	all
at	IN	at
once	RB	once
:	:	:
neural	JJ	neural
networks	NNS	network
.	SENT	.
So	IN	so
neural	JJ	neural
networks	NNS	network
are	VBP	be
not	RB	not
a	DT	a
new	JJ	new
idea	NN	idea
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
kind	NN	kind
of	IN	of
loosely	RB	loosely
based	VBN	base
on	IN	on
some	DT	some
of	IN	of
the	DT	the
properties	NNS	property
that	WDT	that
are	VBP	be
in	IN	in
real	JJ	real
neural	JJ	neural
systems	NNS	system
.	SENT	.
And	CC	and
many	JJ	many
of	IN	of
the	DT	the
ideas	NNS	idea
behind	IN	behind
neural	JJ	neural
networks	NNS	network
have	VBP	have
been	VBN	be
around	RB	around
since	IN	since
the	DT	the
1960s	NNS	1960s
and	CC	and
70s	NNS	<unknown>
.	SENT	.
A	DT	a
neural	JJ	neural
network	NN	network
is	VBZ	be
what	WP	what
it	PP	it
sounds	VBZ	sound
like	IN	like
,	,	,
a	DT	a
series	NN	series
of	IN	of
interconnected	VBN	interconnect
artificial	JJ	artificial
neurons	NNS	neuron
that	WDT	that
loosely	RB	loosely
emulate	VBP	emulate
the	DT	the
properties	NNS	property
of	IN	of
your	PP$	your
real	JJ	real
neurons	NNS	neuron
.	SENT	.
An	DT	an
individual	JJ	individual
neuron	NN	neuron
in	IN	in
one	CD	one
of	IN	of
these	DT	these
systems	NNS	system
has	VBZ	have
a	DT	a
set	NN	set
of	IN	of
inputs	NNS	input
,	,	,
each	DT	each
with	IN	with
an	DT	an
associated	VBN	associate
weight	NN	weight
,	,	,
and	CC	and
the	DT	the
output	NN	output
of	IN	of
a	DT	a
neuron	NN	neuron
is	VBZ	be
a	DT	a
function	NN	function
of	IN	of
those	DT	those
inputs	NNS	input
multiplied	VBN	multiply
by	IN	by
those	DT	those
weights	NNS	weight
.	SENT	.
So	RB	so
pretty	RB	pretty
simple	JJ	simple
,	,	,
and	CC	and
lots	NNS	lot
and	CC	and
lots	NNS	lot
of	IN	of
these	DT	these
work	NN	work
together	RB	together
to	TO	to
learn	VB	learn
complicated	JJ	complicated
things	NNS	thing
.	SENT	.
So	RB	so
how	WRB	how
do	VBP	do
we	PP	we
actually	RB	actually
learn	VBP	learn
in	IN	in
a	DT	a
neural	JJ	neural
network	NN	network
?	SENT	?
It	PP	it
turns	VBZ	turn
out	RP	out
the	DT	the
learning	VBG	learn
process	NN	process
consists	VBZ	consist
of	IN	of
repeatedly	RB	repeatedly
making	VBG	make
tiny	JJ	tiny
little	JJ	little
adjustments	NNS	adjustment
to	TO	to
the	DT	the
weight	NN	weight
values	NNS	value
,	,	,
strengthening	VBG	strengthen
the	DT	the
influence	NN	influence
of	IN	of
some	DT	some
things	NNS	thing
,	,	,
weakening	VBG	weaken
the	DT	the
influence	NN	influence
of	IN	of
others	NNS	other
.	SENT	.
By	IN	by
driving	VBG	drive
the	DT	the
overall	JJ	overall
system	NN	system
towards	IN	towards
desired	VBN	desire
behaviors	NNS	behavior
,	,	,
these	DT	these
systems	NNS	system
can	MD	can
be	VB	be
trained	VBN	train
to	TO	to
do	VB	do
really	RB	really
complicated	JJ	complicated
things	NNS	thing
,	,	,
like	VB	like
translate	VB	translate
from	IN	from
one	CD	one
language	NN	language
to	TO	to
another	DT	another
,	,	,
detect	VB	detect
what	WP	what
kind	NN	kind
of	IN	of
objects	NNS	object
are	VBP	be
in	IN	in
a	DT	a
photo	NN	photo
,	,	,
all	DT	all
kinds	NNS	kind
of	IN	of
complicated	JJ	complicated
things	NNS	thing
.	SENT	.
I	PP	I
first	RB	first
got	VBD	get
interested	JJ	interested
in	IN	in
neural	JJ	neural
networks	NNS	network
when	WRB	when
I	PP	I
took	VBD	take
a	DT	a
class	NN	class
on	IN	on
them	PP	them
as	IN	as
an	DT	an
undergraduate	NN	undergraduate
in	IN	in
1990	CD	@card@
.	SENT	.
At	IN	at
that	DT	that
time	NN	time
,	,	,
neural	JJ	neural
networks	NNS	network
showed	VBD	show
impressive	JJ	impressive
results	NNS	result
on	IN	on
tiny	JJ	tiny
problems	NNS	problem
,	,	,
but	CC	but
they	PP	they
really	RB	really
couldn	NN	<unknown>
'	POS	'
t	NN	t
scale	NN	scale
to	TO	to
do	VB	do
real-world	NN	real-world
important	JJ	important
tasks	NNS	task
.	SENT	.
But	CC	but
I	PP	I
was	VBD	be
super	NN	super
excited	VBN	excite
.	SENT	.
I	PP	I
felt	VBD	feel
maybe	RB	maybe
we	PP	we
just	RB	just
needed	VBD	need
more	JJR	more
compute	NN	compute
power	NN	power
.	SENT	.
And	CC	and
the	DT	the
University	NP	University
of	IN	of
Minnesota	NP	Minnesota
had	VBD	have
a	DT	a
32-processor	JJ	<unknown>
machine	NN	machine
.	SENT	.
I	PP	I
thought	VBD	think
,	,	,
"	``	"
With	IN	with
more	JJR	more
compute	NN	compute
power	NN	power
,	,	,
boy	UH	boy
,	,	,
we	PP	we
could	MD	could
really	RB	really
make	VB	make
neural	JJ	neural
networks	NNS	network
really	RB	really
sing	VBP	sing
.	SENT	.
"	``	"
So	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
do	VB	do
a	DT	a
senior	JJ	senior
thesis	NN	thesis
on	IN	on
parallel	JJ	parallel
training	NN	training
of	IN	of
neural	JJ	neural
networks	NNS	network
,	,	,
the	DT	the
idea	NN	idea
of	IN	of
using	VBG	use
processors	NNS	processor
in	IN	in
a	DT	a
computer	NN	computer
or	CC	or
in	IN	in
a	DT	a
computer	NN	computer
system	NN	system
to	TO	to
all	DT	all
work	NN	work
toward	IN	toward
the	DT	the
same	JJ	same
task	NN	task
,	,	,
that	WDT	that
of	IN	of
training	VBG	train
neural	JJ	neural
networks	NNS	network
.	SENT	.
32	CD	@card@
processors	NNS	processor
,	,	,
wow	NN	wow
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
do	VB	do
great	JJ	great
things	NNS	thing
with	IN	with
this	DT	this
.	SENT	.
But	CC	but
I	PP	I
was	VBD	be
wrong	JJ	wrong
.	SENT	.
Turns	NNS	turn
out	IN	out
we	PP	we
needed	VBD	need
about	IN	about
a	DT	a
million	CD	million
times	NNS	time
as	IN	as
much	JJ	much
computational	JJ	computational
power	NN	power
as	IN	as
we	PP	we
had	VBD	have
in	IN	in
1990	CD	@card@
before	IN	before
we	PP	we
could	MD	could
actually	RB	actually
get	VB	get
neural	JJ	neural
networks	NNS	network
to	TO	to
do	VB	do
impressive	JJ	impressive
things	NNS	thing
.	SENT	.
But	CC	but
starting	VBG	start
around	IN	around
2005	CD	@card@
,	,	,
thanks	NNS	thanks
to	TO	to
the	DT	the
computing	NN	computing
progress	NN	progress
of	IN	of
Moore	NP	Moore
'	POS	'
s	NN	S
law	NN	law
,	,	,
we	PP	we
actually	RB	actually
started	VBD	start
to	TO	to
have	VB	have
that	DT	that
much	JJ	much
computing	NN	computing
power	NN	power
,	,	,
and	CC	and
researchers	NNS	researcher
in	IN	in
a	DT	a
few	JJ	few
universities	NNS	university
around	IN	around
the	DT	the
world	NN	world
started	VBD	start
to	TO	to
see	VB	see
success	NN	success
in	IN	in
using	VBG	use
neural	JJ	neural
networks	NNS	network
for	IN	for
a	DT	a
wide	JJ	wide
variety	NN	variety
of	IN	of
different	JJ	different
kinds	NNS	kind
of	IN	of
tasks	NNS	task
.	SENT	.
I	PP	I
and	CC	and
a	DT	a
few	JJ	few
others	NNS	other
at	IN	at
Google	NP	<unknown>
heard	VBD	hear
about	IN	about
some	DT	some
of	IN	of
these	DT	these
successes	NNS	success
,	,	,
and	CC	and
we	PP	we
decided	VBD	decide
to	TO	to
start	VB	start
a	DT	a
project	NN	project
to	TO	to
train	VB	train
very	RB	very
large	JJ	large
neural	JJ	neural
networks	NNS	network
.	SENT	.
One	CD	one
system	NN	system
that	IN	that
we	PP	we
trained	VBD	train
,	,	,
we	PP	we
trained	VBD	train
with	IN	with
10	CD	@card@
million	CD	million
randomly	RB	randomly
selected	VBN	select
frames	NNS	frame
from	IN	from
YouTube	NP	<unknown>
videos	NNS	video
.	SENT	.
The	DT	the
system	NN	system
developed	VBD	develop
the	DT	the
capability	NN	capability
to	TO	to
recognize	VB	recognize
all	DT	all
kinds	NNS	kind
of	IN	of
different	JJ	different
objects	NNS	object
.	SENT	.
And	CC	and
it	PP	it
being	VBG	be
YouTube	NP	<unknown>
,	,	,
of	IN	of
course	NN	course
,	,	,
it	PP	it
developed	VBD	develop
the	DT	the
ability	NN	ability
to	TO	to
recognize	VB	recognize
cats	NNS	cat
.	SENT	.
YouTube	NP	<unknown>
is	VBZ	be
full	JJ	full
of	IN	of
cats	NNS	cat
.	SENT	.
But	CC	but
what	WP	what
made	VBD	make
that	IN	that
so	RB	so
remarkable	JJ	remarkable
is	VBZ	be
that	IN	that
the	DT	the
system	NN	system
was	VBD	be
never	RB	never
told	VBN	tell
what	WP	what
a	DT	a
cat	NN	cat
was	VBD	be
.	SENT	.
So	RB	so
using	VBG	use
just	RB	just
patterns	NNS	pattern
in	IN	in
data	NNS	datum
,	,	,
the	DT	the
system	NN	system
honed	VBN	hone
in	IN	in
on	IN	on
the	DT	the
concept	NN	concept
of	IN	of
a	DT	a
cat	NN	cat
all	RB	all
on	IN	on
its	PP$	its
own	JJ	own
.	SENT	.
All	DT	all
of	IN	of
this	DT	this
occurred	VBN	occur
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
a	DT	a
decade-long	JJ	decade-long
string	NN	string
of	IN	of
successes	NNS	success
,	,	,
of	IN	of
using	VBG	use
neural	JJ	neural
networks	NNS	network
for	IN	for
a	DT	a
huge	JJ	huge
variety	NN	variety
of	IN	of
tasks	NNS	task
,	,	,
at	IN	at
Google	NP	<unknown>
and	CC	and
elsewhere	RB	elsewhere
.	SENT	.
Many	JJ	many
of	IN	of
the	DT	the
things	NNS	thing
you	PP	you
use	VBP	use
every	DT	every
day	NN	day
,	,	,
things	NNS	thing
like	VBP	like
better	JJR	good
speech	NN	speech
recognition	NN	recognition
for	IN	for
your	PP$	your
phone	NN	phone
,	,	,
improved	VBN	improve
understanding	NN	understanding
of	IN	of
queries	NNS	query
and	CC	and
documents	NNS	document
for	IN	for
better	JJR	good
search	NN	search
quality	NN	quality
,	,	,
better	JJR	good
understanding	NN	understanding
of	IN	of
geographic	JJ	geographic
information	NN	information
to	TO	to
improve	VB	improve
maps	NNS	map
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
Around	IN	around
that	DT	that
time	NN	time
,	,	,
we	PP	we
also	RB	also
got	VBD	get
excited	JJ	excited
about	IN	about
how	WRB	how
we	PP	we
could	MD	could
build	VB	build
hardware	NN	hardware
that	WDT	that
was	VBD	be
better	RBR	well
tailored	VBN	tailor
to	TO	to
the	DT	the
kinds	NNS	kind
of	IN	of
computations	NNS	computation
neural	JJ	neural
networks	NNS	network
wanted	VBD	want
to	TO	to
do	VB	do
.	SENT	.
Neural	JJ	neural
network	NN	network
computations	NNS	computation
have	VBP	have
two	CD	two
special	JJ	special
properties	NNS	property
.	SENT	.
The	DT	the
first	JJ	first
is	VBZ	be
they	PP	they
'	POS	'
re	NN	re
very	RB	very
tolerant	JJ	tolerant
of	IN	of
reduced	VBN	reduce
precision	NN	precision
.	SENT	.
Couple	NN	couple
of	IN	of
significant	JJ	significant
digits	NNS	digit
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
six	CD	six
or	CC	or
seven	CD	seven
.	SENT	.
And	CC	and
the	DT	the
second	NN	second
is	VBZ	be
that	IN	that
all	PDT	all
the	DT	the
algorithms	NNS	algorithm
are	VBP	be
generally	RB	generally
composed	VBN	compose
of	IN	of
different	JJ	different
sequences	NNS	sequence
of	IN	of
matrix	NN	matrix
and	CC	and
vector	NN	vector
operations	NNS	operation
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
can	MD	can
build	VB	build
a	DT	a
computer	NN	computer
that	WDT	that
is	VBZ	be
really	RB	really
good	JJ	good
at	IN	at
low-precision	NN	low-precision
matrix	NN	matrix
and	CC	and
vector	NN	vector
operations	NNS	operation
but	CC	but
can	NN	can
'	POS	'
t	NN	t
do	VBP	do
much	RB	much
else	RB	else
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
great	JJ	great
for	IN	for
neural-network	NN	neural-network
computation	NN	computation
,	,	,
even	RB	even
though	IN	though
you	PP	you
can	MD	can
'	''	'
t	NN	t
use	VB	use
it	PP	it
for	IN	for
a	DT	a
lot	NN	lot
of	IN	of
other	JJ	other
things	NNS	thing
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
build	VBP	build
such	JJ	such
things	NNS	thing
,	,	,
people	NNS	people
will	MD	will
find	VB	find
amazing	JJ	amazing
uses	NNS	use
for	IN	for
them	PP	them
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
one	CD	one
we	PP	we
built	VBD	build
,	,	,
TPU	NP	TPU
v1	NP	<unknown>
.	SENT	.
"	``	"
TPU	NN	TPU
"	''	"
stands	NNS	stand
for	IN	for
Tensor	NN	tensor
Processing	NP	Processing
Unit	NP	Unit
.	SENT	.
These	DT	these
have	VBP	have
been	VBN	be
used	VBN	use
for	IN	for
many	JJ	many
years	NNS	year
behind	IN	behind
every	DT	every
Google	NP	<unknown>
search	NN	search
,	,	,
for	IN	for
translation	NN	translation
,	,	,
in	IN	in
the	DT	the
DeepMind	NP	<unknown>
AlphaGo	NP	<unknown>
matches	VBZ	match
,	,	,
so	IN	so
Lee	NP	Lee
Sedol	NP	<unknown>
and	CC	and
Ke	NP	Ke
Jie	NP	Jie
maybe	RB	maybe
didn	NN	<unknown>
'	POS	'
t	NN	t
realize	VBP	realize
,	,	,
but	CC	but
they	PP	they
were	VBD	be
competing	VBG	compete
against	IN	against
racks	NNS	rack
of	IN	of
TPU	NP	TPU
cards	NNS	card
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NN	ve
built	VBD	build
a	DT	a
bunch	NN	bunch
of	IN	of
subsequent	JJ	subsequent
versions	NNS	version
of	IN	of
TPUs	NP	<unknown>
that	WDT	that
are	VBP	be
even	RB	even
better	RBR	well
and	CC	and
more	RBR	more
exciting	JJ	exciting
.	SENT	.
But	CC	but
despite	IN	despite
all	PDT	all
these	DT	these
successes	NNS	success
,	,	,
I	PP	I
think	VBP	think
we	PP	we
'	''	'
re	IN	re
still	RB	still
doing	VBG	do
many	JJ	many
things	NNS	thing
wrong	JJ	wrong
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
tell	VBP	tell
you	PP	you
about	IN	about
three	CD	three
key	JJ	key
things	NNS	thing
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
wrong	JJ	wrong
,	,	,
and	CC	and
how	WRB	how
we	PP	we
'	POS	'
ll	NNS	<unknown>
fix	VB	fix
them	PP	them
.	SENT	.
The	DT	the
first	JJ	first
is	VBZ	be
that	DT	that
most	RBS	most
neural	JJ	neural
networks	NNS	network
today	NN	today
are	VBP	be
trained	VBN	train
to	TO	to
do	VB	do
one	CD	one
thing	NN	thing
,	,	,
and	CC	and
one	CD	one
thing	NN	thing
only	RB	only
.	SENT	.
You	PP	you
train	VBP	train
it	PP	it
for	IN	for
a	DT	a
particular	JJ	particular
task	NN	task
that	IN	that
you	PP	you
might	MD	might
care	VB	care
deeply	RB	deeply
about	RB	about
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
a	DT	a
pretty	RB	pretty
heavyweight	JJ	heavyweight
activity	NN	activity
.	SENT	.
You	PP	you
need	VBP	need
to	TO	to
curate	NN	curate
a	DT	a
data	NNS	datum
set	VBP	set
,	,	,
you	PP	you
need	VBP	need
to	TO	to
decide	VB	decide
what	WP	what
network	NN	network
architecture	NN	architecture
you	PP	you
'	POS	'
ll	JJ	<unknown>
use	NN	use
for	IN	for
this	DT	this
problem	NN	problem
,	,	,
you	PP	you
need	VBP	need
to	TO	to
initialize	VB	initialize
the	DT	the
weights	NNS	weight
with	IN	with
random	JJ	random
values	NNS	value
,	,	,
apply	VB	apply
lots	NNS	lot
of	IN	of
computation	NN	computation
to	TO	to
make	VB	make
adjustments	NNS	adjustment
to	TO	to
the	DT	the
weights	NNS	weight
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
end	NN	end
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
lucky	JJ	lucky
,	,	,
you	PP	you
end	VBP	end
up	RP	up
with	IN	with
a	DT	a
model	NN	model
that	WDT	that
is	VBZ	be
really	RB	really
good	JJ	good
at	IN	at
that	DT	that
task	NN	task
you	PP	you
care	VBP	care
about	RB	about
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
do	VBP	do
this	DT	this
over	RP	over
and	CC	and
over	RP	over
,	,	,
you	PP	you
end	VBP	end
up	RP	up
with	IN	with
thousands	NNS	thousand
of	IN	of
separate	JJ	separate
models	NNS	model
,	,	,
each	DT	each
perhaps	RB	perhaps
very	RB	very
capable	JJ	capable
,	,	,
but	CC	but
separate	JJ	separate
for	IN	for
all	PDT	all
the	DT	the
different	JJ	different
tasks	NNS	task
you	PP	you
care	VBP	care
about	RB	about
.	SENT	.
But	CC	but
think	VBP	think
about	RB	about
how	WRB	how
people	NNS	people
learn	VBP	learn
.	SENT	.
In	IN	in
the	DT	the
last	JJ	last
year	NN	year
,	,	,
many	JJ	many
of	IN	of
us	PP	us
have	VBP	have
picked	VBN	pick
up	RP	up
a	DT	a
bunch	NN	bunch
of	IN	of
new	JJ	new
skills	NNS	skill
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
honing	VBG	hone
my	PP$	my
gardening	NN	gardening
skills	NNS	skill
,	,	,
experimenting	VBG	experiment
with	IN	with
vertical	JJ	vertical
hydroponic	JJ	hydroponic
gardening	NN	gardening
.	SENT	.
To	TO	to
do	VB	do
that	IN	that
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
need	NN	need
to	TO	to
relearn	VB	relearn
everything	NN	everything
I	PP	I
already	RB	already
knew	VBD	know
about	IN	about
plants	NNS	plant
.	SENT	.
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
know	VB	know
how	WRB	how
to	TO	to
put	VB	put
a	DT	a
plant	NN	plant
in	IN	in
a	DT	a
hole	NN	hole
,	,	,
how	WRB	how
to	TO	to
pour	VB	pour
water	NN	water
,	,	,
that	WDT	that
plants	NNS	plant
need	VBP	need
sun	NN	sun
,	,	,
and	CC	and
leverage	NN	leverage
that	IN	that
in	IN	in
learning	VBG	learn
this	DT	this
new	JJ	new
skill	NN	skill
.	SENT	.
Computers	NNS	computer
can	MD	can
work	VB	work
the	DT	the
same	JJ	same
way	NN	way
,	,	,
but	CC	but
they	PP	they
don	NN	don
'	POS	'
t	NN	t
today	NN	today
.	SENT	.
If	IN	if
you	PP	you
train	VBP	train
a	DT	a
neural	JJ	neural
network	NN	network
from	IN	from
scratch	NN	scratch
,	,	,
it	PP	it
'	POS	'
s	NN	S
effectively	RB	effectively
like	IN	like
forgetting	VBG	forget
your	PP$	your
entire	JJ	entire
education	NN	education
every	DT	every
time	NN	time
you	PP	you
try	VBP	try
to	TO	to
do	VB	do
something	NN	something
new	JJ	new
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
crazy	JJ	crazy
,	,	,
right	RB	right
?	SENT	?
So	RB	so
instead	RB	instead
,	,	,
I	PP	I
think	VBP	think
