Thank	VB	thank
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
do	VB	do
a	DT	a
couple	NN	couple
songs	NNS	song
for	IN	for
you	PP	you
guys	VBZ	guy
.	SENT	.
So	IN	so
this	DT	this
first	JJ	first
one	CD	one
I	PP	I
wrote	VBD	write
before	IN	before
lockdown	NN	<unknown>
,	,	,
but	CC	but
it	PP	it
became	VBD	become
especially	RB	especially
relevant	JJ	relevant
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
about	IN	about
this	DT	this
thing	NN	thing
I	PP	I
do	VBP	do
where	WRB	where
I	PP	I
like	VBP	like
somebody	NN	somebody
,	,	,
I	PP	I
have	VBP	have
a	DT	a
crush	NN	crush
,	,	,
or	CC	or
maybe	RB	maybe
we	PP	we
go	VBP	go
on	IN	on
a	DT	a
couple	NN	couple
of	IN	of
dates	NNS	date
.	SENT	.
And	CC	and
instead	RB	instead
of	IN	of
letting	VBG	let
things	NNS	thing
unfold	VB	unfold
naturally	RB	naturally
,	,	,
I	PP	I
'	POS	'
ll	JJ	<unknown>
sort	NN	sort
of	IN	of
accidentally	RB	accidentally
scroll	VB	scroll
their	PP$	their
Instagram	NN	<unknown>
back	RB	back
until	IN	until
2012	CD	@card@
.	SENT	.
This	DT	this
song	NN	song
is	VBZ	be
about	RB	about
that	RB	that
.	SENT	.
I	PP	I
learned	VBD	learn
too	RB	too
much	RB	much
about	IN	about
you	PP	you
too	RB	too
soon	RB	soon
because	IN	because
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
wait	NN	wait
.	SENT	.
Yes	UH	yes
,	,	,
I	PP	I
internet-stalked	VBD	internet-stalk
you	PP	you
to	TO	to
the	DT	the
point	NN	point
that	IN	that
we	PP	we
can	MD	can
no	RB	no
longer	RBR	longer
date	NN	date
.	SENT	.
Because	IN	because
I	PP	I
know	VBP	know
your	PP$	your
mother	NN	mother
'	POS	'
s	NN	S
name	NN	name
and	CC	and
your	PP$	your
father	NN	father
'	POS	'
s	NN	S
name	NN	name
and	CC	and
your	PP$	your
sister	NN	sister
'	POS	'
s	NN	S
name	NN	name
and	CC	and
your	PP$	your
cousin	NN	cousin
'	POS	'
s	NN	S
husband	NN	husband
'	POS	'
s	NN	S
name	NN	name
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
your	PP$	your
uncle	NN	uncle
recently	RB	recently
passed	VBD	pass
away	RP	away
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
so	RB	so
sorry	RB	sorry
about	RB	about
that	IN	that
,	,	,
babe	NN	babe
.	SENT	.
I	PP	I
know	VBP	know
every	DT	every
girl	NN	girl
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
ever	RB	ever
dated	VBN	date
,	,	,
and	CC	and
the	DT	the
exact	JJ	exact
day	NN	day
you	PP	you
stopped	VBD	stop
being	VBG	be
happy	JJ	happy
--	:	--
Your	PP$	your
posture	NN	posture
changed	VBD	change
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
you	PP	you
and	CC	and
your	PP$	your
friends	NNS	friend
hike	NN	hike
.	SENT	.
A	DT	a
lot	NN	lot
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
too	RB	too
much	RB	much
,	,	,
we	PP	we
'	POS	'
ll	NN	ll
change	NN	change
that	RB	that
.	SENT	.
Seen	VBN	see
every	DT	every
photo	NN	photo
tagged	VBN	tag
of	IN	of
you	PP	you
on	IN	on
the	DT	the
entire	JJ	entire
internet	NN	Internet
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
dropped	VBD	drop
out	RP	out
of	IN	of
college	NN	college
,	,	,
but	CC	but
your	PP$	your
Spanish	JJ	Spanish
,	,	,
it	PP	it
'	POS	'
s	NN	S
polished	VBD	polish
,	,	,
and	CC	and
you	PP	you
own	VBP	own
approximately	RB	approximately
five	CD	five
shirts	NNS	shirt
.	SENT	.
The	DT	the
police	NNS	police
are	VBP	be
outside	IN	outside
my	PP$	my
door	NN	door
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
clutching	VBG	clutch
your	PP$	your
hair	NN	hair
doll	NN	doll
I	PP	I
made	VBD	make
on	IN	on
the	DT	the
floor	NN	floor
.	SENT	.
If	IN	if
they	PP	they
ever	RB	ever
tell	VBP	tell
people	NNS	people
how	WRB	how
often	RB	often
other	JJ	other
people	NNS	people
look	VBP	look
at	IN	at
their	PP$	their
profiles	NNS	profile
,	,	,
I	PP	I
will	MD	will
kill	VB	kill
myself	PP	myself
.	SENT	.
So	IN	so
goodbye	NN	goodbye
,	,	,
lover	NN	lover
I	PP	I
stalked	VBD	stalk
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
vulnerable	JJ	vulnerable
.	SENT	.
I	PP	I
feel	VBP	feel
like	IN	like
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
thing	NN	thing
people	NNS	people
say	VBP	say
when	WRB	when
conversation	NN	conversation
gets	VBZ	get
,	,	,
kind	NN	kind
of	IN	of
,	,	,
boring	VBG	bore
at	IN	at
parties	NNS	party
,	,	,
you	PP	you
know	VBP	know
,	,	,
they	PP	they
'	POS	'
re	NN	re
like	IN	like
,	,	,
"	''	"
Did	VBD	do
you	PP	you
hear	VBP	hear
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
app	NN	app
where	WRB	where
you	PP	you
can	MD	can
see	VB	see
who	WP	who
looks	VBZ	look
at	IN	at
your	PP$	your
Instagram	NN	<unknown>
?	SENT	?
"	``	"
It	PP	it
'	POS	'
s	NNS	<unknown>
like	VBP	like
,	,	,
that	IN	that
'	POS	'
s	NN	S
not	RB	not
funny	JJ	funny
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
funny	JJ	funny
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
cool	JJ	cool
thing	NN	thing
to	TO	to
say	VB	say
.	SENT	.
I	PP	I
feel	VBP	feel
like	IN	like
there	EX	there
are	VBP	be
people	NNS	people
here	RB	here
who	WP	who
have	VBP	have
been	VBN	be
married	VBN	marry
for	IN	for
40	CD	@card@
years	NNS	year
,	,	,
like	VB	like
,	,	,
"	``	"
What	WP	what
the	DT	the
hell	NN	hell
is	VBZ	be
she	PP	she
talking	VBG	talk
about	RB	about
?	SENT	?
"	''	"
Yeah	RB	yeah
,	,	,
it	PP	it
'	POS	'
s	NN	S
complicated	VBD	complicate
now	RB	now
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
gotten	VBN	get
complicated	VBN	complicate
in	IN	in
.	SENT	.
Audience	NN	audience
:	:	:
We	PP	we
'	POS	'
re	NN	re
not	RB	not
so	RB	so
ancient	JJ	ancient
!	SENT	!
MB	NP	MB
:	:	:
No	UH	no
,	,	,
I	PP	I
know	VBP	know
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
old	JJ	old
to	TO	to
be	VB	be
married	VBN	marry
40	CD	@card@
years	NNS	year
,	,	,
some	DT	some
people	NNS	people
get	VBP	get
married	VBN	marry
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
,	,	,
like	JJ	like
,	,	,
20	CD	@card@
.	SENT	.
Not	RB	not
me	PP	me
.	SENT	.
I	PP	I
do	VBP	do
understand	VB	understand
why	WRB	why
,	,	,
like	IN	like
,	,	,
baby	NN	baby
boomers	NNS	boomer
are	VBP	be
sort	NN	sort
of	IN	of
afraid	JJ	afraid
now	RB	now
that	IN	that
millennials	NNS	<unknown>
are	VBP	be
getting	VBG	get
older	JJR	old
,	,	,
you	PP	you
know	VBP	know
,	,	,
now	RB	now
that	IN	that
we	PP	we
'	''	'
re	IN	re
getting	VBG	get
real	JJ	real
jobs	NNS	job
,	,	,
I	PP	I
do	VBP	do
get	VB	get
that	DT	that
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
hard	JJ	hard
to	TO	to
imagine	VB	imagine
a	DT	a
millennial	JJ	millennial
in	IN	in
a	DT	a
serious	JJ	serious
job	NN	job
,	,	,
right	RB	right
?	SENT	?
Can	MD	can
you	PP	you
imagine	VB	imagine
a	DT	a
millennial	JJ	millennial
as	IN	as
a	DT	a
doctor	NN	doctor
?	SENT	?
You	PP	you
know	VBP	know
?	SENT	?
Like	IN	like
,	,	,
"	``	"
Not	RB	not
to	TO	to
be	VB	be
a	DT	a
bitch	NN	bitch
,	,	,
but	CC	but
you	PP	you
have	VBP	have
cancer	NN	cancer
.	SENT	.
"	``	"
You	PP	you
know	VBP	know
,	,	,
like	IN	like
hands	NNS	hand
your	PP$	your
prognosis	NN	prognosis
like	IN	like
,	,	,
"	''	"
I	NP	I
'	POS	'
m	NN	m
really	RB	really
sorry	JJ	sorry
.	SENT	.
Actually	RB	actually
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
sorry	JJ	sorry
.	SENT	.
"	''	"
I	NP	I
'	POS	'
ll	NNS	<unknown>
tell	VBP	tell
you	PP	you
a	DT	a
little	JJ	little
about	IN	about
myself	PP	myself
.	SENT	.
I	PP	I
had	VBD	have
a	DT	a
pretty	RB	pretty
crazy	JJ	crazy
last	JJ	last
couple	NN	couple
of	IN	of
years	NNS	year
.	SENT	.
So	RB	so
basically	RB	basically
,	,	,
I	PP	I
had	VBD	have
this	DT	this
set	NN	set
come	VBN	come
out	RP	out
for	IN	for
Comedy	NN	comedy
Central	NP	Central
,	,	,
a	DT	a
short	JJ	short
set	NN	set
,	,	,
that	WDT	that
came	VBD	come
out	RP	out
April	NP	April
2020	CD	@card@
.	SENT	.
So	RB	so
right	RB	right
when	WRB	when
we	PP	we
had	VBD	have
just	RB	just
gotten	VBN	get
into	IN	into
lockdown	NN	<unknown>
.	SENT	.
And	CC	and
then	RB	then
cut	VB	cut
to	TO	to
like	VB	like
six	CD	six
months	NNS	month
later	RBR	later
,	,	,
one	CD	one
of	IN	of
the	DT	the
songs	NNS	song
I	PP	I
did	VBD	do
from	IN	from
that	DT	that
set	NN	set
went	VBD	go
super	JJ	super
viral	JJ	viral
on	IN	on
TikTok	NP	<unknown>
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
not	RB	not
on	IN	on
TikTok	NP	<unknown>
,	,	,
OK	UH	OK
,	,	,
because	IN	because
I	PP	I
'	POS	'
m	NN	m
32	CD	@card@
,	,	,
so	IN	so
I	PP	I
,	,	,
sort	VB	sort
of	IN	of
,	,	,
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
we	PP	we
were	VBD	be
allowed	VBN	allow
.	SENT	.
But	CC	but
we	PP	we
are	VBP	be
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
crazy	JJ	crazy
because	IN	because
there	EX	there
'	''	'
s	NN	S
all	PDT	all
these	DT	these
people	NNS	people
lip-synching	VBG	<unknown>
my	PP$	my
song	NN	song
,	,	,
but	CC	but
in	IN	in
my	PP$	my
real	JJ	real
life	NN	life
,	,	,
I	PP	I
had	VBD	have
just	RB	just
started	VBN	start
this	DT	this
job	NN	job
working	VBG	work
customer	NN	customer
support	NN	support
for	IN	for
a	DT	a
food	NN	food
delivery	NN	delivery
app	NP	App
.	SENT	.
So	RB	so
answering	VBG	answer
phone	NN	phone
calls	NNS	call
for	IN	for
customer	NN	customer
support	NN	support
.	SENT	.
The	DT	the
worst	JJS	bad
job	NN	job
I	PP	I
'	POS	'
ve	NN	ve
ever	RB	ever
had	VBD	have
in	IN	in
my	PP$	my
life	NN	life
.	SENT	.
So	RB	so
it	PP	it
was	VBD	be
this	DT	this
really	RB	really
weird	JJ	weird
juxtaposition	NN	juxtaposition
because	IN	because
I	PP	I
'	POS	'
m	NN	m
having	VBG	have
this	DT	this
huge	JJ	huge
career	NN	career
moment	NN	moment
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
my	PP$	my
phone	NN	phone
,	,	,
right	RB	right
?	SENT	?
People	NNS	people
are	VBP	be
tweeting	VBG	tweet
at	IN	at
me	PP	me
like	VBP	like
,	,	,
"	``	"
We	PP	we
love	VBP	love
you	PP	you
.	SENT	.
You	PP	you
'	''	'
re	IN	re
a	DT	a
genius	NN	genius
.	SENT	.
"	''	"
And	CC	and
then	RB	then
for	IN	for
eight	CD	eight
hours	NNS	hour
a	DT	a
day	NN	day
,	,	,
people	NNS	people
are	VBP	be
,	,	,
like	VB	like
,	,	,
"	''	"
You	PP	you
'	''	'
re	IN	re
a	DT	a
bitch	NN	bitch
,	,	,
where	WRB	where
'	''	'
s	VBG	<unknown>
my	PP$	my
food	NN	food
?	SENT	?
"	``	"
And	CC	and
it	PP	it
was	VBD	be
really	RB	really
interesting	JJ	interesting
to	TO	to
experience	VB	experience
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
play	VB	play
this	DT	this
song	NN	song
for	IN	for
you	PP	you
guys	VBZ	guy
,	,	,
and	CC	and
then	RB	then
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
go	VB	go
over	RP	over
some	DT	some
of	IN	of
my	PP$	my
favorite	JJ	favorite
male	JJ	male
reactions	NNS	reaction
that	IN	that
I	PP	I
got	VBD	get
on	IN	on
the	DT	the
internet	NN	Internet
afterwards	RB	afterwards
.	SENT	.
So	IN	so
this	DT	this
song	NN	song
,	,	,
maybe	RB	maybe
you	PP	you
'	POS	'
ve	NN	ve
heard	VBD	hear
it	PP	it
,	,	,
maybe	RB	maybe
you	PP	you
haven	NN	haven
'	POS	'
t	NN	t
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
true	JJ	true
story	NN	story
about	IN	about
the	DT	the
first	JJ	first
American	JJ	American
woman	NN	woman
who	WP	who
they	PP	they
ever	RB	ever
sent	VBD	send
to	TO	to
space	NN	space
,	,	,
whose	WP$	whose
name	NN	name
was	VBD	be
Sally	NP	Sally
Ride	NN	ride
.	SENT	.
Remember	VB	remember
when	WRB	when
NASA	NP	NASA
sent	VBD	send
a	DT	a
woman	NN	woman
to	TO	to
space	NN	space
for	IN	for
only	RB	only
six	CD	six
days	NNS	day
and	CC	and
they	PP	they
gave	VBD	give
her	PP$	her
one	CD	one
hundred	CD	hundred
tampons	NNS	tampon
?	SENT	?
One	CD	one
hundred	CD	hundred
tampons	NNS	tampon
.	SENT	.
And	CC	and
they	PP	they
asked	VBD	ask
,	,	,
"	``	"
Will	MD	will
that	RB	that
be	VB	be
enough	JJ	enough
?	SENT	?
"	``	"
Because	IN	because
they	PP	they
didn	NN	<unknown>
'	POS	'
t	NN	t
know	VBP	know
if	IN	if
that	WDT	that
was	VBD	be
enough	JJ	enough
.	SENT	.
These	DT	these
are	VBP	be
our	PP$	our
nation	NN	nation
'	POS	'
s	JJ	<unknown>
greatest	JJS	great
minds	NNS	mind
.	SENT	.
They	PP	they
are	VBP	be
literally	RB	literally
rocket	NN	rocket
scientists	NNS	scientist
.	SENT	.
They	PP	they
also	RB	also
tied	VBD	tie
the	DT	the
tampons	NNS	tampon
together	RB	together
by	IN	by
the	DT	the
strings	NNS	string
like	IN	like
sausages	NNS	sausage
.	SENT	.
One	CD	one
hundred	CD	hundred
tampons	NNS	tampon
.	SENT	.
A	DT	a
hundred	CD	hundred
tampons	NNS	tampon
.	SENT	.
I	PP	I
can	MD	can
picture	VB	picture
it	PP	it
now	RB	now
.	SENT	.
Come	VB	come
with	IN	with
me	PP	me
.	SENT	.
"	''	"
I	NP	I
'	POS	'
m	NN	m
Sally	NP	Sally
Ride	NN	ride
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
space	NN	space
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
walking	VBG	walk
tall	JJ	tall
.	SENT	.
I	PP	I
feel	VBP	feel
so	RB	so
proud	JJ	proud
.	SENT	.
Then	RB	then
I	PP	I
see	VBP	see
a	DT	a
man	NN	man
running	NN	running
panicked	VBD	panick
through	IN	through
the	DT	the
crowd	NN	crowd
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
holding	VBG	hold
a	DT	a
large	JJ	large
bag	NN	bag
.	SENT	.
I	PP	I
think	VBP	think
,	,	,
what	WP	what
can	MD	can
this	RB	this
be	VB	be
?	SENT	?
And	CC	and
then	RB	then
he	PP	he
hands	VBZ	hand
100	CD	@card@
tampons	NNS	tampon
to	TO	to
me	PP	me
.	SENT	.
And	CC	and
then	RB	then
he	PP	he
hands	VBZ	hand
100	CD	@card@
tampons	NNS	tampon
to	TO	to
me	PP	me
.	SENT	.
For	IN	for
one	CD	one
week	NN	week
.	SENT	.
"	''	"
"	``	"
They	PP	they
could	MD	could
have	VB	have
asked	VBN	ask
me	PP	me
.	SENT	.
I	PP	I
would	MD	would
have	VB	have
said	VBN	say
,	,	,
"	''	"
Maybe	RB	maybe
33	CD	@card@
.	SENT	.
"	''	"
"	``	"
Because	IN	because
even	RB	even
if	IN	if
it	PP	it
were	VBD	be
my	PP$	my
period	NN	period
week	NN	week
,	,	,
I	PP	I
might	MD	might
have	VB	have
already	RB	already
brought	VBN	bring
some	DT	some
with	IN	with
me	PP	me
.	SENT	.
"	''	"
"	''	"
But	CC	but
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
.	SENT	.
.	SENT	.
Thanks	NNS	thanks
,	,	,
I	PP	I
guess	VBP	guess
.	SENT	.
"	''	"
One	CD	one
hundred	CD	hundred
tampons	NNS	tampon
.	SENT	.
How	WRB	how
does	VBZ	do
she	PP	she
use	VB	use
a	DT	a
tampon	NN	tampon
when	WRB	when
they	PP	they
tied	VBD	tie
the	DT	the
strings	NNS	string
together	RB	together
?	SENT	?
One	CD	one
hundred	CD	hundred
tampons	NNS	tampon
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
hate	VBP	hate
me	PP	me
.	SENT	.
525	CD	@card@
,	,	,
600	CD	@card@
tampons	NNS	tampon
--	:	--
So	RB	so
sorry	JJ	sorry
,	,	,
525	CD	@card@
,	,	,
000	CD	@card@
tampons	NNS	tampon
in	IN	in
space	NN	space
.	SENT	.
Thank	VB	thank
you	PP	you
all	DT	all
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
I	PP	I
really	RB	really
appreciate	VB	appreciate
it	PP	it
.	SENT	.
So	RB	so
men	NNS	man
on	IN	on
the	DT	the
internet	NN	Internet
were	VBD	be
furious	JJ	furious
about	IN	about
this	DT	this
song	NN	song
.	SENT	.
Furious	JJ	furious
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
funny	JJ	funny
because	IN	because
honestly	RB	honestly
,	,	,
out	IN	out
of	IN	of
all	PDT	all
the	DT	the
feminist	JJ	feminist
comedy	NN	comedy
songs	NNS	song
that	IN	that
I	NP	I
'	POS	'
ve	NNS	<unknown>
written	VBN	write
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
absolute	JJ	absolute
tamest	JJS	tame
by	IN	by
far	RB	far
.	SENT	.
Like	IN	like
,	,	,
for	IN	for
example	NN	example
,	,	,
me	PP	me
and	CC	and
my	PP$	my
bandmate	NN	<unknown>
Isabel	NP	Isabel
Martin	NP	Martin
,	,	,
we	PP	we
wrote	VBD	write
a	DT	a
song	NN	song
called	VBN	call
"	``	"
All	DT	all
Older	JJR	old
White	NP	White
Men	NNS	man
Should	MD	should
Die	VB	die
.	SENT	.
"	``	"
So	IN	so
I	PP	I
really	RB	really
didn	NN	<unknown>
'	POS	'
t	NN	t
think	VBP	think
this	DT	this
would	MD	would
make	VB	make
them	PP	them
that	IN	that
angry	JJ	angry
.	SENT	.
I	PP	I
really	RB	really
didn	NN	<unknown>
'	POS	'
t	NN	t
.	SENT	.
But	CC	but
they	PP	they
were	VBD	be
enraged	VBN	enrage
.	SENT	.
So	RB	so
I	PP	I
wanted	VBD	want
to	TO	to
show	VB	show
you	PP	you
some	DT	some
of	IN	of
my	PP$	my
favorite	JJ	favorite
genres	NNS	genre
of	IN	of
comments	NNS	comment
that	IN	that
I	PP	I
got	VBD	get
.	SENT	.
So	IN	so
this	DT	this
first	JJ	first
one	CD	one
,	,	,
we	PP	we
have	VBP	have
what	WP	what
I	PP	I
call	VBP	call
the	DT	the
honest	JJ	honest
critic	NN	critic
,	,	,
just	RB	just
offering	VBG	offer
a	DT	a
critique	NN	critique
.	SENT	.
OK	UH	OK
,	,	,
so	IN	so
he	PP	he
starts	VBZ	start
,	,	,
"	``	"
It	PP	it
was	VBD	be
funny	JJ	funny
at	IN	at
first	JJ	first
but	CC	but
then	RB	then
she	PP	she
ruined	VBD	ruin
it	PP	it
.	SENT	.
"	``	"
OK	UH	OK
,	,	,
all	DT	all
right	NN	right
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
hear	VBP	hear
him	PP	him
out	RP	out
.	SENT	.
Someone	NN	someone
said	VBD	say
,	,	,
"	``	"
Please	UH	please
elaborate	VB	elaborate
.	SENT	.
"	''	"
All	DT	all
right	NN	right
,	,	,
you	PP	you
have	VBP	have
criticism	NN	criticism
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
hear	VBP	hear
it	PP	it
.	SENT	.
"	''	"
She	PP	she
kept	VBD	keep
yappin	NP	<unknown>
'	POS	'
about	IN	about
the	DT	the
tampons	NNS	tampon
.	SENT	.
"	``	"
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
Fair	JJ	fair
.	SENT	.
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
take	VB	take
that	DT	that
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
to	TO	to
be	VB	be
honest	JJ	honest
,	,	,
the	DT	the
tampons	NNS	tampon
is	VBZ	be
sort	NN	sort
of	IN	of
a	DT	a
central	JJ	central
part	NN	part
of	IN	of
the	DT	the
song	NN	song
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
ll	NNS	<unknown>
take	VBP	take
the	DT	the
note	NN	note
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
work	VBP	work
it	PP	it
going	VBG	go
forward	RB	forward
.	SENT	.
This	DT	this
next	JJ	next
one	CD	one
I	PP	I
call	VBP	call
the	DT	the
microgravity	NN	microgravity
expert	NN	expert
.	SENT	.
And	CC	and
this	DT	this
was	VBD	be
an	DT	an
absolutely	RB	absolutely
amazing	JJ	amazing
phenomenon	NN	phenomenon
,	,	,
because	IN	because
what	WDT	what
happened	VBD	happen
was	VBD	be
somehow	RB	somehow
within	IN	within
the	DT	the
three	CD	three
to	TO	to
four	CD	four
minutes	NNS	minute
of	IN	of
my	PP$	my
song	NN	song
,	,	,
thousands	NNS	thousand
of	IN	of
men	NNS	man
on	IN	on
the	DT	the
internet	NN	Internet
became	VBD	become
experts	NNS	expert
in	IN	in
microgravity	NN	microgravity
and	CC	and
menstruation	NN	menstruation
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	WDT	that
is	VBZ	be
so	RB	so
impressive	JJ	impressive
,	,	,
because	IN	because
normally	RB	normally
that	DT	that
sort	NN	sort
of	IN	of
takes	VBZ	take
years	NNS	year
to	TO	to
really	RB	really
understand	VB	understand
.	SENT	.
But	CC	but
they	PP	they
got	VBD	get
it	PP	it
like	IN	like
that	DT	that
,	,	,
and	CC	and
I	PP	I
just	RB	just
think	VBP	think
that	WDT	that
is	VBZ	be
huge	JJ	huge
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
At	IN	at
that	DT	that
time	NN	time
,	,	,
nobody	NN	nobody
had	VBD	have
experienced	VBN	experience
having	VBG	have
a	DT	a
period	NN	period
in	IN	in
microgravity	NN	microgravity
.	SENT	.
Relax	VB	relax
.	SENT	.
"	''	"
Because	IN	because
really	RB	really
,	,	,
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
they	PP	they
'	POS	'
re	NN	re
angry	JJ	angry
about	RB	about
,	,	,
as	IN	as
they	PP	they
'	POS	'
re	NN	re
sitting	VBG	sit
at	IN	at
their	PP$	their
computer	NN	computer
,	,	,
like	VB	like
,	,	,
"	``	"
Stop	NP	Stop
laughing	VBG	laugh
!	SENT	!
It	PP	it
isn	NP	isn
'	POS	'
t	NN	t
funny	JJ	funny
!	SENT	!
"	``	"
This	DT	this
next	JJ	next
comment	NN	comment
,	,	,
this	DT	this
pissed	VBD	piss
me	PP	me
off	RB	off
more	RBR	more
than	IN	than
anything	NN	anything
.	SENT	.
This	DT	this
type	NN	type
of	IN	of
comment	NN	comment
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
show	VBP	show
you	PP	you
.	SENT	.
"	''	"
Look	VB	look
up	RP	up
Bo	NP	Bo
Burnham	NP	Burnham
,	,	,
if	IN	if
you	PP	you
