There	EX	there
communities	NNS	community
can	MD	can
reflect	VB	reflect
our	PP$	our
needs	NNS	need
and	CC	and
dreams	NNS	dream
today	NN	today
?	SENT	?
Now	RB	now
,	,	,
I	PP	I
live	VBP	live
in	IN	in
New	NP	New
Orleans	NP	Orleans
,	,	,
and	CC	and
I	PP	I
am	VBP	be
in	IN	in
love	NN	love
with	IN	with
New	NP	New
Orleans	NP	Orleans
.	SENT	.
My	PP$	my
soul	NN	soul
is	VBZ	be
always	RB	always
soothed	VBN	soothe
by	IN	by
the	DT	the
giant	JJ	giant
live	JJ	live
oak	NN	oak
trees	NNS	tree
,	,	,
shading	VBG	shade
lovers	NNS	lover
,	,	,
drunks	NNS	drunk
and	CC	and
dreamers	NNS	dreamer
for	IN	for
hundreds	NNS	hundred
of	IN	of
years	NNS	year
,	,	,
and	CC	and
I	PP	I
trust	VBP	trust
a	DT	a
city	NN	city
that	WDT	that
always	RB	always
makes	VBZ	make
way	NN	way
for	IN	for
music	NN	music
.	SENT	.
I	PP	I
feel	VBP	feel
like	IN	like
every	DT	every
time	NN	time
someone	NN	someone
sneezes	NNS	sneeze
,	,	,
New	NP	New
Orleans	NP	Orleans
has	VBZ	have
a	DT	a
parade	NN	parade
.	SENT	.
The	DT	the
city	NN	city
has	VBZ	have
some	DT	some
of	IN	of
the	DT	the
most	RBS	most
beautiful	JJ	beautiful
architecture	NN	architecture
in	IN	in
the	DT	the
world	NN	world
,	,	,
but	CC	but
it	PP	it
also	RB	also
has	VBZ	have
one	CD	one
of	IN	of
the	DT	the
highest	JJS	high
amounts	NNS	amount
of	IN	of
abandoned	VBN	abandon
properties	NNS	property
in	IN	in
America	NP	America
.	SENT	.
I	PP	I
live	VBP	live
near	IN	near
this	DT	this
house	NN	house
,	,	,
and	CC	and
I	PP	I
thought	VBD	think
about	RB	about
how	WRB	how
I	PP	I
could	MD	could
make	VB	make
it	PP	it
a	DT	a
nicer	JJR	nice
space	NN	space
for	IN	for
my	PP$	my
neighborhood	NN	neighborhood
,	,	,
and	CC	and
I	PP	I
also	RB	also
thought	VBD	think
about	IN	about
something	NN	something
that	WDT	that
changed	VBD	change
my	PP$	my
life	NN	life
forever	RB	forever
.	SENT	.
In	IN	in
2009	CD	@card@
,	,	,
I	PP	I
lost	VBD	lose
someone	NN	someone
I	PP	I
loved	VBD	love
very	RB	very
much	RB	much
.	SENT	.
Her	PP$	her
name	NN	name
was	VBD	be
Joan	NP	Joan
,	,	,
and	CC	and
she	PP	she
was	VBD	be
a	DT	a
mother	NN	mother
to	TO	to
me	PP	me
.	SENT	.
And	CC	and
her	PP$	her
death	NN	death
was	VBD	be
sudden	JJ	sudden
and	CC	and
unexpected	JJ	unexpected
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
about	IN	about
death	NN	death
a	DT	a
lot	NN	lot
.	SENT	.
And	CC	and
.	SENT	.
.	SENT	.
.	SENT	.
this	DT	this
made	VBD	make
me	PP	me
feel	VBP	feel
deep	JJ	deep
gratitude	NN	gratitude
for	IN	for
the	DT	the
time	NN	time
I	PP	I
'	POS	'
ve	NN	ve
had	VBD	have
.	SENT	.
And	CC	and
.	SENT	.
.	SENT	.
.	SENT	.
brought	VBN	bring
clarity	NN	clarity
to	TO	to
the	DT	the
things	NNS	thing
that	WDT	that
are	VBP	be
meaningful	JJ	meaningful
to	TO	to
my	PP$	my
life	NN	life
now	RB	now
.	SENT	.
But	CC	but
I	PP	I
struggle	VBP	struggle
to	TO	to
maintain	VB	maintain
this	DT	this
perspective	NN	perspective
in	IN	in
my	PP$	my
daily	JJ	daily
life	NN	life
.	SENT	.
I	PP	I
feel	VBP	feel
like	IN	like
it	PP	it
'	POS	'
s	NN	S
easy	JJ	easy
to	TO	to
get	VB	get
caught	VBN	catch
up	RP	up
in	IN	in
the	DT	the
day-to-day	JJ	day-to-day
,	,	,
and	CC	and
forget	VB	forget
what	WP	what
really	RB	really
matters	VBZ	matter
to	TO	to
you	PP	you
.	SENT	.
So	RB	so
with	IN	with
help	NN	help
from	IN	from
old	JJ	old
and	CC	and
new	JJ	new
friends	NNS	friend
,	,	,
I	PP	I
turned	VBD	turn
the	DT	the
side	NN	side
of	IN	of
this	DT	this
abandoned	VBN	abandon
house	NN	house
into	IN	into
a	DT	a
giant	JJ	giant
chalkboard	NN	chalkboard
,	,	,
and	CC	and
stenciled	VBD	stencil
it	PP	it
with	IN	with
a	DT	a
fill-in-the-blank	NN	fill-in-the-blank
sentence	NN	sentence
:	:	:
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
.	SENT	.
.	SENT	.
.	SENT	.
"	''	"
So	RB	so
anyone	NN	anyone
walking	VBG	walk
by	IN	by
can	MD	can
pick	VB	pick
up	RP	up
a	DT	a
piece	NN	piece
of	IN	of
chalk	NN	chalk
,	,	,
reflect	VBP	reflect
on	IN	on
their	PP$	their
life	NN	life
,	,	,
and	CC	and
share	VB	share
their	PP$	their
personal	JJ	personal
aspirations	NNS	aspiration
in	IN	in
public	JJ	public
space	NN	space
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
to	TO	to
expect	VB	expect
from	IN	from
this	DT	this
experiment	NN	experiment
,	,	,
but	CC	but
by	IN	by
the	DT	the
next	JJ	next
day	NN	day
,	,	,
the	DT	the
wall	NN	wall
was	VBD	be
entirely	RB	entirely
filled	VBN	fill
out	RP	out
,	,	,
and	CC	and
it	PP	it
kept	VBD	keep
growing	VBG	grow
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
share	VB	share
a	DT	a
few	JJ	few
things	NNS	thing
that	IN	that
people	NNS	people
wrote	VBD	write
on	IN	on
this	DT	this
wall	NN	wall
.	SENT	.
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
tried	VBN	try
for	IN	for
piracy	NN	piracy
.	SENT	.
"	''	"
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
straddle	VB	straddle
the	DT	the
International	NP	International
Dateline	NN	dateline
.	SENT	.
"	''	"
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
sing	VB	sing
for	IN	for
millions	NNS	million
.	SENT	.
"	''	"
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
plant	VB	plant
a	DT	a
tree	NN	tree
.	SENT	.
"	''	"
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
live	VB	live
off	RP	off
the	DT	the
grid	NN	grid
.	SENT	.
"	''	"
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
hold	VB	hold
her	PP$	her
one	CD	one
more	JJR	more
time	NN	time
.	SENT	.
"	''	"
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
someone	NN	someone
'	POS	'
s	NN	S
cavalry	NN	cavalry
.	SENT	.
"	''	"
"	``	"
Before	IN	before
I	PP	I
die	VBP	die
,	,	,
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
completely	RB	completely
myself	PP	myself
.	SENT	.
"	''	"
So	IN	so
this	DT	this
neglected	JJ	neglected
space	NN	space
became	VBD	become
a	DT	a
constructive	JJ	constructive
one	CD	one
,	,	,
and	CC	and
people	NNS	people
'	POS	'
s	NN	S
hopes	NNS	hope
and	CC	and
dreams	NNS	dream
made	VBD	make
me	PP	me
laugh	VB	laugh
out	RP	out
loud	RB	loud
,	,	,
tear	VB	tear
up	RP	up
,	,	,
and	CC	and
they	PP	they
consoled	VBD	console
me	PP	me
during	IN	during
my	PP$	my
own	JJ	own
tough	JJ	tough
times	NNS	time
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
about	IN	about
knowing	VBG	know
you	PP	you
'	POS	'
re	NN	re
not	RB	not
alone	RB	alone
;	:	;
it	PP	it
'	POS	'
s	NN	S
about	IN	about
understanding	VBG	understand
our	PP$	our
neighbors	NNS	neighbor
in	IN	in
new	JJ	new
and	CC	and
enlightening	JJ	enlightening
ways	NNS	way
;	:	;
it	PP	it
'	POS	'
s	NN	S
about	IN	about
making	VBG	make
space	NN	space
for	IN	for
reflection	NN	reflection
and	CC	and
contemplation	NN	contemplation
,	,	,
and	CC	and
remembering	VBG	remember
what	WP	what
really	RB	really
matters	VBZ	matter
most	JJS	most
to	TO	to
us	PP	us
as	IN	as
we	PP	we
grow	VBP	grow
and	CC	and
change	VBP	change
.	SENT	.
I	PP	I
made	VBD	make
this	DT	this
last	JJ	last
year	NN	year
,	,	,
and	CC	and
started	VBD	start
receiving	VBG	receive
hundreds	NNS	hundred
of	IN	of
messages	NNS	message
from	IN	from
passionate	JJ	passionate
people	NNS	people
who	WP	who
wanted	VBD	want
to	TO	to
make	VB	make
a	DT	a
wall	NN	wall
with	IN	with
their	PP$	their
community	NN	community
.	SENT	.
So	RB	so
,	,	,
my	PP$	my
civic	JJ	civic
center	NN	center
colleagues	NNS	colleague
and	CC	and
I	PP	I
made	VBD	make
a	DT	a
tool	NN	tool
kit	NN	kit
,	,	,
and	CC	and
now	RB	now
walls	NNS	wall
have	VBP	have
been	VBN	be
made	VBN	make
in	IN	in
countries	NNS	country
around	IN	around
the	DT	the
world	NN	world
,	,	,
including	VBG	include
Kazakhstan	NP	Kazakhstan
,	,	,
South	NP	South
Africa	NP	Africa
,	,	,
Australia	NP	Australia
,	,	,
Argentina	NP	Argentina
,	,	,
and	CC	and
beyond	IN	beyond
.	SENT	.
Together	RB	together
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
shown	VBN	show
how	WRB	how
powerful	JJ	powerful
our	PP$	our
public	JJ	public
spaces	NNS	space
can	MD	can
be	VB	be
if	IN	if
we	PP	we
'	POS	'
re	NN	re
given	VBN	give
the	DT	the
opportunity	NN	opportunity
to	TO	to
have	VB	have
a	DT	a
voice	NN	voice
,	,	,
and	CC	and
share	NN	share
more	JJR	more
with	IN	with
one	CD	one
another	DT	another
.	SENT	.
Two	CD	two
of	IN	of
the	DT	the
most	RBS	most
valuable	JJ	valuable
things	NNS	thing
we	PP	we
have	VBP	have
are	NN	are
time	NN	time
,	,	,
and	CC	and
our	PP$	our
relationships	NNS	relationship
with	IN	with
other	JJ	other
people	NNS	people
.	SENT	.
In	IN	in
our	PP$	our
age	NN	age
of	IN	of
increasing	VBG	increase
distractions	NNS	distraction
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
more	RBR	more
important	JJ	important
than	IN	than
ever	RB	ever
to	TO	to
find	VB	find
ways	NNS	way
to	TO	to
maintain	VB	maintain
perspective	NN	perspective
,	,	,
and	CC	and
remember	VBP	remember
that	IN	that
life	NN	life
is	VBZ	be
brief	JJ	brief
and	CC	and
tender	NN	tender
.	SENT	.
Death	NN	death
is	VBZ	be
something	NN	something
that	IN	that
we	PP	we
'	POS	'
re	NN	re
often	RB	often
discouraged	VBN	discourage
to	TO	to
talk	VB	talk
about	RB	about
,	,	,
or	CC	or
even	RB	even
think	VBP	think
about	RB	about
,	,	,
but	CC	but
I	PP	I
'	POS	'
ve	NN	ve
realized	VBD	realize
that	IN	that
preparing	VBG	prepare
for	IN	for
death	NN	death
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
empowering	VBG	empower
things	NNS	thing
you	PP	you
can	MD	can
do	VB	do
.	SENT	.
Thinking	VBG	think
about	IN	about
death	NN	death
clarifies	VBZ	clarify
your	PP$	your
life	NN	life
.	SENT	.
Our	PP$	our
shared	JJ	shared
spaces	NNS	space
can	MD	can
better	RBR	well
reflect	VB	reflect
what	WP	what
matters	VBZ	matter
to	TO	to
us	PP	us
,	,	,
as	IN	as
individuals	NNS	individual
and	CC	and
as	IN	as
a	DT	a
community	NN	community
,	,	,
and	CC	and
with	IN	with
more	JJR	more
ways	NNS	way
to	TO	to
share	VB	share
our	PP$	our
hopes	NNS	hope
,	,	,
fears	NNS	fear
and	CC	and
stories	NNS	story
,	,	,
the	DT	the
people	NNS	people
around	IN	around
us	PP	us
can	MD	can
not	RB	not
only	RB	only
help	VB	help
us	PP	us
make	VB	make
better	JJR	good
places	NNS	place
,	,	,
they	PP	they
can	MD	can
help	VB	help
us	PP	us
lead	VB	lead
better	JJR	good
lives	NNS	life
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
