Greg	NP	Greg
in	IN	in
the	DT	the
animal	JJ	animal
kingdom	NN	kingdom
?	SENT	?
One	CD	one
,	,	,
it	PP	it
'	POS	'
s	NN	S
the	DT	the
eyes	NNS	eye
.	SENT	.
It	PP	it
has	VBZ	have
near	JJ	near
360-degree	JJ	<unknown>
vision	NN	vision
.	SENT	.
Two	CD	two
,	,	,
the	DT	the
wings	NNS	wing
.	SENT	.
With	IN	with
individual	JJ	individual
control	NN	control
of	IN	of
its	PP$	its
wings	NNS	wing
,	,	,
the	DT	the
dragonfly	NN	dragonfly
can	MD	can
move	VB	move
precisely	RB	precisely
in	IN	in
any	DT	any
direction	NN	direction
.	SENT	.
But	CC	but
the	DT	the
real	JJ	real
secret	NN	secret
to	TO	to
the	DT	the
dragonfly	NN	dragonfly
'	POS	'
s	NN	S
success	NN	success
is	VBZ	be
how	WRB	how
its	PP$	its
brain	NN	brain
coordinates	VBZ	coordinate
this	DT	this
complex	JJ	complex
information	NN	information
between	IN	between
the	DT	the
eyes	NNS	eye
and	CC	and
the	DT	the
wings	NNS	wing
and	CC	and
turns	VBZ	turn
hunting	NN	hunting
into	IN	into
a	DT	a
simple	JJ	simple
reflex	NN	reflex
.	SENT	.
To	TO	to
study	VB	study
this	DT	this
,	,	,
Jaimie	NP	Jaimie
'	POS	'
s	RB	<unknown>
been	VBN	be
spending	VBG	spend
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
socializing	VBG	socialize
with	IN	with
dragonflies	NNS	dragonfly
.	SENT	.
What	WP	what
do	VBP	do
you	PP	you
need	VBP	need
to	TO	to
do	VB	do
your	PP$	your
experiments	NNS	experiment
?	SENT	?
Jaimie	NP	Jaimie
Spahr	NP	Spahr
:	:	:
First	JJ	first
of	IN	of
all	DT	all
,	,	,
you	PP	you
need	VBP	need
dragonflies	NNS	dragonfly
.	SENT	.
Oliver	NP	Oliver
:	:	:
I	PP	I
have	VBP	have
a	DT	a
mesh	NN	mesh
cage	NN	cage
to	TO	to
catch	VB	catch
the	DT	the
dragonflies	NNS	dragonfly
.	SENT	.
JS	NNS	<unknown>
:	:	:
The	DT	the
more	RBR	more
I	PP	I
worked	VBD	work
with	IN	with
them	PP	them
,	,	,
the	DT	the
more	JJR	more
terrified	VBN	terrify
I	PP	I
got	VBD	get
of	IN	of
them	PP	them
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
actually	RB	actually
very	RB	very
scary	JJ	scary
,	,	,
especially	RB	especially
under	IN	under
a	DT	a
microscope	NN	microscope
.	SENT	.
They	PP	they
have	VBP	have
really	RB	really
sharp	JJ	sharp
mandibles	NNS	mandible
,	,	,
are	VBP	be
generally	RB	generally
pretty	RB	pretty
aggressive	JJ	aggressive
,	,	,
which	WDT	which
I	PP	I
guess	VBP	guess
also	RB	also
helps	VBZ	help
them	PP	them
to	TO	to
be	VB	be
really	RB	really
good	JJ	good
predators	NNS	predator
.	SENT	.
GG	NP	GG
:	:	:
In	IN	in
order	NN	order
to	TO	to
learn	VB	learn
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
inside	IN	inside
the	DT	the
dragonfly	NN	dragonfly
'	POS	'
s	NN	S
brain	NN	brain
when	WRB	when
it	PP	it
sees	VBZ	see
a	DT	a
prey	NN	prey
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
eavesdrop	VB	eavesdrop
in	IN	in
on	IN	on
a	DT	a
conversation	NN	conversation
between	IN	between
the	DT	the
eyes	NNS	eye
and	CC	and
the	DT	the
wings	NNS	wing
,	,	,
and	CC	and
to	TO	to
do	VB	do
that	IN	that
,	,	,
we	PP	we
need	VBP	need
to	TO	to
anesthetize	VB	anesthetize
the	DT	the
dragonfly	NN	dragonfly
on	IN	on
ice	NN	ice
and	CC	and
make	VBP	make
sure	RB	sure
we	PP	we
protect	VB	protect
its	PP$	its
wings	NNS	wing
so	RB	so
that	IN	that
we	PP	we
can	MD	can
release	VB	release
it	PP	it
afterwards	RB	afterwards
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
dragonfly	NN	dragonfly
'	POS	'
s	NN	S
brain	NN	brain
is	VBZ	be
made	VBN	make
up	RP	up
of	IN	of
specialized	JJ	specialized
cells	NNS	cell
called	VBD	call
neurons	NNS	neuron
and	CC	and
these	DT	these
neurons	NNS	neuron
are	VBP	be
what	WP	what
allow	VBP	allow
the	DT	the
dragonfly	NN	dragonfly
to	TO	to
see	VB	see
and	CC	and
move	VB	move
so	RB	so
quickly	RB	quickly
.	SENT	.
The	DT	the
individual	JJ	individual
neurons	NNS	neuron
form	VBP	form
circuits	NNS	circuit
by	IN	by
connecting	VBG	connect
to	TO	to
each	DT	each
other	JJ	other
via	IN	via
long	JJ	long
,	,	,
tiny	JJ	tiny
threads	NNS	thread
called	VBD	call
axons	NNS	axon
and	CC	and
the	DT	the
neurons	NNS	neuron
communicate	VBP	communicate
over	IN	over
these	DT	these
axons	NNS	axon
using	VBG	use
electricity	NN	electricity
.	SENT	.
In	IN	in
the	DT	the
dragonfly	NN	dragonfly
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
place	VB	place
little	JJ	little
metal	NN	metal
wires	NNS	wire
,	,	,
or	CC	or
electrodes	NNS	electrode
,	,	,
along	IN	along
the	DT	the
axon	NN	axon
tracks	VBZ	track
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
'	POS	'
s	NN	S
really	RB	really
cool	JJ	cool
.	SENT	.
In	IN	in
the	DT	the
dragonfly	NN	dragonfly
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
only	JJ	only
16	CD	@card@
neurons	NNS	neuron
;	:	;
that	WDT	that
'	POS	'
s	NN	S
eight	CD	eight
per	IN	per
eye	NN	eye
that	WDT	that
tell	VBP	tell
the	DT	the
wings	NNS	wing
exactly	RB	exactly
where	WRB	where
the	DT	the
target	NN	target
is	VBZ	be
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
placed	VBD	place
the	DT	the
electrodes	NNS	electrode
so	RB	so
that	IN	that
we	PP	we
can	MD	can
record	VB	record
from	IN	from
these	DT	these
neurons	NNS	neuron
that	WDT	that
connect	VBP	connect
the	DT	the
eyes	NNS	eye
to	TO	to
the	DT	the
wings	NNS	wing
.	SENT	.
Whenever	WRB	whenever
a	DT	a
message	NN	message
is	VBZ	be
being	VBG	be
passed	VBN	pass
from	IN	from
the	DT	the
eye	NN	eye
to	TO	to
the	DT	the
wing	NN	wing
,	,	,
our	PP$	our
electrode	NN	electrode
intercepts	VBZ	intercept
that	DT	that
conversation	NN	conversation
in	IN	in
the	DT	the
form	NN	form
of	IN	of
an	DT	an
electrical	JJ	electrical
current	NN	current
,	,	,
and	CC	and
it	PP	it
amplifies	VBZ	amplify
it	PP	it
.	SENT	.
Now	RB	now
,	,	,
we	PP	we
can	MD	can
both	CC	both
hear	VB	hear
it	PP	it
and	CC	and
see	VB	see
it	PP	it
in	IN	in
the	DT	the
form	NN	form
of	IN	of
a	DT	a
spike	NN	spike
,	,	,
which	WDT	which
we	PP	we
also	RB	also
call	VBP	call
an	DT	an
action	NN	action
potential	NN	potential
.	SENT	.
Now	RB	now
let	VB	let
'	''	'
s	NNS	<unknown>
listen	VBP	listen
in	IN	in
.	SENT	.
Right	RB	right
now	RB	now
,	,	,
we	PP	we
have	VBP	have
the	DT	the
dragonfly	NN	dragonfly
flipped	VBD	flip
upside	RB	upside
down	RB	down
,	,	,
so	IN	so
he	PP	he
'	POS	'
s	NNS	<unknown>
looking	VBG	look
down	RP	down
towards	IN	towards
the	DT	the
ground	NN	ground
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
take	VB	take
a	DT	a
prey	NN	prey
,	,	,
or	CC	or
what	WP	what
we	PP	we
sometimes	RB	sometimes
call	VBP	call
a	DT	a
target	NN	target
.	SENT	.
In	IN	in
this	DT	this
case	NN	case
,	,	,
the	DT	the
target	NN	target
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
fake	JJ	fake
fly	NN	fly
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
move	VB	move
it	PP	it
into	IN	into
the	DT	the
dragonfly	NN	dragonfly
'	POS	'
s	NN	S
sights	NNS	sight
.	SENT	.
Oh	UH	oh
!	SENT	!
Oh	UH	oh
,	,	,
look	VB	look
at	IN	at
that	DT	that
.	SENT	.
Look	VB	look
at	IN	at
that	DT	that
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
only	RB	only
in	IN	in
one	CD	one
direction	NN	direction
.	SENT	.
Oh	UH	oh
,	,	,
yes	UH	yes
!	SENT	!
You	PP	you
don	VBP	don
'	''	'
t	NN	t
see	VB	see
any	DT	any
spikes	NNS	spike
when	WRB	when
I	PP	I
go	VBP	go
forward	RB	forward
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
all	RB	all
when	WRB	when
I	PP	I
come	VBP	come
back	RB	back
.	SENT	.
In	IN	in
our	PP$	our
experiments	NNS	experiment
,	,	,
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
see	VB	see
that	IN	that
the	DT	the
neurons	NNS	neuron
of	IN	of
the	DT	the
dragonfly	NN	dragonfly
fired	VBD	fire
when	WRB	when
we	PP	we
moved	VBD	move
the	DT	the
target	NN	target
in	IN	in
one	CD	one
direction	NN	direction
but	CC	but
not	RB	not
the	DT	the
other	JJ	other
.	SENT	.
Now	RB	now
,	,	,
why	WRB	why
is	VBZ	be
that	RB	that
?	SENT	?
Remember	VB	remember
when	WRB	when
I	PP	I
said	VBD	say
that	IN	that
the	DT	the
dragonfly	NN	dragonfly
had	VBD	have
near	JJ	near
360-degree	JJ	<unknown>
vision	NN	vision
.	SENT	.
Well	RB	well
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
section	NN	section
of	IN	of
the	DT	the
eye	NN	eye
called	VBD	call
the	DT	the
fovea	NN	fovea
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
part	NN	part
that	WDT	that
has	VBZ	have
the	DT	the
sharpest	JJS	sharp
visual	JJ	visual
acuity	NN	acuity
,	,	,
and	CC	and
you	PP	you
can	MD	can
think	VB	think
of	IN	of
it	PP	it
as	IN	as
its	PP$	its
crosshairs	NNS	crosshair
.	SENT	.
Remember	VB	remember
when	WRB	when
I	PP	I
told	VBD	tell
you	PP	you
the	DT	the
dragonfly	NN	dragonfly
had	VBD	have
individual	JJ	individual
precise	JJ	precise
control	NN	control
of	IN	of
its	PP$	its
wings	NNS	wing
?	SENT	?
When	WRB	when
a	DT	a
dragonfly	NN	dragonfly
sees	VBZ	see
its	PP$	its
prey	NN	prey
,	,	,
it	PP	it
trains	VBZ	train
its	PP$	its
crosshairs	NNS	crosshair
on	IN	on
it	PP	it
and	CC	and
along	IN	along
its	PP$	its
axons	NNS	axon
it	PP	it
sends	VBZ	send
messages	NNS	message
only	RB	only
to	TO	to
the	DT	the
neurons	NNS	neuron
that	WDT	that
control	VBP	control
the	DT	the
parts	NNS	part
of	IN	of
the	DT	the
wings	NNS	wing
that	WDT	that
are	VBP	be
needed	VBN	need
to	TO	to
keep	VB	keep
that	DT	that
dragonfly	NN	dragonfly
on	IN	on
target	NN	target
.	SENT	.
So	RB	so
if	IN	if
the	DT	the
prey	NN	prey
is	VBZ	be
on	IN	on
the	DT	the
left	NN	left
of	IN	of
the	DT	the
dragonfly	NN	dragonfly
,	,	,
only	RB	only
the	DT	the
neurons	NNS	neuron
that	WDT	that
are	VBP	be
tugging	VBG	tug
the	DT	the
wings	NNS	wing
to	TO	to
the	DT	the
left	NN	left
are	VBP	be
fired	VBN	fire
.	SENT	.
And	CC	and
if	IN	if
the	DT	the
prey	NN	prey
moves	VBZ	move
to	TO	to
the	DT	the
right	NN	right
of	IN	of
the	DT	the
dragonfly	NN	dragonfly
,	,	,
those	DT	those
same	JJ	same
neurons	NNS	neuron
are	VBP	be
not	RB	not
needed	VBN	need
,	,	,
so	IN	so
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
remain	VB	remain
quiet	JJ	quiet
.	SENT	.
And	CC	and
the	DT	the
dragonfly	NN	dragonfly
speeds	VBZ	speed
toward	IN	toward
the	DT	the
prey	NN	prey
at	IN	at
a	DT	a
fixed	VBN	fix
angle	NN	angle
that	RB	that
'	POS	'
s	NN	S
communicated	VBD	communicate
by	IN	by
this	DT	this
crosshairs	NNS	crosshair
to	TO	to
the	DT	the
wings	NNS	wing
,	,	,
and	CC	and
then	RB	then
boom	NN	boom
,	,	,
dinner	NN	dinner
.	SENT	.
Now	RB	now
,	,	,
all	PDT	all
this	DT	this
happens	VBZ	happen
in	IN	in
a	DT	a
split	NN	split
second	NN	second
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
effortless	JJ	effortless
for	IN	for
the	DT	the
dragonfly	NN	dragonfly
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
almost	RB	almost
like	IN	like
a	DT	a
reflex	NN	reflex
.	SENT	.
And	CC	and
this	DT	this
whole	NN	whole
incredibly	RB	incredibly
efficient	JJ	efficient
process	NN	process
is	VBZ	be
called	VBN	call
fixation	NN	fixation
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
one	CD	one
more	JJR	more
story	NN	story
to	TO	to
this	DT	this
process	NN	process
.	SENT	.
We	PP	we
saw	VBD	see
how	WRB	how
the	DT	the
neurons	NNS	neuron
respond	VBP	respond
to	TO	to
movements	NNS	movement
,	,	,
but	CC	but
how	WRB	how
does	VBZ	do
the	DT	the
dragonfly	NN	dragonfly
know	VBP	know
that	DT	that
something	NN	something
really	RB	really
is	VBZ	be
prey	NN	prey
?	SENT	?
This	DT	this
is	VBZ	be
where	WRB	where
size	NN	size
matters	NNS	matter
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
show	VBP	show
the	DT	the
dragonfly	NN	dragonfly
a	DT	a
series	NN	series
of	IN	of
dots	NNS	dot
.	SENT	.
Oh	UH	oh
,	,	,
yeah	RB	yeah
!	SENT	!
JS	NNS	<unknown>
:	:	:
Yeah	RB	yeah
,	,	,
it	PP	it
prefers	VBZ	prefer
that	IN	that
one	CD	one
.	SENT	.
GG	NP	GG
:	:	:
Out	IN	out
of	IN	of
all	PDT	all
the	DT	the
sizes	NNS	size
,	,	,
we	PP	we
found	VBD	find
that	IN	that
the	DT	the
dragonfly	NN	dragonfly
responded	VBD	respond
to	TO	to
smaller	JJR	small
targets	NNS	target
over	IN	over
larger	JJR	large
ones	NNS	one
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
the	DT	the
dragonfly	NN	dragonfly
was	VBD	be
programmed	VBN	programme
to	TO	to
go	VB	go
after	IN	after
smaller	JJR	small
flies	NNS	fly
versus	IN	versus
something	NN	something
much	RB	much
larger	JJR	large
,	,	,
like	IN	like
a	DT	a
bird	NN	bird
.	SENT	.
And	CC	and
as	RB	as
soon	RB	soon
as	IN	as
it	PP	it
recognizes	VBZ	recognize
something	NN	something
as	IN	as
prey	NN	prey
,	,	,
that	DT	that
poor	JJ	poor
little	JJ	little
fly	NN	fly
only	RB	only
has	VBZ	have
seconds	NNS	second
to	TO	to
live	VB	live
.	SENT	.
Today	NN	today
we	PP	we
got	VBD	get
to	TO	to
see	VB	see
how	WRB	how
the	DT	the
dragonfly	NN	dragonfly
'	POS	'
s	NN	S
brain	NN	brain
works	VBZ	work
to	TO	to
make	VB	make
it	PP	it
a	DT	a
very	RB	very
efficient	JJ	efficient
killer	NN	killer
.	SENT	.
And	CC	and
let	VB	let
'	''	'
s	NN	S
be	VB	be
thankful	JJ	thankful
that	IN	that
we	PP	we
didn	NNS	<unknown>
'	POS	'
t	NN	t
live	VBP	live
300	CD	@card@
million	CD	million
years	NNS	year
ago	RB	ago
when	WRB	when
dragonflies	NNS	dragonfly
were	VBD	be
the	DT	the
size	NN	size
of	IN	of
cats	NNS	cat
.	SENT	.
