Good	JJ	good
and	CC	and
do	VB	do
then	RB	then
—	:	-
I	PP	I
notice	VBP	notice
it	PP	it
took	VBD	take
some	DT	some
of	IN	of
you	PP	you
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
time	NN	time
to	TO	to
get	VB	get
your	PP$	your
answer	NN	answer
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
a	DT	a
shortcut	NN	shortcut
for	IN	for
multiplying	VBG	multiply
even	RB	even
faster	RBR	faster
on	IN	on
the	DT	the
calculator	NN	calculator
.	SENT	.
There	EX	there
is	VBZ	be
something	NN	something
called	VBD	call
the	DT	the
square	NN	square
of	IN	of
a	DT	a
number	NN	number
,	,	,
which	WDT	which
most	JJS	most
of	IN	of
you	PP	you
know	VBP	know
is	VBZ	be
taking	VBG	take
a	DT	a
number	NN	number
and	CC	and
multiplying	VBG	multiply
it	PP	it
by	IN	by
itself	PP	itself
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
five	CD	five
squared	VBD	square
would	MD	would
be	VB	be
?	SENT	?
Audience	NN	audience
:	:	:
25	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
25	LS	@card@
.	SENT	.
The	DT	the
way	NN	way
we	PP	we
can	MD	can
square	VB	square
on	IN	on
most	JJS	most
calculators	NNS	calculator
—	:	-
let	VB	let
me	PP	me
demonstrate	VB	demonstrate
with	IN	with
this	DT	this
one	CD	one
—	:	-
is	VBZ	be
by	IN	by
taking	VBG	take
the	DT	the
number	NN	number
,	,	,
such	JJ	such
as	IN	as
five	CD	five
,	,	,
hitting	VBG	hit
"	``	"
times	NNS	time
"	''	"
and	CC	and
then	RB	then
"	``	"
equals	VBZ	equal
,	,	,
"	``	"
and	CC	and
on	IN	on
most	JJS	most
calculators	NNS	calculator
that	WDT	that
will	MD	will
give	VB	give
you	PP	you
the	DT	the
square	NN	square
.	SENT	.
On	IN	on
some	DT	some
of	IN	of
these	DT	these
ancient	JJ	ancient
RPN	NP	RPN
calculators	NNS	calculator
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
an	DT	an
"	``	"
x	NN	x
squared	VBN	square
"	``	"
button	NN	button
on	IN	on
it	PP	it
,	,	,
will	MD	will
allow	VB	allow
you	PP	you
to	TO	to
do	VB	do
the	DT	the
calculation	NN	calculation
even	RB	even
faster	RBR	faster
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
try	VB	try
and	CC	and
do	VB	do
now	RB	now
is	VBZ	be
to	TO	to
square	VB	square
,	,	,
in	IN	in
my	PP$	my
head	NN	head
,	,	,
four	CD	four
two-digit	NN	two-digit
numbers	NNS	number
faster	RBR	faster
than	IN	than
they	PP	they
can	MD	can
do	VB	do
on	IN	on
their	PP$	their
calculators	NNS	calculator
,	,	,
even	RB	even
using	VBG	use
the	DT	the
shortcut	NN	shortcut
method	NN	method
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
ll	NN	ll
use	NN	use
is	VBZ	be
the	DT	the
second	JJ	second
row	NN	row
this	DT	this
time	NN	time
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
get	VBP	get
four	CD	four
of	IN	of
you	PP	you
to	TO	to
each	DT	each
yell	VB	yell
out	RP	out
a	DT	a
two-digit	NN	two-digit
number	NN	number
,	,	,
and	CC	and
if	IN	if
you	PP	you
would	MD	would
square	VB	square
the	DT	the
first	JJ	first
number	NN	number
,	,	,
and	CC	and
if	IN	if
you	PP	you
would	MD	would
square	VB	square
the	DT	the
second	JJ	second
,	,	,
the	DT	the
third	JJ	third
and	CC	and
the	DT	the
fourth	JJ	fourth
,	,	,
I	PP	I
will	MD	will
try	VB	try
and	CC	and
race	VB	race
you	PP	you
to	TO	to
the	DT	the
answer	NN	answer
.	SENT	.
OK	UH	OK
?	SENT	?
So	RB	so
quickly	RB	quickly
,	,	,
a	DT	a
two-digit	NN	two-digit
number	NN	number
please	RB	please
.	SENT	.
Audience	NN	audience
:	:	:
37	CD	@card@
.	SENT	.
Arthur	NP	Arthur
Benjamin	NP	Benjamin
:	:	:
37	CD	@card@
squared	VBD	square
,	,	,
OK	UH	OK
.	SENT	.
Audience	NN	audience
:	:	:
23	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
23	CD	@card@
squared	VBD	square
,	,	,
OK	UH	OK
.	SENT	.
Audience	NN	audience
:	:	:
59	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
59	CD	@card@
squared	VBD	square
,	,	,
OK	UH	OK
,	,	,
and	CC	and
finally	RB	finally
?	SENT	?
Audience	NN	audience
:	:	:
93	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
93	CD	@card@
squared	VBN	square
.	SENT	.
Would	MD	would
you	PP	you
call	VB	call
out	RP	out
your	PP$	your
answers	NNS	answer
,	,	,
please	UH	please
?	SENT	?
Volunteer	NN	volunteer
:	:	:
1369	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
1369	LS	@card@
.	SENT	.
Volunteer	NN	volunteer
:	:	:
529	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
529	LS	@card@
.	SENT	.
Volunteer	NN	volunteer
:	:	:
3481	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
3481	LS	@card@
.	SENT	.
Volunteer	NN	volunteer
:	:	:
8649	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Let	VB	let
me	PP	me
try	VB	try
to	TO	to
take	VB	take
this	DT	this
one	CD	one
step	NN	step
further	RBR	further
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
try	VB	try
to	TO	to
square	VB	square
some	DT	some
three-digit	NN	three-digit
numbers	NNS	number
this	DT	this
time	NN	time
.	SENT	.
I	PP	I
won	VBD	win
'	''	'
t	NN	t
even	RB	even
write	VB	write
these	DT	these
down	RB	down
—	:	-
I	PP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
call	VBP	call
them	PP	them
out	RP	out
as	IN	as
they	PP	they
'	POS	'
re	NN	re
called	VBD	call
out	RP	out
to	TO	to
me	PP	me
.	SENT	.
Anyone	NN	anyone
I	PP	I
point	VBP	point
to	TO	to
,	,	,
call	VB	call
out	RP	out
a	DT	a
three-digit	NN	three-digit
number	NN	number
.	SENT	.
Anyone	NN	anyone
on	IN	on
our	PP$	our
panel	NN	panel
,	,	,
verify	VB	verify
the	DT	the
answer	NN	answer
.	SENT	.
Just	RB	just
give	VB	give
some	DT	some
indication	NN	indication
if	IN	if
it	PP	it
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
A	DT	a
three-digit	NN	three-digit
number	NN	number
,	,	,
sir	NN	sir
,	,	,
yes	UH	yes
?	SENT	?
Audience	NN	audience
:	:	:
987	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
987	CD	@card@
squared	VBN	square
is	VBZ	be
974	CD	@card@
,	,	,
169	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
Yes	UH	yes
?	SENT	?
Good	JJ	good
.	SENT	.
Another	DT	another
three-digit	NN	three-digit
—	:	-
—	:	-
another	DT	another
three-digit	NN	three-digit
number	NN	number
,	,	,
sir	NN	sir
?	SENT	?
Audience	NN	audience
:	:	:
457	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
457	CD	@card@
squared	VBN	square
is	VBZ	be
205	CD	@card@
,	,	,
849	CD	@card@
.	SENT	.
205	CD	@card@
,	,	,
849	CD	@card@
?	SENT	?
AB	NP	AB
:	:	:
Yes	UH	yes
?	SENT	?
OK	UH	OK
,	,	,
another	DT	another
,	,	,
another	DT	another
three-digit	NN	three-digit
number	NN	number
,	,	,
sir	NN	sir
?	SENT	?
Audience	NN	audience
:	:	:
321	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
321	CD	@card@
is	VBZ	be
103	CD	@card@
,	,	,
041	CD	@card@
.	SENT	.
103	CD	@card@
,	,	,
041	CD	@card@
.	SENT	.
Yes	UH	yes
?	SENT	?
One	CD	one
more	JJR	more
three-digit	NN	three-digit
number	NN	number
please	RB	please
.	SENT	.
Audience	NN	audience
:	:	:
Oh	UH	oh
,	,	,
722	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
722	CD	@card@
is	VBZ	be
500	CD	@card@
,	,	,
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
harder	RBR	harder
one	PP	one
.	SENT	.
Is	VBZ	be
that	IN	that
513	CD	@card@
,	,	,
284	CD	@card@
?	SENT	?
Volunteer	NN	volunteer
:	:	:
Yes	UH	yes
.	SENT	.
AB	NP	AB
:	:	:
Yes	UH	yes
?	SENT	?
Oh	UH	oh
,	,	,
one	CD	one
more	JJR	more
,	,	,
one	CD	one
more	JJR	more
three-digit	NN	three-digit
number	NN	number
please	RB	please
.	SENT	.
Audience	NN	audience
:	:	:
162	LS	@card@
.	SENT	.
162	CD	@card@
squared	VBN	square
is	VBZ	be
26	CD	@card@
,	,	,
244	CD	@card@
.	SENT	.
Volunteer	NN	volunteer
:	:	:
Yes	UH	yes
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Let	VB	let
me	PP	me
try	VB	try
to	TO	to
take	VB	take
this	DT	this
one	CD	one
step	NN	step
further	RBR	further
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
try	VB	try
to	TO	to
square	VB	square
a	DT	a
four-digit	NN	four-digit
number	NN	number
this	DT	this
time	NN	time
.	SENT	.
You	PP	you
can	MD	can
all	RB	all
take	VB	take
your	PP$	your
time	NN	time
on	IN	on
this	DT	this
;	:	;
I	PP	I
will	MD	will
not	RB	not
beat	VB	beat
you	PP	you
to	TO	to
the	DT	the
answer	NN	answer
on	IN	on
this	DT	this
one	CD	one
,	,	,
but	CC	but
I	PP	I
will	MD	will
try	VB	try
to	TO	to
get	VB	get
the	DT	the
answer	NN	answer
right	NN	right
.	SENT	.
To	TO	to
make	VB	make
this	DT	this
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
random	JJ	random
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
take	VBP	take
the	DT	the
fourth	JJ	fourth
row	NN	row
this	DT	this
time	NN	time
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
,	,	,
one	CD	one
,	,	,
two	CD	two
,	,	,
three	CD	three
,	,	,
four	CD	four
.	SENT	.
If	IN	if
each	DT	each
of	IN	of
you	PP	you
would	MD	would
call	VB	call
out	RP	out
a	DT	a
single	JJ	single
digit	NN	digit
between	IN	between
zero	CD	zero
and	CC	and
nine	CD	nine
,	,	,
that	WDT	that
will	MD	will
be	VB	be
the	DT	the
four-digit	NN	four-digit
number	NN	number
that	IN	that
I	NP	I
'	POS	'
ll	NN	ll
square	NN	square
.	SENT	.
Nine	CD	nine
.	SENT	.
Seven	CD	seven
.	SENT	.
Five	CD	five
.	SENT	.
Eight	CD	eight
.	SENT	.
9	CD	@card@
,	,	,
758	CD	@card@
,	,	,
this	DT	this
will	MD	will
take	VB	take
me	PP	me
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
time	NN	time
,	,	,
so	RB	so
bear	VB	bear
with	IN	with
me	PP	me
.	SENT	.
95	CD	@card@
million	CD	million
—	:	-
218	CD	@card@
,	,	,
564	CD	@card@
?	SENT	?
Volunteer	NN	volunteer
:	:	:
Yes	UH	yes
!	SENT	!
AB	NP	AB
:	:	:
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
would	MD	would
attempt	VB	attempt
to	TO	to
square	VB	square
a	DT	a
five-digit	NN	five-digit
number	NN	number
—	:	-
and	CC	and
I	PP	I
can	MD	can
—	:	-
but	CC	but
unfortunately	RB	unfortunately
,	,	,
most	JJS	most
calculators	NNS	calculator
cannot	MD	can
.	SENT	.
Eight-digit	NN	Eight-digit
capacity	NN	capacity
—	:	-
don	NN	don
'	POS	'
t	NN	t
you	PP	you
hate	VBP	hate
that	RB	that
?	SENT	?
So	RB	so
,	,	,
since	IN	since
we	PP	we
'	POS	'
ve	NN	ve
reached	VBD	reach
the	DT	the
limits	NNS	limit
of	IN	of
our	PP$	our
calculators	NNS	calculator
—	:	-
what	WP	what
'	POS	'
s	NN	S
that	RB	that
?	SENT	?
Does	VBZ	do
yours	PP	yours
go	VB	go
higher	JJR	high
?	SENT	?
Volunteer	NN	volunteer
:	:	:
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
AB	NP	AB
:	:	:
Oh	UH	oh
,	,	,
yours	PP	yours
does	VBZ	do
?	SENT	?
Volunteer	NN	volunteer
:	:	:
I	PP	I
can	MD	can
probably	RB	probably
do	VB	do
it	PP	it
.	SENT	.
AB	NP	AB
:	:	:
I	PP	I
'	POS	'
ll	NNS	<unknown>
talk	VBP	talk
to	TO	to
you	PP	you
later	RBR	later
.	SENT	.
In	IN	in
the	DT	the
meanwhile	NN	meanwhile
,	,	,
let	VB	let
me	PP	me
conclude	VB	conclude
the	DT	the
first	JJ	first
part	NN	part
of	IN	of
my	PP$	my
show	NN	show
by	IN	by
doing	VBG	do
something	NN	something
a	DT	a
little	RB	little
trickier	JJR	tricky
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
take	VBP	take
the	DT	the
largest	JJS	large
number	NN	number
on	IN	on
the	DT	the
board	NN	board
here	RB	here
,	,	,
8649	CD	@card@
.	SENT	.
Would	MD	would
you	PP	you
each	DT	each
enter	VBP	enter
that	IN	that
on	IN	on
your	PP$	your
calculator	NN	calculator
?	SENT	?
And	CC	and
instead	RB	instead
of	IN	of
squaring	VBG	square
it	PP	it
this	DT	this
time	NN	time
,	,	,
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
take	VB	take
that	DT	that
number	NN	number
and	CC	and
multiply	VB	multiply
it	PP	it
by	IN	by
any	DT	any
three-digit	NN	three-digit
number	NN	number
that	IN	that
you	PP	you
want	VBP	want
,	,	,
but	CC	but
don	NN	don
'	POS	'
t	NN	t
tell	VB	tell
me	PP	me
what	WP	what
you	PP	you
'	POS	'
re	NN	re
multiplying	VBG	multiply
by	IN	by
—	:	-
just	RB	just
multiply	VB	multiply
it	PP	it
by	IN	by
any	DT	any
random	JJ	random
three-digit	NN	three-digit
number	NN	number
.	SENT	.
So	RB	so
you	PP	you
should	MD	should
have	VB	have
as	IN	as
an	DT	an
answer	NN	answer
either	CC	either
a	DT	a
six-digit	NN	six-digit
or	CC	or
probably	RB	probably
a	DT	a
seven-digit	NN	seven-digit
number	NN	number
.	SENT	.
How	WRB	how
many	JJ	many
digits	NNS	digit
do	VBP	do
you	PP	you
have	VBP	have
,	,	,
six	CD	six
or	CC	or
seven	CD	seven
?	SENT	?
Seven	CD	seven
,	,	,
and	CC	and
yours	PP	yours
?	SENT	?
Seven	CD	seven
?	SENT	?
Seven	CD	seven
?	SENT	?
And	CC	and
,	,	,
uncertain	JJ	uncertain
.	SENT	.
Seven	CD	seven
.	SENT	.
Is	VBZ	be
there	RB	there
any	DT	any
possible	JJ	possible
way	NN	way
that	IN	that
I	PP	I
could	MD	could
know	VB	know
what	WP	what
seven-digit	NN	seven-digit
numbers	NNS	number
you	PP	you
have	VBP	have
?	SENT	?
Say	VB	say
"	``	"
No	UH	no
.	SENT	.
"	``	"
Good	JJ	good
,	,	,
then	RB	then
I	PP	I
shall	MD	shall
attempt	VB	attempt
the	DT	the
impossible	JJ	impossible
—	:	-
or	CC	or
at	IN	at
least	JJS	least
the	DT	the
improbable	JJ	improbable
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
d	NN	d
like	IN	like
each	DT	each
of	IN	of
you	PP	you
to	TO	to
do	VB	do
is	VBZ	be
to	TO	to
call	VB	call
out	RP	out
for	IN	for
me	PP	me
any	DT	any
six	CD	six
of	IN	of
your	PP$	your
seven	CD	seven
digits	NNS	digit
,	,	,
any	DT	any
six	CD	six
of	IN	of
them	PP	them
,	,	,
in	IN	in
any	DT	any
order	NN	order
you	PP	you
'	POS	'
d	NN	d
like	IN	like
.	SENT	.
One	CD	one
digit	NN	digit
at	IN	at
a	DT	a
time	NN	time
,	,	,
I	PP	I
shall	MD	shall
try	VB	try
and	CC	and
determine	VB	determine
the	DT	the
digit	NN	digit
you	PP	you
'	POS	'
ve	NN	ve
left	VBD	leave
out	RP	out
.	SENT	.
Starting	VBG	start
with	IN	with
your	PP$	your
seven-digit	NN	seven-digit
number	NN	number
,	,	,
call	NN	call
out	IN	out
any	DT	any
six	CD	six
of	IN	of
them	PP	them
please	VBP	please
.	SENT	.
Volunteer	NN	volunteer
:	:	:
1	CD	@card@
,	,	,
9	CD	@card@
,	,	,
7	CD	@card@
,	,	,
0	CD	@card@
,	,	,
4	CD	@card@
,	,	,
2	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
Did	VBD	do
you	PP	you
leave	VB	leave
out	RP	out
the	DT	the
number	NN	number
6	CD	@card@
?	SENT	?
Good	RB	good
,	,	,
OK	UH	OK
,	,	,
that	WDT	that
'	POS	'
s	NN	S
one	CD	one
.	SENT	.
You	PP	you
have	VBP	have
a	DT	a
seven-digit	NN	seven-digit
number	NN	number
,	,	,
call	NN	call
out	IN	out
any	DT	any
six	CD	six
of	IN	of
them	PP	them
please	VBP	please
.	SENT	.
Volunteer	NN	volunteer
:	:	:
4	CD	@card@
,	,	,
4	CD	@card@
,	,	,
8	CD	@card@
,	,	,
7	CD	@card@
,	,	,
5	CD	@card@
.	SENT	.
I	PP	I
think	VBP	think
I	PP	I
only	RB	only
heard	VBD	hear
five	CD	five
numbers	NNS	number
.	SENT	.
I	NP	I
—	:	-
wait	NN	wait
—	:	-
44875	CD	@card@
—	:	-
did	VBD	do
you	PP	you
leave	VB	leave
out	RP	out
the	DT	the
number	NN	number
6	CD	@card@
?	SENT	?
Same	JJ	same
as	IN	as
she	PP	she
did	VBD	do
,	,	,
OK	UH	OK
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
seven-digit	NN	seven-digit
number	NN	number
—	:	-
call	VB	call
out	RP	out
any	DT	any
six	CD	six
of	IN	of
them	PP	them
loud	JJ	loud
and	CC	and
clear	JJ	clear
.	SENT	.
Volunteer	NN	volunteer
:	:	:
0	CD	@card@
,	,	,
7	CD	@card@
,	,	,
9	CD	@card@
,	,	,
0	CD	@card@
,	,	,
4	CD	@card@
,	,	,
4	CD	@card@
.	SENT	.
I	PP	I
think	VBP	think
you	PP	you
left	VBD	leave
out	RP	out
the	DT	the
number	NN	number
3	CD	@card@
?	SENT	?
AB	NP	AB
:	:	:
That	WDT	that
'	POS	'
s	NN	S
three	CD	three
.	SENT	.
The	DT	the
odds	NNS	odd
of	IN	of
me	PP	me
getting	VBG	get
all	DT	all
four	CD	four
of	IN	of
these	DT	these
right	NN	right
by	IN	by
random	JJ	random
guessing	VBG	guess
would	MD	would
be	VB	be
one	CD	one
in	IN	in
10	CD	@card@
,	,	,
000	CD	@card@
:	:	:
10	CD	@card@
to	TO	to
the	DT	the
fourth	JJ	fourth
power	NN	power
.	SENT	.
OK	UH	OK
,	,	,
any	DT	any
six	CD	six
of	IN	of
them	PP	them
.	SENT	.
Really	RB	really
scramble	VBP	scramble
them	PP	them
up	RP	up
this	DT	this
time	NN	time
,	,	,
please	UH	please
.	SENT	.
Volunteer	NN	volunteer
:	:	:
2	CD	@card@
,	,	,
6	CD	@card@
,	,	,
3	CD	@card@
,	,	,
9	CD	@card@
,	,	,
7	CD	@card@
,	,	,
2	CD	@card@
.	SENT	.
Did	VBD	do
you	PP	you
leave	VB	leave
out	RP	out
the	DT	the
number	NN	number
7	CD	@card@
?	SENT	?
And	CC	and
let	VB	let
'	''	'
s	NNS	<unknown>
give	VBP	give
all	DT	all
four	CD	four
of	IN	of
these	DT	these
people	NNS	people
a	DT	a
nice	JJ	nice
round	NN	round
of	IN	of
applause	NN	applause
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
For	IN	for
my	PP$	my
next	JJ	next
number	NN	number
—	:	-
while	IN	while
I	PP	I
mentally	RB	mentally
recharge	VBP	recharge
my	PP$	my
batteries	NNS	battery
,	,	,
I	PP	I
have	VBP	have
one	CD	one
more	JJR	more
question	NN	question
for	IN	for
the	DT	the
audience	NN	audience
.	SENT	.
By	IN	by
any	DT	any
chance	NN	chance
,	,	,
does	VBZ	do
anybody	NN	anybody
here	RB	here
happen	VB	happen
to	TO	to
know	VB	know
the	DT	the
day	NN	day
of	IN	of
the	DT	the
week	NN	week
that	IN	that
they	PP	they
were	VBD	be
born	VBN	bear
on	RP	on
?	SENT	?
If	IN	if
you	PP	you
think	VBP	think
you	PP	you
know	VBP	know
your	PP$	your
birth	NN	birth
day	NN	day
,	,	,
raise	VB	raise
your	PP$	your
hand	NN	hand
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
see	VBP	see
,	,	,
starting	VBG	start
with	IN	with
—	:	-
let	VB	let
'	''	'
s	NNS	<unknown>
start	VBP	start
with	IN	with
a	DT	a
gentleman	NN	gentleman
first	RB	first
.	SENT	.
What	WP	what
year	NN	year
was	VBD	be
it	PP	it
,	,	,
first	JJ	first
of	IN	of
all	DT	all
?	SENT	?
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
I	PP	I
pick	VBP	pick
a	DT	a
gentleman	NN	gentleman
first	RB	first
.	SENT	.
Audience	NN	audience
:	:	:
1953	LS	@card@
.	SENT	.
1953	CD	@card@
,	,	,
and	CC	and
the	DT	the
month	NN	month
?	SENT	?
November	NP	November
what	WP	what
?	SENT	?
23rd	JJ	23rd
—	:	-
was	VBD	be
that	IN	that
a	DT	a
Monday	NP	Monday
?	SENT	?
Audience	NN	audience
:	:	:
Yes	UH	yes
.	SENT	.
Good	JJ	good
.	SENT	.
Somebody	NN	somebody
else	RB	else
?	SENT	?
I	PP	I
haven	NN	haven
'	POS	'
t	NN	t
seen	VBN	see
any	DT	any
women	NNS	woman
'	POS	'
s	NN	S
hands	NNS	hand
up	RB	up
.	SENT	.
OK	UH	OK
,	,	,
how	WRB	how
about	RB	about
you	PP	you
,	,	,
what	WP	what
year	NN	year
?	SENT	?
1949	CD	@card@
,	,	,
and	CC	and
the	DT	the
month	NN	month
?	SENT	?
October	NP	October
what	WP	what
?	SENT	?
Fifth	NP	Fifth
—	:	-
