Chris	NP	Chris
just	RB	just
our	PP$	our
ability	NN	ability
to	TO	to
address	VB	address
it	PP	it
in	IN	in
a	DT	a
systemic	JJ	systemic
way	NN	way
that	WDT	that
is	VBZ	be
scalable	JJ	scalable
,	,	,
that	WDT	that
has	VBZ	have
a	DT	a
rigorous	JJ	rigorous
understanding	NN	understanding
of	IN	of
how	WRB	how
we	PP	we
'	POS	'
re	NN	re
taking	VBG	take
action	NN	action
,	,	,
a	DT	a
transparent	JJ	transparent
understanding	NN	understanding
of	IN	of
how	WRB	how
we	PP	we
'	POS	'
re	NN	re
taking	VBG	take
action	NN	action
and	CC	and
a	DT	a
rigorous	JJ	rigorous
appeals	NNS	appeal
process	NN	process
for	IN	for
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
wrong	JJ	wrong
,	,	,
because	IN	because
we	PP	we
will	MD	will
be	VB	be
wrong	JJ	wrong
.	SENT	.
Whitney	NP	Whitney
Pennington	NP	Pennington
Rodgers	NP	Rodgers
:	:	:
I	PP	I
'	POS	'
m	NN	m
really	RB	really
glad	JJ	glad
to	TO	to
hear	VB	hear
that	IN	that
that	DT	that
'	''	'
s	NN	S
something	NN	something
that	WDT	that
concerns	VBZ	concern
you	PP	you
,	,	,
because	IN	because
I	PP	I
think	VBP	think
there	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
a	DT	a
lot	NN	lot
written	VBN	write
about	IN	about
people	NNS	people
who	WP	who
feel	VBP	feel
they	PP	they
'	''	'
ve	RB	<unknown>
been	VBN	be
abused	VBN	abuse
and	CC	and
harassed	VBN	harass
on	IN	on
Twitter	NN	twitter
,	,	,
and	CC	and
I	PP	I
think	VBP	think
no	RB	no
one	CD	one
more	JJR	more
so	RB	so
than	IN	than
women	NNS	woman
and	CC	and
women	NNS	woman
of	IN	of
color	NN	color
and	CC	and
black	JJ	black
women	NNS	woman
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
data	NN	data
that	RB	that
'	POS	'
s	NNS	<unknown>
come	VBP	come
out	RP	out
—	:	-
Amnesty	VB	amnesty
International	NP	International
put	VB	put
out	RP	out
a	DT	a
report	NN	report
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
where	WRB	where
they	PP	they
showed	VBD	show
that	IN	that
a	DT	a
subset	NN	subset
of	IN	of
active	JJ	active
black	JJ	black
female	JJ	female
Twitter	NN	twitter
users	NNS	user
were	VBD	be
receiving	VBG	receive
,	,	,
on	IN	on
average	NN	average
,	,	,
one	CD	one
in	IN	in
10	CD	@card@
of	IN	of
their	PP$	their
tweets	VBZ	tweet
were	VBD	be
some	DT	some
form	NN	form
of	IN	of
harassment	NN	harassment
.	SENT	.
And	CC	and
so	RB	so
when	WRB	when
you	PP	you
think	VBP	think
about	RB	about
health	NN	health
for	IN	for
the	DT	the
community	NN	community
on	IN	on
Twitter	NN	twitter
,	,	,
I	PP	I
'	POS	'
m	NN	m
interested	JJ	interested
to	TO	to
hear	VB	hear
,	,	,
"	''	"
health	NN	health
for	IN	for
everyone	NN	everyone
,	,	,
"	''	"
but	CC	but
specifically	RB	specifically
:	:	:
How	WRB	how
are	VBP	be
you	PP	you
looking	VBG	look
to	TO	to
make	VB	make
Twitter	VB	twitter
a	DT	a
safe	JJ	safe
space	NN	space
for	IN	for
that	DT	that
subset	NN	subset
,	,	,
for	IN	for
women	NNS	woman
,	,	,
for	IN	for
women	NNS	woman
of	IN	of
color	NN	color
and	CC	and
black	JJ	black
women	NNS	woman
?	SENT	?
JD	NN	JD
:	:	:
Yeah	RB	yeah
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
pretty	RB	pretty
terrible	JJ	terrible
situation	NN	situation
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
coming	VBG	come
to	TO	to
a	DT	a
service	NN	service
that	IN	that
,	,	,
ideally	RB	ideally
,	,	,
you	PP	you
want	VBP	want
to	TO	to
learn	VB	learn
something	NN	something
about	IN	about
the	DT	the
world	NN	world
,	,	,
and	CC	and
you	PP	you
spend	VBP	spend
the	DT	the
majority	NN	majority
of	IN	of
your	PP$	your
time	NN	time
reporting	NN	reporting
abuse	NN	abuse
,	,	,
receiving	VBG	receive
abuse	NN	abuse
,	,	,
receiving	VBG	receive
harassment	NN	harassment
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
'	''	'
re	IN	re
looking	VBG	look
most	RBS	most
deeply	RB	deeply
at	IN	at
is	VBZ	be
just	RB	just
the	DT	the
incentives	NNS	incentive
that	IN	that
the	DT	the
platform	NN	platform
naturally	RB	naturally
provides	VBZ	provide
and	CC	and
the	DT	the
service	NN	service
provides	VBZ	provide
.	SENT	.
Right	RB	right
now	RB	now
,	,	,
the	DT	the
dynamic	NN	dynamic
of	IN	of
the	DT	the
system	NN	system
makes	VBZ	make
it	PP	it
super-easy	JJ	<unknown>
to	TO	to
harass	VB	harass
and	CC	and
to	TO	to
abuse	VB	abuse
others	NNS	other
through	IN	through
the	DT	the
service	NN	service
,	,	,
and	CC	and
unfortunately	RB	unfortunately
,	,	,
the	DT	the
majority	NN	majority
of	IN	of
our	PP$	our
system	NN	system
in	IN	in
the	DT	the
past	NN	past
worked	VBD	work
entirely	RB	entirely
based	VBN	base
on	IN	on
people	NNS	people
reporting	VBG	report
harassment	NN	harassment
and	CC	and
abuse	NN	abuse
.	SENT	.
So	RB	so
about	RB	about
midway	JJ	midway
last	JJ	last
year	NN	year
,	,	,
we	PP	we
decided	VBD	decide
that	IN	that
we	PP	we
were	VBD	be
going	VBG	go
to	TO	to
apply	VB	apply
a	DT	a
lot	NN	lot
more	JJR	more
machine	NN	machine
learning	NN	learning
,	,	,
a	DT	a
lot	NN	lot
more	RBR	more
deep	RB	deep
learning	VBG	learn
to	TO	to
the	DT	the
problem	NN	problem
,	,	,
and	CC	and
try	VBP	try
to	TO	to
be	VB	be
a	DT	a
lot	NN	lot
more	RBR	more
proactive	JJ	proactive
around	IN	around
where	WRB	where
abuse	NN	abuse
is	VBZ	be
happening	VBG	happen
,	,	,
so	RB	so
that	IN	that
we	PP	we
can	MD	can
take	VB	take
the	DT	the
burden	NN	burden
off	IN	off
the	DT	the
victim	NN	victim
completely	RB	completely
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NN	ve
made	VBD	make
some	DT	some
progress	NN	progress
recently	RB	recently
.	SENT	.
About	RB	about
38	CD	@card@
percent	NN	percent
of	IN	of
abusive	JJ	abusive
tweets	VBZ	tweet
are	VBP	be
now	RB	now
proactively	RB	proactively
identified	VBN	identify
by	IN	by
machine	NN	machine
learning	VBG	learn
algorithms	NNS	algorithm
so	IN	so
that	DT	that
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
actually	RB	actually
have	VBP	have
to	TO	to
report	VB	report
them	PP	them
.	SENT	.
But	CC	but
those	DT	those
that	WDT	that
are	VBP	be
identified	VBN	identify
are	VBP	be
still	RB	still
reviewed	VBN	review
by	IN	by
humans	NNS	human
,	,	,
so	RB	so
we	PP	we
do	VBP	do
not	RB	not
take	VB	take
down	RP	down
content	NN	content
or	CC	or
accounts	NNS	account
without	IN	without
a	DT	a
human	NN	human
actually	RB	actually
reviewing	VBG	review
it	PP	it
.	SENT	.
But	CC	but
that	DT	that
was	VBD	be
from	IN	from
zero	CD	zero
percent	NN	percent
just	RB	just
a	DT	a
year	NN	year
ago	RB	ago
.	SENT	.
So	RB	so
that	IN	that
meant	VBN	mean
,	,	,
at	IN	at
that	WDT	that
zero	CD	zero
percent	NN	percent
,	,	,
every	DT	every
single	JJ	single
person	NN	person
who	WP	who
received	VBD	receive
abuse	NN	abuse
had	VBD	have
to	TO	to
actually	RB	actually
report	VB	report
it	PP	it
,	,	,
which	WDT	which
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
work	NN	work
for	IN	for
them	PP	them
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
work	NN	work
for	IN	for
us	PP	us
and	CC	and
just	RB	just
ultimately	RB	ultimately
unfair	JJ	unfair
.	SENT	.
The	DT	the
other	JJ	other
thing	NN	thing
that	IN	that
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
is	VBZ	be
making	VBG	make
sure	RB	sure
that	IN	that
we	PP	we
,	,	,
as	IN	as
a	DT	a
company	NN	company
,	,	,
have	VBP	have
representation	NN	representation
of	IN	of
all	PDT	all
the	DT	the
communities	NNS	community
that	IN	that
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
serve	VB	serve
.	SENT	.
We	PP	we
can	MD	can
'	''	'
t	NN	t
build	VB	build
a	DT	a
business	NN	business
that	WDT	that
is	VBZ	be
successful	JJ	successful
unless	IN	unless
we	PP	we
have	VBP	have
a	DT	a
diversity	NN	diversity
of	IN	of
perspective	NN	perspective
inside	NN	inside
of	IN	of
our	PP$	our
walls	NNS	wall
that	WDT	that
actually	RB	actually
feel	VBP	feel
these	DT	these
issues	NNS	issue
every	DT	every
single	JJ	single
day	NN	day
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
just	RB	just
with	IN	with
the	DT	the
team	NN	team
that	RB	that
'	POS	'
s	NN	S
doing	VBG	do
the	DT	the
work	NN	work
,	,	,
it	PP	it
'	POS	'
s	NN	S
also	RB	also
within	IN	within
our	PP$	our
leadership	NN	leadership
as	IN	as
well	RB	well
.	SENT	.
So	RB	so
we	PP	we
need	VBP	need
to	TO	to
continue	VB	continue
to	TO	to
build	VB	build
empathy	NN	empathy
for	IN	for
what	WP	what
people	NNS	people
are	VBP	be
experiencing	VBG	experience
and	CC	and
give	VB	give
them	PP	them
better	JJR	good
tools	NNS	tool
to	TO	to
act	VB	act
on	IN	on
it	PP	it
and	CC	and
also	RB	also
give	VB	give
our	PP$	our
customers	NNS	customer
a	DT	a
much	RB	much
better	JJR	good
and	CC	and
easier	JJR	easy
approach	NN	approach
to	TO	to
handle	VB	handle
some	DT	some
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
they	PP	they
'	''	'
re	IN	re
seeing	VBG	see
.	SENT	.
So	IN	so
a	DT	a
lot	NN	lot
of	IN	of
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
is	VBZ	be
around	IN	around
technology	NN	technology
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
also	RB	also
looking	VBG	look
at	IN	at
the	DT	the
incentives	NNS	incentive
on	IN	on
the	DT	the
service	NN	service
:	:	:
What	WP	what
does	VBZ	do
Twitter	NN	twitter
incentivize	VB	<unknown>
you	PP	you
to	TO	to
do	VB	do
when	WRB	when
you	PP	you
first	RB	first
open	VB	open
it	PP	it
up	RP	up
?	SENT	?
And	CC	and
in	IN	in
the	DT	the
past	NN	past
,	,	,
it	PP	it
'	POS	'
s	NN	S
incented	VBD	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
outrage	NN	outrage
,	,	,
it	PP	it
'	POS	'
s	NN	S
incented	VBD	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
mob	NN	mob
behavior	NN	behavior
,	,	,
it	PP	it
'	POS	'
s	NN	S
incented	VBD	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
group	NN	group
harassment	NN	harassment
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
to	TO	to
look	VB	look
a	DT	a
lot	NN	lot
deeper	RBR	deeper
at	IN	at
some	DT	some
of	IN	of
the	DT	the
fundamentals	NNS	fundamental
of	IN	of
what	WP	what
the	DT	the
service	NN	service
is	VBZ	be
doing	VBG	do
to	TO	to
make	VB	make
the	DT	the
bigger	JJR	big
shifts	NNS	shift
.	SENT	.
We	PP	we
can	MD	can
make	VB	make
a	DT	a
bunch	NN	bunch
of	IN	of
small	JJ	small
shifts	NNS	shift
around	IN	around
technology	NN	technology
,	,	,
as	IN	as
I	PP	I
just	RB	just
described	VBD	describe
,	,	,
but	CC	but
ultimately	RB	ultimately
,	,	,
we	PP	we
have	VBP	have
to	TO	to
look	VB	look
deeply	RB	deeply
at	IN	at
the	DT	the
dynamics	NNS	dynamics
in	IN	in
the	DT	the
network	NN	network
itself	PP	itself
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
.	SENT	.
CA	MD	ca
:	:	:
But	CC	but
what	WP	what
'	''	'
s	VBG	<unknown>
your	PP$	your
sense	NN	sense
—	:	-
what	WP	what
is	VBZ	be
the	DT	the
kind	NN	kind
of	IN	of
thing	NN	thing
that	IN	that
you	PP	you
might	MD	might
be	VB	be
able	JJ	able
to	TO	to
change	VB	change
that	WDT	that
would	MD	would
actually	RB	actually
fundamentally	RB	fundamentally
shift	VB	shift
behavior	NN	behavior
?	SENT	?
JD	NN	JD
:	:	:
Well	RB	well
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
—	:	-
we	PP	we
started	VBD	start
the	DT	the
service	NN	service
with	IN	with
this	DT	this
concept	NN	concept
of	IN	of
following	VBG	follow
an	DT	an
account	NN	account
,	,	,
as	IN	as
an	DT	an
example	NN	example
,	,	,
and	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
believe	VBP	believe
that	IN	that
'	POS	'
s	NN	S
why	WRB	why
people	NNS	people
actually	RB	actually
come	VBP	come
to	TO	to
Twitter	VB	twitter
.	SENT	.
I	PP	I
believe	VBP	believe
Twitter	NN	twitter
is	VBZ	be
best	JJS	good
as	IN	as
an	DT	an
interest-based	JJ	<unknown>
network	NN	network
.	SENT	.
People	NNS	people
come	VBP	come
with	IN	with
a	DT	a
particular	JJ	particular
interest	NN	interest
.	SENT	.
They	PP	they
have	VBP	have
to	TO	to
do	VB	do
a	DT	a
ton	NN	ton
of	IN	of
work	NN	work
to	TO	to
find	VB	find
and	CC	and
follow	VB	follow
the	DT	the
related	JJ	related
accounts	NNS	account
around	IN	around
those	DT	those
interests	NNS	interest
.	SENT	.
What	WP	what
we	PP	we
could	MD	could
do	VB	do
instead	RB	instead
is	VBZ	be
allow	VB	allow
you	PP	you
to	TO	to
follow	VB	follow
an	DT	an
interest	NN	interest
,	,	,
follow	VB	follow
a	DT	a
hashtag	NN	<unknown>
,	,	,
follow	VB	follow
a	DT	a
trend	NN	trend
,	,	,
follow	VB	follow
a	DT	a
community	NN	community
,	,	,
which	WDT	which
gives	VBZ	give
us	PP	us
the	DT	the
opportunity	NN	opportunity
to	TO	to
show	VB	show
all	DT	all
of	IN	of
the	DT	the
accounts	NNS	account
,	,	,
all	PDT	all
the	DT	the
topics	NNS	topic
,	,	,
all	PDT	all
the	DT	the
moments	NNS	moment
,	,	,
all	PDT	all
the	DT	the
hashtags	NNS	<unknown>
that	WDT	that
are	VBP	be
associated	VBN	associate
with	IN	with
that	DT	that
particular	JJ	particular
topic	NN	topic
and	CC	and
interest	NN	interest
,	,	,
which	WDT	which
really	RB	really
opens	VBZ	open
up	RP	up
the	DT	the
perspective	NN	perspective
that	IN	that
you	PP	you
see	VBP	see
.	SENT	.
But	CC	but
that	DT	that
is	VBZ	be
a	DT	a
huge	JJ	huge
fundamental	JJ	fundamental
shift	NN	shift
to	TO	to
bias	VB	bias
the	DT	the
entire	JJ	entire
network	NN	network
away	RB	away
from	IN	from
just	RB	just
an	DT	an
account	NN	account
bias	NN	bias
towards	IN	towards
a	DT	a
topics	NNS	topic
and	CC	and
interest	NN	interest
bias	NN	bias
.	SENT	.
CA	MD	ca
:	:	:
Because	IN	because
isn	NN	isn
'	POS	'
t	NN	t
it	PP	it
the	DT	the
case	NN	case
that	IN	that
one	CD	one
reason	NN	reason
why	WRB	why
you	PP	you
have	VBP	have
so	RB	so
much	RB	much
content	JJ	content
on	IN	on
there	EX	there
is	VBZ	be
a	DT	a
result	NN	result
of	IN	of
putting	VBG	put
millions	NNS	million
of	IN	of
people	NNS	people
around	IN	around
the	DT	the
world	NN	world
in	IN	in
this	DT	this
kind	NN	kind
of	IN	of
gladiatorial	JJ	gladiatorial
contest	NN	contest
with	IN	with
each	DT	each
other	JJ	other
for	IN	for
followers	NNS	follower
,	,	,
for	IN	for
attention	NN	attention
?	SENT	?
Like	IN	like
,	,	,
from	IN	from
the	DT	the
point	NN	point
of	IN	of
view	NN	view
of	IN	of
people	NNS	people
who	WP	who
just	RB	just
read	VBP	read
Twitter	NN	twitter
,	,	,
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
an	DT	an
issue	NN	issue
,	,	,
but	CC	but
for	IN	for
the	DT	the
people	NNS	people
who	WP	who
actually	RB	actually
create	VBP	create
it	PP	it
,	,	,
everyone	NN	everyone
'	POS	'
s	NN	S
out	IN	out
there	RB	there
saying	VBG	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
I	PP	I
wish	VBP	wish
I	PP	I
had	VBD	have
a	DT	a
few	JJ	few
more	JJR	more
'	''	'
likes	NNS	like
,	,	,
'	''	'
followers	NNS	follower
,	,	,
retweets	NNS	<unknown>
.	SENT	.
"	''	"
And	CC	and
so	IN	so
they	PP	they
'	POS	'
re	NN	re
constantly	RB	constantly
experimenting	VBG	experiment
,	,	,
trying	VBG	try
to	TO	to
find	VB	find
the	DT	the
path	NN	path
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
And	CC	and
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
all	RB	all
discovered	VBN	discover
is	VBZ	be
that	IN	that
the	DT	the
number	NN	number
one	CD	one
path	NN	path
to	TO	to
do	VB	do
that	WDT	that
is	VBZ	be
to	TO	to
be	VB	be
some	DT	some
form	NN	form
of	IN	of
provocative	JJ	provocative
,	,	,
obnoxious	JJ	obnoxious
,	,	,
eloquently	RB	eloquently
obnoxious	JJ	obnoxious
,	,	,
like	JJ	like
,	,	,
eloquent	JJ	eloquent
insults	NNS	insult
are	VBP	be
a	DT	a
dream	NN	dream
on	IN	on
Twitter	NN	twitter
,	,	,
where	WRB	where
you	PP	you
rapidly	RB	rapidly
pile	VBP	pile
up	RB	up
—	:	-
and	CC	and
it	PP	it
becomes	VBZ	become
this	DT	this
self-	NN	<unknown>
fueling	VBG	fuel
process	NN	process
of	IN	of
driving	VBG	drive
outrage	NN	outrage
.	SENT	.
How	WRB	how
do	VBP	do
you	PP	you
defuse	VB	defuse
that	DT	that
?	SENT	?
JD	NN	JD
:	:	:
Yeah	RB	yeah
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
think	VBP	think
you	PP	you
'	''	'
re	IN	re
spot	NN	spot
on	IN	on
,	,	,
but	CC	but
that	WDT	that
goes	VBZ	go
back	RB	back
to	TO	to
the	DT	the
incentives	NNS	incentive
.	SENT	.
Like	JJ	like
,	,	,
one	CD	one
of	IN	of
the	DT	the
choices	NNS	choice
we	PP	we
made	VBD	make
in	IN	in
the	DT	the
early	JJ	early
days	NNS	day
was	VBD	be
we	PP	we
had	VBD	have
this	DT	this
number	NN	number
that	WDT	that
showed	VBD	show
how	WRB	how
many	JJ	many
people	NNS	people
follow	VBP	follow
you	PP	you
.	SENT	.
We	PP	we
decided	VBD	decide
that	IN	that
number	NN	number
should	MD	should
be	VB	be
big	JJ	big
and	CC	and
bold	JJ	bold
,	,	,
and	CC	and
anything	NN	anything
that	RB	that
'	POS	'
s	NN	S
on	IN	on
the	DT	the
page	NN	page
that	RB	that
'	POS	'
s	JJ	<unknown>
big	JJ	big
and	CC	and
bold	NN	bold
has	VBZ	have
importance	NN	importance
,	,	,
and	CC	and
those	DT	those
are	VBP	be
the	DT	the
things	NNS	thing
that	WDT	that
you	PP	you
want	VBP	want
to	TO	to
drive	VB	drive
.	SENT	.
Was	VBD	be
that	IN	that
the	DT	the
right	JJ	right
decision	NN	decision
at	IN	at
the	DT	the
time	NN	time
?	SENT	?
Probably	RB	probably
not	RB	not
.	SENT	.
If	IN	if
I	PP	I
had	VBD	have
to	TO	to
start	VB	start
the	DT	the
service	NN	service
again	RB	again
,	,	,
I	PP	I
would	MD	would
not	RB	not
emphasize	VB	emphasize
the	DT	the
follower	NN	follower
count	NN	count
as	IN	as
much	RB	much
.	SENT	.
I	PP	I
would	MD	would
not	RB	not
emphasize	VB	emphasize
the	DT	the
"	``	"
like	JJ	like
"	''	"
count	NN	count
as	IN	as
much	RB	much
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
I	PP	I
would	MD	would
even	RB	even
create	VB	create
"	``	"
like	JJ	like
"	''	"
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
,	,	,
because	IN	because
it	PP	it
doesn	NN	<unknown>
'	POS	'
t	NN	t
actually	RB	actually
push	VB	push
what	WP	what
we	PP	we
believe	VBP	believe
now	RB	now
to	TO	to
be	VB	be
the	DT	the
most	RBS	most
important	JJ	important
thing	NN	thing
,	,	,
which	WDT	which
is	VBZ	be
healthy	JJ	healthy
contribution	NN	contribution
back	RB	back
to	TO	to
the	DT	the
network	NN	network
and	CC	and
conversation	NN	conversation
to	TO	to
the	DT	the
network	NN	network
,	,	,
participation	NN	participation
within	IN	within
conversation	NN	conversation
,	,	,
learning	VBG	learn
something	NN	something
from	IN	from
the	DT	the
conversation	NN	conversation
.	SENT	.
Those	DT	those
are	VBP	be
not	RB	not
things	NNS	thing
that	IN	that
we	PP	we
thought	VBD	think
of	IN	of
13	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
and	CC	and
we	PP	we
believe	VBP	believe
are	VBP	be
extremely	RB	extremely
important	JJ	important
right	RB	right
now	RB	now
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
to	TO	to
look	VB	look
at	IN	at
how	WRB	how
we	PP	we
display	VBP	display
the	DT	the
follower	NN	follower
count	NN	count
,	,	,
how	WRB	how
we	PP	we
display	VBP	display
retweet	NN	<unknown>
count	NN	count
,	,	,
how	WRB	how
we	PP	we
display	VBP	display
"	``	"
likes	VBZ	like
,	,	,
"	``	"
and	CC	and
just	RB	just
ask	VB	ask
the	DT	the
deep	JJ	deep
question	NN	question
:	:	:
Is	VBZ	be
this	DT	this
really	RB	really
the	DT	the
number	NN	number
that	IN	that
we	PP	we
want	VBP	want
people	NNS	people
to	TO	to
drive	VB	drive
up	RP	up
?	SENT	?
Is	VBZ	be
this	DT	this
the	DT	the
thing	NN	thing
that	IN	that
,	,	,
when	WRB	when
you	PP	you
open	VBP	open
Twitter	NN	twitter
,	,	,
you	PP	you
see	VBP	see
,	,	,
"	''	"
That	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
I	PP	I
need	VBP	need
to	TO	to
increase	VB	increase
?	SENT	?
"	``	"
And	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
believe	VBP	believe
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
case	NN	case
right	RB	right
now	RB	now
.	SENT	.
WPR	NN	WPR
:	:	:
I	PP	I
think	VBP	think
we	PP	we
should	MD	should
look	VB	look
at	IN	at
some	DT	some
of	IN	of
the	DT	the
tweets	VBZ	tweet
that	WDT	that
are	VBP	be
coming	VBG	come
in	IN	in
from	IN	from
the	DT	the
audience	NN	audience
as	IN	as
well	RB	well
.	SENT	.
CA	MD	ca
:	:	:
Let	VB	let
'	''	'
s	NNS	<unknown>
see	VBP	see
what	WP	what
you	PP	you
guys	VBZ	guy
are	VBP	be
asking	VBG	ask
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
this	DT	this
is	VBZ	be
—	:	-
generally	RB	generally
,	,	,
one	CD	one
of	IN	of
the	DT	the
amazing	JJ	amazing
things	NNS	thing
about	IN	about
Twitter	NN	twitter
is	VBZ	be
how	WRB	how
you	PP	you
can	MD	can
use	VB	use
it	PP	it
for	IN	for
crowd	NN	crowd
wisdom	NN	wisdom
,	,	,
you	PP	you
know	VBP	know
,	,	,
that	IN	that
more	JJR	more
knowledge	NN	knowledge
,	,	,
more	JJR	more
questions	NNS	question
,	,	,
more	JJR	more
points	NNS	point
of	IN	of
view	NN	view
than	IN	than
you	PP	you
can	MD	can
imagine	VB	imagine
,	,	,
and	CC	and
sometimes	RB	sometimes
,	,	,
many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
really	RB	really
healthy	JJ	healthy
.	SENT	.
WPR	NN	WPR
:	:	:
I	PP	I
think	VBP	think
one	PP	one
I	PP	I
saw	VBD	see
that	IN	that
passed	VBN	pass
already	RB	already
quickly	RB	quickly
down	RB	down
here	RB	here
,	,	,
"	''	"
What	WP	what
'	POS	'
s	NN	S
Twitter	NN	twitter
'	POS	'
s	JJ	<unknown>
plan	NN	plan
to	TO	to
combat	VB	combat
foreign	JJ	foreign
meddling	NN	meddling
in	IN	in
the	DT	the
2020	CD	@card@
US	NP	US
election	NN	election
?	SENT	?
"	``	"
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
something	NN	something
that	RB	that
'	POS	'
s	NNS	<unknown>
an	DT	an
issue	VBP	issue
we	PP	we
'	''	'
re	IN	re
seeing	VBG	see
on	IN	on
the	DT	the
internet	NN	Internet
in	IN	in
general	NN	general
,	,	,
that	WDT	that
we	PP	we
have	VBP	have
a	DT	a
lot	NN	lot
of	IN	of
malicious	JJ	malicious
automated	JJ	automated
activity	NN	activity
happening	NN	happening
.	SENT	.
And	CC	and
on	IN	on
Twitter	NN	twitter
,	,	,
for	IN	for
example	NN	example
,	,	,
in	IN	in
fact	NN	fact
,	,	,
we	PP	we
have	VBP	have
some	DT	some
work	NN	work
that	RB	that
'	POS	'
s	NNS	<unknown>
come	VBP	come
from	IN	from
our	PP$	our
friends	NNS	friend
at	IN	at
Zignal	NP	<unknown>
Labs	NP	Labs
,	,	,
and	CC	and
