Technology	NP	Technology
size	NN	size
isn	NN	isn
'	POS	'
t	NN	t
everything	NN	everything
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
also	RB	also
the	DT	the
speed	NN	speed
at	IN	at
which	WDT	which
it	PP	it
moves	VBZ	move
,	,	,
and	CC	and
the	DT	the
many	JJ	many
varieties	NNS	variety
of	IN	of
data	NN	data
types	NNS	type
,	,	,
and	CC	and
here	RB	here
are	VBP	be
just	RB	just
a	DT	a
few	JJ	few
examples	NNS	example
:	:	:
images	NNS	image
,	,	,
text	NN	text
,	,	,
video	JJ	video
,	,	,
audio	JJ	audio
.	SENT	.
And	CC	and
what	WP	what
unites	VBZ	unite
this	DT	this
disparate	JJ	disparate
types	NNS	type
of	IN	of
data	NNS	datum
is	VBZ	be
that	IN	that
they	PP	they
'	POS	'
re	NN	re
created	VBN	create
by	IN	by
people	NNS	people
and	CC	and
they	PP	they
require	VBP	require
context	NN	context
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
group	NN	group
of	IN	of
data	NN	data
scientists	NNS	scientist
out	RP	out
of	IN	of
the	DT	the
University	NP	University
of	IN	of
Illinois-	NP	<unknown>
Chicago	NP	Chicago
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
called	VBD	call
the	DT	the
Health	NP	Health
Media	NP	Media
Collaboratory	NP	Collaboratory
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
with	IN	with
the	DT	the
Centers	NPS	Centers
for	IN	for
Disease	NP	Disease
Control	NP	Control
to	TO	to
better	RBR	well
understand	VB	understand
how	WRB	how
people	NNS	people
talk	VBP	talk
about	IN	about
quitting	VBG	quit
smoking	NN	smoking
,	,	,
how	WRB	how
they	PP	they
talk	VBP	talk
about	IN	about
electronic	JJ	electronic
cigarettes	NNS	cigarette
,	,	,
and	CC	and
what	WP	what
they	PP	they
can	MD	can
do	VB	do
collectively	RB	collectively
to	TO	to
help	VB	help
them	PP	them
quit	VB	quit
.	SENT	.
The	DT	the
interesting	JJ	interesting
thing	NN	thing
is	VBZ	be
,	,	,
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
understand	VB	understand
how	WRB	how
people	NNS	people
talk	VBP	talk
about	IN	about
smoking	NN	smoking
,	,	,
first	RB	first
you	PP	you
have	VBP	have
to	TO	to
understand	VB	understand
what	WP	what
they	PP	they
mean	VBP	mean
when	WRB	when
they	PP	they
say	VBP	say
"	``	"
smoking	NN	smoking
.	SENT	.
"	''	"
And	CC	and
on	IN	on
Twitter	NN	twitter
,	,	,
there	EX	there
are	VBP	be
four	CD	four
main	JJ	main
categories	NNS	category
:	:	:
number	NN	number
one	CD	one
,	,	,
smoking	NN	smoking
cigarettes	NNS	cigarette
;	:	;
number	NN	number
two	CD	two
,	,	,
smoking	VBG	smoke
marijuana	NN	marijuana
;	:	;
number	NN	number
three	CD	three
,	,	,
smoking	NN	smoking
ribs	NNS	rib
;	:	;
and	CC	and
number	NN	number
four	CD	four
,	,	,
smoking	VBG	smoke
hot	JJ	hot
women	NNS	woman
.	SENT	.
So	RB	so
then	RB	then
you	PP	you
have	VBP	have
to	TO	to
think	VB	think
about	RB	about
,	,	,
well	RB	well
,	,	,
how	WRB	how
do	VBP	do
people	NNS	people
talk	VB	talk
about	IN	about
electronic	JJ	electronic
cigarettes	NNS	cigarette
?	SENT	?
And	CC	and
there	EX	there
are	VBP	be
so	RB	so
many	JJ	many
different	JJ	different
ways	NNS	way
that	WDT	that
people	NNS	people
do	VBP	do
this	DT	this
,	,	,
and	CC	and
you	PP	you
can	MD	can
see	VB	see
from	IN	from
the	DT	the
slide	NN	slide
it	PP	it
'	POS	'
s	NN	S
a	DT	a
complex	JJ	complex
kind	NN	kind
of	IN	of
a	DT	a
query	NN	query
.	SENT	.
And	CC	and
what	WP	what
it	PP	it
reminds	VBZ	remind
us	PP	us
is	VBZ	be
that	DT	that
language	NN	language
is	VBZ	be
created	VBN	create
by	IN	by
people	NNS	people
,	,	,
and	CC	and
people	NNS	people
are	VBP	be
messy	JJ	messy
and	CC	and
we	PP	we
'	POS	'
re	NN	re
complex	NN	complex
and	CC	and
we	PP	we
use	VBP	use
metaphors	NNS	metaphor
and	CC	and
slang	NN	slang
and	CC	and
jargon	NN	jargon
and	CC	and
we	PP	we
do	VBP	do
this	DT	this
24	CD	@card@
/	SYM	/
7	CD	@card@
in	IN	in
many	JJ	many
,	,	,
many	JJ	many
languages	NNS	language
,	,	,
and	CC	and
then	RB	then
as	RB	as
soon	RB	soon
as	IN	as
we	PP	we
figure	VBP	figure
it	PP	it
out	RP	out
,	,	,
we	PP	we
change	VBP	change
it	PP	it
up	RP	up
.	SENT	.
So	RB	so
did	VBD	do
these	DT	these
ads	NNS	ad
that	IN	that
the	DT	the
CDC	NP	CDC
put	VBD	put
on	IN	on
,	,	,
these	DT	these
television	NN	television
ads	NNS	ad
that	WDT	that
featured	VBD	feature
a	DT	a
woman	NN	woman
with	IN	with
a	DT	a
hole	NN	hole
in	IN	in
her	PP$	her
throat	NN	throat
and	CC	and
that	DT	that
were	VBD	be
very	RB	very
graphic	JJ	graphic
and	CC	and
very	RB	very
disturbing	JJ	disturbing
,	,	,
did	VBD	do
they	PP	they
actually	RB	actually
have	VBP	have
an	DT	an
impact	NN	impact
on	IN	on
whether	IN	whether
people	NNS	people
quit	VBD	quit
?	SENT	?
And	CC	and
the	DT	the
Health	NP	Health
Media	NP	Media
Collaboratory	NP	Collaboratory
respected	VBD	respect
the	DT	the
limits	NNS	limit
of	IN	of
their	PP$	their
data	NNS	datum
,	,	,
but	CC	but
they	PP	they
were	VBD	be
able	JJ	able
to	TO	to
conclude	VB	conclude
that	IN	that
those	DT	those
advertisements	NNS	advertisement
—	:	-
and	CC	and
you	PP	you
may	MD	may
have	VB	have
seen	VBN	see
them	PP	them
—	:	-
that	IN	that
they	PP	they
had	VBD	have
the	DT	the
effect	NN	effect
of	IN	of
jolting	VBG	jolt
people	NNS	people
into	IN	into
a	DT	a
thought	NN	thought
process	NN	process
that	WDT	that
may	MD	may
have	VB	have
an	DT	an
impact	NN	impact
on	IN	on
future	JJ	future
behavior	NN	behavior
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
admire	VBP	admire
and	CC	and
appreciate	VBP	appreciate
about	IN	about
this	DT	this
project	NN	project
,	,	,
aside	RB	aside
from	IN	from
the	DT	the
fact	NN	fact
,	,	,
including	VBG	include
the	DT	the
fact	NN	fact
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
based	VBN	base
on	IN	on
real	JJ	real
human	JJ	human
need	NN	need
,	,	,
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
a	DT	a
fantastic	JJ	fantastic
example	NN	example
of	IN	of
courage	NN	courage
in	IN	in
the	DT	the
face	NN	face
of	IN	of
a	DT	a
sea	NN	sea
of	IN	of
irrelevance	NN	irrelevance
.	SENT	.
And	CC	and
so	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
big	JJ	big
data	NN	data
that	WDT	that
causes	VBZ	cause
challenges	NNS	challenge
of	IN	of
interpretation	NN	interpretation
,	,	,
because	IN	because
let	NN	let
'	POS	'
s	NNS	<unknown>
face	VBP	face
it	PP	it
,	,	,
we	PP	we
human	JJ	human
beings	NNS	being
have	VBP	have
a	DT	a
very	RB	very
rich	JJ	rich
history	NN	history
of	IN	of
taking	VBG	take
any	DT	any
amount	NN	amount
of	IN	of
data	NNS	datum
,	,	,
no	DT	no
matter	NN	matter
how	WRB	how
small	JJ	small
,	,	,
and	CC	and
screwing	VBG	screw
it	PP	it
up	RP	up
.	SENT	.
So	IN	so
many	JJ	many
years	NNS	year
ago	RB	ago
,	,	,
you	PP	you
may	MD	may
remember	VB	remember
that	DT	that
former	JJ	former
President	NP	President
Ronald	NP	Ronald
Reagan	NP	Reagan
was	VBD	be
very	RB	very
criticized	VBN	criticize
for	IN	for
making	VBG	make
a	DT	a
statement	NN	statement
that	IN	that
facts	NNS	fact
are	VBP	be
stupid	JJ	stupid
things	NNS	thing
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
a	DT	a
slip	NN	slip
of	IN	of
the	DT	the
tongue	NN	tongue
,	,	,
let	VBP	let
'	''	'
s	NN	S
be	VB	be
fair	JJ	fair
.	SENT	.
He	PP	he
actually	RB	actually
meant	VBD	mean
to	TO	to
quote	VB	quote
John	NP	John
Adams	NP	Adams
'	POS	'
defense	NN	defense
of	IN	of
British	JJ	British
soldiers	NNS	soldier
in	IN	in
the	DT	the
Boston	NP	Boston
Massacre	NN	massacre
trials	NNS	trial
that	IN	that
facts	NNS	fact
are	VBP	be
stubborn	JJ	stubborn
things	NNS	thing
.	SENT	.
But	CC	but
I	PP	I
actually	RB	actually
think	VBP	think
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
bit	NN	bit
of	IN	of
accidental	JJ	accidental
wisdom	NN	wisdom
in	IN	in
what	WP	what
he	PP	he
said	VBD	say
,	,	,
because	IN	because
facts	NNS	fact
are	VBP	be
stubborn	JJ	stubborn
things	NNS	thing
,	,	,
but	CC	but
sometimes	RB	sometimes
they	PP	they
'	POS	'
re	NN	re
stupid	JJ	stupid
,	,	,
too	RB	too
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
tell	VB	tell
you	PP	you
a	DT	a
personal	JJ	personal
story	NN	story
about	IN	about
why	WRB	why
this	DT	this
matters	NNS	matter
a	DT	a
lot	NN	lot
to	TO	to
me	PP	me
.	SENT	.
I	PP	I
need	VBP	need
to	TO	to
take	VB	take
a	DT	a
breath	NN	breath
.	SENT	.
My	PP$	my
son	NN	son
Isaac	NP	Isaac
,	,	,
when	WRB	when
he	PP	he
was	VBD	be
two	CD	two
,	,	,
was	VBD	be
diagnosed	VBN	diagnose
with	IN	with
autism	NN	autism
,	,	,
and	CC	and
he	PP	he
was	VBD	be
this	DT	this
happy	JJ	happy
,	,	,
hilarious	JJ	hilarious
,	,	,
loving	JJ	loving
,	,	,
affectionate	JJ	affectionate
little	JJ	little
guy	NN	guy
,	,	,
but	CC	but
the	DT	the
metrics	NNS	metric
on	IN	on
his	PP$	his
developmental	JJ	developmental
evaluations	NNS	evaluation
,	,	,
which	WDT	which
looked	VBD	look
at	IN	at
things	NNS	thing
like	IN	like
the	DT	the
number	NN	number
of	IN	of
words	NNS	word
—	:	-
at	IN	at
that	DT	that
point	NN	point
,	,	,
none	NN	none
—	:	-
communicative	JJ	communicative
gestures	NNS	gesture
and	CC	and
minimal	JJ	minimal
eye	NN	eye
contact	NN	contact
,	,	,
put	VBD	put
his	PP$	his
developmental	JJ	developmental
level	NN	level
at	IN	at
that	DT	that
of	IN	of
a	DT	a
nine-month-old	JJ	nine-month-old
baby	NN	baby
.	SENT	.
And	CC	and
the	DT	the
diagnosis	NN	diagnosis
was	VBD	be
factually	RB	factually
correct	JJ	correct
,	,	,
but	CC	but
it	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
tell	VB	tell
the	DT	the
whole	JJ	whole
story	NN	story
.	SENT	.
And	CC	and
about	IN	about
a	DT	a
year	NN	year
and	CC	and
a	DT	a
half	NN	half
later	RBR	later
,	,	,
when	WRB	when
he	PP	he
was	VBD	be
almost	RB	almost
four	CD	four
,	,	,
I	PP	I
found	VBD	find
him	PP	him
in	IN	in
front	NN	front
of	IN	of
the	DT	the
computer	NN	computer
one	CD	one
day	NN	day
running	VBG	run
a	DT	a
Google	NP	<unknown>
image	NN	image
search	NN	search
on	IN	on
women	NNS	woman
,	,	,
spelled	VBN	spell
"	``	"
w-i-m-e-n	NN	<unknown>
.	SENT	.
"	``	"
And	CC	and
I	PP	I
did	VBD	do
what	WP	what
any	DT	any
obsessed	JJ	obsessed
parent	NN	parent
would	MD	would
do	VB	do
,	,	,
which	WDT	which
is	VBZ	be
immediately	RB	immediately
started	VBN	start
hitting	VBG	hit
the	DT	the
"	``	"
back	JJ	back
"	''	"
button	NN	button
to	TO	to
see	VB	see
what	WP	what
else	JJ	else
he	PP	he
'	''	'
d	SYM	d
been	VBN	be
searching	VBG	search
for	IN	for
.	SENT	.
And	CC	and
they	PP	they
were	VBD	be
,	,	,
in	IN	in
order	NN	order
:	:	:
men	NNS	man
,	,	,
school	NN	school
,	,	,
bus	NN	bus
and	CC	and
computer	NN	computer
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
stunned	VBN	stun
,	,	,
because	IN	because
we	PP	we
didn	NN	<unknown>
'	POS	'
t	NN	t
know	VBP	know
that	IN	that
he	PP	he
could	MD	could
spell	VB	spell
,	,	,
much	RB	much
less	RBR	less
read	VB	read
,	,	,
and	CC	and
so	RB	so
I	PP	I
asked	VBD	ask
him	PP	him
,	,	,
"	''	"
Isaac	NP	Isaac
,	,	,
how	WRB	how
did	VBD	do
you	PP	you
do	VBP	do
this	DT	this
?	SENT	?
"	``	"
And	CC	and
he	PP	he
looked	VBD	look
at	IN	at
me	PP	me
very	RB	very
seriously	RB	seriously
and	CC	and
said	VBD	say
,	,	,
"	``	"
Typed	VBN	type
in	IN	in
the	DT	the
box	NN	box
.	SENT	.
"	``	"
He	PP	he
was	VBD	be
teaching	VBG	teach
himself	PP	himself
to	TO	to
communicate	VB	communicate
,	,	,
but	CC	but
we	PP	we
were	VBD	be
looking	VBG	look
in	IN	in
the	DT	the
wrong	JJ	wrong
place	NN	place
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
happens	VBZ	happen
when	WRB	when
assessments	NNS	assessment
and	CC	and
analytics	NNS	<unknown>
overvalue	VBP	overvalue
one	PP	one
metric	JJ	metric
—	:	-
in	IN	in
this	DT	this
case	NN	case
,	,	,
verbal	JJ	verbal
communication	NN	communication
—	:	-
and	CC	and
undervalue	VB	undervalue
others	NNS	other
,	,	,
such	JJ	such
as	IN	as
creative	JJ	creative
problem-solving	VBG	problem-solve
.	SENT	.
Communication	NP	Communication
was	VBD	be
hard	JJ	hard
for	IN	for
Isaac	NP	Isaac
,	,	,
and	CC	and
so	RB	so
he	PP	he
found	VBD	find
a	DT	a
workaround	NN	workaround
to	TO	to
find	VB	find
out	RP	out
what	WP	what
he	PP	he
needed	VBD	need
to	TO	to
know	VB	know
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
think	VBP	think
about	IN	about
it	PP	it
,	,	,
it	PP	it
makes	VBZ	make
a	DT	a
lot	NN	lot
of	IN	of
sense	NN	sense
,	,	,
because	IN	because
forming	VBG	form
a	DT	a
question	NN	question
is	VBZ	be
a	DT	a
really	RB	really
complex	JJ	complex
process	NN	process
,	,	,
but	CC	but
he	PP	he
could	MD	could
get	VB	get
himself	PP	himself
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
way	NN	way
there	RB	there
by	IN	by
putting	VBG	put
a	DT	a
word	NN	word
in	IN	in
a	DT	a
search	NN	search
box	NN	box
.	SENT	.
And	CC	and
so	RB	so
this	DT	this
little	JJ	little
moment	NN	moment
had	VBD	have
a	DT	a
really	RB	really
profound	JJ	profound
impact	NN	impact
on	IN	on
me	PP	me
and	CC	and
our	PP$	our
family	NN	family
because	IN	because
it	PP	it
helped	VBD	help
us	PP	us
change	VB	change
our	PP$	our
frame	NN	frame
of	IN	of
reference	NN	reference
for	IN	for
what	WP	what
was	VBD	be
going	VBG	go
on	IN	on
with	IN	with
him	PP	him
,	,	,
and	CC	and
worry	VBP	worry
a	DT	a
little	JJ	little
bit	NN	bit
less	RBR	less
and	CC	and
appreciate	VB	appreciate
his	PP$	his
resourcefulness	NN	resourcefulness
more	RBR	more
.	SENT	.
Facts	NNS	fact
are	VBP	be
stupid	JJ	stupid
things	NNS	thing
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
vulnerable	JJ	vulnerable
to	TO	to
misuse	VB	misuse
,	,	,
willful	JJ	willful
or	CC	or
otherwise	RB	otherwise
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
friend	NN	friend
,	,	,
Emily	NP	Emily
Willingham	NP	Willingham
,	,	,
who	WP	who
'	POS	'
s	NNS	<unknown>
a	DT	a
scientist	NN	scientist
,	,	,
and	CC	and
she	PP	she
wrote	VBD	write
a	DT	a
piece	NN	piece
for	IN	for
Forbes	NP	Forbes
not	RB	not
long	RB	long
ago	RB	ago
entitled	VBN	entitle
"	``	"
The	DT	the
10	CD	@card@
Weirdest	JJS	weird
Things	NNS	thing
Ever	RB	ever
Linked	VBN	link
to	TO	to
Autism	NN	autism
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	VBG	<unknown>
quite	PDT	quite
a	DT	a
list	NN	list
.	SENT	.
The	DT	the
Internet	NN	Internet
,	,	,
blamed	VBN	blame
for	IN	for
everything	NN	everything
,	,	,
right	RB	right
?	SENT	?
And	CC	and
of	IN	of
course	NN	course
mothers	NNS	mother
,	,	,
because	RB	because
.	SENT	.
And	CC	and
actually	RB	actually
,	,	,
wait	VB	wait
,	,	,
there	EX	there
'	''	'
s	NN	S
more	RBR	more
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
whole	JJ	whole
bunch	NN	bunch
in	IN	in
the	DT	the
"	``	"
mother	NN	mother
"	''	"
category	NN	category
here	RB	here
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
it	PP	it
'	POS	'
s	NN	S
a	DT	a
pretty	RB	pretty
rich	JJ	rich
and	CC	and
interesting	JJ	interesting
list	NN	list
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
big	JJ	big
fan	NN	fan
of	IN	of
being	VBG	be
pregnant	JJ	pregnant
near	IN	near
freeways	NNS	freeway
,	,	,
personally	RB	personally
.	SENT	.
The	DT	the
final	JJ	final
one	CD	one
is	VBZ	be
interesting	JJ	interesting
,	,	,
because	IN	because
the	DT	the
term	NN	term
"	``	"
refrigerator	NN	refrigerator
mother	NN	mother
"	''	"
was	VBD	be
actually	RB	actually
the	DT	the
original	JJ	original
hypothesis	NN	hypothesis
for	IN	for
the	DT	the
cause	NN	cause
of	IN	of
autism	NN	autism
,	,	,
and	CC	and
that	DT	that
meant	VBN	mean
somebody	NN	somebody
who	WP	who
was	VBD	be
cold	JJ	cold
and	CC	and
unloving	JJ	unloving
.	SENT	.
And	CC	and
at	IN	at
this	DT	this
point	NN	point
,	,	,
you	PP	you
might	MD	might
be	VB	be
thinking	VBG	think
,	,	,
"	''	"
Okay	NP	Okay
,	,	,
Susan	NP	Susan
,	,	,
we	PP	we
get	VBP	get
it	PP	it
,	,	,
you	PP	you
can	MD	can
take	VB	take
data	NNS	datum
,	,	,
you	PP	you
can	MD	can
make	VB	make
it	PP	it
mean	VB	mean
anything	NN	anything
.	SENT	.
"	''	"
And	CC	and
this	DT	this
is	VBZ	be
true	JJ	true
,	,	,
it	PP	it
'	POS	'
s	NN	S
absolutely	RB	absolutely
true	JJ	true
,	,	,
but	CC	but
the	DT	the
challenge	NN	challenge
is	VBZ	be
that	IN	that
we	PP	we
have	VBP	have
this	DT	this
opportunity	NN	opportunity
to	TO	to
try	VB	try
to	TO	to
make	VB	make
meaning	VBG	mean
out	RP	out
of	IN	of
it	PP	it
ourselves	PP	ourselves
,	,	,
because	IN	because
frankly	RB	frankly
,	,	,
data	NNS	datum
doesn	NN	<unknown>
'	POS	'
t	NN	t
create	VB	create
meaning	NN	meaning
.	SENT	.
We	PP	we
do	VBP	do
.	SENT	.
So	RB	so
as	IN	as
businesspeople	NN	businesspeople
,	,	,
as	IN	as
consumers	NNS	consumer
,	,	,
as	IN	as
patients	NNS	patient
,	,	,
as	IN	as
citizens	NNS	citizen
,	,	,
we	PP	we
have	VBP	have
a	DT	a
responsibility	NN	responsibility
,	,	,
I	PP	I
think	VBP	think
,	,	,
to	TO	to
spend	VB	spend
more	JJR	more
time	NN	time
focusing	VBG	focus
on	IN	on
our	PP$	our
critical	JJ	critical
thinking	NN	thinking
skills	NNS	skill
.	SENT	.
Why	WRB	why
?	SENT	?
Because	IN	because
at	IN	at
this	DT	this
point	NN	point
in	IN	in
our	PP$	our
history	NN	history
,	,	,
as	IN	as
we	PP	we
'	POS	'
ve	NN	ve
heard	VBD	hear
many	JJ	many
times	NNS	time
over	RB	over
,	,	,
we	PP	we
can	MD	can
process	VB	process
exabytes	NNS	exabyte
of	IN	of
data	NNS	datum
at	IN	at
lightning	NN	lightning
speed	NN	speed
,	,	,
and	CC	and
we	PP	we
have	VBP	have
the	DT	the
potential	NN	potential
to	TO	to
make	VB	make
bad	JJ	bad
decisions	NNS	decision
far	RB	far
more	RBR	more
quickly	RB	quickly
,	,	,
efficiently	RB	efficiently
,	,	,
and	CC	and
with	IN	with
far	RB	far
greater	JJR	great
impact	NN	impact
than	IN	than
we	PP	we
did	VBD	do
in	IN	in
the	DT	the
past	NN	past
.	SENT	.
Great	NP	Great
,	,	,
right	RB	right
?	SENT	?
And	CC	and
so	IN	so
what	WP	what
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
instead	RB	instead
is	VBZ	be
spend	VB	spend
a	DT	a
little	JJ	little
bit	NN	bit
more	JJR	more
time	NN	time
on	IN	on
things	NNS	thing
like	IN	like
the	DT	the
humanities	NNS	humanity
and	CC	and
sociology	NN	sociology
,	,	,
and	CC	and
the	DT	the
social	JJ	social
sciences	NNS	science
,	,	,
rhetoric	NN	rhetoric
,	,	,
philosophy	NN	philosophy
,	,	,
ethics	NNS	ethic
,	,	,
because	IN	because
they	PP	they
give	VBP	give
us	PP	us
context	NN	context
that	WDT	that
is	VBZ	be
so	RB	so
important	JJ	important
for	IN	for
big	JJ	big
data	NNS	datum
,	,	,
and	CC	and
because	IN	because
they	PP	they
help	VBP	help
us	PP	us
become	VB	become
better	RBR	well
critical	JJ	critical
thinkers	NNS	thinker
.	SENT	.
Because	IN	because
after	IN	after
all	DT	all
,	,	,
if	IN	if
I	PP	I
can	MD	can
spot	VB	spot
a	DT	a
problem	NN	problem
in	IN	in
an	DT	an
argument	NN	argument
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
much	JJ	much
matter	NN	matter
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
expressed	VBD	express
in	IN	in
words	NNS	word
or	CC	or
in	IN	in
numbers	NNS	number
.	SENT	.
And	CC	and
this	DT	this
means	VBZ	mean
teaching	VBG	teach
ourselves	PP	ourselves
to	TO	to
find	VB	find
those	DT	those
confirmation	NN	confirmation
biases	NNS	bias
and	CC	and
false	JJ	false
correlations	NNS	correlation
and	CC	and
being	VBG	be
able	JJ	able
to	TO	to
spot	VB	spot
a	DT	a
naked	JJ	naked
emotional	JJ	emotional
appeal	NN	appeal
from	IN	from
30	CD	@card@
yards	NNS	yard
,	,	,
because	IN	because
something	NN	something
that	WDT	that
happens	VBZ	happen
after	IN	after
something	NN	something
doesn	NN	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
it	PP	it
happened	VBD	happen
because	IN	because
of	IN	of
it	PP	it
,	,	,
necessarily	RB	necessarily
,	,	,
and	CC	and
if	IN	if
you	PP	you
'	POS	'
ll	NNS	<unknown>
let	VBP	let
me	PP	me
geek	NN	geek
out	RP	out
on	IN	on
you	PP	you
for	IN	for
a	DT	a
second	JJ	second
,	,	,
the	DT	the
Romans	NNS	Roman
called	VBD	call
this	DT	this
"	``	"
post	NN	post
hoc	FW	hoc
ergo	RB	ergo
propter	NN	<unknown>
hoc	FW	hoc
,	,	,
"	''	"
after	IN	after
which	WDT	which
therefore	RB	therefore
because	IN	because
