Imagine	VB	imagine
were	VBD	be
called	VBN	call
hydrogenotrophs	NNS	<unknown>
,	,	,
and	CC	and
with	IN	with
these	DT	these
hydrogenotrophs	NNS	<unknown>
,	,	,
you	PP	you
can	MD	can
create	VB	create
a	DT	a
virtuous	JJ	virtuous
carbon	NN	carbon
cycle	NN	cycle
that	WDT	that
would	MD	would
sustain	VB	sustain
life	NN	life
onboard	JJ	onboard
a	DT	a
spacecraft	NN	spacecraft
.	SENT	.
Astronauts	NNS	astronaut
would	MD	would
breathe	VB	breathe
out	RP	out
carbon	NN	carbon
dioxide	NN	dioxide
,	,	,
that	DT	that
carbon	NN	carbon
dioxide	NN	dioxide
would	MD	would
then	RB	then
be	VB	be
captured	VBN	capture
by	IN	by
the	DT	the
microbes	NNS	microbe
and	CC	and
converted	VBN	convert
into	IN	into
a	DT	a
nutritious	JJ	nutritious
,	,	,
carbon-rich	JJ	<unknown>
crop	NN	crop
.	SENT	.
The	DT	the
astronauts	NNS	astronaut
would	MD	would
then	RB	then
eat	VB	eat
that	DT	that
carbon-rich	JJ	<unknown>
crop	NN	crop
and	CC	and
exhale	VB	exhale
the	DT	the
carbon	NN	carbon
out	RP	out
in	IN	in
the	DT	the
form	NN	form
of	IN	of
carbon	NN	carbon
dioxide	NN	dioxide
,	,	,
which	WDT	which
would	MD	would
then	RB	then
be	VB	be
captured	VBN	capture
by	IN	by
the	DT	the
microbes	NNS	microbe
,	,	,
to	TO	to
create	VB	create
a	DT	a
nutritious	JJ	nutritious
crop	NN	crop
,	,	,
which	WDT	which
then	RB	then
would	MD	would
be	VB	be
exhaled	VBN	exhale
in	IN	in
the	DT	the
form	NN	form
of	IN	of
carbon	NN	carbon
dioxide	NN	dioxide
by	IN	by
the	DT	the
astronauts	NNS	astronaut
.	SENT	.
So	RB	so
in	IN	in
this	DT	this
way	NN	way
,	,	,
a	DT	a
closed-loop	NN	<unknown>
carbon	NN	carbon
cycle	NN	cycle
is	VBZ	be
created	VBN	create
.	SENT	.
So	RB	so
why	WRB	why
is	VBZ	be
this	DT	this
important	JJ	important
?	SENT	?
We	PP	we
need	VBP	need
carbon	NN	carbon
to	TO	to
survive	VB	survive
as	IN	as
humans	NNS	human
,	,	,
and	CC	and
we	PP	we
get	VBP	get
our	PP$	our
carbon	NN	carbon
from	IN	from
food	NN	food
.	SENT	.
On	IN	on
a	DT	a
long	JJ	long
space	NN	space
journey	NN	journey
,	,	,
you	PP	you
simply	RB	simply
wouldn	JJ	<unknown>
'	''	'
t	NN	t
be	VB	be
able	JJ	able
to	TO	to
pick	VB	pick
up	RP	up
any	DT	any
carbon	NN	carbon
along	IN	along
the	DT	the
way	NN	way
,	,	,
so	IN	so
you	PP	you
'	''	'
d	SYM	d
have	VB	have
to	TO	to
figure	VB	figure
out	RP	out
how	WRB	how
to	TO	to
recycle	VB	recycle
it	PP	it
on	IN	on
board	NN	board
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
clever	JJ	clever
solution	NN	solution
,	,	,
right	RB	right
?	SENT	?
But	CC	but
the	DT	the
thing	NN	thing
is	VBZ	be
,	,	,
that	DT	that
research	NN	research
didn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
go	VB	go
anywhere	RB	anywhere
.	SENT	.
We	PP	we
haven	NN	haven
'	POS	'
t	NN	t
yet	RB	yet
gone	VBN	go
to	TO	to
Mars	NP	Mars
.	SENT	.
We	PP	we
haven	NN	haven
'	POS	'
t	NN	t
yet	RB	yet
gone	VBN	go
to	TO	to
another	DT	another
planet	NN	planet
.	SENT	.
And	CC	and
this	DT	this
was	VBD	be
actually	RB	actually
done	VBN	do
in	IN	in
the	NP	the
'	POS	'
60s	JJ	<unknown>
and	NP	and
'	POS	'
70s	NNS	<unknown>
.	SENT	.
So	IN	so
a	DT	a
colleague	NN	colleague
of	IN	of
mine	NN	mine
,	,	,
Dr	NP	Dr
.	SENT	.
John	NP	John
Reed	NP	Reed
,	,	,
and	CC	and
I	PP	I
,	,	,
were	VBD	be
interested	JJ	interested
,	,	,
actually	RB	actually
,	,	,
in	IN	in
carbon	NN	carbon
recycling	VBG	recycle
here	RB	here
on	IN	on
Earth	NP	Earth
.	SENT	.
We	PP	we
wanted	VBD	want
to	TO	to
come	VB	come
up	RP	up
with	IN	with
technical	JJ	technical
solutions	NNS	solution
to	TO	to
address	VB	address
climate	NN	climate
change	NN	change
.	SENT	.
And	CC	and
we	PP	we
discovered	VBD	discover
this	DT	this
research	NN	research
by	IN	by
reading	VBG	read
some	DT	some
papers	NNS	paper
published	VBN	publish
in	IN	in
the	DT	the
'	''	'
60s	NNS	<unknown>
—	:	-
1967	CD	@card@
and	CC	and
later	JJR	late
—	:	-
articles	NNS	article
about	IN	about
this	DT	this
work	NN	work
.	SENT	.
And	CC	and
we	PP	we
thought	VBD	think
it	PP	it
was	VBD	be
a	DT	a
really	RB	really
good	JJ	good
idea	NN	idea
.	SENT	.
So	RB	so
we	PP	we
said	VBD	say
,	,	,
well	RB	well
,	,	,
Earth	NP	Earth
is	VBZ	be
actually	RB	actually
like	IN	like
a	DT	a
spaceship	NN	spaceship
.	SENT	.
We	PP	we
have	VBP	have
limited	VBN	limit
space	NN	space
and	CC	and
limited	JJ	limited
resources	NNS	resource
,	,	,
and	CC	and
on	IN	on
Earth	NN	earth
,	,	,
we	PP	we
really	RB	really
do	VBP	do
need	NN	need
to	TO	to
figure	VB	figure
out	RP	out
how	WRB	how
to	TO	to
recycle	VB	recycle
our	PP$	our
carbon	NN	carbon
better	RBR	well
.	SENT	.
So	RB	so
we	PP	we
had	VBD	have
the	DT	the
idea	NN	idea
,	,	,
can	MD	can
we	PP	we
take	VB	take
some	DT	some
of	IN	of
these	DT	these
NASA-type	NP	<unknown>
ideas	NNS	idea
and	CC	and
apply	VB	apply
them	PP	them
to	TO	to
our	PP$	our
carbon	NN	carbon
problem	NN	problem
here	RB	here
on	IN	on
Earth	NP	Earth
?	SENT	?
Could	MD	could
we	PP	we
cultivate	VB	cultivate
these	DT	these
NASA-type	NP	<unknown>
microbes	NNS	microbe
in	IN	in
order	NN	order
to	TO	to
make	VB	make
valuable	JJ	valuable
products	NNS	product
here	RB	here
on	IN	on
Earth	NP	Earth
?	SENT	?
We	PP	we
started	VBD	start
a	DT	a
company	NN	company
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
And	CC	and
in	IN	in
that	DT	that
company	NN	company
,	,	,
we	PP	we
discovered	VBD	discover
that	IN	that
these	DT	these
hydrogenotrophs	NNS	<unknown>
—	:	-
which	WDT	which
I	PP	I
'	POS	'
ll	NNS	<unknown>
actually	RB	actually
call	VBP	call
nature	NN	nature
'	POS	'
s	NN	S
supercharged	VBD	supercharge
carbon	NN	carbon
recyclers	NNS	recycler
—	:	-
we	PP	we
found	VBD	find
that	IN	that
they	PP	they
are	VBP	be
a	DT	a
powerful	JJ	powerful
class	NN	class
of	IN	of
microbes	NNS	microbe
that	WDT	that
had	VBD	have
been	VBN	be
largely	RB	largely
overlooked	VBN	overlook
and	CC	and
understudied	VBN	understudy
,	,	,
and	CC	and
that	IN	that
they	PP	they
could	MD	could
make	VB	make
some	DT	some
really	RB	really
valuable	JJ	valuable
products	NNS	product
.	SENT	.
So	RB	so
we	PP	we
began	VBD	begin
cultivating	VBG	cultivate
these	DT	these
products	NNS	product
,	,	,
these	DT	these
microbes	NNS	microbe
,	,	,
in	IN	in
our	PP$	our
lab	NN	lab
.	SENT	.
We	PP	we
found	VBD	find
that	IN	that
we	PP	we
can	MD	can
make	VB	make
essential	JJ	essential
amino	NN	amino
acids	NNS	acid
from	IN	from
carbon	NN	carbon
dioxide	NN	dioxide
using	VBG	use
these	DT	these
microbes	NNS	microbe
.	SENT	.
And	CC	and
we	PP	we
even	RB	even
made	VBD	make
a	DT	a
protein-rich	JJ	<unknown>
meal	NN	meal
that	WDT	that
has	VBZ	have
an	DT	an
amino	NN	amino
acid	NN	acid
profile	NN	profile
similar	JJ	similar
to	TO	to
what	WP	what
you	PP	you
might	MD	might
find	VB	find
in	IN	in
some	DT	some
animal	JJ	animal
proteins	NNS	protein
.	SENT	.
We	PP	we
began	VBD	begin
cultivating	VBG	cultivate
them	PP	them
even	RB	even
further	RBR	further
,	,	,
and	CC	and
we	PP	we
found	VBD	find
that	IN	that
we	PP	we
can	MD	can
make	VB	make
oil	NN	oil
.	SENT	.
Oils	NNS	oil
are	VBP	be
used	VBN	use
to	TO	to
manufacture	VB	manufacture
many	JJ	many
products	NNS	product
.	SENT	.
We	PP	we
made	VBD	make
an	DT	an
oil	NN	oil
that	WDT	that
was	VBD	be
similar	JJ	similar
to	TO	to
a	DT	a
citrus	JJ	citrus
oil	NN	oil
,	,	,
which	WDT	which
can	MD	can
be	VB	be
used	VBN	use
for	IN	for
flavoring	NN	flavoring
and	CC	and
for	IN	for
fragrances	NNS	fragrance
,	,	,
but	CC	but
it	PP	it
also	RB	also
can	MD	can
be	VB	be
used	VBN	use
as	IN	as
a	DT	a
biodegradable	JJ	biodegradable
cleaner	NN	cleaner
or	CC	or
even	RB	even
as	IN	as
a	DT	a
jet	NN	jet
fuel	NN	fuel
.	SENT	.
And	CC	and
we	PP	we
made	VBD	make
an	DT	an
oil	NN	oil
that	RB	that
'	POS	'
s	NN	S
similar	JJ	similar
to	TO	to
palm	VB	palm
oil	NN	oil
.	SENT	.
Palm	NP	Palm
oil	NN	oil
is	VBZ	be
used	VBN	use
to	TO	to
manufacture	VB	manufacture
a	DT	a
wide	JJ	wide
range	NN	range
of	IN	of
consumer	NN	consumer
and	CC	and
industrial	JJ	industrial
goods	NNS	good
.	SENT	.
We	PP	we
began	VBD	begin
working	VBG	work
with	IN	with
manufacturers	NNS	manufacturer
to	TO	to
scale	VB	scale
up	RP	up
this	DT	this
technology	NN	technology
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
currently	RB	currently
working	VBG	work
with	IN	with
them	PP	them
to	TO	to
bring	VB	bring
some	DT	some
of	IN	of
these	DT	these
products	NNS	product
to	TO	to
market	NN	market
.	SENT	.
We	PP	we
believe	VBP	believe
this	DT	this
type	NN	type
of	IN	of
technology	NN	technology
can	MD	can
indeed	RB	indeed
help	VB	help
us	PP	us
profitably	RB	profitably
recycle	VB	recycle
carbon	NN	carbon
dioxide	NN	dioxide
into	IN	into
valuable	JJ	valuable
products	NNS	product
—	:	-
something	NN	something
that	RB	that
'	POS	'
s	NNS	<unknown>
beneficial	JJ	beneficial
for	IN	for
the	DT	the
planet	NN	planet
but	CC	but
also	RB	also
beneficial	JJ	beneficial
for	IN	for
business	NN	business
.	SENT	.
That	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
today	NN	today
.	SENT	.
But	CC	but
tomorrow	NN	tomorrow
,	,	,
this	DT	this
type	NN	type
of	IN	of
technology	NN	technology
and	CC	and
using	VBG	use
these	DT	these
types	NNS	type
of	IN	of
microbes	NNS	microbe
actually	RB	actually
could	MD	could
help	VB	help
us	PP	us
do	VB	do
something	NN	something
even	RB	even
greater	JJR	great
if	IN	if
we	PP	we
take	VBP	take
it	PP	it
to	TO	to
the	DT	the
next	JJ	next
level	NN	level
.	SENT	.
We	PP	we
believe	VBP	believe
that	IN	that
this	DT	this
type	NN	type
of	IN	of
technology	NN	technology
can	MD	can
actually	RB	actually
help	VB	help
us	PP	us
address	VB	address
an	DT	an
issue	NN	issue
with	IN	with
agriculture	NN	agriculture
and	CC	and
allow	VB	allow
us	PP	us
to	TO	to
create	VB	create
a	DT	a
type	NN	type
of	IN	of
agriculture	NN	agriculture
that	RB	that
'	POS	'
s	NNS	<unknown>
sustainable	JJ	sustainable
,	,	,
that	WDT	that
will	MD	will
allow	VB	allow
us	PP	us
to	TO	to
scale	VB	scale
to	TO	to
meet	VB	meet
the	DT	the
demands	NNS	demand
of	IN	of
tomorrow	NN	tomorrow
.	SENT	.
And	CC	and
why	WRB	why
might	MD	might
we	PP	we
need	VB	need
a	DT	a
sustainable	JJ	sustainable
agriculture	NN	agriculture
?	SENT	?
Well	RB	well
,	,	,
actually	RB	actually
,	,	,
it	PP	it
is	VBZ	be
estimated	VBN	estimate
that	IN	that
the	DT	the
population	NN	population
will	MD	will
reach	VB	reach
about	RB	about
10	CD	@card@
billion	NNS	billion
by	IN	by
2050	CD	@card@
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
projecting	VBG	project
that	IN	that
we	PP	we
will	MD	will
need	VB	need
to	TO	to
increase	VB	increase
food	NN	food
production	NN	production
by	IN	by
70	CD	@card@
percent	NN	percent
.	SENT	.
In	IN	in
addition	NN	addition
,	,	,
we	PP	we
will	MD	will
need	VB	need
many	JJ	many
more	JJR	more
resources	NNS	resource
and	CC	and
raw	JJ	raw
materials	NNS	material
to	TO	to
make	VB	make
consumer	NN	consumer
goods	NNS	good
and	CC	and
industrial	JJ	industrial
goods	NNS	good
.	SENT	.
So	RB	so
how	WRB	how
will	MD	will
we	PP	we
scale	VB	scale
to	TO	to
meet	VB	meet
that	DT	that
demand	NN	demand
?	SENT	?
Well	RB	well
,	,	,
modern	JJ	modern
agriculture	NN	agriculture
simply	RB	simply
cannot	MD	can
sustainably	RB	<unknown>
scale	VB	scale
to	TO	to
meet	VB	meet
that	DT	that
demand	NN	demand
.	SENT	.
There	EX	there
are	VBP	be
a	DT	a
number	NN	number
of	IN	of
reasons	NNS	reason
why	WRB	why
.	SENT	.
One	CD	one
of	IN	of
them	PP	them
is	VBZ	be
that	DT	that
modern	JJ	modern
agriculture	NN	agriculture
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
emitters	NNS	emitter
of	IN	of
greenhouse	NN	greenhouse
gases	NNS	gas
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
it	PP	it
emits	VBZ	emit
more	JJR	more
greenhouse	NN	greenhouse
gases	NNS	gas
than	IN	than
our	PP$	our
cars	NNS	car
,	,	,
our	PP$	our
trucks	NNS	truck
,	,	,
our	PP$	our
planes	NNS	plane
and	CC	and
our	PP$	our
trains	NNS	train
combined	VBN	combine
.	SENT	.
Another	DT	another
reason	NN	reason
is	VBZ	be
that	IN	that
modern	JJ	modern
ag	NN	ag
simply	RB	simply
takes	VBZ	take
up	RP	up
a	DT	a
whole	JJ	whole
lot	NN	lot
of	IN	of
land	NN	land
.	SENT	.
We	PP	we
have	VBP	have
cleared	VBN	clear
19	CD	@card@
.	SENT	.
4	CD	@card@
million	CD	million
square	JJ	square
miles	NNS	mile
for	IN	for
crops	NNS	crop
and	CC	and
livestock	NN	livestock
.	SENT	.
What	WP	what
does	VBZ	do
that	IN	that
look	NN	look
like	JJ	like
?	SENT	?
Well	RB	well
,	,	,
that	IN	that
'	POS	'
s	NN	S
roughly	RB	roughly
the	DT	the
size	NN	size
of	IN	of
South	NP	South
America	NP	America
and	CC	and
Africa	NP	Africa
combined	VBD	combine
.	SENT	.
Let	VB	let
me	PP	me
give	VB	give
you	PP	you
a	DT	a
specific	JJ	specific
example	NN	example
.	SENT	.
In	IN	in
Indonesia	NP	Indonesia
,	,	,
an	DT	an
amount	NN	amount
of	IN	of
virgin	JJ	virgin
rainforest	NN	rainforest
was	VBD	be
cleared	VBN	clear
totaling	VBG	total
the	DT	the
size	NN	size
of	IN	of
approximately	RB	approximately
Ireland	NP	Ireland
,	,	,
between	IN	between
2000	CD	@card@
and	CC	and
2012	CD	@card@
.	SENT	.
Just	RB	just
think	VB	think
of	IN	of
all	DT	all
of	IN	of
the	DT	the
species	NN	species
,	,	,
the	DT	the
diversity	NN	diversity
,	,	,
that	WDT	that
was	VBD	be
removed	VBN	remove
in	IN	in
the	DT	the
process	NN	process
,	,	,
whether	IN	whether
plant	NN	plant
life	NN	life
,	,	,
insects	NNS	insect
or	CC	or
animal	NN	animal
life	NN	life
.	SENT	.
And	CC	and
a	DT	a
natural	JJ	natural
carbon	NN	carbon
sink	NN	sink
was	VBD	be
also	RB	also
removed	VBN	remove
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
make	VB	make
this	DT	this
real	JJ	real
for	IN	for
you	PP	you
.	SENT	.
This	DT	this
clearing	NN	clearing
happened	VBD	happen
primarily	RB	primarily
to	TO	to
make	VB	make
room	NN	room
for	IN	for
palm	NN	palm
plantations	NNS	plantation
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
mentioned	VBD	mention
before	RB	before
,	,	,
palm	NN	palm
oil	NN	oil
is	VBZ	be
used	VBN	use
to	TO	to
manufacture	VB	manufacture
many	JJ	many
products	NNS	product
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
it	PP	it
is	VBZ	be
estimated	VBN	estimate
that	IN	that
over	IN	over
50	CD	@card@
percent	NN	percent
of	IN	of
consumer	NN	consumer
products	NNS	product
are	VBP	be
manufactured	VBN	manufacture
using	VBG	use
palm	NN	palm
oil	NN	oil
.	SENT	.
And	CC	and
that	WDT	that
includes	VBZ	include
things	NNS	thing
like	IN	like
ice	NN	ice
cream	NN	cream
,	,	,
cookies	NNS	cookie
.	SENT	.
.	SENT	.
.	SENT	.
It	PP	it
includes	VBZ	include
cooking	NN	cooking
oils	NNS	oil
.	SENT	.
It	PP	it
also	RB	also
includes	VBZ	include
detergents	NNS	detergent
,	,	,
lotions	NNS	lotion
,	,	,
soaps	NNS	soap
.	SENT	.
You	PP	you
and	CC	and
I	PP	I
both	CC	both
probably	RB	probably
have	VB	have
numerous	JJ	numerous
items	NNS	item
in	IN	in
our	PP$	our
kitchens	NNS	kitchen
and	CC	and
our	PP$	our
bathrooms	NNS	bathroom
that	WDT	that
were	VBD	be
manufactured	VBN	manufacture
using	VBG	use
palm	NN	palm
oil	NN	oil
.	SENT	.
So	IN	so
you	PP	you
and	CC	and
I	PP	I
are	VBP	be
direct	JJ	direct
beneficiaries	NNS	beneficiary
of	IN	of
removed	VBN	remove
rainforests	NNS	rainforest
.	SENT	.
Modern	JJ	modern
ag	NN	ag
has	VBZ	have
some	DT	some
problems	NNS	problem
,	,	,
and	CC	and
we	PP	we
need	VBP	need
solutions	NNS	solution
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
scale	VB	scale
sustainably	RB	<unknown>
.	SENT	.
I	PP	I
believe	VBP	believe
that	IN	that
microbes	NNS	microbe
can	MD	can
be	VB	be
a	DT	a
part	NN	part
of	IN	of
the	DT	the
answer	NN	answer
—	:	-
specifically	RB	specifically
,	,	,
these	DT	these
supercharged	VBN	supercharge
carbon	NN	carbon
recyclers	NNS	recycler
.	SENT	.
These	DT	these
supercharged	VBN	supercharge
carbon	NN	carbon
recyclers	NNS	recycler
,	,	,
like	IN	like
plants	NNS	plant
,	,	,
serve	VBP	serve
as	IN	as
the	DT	the
natural	JJ	natural
recyclers	NNS	recycler
in	IN	in
their	PP$	their
ecosystems	NNS	ecosystem
where	WRB	where
they	PP	they
thrive	VBP	thrive
.	SENT	.
And	CC	and
they	PP	they
thrive	VBP	thrive
in	IN	in
exotic	JJ	exotic
places	NNS	place
on	IN	on
Earth	NP	Earth
,	,	,
like	IN	like
hydrothermal	JJ	hydrothermal
vents	NNS	vent
and	CC	and
hot	JJ	hot
springs	NNS	spring
.	SENT	.
In	IN	in
those	DT	those
ecosystems	NNS	ecosystem
,	,	,
they	PP	they
take	VBP	take
carbon	NN	carbon
and	CC	and
recycle	VB	recycle
it	PP	it
into	IN	into
the	DT	the
nutrients	NNS	nutrient
needed	VBN	need
for	IN	for
those	DT	those
ecosystems	NNS	ecosystem
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
rich	JJ	rich
in	IN	in
nutrients	NNS	nutrient
,	,	,
such	JJ	such
as	IN	as
oils	NNS	oil
and	CC	and
proteins	NNS	protein
,	,	,
minerals	NNS	mineral
and	CC	and
carbohydrates	NNS	carbohydrate
.	SENT	.
And	CC	and
actually	RB	actually
,	,	,
microbes	NNS	microbe
are	VBP	be
already	RB	already
an	DT	an
integral	JJ	integral
part	NN	part
of	IN	of
our	PP$	our
everyday	JJ	everyday
lives	NNS	life
.	SENT	.
If	IN	if
you	PP	you
enjoy	VBP	enjoy
a	DT	a
glass	NN	glass
of	IN	of
pinot	NP	pinot
noir	NP	noir
on	IN	on
a	DT	a
Friday	NP	Friday
night	NN	night
,	,	,
after	IN	after
a	DT	a
long	JJ	long
,	,	,
hard	JJ	hard
work	NN	work
week	NN	week
,	,	,
then	RB	then
you	PP	you
are	VBP	be
enjoying	VBG	enjoy
a	DT	a
product	NN	product
of	IN	of
microbes	NNS	microbe
.	SENT	.
If	IN	if
you	PP	you
enjoy	VBP	enjoy
a	DT	a
beer	NN	beer
from	IN	from
your	PP$	your
local	JJ	local
microbrewery	NN	microbrewery
—	:	-
a	DT	a
product	NN	product
of	IN	of
microbes	NNS	microbe
.	SENT	.
Or	CC	or
bread	NN	bread
,	,	,
or	CC	or
cheese	NN	cheese
,	,	,
or	CC	or
yogurt	NN	yogurt
.	SENT	.
These	DT	these
are	VBP	be
all	DT	all
products	NNS	product
of	IN	of
microbes	NNS	microbe
.	SENT	.
But	CC	but
the	DT	the
beauty	NN	beauty
and	CC	and
power	NN	power
associated	VBN	associate
with	IN	with
these	DT	these
supercharged	VBN	supercharge
carbon	NN	carbon
recyclers	NNS	recycler
lies	VBZ	lie
in	IN	in
the	DT	the
fact	NN	fact
that	IN	that
they	PP	they
can	MD	can
actually	RB	actually
produce	VB	produce
in	IN	in
a	DT	a
matter	NN	matter
of	IN	of
hours	NNS	hour
versus	CC	versus
months	NNS	month
.	SENT	.
That	DT	that
means	VBZ	mean
we	PP	we
can	MD	can
make	VB	make
crops	NNS	crop
much	RB	much
faster	RBR	faster
than	IN	than
we	PP	we
'	POS	'
re	NN	re
making	VBG	make
them	PP	them
today	NN	today
.	SENT	.
They	PP	they
grow	VBP	grow
in	IN	in
the	DT	the
dark	NN	dark
,	,	,
so	RB	so
they	PP	they
can	MD	can
grow	VB	grow
in	IN	in
any	DT	any
season	NN	season
and	CC	and
in	IN	in
any	DT	any
geography	NN	geography
and	CC	and
any	DT	any
location	NN	location
.	SENT	.
They	PP	they
can	MD	can
grow	VB	grow
in	IN	in
containers	NNS	container
that	WDT	that
require	VBP	require
minimal	JJ	minimal
space	NN	space
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
get	VB	get
to	TO	to
a	DT	a
type	NN	type
of	IN	of
vertical	JJ	vertical
agriculture	NN	agriculture
.	SENT	.
Instead	RB	instead
of	IN	of
our	PP$	our
traditional	JJ	traditional
horizontal	JJ	horizontal
agriculture	NN	agriculture
that	WDT	that
requires	VBZ	require
so	RB	so
much	JJ	much
land	NN	land
,	,	,
we	PP	we
can	MD	can
scale	VB	scale
vertically	RB	vertically
,	,	,
and	CC	and
as	IN	as
a	DT	a
result	NN	result
produce	VB	produce
much	RB	much
more	JJR	more
product	NN	product
per	IN	per
area	NN	area
.	SENT	.
If	IN	if
we	PP	we
implement	VB	implement
this	DT	this
type	NN	type
of	IN	of
approach	NN	approach
and	CC	and
use	VB	use
these	DT	these
carbon	NN	carbon
recyclers	NNS	recycler
,	,	,
then	RB	then
we	PP	we
wouldn	JJ	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
remove	VB	remove
any	DT	any
more	JJR	more
rainforests	NNS	rainforest
to	TO	to
make	VB	make
the	DT	the
food	NN	food
and	CC	and
the	DT	the
goods	NNS	good
that	WDT	that
we	PP	we
consume	VBP	consume
.	SENT	.
Because	RB	because
,	,	,
at	IN	at
a	DT	a
large	JJ	large
scale	NN	scale
,	,	,
you	PP	you
can	MD	can
actually	RB	actually
make	VB	make
10	CD	@card@
,	,	,
000	CD	@card@
times	NNS	time
more	JJR	more
output	NN	output
per	IN	per
land	NN	land
area	NN	area
than	IN	than
you	PP	you
could	MD	could
—	:	-
for	IN	for
instance	NN	instance
,	,	,
if	IN	if
you	PP	you
used	VBD	use
soybeans	NNS	soybean
—	:	-
if	IN	if
you	PP	you
planted	VBD	plant
soybeans	NNS	soybean
on	IN	on
that	DT	that
same	JJ	same
area	NN	area
of	IN	of
land	NN	land
over	IN	over
a	DT	a
period	NN	period
of	IN	of
a	DT	a
year	NN	year
.	SENT	.
Ten	CD	ten
thousand	CD	thousand
times	NNS	time
over	IN	over
a	DT	a
period	NN	period
of	IN	of
a	DT	a
year	NN	year
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
mean	VBP	mean
by	IN	by
a	DT	a
new	JJ	new
type	NN	type
of	IN	of
agriculture	NN	agriculture
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
mean	VBP	mean
by	IN	by
developing	VBG	develop
a	DT	a
system	NN	system
that	WDT	that
allows	VBZ	allow
us	PP	us
to	TO	to
sustainably	RB	<unknown>
scale	VB	scale
to	TO	to
meet	VB	meet
the	DT	the
demands	NNS	demand
of	IN	of
10	CD	@card@
billion	NNS	billion
.	SENT	.
And	CC	and
what	WP	what
would	MD	would
be	VB	be
the	DT	the
products	NNS	product
of	IN	of
this	DT	this
new	JJ	new
type	NN	type
of	IN	of
agriculture	NN	agriculture
?	SENT	?
