Four	CD	four
but	CC	but
I	PP	I
had	VBD	have
actually	RB	actually
launched	VBN	launch
Blogger	NP	<unknown>
as	IN	as
a	DT	a
side	NN	side
project	NN	project
to	TO	to
my	PP$	my
previous	JJ	previous
company	NN	company
,	,	,
thinking	VBG	think
it	PP	it
was	VBD	be
just	RB	just
a	DT	a
little	JJ	little
thing	NN	thing
we	PP	we
'	POS	'
d	NN	d
do	VBP	do
on	IN	on
the	DT	the
side	NN	side
,	,	,
and	CC	and
it	PP	it
ended	VBD	end
up	RP	up
taking	VBG	take
over	RP	over
not	RB	not
only	RB	only
the	DT	the
company	NN	company
,	,	,
but	CC	but
my	PP$	my
life	NN	life
for	IN	for
the	DT	the
next	JJ	next
five	CD	five
or	CC	or
six	CD	six
years	NNS	year
.	SENT	.
So	RB	so
I	PP	I
learned	VBD	learn
to	TO	to
follow	VB	follow
hunches	NNS	hunch
even	RB	even
though	IN	though
you	PP	you
can	MD	can
'	''	'
t	NN	t
necessarily	RB	necessarily
justify	VB	justify
them	PP	them
or	CC	or
know	VB	know
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
go	VB	go
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
what	WP	what
'	POS	'
s	NN	S
happened	VBD	happen
with	IN	with
Twitter	NN	twitter
,	,	,
time	NN	time
after	IN	after
time	NN	time
.	SENT	.
So	RB	so
,	,	,
for	IN	for
those	DT	those
of	IN	of
you	PP	you
unfamiliar	JJ	unfamiliar
,	,	,
Twitter	NN	twitter
is	VBZ	be
based	VBN	base
around	IN	around
a	DT	a
very	RB	very
simple	JJ	simple
,	,	,
seemingly	RB	seemingly
trivial	JJ	trivial
concept	NN	concept
.	SENT	.
You	PP	you
say	VBP	say
what	WP	what
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
in	IN	in
140	CD	@card@
characters	NNS	character
or	CC	or
less	JJR	less
,	,	,
and	CC	and
people	NNS	people
who	WP	who
are	VBP	be
interested	JJ	interested
in	IN	in
you	PP	you
get	VBP	get
those	DT	those
updates	NNS	update
.	SENT	.
If	IN	if
they	PP	they
'	POS	'
re	NN	re
really	RB	really
interested	JJ	interested
,	,	,
they	PP	they
get	VBP	get
the	DT	the
update	NN	update
as	IN	as
a	DT	a
text	NN	text
message	NN	message
on	IN	on
their	PP$	their
cell	NN	cell
phone	NN	phone
.	SENT	.
So	RB	so
,	,	,
for	IN	for
instance	NN	instance
,	,	,
I	PP	I
may	MD	may
Twitter	VB	twitter
right	RB	right
now	RB	now
that	IN	that
I	NP	I
'	POS	'
m	NN	m
giving	VBG	give
a	DT	a
talk	NN	talk
at	IN	at
TED	VB	ted
.	SENT	.
And	CC	and
in	IN	in
my	PP$	my
case	NN	case
,	,	,
when	WRB	when
I	PP	I
hit	VBD	hit
send	VB	send
,	,	,
up	RB	up
to	TO	to
60	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
will	MD	will
receive	VB	receive
that	DT	that
message	NN	message
in	IN	in
a	DT	a
matter	NN	matter
of	IN	of
seconds	NNS	second
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
fundamental	JJ	fundamental
idea	NN	idea
is	VBZ	be
that	IN	that
Twitter	NN	twitter
lets	VBZ	let
people	NNS	people
share	NN	share
moments	NNS	moment
of	IN	of
their	PP$	their
lives	NNS	life
whenever	WRB	whenever
they	PP	they
want	VBP	want
,	,	,
be	VB	be
they	PP	they
momentous	JJ	momentous
occasions	NNS	occasion
or	CC	or
mundane	JJ	mundane
ones	NNS	one
.	SENT	.
It	PP	it
is	VBZ	be
by	IN	by
sharing	VBG	share
these	DT	these
moments	NNS	moment
as	IN	as
they	PP	they
'	POS	'
re	NN	re
happening	NN	happening
that	WDT	that
lets	VBZ	let
people	NNS	people
feel	VBP	feel
more	RBR	more
connected	VBN	connect
and	CC	and
in	IN	in
touch	NN	touch
,	,	,
despite	IN	despite
distance	NN	distance
,	,	,
and	CC	and
in	IN	in
real	JJ	real
time	NN	time
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
primary	JJ	primary
use	NN	use
we	PP	we
saw	VBD	see
of	IN	of
Twitter	NN	twitter
from	IN	from
the	DT	the
beginning	NN	beginning
,	,	,
and	CC	and
what	WP	what
got	VBD	get
us	PP	us
excited	VBD	excite
.	SENT	.
What	WP	what
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
anticipate	VBP	anticipate
was	VBD	be
the	DT	the
many	JJ	many
,	,	,
many	JJ	many
other	JJ	other
uses	NNS	use
that	WDT	that
would	MD	would
evolve	VB	evolve
from	IN	from
this	DT	this
very	RB	very
simple	JJ	simple
system	NN	system
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
things	NNS	thing
we	PP	we
realized	VBD	realize
was	VBD	be
how	WRB	how
important	JJ	important
Twitter	NN	twitter
could	MD	could
be	VB	be
during	IN	during
real-time	JJ	real-time
events	NNS	event
.	SENT	.
When	WRB	when
the	DT	the
wildfires	NNS	wildfire
broke	VBD	break
out	RP	out
in	IN	in
San	NP	San
Diego	NP	Diego
,	,	,
in	IN	in
October	NP	October
of	IN	of
2007	CD	@card@
,	,	,
people	NNS	people
turned	VBD	turn
to	TO	to
Twitter	VB	twitter
to	TO	to
report	VB	report
what	WP	what
was	VBD	be
happening	VBG	happen
and	CC	and
to	TO	to
find	VB	find
information	NN	information
from	IN	from
neighbors	NNS	neighbor
about	IN	about
what	WP	what
was	VBD	be
happening	VBG	happen
around	IN	around
them	PP	them
.	SENT	.
But	CC	but
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
just	RB	just
individuals	NNS	individual
.	SENT	.
The	DT	the
L	NP	L
.	SENT	.
A	DT	a
.	SENT	.
Times	NP	Times
actually	RB	actually
turned	VBD	turn
to	TO	to
Twitter	VB	twitter
to	TO	to
dispense	VB	dispense
information	NN	information
as	IN	as
well	RB	well
,	,	,
and	CC	and
put	VBD	put
a	DT	a
Twitter	NN	twitter
feed	NN	feed
on	IN	on
the	DT	the
front	JJ	front
page	NN	page
,	,	,
and	CC	and
the	DT	the
L	NP	L
.	SENT	.
A	DT	a
.	SENT	.
Fire	NP	Fire
Department	NP	Department
and	CC	and
Red	NP	Red
Cross	NP	Cross
used	VBD	use
it	PP	it
to	TO	to
dispense	VB	dispense
news	NN	news
and	CC	and
updates	NNS	update
as	RB	as
well	RB	well
.	SENT	.
At	IN	at
this	DT	this
event	NN	event
,	,	,
dozens	NNS	dozen
of	IN	of
people	NNS	people
here	RB	here
are	VBP	be
Twittering	VBG	twitter
and	CC	and
thousands	NNS	thousand
of	IN	of
people	NNS	people
around	IN	around
the	DT	the
world	NN	world
are	VBP	be
following	VBG	follow
along	RP	along
because	IN	because
they	PP	they
want	VBP	want
to	TO	to
know	VB	know
what	WP	what
it	PP	it
feels	VBZ	feel
like	VB	like
to	TO	to
be	VB	be
here	RB	here
and	CC	and
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
.	SENT	.
Among	IN	among
the	DT	the
other	JJ	other
interesting	JJ	interesting
things	NNS	thing
that	WDT	that
have	VBP	have
cropped	VBN	crop
up	RP	up
are	VBP	be
many	JJ	many
things	NNS	thing
from	IN	from
businesses	NNS	business
,	,	,
from	IN	from
marketing	NN	marketing
and	CC	and
communications	NNS	communication
and	CC	and
predictable	JJ	predictable
things	NNS	thing
,	,	,
to	TO	to
an	DT	an
insanely	RB	insanely
popular	JJ	popular
Korean-barbecue	NP	<unknown>
taco	NN	taco
truck	NN	truck
that	WDT	that
drives	VBZ	drive
around	IN	around
L	NP	L
.	SENT	.
A	DT	a
.	SENT	.
and	CC	and
Twitters	NNS	twitter
where	WRB	where
it	PP	it
stops	VBZ	stop
,	,	,
causing	VBG	cause
a	DT	a
line	NN	line
to	TO	to
form	VB	form
around	RP	around
the	DT	the
block	NN	block
.	SENT	.
Politicians	NNS	politician
have	VBP	have
recently	RB	recently
begun	VBN	begin
Twittering	VBG	twitter
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
there	EX	there
are	VBP	be
47	CD	@card@
members	NNS	member
of	IN	of
Congress	NP	Congress
who	WP	who
currently	RB	currently
have	VBP	have
Twitter	NN	twitter
accounts	NNS	account
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
tweeting	VBG	tweet
,	,	,
in	IN	in
some	DT	some
cases	NNS	case
,	,	,
from	IN	from
behind	IN	behind
closed-door	JJ	closed-door
sessions	NNS	session
with	IN	with
the	DT	the
President	NP	President
.	SENT	.
In	IN	in
this	DT	this
case	NN	case
,	,	,
this	DT	this
guy	NN	guy
'	POS	'
s	NN	S
not	RB	not
liking	VBG	like
what	WP	what
he	PP	he
'	POS	'
s	NN	S
hearing	NN	hearing
.	SENT	.
The	DT	the
President	NP	President
himself	PP	himself
is	VBZ	be
our	PP$	our
most	RBS	most
popular	JJ	popular
Twitter	NN	twitter
user	NN	user
,	,	,
although	IN	although
his	PP$	his
tweets	VBZ	tweet
have	VB	have
dropped	VBN	drop
off	RP	off
as	IN	as
of	IN	of
late	JJ	late
,	,	,
while	IN	while
Senator	NP	Senator
McCain	NP	McCain
'	POS	'
s	NNS	<unknown>
have	VBP	have
picked	VBN	pick
up	RP	up
.	SENT	.
As	RB	as
have	VBP	have
this	DT	this
guy	NN	guy
'	POS	'
s	NN	S
.	SENT	.
Twitter	NN	twitter
was	VBD	be
originally	RB	originally
designed	VBN	design
as	IN	as
a	DT	a
broadcast	NN	broadcast
medium	NN	medium
:	:	:
you	PP	you
send	VBP	send
one	CD	one
message	NN	message
and	CC	and
it	PP	it
goes	VBZ	go
out	RP	out
to	TO	to
everybody	NN	everybody
,	,	,
and	CC	and
you	PP	you
receive	VBP	receive
the	DT	the
messages	NNS	message
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
many	JJ	many
ways	NNS	way
that	IN	that
users	NNS	user
shaped	VBD	shape
the	DT	the
evolution	NN	evolution
of	IN	of
Twitter	NN	twitter
was	VBD	be
by	IN	by
inventing	VBG	invent
a	DT	a
way	NN	way
to	TO	to
reply	VB	reply
to	TO	to
a	DT	a
specific	JJ	specific
person	NN	person
or	CC	or
a	DT	a
specific	JJ	specific
message	NN	message
.	SENT	.
So	RB	so
,	,	,
this	DT	this
syntax	NN	syntax
,	,	,
the	DT	the
"	``	"
@username	NN	<unknown>
"	''	"
that	IN	that
Shaquille	NP	<unknown>
O	NP	O
'	POS	'
Neal	NP	Neal
'	POS	'
s	NNS	<unknown>
using	VBG	use
here	RB	here
to	TO	to
reply	VB	reply
to	TO	to
one	CD	one
of	IN	of
his	PP$	his
fans	NNS	fan
,	,	,
was	VBD	be
completely	RB	completely
invented	VBN	invent
by	IN	by
users	NNS	user
,	,	,
and	CC	and
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
build	VB	build
it	PP	it
into	IN	into
the	DT	the
system	NN	system
until	IN	until
it	PP	it
already	RB	already
became	VBD	become
popular	JJ	popular
and	CC	and
then	RB	then
we	PP	we
made	VBD	make
it	PP	it
easier	JJR	easy
.	SENT	.
This	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
many	JJ	many
ways	NNS	way
that	IN	that
users	NNS	user
have	VBP	have
shaped	VBN	shape
the	DT	the
system	NN	system
.	SENT	.
Another	DT	another
is	VBZ	be
via	IN	via
the	DT	the
API	NP	API
.	SENT	.
We	PP	we
built	VBD	build
an	DT	an
application-programming	JJ	<unknown>
interface	NN	interface
,	,	,
which	WDT	which
basically	RB	basically
means	VBZ	mean
that	IN	that
programmers	NNS	programmer
can	MD	can
write	VB	write
software	NN	software
that	WDT	that
interacts	VBZ	interact
with	IN	with
Twitter	NN	twitter
.	SENT	.
We	PP	we
currently	RB	currently
know	VBP	know
about	RB	about
over	IN	over
2	CD	@card@
,	,	,
000	CD	@card@
pieces	NNS	piece
of	IN	of
software	NN	software
that	WDT	that
can	MD	can
send	VB	send
Twitter	NN	twitter
updates	NNS	update
â	NP	<unknown>
interfaces	NNS	interface
for	IN	for
Mac	NP	Mac
,	,	,
Windows	NNS	window
,	,	,
your	PP$	your
iPhone	NN	<unknown>
,	,	,
your	PP$	your
BlackBerry	NN	blackberry
â	NP	<unknown>
as	RB	as
well	RB	well
as	IN	as
things	NNS	thing
like	IN	like
a	DT	a
device	NN	device
that	WDT	that
lets	VBZ	let
an	DT	an
unborn	JJ	unborn
baby	NN	baby
Twitter	NN	twitter
when	WRB	when
it	PP	it
kicks	VBZ	kick
or	CC	or
a	DT	a
plant	NN	plant
Twitter	NN	twitter
when	WRB	when
it	PP	it
needs	VBZ	need
water	NN	water
.	SENT	.
Probably	RB	probably
the	DT	the
most	RBS	most
important	JJ	important
third-party	JJ	third-party
development	NN	development
came	VBD	come
from	IN	from
a	DT	a
little	JJ	little
company	NN	company
in	IN	in
Virginia	NP	Virginia
called	VBD	call
Summize	NP	<unknown>
.	SENT	.
Summize	NP	<unknown>
built	VBD	build
a	DT	a
Twitter	NN	twitter
search	NN	search
engine	NN	engine
.	SENT	.
And	CC	and
they	PP	they
tapped	VBD	tap
into	IN	into
the	DT	the
fact	NN	fact
that	IN	that
,	,	,
if	IN	if
you	PP	you
have	VBP	have
millions	NNS	million
of	IN	of
people	NNS	people
around	IN	around
the	DT	the
world	NN	world
talking	VBG	talk
about	IN	about
what	WP	what
they	PP	they
'	''	'
re	IN	re
doing	VBG	do
and	CC	and
what	WP	what
'	POS	'
s	NN	S
around	IN	around
them	PP	them
,	,	,
you	PP	you
have	VBP	have
an	DT	an
incredible	JJ	incredible
resource	NN	resource
to	TO	to
find	VB	find
out	RP	out
about	IN	about
any	DT	any
topic	NN	topic
or	CC	or
event	NN	event
while	IN	while
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
.	SENT	.
This	DT	this
really	RB	really
changed	VBN	change
how	WRB	how
we	PP	we
perceived	VBD	perceive
Twitter	NN	twitter
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
here	RB	here
'	''	'
s	NNS	<unknown>
what	WDT	what
people	NNS	people
are	VBP	be
saying	VBG	say
about	RB	about
TED	VB	ted
.	SENT	.
This	DT	this
is	VBZ	be
another	DT	another
way	NN	way
that	IN	that
our	PP$	our
mind	NN	mind
was	VBD	be
shifted	VBN	shift
,	,	,
and	CC	and
Twitter	NN	twitter
wasn	NN	<unknown>
'	POS	'
t	NN	t
what	WP	what
we	PP	we
thought	VBD	think
it	PP	it
was	VBD	be
.	SENT	.
We	PP	we
liked	VBD	like
this	DT	this
so	RB	so
much	JJ	much
we	PP	we
actually	RB	actually
bought	VBD	buy
the	DT	the
company	NN	company
and	CC	and
are	VBP	be
folding	VBG	fold
it	PP	it
into	IN	into
the	DT	the
main	JJ	main
product	NN	product
.	SENT	.
This	DT	this
not	RB	not
only	RB	only
lets	VBZ	let
you	PP	you
view	VBP	view
Twitters	NNS	twitter
in	IN	in
different	JJ	different
ways	NNS	way
,	,	,
but	CC	but
it	PP	it
introduces	VBZ	introduce
new	JJ	new
use	NN	use
cases	NNS	case
as	RB	as
well	RB	well
.	SENT	.
One	CD	one
of	IN	of
my	PP$	my
favorites	NNS	favorite
is	VBZ	be
what	WP	what
happened	VBD	happen
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
when	WRB	when
there	EX	there
was	VBD	be
a	DT	a
gas	NN	gas
shortage	NN	shortage
in	IN	in
Atlanta	NP	Atlanta
.	SENT	.
Some	DT	some
users	NNS	user
figured	VBD	figure
out	RP	out
that	IN	that
they	PP	they
would	MD	would
Twitter	VB	twitter
when	WRB	when
they	PP	they
found	VBD	find
gas	NN	gas
â	NP	<unknown>
where	WRB	where
it	PP	it
was	VBD	be
,	,	,
and	CC	and
how	WRB	how
much	RB	much
it	PP	it
cost	VB	cost
â	NP	<unknown>
and	CC	and
then	RB	then
appended	VBN	append
the	DT	the
keyword	NN	keyword
"	``	"
#atlgas	NNS	<unknown>
"	''	"
which	WDT	which
let	VBP	let
other	JJ	other
people	NNS	people
search	NN	search
for	IN	for
that	WDT	that
and	CC	and
find	VB	find
gas	NN	gas
themselves	PP	themselves
.	SENT	.
And	CC	and
this	DT	this
trend	NN	trend
of	IN	of
people	NNS	people
using	VBG	use
this	DT	this
communication	NN	communication
network	NN	network
to	TO	to
help	VB	help
each	DT	each
other	JJ	other
out	NN	out
goes	VBZ	go
far	RB	far
beyond	IN	beyond
the	DT	the
original	JJ	original
idea	NN	idea
of	IN	of
just	RB	just
keeping	VBG	keep
up	RP	up
with	IN	with
family	NN	family
and	CC	and
friends	NNS	friend
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
happened	VBD	happen
more	JJR	more
and	CC	and
more	RBR	more
lately	RB	lately
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	JJ	<unknown>
raising	VBG	raise
money	NN	money
for	IN	for
homeless	JJ	homeless
people	NNS	people
or	CC	or
to	TO	to
dig	VB	dig
wells	NNS	well
in	IN	in
Africa	NP	Africa
or	CC	or
for	IN	for
a	DT	a
family	NN	family
in	IN	in
crisis	NN	crisis
.	SENT	.
People	NNS	people
have	VBP	have
raised	VBN	raise
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
dollars	NNS	dollar
over	IN	over
Twitter	NN	twitter
in	IN	in
a	DT	a
matter	NN	matter
of	IN	of
days	NNS	day
on	IN	on
several	JJ	several
occasions	NNS	occasion
.	SENT	.
It	PP	it
seems	VBZ	seem
like	IN	like
when	WRB	when
you	PP	you
give	VB	give
people	NNS	people
easier	JJR	easy
ways	NNS	way
to	TO	to
share	NN	share
information	NN	information
,	,	,
more	JJR	more
good	JJ	good
things	NNS	thing
happen	VBP	happen
.	SENT	.
I	PP	I
have	VBP	have
no	DT	no
idea	NN	idea
what	WP	what
will	MD	will
happen	VB	happen
next	JJ	next
with	IN	with
Twitter	NN	twitter
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
to	TO	to
follow	VB	follow
the	DT	the
hunch	NN	hunch
,	,	,
but	CC	but
never	RB	never
assume	VB	assume
where	WRB	where
it	PP	it
will	MD	will
go	VB	go
.	SENT	.
Thanks	NNS	thanks
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
We	PP	we
'	POS	'
re	NN	re
not	RB	not
quite	RB	quite
done	VBN	do
yet	RB	yet
.	SENT	.
So	RB	so
,	,	,
look	VB	look
,	,	,
if	IN	if
we	PP	we
could	MD	could
have	VB	have
this	DT	this
screen	NN	screen
live	RB	live
.	SENT	.
This	DT	this
is	VBZ	be
actually	RB	actually
the	DT	the
most	RBS	most
terrifying	JJ	terrifying
thing	NN	thing
that	IN	that
any	DT	any
speaker	NN	speaker
can	MD	can
do	VB	do
after	IN	after
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
to	TO	to
an	DT	an
event	NN	event
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
totally	RB	totally
intimidating	JJ	intimidating
.	SENT	.
So	RB	so
,	,	,
this	DT	this
would	MD	would
be	VB	be
the	DT	the
Twitter	NN	twitter
search	NN	search
screen	NN	screen
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
just	RB	just
type	VB	type
a	DT	a
couple	NN	couple
of	IN	of
random	JJ	random
words	NNS	word
into	IN	into
Twitter	NN	twitter
.	SENT	.
For	IN	for
example	NN	example
:	:	:
"	``	"
Evan	NP	Evan
Williams	NP	Williams
.	SENT	.
"	''	"
"	``	"
Evan	NP	Evan
Williams	NP	Williams
,	,	,
give	VB	give
people	NNS	people
more	RBR	more
good	JJ	good
ways	NNS	way
to	TO	to
share	VB	share
information	NN	information
and	CC	and
follow	VB	follow
your	PP$	your
hunch	NN	hunch
at	IN	at
TED	VB	ted
.	SENT	.
"	''	"
"	``	"
Currently	RB	currently
listening	VBG	listen
to	TO	to
Evan	NP	Evan
Williams	NP	Williams
.	SENT	.
"	''	"
"	``	"
Currently	RB	currently
listening	VBG	listen
to	TO	to
Evan	NP	Evan
Williams	NP	Williams
.	SENT	.
"	''	"
"	``	"
Evan	NP	Evan
Williams	NP	Williams
â	NP	<unknown>
"	``	"
Oh	UH	oh
.	SENT	.
"	''	"
Evan	NP	Evan
Williams	NP	Williams
is	VBZ	be
just	RB	just
dying	VBG	die
on	IN	on
stage	NN	stage
here	RB	here
at	IN	at
TED	VB	ted
.	SENT	.
Worst	JJS	bad
talk	VBP	talk
ever	RB	ever
!	SENT	!
"	''	"
Evan	NP	Evan
Williams	NP	Williams
:	:	:
Nice	JJ	nice
.	SENT	.
Thanks	NNS	thanks
.	SENT	.
CA	MD	ca
:	:	:
Just	RB	just
kidding	VBG	kid
.	SENT	.
But	CC	but
,	,	,
literally	RB	literally
in	IN	in
the	DT	the
eight	CD	eight
minutes	NNS	minute
he	PP	he
was	VBD	be
talking	VBG	talk
,	,	,
there	EX	there
are	VBP	be
about	IN	about
fifty	CD	fifty
tweets	VBZ	tweet
that	IN	that
already	RB	already
came	VBD	come
on	IN	on
the	DT	the
talk	NN	talk
.	SENT	.
So	IN	so
he	PP	he
'	POS	'
ll	NNS	<unknown>
see	VBP	see
every	DT	every
aspect	NN	aspect
of	IN	of
the	DT	the
reaction	NN	reaction
:	:	:
the	DT	the
fact	NN	fact
that	IN	that
Barack	NP	<unknown>
Obama	NP	<unknown>
is	VBZ	be
the	DT	the
biggest	JJS	big
Twitterer	NN	twitterer
,	,	,
the	DT	the
fact	NN	fact
that	IN	that
it	PP	it
came	VBD	come
out	RB	out
of	IN	of
TED	VB	ted
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
there	EX	there
'	''	'
s	VBG	<unknown>
any	DT	any
other	JJ	other
way	NN	way
of	IN	of
getting	VBG	get
instant	JJ	instant
feedback	NN	feedback
that	DT	that
way	NN	way
.	SENT	.
You	PP	you
have	VBP	have
build	VBN	build
something	NN	something
very	RB	very
fascinating	JJ	fascinating
,	,	,
and	CC	and
it	PP	it
looks	VBZ	look
like	IN	like
its	PP$	its
best	JJS	good
times	NNS	time
are	VBP	be
still	RB	still
ahead	RB	ahead
of	IN	of
it	PP	it
.	SENT	.
So	RB	so
,	,	,
thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
,	,	,
Evan	NP	Evan
.	SENT	.
EW	NN	EW
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
CA	MD	ca
:	:	:
That	WDT	that
was	VBD	be
very	RB	very
interesting	JJ	interesting
.	SENT	.
