Since	IN	since
doing	VBG	do
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
hit	VB	hit
us	PP	us
a	DT	a
lot	NN	lot
sooner	RBR	sooner
than	IN	than
that	DT	that
.	SENT	.
I	PP	I
believe	VBP	believe
we	PP	we
need	VBP	need
to	TO	to
ask	VB	ask
a	DT	a
different	JJ	different
question	NN	question
.	SENT	.
The	DT	the
answer	NN	answer
to	TO	to
that	DT	that
question	NN	question
needs	VBZ	need
to	TO	to
be	VB	be
framed	VBN	frame
differently	RB	differently
.	SENT	.
If	IN	if
we	PP	we
can	MD	can
reframe	VB	reframe
the	DT	the
old	JJ	old
narrative	NN	narrative
and	CC	and
replace	VB	replace
it	PP	it
with	IN	with
new	JJ	new
numbers	NNS	number
that	WDT	that
tell	VBP	tell
us	PP	us
a	DT	a
more	RBR	more
complete	JJ	complete
pictures	NNS	picture
,	,	,
numbers	NNS	number
that	WDT	that
everyone	NN	everyone
can	MD	can
understand	VB	understand
and	CC	and
relate	VB	relate
to	TO	to
,	,	,
we	PP	we
can	MD	can
avoid	VB	avoid
the	DT	the
crisis	NN	crisis
altogether	RB	altogether
.	SENT	.
I	PP	I
was	VBD	be
a	DT	a
commodities	NNS	commodity
trader	NN	trader
in	IN	in
my	PP$	my
past	JJ	past
life	NN	life
and	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
I	PP	I
learned	VBD	learn
trading	NN	trading
is	VBZ	be
that	IN	that
every	DT	every
market	NN	market
has	VBZ	have
a	DT	a
tipping	VBG	tip
point	NN	point
,	,	,
the	DT	the
point	NN	point
at	IN	at
which	WDT	which
change	NN	change
occurs	VBZ	occur
so	RB	so
rapidly	RB	rapidly
that	IN	that
it	PP	it
impacts	VBZ	impact
the	DT	the
world	NN	world
and	CC	and
things	NNS	thing
change	VBP	change
forever	RB	forever
.	SENT	.
Think	VB	think
of	IN	of
the	DT	the
last	JJ	last
financial	JJ	financial
crisis	NN	crisis
,	,	,
or	CC	or
the	DT	the
dot-com	NN	<unknown>
crash	NN	crash
.	SENT	.
So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
my	PP$	my
concern	NN	concern
.	SENT	.
We	PP	we
could	MD	could
have	VB	have
a	DT	a
tipping	VBG	tip
point	NN	point
in	IN	in
global	JJ	global
food	NN	food
and	CC	and
agriculture	NN	agriculture
if	IN	if
surging	VBG	surge
demand	NN	demand
surpasses	VBZ	surpass
the	DT	the
agricultural	JJ	agricultural
system	NN	system
'	POS	'
s	JJ	<unknown>
structural	JJ	structural
capacity	NN	capacity
to	TO	to
produce	VB	produce
food	NN	food
.	SENT	.
This	DT	this
means	VBZ	mean
at	IN	at
this	DT	this
point	NN	point
supply	NN	supply
can	MD	can
no	RB	no
longer	RBR	longer
keep	VB	keep
up	RP	up
with	IN	with
demand	NN	demand
despite	IN	despite
exploding	VBG	explode
prices	NNS	price
,	,	,
unless	IN	unless
we	PP	we
can	MD	can
commit	VB	commit
to	TO	to
some	DT	some
type	NN	type
of	IN	of
structural	JJ	structural
change	NN	change
.	SENT	.
This	DT	this
time	NN	time
around	RB	around
,	,	,
it	PP	it
won	VBD	win
'	''	'
t	NN	t
be	VB	be
about	IN	about
stock	NN	stock
markets	NNS	market
and	CC	and
money	NN	money
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
about	IN	about
people	NNS	people
.	SENT	.
People	NNS	people
could	MD	could
starve	VB	starve
and	CC	and
governments	NNS	government
may	MD	may
fall	VB	fall
.	SENT	.
This	DT	this
question	NN	question
of	IN	of
at	IN	at
what	WP	what
point	NN	point
does	VBZ	do
supply	NN	supply
struggle	NN	struggle
to	TO	to
keep	VB	keep
up	RP	up
with	IN	with
surging	VBG	surge
demand	NN	demand
is	VBZ	be
one	CD	one
that	IN	that
started	VBN	start
off	RP	off
as	IN	as
an	DT	an
interest	NN	interest
for	IN	for
me	PP	me
while	IN	while
I	PP	I
was	VBD	be
trading	NN	trading
and	CC	and
became	VBD	become
an	DT	an
absolute	JJ	absolute
obsession	NN	obsession
.	SENT	.
It	PP	it
went	VBD	go
from	IN	from
interest	NN	interest
to	TO	to
obsession	NN	obsession
when	WRB	when
I	PP	I
realized	VBD	realize
through	IN	through
my	PP$	my
research	NN	research
how	WRB	how
broken	VBN	break
the	DT	the
system	NN	system
was	VBD	be
and	CC	and
how	WRB	how
very	RB	very
little	JJ	little
data	NNS	datum
was	VBD	be
being	VBG	be
used	VBN	use
to	TO	to
make	VB	make
such	JJ	such
critical	JJ	critical
decisions	NNS	decision
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
point	NN	point
I	PP	I
decided	VBD	decide
to	TO	to
walk	VB	walk
away	RP	away
from	IN	from
a	DT	a
career	NN	career
on	IN	on
Wall	NP	Wall
Street	NP	Street
and	CC	and
start	VB	start
an	DT	an
entrepreneurial	JJ	entrepreneurial
journey	NN	journey
to	TO	to
start	VB	start
Gro	NP	Gro
Intelligence	NP	Intelligence
.	SENT	.
At	IN	at
Gro	NP	Gro
,	,	,
we	PP	we
focus	VBP	focus
on	IN	on
bringing	VBG	bring
this	DT	this
data	NNS	datum
and	CC	and
doing	VBG	do
the	DT	the
work	NN	work
to	TO	to
make	VB	make
it	PP	it
actionable	JJ	actionable
,	,	,
to	TO	to
empower	VB	empower
decision-makers	NNS	decision-maker
at	IN	at
every	DT	every
level	NN	level
.	SENT	.
But	CC	but
doing	VBG	do
this	DT	this
work	NN	work
,	,	,
we	PP	we
also	RB	also
realized	VBD	realize
that	IN	that
the	DT	the
world	NN	world
,	,	,
not	RB	not
just	RB	just
world	NN	world
leaders	NNS	leader
,	,	,
but	CC	but
businesses	NNS	business
and	CC	and
citizens	NNS	citizen
like	IN	like
every	DT	every
single	JJ	single
person	NN	person
in	IN	in
this	DT	this
room	NN	room
,	,	,
lacked	VBD	lack
an	DT	an
actionable	JJ	actionable
guide	NN	guide
on	IN	on
how	WRB	how
we	PP	we
can	MD	can
avoid	VB	avoid
a	DT	a
coming	VBG	come
global	JJ	global
food	NN	food
security	NN	security
crisis	NN	crisis
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
built	VBD	build
a	DT	a
model	NN	model
,	,	,
leveraging	VBG	leverage
the	DT	the
petabytes	NNS	petabyte
of	IN	of
data	NNS	datum
we	PP	we
sit	VBP	sit
on	RP	on
,	,	,
and	CC	and
we	PP	we
solved	VBD	solve
for	IN	for
the	DT	the
tipping	VBG	tip
point	NN	point
.	SENT	.
Now	RB	now
,	,	,
no	DT	no
one	CD	one
knows	VBZ	know
we	PP	we
'	''	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
this	DT	this
problem	NN	problem
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
time	NN	time
that	IN	that
I	NP	I
'	POS	'
m	NN	m
sharing	VBG	share
what	WP	what
we	PP	we
discovered	VBD	discover
.	SENT	.
We	PP	we
discovered	VBD	discover
that	IN	that
the	DT	the
tipping	VBG	tip
point	NN	point
is	VBZ	be
actually	RB	actually
a	DT	a
decade	NN	decade
from	IN	from
now	RB	now
.	SENT	.
We	PP	we
discovered	VBD	discover
that	IN	that
the	DT	the
world	NN	world
will	MD	will
be	VB	be
short	RB	short
214	CD	@card@
trillion	CD	trillion
calories	NNS	calorie
by	IN	by
2027	CD	@card@
.	SENT	.
The	DT	the
world	NN	world
is	VBZ	be
not	RB	not
in	IN	in
a	DT	a
position	NN	position
to	TO	to
fill	VB	fill
this	DT	this
gap	NN	gap
.	SENT	.
Now	RB	now
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
notice	VBP	notice
that	IN	that
the	DT	the
way	NN	way
I	PP	I
'	POS	'
m	NN	m
framing	VBG	frame
this	DT	this
is	VBZ	be
different	JJ	different
from	IN	from
how	WRB	how
I	PP	I
started	VBD	start
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
intentional	JJ	intentional
,	,	,
because	IN	because
until	IN	until
now	RB	now
this	DT	this
problem	NN	problem
has	VBZ	have
been	VBN	be
quantified	VBN	quantify
using	VBG	use
mass	NN	mass
:	:	:
think	VBP	think
kilograms	NNS	kilogram
,	,	,
tons	NNS	ton
,	,	,
hectograms	NNS	hectogram
,	,	,
whatever	WDT	whatever
your	PP$	your
unit	NN	unit
of	IN	of
choice	NN	choice
is	VBZ	be
in	IN	in
mass	NN	mass
.	SENT	.
Why	WRB	why
do	VBP	do
we	PP	we
talk	VB	talk
about	IN	about
food	NN	food
in	IN	in
terms	NNS	term
of	IN	of
weight	NN	weight
?	SENT	?
Because	IN	because
it	PP	it
'	POS	'
s	NNS	<unknown>
easy	JJ	easy
.	SENT	.
We	PP	we
can	MD	can
look	VB	look
at	IN	at
a	DT	a
photograph	NN	photograph
and	CC	and
determine	VB	determine
tonnage	NN	tonnage
on	IN	on
a	DT	a
ship	NN	ship
by	IN	by
using	VBG	use
a	DT	a
simple	JJ	simple
pocket	NN	pocket
calculator	NN	calculator
.	SENT	.
We	PP	we
can	MD	can
weigh	VB	weigh
trucks	NNS	truck
,	,	,
airplanes	NNS	airplane
and	CC	and
oxcarts	NNS	oxcart
.	SENT	.
But	CC	but
what	WP	what
we	PP	we
care	VBP	care
about	RB	about
in	IN	in
food	NN	food
is	VBZ	be
nutritional	JJ	nutritional
value	NN	value
.	SENT	.
Not	RB	not
all	DT	all
foods	NNS	food
are	VBP	be
created	VBN	create
equal	JJ	equal
,	,	,
even	RB	even
if	IN	if
they	PP	they
weigh	VBP	weigh
the	DT	the
same	JJ	same
.	SENT	.
This	DT	this
I	PP	I
learned	VBD	learn
firsthand	RB	firsthand
when	WRB	when
I	PP	I
moved	VBD	move
from	IN	from
Ethiopia	NP	Ethiopia
to	TO	to
the	DT	the
US	NP	US
for	IN	for
university	NN	university
.	SENT	.
Upon	IN	upon
my	PP$	my
return	NN	return
back	RB	back
home	RB	home
,	,	,
my	PP$	my
father	NN	father
,	,	,
who	WP	who
was	VBD	be
so	RB	so
excited	VBN	excite
to	TO	to
see	VB	see
me	PP	me
,	,	,
greeted	VBD	greet
me	PP	me
by	IN	by
asking	VBG	ask
why	WRB	why
I	PP	I
was	VBD	be
fat	JJ	fat
.	SENT	.
Now	RB	now
,	,	,
turns	VBZ	turn
out	RP	out
that	IN	that
eating	VBG	eat
approximately	RB	approximately
the	DT	the
same	JJ	same
amount	NN	amount
of	IN	of
food	NN	food
as	IN	as
I	PP	I
did	VBD	do
in	IN	in
Ethiopia	NP	Ethiopia
,	,	,
but	CC	but
in	IN	in
America	NP	America
,	,	,
had	VBD	have
actually	RB	actually
lent	VBN	lend
a	DT	a
certain	JJ	certain
fullness	NN	fullness
to	TO	to
my	PP$	my
figure	NN	figure
.	SENT	.
This	DT	this
is	VBZ	be
why	WRB	why
we	PP	we
should	MD	should
care	VB	care
about	IN	about
calories	NNS	calorie
,	,	,
not	RB	not
about	IN	about
mass	NN	mass
.	SENT	.
It	PP	it
is	VBZ	be
calories	NNS	calorie
which	WDT	which
sustain	VB	sustain
us	PP	us
.	SENT	.
So	RB	so
214	CD	@card@
trillion	CD	trillion
calories	NNS	calorie
is	VBZ	be
a	DT	a
very	RB	very
large	JJ	large
number	NN	number
,	,	,
and	CC	and
not	RB	not
even	RB	even
the	DT	the
most	RBS	most
dedicated	JJ	dedicated
of	IN	of
us	PP	us
think	VBP	think
in	IN	in
the	DT	the
hundreds	NNS	hundred
of	IN	of
trillions	NNS	trillion
of	IN	of
calories	NNS	calorie
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
break	VB	break
this	DT	this
down	RB	down
differently	RB	differently
.	SENT	.
An	DT	an
alternative	JJ	alternative
way	NN	way
to	TO	to
think	VB	think
about	IN	about
this	DT	this
is	VBZ	be
to	TO	to
think	VB	think
about	IN	about
it	PP	it
in	IN	in
Big	JJ	big
Macs	NNS	mac
.	SENT	.
214	CD	@card@
trillion	CD	trillion
calories	NNS	calorie
.	SENT	.
A	DT	a
single	JJ	single
Big	NP	Big
Mac	NP	Mac
has	VBZ	have
563	CD	@card@
calories	NNS	calorie
.	SENT	.
That	DT	that
means	VBZ	mean
the	DT	the
world	NN	world
will	MD	will
be	VB	be
short	JJ	short
379	CD	@card@
billion	NNS	billion
Big	JJ	big
Macs	NNS	mac
in	IN	in
2027	CD	@card@
.	SENT	.
That	DT	that
is	VBZ	be
more	RBR	more
Big	JJ	big
Macs	NNS	mac
than	IN	than
McDonald	NP	McDonald
'	POS	'
s	NN	S
has	VBZ	have
ever	RB	ever
produced	VBN	produce
.	SENT	.
So	RB	so
how	WRB	how
did	VBD	do
we	PP	we
get	VB	get
to	TO	to
these	DT	these
numbers	NNS	number
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
?	SENT	?
They	PP	they
'	POS	'
re	NN	re
not	RB	not
made	VBD	make
up	RP	up
.	SENT	.
This	DT	this
map	NN	map
shows	VBZ	show
you	PP	you
where	WRB	where
the	DT	the
world	NN	world
was	VBD	be
40	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
It	PP	it
shows	VBZ	show
you	PP	you
net	JJ	net
calorie	NN	calorie
gaps	NNS	gap
in	IN	in
every	DT	every
country	NN	country
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
Now	RB	now
,	,	,
simply	RB	simply
put	VBN	put
,	,	,
this	DT	this
is	VBZ	be
just	RB	just
calories	NNS	calorie
consumed	VBN	consume
in	IN	in
that	DT	that
country	NN	country
minus	IN	minus
calories	NNS	calorie
produced	VBN	produce
in	IN	in
that	DT	that
same	JJ	same
country	NN	country
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
a	DT	a
statement	NN	statement
on	IN	on
malnutrition	NN	malnutrition
or	CC	or
anything	NN	anything
else	RB	else
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
simply	RB	simply
saying	VBG	say
how	WRB	how
many	JJ	many
calories	NNS	calorie
are	VBP	be
consumed	VBN	consume
in	IN	in
a	DT	a
single	JJ	single
year	NN	year
minus	IN	minus
how	WRB	how
many	JJ	many
are	VBP	be
produced	VBN	produce
.	SENT	.
Blue	JJ	blue
countries	NNS	country
are	VBP	be
net	JJ	net
calorie	NN	calorie
exporters	NNS	exporter
,	,	,
or	CC	or
self-sufficient	JJ	self-sufficient
.	SENT	.
They	PP	they
have	VBP	have
some	DT	some
in	IN	in
storage	NN	storage
for	IN	for
a	DT	a
rainy	JJ	rainy
day	NN	day
.	SENT	.
Red	JJ	Red
countries	NNS	country
are	VBP	be
net	JJ	net
calorie	NN	calorie
importers	NNS	importer
.	SENT	.
The	DT	the
deeper	JJR	deep
,	,	,
the	DT	the
brighter	JJR	bright
the	DT	the
red	NN	red
,	,	,
the	DT	the
more	RBR	more
you	PP	you
'	''	'
re	IN	re
importing	VBG	import
.	SENT	.
40	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
such	JJ	such
few	JJ	few
countries	NNS	country
were	VBD	be
net	JJ	net
exporters	NNS	exporter
of	IN	of
calories	NNS	calorie
,	,	,
I	PP	I
could	MD	could
count	VB	count
them	PP	them
with	IN	with
one	CD	one
hand	NN	hand
.	SENT	.
Most	JJS	most
of	IN	of
the	DT	the
African	JJ	African
continent	NN	continent
,	,	,
Europe	NP	Europe
,	,	,
most	JJS	most
of	IN	of
Asia	NP	Asia
,	,	,
South	NP	South
America	NP	America
excluding	VBG	exclude
Argentina	NP	Argentina
,	,	,
were	VBD	be
all	DT	all
net	JJ	net
importers	NNS	importer
of	IN	of
calories	NNS	calorie
.	SENT	.
And	CC	and
what	WP	what
'	POS	'
s	NN	S
surprising	JJ	surprising
is	VBZ	be
that	IN	that
China	NP	China
used	VBD	use
to	TO	to
actually	RB	actually
be	VB	be
food	NN	food
self-sufficient	JJ	self-sufficient
.	SENT	.
India	NP	India
was	VBD	be
a	DT	a
big	JJ	big
net	JJ	net
importer	NN	importer
of	IN	of
calories	NNS	calorie
.	SENT	.
40	CD	@card@
years	NNS	year
later	RBR	later
,	,	,
this	DT	this
is	VBZ	be
today	NN	today
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
the	DT	the
drastic	JJ	drastic
transformation	NN	transformation
that	RB	that
'	POS	'
s	NN	S
occurred	VBD	occur
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
Brazil	NP	Brazil
has	VBZ	have
emerged	VBN	emerge
as	IN	as
an	DT	an
agricultural	JJ	agricultural
powerhouse	NN	powerhouse
.	SENT	.
Europe	NP	Europe
is	VBZ	be
dominant	JJ	dominant
in	IN	in
global	JJ	global
agriculture	NN	agriculture
.	SENT	.
India	NP	India
has	VBZ	have
actually	RB	actually
flipped	VBN	flip
from	IN	from
red	NN	red
to	TO	to
blue	JJ	blue
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
become	VBP	become
food	NN	food
self-sufficient	JJ	self-sufficient
.	SENT	.
And	CC	and
China	NP	China
went	VBD	go
from	IN	from
that	DT	that
light	JJ	light
blue	NN	blue
to	TO	to
the	DT	the
brightest	JJS	bright
red	JJ	red
that	IN	that
you	PP	you
see	VBP	see
on	IN	on
this	DT	this
map	NN	map
.	SENT	.
How	WRB	how
did	VBD	do
we	PP	we
get	VBP	get
here	RB	here
?	SENT	?
What	WP	what
happened	VBD	happen
?	SENT	?
So	IN	so
this	DT	this
chart	NN	chart
shows	VBZ	show
you	PP	you
India	NP	India
and	CC	and
Africa	NP	Africa
.	SENT	.
Blue	JJ	blue
line	NN	line
is	VBZ	be
India	NP	India
,	,	,
red	JJ	red
line	NN	line
is	VBZ	be
Africa	NP	Africa
.	SENT	.
How	WRB	how
is	VBZ	be
it	PP	it
that	IN	that
two	CD	two
regions	NNS	region
that	WDT	that
started	VBD	start
off	RP	off
so	RB	so
similarly	RB	similarly
in	IN	in
such	JJ	such
similar	JJ	similar
trajectories	NNS	trajectory
take	VBP	take
such	JJ	such
different	JJ	different
paths	NNS	path
?	SENT	?
India	NP	India
had	VBD	have
a	DT	a
green	JJ	green
revolution	NN	revolution
.	SENT	.
Not	RB	not
a	DT	a
single	JJ	single
African	JJ	African
country	NN	country
had	VBD	have
a	DT	a
green	JJ	green
revolution	NN	revolution
.	SENT	.
The	DT	the
net	JJ	net
outcome	NN	outcome
?	SENT	?
India	NP	India
is	VBZ	be
food	NN	food
self-sufficient	JJ	self-sufficient
and	CC	and
in	IN	in
the	DT	the
past	JJ	past
decade	NN	decade
has	VBZ	have
actually	RB	actually
been	VBN	be
exporting	VBG	export
calories	NNS	calorie
.	SENT	.
The	DT	the
African	JJ	African
continent	NN	continent
now	RB	now
imports	VBZ	import
over	IN	over
300	CD	@card@
trillion	CD	trillion
calories	NNS	calorie
a	DT	a
year	NN	year
.	SENT	.
Then	RB	then
we	PP	we
add	VBP	add
China	NP	China
,	,	,
the	DT	the
green	JJ	green
line	NN	line
.	SENT	.
Remember	VB	remember
the	DT	the
switch	NN	switch
from	IN	from
the	DT	the
blue	NN	blue
to	TO	to
the	DT	the
bright	JJ	bright
red	NN	red
?	SENT	?
What	WP	what
happened	VBD	happen
and	CC	and
when	WRB	when
did	VBD	do
it	PP	it
happen	VB	happen
?	SENT	?
China	NP	China
seemed	VBD	seem
to	TO	to
be	VB	be
on	IN	on
a	DT	a
very	RB	very
similar	JJ	similar
path	NN	path
to	TO	to
India	NP	India
until	IN	until
the	DT	the
start	NN	start
of	IN	of
the	DT	the
21st	JJ	21st
century	NN	century
,	,	,
where	WRB	where
it	PP	it
suddenly	RB	suddenly
flipped	VBD	flip
.	SENT	.
A	DT	a
young	JJ	young
and	CC	and
growing	VBG	grow
population	NN	population
combined	VBN	combine
with	IN	with
significant	JJ	significant
economic	JJ	economic
growth	NN	growth
made	VBD	make
its	PP$	its
mark	NN	mark
with	IN	with
a	DT	a
big	JJ	big
bang	NN	bang
and	CC	and
no	DT	no
one	CD	one
in	IN	in
the	DT	the
markets	NNS	market
saw	VBD	see
it	PP	it
coming	VBG	come
.	SENT	.
This	DT	this
flip	NN	flip
was	VBD	be
everything	NN	everything
to	TO	to
global	JJ	global
agricultural	JJ	agricultural
markets	NNS	market
.	SENT	.
Luckily	RB	luckily
now	RB	now
,	,	,
South	NP	South
America	NP	America
was	VBD	be
starting	VBG	start
to	TO	to
boom	VB	boom
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
as	IN	as
China	NP	China
'	POS	'
s	NN	S
rise	NN	rise
,	,	,
and	CC	and
so	RB	so
therefore	RB	therefore
,	,	,
supply	NN	supply
and	CC	and
demand	NN	demand
were	VBD	be
still	RB	still
somewhat	RB	somewhat
balanced	VBN	balance
.	SENT	.
So	IN	so
the	DT	the
question	NN	question
becomes	VBZ	become
,	,	,
where	WRB	where
do	VBP	do
we	PP	we
go	VB	go
from	IN	from
here	RB	here
?	SENT	?
Oddly	RB	oddly
enough	RB	enough
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
new	JJ	new
story	NN	story
,	,	,
except	IN	except
this	DT	this
time	NN	time
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
a	DT	a
story	NN	story
of	IN	of
China	NP	China
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
continuation	NN	continuation
of	IN	of
China	NP	China
,	,	,
an	DT	an
amplification	NN	amplification
of	IN	of
Africa	NP	Africa
and	CC	and
a	DT	a
paradigm	NN	paradigm
shift	NN	shift
in	IN	in
India	NP	India
.	SENT	.
By	IN	by
2023	CD	@card@
,	,	,
Africa	NP	Africa
'	POS	'
s	NN	S
population	NN	population
is	VBZ	be
forecasted	VBN	forecast
to	TO	to
overtake	VB	overtake
that	IN	that
of	IN	of
India	NP	India
'	POS	'
s	NN	S
and	CC	and
China	NP	China
'	POS	'
s	NN	S
.	SENT	.
By	IN	by
2023	CD	@card@
,	,	,
these	DT	these
three	CD	three
regions	NNS	region
combined	VBN	combine
will	MD	will
make	VB	make
up	RP	up
over	IN	over
half	PDT	half
the	DT	the
world	NN	world
'	POS	'
s	NN	S
population	NN	population
.	SENT	.
This	DT	this
crossover	NN	crossover
point	NN	point
starts	VBZ	start
to	TO	to
present	VB	present
really	RB	really
interesting	JJ	interesting
challenges	NNS	challenge
for	IN	for
global	JJ	global
food	NN	food
security	NN	security
.	SENT	.
And	CC	and
a	DT	a
few	JJ	few
years	NNS	year
later	RBR	later
,	,	,
we	PP	we
'	POS	'
re	NN	re
hit	VBD	hit
hard	RB	hard
with	IN	with
that	DT	that
reality	NN	reality
.	SENT	.
What	WP	what
does	VBZ	do
the	DT	the
world	NN	world
look	NN	look
like	IN	like
in	IN	in
10	CD	@card@
years	NNS	year
?	SENT	?
So	RB	so
far	RB	far
,	,	,
as	IN	as
I	PP	I
mentioned	VBD	mention
,	,	,
India	NP	India
has	VBZ	have
been	VBN	be
food	NN	food
self-sufficient	JJ	self-sufficient
.	SENT	.
Most	JJS	most
forecasters	NNS	forecaster
predict	VBP	predict
that	IN	that
this	DT	this
will	MD	will
continue	VB	continue
.	SENT	.
We	PP	we
disagree	VBP	disagree
.	SENT	.
India	NP	India
will	MD	will
soon	RB	soon
become	VB	become
a	DT	a
net	JJ	net
importer	NN	importer
of	IN	of
calories	NNS	calorie
.	SENT	.
This	DT	this
will	MD	will
be	VB	be
driven	VBN	drive
both	CC	both
by	IN	by
the	DT	the
fact	NN	fact
that	IN	that
demand	NN	demand
is	VBZ	be
growing	VBG	grow
from	IN	from
a	DT	a
population	NN	population
growth	NN	growth
standpoint	NN	standpoint
plus	CC	plus
economic	JJ	economic
growth	NN	growth
.	SENT	.
It	PP	it
will	MD	will
be	VB	be
driven	VBN	drive
by	IN	by
both	DT	both
.	SENT	.
And	CC	and
even	RB	even
if	IN	if
you	PP	you
have	VBP	have
optimistic	JJ	optimistic
assumptions	NNS	assumption
around	IN	around
production	NN	production
growth	NN	growth
,	,	,
it	PP	it
will	MD	will
make	VB	make
that	DT	that
slight	JJ	slight
flip	NN	flip
.	SENT	.
That	DT	that
slight	JJ	slight
flip	NN	flip
can	MD	can
have	VB	have
huge	JJ	huge
implications	NNS	implication
.	SENT	.
Next	RB	next
,	,	,
Africa	NP	Africa
will	MD	will
continue	VB	continue
to	TO	to
be	VB	be
a	DT	a
net	JJ	net
importer	NN	importer
of	IN	of
calories	NNS	calorie
,	,	,
again	RB	again
driven	VBN	drive
by	IN	by
population	NN	population
growth	NN	growth
and	CC	and
economic	JJ	economic
growth	NN	growth
.	SENT	.
This	DT	this
is	VBZ	be
again	RB	again
assuming	VBG	assume
optimistic	JJ	optimistic
production	NN	production
growth	NN	growth
assumptions	NNS	assumption
.	SENT	.
Then	RB	then
China	NP	China
,	,	,
where	WRB	where
population	NN	population
is	VBZ	be
flattening	VBG	flatten
out	RP	out
,	,	,
calorie	NN	calorie
consumption	NN	consumption
will	MD	will
explode	VB	explode
because	IN	because
the	DT	the
types	NNS	type
of	IN	of
calories	NNS	calorie
consumed	VBN	consume
are	VBP	be
also	RB	also
starting	VBG	start
to	TO	to
be	VB	be
higher-calorie-content	JJ	higher-calorie-content
foods	NNS	food
.	SENT	.
And	CC	and
so	RB	so
therefore	RB	therefore
,	,	,
these	DT	these
three	CD	three
regions	NNS	region
combined	VBN	combine
start	VBP	start
to	TO	to
present	VB	present
a	DT	a
really	RB	really
interesting	JJ	interesting
challenge	NN	challenge
for	IN	for
the	DT	the
world	NN	world
