What	WP	what
and	CC	and
world-changing	VBG	world-change
solutions	NNS	solution
to	TO	to
these	DT	these
great	JJ	great
crises	NNS	crisis
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
be	VB	be
coming	VBG	come
to	TO	to
those	DT	those
in	IN	in
just	RB	just
a	DT	a
minute	NN	minute
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
mind-blowing	JJ	mind-blowing
and	CC	and
have	VB	have
the	DT	the
potential	NN	potential
to	TO	to
solve	VB	solve
several	JJ	several
problems	NNS	problem
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
But	CC	but
in	IN	in
order	NN	order
to	TO	to
understand	VB	understand
them	PP	them
and	CC	and
the	DT	the
need	NN	need
for	IN	for
them	PP	them
,	,	,
first	RB	first
,	,	,
we	PP	we
need	VBP	need
to	TO	to
understand	VB	understand
the	DT	the
scope	NN	scope
and	CC	and
direction	NN	direction
of	IN	of
the	DT	the
global	JJ	global
food	NN	food
system	NN	system
.	SENT	.
We	PP	we
rail	VBP	rail
against	IN	against
urban	JJ	urban
sprawl	NN	sprawl
,	,	,
and	CC	and
rightly	RB	rightly
so	RB	so
.	SENT	.
But	CC	but
all	PDT	all
our	PP$	our
homes	NNS	home
and	CC	and
businesses	NNS	business
and	CC	and
infrastructure	NN	infrastructure
occupy	VBP	occupy
just	RB	just
one	CD	one
percent	NN	percent
of	IN	of
the	DT	the
planet	NN	planet
'	POS	'
s	NN	S
land	NN	land
.	SENT	.
Agricultural	JJ	agricultural
sprawl	NN	sprawl
is	VBZ	be
a	DT	a
far	RB	far
greater	JJR	great
ecological	JJ	ecological
threat	NN	threat
.	SENT	.
Farming	NN	farming
occupies	VBZ	occupy
38	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
planet	NN	planet
'	POS	'
s	NN	S
land	NN	land
.	SENT	.
Most	JJS	most
of	IN	of
the	DT	the
rest	NN	rest
,	,	,
incidentally	RB	incidentally
,	,	,
is	VBZ	be
protected	VBN	protect
areas	NNS	area
,	,	,
forests	NNS	forest
,	,	,
deserts	NNS	desert
,	,	,
ice	NN	ice
and	CC	and
mountains	NNS	mountain
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
this	DT	this
vast	JJ	vast
amount	NN	amount
of	IN	of
land	NN	land
being	VBG	be
occupied	VBN	occupy
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
complain	VBP	complain
about	RB	about
intensive	JJ	intensive
farming	NN	farming
and	CC	and
the	DT	the
harm	NN	harm
that	IN	that
it	PP	it
does	VBZ	do
to	TO	to
us	PP	us
and	CC	and
our	PP$	our
world	NN	world
,	,	,
and	CC	and
this	DT	this
harm	NN	harm
is	VBZ	be
real	JJ	real
.	SENT	.
But	CC	but
so	RB	so
is	VBZ	be
the	DT	the
harm	NN	harm
caused	VBN	cause
by	IN	by
extensive	JJ	extensive
farming	NN	farming
,	,	,
which	WDT	which
means	VBZ	mean
using	VBG	use
more	JJR	more
land	NN	land
to	TO	to
produce	VB	produce
a	DT	a
given	VBN	give
amount	NN	amount
of	IN	of
food	NN	food
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
know	VBP	know
some	DT	some
of	IN	of
you	PP	you
will	MD	will
find	VB	find
this	DT	this
a	DT	a
shocking	JJ	shocking
statement	NN	statement
,	,	,
but	CC	but
the	DT	the
most	RBS	most
damaging	JJ	damaging
of	IN	of
all	DT	all
farm	NN	farm
products	NNS	product
is	VBZ	be
pasture-fed	JJ	<unknown>
meat	NN	meat
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
because	IN	because
of	IN	of
the	DT	the
agricultural	JJ	agricultural
sprawl	NN	sprawl
it	PP	it
causes	VBZ	cause
.	SENT	.
You	PP	you
remember	VBP	remember
that	IN	that
38	CD	@card@
percent	NN	percent
of	IN	of
land	NN	land
used	VBN	use
by	IN	by
farming	NN	farming
?	SENT	?
Well	RB	well
,	,	,
only	RB	only
12	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
land	NN	land
is	VBZ	be
covered	VBN	cover
by	IN	by
crops	NNS	crop
.	SENT	.
The	DT	the
remaining	VBG	remain
26	CD	@card@
percent	NN	percent
is	VBZ	be
used	VBN	use
for	IN	for
pasture	NN	pasture
,	,	,
mostly	RB	mostly
for	IN	for
cattle	NNS	cattle
,	,	,
sheep	NN	sheep
and	CC	and
goats	NNS	goat
.	SENT	.
Our	PP$	our
environmental	JJ	environmental
crisis	NN	crisis
is	VBZ	be
not	RB	not
driven	VBN	drive
by	IN	by
intensive	JJ	intensive
farming	NN	farming
or	CC	or
by	IN	by
extensive	JJ	extensive
farming	NN	farming
,	,	,
but	CC	but
by	IN	by
a	DT	a
disastrous	JJ	disastrous
combination	NN	combination
of	IN	of
the	DT	the
two	CD	two
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
not	RB	not
the	DT	the
adjective	NN	adjective
--	:	--
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
noun	NN	noun
.	SENT	.
Farming	VBG	farm
itself	PP	itself
is	VBZ	be
threatened	VBN	threaten
by	IN	by
the	DT	the
environmental	JJ	environmental
harm	NN	harm
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
contributed	VBN	contribute
to	TO	to
,	,	,
such	JJ	such
as	IN	as
climate	NN	climate
breakdown	NN	breakdown
and	CC	and
soil	NN	soil
depletion	NN	depletion
and	CC	and
the	DT	the
exhaustion	NN	exhaustion
of	IN	of
water	NN	water
supplies	NNS	supply
.	SENT	.
But	CC	but
there	EX	there
could	MD	could
be	VB	be
an	DT	an
even	RB	even
greater	JJR	great
threat	NN	threat
to	TO	to
our	PP$	our
food	NN	food
supplies	NNS	supply
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
possible	JJ	possible
to	TO	to
see	VB	see
the	DT	the
biggest	JJS	big
threat	NN	threat
that	IN	that
the	DT	the
global	JJ	global
food	NN	food
system	NN	system
faces	VBZ	face
as	IN	as
the	DT	the
global	JJ	global
food	NN	food
system	NN	system
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
beginning	VBG	begin
to	TO	to
look	VB	look
a	DT	a
bit	NN	bit
like	IN	like
the	DT	the
global	JJ	global
financial	JJ	financial
system	NN	system
in	IN	in
the	DT	the
approach	NN	approach
to	TO	to
2008	CD	@card@
.	SENT	.
Now	RB	now
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
,	,	,
we	PP	we
thought	VBD	think
we	PP	we
were	VBD	be
beating	VBG	beat
hunger	NN	hunger
.	SENT	.
Between	IN	between
the	DT	the
1960s	NNS	1960s
and	CC	and
2014	CD	@card@
,	,	,
hunger	NN	hunger
was	VBD	be
declining	VBG	decline
fairly	RB	fairly
steadily	RB	steadily
.	SENT	.
But	CC	but
then	RB	then
,	,	,
in	IN	in
2015	CD	@card@
,	,	,
the	DT	the
trend	NN	trend
began	VBD	begin
to	TO	to
turn	VB	turn
,	,	,
and	CC	and
the	DT	the
number	NN	number
of	IN	of
chronically	RB	chronically
malnourished	JJ	malnourished
people	NNS	people
began	VBD	begin
rising	VBG	rise
and	CC	and
has	VBZ	have
continued	VBN	continue
to	TO	to
rise	VB	rise
ever	RB	ever
since	RB	since
.	SENT	.
Astoundingly	RB	astoundingly
,	,	,
that	DT	that
rise	NN	rise
began	VBD	begin
just	RB	just
as	IN	as
world	NN	world
food	NN	food
prices	NNS	price
were	VBD	be
falling	VBG	fall
.	SENT	.
So	RB	so
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
?	SENT	?
Well	RB	well
,	,	,
the	DT	the
world	NN	world
food	NN	food
system	NN	system
,	,	,
like	IN	like
global	JJ	global
finance	NN	finance
,	,	,
is	VBZ	be
a	DT	a
complex	JJ	complex
system	NN	system
,	,	,
and	CC	and
complex	JJ	complex
systems	NNS	system
behave	VBP	behave
in	IN	in
counterintuitive	JJ	counterintuitive
ways	NNS	way
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
resilient	JJ	resilient
under	IN	under
certain	JJ	certain
conditions	NNS	condition
,	,	,
because	IN	because
there	EX	there
'	''	'
s	NN	S
weird	JJ	weird
self-organizing	VBG	self-organize
dynamics	NNS	dynamics
[	SYM	[
to	TO	to
]	SYM	]
stabilize	VB	stabilize
them	PP	them
.	SENT	.
But	CC	but
if	IN	if
they	PP	they
'	POS	'
re	NN	re
pushed	VBD	push
by	IN	by
an	DT	an
extreme	JJ	extreme
amount	NN	amount
of	IN	of
stress	NN	stress
,	,	,
then	RB	then
those	DT	those
same	JJ	same
self-organizing	NN	self-organizing
dynamics	NNS	dynamics
can	MD	can
start	VB	start
transmitting	VBG	transmit
shocks	NNS	shock
across	IN	across
the	DT	the
network	NN	network
.	SENT	.
And	CC	and
beyond	IN	beyond
a	DT	a
certain	JJ	certain
point	NN	point
,	,	,
they	PP	they
can	MD	can
tip	VB	tip
the	DT	the
whole	JJ	whole
network	NN	network
past	IN	past
its	PP$	its
critical	JJ	critical
threshold	NN	threshold
,	,	,
whereupon	IN	whereupon
the	DT	the
system	NN	system
collapses	NNS	collapse
,	,	,
suddenly	RB	suddenly
and	CC	and
unstoppably	RB	unstoppably
.	SENT	.
Now	RB	now
over	IN	over
the	DT	the
past	JJ	past
few	JJ	few
years	NNS	year
,	,	,
the	DT	the
crucial	JJ	crucial
elements	NNS	element
of	IN	of
systemic	JJ	systemic
resilience	NN	resilience
that	IN	that
we	PP	we
call	VBP	call
redundancy	NN	redundancy
,	,	,
modularity	NN	<unknown>
,	,	,
circuit	NN	circuit
breakers	NNS	breaker
and	CC	and
backup	JJ	backup
systems	NNS	system
have	VBP	have
been	VBN	be
stripped	VBN	strip
out	RP	out
by	IN	by
corporate	JJ	corporate
strategies	NNS	strategy
.	SENT	.
On	IN	on
one	CD	one
estimate	NN	estimate
,	,	,
just	RB	just
four	CD	four
companies	NNS	company
now	RB	now
control	VBP	control
90	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
global	JJ	global
grain	NN	grain
trade	NN	trade
.	SENT	.
Only	RB	only
four	CD	four
crops	NNS	crop
,	,	,
which	WDT	which
are	VBP	be
wheat	JJ	wheat
,	,	,
rice	NN	rice
,	,	,
corn	NN	corn
and	CC	and
soy	NN	soy
,	,	,
account	NN	account
for	IN	for
almost	RB	almost
60	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
calories	NNS	calorie
that	WDT	that
farmers	NNS	farmer
produce	VBP	produce
.	SENT	.
And	CC	and
the	DT	the
production	NN	production
for	IN	for
export	NN	export
of	IN	of
those	DT	those
crops	NNS	crop
has	VBZ	have
become	VBN	become
highly	RB	highly
concentrated	JJ	concentrated
in	IN	in
a	DT	a
handful	NN	handful
of	IN	of
nations	NNS	nation
,	,	,
including	VBG	include
Russia	NP	Russia
and	CC	and
Ukraine	NP	Ukraine
.	SENT	.
Nations	NNS	nation
have	VBP	have
polarized	VBN	polarize
into	IN	into
superexporters	NNS	superexporter
and	CC	and
superimporters	NNS	superimporter
,	,	,
and	CC	and
much	RB	much
of	IN	of
this	DT	this
trade	NN	trade
passes	VBZ	pass
through	IN	through
vulnerable	JJ	vulnerable
choke	NN	choke
points	NNS	point
,	,	,
such	JJ	such
as	IN	as
the	DT	the
Turkish	JJ	Turkish
Straits	NP	Straits
and	CC	and
the	DT	the
Suez	NP	Suez
and	CC	and
Panama	NP	Panama
Canals	NNS	canal
.	SENT	.
Had	VBD	have
the	DT	the
blockage	NN	blockage
of	IN	of
the	DT	the
Suez	NP	Suez
Canal	NP	Canal
in	IN	in
2021	CD	@card@
--	:	--
by	IN	by
that	DT	that
giant	JJ	giant
container	NN	container
ship	NN	ship
,	,	,
you	PP	you
remember	VBP	remember
that	DT	that
--	:	--
had	VBD	have
that	RB	that
coincided	VBN	coincide
with	IN	with
the	DT	the
closure	NN	closure
of	IN	of
the	DT	the
Turkish	JJ	Turkish
Straits	NP	Straits
in	IN	in
2022	CD	@card@
by	IN	by
the	DT	the
war	NN	war
in	IN	in
Ukraine	NP	Ukraine
,	,	,
then	RB	then
the	DT	the
food	NN	food
chain	NN	chain
for	IN	for
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
of	IN	of
people	NNS	people
might	MD	might
have	VB	have
snapped	VBN	snap
.	SENT	.
The	DT	the
reason	NN	reason
why	WRB	why
hunger	NN	hunger
is	VBZ	be
rising	JJ	rising
seems	VBZ	seem
to	TO	to
be	VB	be
that	IN	that
,	,	,
as	IN	as
the	DT	the
food	NN	food
system	NN	system
has	VBZ	have
lost	VBN	lose
its	PP$	its
resilience	NN	resilience
,	,	,
more	JJR	more
and	CC	and
more	JJR	more
contagious	JJ	contagious
shocks	NNS	shock
are	VBP	be
being	VBG	be
transmitted	VBN	transmit
across	IN	across
it	PP	it
.	SENT	.
Now	RB	now
,	,	,
we	PP	we
in	IN	in
the	DT	the
rich	JJ	rich
nations	NNS	nation
,	,	,
we	PP	we
scarcely	RB	scarcely
noticed	VBD	notice
the	DT	the
shocks	NNS	shock
being	VBG	be
caused	VBN	cause
by	IN	by
speculative	JJ	speculative
surges	NNS	surge
and	CC	and
export	NN	export
bans	NNS	ban
and	CC	and
bottlenecking	VBG	bottleneck
and	CC	and
other	JJ	other
issues	NNS	issue
like	VBP	like
that	IN	that
,	,	,
until	IN	until
2020	CD	@card@
,	,	,
when	WRB	when
COVID	NP	<unknown>
began	VBD	begin
to	TO	to
make	VB	make
us	PP	us
more	RBR	more
aware	JJ	aware
of	IN	of
some	DT	some
of	IN	of
the	DT	the
issues	NNS	issue
we	PP	we
were	VBD	be
facing	VBG	face
.	SENT	.
But	CC	but
those	DT	those
shocks	NNS	shock
,	,	,
for	IN	for
years	NNS	year
,	,	,
have	VBP	have
been	VBN	be
hitting	VBG	hit
the	DT	the
poorer	JJR	poor
nations	NNS	nation
with	IN	with
weak	JJ	weak
currencies	NNS	currency
,	,	,
which	WDT	which
stand	VBP	stand
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
queue	NN	queue
.	SENT	.
And	CC	and
what	WP	what
they	PP	they
saw	VBD	see
is	VBZ	be
that	IN	that
local	JJ	local
food	NN	food
prices	NNS	price
can	MD	can
surge	VB	surge
even	RB	even
as	IN	as
global	JJ	global
prices	NNS	price
remain	VBP	remain
low	JJ	low
.	SENT	.
Now	RB	now
,	,	,
these	DT	these
problems	NNS	problem
are	VBP	be
likely	JJ	likely
only	RB	only
to	TO	to
become	VB	become
worse	JJR	bad
as	IN	as
the	DT	the
system	NN	system
becomes	VBZ	become
less	RBR	less
stable	JJ	stable
and	CC	and
is	VBZ	be
possibly	RB	possibly
approaching	VBG	approach
a	DT	a
critical	JJ	critical
threshold	NN	threshold
.	SENT	.
Governments	NNS	government
prevented	VBD	prevent
the	DT	the
banks	NNS	bank
from	IN	from
collapsing	VBG	collapse
by	IN	by
bailing	VBG	bail
them	PP	them
out	RP	out
with	IN	with
future	JJ	future
money	NN	money
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
'	''	'
t	NN	t
bail	NN	bail
out	IN	out
the	DT	the
food	NN	food
system	NN	system
with	IN	with
future	JJ	future
food	NN	food
.	SENT	.
So	RB	so
we	PP	we
face	VBP	face
two	CD	two
enormous	JJ	enormous
issues	NNS	issue
here	RB	here
.	SENT	.
One	CD	one
,	,	,
the	DT	the
environmental	JJ	environmental
harm	NN	harm
caused	VBN	cause
by	IN	by
the	DT	the
food	NN	food
system	NN	system
,	,	,
and	CC	and
secondly	RB	secondly
,	,	,
the	DT	the
possibility	NN	possibility
that	IN	that
the	DT	the
system	NN	system
itself	PP	itself
could	MD	could
collapse	VB	collapse
.	SENT	.
Might	MD	might
there	RB	there
be	VB	be
a	DT	a
solution	NN	solution
,	,	,
a	DT	a
solution	NN	solution
to	TO	to
both	CC	both
these	DT	these
problems	NNS	problem
?	SENT	?
Can	MD	can
we	PP	we
find	VB	find
a	DT	a
way	NN	way
of	IN	of
feeding	VBG	feed
the	DT	the
world	NN	world
without	IN	without
devouring	VBG	devour
the	DT	the
planet	NN	planet
?	SENT	?
Well	RB	well
,	,	,
there	EX	there
are	VBP	be
some	DT	some
fascinating	JJ	fascinating
new	JJ	new
techniques	NNS	technique
for	IN	for
growing	JJ	growing
crops	NNS	crop
being	VBG	be
developed	VBN	develop
by	IN	by
farmers	NNS	farmer
and	CC	and
scientists	NNS	scientist
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
especially	RB	especially
interested	JJ	interested
in	IN	in
the	DT	the
potential	NN	potential
of	IN	of
perennial	JJ	perennial
grain	NN	grain
crops	NNS	crop
,	,	,
which	WDT	which
are	VBP	be
being	VBG	be
developed	VBN	develop
in	IN	in
particular	JJ	particular
by	IN	by
The	DT	the
Land	NP	Land
Institute	NP	Institute
in	IN	in
Salina	NP	Salina
,	,	,
Kansas	NP	Kansas
.	SENT	.
If	IN	if
we	PP	we
can	MD	can
grow	VB	grow
grain	NN	grain
on	IN	on
plants	NNS	plant
that	WDT	that
stay	VBP	stay
in	IN	in
the	DT	the
soil	NN	soil
from	IN	from
year	NN	year
to	TO	to
year	NN	year
,	,	,
we	PP	we
can	MD	can
greatly	RB	greatly
reduce	VB	reduce
the	DT	the
damage	NN	damage
to	TO	to
the	DT	the
soil	NN	soil
caused	VBN	cause
by	IN	by
plowing	VBG	plow
and	CC	and
the	DT	the
amount	NN	amount
of	IN	of
pesticides	NNS	pesticide
,	,	,
herbicides	NNS	herbicide
,	,	,
fertilizers	NNS	fertilizer
,	,	,
irrigation	NN	irrigation
required	VBD	require
to	TO	to
establish	VB	establish
new	JJ	new
crops	NNS	crop
.	SENT	.
Other	JJ	other
farmers	NNS	farmer
are	VBP	be
finding	VBG	find
really	RB	really
amazing	JJ	amazing
ways	NNS	way
of	IN	of
boosting	VBG	boost
their	PP$	their
yields	NNS	yield
without	IN	without
using	VBG	use
either	DT	either
fertilizers	NNS	fertilizer
or	CC	or
manure	NN	manure
.	SENT	.
Crucial	JJ	crucial
as	IN	as
all	PDT	all
these	DT	these
developments	NNS	development
are	VBP	be
,	,	,
they	PP	they
can	MD	can
only	RB	only
be	VB	be
partial	JJ	partial
solutions	NNS	solution
to	TO	to
the	DT	the
issues	NNS	issue
we	PP	we
face	VBP	face
.	SENT	.
Because	IN	because
perhaps	RB	perhaps
our	PP$	our
most	RBS	most
urgent	JJ	urgent
task	NN	task
is	VBZ	be
replacing	VBG	replace
the	DT	the
protein-rich	JJ	<unknown>
and	CC	and
fat-rich	JJ	<unknown>
foods	NNS	food
that	IN	that
we	PP	we
currently	RB	currently
obtain	VB	obtain
from	IN	from
animals	NNS	animal
and	CC	and
from	IN	from
crops	NNS	crop
like	IN	like
soy	NN	soy
and	CC	and
oil	NN	oil
palm	NN	palm
.	SENT	.
If	IN	if
the	DT	the
biggest	JJS	big
problem	NN	problem
that	IN	that
farming	NN	farming
is	VBZ	be
causing	VBG	cause
is	VBZ	be
the	DT	the
amount	NN	amount
of	IN	of
land	NN	land
it	PP	it
uses	VBZ	use
,	,	,
then	RB	then
perhaps	RB	perhaps
the	DT	the
biggest	JJS	big
environmental	JJ	environmental
solution	NN	solution
is	VBZ	be
shifting	VBG	shift
food	NN	food
production	NN	production
off	IN	off
the	DT	the
land	NN	land
and	CC	and
into	IN	into
the	DT	the
factory	NN	factory
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
realize	VBP	realize
that	DT	that
'	''	'
s	VBG	<unknown>
another	DT	another
shocking	JJ	shocking
statement	NN	statement
.	SENT	.
Many	JJ	many
people	NNS	people
hate	VBP	hate
the	DT	the
idea	NN	idea
of	IN	of
food	NN	food
being	VBG	be
produced	VBN	produce
in	IN	in
factories	NNS	factory
,	,	,
forgetting	VBG	forget
,	,	,
somewhat	RB	somewhat
,	,	,
that	IN	that
almost	RB	almost
all	PDT	all
the	DT	the
food	NN	food
we	PP	we
eat	VBP	eat
passes	NNS	pass
through	IN	through
a	DT	a
factory	NN	factory
at	IN	at
some	DT	some
point	NN	point
in	IN	in
its	PP$	its
production	NN	production
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
the	DT	the
great	JJ	great
majority	NN	majority
of	IN	of
the	DT	the
animals	NNS	animal
we	PP	we
eat	VBP	eat
are	VBP	be
factory	NN	factory
farmed	VBN	farm
.	SENT	.
Well	RB	well
,	,	,
in	IN	in
Helsinki	NP	Helsinki
,	,	,
Finland	NP	Finland
,	,	,
I	PP	I
visited	VBD	visit
a	DT	a
company	NN	company
called	VBN	call
Solar	NP	Solar
Foods	NPS	Foods
,	,	,
which	WDT	which
is	VBZ	be
using	VBG	use
a	DT	a
technique	NN	technique
called	VBD	call
precision	NN	precision
fermentation	NN	fermentation
to	TO	to
create	VB	create
a	DT	a
protein-rich	JJ	<unknown>
flour	NN	flour
from	IN	from
a	DT	a
soil	NN	soil
bacterium	NN	bacterium
that	WDT	that
eats	VBZ	eat
hydrogen	NN	hydrogen
.	SENT	.
It	PP	it
requires	VBZ	require
no	DT	no
farm	NN	farm
products	NNS	product
at	IN	at
all	DT	all
.	SENT	.
I	PP	I
was	VBD	be
the	DT	the
first	JJ	first
person	NN	person
outside	IN	outside
the	DT	the
lab	NN	lab
to	TO	to
eat	VB	eat
a	DT	a
pancake	NN	pancake
made	VBN	make
from	IN	from
this	DT	this
flour	NN	flour
.	SENT	.
A	DT	a
small	JJ	small
flip	NN	flip
for	IN	for
man	NN	man
.	SENT	.
Amazingly	RB	amazingly
,	,	,
this	DT	this
pancake	NN	pancake
tasted	VBD	taste
just	RB	just
like	IN	like
a	DT	a
pancake	NN	pancake
.	SENT	.
Rich	JJ	rich
and	CC	and
mellow	JJ	mellow
and	CC	and
filling	VBG	fill
.	SENT	.
But	CC	but
this	DT	this
isn	NN	isn
'	POS	'
t	NN	t
just	RB	just
about	IN	about
making	VBG	make
pancakes	NNS	pancake
.	SENT	.
These	DT	these
flours	NNS	flour
,	,	,
which	WDT	which
have	VBP	have
a	DT	a
protein	NN	protein
content	NN	content
of	IN	of
about	RB	about
65	CD	@card@
percent	NN	percent
,	,	,
could	MD	could
form	VB	form
the	DT	the
basis	NN	basis
of	IN	of
much	RB	much
better	JJR	good
alternatives	NNS	alternative
--	:	--
cheaper	JJR	cheap
alternatives	NNS	alternative
,	,	,
healthier	JJR	healthy
alternatives	NNS	alternative
--	:	--
to	TO	to
the	DT	the
animal	JJ	animal
products	NNS	product
and	CC	and
some	DT	some
of	IN	of
the	DT	the
plants	NNS	plant
,	,	,
like	IN	like
soy	NN	soy
and	CC	and
coconut	NN	coconut
and	CC	and
oil	NN	oil
palm	NN	palm
,	,	,
that	WDT	that
we	PP	we
currently	RB	currently
eat	VBP	eat
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
they	PP	they
could	MD	could
trigger	VB	trigger
a	DT	a
whole	JJ	whole
new	JJ	new
cuisine	NN	cuisine
,	,	,
a	DT	a
shift	NN	shift
as	IN	as
profound	JJ	profound
as	IN	as
the	DT	the
neolithic	JJ	neolithic
revolution	NN	revolution
.	SENT	.
Most	RBS	most
importantly	RB	importantly
