Clearly	RB	clearly
You	PP	you
work	VBP	work
on	IN	on
the	DT	the
front	JJ	front
lines	NNS	line
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
ve	NN	ve
seen	VBN	see
the	DT	the
best	JJS	good
and	CC	and
the	DT	the
worst	JJS	bad
that	IN	that
human	JJ	human
beings	NNS	being
can	MD	can
do	VB	do
for	IN	for
one	CD	one
another	DT	another
and	CC	and
to	TO	to
one	CD	one
another	DT	another
.	SENT	.
And	CC	and
no	DT	no
matter	NN	matter
what	WDT	what
country	NN	country
you	PP	you
live	VBP	live
or	CC	or
work	VBP	work
in	IN	in
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
also	RB	also
seen	VBN	see
the	DT	the
extraordinary	JJ	extraordinary
things	NNS	thing
that	IN	that
individuals	NNS	individual
are	VBP	be
capable	JJ	capable
of	IN	of
,	,	,
even	RB	even
in	IN	in
their	PP$	their
most	JJS	most
ordinariness	NN	<unknown>
.	SENT	.
Today	RB	today
there	EX	there
is	VBZ	be
a	DT	a
raging	VBG	rage
debate	NN	debate
as	IN	as
to	TO	to
how	WRB	how
best	VBP	best
we	PP	we
lift	VB	lift
people	NNS	people
out	RP	out
of	IN	of
poverty	NN	poverty
,	,	,
how	WRB	how
best	JJS	good
we	PP	we
release	VBP	release
their	PP$	their
energies	NNS	energy
.	SENT	.
On	IN	on
the	DT	the
one	CD	one
hand	NN	hand
,	,	,
we	PP	we
have	VBP	have
people	NNS	people
that	WDT	that
say	VBP	say
the	DT	the
aid	NN	aid
system	NN	system
is	VBZ	be
so	RB	so
broken	VBN	break
we	PP	we
need	VBP	need
to	TO	to
throw	VB	throw
it	PP	it
out	RP	out
.	SENT	.
And	CC	and
on	IN	on
the	DT	the
other	JJ	other
we	PP	we
have	VBP	have
people	NNS	people
who	WP	who
say	VBP	say
the	DT	the
problem	NN	problem
is	VBZ	be
that	IN	that
we	PP	we
need	VBP	need
more	JJR	more
aid	NN	aid
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
about	RB	about
is	VBZ	be
something	NN	something
that	IN	that
compliments	NNS	compliment
both	CC	both
systems	NNS	system
.	SENT	.
We	PP	we
call	VBP	call
it	PP	it
patient	JJ	patient
capital	NN	capital
.	SENT	.
The	DT	the
critics	NNS	critic
point	VBP	point
to	TO	to
the	DT	the
500	CD	@card@
billion	NN	billion
dollars	NNS	dollar
spent	VBN	spend
in	IN	in
Africa	NP	Africa
since	IN	since
1970	CD	@card@
and	CC	and
say	VBP	say
,	,	,
and	CC	and
what	WP	what
do	VBP	do
we	PP	we
have	VBP	have
but	CC	but
environmental	JJ	environmental
degradation	NN	degradation
and	CC	and
incredible	JJ	incredible
levels	NNS	level
of	IN	of
poverty	NN	poverty
,	,	,
rampant	JJ	rampant
corruption	NN	corruption
?	SENT	?
They	PP	they
use	VBP	use
Mobutu	NP	Mobutu
as	IN	as
metaphor	NN	metaphor
.	SENT	.
And	CC	and
their	PP$	their
policy	NN	policy
prescription	NN	prescription
is	VBZ	be
to	TO	to
make	VB	make
government	NN	government
more	RBR	more
accountable	JJ	accountable
,	,	,
focus	NN	focus
on	IN	on
the	DT	the
capital	NN	capital
markets	NNS	market
,	,	,
invest	VB	invest
,	,	,
don	NN	don
'	POS	'
t	NN	t
give	VB	give
anything	NN	anything
away	RB	away
.	SENT	.
On	IN	on
the	DT	the
other	JJ	other
side	NN	side
,	,	,
as	IN	as
I	PP	I
said	VBD	say
,	,	,
there	EX	there
are	VBP	be
those	DT	those
who	WP	who
say	VBP	say
the	DT	the
problem	NN	problem
is	VBZ	be
that	IN	that
we	PP	we
need	VBP	need
more	JJR	more
money	NN	money
.	SENT	.
That	IN	that
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
the	DT	the
rich	JJ	rich
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
bail	VB	bail
out	RP	out
and	CC	and
we	PP	we
'	POS	'
ll	JJ	<unknown>
hand	NN	hand
a	DT	a
lot	NN	lot
of	IN	of
aid	NN	aid
,	,	,
but	CC	but
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
our	PP$	our
poor	JJ	poor
brethren	NNS	brethren
,	,	,
we	PP	we
want	VBP	want
little	RB	little
to	TO	to
do	VB	do
with	IN	with
it	PP	it
.	SENT	.
They	PP	they
point	VBP	point
to	TO	to
the	DT	the
successes	NNS	success
of	IN	of
aid	NN	aid
:	:	:
the	DT	the
eradication	NN	eradication
of	IN	of
smallpox	NN	smallpox
,	,	,
and	CC	and
the	DT	the
distribution	NN	distribution
of	IN	of
tens	NNS	ten
of	IN	of
millions	NNS	million
of	IN	of
malaria	NN	malaria
bed	NN	bed
nets	NNS	net
and	CC	and
antiretrovirals	NNS	<unknown>
.	SENT	.
Both	DT	both
sides	NNS	side
are	VBP	be
right	JJ	right
.	SENT	.
And	CC	and
the	DT	the
problem	NN	problem
is	VBZ	be
that	IN	that
neither	DT	neither
side	NN	side
is	VBZ	be
listening	VBG	listen
to	TO	to
the	DT	the
other	JJ	other
.	SENT	.
Even	RB	even
more	RBR	more
problematic	JJ	problematic
,	,	,
they	PP	they
'	POS	'
re	NN	re
not	RB	not
listening	VBG	listen
to	TO	to
poor	JJ	poor
people	NNS	people
themselves	PP	themselves
.	SENT	.
After	IN	after
25	CD	@card@
years	NNS	year
of	IN	of
working	VBG	work
on	IN	on
issues	NNS	issue
of	IN	of
poverty	NN	poverty
and	CC	and
innovation	NN	innovation
,	,	,
it	PP	it
'	POS	'
s	NN	S
true	JJ	true
that	IN	that
there	EX	there
are	VBP	be
probably	RB	probably
no	RB	no
more	RBR	more
market-oriented	JJ	market-oriented
individuals	NNS	individual
on	IN	on
the	DT	the
planet	NN	planet
than	IN	than
low-	NN	low-
income	NN	income
people	NNS	people
.	SENT	.
They	PP	they
must	MD	must
navigate	VB	navigate
markets	NNS	market
daily	JJ	daily
,	,	,
making	VBG	make
micro-decisions	NNS	micro-decision
,	,	,
dozens	NNS	dozen
and	CC	and
dozens	NNS	dozen
,	,	,
to	TO	to
move	VB	move
their	PP$	their
way	NN	way
through	IN	through
society	NN	society
,	,	,
and	CC	and
yet	RB	yet
if	IN	if
a	DT	a
single	JJ	single
catastrophic	JJ	catastrophic
health	NN	health
problem	NN	problem
impacts	VBZ	impact
their	PP$	their
family	NN	family
,	,	,
they	PP	they
could	MD	could
be	VB	be
put	VBN	put
back	RB	back
into	IN	into
poverty	NN	poverty
,	,	,
sometimes	RB	sometimes
for	IN	for
generations	NNS	generation
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
need	VBP	need
both	CC	both
the	DT	the
market	NN	market
and	CC	and
we	PP	we
need	VBP	need
aid	NN	aid
.	SENT	.
Patient	JJ	patient
capital	NN	capital
works	VBZ	work
between	IN	between
,	,	,
and	CC	and
tries	VBZ	try
to	TO	to
take	VB	take
the	DT	the
best	JJS	good
of	IN	of
both	DT	both
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
money	NN	money
that	RB	that
'	POS	'
s	NNS	<unknown>
invested	VBN	invest
in	IN	in
entrepreneurs	NNS	entrepreneur
who	WP	who
know	VBP	know
their	PP$	their
communities	NNS	community
and	CC	and
are	VBP	be
building	VBG	build
solutions	NNS	solution
to	TO	to
healthcare	NN	<unknown>
,	,	,
water	NN	water
,	,	,
housing	NN	housing
,	,	,
alternative	JJ	alternative
energy	NN	energy
,	,	,
thinking	VBG	think
of	IN	of
low	JJ	low
income	NN	income
people	NNS	people
not	RB	not
as	IN	as
passive	JJ	passive
recipients	NNS	recipient
of	IN	of
charity	NN	charity
,	,	,
but	CC	but
as	IN	as
individual	JJ	individual
customers	NNS	customer
,	,	,
consumers	NNS	consumer
,	,	,
clients	NNS	client
,	,	,
people	NNS	people
who	WP	who
want	VBP	want
to	TO	to
make	VB	make
decisions	NNS	decision
in	IN	in
their	PP$	their
own	JJ	own
lives	NNS	life
.	SENT	.
Patient	JJ	patient
capital	NN	capital
requires	VBZ	require
that	IN	that
we	PP	we
have	VBP	have
incredible	JJ	incredible
tolerance	NN	tolerance
for	IN	for
risk	NN	risk
,	,	,
a	DT	a
long	JJ	long
time	NN	time
horizon	NN	horizon
in	IN	in
terms	NNS	term
of	IN	of
allowing	VBG	allow
those	DT	those
entrepreneurs	NNS	entrepreneur
time	NN	time
to	TO	to
experiment	NN	experiment
,	,	,
to	TO	to
use	VB	use
the	DT	the
market	NN	market
as	IN	as
the	DT	the
best	JJS	good
listening	NN	listening
device	NN	device
that	IN	that
we	PP	we
have	VBP	have
,	,	,
and	CC	and
the	DT	the
expectation	NN	expectation
of	IN	of
below-market	NN	below-market
returns	NNS	return
,	,	,
but	CC	but
outsized	JJ	outsized
social	JJ	social
impact	NN	impact
.	SENT	.
It	PP	it
recognizes	VBZ	recognize
that	IN	that
the	DT	the
market	NN	market
has	VBZ	have
its	PP$	its
limitation	NN	limitation
,	,	,
and	CC	and
so	RB	so
patient	JJ	patient
capital	NN	capital
also	RB	also
works	VBZ	work
with	IN	with
smart	JJ	smart
subsidy	NN	subsidy
to	TO	to
extend	VB	extend
the	DT	the
benefits	NNS	benefit
of	IN	of
a	DT	a
global	JJ	global
economy	NN	economy
to	TO	to
include	VB	include
all	DT	all
people	NNS	people
.	SENT	.
Now	RB	now
,	,	,
entrepreneurs	NNS	entrepreneur
need	VBP	need
patient	JJ	patient
capital	NN	capital
for	IN	for
three	CD	three
reasons	NNS	reason
.	SENT	.
First	RB	first
,	,	,
they	PP	they
tend	VBP	tend
to	TO	to
work	VB	work
in	IN	in
markets	NNS	market
where	WRB	where
people	NNS	people
make	VBP	make
one	CD	one
,	,	,
two	CD	two
,	,	,
three	CD	three
dollars	NNS	dollar
a	DT	a
day	NN	day
and	CC	and
they	PP	they
are	VBP	be
making	VBG	make
all	DT	all
of	IN	of
their	PP$	their
decisions	NNS	decision
within	IN	within
that	DT	that
income	NN	income
level	NN	level
.	SENT	.
Second	RB	second
,	,	,
the	DT	the
geographies	NNS	geography
in	IN	in
which	WDT	which
they	PP	they
work	VBP	work
have	VB	have
terrible	JJ	terrible
infrastructure	NN	infrastructure
—	:	-
no	DT	no
roads	NNS	road
to	TO	to
speak	VB	speak
of	IN	of
,	,	,
sporadic	JJ	sporadic
electricity	NN	electricity
and	CC	and
high	JJ	high
levels	NNS	level
of	IN	of
corruption	NN	corruption
.	SENT	.
Third	JJ	third
,	,	,
they	PP	they
are	VBP	be
often	RB	often
creating	VBG	create
markets	NNS	market
.	SENT	.
Even	RB	even
if	IN	if
you	PP	you
'	POS	'
re	NN	re
bringing	VBG	bring
clean	JJ	clean
water	NN	water
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
into	IN	into
rural	JJ	rural
villages	NNS	village
,	,	,
it	PP	it
is	VBZ	be
something	NN	something
new	JJ	new
.	SENT	.
And	CC	and
so	RB	so
many	JJ	many
low-income	JJ	low-income
people	NNS	people
have	VBP	have
seen	VBN	see
so	RB	so
many	JJ	many
failed	JJ	failed
promises	NNS	promise
broken	VBN	break
and	CC	and
seen	VBN	see
so	IN	so
many	JJ	many
quacks	NNS	quack
and	CC	and
sporadic	JJ	sporadic
medicines	NNS	medicine
offered	VBN	offer
to	TO	to
them	PP	them
that	IN	that
building	NN	building
trust	NN	trust
takes	VBZ	take
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
,	,	,
takes	VBZ	take
a	DT	a
lot	NN	lot
of	IN	of
patience	NN	patience
.	SENT	.
It	PP	it
also	RB	also
requires	VBZ	require
being	VBG	be
connected	VBN	connect
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
management	NN	management
assistance	NN	assistance
.	SENT	.
Not	RB	not
only	RB	only
to	TO	to
build	VB	build
the	DT	the
systems	NNS	system
,	,	,
the	DT	the
business	NN	business
models	NNS	model
that	WDT	that
allow	VBP	allow
us	PP	us
to	TO	to
reach	VB	reach
low	JJ	low
income	NN	income
people	NNS	people
in	IN	in
a	DT	a
sustainable	JJ	sustainable
way	NN	way
,	,	,
but	CC	but
to	TO	to
connect	VB	connect
those	DT	those
business	NN	business
to	TO	to
other	JJ	other
markets	NNS	market
,	,	,
to	TO	to
governments	NNS	government
,	,	,
to	TO	to
corporations	NNS	corporation
—	:	-
real	JJ	real
partnerships	NNS	partnership
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
get	VB	get
to	TO	to
scale	VB	scale
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
share	VB	share
one	CD	one
story	NN	story
about	IN	about
an	DT	an
innovation	NN	innovation
called	VBD	call
drip	NN	drip
irrigation	NN	irrigation
.	SENT	.
In	IN	in
2002	CD	@card@
I	PP	I
met	VBD	meet
this	DT	this
incredible	JJ	incredible
entrepreneur	NN	entrepreneur
named	VBN	name
Amitabha	NP	<unknown>
Sadangi	NP	<unknown>
from	IN	from
India	NP	India
,	,	,
who	WP	who
'	''	'
d	SYM	d
been	VBN	be
working	VBG	work
for	IN	for
20	CD	@card@
years	NNS	year
with	IN	with
some	DT	some
of	IN	of
the	DT	the
poorest	JJS	poor
farmers	NNS	farmer
on	IN	on
the	DT	the
planet	NN	planet
.	SENT	.
And	CC	and
he	PP	he
was	VBD	be
expressing	VBG	express
his	PP$	his
frustration	NN	frustration
that	IN	that
the	DT	the
aid	NN	aid
market	NN	market
had	VBD	have
bypassed	VBN	bypass
low-income	JJ	low-income
farmers	NNS	farmer
altogether	RB	altogether
,	,	,
despite	IN	despite
the	DT	the
fact	NN	fact
that	IN	that
200	CD	@card@
million	CD	million
farmers	NNS	farmer
alone	RB	alone
in	IN	in
India	NP	India
make	VBP	make
under	IN	under
a	DT	a
dollar	NN	dollar
a	DT	a
day	NN	day
.	SENT	.
They	PP	they
were	VBD	be
creating	VBG	create
subsidies	NNS	subsidy
either	CC	either
for	IN	for
large	JJ	large
farms	NNS	farm
,	,	,
or	CC	or
they	PP	they
were	VBD	be
giving	VBG	give
inputs	NNS	input
to	TO	to
the	DT	the
farmers	NNS	farmer
that	IN	that
they	PP	they
thought	VBD	think
they	PP	they
should	MD	should
use	VB	use
,	,	,
rather	RB	rather
than	IN	than
that	IN	that
the	DT	the
farmers	NNS	farmer
wanted	VBD	want
to	TO	to
use	VB	use
.	SENT	.
At	IN	at
the	DT	the
same	JJ	same
time	NN	time
Amitabha	NP	<unknown>
was	VBD	be
obsessed	VBN	obsess
with	IN	with
this	DT	this
drip	NN	drip
irrigation	NN	irrigation
technology	NN	technology
that	WDT	that
had	VBD	have
been	VBN	be
invented	VBN	invent
in	IN	in
Israel	NP	Israel
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
way	NN	way
of	IN	of
bringing	VBG	bring
small	JJ	small
amounts	NNS	amount
of	IN	of
water	NN	water
directly	RB	directly
to	TO	to
the	DT	the
stalk	NN	stalk
of	IN	of
the	DT	the
plant	NN	plant
.	SENT	.
And	CC	and
it	PP	it
could	MD	could
transform	VB	transform
swaths	NNS	swath
of	IN	of
desert	NN	desert
land	NN	land
into	IN	into
fields	NNS	field
of	IN	of
emerald	JJ	emerald
green	NN	green
.	SENT	.
But	CC	but
the	DT	the
market	NN	market
also	RB	also
had	VBD	have
bypassed	VBN	bypass
low	JJ	low
income	NN	income
farmers	NNS	farmer
,	,	,
because	IN	because
these	DT	these
systems	NNS	system
were	VBD	be
both	DT	both
too	RB	too
expensive	JJ	expensive
,	,	,
and	CC	and
they	PP	they
were	VBD	be
constructed	VBN	construct
for	IN	for
fields	NNS	field
that	WDT	that
were	VBD	be
too	RB	too
large	JJ	large
.	SENT	.
The	DT	the
average	JJ	average
small	JJ	small
village	NN	village
farmer	NN	farmer
works	VBZ	work
on	IN	on
two	CD	two
acres	NNS	acre
or	CC	or
less	JJR	less
.	SENT	.
And	CC	and
so	RB	so
,	,	,
Amitabha	NP	<unknown>
decided	VBD	decide
that	IN	that
he	PP	he
would	MD	would
take	VB	take
that	DT	that
innovation	NN	innovation
and	CC	and
he	PP	he
would	MD	would
redesign	VB	redesign
it	PP	it
from	IN	from
the	DT	the
perspective	NN	perspective
of	IN	of
the	DT	the
poor	JJ	poor
farmers	NNS	farmer
themselves	PP	themselves
,	,	,
because	IN	because
he	PP	he
spent	VBD	spend
so	RB	so
many	JJ	many
years	NNS	year
listening	VBG	listen
to	TO	to
what	WP	what
they	PP	they
needed	VBD	need
not	RB	not
what	WP	what
he	PP	he
thought	VBD	think
that	IN	that
they	PP	they
should	MD	should
have	VB	have
.	SENT	.
And	CC	and
he	PP	he
used	VBD	use
three	CD	three
fundamental	JJ	fundamental
principles	NNS	principle
.	SENT	.
The	DT	the
first	JJ	first
one	CD	one
was	VBD	be
miniaturization	NN	miniaturization
.	SENT	.
The	DT	the
drip	NN	drip
irrigation	NN	irrigation
system	NN	system
had	VBD	have
to	TO	to
be	VB	be
small	JJ	small
enough	RB	enough
that	IN	that
a	DT	a
farmer	NN	farmer
only	RB	only
had	VBD	have
to	TO	to
risk	VB	risk
a	DT	a
quarter	NN	quarter
acre	NN	acre
,	,	,
even	RB	even
if	IN	if
he	PP	he
had	VBD	have
two	CD	two
,	,	,
because	IN	because
it	PP	it
was	VBD	be
too	RB	too
frightening	JJ	frightening
,	,	,
given	VBN	give
all	RB	all
that	IN	that
he	PP	he
had	VBD	have
at	IN	at
stake	NN	stake
.	SENT	.
Second	RB	second
,	,	,
it	PP	it
had	VBD	have
to	TO	to
be	VB	be
extremely	RB	extremely
affordable	JJ	affordable
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
that	DT	that
risk	NN	risk
on	IN	on
the	DT	the
quarter	NN	quarter
acre	NN	acre
needed	VBN	need
to	TO	to
be	VB	be
repaid	VBN	repay
in	IN	in
a	DT	a
single	JJ	single
harvest	NN	harvest
,	,	,
or	CC	or
else	RB	else
they	PP	they
wouldn	NP	<unknown>
'	POS	'
t	NN	t
take	VB	take
the	DT	the
risk	NN	risk
.	SENT	.
And	CC	and
third	JJ	third
,	,	,
it	PP	it
had	VBD	have
to	TO	to
be	VB	be
what	WP	what
Amitabha	NP	<unknown>
calls	VBZ	call
infinitely	RB	infinitely
expandable	JJ	expandable
.	SENT	.
What	WP	what
I	PP	I
mean	VBP	mean
is	VBZ	be
with	IN	with
the	DT	the
profits	NNS	profit
from	IN	from
the	DT	the
first	JJ	first
quarter	NN	quarter
acre	NN	acre
,	,	,
the	DT	the
farmers	NNS	farmer
could	MD	could
buy	VB	buy
a	DT	a
second	JJ	second
and	CC	and
a	DT	a
third	JJ	third
and	CC	and
a	DT	a
fourth	JJ	fourth
.	SENT	.
As	RB	as
of	IN	of
today	NN	today
,	,	,
IDE	NN	ide
India	NP	India
,	,	,
Amitabha	NP	<unknown>
'	POS	'
s	NN	S
organization	NN	organization
,	,	,
has	VBZ	have
sold	VBN	sell
over	IN	over
300	CD	@card@
,	,	,
000	CD	@card@
farmers	NNS	farmer
these	DT	these
systems	NNS	system
and	CC	and
has	VBZ	have
seen	VBN	see
their	PP$	their
yields	NNS	yield
and	CC	and
incomes	NNS	income
double	RB	double
or	CC	or
triple	RB	triple
on	IN	on
average	NN	average
,	,	,
but	CC	but
this	DT	this
didn	NN	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
overnight	RB	overnight
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
when	WRB	when
you	PP	you
go	VBP	go
back	RB	back
to	TO	to
the	DT	the
beginning	NN	beginning
,	,	,
there	EX	there
were	VBD	be
no	DT	no
private	JJ	private
investors	NNS	investor
who	WP	who
would	MD	would
be	VB	be
willing	JJ	willing
to	TO	to
take	VB	take
a	DT	a
risk	NN	risk
on	IN	on
building	VBG	build
a	DT	a
new	JJ	new
technology	NN	technology
for	IN	for
a	DT	a
market	NN	market
class	NN	class
that	WDT	that
made	VBD	make
under	IN	under
a	DT	a
dollar	NN	dollar
a	DT	a
day	NN	day
,	,	,
that	WDT	that
were	VBD	be
known	VBN	know
to	TO	to
be	VB	be
some	DT	some
of	IN	of
the	DT	the
most	RBS	most
risk-averse	JJ	risk-averse
people	NNS	people
on	IN	on
the	DT	the
planet	NN	planet
and	CC	and
that	WDT	that
were	VBD	be
working	VBG	work
in	IN	in
one	CD	one
of	IN	of
the	DT	the
riskiest	JJS	risky
sectors	NNS	sector
,	,	,
agriculture	NN	agriculture
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
needed	VBD	need
grants	NNS	grant
.	SENT	.
And	CC	and
he	PP	he
used	VBD	use
significant	JJ	significant
grants	NNS	grant
to	TO	to
research	NN	research
,	,	,
to	TO	to
experiment	NN	experiment
,	,	,
to	TO	to
fail	VB	fail
,	,	,
to	TO	to
innovate	VB	innovate
and	CC	and
try	VB	try
again	RB	again
.	SENT	.
And	CC	and
when	WRB	when
he	PP	he
had	VBD	have
a	DT	a
prototype	NN	prototype
and	CC	and
had	VBD	have
a	DT	a
better	JJR	good
understanding	NN	understanding
of	IN	of
how	WRB	how
to	TO	to
market	VB	market
to	TO	to
farmers	NNS	farmer
,	,	,
that	WDT	that
'	POS	'
s	NN	S
when	WRB	when
patient	JJ	patient
capital	NN	capital
could	MD	could
come	VB	come
in	IN	in
.	SENT	.
And	CC	and
we	PP	we
helped	VBD	help
him	PP	him
build	VB	build
a	DT	a
company	NN	company
,	,	,
for	IN	for
profit	NN	profit
,	,	,
that	WDT	that
would	MD	would
build	VB	build
on	IN	on
IDE	NN	ide
'	POS	'
s	NN	S
knowledge	NN	knowledge
,	,	,
and	CC	and
start	VB	start
looking	VBG	look
at	IN	at
sales	NNS	sale
and	CC	and
exports	NNS	export
,	,	,
and	CC	and
be	VB	be
able	JJ	able
to	TO	to
tap	VB	tap
into	IN	into
other	JJ	other
kinds	NNS	kind
of	IN	of
capital	NN	capital
.	SENT	.
Secondarily	RB	secondarily
,	,	,
we	PP	we
wanted	VBD	want
to	TO	to
see	VB	see
if	IN	if
we	PP	we
could	MD	could
export	VB	export
this	DT	this
drip	NN	drip
irrigation	NN	irrigation
and	CC	and
bring	VB	bring
it	PP	it
into	IN	into
other	JJ	other
countries	NNS	country
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
met	VBD	meet
Dr	NP	Dr
.	SENT	.
Sono	NP	Sono
Khangharani	NP	<unknown>
in	IN	in
Pakistan	NP	Pakistan
.	SENT	.
And	CC	and
while	IN	while
,	,	,
again	RB	again
,	,	,
you	PP	you
needed	VBD	need
patience	NN	patience
to	TO	to
move	VB	move
a	DT	a
technology	NN	technology
for	IN	for
the	DT	the
poor	NN	poor
in	IN	in
India	NP	India
into	IN	into
Pakistan	NP	Pakistan
,	,	,
just	RB	just
to	TO	to
get	VB	get
the	DT	the
permits	NNS	permit
,	,	,
over	IN	over
time	NN	time
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
start	VB	start
a	DT	a
company	NN	company
with	IN	with
Dr	NP	Dr
.	SENT	.
Sono	NP	Sono
,	,	,
who	WP	who
runs	VBZ	run
a	DT	a
large	JJ	large
community	NN	community
development	NN	development
organization	NN	organization
in	IN	in
the	DT	the
Thar	NN	thar
Desert	NP	Desert
,	,	,
which	WDT	which
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
remote	JJ	remote
and	CC	and
poorest	JJS	poor
areas	NNS	area
of	IN	of
the	DT	the
country	NN	country
.	SENT	.
And	CC	and
though	IN	though
that	DT	that
company	NN	company
has	VBZ	have
just	RB	just
started	VBN	start
,	,	,
our	PP$	our
assumption	NN	assumption
is	VBZ	be
that	IN	that
there	EX	there
too	RB	too
we	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
the	DT	the
impact	NN	impact
on	IN	on
millions	NNS	million
.	SENT	.
But	CC	but
drip	NN	drip
irrigation	NN	irrigation
isn	NN	isn
'	POS	'
t	NN	t
the	DT	the
only	JJ	only
innovation	NN	innovation
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
starting	VBG	start
to	TO	to
see	VB	see
these	DT	these
happening	NN	happening
all	RB	all
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
In	IN	in
Arusha	NP	<unknown>
,	,	,
Tanzania	NP	Tanzania
,	,	,
A	DT	a
to	TO	to
Z	NP	Z
Textile	NP	Textile
Manufacturing	NP	Manufacturing
has	VBZ	have
worked	VBN	work
in	IN	in
partnership	NN	partnership
with	IN	with
us	PP	us
,	,	,
with	IN	with
UNICEF	NP	UNICEF
,	,	,
with	IN	with
the	DT	the
Global	NP	Global
Fund	NP	Fund
,	,	,
to	TO	to
create	VB	create
a	DT	a
factory	NN	factory
that	WDT	that
now	RB	now
employs	VBZ	employ
7	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
,	,	,
mostly	RB	mostly
women	NNS	woman
.	SENT	.
And	CC	and
they	PP	they
produce	VBP	produce
20	CD	@card@
million	CD	million
lifesaving	JJ	lifesaving
bednets	NNS	<unknown>
for	IN	for
Africans	NNS	African
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
Lifespring	NP	Lifespring
Hospital	NP	Hospital
is	VBZ	be
a	DT	a
joint	JJ	joint
venture	NN	venture
between	IN	between
Acumen	NN	acumen
and	CC	and
the	DT	the
government	NN	government
of	IN	of
India	NP	India
to	TO	to
bring	VB	bring
quality	NN	quality
,	,	,
affordable	JJ	affordable
