Hello	UH	hello
These	DT	these
trees	NNS	tree
germinated	VBN	germinate
during	IN	during
the	DT	the
reign	NN	reign
of	IN	of
William	NP	William
the	DT	the
Conqueror	NN	conqueror
in	IN	in
1066	CD	@card@
,	,	,
from	IN	from
a	DT	a
simple	JJ	simple
acorn	NN	acorn
like	IN	like
this	DT	this
.	SENT	.
By	IN	by
the	DT	the
time	NN	time
that	IN	that
Henry	NP	Henry
VIII	NP	VIII
lived	VBD	live
here	RB	here
,	,	,
they	PP	they
'	POS	'
d	NN	d
grown	VBN	grow
into	IN	into
mature	JJ	mature
,	,	,
impressive	JJ	impressive
giants	NNS	giant
.	SENT	.
And	CC	and
amazingly	RB	amazingly
,	,	,
some	DT	some
of	IN	of
those	DT	those
very	RB	very
same	JJ	same
trees	NNS	tree
still	RB	still
survive	VBP	survive
here	RB	here
today	NN	today
.	SENT	.
They	PP	they
'	''	'
re	IN	re
a	DT	a
bit	NN	bit
gnarled	JJ	gnarled
and	CC	and
hollowed-out	JJ	hollowed-out
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
still	RB	still
very	RB	very
much	RB	much
alive	JJ	alive
.	SENT	.
While	IN	while
these	DT	these
oaks	NNS	oak
have	VBP	have
been	VBN	be
growing	VBG	grow
,	,	,
around	RB	around
35	CD	@card@
billion	NN	billion
people	NNS	people
have	VBP	have
lived	VBN	live
their	PP$	their
lives	NNS	life
on	IN	on
our	PP$	our
planet	NN	planet
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
35	CD	@card@
billion	NNS	billion
lifetimes	NNS	lifetime
'	POS	'
worth	NN	worth
of	IN	of
hope	NN	hope
,	,	,
love	NN	love
,	,	,
fear	NN	fear
and	CC	and
dreams	NNS	dream
.	SENT	.
In	IN	in
that	DT	that
time	NN	time
,	,	,
humankind	NN	humankind
has	VBZ	have
invented	VBN	invent
air	NN	air
travel	NN	travel
,	,	,
vaccines	NNS	vaccine
and	CC	and
computers	NNS	computer
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
explored	VBD	explore
every	DT	every
part	NN	part
of	IN	of
the	DT	the
globe	NN	globe
,	,	,
sequenced	VBD	<unknown>
the	DT	the
human	JJ	human
genome	NN	genome
and	CC	and
even	RB	even
escaped	VBD	escape
Earth	NP	Earth
'	POS	'
s	NN	S
atmosphere	NN	atmosphere
.	SENT	.
Our	PP$	our
speed	NN	speed
of	IN	of
innovation	NN	innovation
has	VBZ	have
been	VBN	be
incredible	JJ	incredible
,	,	,
but	CC	but
so	RB	so
,	,	,
too	RB	too
,	,	,
has	VBZ	have
the	DT	the
acceleration	NN	acceleration
of	IN	of
our	PP$	our
impact	NN	impact
.	SENT	.
Over	IN	over
my	PP$	my
grandmother	NN	grandmother
'	POS	'
s	NN	S
lifetime	NN	lifetime
,	,	,
the	DT	the
last	JJ	last
90	CD	@card@
years	NNS	year
or	CC	or
so	RB	so
,	,	,
our	PP$	our
impacts	NNS	impact
accelerated	VBD	accelerate
so	RB	so
fast	RB	fast
that	IN	that
our	PP$	our
climate	NN	climate
,	,	,
oceans	NNS	ocean
,	,	,
air	NN	air
,	,	,
nature	NN	nature
and	CC	and
all	DT	all
that	WDT	that
depends	VBZ	depend
on	IN	on
them	PP	them
are	VBP	be
in	IN	in
peril	NN	peril
.	SENT	.
This	DT	this
oak	NN	oak
has	VBZ	have
stood	VBN	stand
here	RB	here
for	IN	for
centuries	NNS	century
,	,	,
but	CC	but
never	RB	never
has	VBZ	have
it	PP	it
faced	VBN	face
a	DT	a
decade	NN	decade
like	IN	like
this	DT	this
.	SENT	.
We	PP	we
start	VBP	start
this	DT	this
new	JJ	new
decade	NN	decade
knowing	VBG	know
that	IN	that
it	PP	it
is	VBZ	be
the	DT	the
most	RBS	most
consequential	JJ	consequential
period	NN	period
in	IN	in
history	NN	history
.	SENT	.
The	DT	the
science	NN	science
is	VBZ	be
irrefutable	JJ	irrefutable
.	SENT	.
If	IN	if
we	PP	we
do	VBP	do
not	RB	not
act	VB	act
in	IN	in
this	DT	this
decade	NN	decade
,	,	,
the	DT	the
damage	NN	damage
that	IN	that
we	PP	we
have	VB	have
done	VBN	do
will	MD	will
be	VB	be
irreversible	JJ	irreversible
.	SENT	.
And	CC	and
the	DT	the
effects	NNS	effect
felt	VBD	feel
not	RB	not
just	RB	just
by	IN	by
future	JJ	future
generations	NNS	generation
but	CC	but
by	IN	by
all	DT	all
of	IN	of
us	PP	us
alive	JJ	alive
today	NN	today
.	SENT	.
And	CC	and
what	WP	what
'	POS	'
s	NNS	<unknown>
more	RBR	more
,	,	,
this	DT	this
damage	NN	damage
will	MD	will
not	RB	not
be	VB	be
felt	VBN	feel
equally	RB	equally
by	IN	by
everyone	NN	everyone
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
most	RBS	most
vulnerable	JJ	vulnerable
,	,	,
those	DT	those
with	IN	with
the	DT	the
fewest	JJS	few
resources	NNS	resource
and	CC	and
those	DT	those
who	WP	who
'	POS	'
ve	NN	ve
done	VBN	do
the	DT	the
least	JJS	least
to	TO	to
cause	VB	cause
climate	NN	climate
change	NN	change
who	WP	who
will	MD	will
be	VB	be
impacted	VBN	impact
the	DT	the
most	JJS	most
.	SENT	.
These	DT	these
stark	JJ	stark
facts	NNS	fact
are	VBP	be
terrifying	JJ	terrifying
.	SENT	.
How	WRB	how
can	MD	can
we	PP	we
hope	VBP	hope
to	TO	to
fix	VB	fix
such	JJ	such
massive	JJ	massive
intractable	JJ	intractable
problems	NNS	problem
?	SENT	?
It	PP	it
may	MD	may
seem	VB	seem
overwhelming	JJ	overwhelming
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
possible	JJ	possible
.	SENT	.
Humans	NNS	human
have	VBP	have
an	DT	an
extraordinary	JJ	extraordinary
capacity	NN	capacity
to	TO	to
set	VB	set
goals	NNS	goal
and	CC	and
strive	VBP	strive
to	TO	to
achieve	VB	achieve
them	PP	them
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
long	RB	long
been	VBN	be
inspired	VBN	inspire
by	IN	by
President	NP	President
John	NP	John
F	NP	F
.	SENT	.
Kennedy	NP	Kennedy
'	POS	'
s	NN	S
1961	CD	@card@
mission	NN	mission
to	TO	to
put	VB	put
a	DT	a
man	NN	man
on	IN	on
the	DT	the
moon	NN	moon
within	IN	within
a	DT	a
decade	NN	decade
.	SENT	.
He	PP	he
named	VBD	name
it	PP	it
the	DT	the
Moonshot	NN	moonshot
.	SENT	.
It	PP	it
seemed	VBD	seem
crazy	JJ	crazy
.	SENT	.
We	PP	we
'	POS	'
d	NN	d
only	RB	only
just	RB	just
launched	VBN	launch
the	DT	the
first	JJ	first
satellite	NN	satellite
.	SENT	.
Putting	VBG	put
a	DT	a
man	NN	man
on	IN	on
the	DT	the
moon	NN	moon
that	WDT	that
quickly	RB	quickly
seemed	VBD	seem
impossible	JJ	impossible
.	SENT	.
But	CC	but
this	DT	this
simple	JJ	simple
challenge	NN	challenge
encompassed	VBD	encompass
so	RB	so
much	RB	much
.	SENT	.
He	PP	he
called	VBD	call
it	PP	it
a	DT	a
goal	NN	goal
to	TO	to
organize	VB	organize
and	CC	and
measure	VB	measure
the	DT	the
best	JJS	good
of	IN	of
our	PP$	our
energies	NNS	energy
and	CC	and
skills	NNS	skill
.	SENT	.
In	IN	in
taking	VBG	take
that	DT	that
giant	JJ	giant
leap	NN	leap
for	IN	for
mankind	NN	mankind
,	,	,
the	DT	the
team	NN	team
behind	IN	behind
the	DT	the
Moonshot	NN	moonshot
united	VBN	unite
millions	NNS	million
of	IN	of
people	NNS	people
around	IN	around
the	DT	the
world	NN	world
--	:	--
that	IN	that
this	DT	this
crazy	JJ	crazy
ambition	NN	ambition
wasn	NN	<unknown>
'	POS	'
t	NN	t
so	RB	so
crazy	JJ	crazy
after	IN	after
all	DT	all
.	SENT	.
And	CC	and
along	IN	along
the	DT	the
way	NN	way
,	,	,
it	PP	it
helped	VBD	help
the	DT	the
invention	NN	invention
of	IN	of
breathing	VBG	breathe
equipment	NN	equipment
,	,	,
CAT	NP	CAT
scanners	NNS	scanner
and	CC	and
solar	JJ	solar
panels	NNS	panel
.	SENT	.
But	CC	but
now	RB	now
,	,	,
rather	RB	rather
than	IN	than
a	DT	a
Moonshot	NN	moonshot
for	IN	for
this	DT	this
decade	NN	decade
,	,	,
we	PP	we
need	VBP	need
Earthshots	NNS	Earthshot
.	SENT	.
We	PP	we
must	MD	must
harness	VB	harness
that	DT	that
same	JJ	same
spirit	NN	spirit
of	IN	of
human	JJ	human
ingenuity	NN	ingenuity
and	CC	and
purpose	NN	purpose
and	CC	and
turn	VB	turn
it	PP	it
with	IN	with
laser	NN	laser
sharp	JJ	sharp
focus	NN	focus
and	CC	and
urgency	NN	urgency
on	IN	on
the	DT	the
most	RBS	most
pressing	JJ	pressing
challenge	NN	challenge
we	PP	we
have	VBP	have
ever	RB	ever
faced	VBN	face
,	,	,
repairing	VBG	repair
our	PP$	our
planet	NN	planet
.	SENT	.
The	DT	the
shared	VBN	share
goals	NNS	goal
for	IN	for
our	PP$	our
generation	NN	generation
are	VBP	be
clear	JJ	clear
.	SENT	.
Together	RB	together
,	,	,
we	PP	we
must	MD	must
protect	VB	protect
and	CC	and
restore	VB	restore
nature	NN	nature
,	,	,
clean	VB	clean
our	PP$	our
air	NN	air
,	,	,
revive	VB	revive
our	PP$	our
oceans	NNS	ocean
,	,	,
build	VB	build
a	DT	a
waste-free	JJ	<unknown>
world	NN	world
and	CC	and
fix	VB	fix
our	PP$	our
climate	NN	climate
.	SENT	.
And	CC	and
we	PP	we
must	MD	must
strive	VB	strive
to	TO	to
do	VB	do
all	DT	all
of	IN	of
this	DT	this
in	IN	in
a	DT	a
decade	NN	decade
.	SENT	.
If	IN	if
we	PP	we
achieve	VBP	achieve
these	DT	these
goals	NNS	goal
,	,	,
by	IN	by
2030	CD	@card@
our	PP$	our
lives	NNS	life
won	VBD	win
'	''	'
t	NN	t
be	VB	be
worse	JJR	bad
,	,	,
and	CC	and
we	PP	we
won	VBD	win
'	''	'
t	NN	t
have	VBP	have
to	TO	to
sacrifice	VB	sacrifice
everything	NN	everything
we	PP	we
enjoy	VBP	enjoy
.	SENT	.
Instead	RB	instead
,	,	,
the	DT	the
way	NN	way
we	PP	we
live	VBP	live
will	MD	will
be	VB	be
healthier	JJR	healthy
,	,	,
cleaner	JJR	clean
,	,	,
smarter	RBR	smarter
and	CC	and
better	RBR	well
for	IN	for
all	DT	all
of	IN	of
us	PP	us
.	SENT	.
The	DT	the
global	JJ	global
response	NN	response
to	TO	to
the	DT	the
COVID-19	NP	<unknown>
pandemic	NN	pandemic
and	CC	and
the	DT	the
funds	NNS	fund
flowing	VBG	flow
into	IN	into
the	DT	the
economic	JJ	economic
recovery	NN	recovery
demonstrate	VB	demonstrate
how	WRB	how
much	RB	much
can	MD	can
be	VB	be
achieved	VBN	achieve
when	WRB	when
those	DT	those
in	IN	in
positions	NNS	position
of	IN	of
power	NN	power
come	VBN	come
together	RB	together
and	CC	and
decide	VB	decide
to	TO	to
act	VB	act
.	SENT	.
We	PP	we
built	VBD	build
hospitals	NNS	hospital
overnight	JJ	overnight
,	,	,
repurposed	JJ	<unknown>
factories	NNS	factory
,	,	,
poured	VBD	pour
billions	NNS	billion
into	IN	into
the	DT	the
search	NN	search
for	IN	for
a	DT	a
vaccine	NN	vaccine
and	CC	and
better	JJR	good
treatments	NNS	treatment
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
inspired	VBN	inspire
by	IN	by
heroes	NNS	hero
emerging	VBG	emerge
in	IN	in
every	DT	every
community	NN	community
across	IN	across
the	DT	the
world	NN	world
.	SENT	.
Young	JJ	young
people	NNS	people
no	RB	no
longer	RBR	longer
believe	VBP	believe
that	IN	that
change	NN	change
is	VBZ	be
too	RB	too
difficult	JJ	difficult
.	SENT	.
They	PP	they
witnessed	VBD	witness
the	DT	the
world	NN	world
turn	NN	turn
on	IN	on
its	PP$	its
head	NN	head
.	SENT	.
They	PP	they
believe	VBP	believe
that	IN	that
the	DT	the
climate	NN	climate
crisis	NN	crisis
and	CC	and
the	DT	the
threat	NN	threat
to	TO	to
our	PP$	our
biodiversity	NN	biodiversity
deserves	VBZ	deserve
our	PP$	our
full	JJ	full
attention	NN	attention
and	CC	and
ambition	NN	ambition
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
right	NN	right
.	SENT	.
So	RB	so
now	RB	now
is	VBZ	be
the	DT	the
time	NN	time
for	IN	for
each	DT	each
one	CD	one
of	IN	of
us	PP	us
to	TO	to
show	VB	show
leadership	NN	leadership
.	SENT	.
Whether	IN	whether
you	PP	you
'	''	'
re	IN	re
a	DT	a
farmer	NN	farmer
in	IN	in
the	DT	the
US	NP	US
,	,	,
a	DT	a
tech	NN	tech
owner	NN	owner
in	IN	in
China	NP	China
,	,	,
a	DT	a
politician	NN	politician
in	IN	in
Kenya	NP	Kenya
,	,	,
a	DT	a
banker	NN	banker
in	IN	in
Britain	NP	Britain
,	,	,
a	DT	a
fisherman	NN	fisherman
in	IN	in
the	DT	the
Maldives	NNS	Maldive
,	,	,
a	DT	a
community	NN	community
leader	NN	leader
in	IN	in
Brazil	NP	Brazil
or	CC	or
a	DT	a
student	NN	student
in	IN	in
India	NP	India
,	,	,
every	DT	every
single	JJ	single
one	CD	one
of	IN	of
us	PP	us
has	VBZ	have
a	DT	a
role	NN	role
to	TO	to
play	VB	play
in	IN	in
harnessing	VBG	harness
whatever	WDT	whatever
opportunity	NN	opportunity
we	PP	we
have	VBP	have
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
committed	VBN	commit
to	TO	to
using	VBG	use
the	DT	the
unique	JJ	unique
position	NN	position
that	IN	that
I	PP	I
have	VBP	have
to	TO	to
help	VB	help
set	VB	set
those	DT	those
Earthshot	NP	<unknown>
goals	NNS	goal
and	CC	and
reward	NN	reward
people	NNS	people
across	IN	across
every	DT	every
sector	NN	sector
of	IN	of
society	NN	society
and	CC	and
in	IN	in
every	DT	every
part	NN	part
of	IN	of
the	DT	the
world	NN	world
who	WP	who
do	VBP	do
their	PP$	their
bit	NN	bit
to	TO	to
help	VB	help
achieve	VB	achieve
them	PP	them
.	SENT	.
Some	DT	some
people	NNS	people
are	VBP	be
motivated	VBN	motivate
to	TO	to
act	VB	act
by	IN	by
a	DT	a
crisis	NN	crisis
,	,	,
but	CC	but
for	IN	for
many	JJ	many
,	,	,
the	DT	the
incentive	NN	incentive
to	TO	to
act	VB	act
only	RB	only
comes	VBZ	come
when	WRB	when
they	PP	they
believe	VBP	believe
that	IN	that
change	NN	change
is	VBZ	be
possible	JJ	possible
,	,	,
that	IN	that
it	PP	it
isn	NNS	<unknown>
'	POS	'
t	NN	t
a	DT	a
lost	JJ	lost
cause	NN	cause
.	SENT	.
If	IN	if
people	NNS	people
really	RB	really
believe	VBP	believe
that	IN	that
these	DT	these
challenges	NNS	challenge
,	,	,
these	DT	these
Earthshots	NNS	Earthshot
,	,	,
are	VBP	be
possible	JJ	possible
,	,	,
just	RB	just
imagine	VB	imagine
all	PDT	all
the	DT	the
potential	NN	potential
we	PP	we
will	MD	will
unleash	VB	unleash
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
determined	VBD	determine
to	TO	to
both	DT	both
start	NN	start
and	CC	and
end	VB	end
this	DT	this
decade	NN	decade
as	IN	as
an	DT	an
optimist	NN	optimist
.	SENT	.
Whilst	IN	whilst
our	PP$	our
generation	NN	generation
represents	VBZ	represent
just	RB	just
a	DT	a
blip	NN	blip
in	IN	in
the	DT	the
lifetime	NN	lifetime
of	IN	of
these	DT	these
magnificent	JJ	magnificent
oaks	NNS	oak
,	,	,
we	PP	we
have	VBP	have
the	DT	the
power	NN	power
and	CC	and
potential	JJ	potential
to	TO	to
ensure	VB	ensure
that	IN	that
they	PP	they
and	CC	and
all	DT	all
life	NN	life
on	IN	on
earth	NN	earth
thrive	VBP	thrive
for	IN	for
another	DT	another
thousand	CD	thousand
years	NNS	year
and	CC	and
more	JJR	more
.	SENT	.
But	CC	but
only	RB	only
if	IN	if
we	PP	we
now	RB	now
unleash	VBP	unleash
the	DT	the
greatest	JJS	great
talents	NNS	talent
of	IN	of
our	PP$	our
generation	NN	generation
to	TO	to
repair	VB	repair
our	PP$	our
planet	NN	planet
.	SENT	.
We	PP	we
have	VBP	have
no	DT	no
choice	NN	choice
but	CC	but
to	TO	to
succeed	VB	succeed
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
