Believe	VB	believe
,	,	,
from	IN	from
the	DT	the
numerator	NN	numerator
—	:	-
call	VB	call
it	PP	it
T1	JJ	<unknown>
—	:	-
where	WRB	where
it	PP	it
increases	VBZ	increase
impact	NN	impact
,	,	,
to	TO	to
the	DT	the
denominator	NN	denominator
—	:	-
call	VB	call
it	PP	it
T2	JJ	<unknown>
—	:	-
where	WRB	where
it	PP	it
reduces	VBZ	reduce
impact	NN	impact
?	SENT	?
I	PP	I
thought	VBD	think
about	IN	about
the	DT	the
characteristics	NNS	characteristic
of	IN	of
first	JJ	first
industrial	JJ	industrial
revolution	NN	revolution
,	,	,
T1	NP	<unknown>
,	,	,
as	IN	as
we	PP	we
practiced	VBD	practice
it	PP	it
at	IN	at
Interface	NP	Interface
,	,	,
and	CC	and
it	PP	it
had	VBD	have
the	DT	the
following	VBG	follow
characteristics	NNS	characteristic
.	SENT	.
Extractive	NN	extractive
:	:	:
taking	VBG	take
raw	JJ	raw
materials	NNS	material
from	IN	from
the	DT	the
earth	NN	earth
.	SENT	.
Linear	NP	Linear
:	:	:
take	VB	take
,	,	,
make	VB	make
,	,	,
waste	VB	waste
.	SENT	.
Powered	VBN	power
by	IN	by
fossil	JJ	fossil
fuel-derived	JJ	<unknown>
energy	NN	energy
.	SENT	.
Wasteful	JJ	wasteful
:	:	:
abusive	JJ	abusive
and	CC	and
focused	VBN	focus
on	IN	on
labor	NN	labor
productivity	NN	productivity
.	SENT	.
More	JJR	more
carpet	NN	carpet
per	IN	per
man-hour	NN	man-hour
.	SENT	.
Thinking	VBG	think
it	PP	it
through	RP	through
,	,	,
I	PP	I
realized	VBD	realize
that	IN	that
all	PDT	all
those	DT	those
attributes	NNS	attribute
must	MD	must
be	VB	be
changed	VBN	change
to	TO	to
move	VB	move
T	NN	T
to	TO	to
the	DT	the
denominator	NN	denominator
.	SENT	.
In	IN	in
the	DT	the
new	JJ	new
industrial	JJ	industrial
revolution	NN	revolution
extractive	NN	extractive
must	MD	must
be	VB	be
replaced	VBN	replace
by	IN	by
renewable	JJ	renewable
;	:	;
linear	JJ	linear
by	IN	by
cyclical	JJ	cyclical
;	:	;
fossil	JJ	fossil
fuel	NN	fuel
energy	NN	energy
by	IN	by
renewable	JJ	renewable
energy	NN	energy
,	,	,
sunlight	NN	sunlight
;	:	;
wasteful	JJ	wasteful
by	IN	by
waste-	NN	<unknown>
free	JJ	free
;	:	;
and	CC	and
abusive	JJ	abusive
by	IN	by
benign	JJ	benign
;	:	;
and	CC	and
labor	NN	labor
productivity	NN	productivity
by	IN	by
resource	NN	resource
productivity	NN	productivity
.	SENT	.
And	CC	and
I	PP	I
reasoned	VBD	reason
that	IN	that
if	IN	if
we	PP	we
could	MD	could
make	VB	make
those	DT	those
transformative	JJ	transformative
changes	NNS	change
,	,	,
and	CC	and
get	VB	get
rid	JJ	rid
of	IN	of
T1	NP	<unknown>
altogether	RB	altogether
,	,	,
we	PP	we
could	MD	could
reduce	VB	reduce
our	PP$	our
impact	NN	impact
to	TO	to
zero	CD	zero
,	,	,
including	VBG	include
our	PP$	our
impact	NN	impact
on	IN	on
the	DT	the
climate	NN	climate
.	SENT	.
And	CC	and
that	WDT	that
became	VBD	become
the	DT	the
Interface	NP	Interface
plan	NN	plan
in	IN	in
1995	CD	@card@
,	,	,
and	CC	and
has	VBZ	have
been	VBN	be
the	DT	the
plan	NN	plan
ever	RB	ever
since	RB	since
.	SENT	.
We	PP	we
have	VBP	have
measured	VBN	measure
our	PP$	our
progress	NN	progress
very	RB	very
rigorously	RB	rigorously
.	SENT	.
So	RB	so
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
how	WRB	how
far	RB	far
we	PP	we
have	VBP	have
come	VBN	come
in	IN	in
the	DT	the
ensuing	VBG	ensue
12	CD	@card@
years	NNS	year
.	SENT	.
Net	JJ	net
greenhouse	NN	greenhouse
gas	NN	gas
emissions	NNS	emission
down	RB	down
82	CD	@card@
percent	NN	percent
in	IN	in
absolute	JJ	absolute
tonnage	NN	tonnage
.	SENT	.
Over	IN	over
the	DT	the
same	JJ	same
span	NN	span
of	IN	of
time	NN	time
sales	NNS	sale
have	VBP	have
increased	VBN	increase
by	IN	by
two-thirds	NNS	two-third
and	CC	and
profits	NNS	profit
have	VBP	have
doubled	VBN	double
.	SENT	.
So	IN	so
an	DT	an
82	CD	@card@
percent	NN	percent
absolute	JJ	absolute
reduction	NN	reduction
translates	VBZ	translate
into	IN	into
a	DT	a
90	CD	@card@
percent	NN	percent
reduction	NN	reduction
in	IN	in
greenhouse	NN	greenhouse
gas	NN	gas
intensity	NN	intensity
relative	JJ	relative
to	TO	to
sales	NNS	sale
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
magnitude	NN	magnitude
of	IN	of
the	DT	the
reduction	NN	reduction
the	DT	the
entire	JJ	entire
global	JJ	global
technosphere	NN	technosphere
must	MD	must
realize	VB	realize
by	IN	by
2050	CD	@card@
to	TO	to
avoid	VB	avoid
catastrophic	JJ	catastrophic
climate	NN	climate
disruption	NN	disruption
—	:	-
so	RB	so
the	DT	the
scientists	NNS	scientist
are	VBP	be
telling	VBG	tell
us	PP	us
.	SENT	.
Fossil	JJ	fossil
fuel	NN	fuel
usage	NN	usage
is	VBZ	be
down	RB	down
60	CD	@card@
percent	NN	percent
per	IN	per
unit	NN	unit
of	IN	of
production	NN	production
,	,	,
due	JJ	due
to	TO	to
efficiencies	NNS	efficiency
in	IN	in
renewables	NNS	<unknown>
.	SENT	.
The	DT	the
cheapest	JJS	cheap
,	,	,
most	RBS	most
secure	JJ	secure
barrel	NN	barrel
of	IN	of
oil	NN	oil
there	EX	there
is	VBZ	be
is	VBZ	be
the	DT	the
one	CD	one
not	RB	not
used	VBN	use
through	IN	through
efficiencies	NNS	efficiency
.	SENT	.
Water	NN	water
usage	NN	usage
is	VBZ	be
down	RB	down
75	CD	@card@
percent	NN	percent
in	IN	in
our	PP$	our
worldwide	JJ	worldwide
carpet	NN	carpet
tile	NN	tile
business	NN	business
.	SENT	.
Down	RB	down
40	CD	@card@
percent	NN	percent
in	IN	in
our	PP$	our
broadloom	NN	broadloom
carpet	NN	carpet
business	NN	business
,	,	,
which	WDT	which
we	PP	we
acquired	VBD	acquire
in	IN	in
1993	CD	@card@
right	NN	right
here	RB	here
in	IN	in
California	NP	California
,	,	,
City	NP	City
of	IN	of
Industry	NP	Industry
,	,	,
where	WRB	where
water	NN	water
is	VBZ	be
so	RB	so
precious	JJ	precious
.	SENT	.
Renewable	JJ	renewable
or	CC	or
recyclable	JJ	recyclable
materials	NNS	material
are	VBP	be
25	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
total	NN	total
,	,	,
and	CC	and
growing	VBG	grow
rapidly	RB	rapidly
.	SENT	.
Renewable	JJ	renewable
energy	NN	energy
is	VBZ	be
27	CD	@card@
percent	NN	percent
of	IN	of
our	PP$	our
total	NN	total
,	,	,
going	VBG	go
for	IN	for
100	CD	@card@
percent	NN	percent
.	SENT	.
We	PP	we
have	VBP	have
diverted	VBN	divert
148	CD	@card@
million	CD	million
pounds	NNS	pound
—	:	-
that	WDT	that
'	POS	'
s	NN	S
74	CD	@card@
,	,	,
000	CD	@card@
tons	NNS	ton
—	:	-
of	IN	of
used	VBN	use
carpet	NN	carpet
from	IN	from
landfills	NNS	landfill
,	,	,
closing	VBG	close
the	DT	the
loop	NN	loop
on	IN	on
material	NN	material
flows	NNS	flow
through	IN	through
reverse	JJ	reverse
logistics	NNS	logistic
and	CC	and
post-consumer	NN	post-consumer
recycling	NN	recycling
technologies	NNS	technology
that	WDT	that
did	VBD	do
not	RB	not
exist	VB	exist
when	WRB	when
we	PP	we
started	VBD	start
14	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
Those	DT	those
new	JJ	new
cyclical	JJ	cyclical
technologies	NNS	technology
have	VBP	have
contributed	VBN	contribute
mightily	RB	mightily
to	TO	to
the	DT	the
fact	NN	fact
that	IN	that
we	PP	we
have	VBP	have
produced	VBN	produce
and	CC	and
sold	VBN	sell
85	CD	@card@
million	CD	million
square	JJ	square
yards	NNS	yard
of	IN	of
climate-neutral	JJ	climate-neutral
carpet	NN	carpet
since	IN	since
2004	CD	@card@
,	,	,
meaning	VBG	mean
no	DT	no
net	JJ	net
contribution	NN	contribution
to	TO	to
global	JJ	global
climate	NN	climate
disruption	NN	disruption
in	IN	in
producing	VBG	produce
the	DT	the
carpet	NN	carpet
throughout	IN	throughout
the	DT	the
supply	NN	supply
chain	NN	chain
,	,	,
from	IN	from
mine	NN	mine
and	CC	and
well	RB	well
head	VB	head
clear	JJ	clear
to	TO	to
end-of-	NN	<unknown>
life	NN	life
reclamation	NN	reclamation
—	:	-
independent	JJ	independent
third-party	JJ	third-party
certified	JJ	certified
.	SENT	.
We	PP	we
call	VBP	call
it	PP	it
Cool	NP	Cool
Carpet	NN	carpet
.	SENT	.
And	CC	and
it	PP	it
has	VBZ	have
been	VBN	be
a	DT	a
powerful	JJ	powerful
marketplace	NN	marketplace
differentiator	NN	differentiator
,	,	,
increasing	VBG	increase
sales	NNS	sale
and	CC	and
profits	NNS	profit
.	SENT	.
Three	CD	three
years	NNS	year
ago	RB	ago
we	PP	we
launched	VBD	launch
carpet	NN	carpet
tile	NN	tile
for	IN	for
the	DT	the
home	NN	home
,	,	,
under	IN	under
the	DT	the
brand	NN	brand
Flor	NP	Flor
,	,	,
misspelled	VBD	misspell
F-L-O-R	NP	<unknown>
.	SENT	.
You	PP	you
can	MD	can
point	VB	point
and	CC	and
click	VB	click
today	NN	today
at	IN	at
Flor	NP	Flor
.	SENT	.
com	NN	com
and	CC	and
have	VB	have
Cool	NP	Cool
Carpet	NN	carpet
delivered	VBN	deliver
to	TO	to
your	PP$	your
front	JJ	front
door	NN	door
in	IN	in
five	CD	five
days	NNS	day
.	SENT	.
It	PP	it
is	VBZ	be
practical	JJ	practical
,	,	,
and	CC	and
pretty	RB	pretty
too	RB	too
.	SENT	.
We	PP	we
reckon	VBP	reckon
that	IN	that
we	PP	we
are	VBP	be
a	DT	a
bit	NN	bit
over	IN	over
halfway	RB	halfway
to	TO	to
our	PP$	our
goal	NN	goal
:	:	:
zero	CD	zero
impact	NN	impact
,	,	,
zero	CD	zero
footprint	NN	footprint
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
set	VBD	set
2020	CD	@card@
as	IN	as
our	PP$	our
target	NN	target
year	NN	year
for	IN	for
zero	CD	zero
,	,	,
for	IN	for
reaching	VBG	reach
the	DT	the
top	NN	top
,	,	,
the	DT	the
summit	NN	summit
of	IN	of
Mount	NP	Mount
Sustainability	NN	sustainability
.	SENT	.
We	PP	we
call	VBP	call
this	DT	this
Mission	NP	Mission
Zero	NP	Zero
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
perhaps	RB	perhaps
the	DT	the
most	RBS	most
important	JJ	important
facet	NN	facet
:	:	:
we	PP	we
have	VBP	have
found	VBN	find
Mission	NP	Mission
Zero	NP	Zero
to	TO	to
be	VB	be
incredibly	RB	incredibly
good	JJ	good
for	IN	for
business	NN	business
.	SENT	.
A	DT	a
better	JJR	good
business	NN	business
model	NN	model
,	,	,
a	DT	a
better	JJR	good
way	NN	way
to	TO	to
bigger	JJR	big
profits	NNS	profit
.	SENT	.
Here	RB	here
is	VBZ	be
the	DT	the
business	NN	business
case	NN	case
for	IN	for
sustainability	NN	sustainability
.	SENT	.
From	IN	from
real	JJ	real
life	NN	life
experience	NN	experience
,	,	,
costs	NNS	cost
are	VBP	be
down	RB	down
,	,	,
not	RB	not
up	RB	up
,	,	,
reflecting	VBG	reflect
some	DT	some
400	CD	@card@
million	CD	million
dollars	NNS	dollar
of	IN	of
avoided	VBN	avoid
costs	NNS	cost
in	IN	in
pursuit	NN	pursuit
of	IN	of
zero	CD	zero
waste	NN	waste
—	:	-
the	DT	the
first	JJ	first
face	NN	face
of	IN	of
Mount	NP	Mount
Sustainability	NN	sustainability
.	SENT	.
This	DT	this
has	VBZ	have
paid	VBN	pay
all	PDT	all
the	DT	the
costs	NNS	cost
for	IN	for
the	DT	the
transformation	NN	transformation
of	IN	of
Interface	NP	Interface
.	SENT	.
And	CC	and
this	DT	this
dispels	VBZ	dispel
a	DT	a
myth	NN	myth
too	RB	too
,	,	,
this	DT	this
false	JJ	false
choice	NN	choice
between	IN	between
the	DT	the
environment	NN	environment
and	CC	and
the	DT	the
economy	NN	economy
.	SENT	.
Our	PP$	our
products	NNS	product
are	VBP	be
the	DT	the
best	JJS	good
they	PP	they
'	POS	'
ve	NN	ve
ever	RB	ever
been	VBN	be
,	,	,
inspired	VBN	inspire
by	IN	by
design	NN	design
for	IN	for
sustainability	NN	sustainability
,	,	,
an	DT	an
unexpected	JJ	unexpected
wellspring	NN	wellspring
of	IN	of
innovation	NN	innovation
.	SENT	.
Our	PP$	our
people	NNS	people
are	VBP	be
galvanized	VBN	galvanize
around	IN	around
this	DT	this
shared	JJ	shared
higher	JJR	high
purpose	NN	purpose
.	SENT	.
You	PP	you
cannot	MD	can
beat	VB	beat
it	PP	it
for	IN	for
attracting	VBG	attract
the	DT	the
best	JJS	good
people	NNS	people
and	CC	and
bringing	VBG	bring
them	PP	them
together	RB	together
.	SENT	.
And	CC	and
the	DT	the
goodwill	NN	goodwill
of	IN	of
the	DT	the
marketplace	NN	marketplace
is	VBZ	be
astonishing	JJ	astonishing
.	SENT	.
No	DT	no
amount	NN	amount
of	IN	of
advertising	NN	advertising
,	,	,
no	DT	no
clever	JJ	clever
marketing	NN	marketing
campaign	NN	campaign
,	,	,
at	IN	at
any	DT	any
price	NN	price
,	,	,
could	MD	could
have	VB	have
produced	VBN	produce
or	CC	or
created	VBN	create
this	DT	this
much	JJ	much
goodwill	NN	goodwill
.	SENT	.
Costs	NNS	cost
,	,	,
products	NNS	product
,	,	,
people	NNS	people
,	,	,
marketplaces	NNS	marketplace
—	:	-
what	WP	what
else	RB	else
is	VBZ	be
there	RB	there
?	SENT	?
It	PP	it
is	VBZ	be
a	DT	a
better	JJR	good
business	NN	business
model	NN	model
.	SENT	.
And	CC	and
here	RB	here
is	VBZ	be
our	PP$	our
14-year	JJ	14-year
record	NN	record
of	IN	of
sales	NNS	sale
and	CC	and
profits	NNS	profit
.	SENT	.
There	EX	there
is	VBZ	be
a	DT	a
dip	NN	dip
there	RB	there
,	,	,
from	IN	from
2001	CD	@card@
to	TO	to
2003	CD	@card@
:	:	:
a	DT	a
dip	NN	dip
when	WRB	when
our	PP$	our
sales	NNS	sale
,	,	,
over	IN	over
a	DT	a
three-year	JJ	three-year
period	NN	period
,	,	,
were	VBD	be
down	RB	down
17	CD	@card@
percent	NN	percent
.	SENT	.
