How	WRB	how
not	RB	not
talking	VBG	talk
about	IN	about
the	DT	the
stars	NNS	star
,	,	,
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
the	DT	the
solar	JJ	solar
system	NN	system
,	,	,
the	DT	the
stuff	NN	stuff
that	RB	that
'	POS	'
s	NN	S
within	IN	within
reach	NN	reach
for	IN	for
spacecraft	NN	spacecraft
and	CC	and
within	IN	within
reach	NN	reach
of	IN	of
our	PP$	our
earthbound	JJ	earthbound
telescopes	NNS	telescope
—	:	-
most	JJS	most
of	IN	of
the	DT	the
real	JJ	real
estate	NN	estate
is	VBZ	be
very	RB	very
cold	JJ	cold
and	CC	and
very	RB	very
far	RB	far
from	IN	from
the	DT	the
Sun	NP	Sun
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
solar	JJ	solar
system	NN	system
,	,	,
as	IN	as
we	PP	we
know	VBP	know
it	PP	it
today	NN	today
,	,	,
it	PP	it
has	VBZ	have
a	DT	a
few	JJ	few
planets	NNS	planet
close	JJ	close
to	TO	to
the	DT	the
Sun	NP	Sun
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
where	WRB	where
we	PP	we
live	VBP	live
.	SENT	.
It	PP	it
has	VBZ	have
a	DT	a
fairly	RB	fairly
substantial	JJ	substantial
number	NN	number
of	IN	of
asteroids	NNS	asteroid
between	IN	between
the	DT	the
orbit	NN	orbit
of	IN	of
the	DT	the
Earth	NN	earth
out	RP	out
through	IN	through
—	:	-
to	TO	to
the	DT	the
orbit	NN	orbit
of	IN	of
Jupiter	NP	Jupiter
.	SENT	.
The	DT	the
asteroids	NNS	asteroid
are	VBP	be
a	DT	a
substantial	JJ	substantial
amount	NN	amount
of	IN	of
real	JJ	real
estate	NN	estate
,	,	,
but	CC	but
not	RB	not
very	RB	very
large	JJ	large
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
very	RB	very
promising	JJ	promising
for	IN	for
life	NN	life
,	,	,
since	IN	since
most	JJS	most
of	IN	of
it	PP	it
consists	VBZ	consist
of	IN	of
rock	NN	rock
and	CC	and
metal	NN	metal
,	,	,
mostly	RB	mostly
rock	NN	rock
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
only	RB	only
cold	JJ	cold
,	,	,
but	CC	but
very	RB	very
dry	JJ	dry
.	SENT	.
So	IN	so
the	DT	the
asteroids	NNS	asteroid
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
much	RB	much
hope	VBP	hope
for	IN	for
.	SENT	.
There	RB	there
stand	VB	stand
some	DT	some
interesting	JJ	interesting
places	NNS	place
a	DT	a
little	RB	little
further	RBR	further
out	RB	out
:	:	:
the	DT	the
moons	NNS	moon
of	IN	of
Jupiter	NP	Jupiter
and	CC	and
Saturn	NP	Saturn
.	SENT	.
Particularly	RB	particularly
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
place	NN	place
called	VBN	call
Europa	NP	Europa
,	,	,
which	WDT	which
is	VBZ	be
—	:	-
Europa	NP	Europa
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
moons	NNS	moon
of	IN	of
Jupiter	NP	Jupiter
,	,	,
where	WRB	where
we	PP	we
see	VBP	see
a	DT	a
very	JJ	very
level	NN	level
ice	NN	ice
surface	NN	surface
,	,	,
which	WDT	which
looks	VBZ	look
as	RB	as
if	IN	if
it	PP	it
'	POS	'
s	NNS	<unknown>
floating	VBG	float
on	IN	on
top	NN	top
of	IN	of
an	DT	an
ocean	NN	ocean
.	SENT	.
So	RB	so
,	,	,
we	PP	we
believe	VBP	believe
that	IN	that
on	IN	on
Europa	NP	Europa
there	EX	there
is	VBZ	be
,	,	,
in	IN	in
fact	NN	fact
,	,	,
a	DT	a
deep	JJ	deep
ocean	NN	ocean
.	SENT	.
And	CC	and
that	DT	that
makes	VBZ	make
it	PP	it
extraordinarily	RB	extraordinarily
interesting	JJ	interesting
as	IN	as
a	DT	a
place	NN	place
to	TO	to
explore	VB	explore
.	SENT	.
Ocean	NN	ocean
—	:	-
probably	RB	probably
the	DT	the
most	RBS	most
likely	JJ	likely
place	NN	place
for	IN	for
life	NN	life
to	TO	to
originate	VB	originate
,	,	,
just	RB	just
as	IN	as
it	PP	it
originated	VBP	originated
on	IN	on
the	DT	the
Earth	NN	earth
.	SENT	.
So	RB	so
we	PP	we
would	MD	would
love	VB	love
to	TO	to
explore	VB	explore
Europa	NN	Europa
,	,	,
to	TO	to
go	VB	go
down	RP	down
through	IN	through
the	DT	the
ice	NN	ice
,	,	,
find	VB	find
out	RP	out
who	WP	who
is	VBZ	be
swimming	VBG	swim
around	RP	around
in	IN	in
the	DT	the
ocean	NN	ocean
,	,	,
whether	IN	whether
there	EX	there
are	VBP	be
fish	NN	fish
or	CC	or
seaweed	NN	seaweed
or	CC	or
sea	NN	sea
monsters	NNS	monster
—	:	-
whatever	WDT	whatever
there	EX	there
may	MD	may
be	VB	be
that	DT	that
'	''	'
s	NNS	<unknown>
exciting	JJ	exciting
—	:	-
-	NN	<unknown>
or	CC	or
cephalopods	NNS	cephalopod
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
hard	JJ	hard
to	TO	to
do	VB	do
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
the	DT	the
ice	NN	ice
is	VBZ	be
thick	JJ	thick
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
just	RB	just
how	WRB	how
thick	JJ	thick
it	PP	it
is	VBZ	be
,	,	,
probably	RB	probably
miles	NNS	mile
thick	JJ	thick
,	,	,
so	IN	so
it	PP	it
'	POS	'
s	NN	S
very	RB	very
expensive	JJ	expensive
and	CC	and
very	RB	very
difficult	JJ	difficult
to	TO	to
go	VB	go
down	RP	down
there	RB	there
—	:	-
send	VB	send
down	RP	down
your	PP$	your
submarine	JJ	submarine
or	CC	or
whatever	WDT	whatever
it	PP	it
is	VBZ	be
—	:	-
and	CC	and
explore	VB	explore
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
something	NN	something
we	PP	we
don	VBP	don
'	''	'
t	NN	t
yet	RB	yet
know	VBP	know
how	WRB	how
to	TO	to
do	VB	do
.	SENT	.
There	EX	there
are	VBP	be
plans	NNS	plan
to	TO	to
do	VB	do
it	PP	it
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
hard	RB	hard
.	SENT	.
Go	VB	go
out	IN	out
a	DT	a
bit	NN	bit
further	RBR	further
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
find	VBP	find
that	IN	that
beyond	IN	beyond
the	DT	the
orbit	NN	orbit
of	IN	of
Neptune	NP	Neptune
,	,	,
way	NN	way
out	RB	out
,	,	,
far	RB	far
from	IN	from
the	DT	the
Sun	NP	Sun
,	,	,
that	WDT	that
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
real	JJ	real
estate	NN	estate
really	RB	really
begins	VBZ	begin
.	SENT	.
You	PP	you
'	POS	'
ll	NNS	<unknown>
find	VBP	find
millions	NNS	million
or	CC	or
trillions	NNS	trillion
or	CC	or
billions	NNS	billion
of	IN	of
objects	NNS	object
which	WDT	which
,	,	,
in	IN	in
what	WP	what
we	PP	we
call	VBP	call
the	DT	the
Kuiper	NP	Kuiper
Belt	NP	Belt
or	CC	or
the	DT	the
Oort	NP	<unknown>
Cloud	NP	Cloud
—	:	-
these	DT	these
are	VBP	be
clouds	NNS	cloud
of	IN	of
small	JJ	small
objects	NNS	object
which	WDT	which
appear	VBP	appear
as	IN	as
comets	NNS	comet
when	WRB	when
they	PP	they
fall	VBP	fall
close	RB	close
to	TO	to
the	DT	the
Sun	NP	Sun
.	SENT	.
Mostly	RB	mostly
,	,	,
they	PP	they
just	RB	just
live	VBP	live
out	RP	out
there	RB	there
in	IN	in
the	DT	the
cold	NN	cold
of	IN	of
the	DT	the
outer	JJ	outer
solar	JJ	solar
system	NN	system
,	,	,
but	CC	but
they	PP	they
are	VBP	be
biologically	RB	biologically
very	RB	very
interesting	JJ	interesting
indeed	RB	indeed
,	,	,
because	IN	because
they	PP	they
consist	VBP	consist
primarily	RB	primarily
of	IN	of
ice	NN	ice
with	IN	with
other	JJ	other
minerals	NNS	mineral
,	,	,
which	WDT	which
are	VBP	be
just	RB	just
the	DT	the
right	JJ	right
ones	NNS	one
for	IN	for
developing	VBG	develop
life	NN	life
.	SENT	.
So	RB	so
if	IN	if
life	NN	life
could	MD	could
be	VB	be
established	VBN	establish
out	RP	out
there	RB	there
,	,	,
it	PP	it
would	MD	would
have	VB	have
all	PDT	all
the	DT	the
essentials	NNS	essential
—	:	-
chemistry	NN	chemistry
and	CC	and
sunlight	NN	sunlight
—	:	-
everything	NN	everything
that	RB	that
'	POS	'
s	NN	S
needed	VBD	need
.	SENT	.
So	RB	so
,	,	,
what	WP	what
I	PP	I
'	POS	'
m	NN	m
proposing	VBG	propose
is	VBZ	be
that	IN	that
there	EX	there
is	VBZ	be
where	WRB	where
we	PP	we
should	MD	should
be	VB	be
looking	VBG	look
for	IN	for
life	NN	life
,	,	,
rather	RB	rather
than	IN	than
on	IN	on
Mars	NP	Mars
,	,	,
although	IN	although
Mars	NP	Mars
is	VBZ	be
,	,	,
of	IN	of
course	NN	course
,	,	,
also	RB	also
a	DT	a
very	RB	very
promising	JJ	promising
and	CC	and
interesting	JJ	interesting
place	NN	place
.	SENT	.
But	CC	but
we	PP	we
can	MD	can
look	VB	look
outside	JJ	outside
,	,	,
very	RB	very
cheaply	RB	cheaply
and	CC	and
in	IN	in
a	DT	a
simple	JJ	simple
fashion	NN	fashion
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
talk	VB	talk
about	RB	about
.	SENT	.
There	EX	there
is	VBZ	be
a	DT	a
—	:	-
imagine	VB	imagine
that	DT	that
life	NN	life
originated	VBN	originate
on	IN	on
Europa	NP	Europa
,	,	,
and	CC	and
it	PP	it
was	VBD	be
sitting	VBG	sit
in	IN	in
the	DT	the
ocean	NN	ocean
for	IN	for
billions	NNS	billion
of	IN	of
years	NNS	year
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
quite	RB	quite
likely	JJ	likely
that	IN	that
it	PP	it
would	MD	would
move	VB	move
out	RP	out
of	IN	of
the	DT	the
ocean	NN	ocean
onto	IN	onto
the	DT	the
surface	NN	surface
,	,	,
just	RB	just
as	IN	as
it	PP	it
did	VBD	do
on	IN	on
the	DT	the
Earth	NN	earth
.	SENT	.
Staying	VBG	stay
in	IN	in
the	DT	the
ocean	NN	ocean
and	CC	and
evolving	VBG	evolve
in	IN	in
the	DT	the
ocean	NN	ocean
for	IN	for
2	CD	@card@
billion	NN	billion
years	NNS	year
,	,	,
finally	RB	finally
came	VBD	come
out	RP	out
onto	IN	onto
the	DT	the
land	NN	land
.	SENT	.
And	CC	and
then	RB	then
of	IN	of
course	NN	course
it	PP	it
had	VBD	have
great	JJ	great
—	:	-
much	RB	much
greater	JJR	great
freedom	NN	freedom
,	,	,
and	CC	and
a	DT	a
much	RB	much
greater	JJR	great
variety	NN	variety
of	IN	of
creatures	NNS	creature
developed	VBN	develop
on	IN	on
the	DT	the
land	NN	land
than	IN	than
had	VBD	have
ever	RB	ever
been	VBN	be
possible	JJ	possible
in	IN	in
the	DT	the
ocean	NN	ocean
.	SENT	.
And	CC	and
the	DT	the
step	NN	step
from	IN	from
the	DT	the
ocean	NN	ocean
to	TO	to
the	DT	the
land	NN	land
was	VBD	be
not	RB	not
easy	JJ	easy
,	,	,
but	CC	but
it	PP	it
happened	VBD	happen
.	SENT	.
Now	RB	now
,	,	,
if	IN	if
life	NN	life
had	VBD	have
originated	VBN	originate
on	IN	on
Europa	NN	Europa
in	IN	in
the	DT	the
ocean	NN	ocean
,	,	,
it	PP	it
could	MD	could
also	RB	also
have	VB	have
moved	VBN	move
out	RP	out
onto	IN	onto
the	DT	the
surface	NN	surface
.	SENT	.
There	RB	there
wouldn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
been	VBN	be
any	DT	any
air	NN	air
there	RB	there
—	:	-
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
vacuum	NN	vacuum
.	SENT	.
It	PP	it
is	VBZ	be
out	RB	out
in	IN	in
the	DT	the
cold	JJ	cold
,	,	,
but	CC	but
it	PP	it
still	RB	still
could	MD	could
have	VB	have
come	VBN	come
.	SENT	.
You	PP	you
can	MD	can
imagine	VB	imagine
that	IN	that
the	DT	the
plants	NNS	plant
growing	VBG	grow
up	RP	up
like	IN	like
kelp	NN	kelp
through	IN	through
cracks	NNS	crack
in	IN	in
the	DT	the
ice	NN	ice
,	,	,
growing	VBG	grow
on	IN	on
the	DT	the
surface	NN	surface
.	SENT	.
What	WP	what
would	MD	would
they	PP	they
need	VB	need
in	IN	in
order	NN	order
to	TO	to
grow	VB	grow
on	IN	on
the	DT	the
surface	NN	surface
?	SENT	?
They	PP	they
'	POS	'
d	NN	d
need	NN	need
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
to	TO	to
have	VB	have
a	DT	a
thick	JJ	thick
skin	NN	skin
to	TO	to
protect	VB	protect
themselves	PP	themselves
from	IN	from
losing	VBG	lose
water	NN	water
through	IN	through
the	DT	the
skin	NN	skin
.	SENT	.
So	RB	so
they	PP	they
would	MD	would
have	VB	have
to	TO	to
have	VB	have
something	NN	something
like	IN	like
a	DT	a
reptilian	JJ	reptilian
skin	NN	skin
.	SENT	.
But	CC	but
better	JJR	good
—	:	-
what	WP	what
is	VBZ	be
more	RBR	more
important	JJ	important
is	VBZ	be
that	IN	that
they	PP	they
would	MD	would
have	VB	have
to	TO	to
concentrate	VB	concentrate
sunlight	NN	sunlight
.	SENT	.
The	DT	the
sunlight	NN	sunlight
in	IN	in
Jupiter	NP	Jupiter
,	,	,
on	IN	on
the	DT	the
satellites	NNS	satellite
of	IN	of
Jupiter	NP	Jupiter
,	,	,
is	VBZ	be
25	CD	@card@
times	NNS	time
fainter	JJR	faint
than	IN	than
it	PP	it
is	VBZ	be
here	RB	here
,	,	,
since	IN	since
Jupiter	NP	Jupiter
is	VBZ	be
five	CD	five
times	NNS	time
as	RB	as
far	RB	far
from	IN	from
the	DT	the
Sun	NP	Sun
.	SENT	.
So	RB	so
they	PP	they
would	MD	would
have	VB	have
to	TO	to
have	VB	have
—	:	-
these	DT	these
creatures	NNS	creature
,	,	,
which	WDT	which
I	PP	I
call	VBP	call
sunflowers	NNS	sunflower
,	,	,
which	WDT	which
I	PP	I
imagine	VBP	imagine
living	VBG	live
on	IN	on
the	DT	the
surface	NN	surface
of	IN	of
Europa	NP	Europa
,	,	,
would	MD	would
have	VB	have
to	TO	to
have	VB	have
either	DT	either
lenses	NNS	lens
or	CC	or
mirrors	VBZ	mirror
to	TO	to
concentrate	VB	concentrate
sunlight	NN	sunlight
,	,	,
so	RB	so
they	PP	they
could	MD	could
keep	VB	keep
themselves	PP	themselves
warm	JJ	warm
on	IN	on
the	DT	the
surface	NN	surface
.	SENT	.
Otherwise	RB	otherwise
,	,	,
they	PP	they
would	MD	would
be	VB	be
at	IN	at
a	DT	a
temperature	NN	temperature
of	IN	of
minus	NN	minus
150	CD	@card@
,	,	,
which	WDT	which
is	VBZ	be
certainly	RB	certainly
not	RB	not
favorable	JJ	favorable
for	IN	for
developing	VBG	develop
life	NN	life
,	,	,
at	IN	at
least	JJS	least
of	IN	of
the	DT	the
kind	NN	kind
we	PP	we
know	VBP	know
.	SENT	.
But	CC	but
if	IN	if
they	PP	they
just	RB	just
simply	RB	simply
could	MD	could
grow	VB	grow
,	,	,
like	IN	like
leaves	NNS	leaf
,	,	,
little	JJ	little
lenses	NNS	lens
and	CC	and
mirrors	VBZ	mirror
to	TO	to
concentrate	VB	concentrate
sunlight	NN	sunlight
,	,	,
then	RB	then
they	PP	they
could	MD	could
keep	VB	keep
warm	JJ	warm
on	IN	on
the	DT	the
surface	NN	surface
.	SENT	.
They	PP	they
could	MD	could
enjoy	VB	enjoy
all	PDT	all
the	DT	the
benefits	NNS	benefit
of	IN	of
the	DT	the
sunlight	NN	sunlight
and	CC	and
have	VBP	have
roots	NNS	root
going	VBG	go
down	RP	down
into	IN	into
the	DT	the
ocean	NN	ocean
;	:	;
life	NN	life
then	RB	then
could	MD	could
flourish	VB	flourish
much	RB	much
more	JJR	more
.	SENT	.
So	RB	so
,	,	,
why	WRB	why
not	RB	not
look	VB	look
?	SENT	?
Of	IN	of
course	NN	course
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
very	RB	very
likely	JJ	likely
that	IN	that
there	EX	there
'	''	'
s	NN	S
life	NN	life
on	IN	on
the	DT	the
surface	NN	surface
of	IN	of
Europa	NP	Europa
.	SENT	.
None	NN	none
of	IN	of
these	DT	these
things	NNS	thing
is	VBZ	be
likely	JJ	likely
,	,	,
but	CC	but
my	PP$	my
,	,	,
my	PP$	my
philosophy	NN	philosophy
is	VBZ	be
,	,	,
look	VB	look
for	IN	for
what	WP	what
'	POS	'
s	NNS	<unknown>
detectable	JJ	detectable
,	,	,
not	RB	not
for	IN	for
what	WP	what
'	POS	'
s	NNS	<unknown>
probable	JJ	probable
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
long	JJ	long
history	NN	history
in	IN	in
astronomy	NN	astronomy
of	IN	of
unlikely	JJ	unlikely
things	NNS	thing
turning	VBG	turn
out	RP	out
to	TO	to
be	VB	be
there	RB	there
.	SENT	.
And	CC	and
I	PP	I
mean	VBP	mean
,	,	,
the	DT	the
finest	JJS	fine
example	NN	example
of	IN	of
that	WDT	that
was	VBD	be
radio	NN	radio
astronomy	NN	astronomy
as	IN	as
a	DT	a
whole	NN	whole
.	SENT	.
This	DT	this
was	VBD	be
—	:	-
originally	RB	originally
,	,	,
when	WRB	when
radio	NN	radio
astronomy	NN	astronomy
began	VBD	begin
,	,	,
