Back	RB	back
herding	VBG	herd
people	NNS	people
inadvertently	RB	inadvertently
into	IN	into
one	CD	one
of	IN	of
two	CD	two
categories	NNS	category
;	:	;
that	IN	that
there	EX	there
are	VBP	be
two	CD	two
kinds	NNS	kind
of	IN	of
people	NNS	people
:	:	:
those	DT	those
people	NNS	people
that	WDT	that
are	VBP	be
comfortable	JJ	comfortable
with	IN	with
numbers	NNS	number
,	,	,
that	WDT	that
can	MD	can
do	VB	do
numbers	NNS	number
,	,	,
and	CC	and
the	DT	the
people	NNS	people
who	WP	who
can	MD	can
'	''	'
t	NN	t
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
'	POS	'
m	NN	m
trying	VBG	try
to	TO	to
talk	VB	talk
about	RB	about
here	RB	here
today	NN	today
is	VBZ	be
to	TO	to
say	VB	say
that	IN	that
I	PP	I
believe	VBP	believe
that	DT	that
is	VBZ	be
a	DT	a
false	JJ	false
dichotomy	NN	dichotomy
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
an	DT	an
immutable	JJ	immutable
pairing	VBG	pair
.	SENT	.
I	PP	I
think	VBP	think
you	PP	you
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
have	VB	have
tremendously	RB	tremendously
high	JJ	high
levels	NNS	level
of	IN	of
numeracy	NN	numeracy
to	TO	to
be	VB	be
inspired	VBN	inspire
by	IN	by
numbers	NNS	number
,	,	,
and	CC	and
that	WDT	that
should	MD	should
be	VB	be
the	DT	the
starting	VBG	start
point	NN	point
to	TO	to
the	DT	the
journey	NN	journey
ahead	RB	ahead
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
ways	NNS	way
in	IN	in
which	WDT	which
we	PP	we
can	MD	can
begin	VB	begin
that	DT	that
journey	NN	journey
,	,	,
for	IN	for
me	PP	me
,	,	,
is	VBZ	be
looking	VBG	look
at	IN	at
statistics	NNS	statistic
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
am	VBP	be
the	DT	the
first	JJ	first
to	TO	to
acknowledge	VB	acknowledge
that	DT	that
statistics	NNS	statistic
has	VBZ	have
got	VBN	get
somewhat	RB	somewhat
of	IN	of
an	DT	an
image	NN	image
problem	NN	problem
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
part	NN	part
of	IN	of
mathematics	NNS	mathematics
that	IN	that
even	JJ	even
mathematicians	NNS	mathematician
don	NN	don
'	POS	'
t	NN	t
particularly	RB	particularly
like	JJ	like
,	,	,
because	IN	because
whereas	IN	whereas
the	DT	the
rest	NN	rest
of	IN	of
maths	NNS	math
is	VBZ	be
all	RB	all
about	IN	about
precision	NN	precision
and	CC	and
certainty	NN	certainty
,	,	,
statistics	NNS	statistic
is	VBZ	be
almost	RB	almost
the	DT	the
reverse	NN	reverse
of	IN	of
that	DT	that
.	SENT	.
But	CC	but
actually	RB	actually
,	,	,
I	PP	I
was	VBD	be
a	DT	a
late	JJ	late
convert	NN	convert
to	TO	to
the	DT	the
world	NN	world
of	IN	of
statistics	NNS	statistic
myself	PP	myself
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
d	NN	d
asked	VBD	ask
my	PP$	my
undergraduate	JJ	undergraduate
professors	NNS	professor
what	WDT	what
two	CD	two
subjects	NNS	subject
would	MD	would
I	PP	I
be	VB	be
least	RBS	least
likely	JJ	likely
to	TO	to
excel	VB	excel
in	IN	in
after	IN	after
university	NN	university
,	,	,
they	PP	they
'	POS	'
d	NN	d
have	VBP	have
told	VBN	tell
you	PP	you
statistics	NNS	statistic
and	CC	and
computer	NN	computer
programming	NN	programming
,	,	,
and	CC	and
yet	RB	yet
here	RB	here
I	PP	I
am	VBP	be
,	,	,
about	RB	about
to	TO	to
show	VB	show
you	PP	you
some	DT	some
statistical	JJ	statistical
graphics	NNS	graphics
that	IN	that
I	PP	I
programmed	VBD	programme
.	SENT	.
So	RB	so
what	WP	what
inspired	VBD	inspire
that	DT	that
change	NN	change
in	IN	in
me	PP	me
?	SENT	?
What	WP	what
made	VBD	make
me	PP	me
think	VBP	think
that	IN	that
statistics	NNS	statistic
was	VBD	be
actually	RB	actually
an	DT	an
interesting	JJ	interesting
thing	NN	thing
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
really	RB	really
because	IN	because
statistics	NNS	statistic
are	VBP	be
about	IN	about
us	PP	us
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
etymology	NN	etymology
of	IN	of
the	DT	the
word	NN	word
statistics	NNS	statistic
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
science	NN	science
of	IN	of
dealing	VBG	deal
with	IN	with
data	NNS	datum
about	IN	about
the	DT	the
state	NN	state
or	CC	or
the	DT	the
community	NN	community
that	IN	that
we	PP	we
live	VBP	live
in	IN	in
.	SENT	.
So	RB	so
statistics	NNS	statistic
are	VBP	be
about	IN	about
us	PP	us
as	IN	as
a	DT	a
group	NN	group
,	,	,
not	RB	not
us	PP	us
as	IN	as
individuals	NNS	individual
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
as	IN	as
social	JJ	social
animals	NNS	animal
,	,	,
we	PP	we
share	VBP	share
this	DT	this
fascination	NN	fascination
about	IN	about
how	WRB	how
we	PP	we
as	IN	as
individuals	NNS	individual
relate	VBP	relate
to	TO	to
our	PP$	our
groups	NNS	group
,	,	,
to	TO	to
our	PP$	our
peers	NNS	peer
.	SENT	.
And	CC	and
statistics	NNS	statistic
in	IN	in
this	DT	this
way	NN	way
are	VBP	be
at	IN	at
their	PP$	their
most	RBS	most
powerful	JJ	powerful
when	WRB	when
they	PP	they
surprise	VB	surprise
us	PP	us
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
some	DT	some
really	RB	really
wonderful	JJ	wonderful
surveys	NNS	survey
carried	VBD	carry
out	RP	out
recently	RB	recently
by	IN	by
Ipsos	NP	<unknown>
MORI	NP	Mori
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
years	NNS	year
.	SENT	.
They	PP	they
did	VBD	do
a	DT	a
survey	NN	survey
of	IN	of
over	IN	over
1	CD	@card@
,	,	,
000	CD	@card@
adults	NNS	adult
in	IN	in
the	DT	the
UK	NP	UK
,	,	,
and	CC	and
said	VBD	say
,	,	,
for	IN	for
every	DT	every
100	CD	@card@
people	NNS	people
in	IN	in
England	NP	England
and	CC	and
Wales	NP	Wales
,	,	,
how	WRB	how
many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
Muslim	JJ	Muslim
?	SENT	?
Now	RB	now
the	DT	the
average	JJ	average
answer	NN	answer
from	IN	from
this	DT	this
survey	NN	survey
,	,	,
which	WDT	which
was	VBD	be
supposed	VBN	suppose
to	TO	to
be	VB	be
representative	JJ	representative
of	IN	of
the	DT	the
total	JJ	total
population	NN	population
,	,	,
was	VBD	be
24	CD	@card@
.	SENT	.
That	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
people	NNS	people
thought	VBD	think
.	SENT	.
British	JJ	British
people	NNS	people
think	VBP	think
24	CD	@card@
out	RP	out
of	IN	of
every	DT	every
100	CD	@card@
people	NNS	people
in	IN	in
the	DT	the
country	NN	country
are	VBP	be
Muslim	JJ	Muslim
.	SENT	.
Now	RB	now
,	,	,
official	JJ	official
figures	NNS	figure
reveal	VBP	reveal
that	DT	that
figure	NN	figure
to	TO	to
be	VB	be
about	RB	about
five	CD	five
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
big	JJ	big
variation	NN	variation
between	IN	between
what	WP	what
we	PP	we
think	VBP	think
,	,	,
our	PP$	our
perception	NN	perception
,	,	,
and	CC	and
the	DT	the
reality	NN	reality
as	IN	as
given	VBN	give
by	IN	by
statistics	NNS	statistic
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	NNS	<unknown>
interesting	JJ	interesting
.	SENT	.
What	WP	what
could	MD	could
possibly	RB	possibly
be	VB	be
causing	VBG	cause
that	DT	that
misperception	NN	misperception
?	SENT	?
And	CC	and
I	PP	I
was	VBD	be
so	RB	so
thrilled	VBN	thrill
with	IN	with
this	DT	this
study	NN	study
,	,	,
I	PP	I
started	VBD	start
to	TO	to
take	VB	take
questions	NNS	question
out	RP	out
in	IN	in
presentations	NNS	presentation
.	SENT	.
I	PP	I
was	VBD	be
referring	VBG	refer
to	TO	to
it	PP	it
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
did	VBD	do
a	DT	a
presentation	NN	presentation
at	IN	at
St	NP	St
.	SENT	.
Paul	NP	Paul
'	POS	'
s	JJ	<unknown>
School	NN	school
for	IN	for
Girls	NNS	girl
in	IN	in
Hammersmith	NP	Hammersmith
,	,	,
and	CC	and
I	PP	I
had	VBD	have
an	DT	an
audience	NN	audience
rather	RB	rather
like	IN	like
this	DT	this
,	,	,
except	IN	except
it	PP	it
was	VBD	be
comprised	VBN	comprise
entirely	RB	entirely
of	IN	of
sixth-form	NN	<unknown>
girls	NNS	girl
.	SENT	.
And	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
Girls	NNS	girl
,	,	,
how	WRB	how
many	JJ	many
teenage	JJ	teenage
girls	NNS	girl
do	VBP	do
you	PP	you
think	VBP	think
the	DT	the
British	JJ	British
public	NN	public
think	VBP	think
get	VB	get
pregnant	JJ	pregnant
every	DT	every
year	NN	year
?	SENT	?
"	''	"
And	CC	and
the	DT	the
girls	NNS	girl
were	VBD	be
apoplectic	JJ	apoplectic
when	WRB	when
I	PP	I
said	VBD	say
the	DT	the
British	JJ	British
public	NN	public
think	VBP	think
that	IN	that
15	CD	@card@
out	RP	out
of	IN	of
every	DT	every
100	CD	@card@
teenage	JJ	teenage
girls	NNS	girl
get	VBP	get
pregnant	JJ	pregnant
in	IN	in
the	DT	the
year	NN	year
.	SENT	.
And	CC	and
they	PP	they
had	VBD	have
every	DT	every
right	NN	right
to	TO	to
be	VB	be
angry	JJ	angry
,	,	,
because	IN	because
in	IN	in
fact	NN	fact
,	,	,
I	PP	I
'	POS	'
d	NN	d
have	VBP	have
to	TO	to
have	VB	have
closer	JJR	close
to	TO	to
200	CD	@card@
dots	NNS	dot
before	IN	before
I	PP	I
could	MD	could
color	VB	color
one	PP	one
in	IN	in
,	,	,
in	IN	in
terms	NNS	term
of	IN	of
what	WP	what
the	DT	the
official	JJ	official
figures	NNS	figure
tell	VBP	tell
us	PP	us
.	SENT	.
And	CC	and
rather	RB	rather
like	IN	like
numeracy	NN	numeracy
,	,	,
this	DT	this
is	VBZ	be
not	RB	not
just	RB	just
an	DT	an
English	JJ	English
problem	NN	problem
.	SENT	.
Ipsos	NP	<unknown>
MORI	NP	Mori
expanded	VBD	expand
the	DT	the
survey	NN	survey
in	IN	in
recent	JJ	recent
years	NNS	year
to	TO	to
go	VB	go
across	IN	across
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
so	RB	so
,	,	,
they	PP	they
asked	VBD	ask
Saudi	JJ	Saudi
Arabians	NNS	Arabian
,	,	,
for	IN	for
every	DT	every
100	CD	@card@
adults	NNS	adult
in	IN	in
your	PP$	your
country	NN	country
,	,	,
how	WRB	how
many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
overweight	JJ	overweight
or	CC	or
obese	JJ	obese
?	SENT	?
And	CC	and
the	DT	the
average	JJ	average
answer	NN	answer
from	IN	from
the	DT	the
Saudis	NP	Saudis
was	VBD	be
just	RB	just
over	IN	over
a	DT	a
quarter	NN	quarter
.	SENT	.
That	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
they	PP	they
thought	VBD	think
.	SENT	.
Just	RB	just
over	IN	over
a	DT	a
quarter	NN	quarter
of	IN	of
adults	NNS	adult
are	VBP	be
overweight	JJ	overweight
or	CC	or
obese	JJ	obese
.	SENT	.
The	DT	the
official	JJ	official
figures	NNS	figure
show	VBP	show
,	,	,
actually	RB	actually
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
nearer	JJR	near
to	TO	to
three-quarters	NNS	three-quarter
.	SENT	.
So	RB	so
again	RB	again
,	,	,
a	DT	a
big	JJ	big
variation	NN	variation
.	SENT	.
And	CC	and
I	PP	I
love	VBP	love
this	DT	this
one	CD	one
:	:	:
they	PP	they
asked	VBD	ask
in	IN	in
Japan	NP	Japan
,	,	,
they	PP	they
asked	VBD	ask
the	DT	the
Japanese	JJ	Japanese
,	,	,
for	IN	for
every	DT	every
100	CD	@card@
Japanese	JJ	Japanese
people	NNS	people
,	,	,
how	WRB	how
many	JJ	many
of	IN	of
them	PP	them
live	VBP	live
in	IN	in
rural	JJ	rural
areas	NNS	area
?	SENT	?
The	DT	the
average	NN	average
was	VBD	be
about	RB	about
a	DT	a
50-50	CD	@card@
split	NN	split
,	,	,
just	RB	just
over	IN	over
halfway	RB	halfway
.	SENT	.
They	PP	they
thought	VBD	think
56	CD	@card@
out	NN	out
of	IN	of
every	DT	every
100	CD	@card@
Japanese	JJ	Japanese
people	NNS	people
lived	VBN	live
in	IN	in
rural	JJ	rural
areas	NNS	area
.	SENT	.
The	DT	the
official	JJ	official
figure	NN	figure
is	VBZ	be
seven	CD	seven
.	SENT	.
So	IN	so
extraordinary	JJ	extraordinary
variations	NNS	variation
,	,	,
and	CC	and
surprising	JJ	surprising
to	TO	to
some	DT	some
,	,	,
but	CC	but
not	RB	not
surprising	JJ	surprising
to	TO	to
people	NNS	people
who	WP	who
have	VBP	have
read	VBN	read
the	DT	the
work	NN	work
of	IN	of
Daniel	NP	Daniel
Kahneman	NP	Kahneman
,	,	,
for	IN	for
example	NN	example
,	,	,
the	DT	the
Nobel-	NP	<unknown>
winning	JJ	winning
economist	NN	economist
.	SENT	.
He	PP	he
and	CC	and
his	PP$	his
colleague	NN	colleague
,	,	,
Amos	NP	Amos
Tversky	NP	<unknown>
,	,	,
spent	VBD	spend
years	NNS	year
researching	VBG	research
this	DT	this
disjoint	JJ	disjoint
between	IN	between
what	WP	what
people	NNS	people
perceive	VBP	perceive
and	CC	and
the	DT	the
reality	NN	reality
,	,	,
the	DT	the
fact	NN	fact
that	IN	that
people	NNS	people
are	VBP	be
actually	RB	actually
pretty	RB	pretty
poor	JJ	poor
intuitive	JJ	intuitive
statisticians	NNS	statistician
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
many	JJ	many
reasons	NNS	reason
for	IN	for
this	DT	this
.	SENT	.
Individual	JJ	individual
experiences	NNS	experience
,	,	,
certainly	RB	certainly
,	,	,
can	MD	can
influence	VB	influence
our	PP$	our
perceptions	NNS	perception
,	,	,
but	CC	but
so	RB	so
,	,	,
too	RB	too
,	,	,
can	MD	can
things	NNS	thing
like	VB	like
the	DT	the
media	NNS	medium
reporting	VBG	report
things	NNS	thing
by	IN	by
exception	NN	exception
,	,	,
rather	RB	rather
than	IN	than
what	WP	what
'	POS	'
s	NNS	<unknown>
normal	JJ	normal
.	SENT	.
Kahneman	NP	Kahneman
had	VBD	have
a	DT	a
nice	JJ	nice
way	NN	way
of	IN	of
referring	VBG	refer
to	TO	to
that	DT	that
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
We	PP	we
can	MD	can
be	VB	be
blind	JJ	blind
to	TO	to
the	DT	the
obvious	JJ	obvious
"	``	"
â	NP	<unknown>
so	IN	so
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
numbers	NNS	number
wrong	JJ	wrong
â	NP	<unknown>
"	''	"
but	CC	but
we	PP	we
can	MD	can
be	VB	be
blind	JJ	blind
to	TO	to
our	PP$	our
blindness	NN	blindness
about	IN	about
it	PP	it
.	SENT	.
"	''	"
And	CC	and
that	DT	that
has	VBZ	have
enormous	JJ	enormous
repercussions	NNS	repercussion
for	IN	for
decision	NN	decision
making	NN	making
.	SENT	.
So	RB	so
at	IN	at
the	DT	the
statistics	NNS	statistic
office	NN	office
while	IN	while
this	DT	this
was	VBD	be
all	RB	all
going	VBG	go
on	IN	on
,	,	,
I	PP	I
thought	VBD	think
this	DT	this
was	VBD	be
really	RB	really
interesting	JJ	interesting
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
this	DT	this
is	VBZ	be
clearly	RB	clearly
a	DT	a
global	JJ	global
problem	NN	problem
,	,	,
but	CC	but
maybe	RB	maybe
geography	NN	geography
is	VBZ	be
the	DT	the
issue	NN	issue
here	RB	here
.	SENT	.
These	DT	these
were	VBD	be
questions	NNS	question
that	WDT	that
were	VBD	be
all	RB	all
about	RB	about
,	,	,
how	WRB	how
well	RB	well
do	VB	do
you	PP	you
know	VB	know
your	PP$	your
country	NN	country
?	SENT	?
So	RB	so
in	IN	in
this	DT	this
case	NN	case
,	,	,
it	PP	it
'	POS	'
s	NN	S
how	WRB	how
well	RB	well
do	VBP	do
you	PP	you
know	VBP	know
64	CD	@card@
million	CD	million
people	NNS	people
?	SENT	?
Not	RB	not
very	RB	very
well	RB	well
,	,	,
it	PP	it
turns	VBZ	turn
out	RP	out
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
do	VBP	do
that	DT	that
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
an	DT	an
idea	NN	idea
,	,	,
which	WDT	which
was	VBD	be
to	TO	to
think	VB	think
about	IN	about
this	DT	this
same	JJ	same
sort	NN	sort
of	IN	of
approach	NN	approach
but	CC	but
to	TO	to
think	VB	think
about	IN	about
it	PP	it
in	IN	in
a	DT	a
very	RB	very
local	JJ	local
sense	NN	sense
.	SENT	.
Is	VBZ	be
this	DT	this
a	DT	a
local	JJ	local
?	SENT	?
If	IN	if
we	PP	we
reframe	VBZ	<unknown>
the	DT	the
questions	NNS	question
and	CC	and
say	VBP	say
,	,	,
how	WRB	how
well	RB	well
do	VB	do
you	PP	you
know	VB	know
your	PP$	your
local	JJ	local
area	NN	area
,	,	,
would	MD	would
your	PP$	your
answers	NNS	answer
be	VB	be
any	DT	any
more	RBR	more
accurate	JJ	accurate
?	SENT	?
So	RB	so
I	PP	I
devised	VBD	devise
a	DT	a
quiz	NN	quiz
:	:	:
How	WRB	how
well	RB	well
do	VB	do
you	PP	you
know	VB	know
your	PP$	your
area	NN	area
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
a	DT	a
simple	JJ	simple
Web	NP	Web
app	NP	App
.	SENT	.
You	PP	you
put	VBD	put
in	IN	in
a	DT	a
post	NN	post
code	NN	code
and	CC	and
then	RB	then
it	PP	it
will	MD	will
ask	VB	ask
you	PP	you
questions	NNS	question
based	VBN	base
on	IN	on
census	NN	census
data	NNS	datum
for	IN	for
your	PP$	your
local	JJ	local
area	NN	area
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
very	RB	very
conscious	JJ	conscious
in	IN	in
designing	VBG	design
this	DT	this
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
make	VB	make
it	PP	it
open	VB	open
to	TO	to
the	DT	the
widest	JJS	wide
possible	JJ	possible
range	NN	range
of	IN	of
people	NNS	people
,	,	,
not	RB	not
just	RB	just
the	DT	the
49	CD	@card@
percent	NN	percent
who	WP	who
can	MD	can
get	VB	get
the	DT	the
numbers	NNS	number
.	SENT	.
I	PP	I
wanted	VBD	want
everyone	NN	everyone
to	TO	to
engage	VB	engage
with	IN	with
it	PP	it
.	SENT	.
So	RB	so
for	IN	for
the	DT	the
design	NN	design
of	IN	of
the	DT	the
quiz	NN	quiz
,	,	,
I	PP	I
was	VBD	be
inspired	VBN	inspire
by	IN	by
the	DT	the
isotypes	NNS	isotype
of	IN	of
Otto	NP	Otto
Neurath	NP	<unknown>
from	IN	from
the	DT	the
1920s	NNS	1920s
and	CC	and
'	POS	'
30s	NNS	30s
.	SENT	.
Now	RB	now
,	,	,
these	DT	these
are	VBP	be
methods	NNS	method
for	IN	for
representing	VBG	represent
numbers	NNS	number
using	VBG	use
repeating	JJ	repeating
icons	NNS	icon
.	SENT	.
And	CC	and
the	DT	the
numbers	NNS	number
are	VBP	be
there	RB	there
,	,	,
but	CC	but
they	PP	they
sit	VBP	sit
in	IN	in
the	DT	the
background	NN	background
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
great	JJ	great
way	NN	way
of	IN	of
representing	VBG	represent
quantity	NN	quantity
without	IN	without
resorting	VBG	resort
to	TO	to
using	VBG	use
terms	NNS	term
like	IN	like
"	``	"
percentage	NN	percentage
,	,	,
"	''	"
"	``	"
fractions	NNS	fraction
"	''	"
and	CC	and
"	``	"
ratios	NNS	ratio
.	SENT	.
"	''	"
So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
quiz	NN	quiz
.	SENT	.
The	DT	the
layout	NN	layout
of	IN	of
the	DT	the
quiz	NN	quiz
is	VBZ	be
,	,	,
you	PP	you
have	VBP	have
your	PP$	your
repeating	JJ	repeating
icons	NNS	icon
on	IN	on
the	DT	the
left-hand	JJ	left-hand
side	NN	side
there	RB	there
,	,	,
and	CC	and
a	DT	a
map	NN	map
showing	VBG	show
you	PP	you
the	DT	the
area	NN	area
we	PP	we
'	''	'
re	IN	re
asking	VBG	ask
you	PP	you
questions	NNS	question
about	RB	about
on	IN	on
the	DT	the
right-hand	JJ	right-hand
side	NN	side
.	SENT	.
There	EX	there
are	VBP	be
seven	CD	seven
questions	NNS	question
.	SENT	.
Each	DT	each
question	NN	question
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
possible	JJ	possible
answer	NN	answer
between	IN	between
zero	CD	zero
and	CC	and
a	DT	a
hundred	CD	hundred
,	,	,
and	CC	and
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
quiz	NN	quiz
