Welcome	JJ	welcome
covered	VBD	cover
only	RB	only
20	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
country	NN	country
.	SENT	.
What	WP	what
do	VBP	do
we	PP	we
do	VBP	do
for	IN	for
the	DT	the
other	JJ	other
80	CD	@card@
percent	NN	percent
â	NP	<unknown>
leave	VBP	leave
them	PP	them
alone	RB	alone
and	CC	and
say	VB	say
,	,	,
"	``	"
Well	UH	well
,	,	,
they	PP	they
'	POS	'
re	NN	re
not	RB	not
medical	JJ	medical
personnel	NNS	personnel
.	SENT	.
"	``	"
No	UH	no
,	,	,
we	PP	we
decided	VBD	decide
to	TO	to
do	VB	do
a	DT	a
bit	NN	bit
more	RBR	more
.	SENT	.
So	RB	so
we	PP	we
went	VBD	go
to	TO	to
the	DT	the
ordinary	JJ	ordinary
people	NNS	people
that	IN	that
you	PP	you
saw	VBD	see
.	SENT	.
Actually	RB	actually
,	,	,
below	IN	below
that	DT	that
yellow	JJ	yellow
sign	NN	sign
â	NP	<unknown>
I	PP	I
wish	VBP	wish
they	PP	they
hadn	NN	<unknown>
'	POS	'
t	NN	t
wiped	VBD	wipe
that	IN	that
,	,	,
because	IN	because
there	EX	there
was	VBD	be
"	``	"
Coca-Cola	NP	Coca-Cola
"	''	"
there	RB	there
.	SENT	.
We	PP	we
were	VBD	be
so	RB	so
much	RB	much
bigger	JJR	big
than	IN	than
Coca-Cola	NP	Coca-Cola
in	IN	in
those	DT	those
days	NNS	day
.	SENT	.
And	CC	and
no	DT	no
difference	NN	difference
,	,	,
the	DT	the
people	NNS	people
they	PP	they
chose	VBD	choose
were	VBD	be
the	DT	the
people	NNS	people
we	PP	we
chose	VBD	choose
.	SENT	.
They	PP	they
were	VBD	be
well-known	JJ	well-known
in	IN	in
the	DT	the
community	NN	community
,	,	,
they	PP	they
knew	VBD	know
that	IN	that
customers	NNS	customer
were	VBD	be
always	RB	always
right	JJ	right
,	,	,
and	CC	and
they	PP	they
were	VBD	be
terrific	JJ	terrific
,	,	,
and	CC	and
they	PP	they
practiced	VBD	practice
their	PP$	their
family	NN	family
planning	VBG	plan
themselves	PP	themselves
.	SENT	.
So	RB	so
they	PP	they
could	MD	could
supply	VB	supply
pills	NNS	pill
and	CC	and
condoms	NNS	condom
throughout	IN	throughout
the	DT	the
country	NN	country
,	,	,
in	IN	in
every	DT	every
village	NN	village
of	IN	of
the	DT	the
country	NN	country
.	SENT	.
So	RB	so
there	RB	there
we	PP	we
are	VBP	be
.	SENT	.
We	PP	we
went	VBD	go
to	TO	to
the	DT	the
people	NNS	people
who	WP	who
were	VBD	be
seen	VBN	see
as	IN	as
the	DT	the
cause	NN	cause
of	IN	of
the	DT	the
problem	NN	problem
to	TO	to
be	VB	be
the	DT	the
solution	NN	solution
.	SENT	.
Wherever	WRB	wherever
there	EX	there
were	VBD	be
people	NNS	people
â	NP	<unknown>
and	CC	and
you	PP	you
can	MD	can
see	VB	see
boats	NNS	boat
with	IN	with
the	DT	the
women	NNS	woman
,	,	,
selling	VBG	sell
things	NNS	thing
â	NP	<unknown>
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
floating	JJ	floating
market	NN	market
selling	VBG	sell
bananas	NNS	banana
and	CC	and
crabs	NNS	crab
and	CC	and
also	RB	also
contraceptives	NNS	contraceptive
â	NP	<unknown>
wherever	WRB	wherever
you	PP	you
find	VBP	find
people	NNS	people
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
find	VBP	find
contraceptives	NNS	contraceptive
in	IN	in
Thailand	NP	Thailand
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
decided	VBD	decide
,	,	,
why	WRB	why
not	RB	not
get	VB	get
to	TO	to
religion	NN	religion
because	IN	because
in	IN	in
the	DT	the
Philippines	NPS	Philippine
,	,	,
the	DT	the
Catholic	NP	Catholic
Church	NP	Church
was	VBD	be
pretty	RB	pretty
strong	JJ	strong
,	,	,
and	CC	and
Thai	NP	Thai
people	NNS	people
were	VBD	be
Buddhist	NN	Buddhist
.	SENT	.
We	PP	we
went	VBD	go
to	TO	to
them	PP	them
and	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
Look	VB	look
,	,	,
could	MD	could
you	PP	you
help	VB	help
us	PP	us
?	SENT	?
"	''	"
I	NP	I
'	POS	'
m	NN	m
there	IN	here
â	NP	<unknown>
the	DT	the
one	CD	one
in	IN	in
blue	JJ	blue
,	,	,
not	RB	not
the	DT	the
yellow	JJ	yellow
â	NP	<unknown>
holding	VBG	hold
a	DT	a
bowl	NN	bowl
of	IN	of
holy	JJ	holy
water	NN	water
for	IN	for
the	DT	the
monk	NN	monk
to	TO	to
sprinkle	VB	sprinkle
holy	JJ	holy
water	NN	water
on	IN	on
pills	NNS	pill
and	CC	and
condoms	NNS	condom
for	IN	for
the	DT	the
sanctity	NN	sanctity
of	IN	of
the	DT	the
family	NN	family
.	SENT	.
And	CC	and
this	DT	this
picture	NN	picture
was	VBD	be
sent	VBN	send
throughout	IN	throughout
the	DT	the
country	NN	country
.	SENT	.
So	RB	so
some	DT	some
of	IN	of
the	DT	the
monks	NNS	monk
in	IN	in
the	DT	the
villages	NNS	village
were	VBD	be
doing	VBG	do
the	DT	the
same	JJ	same
thing	NN	thing
themselves	PP	themselves
.	SENT	.
And	CC	and
the	DT	the
women	NNS	woman
were	VBD	be
saying	VBG	say
,	,	,
"	``	"
No	UH	no
wonder	VB	wonder
we	PP	we
have	VBP	have
no	DT	no
side-effects	NNS	side-effect
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
blessed	VBN	bless
.	SENT	.
"	``	"
That	DT	that
was	VBD	be
their	PP$	their
perception	NN	perception
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
went	VBD	go
to	TO	to
teachers	NNS	teacher
.	SENT	.
You	PP	you
need	VBP	need
everybody	NN	everybody
to	TO	to
be	VB	be
involved	VBN	involve
in	IN	in
trying	VBG	try
to	TO	to
provide	VB	provide
whatever	WDT	whatever
it	PP	it
is	VBZ	be
that	DT	that
make	NN	make
humanity	NN	humanity
a	DT	a
better	JJR	good
place	NN	place
.	SENT	.
So	RB	so
we	PP	we
went	VBD	go
to	TO	to
the	DT	the
teachers	NNS	teacher
.	SENT	.
Over	IN	over
a	DT	a
quarter	NN	quarter
of	IN	of
a	DT	a
million	CD	million
were	VBD	be
taught	VBN	teach
about	IN	about
family	NN	family
planning	NN	planning
with	IN	with
a	DT	a
new	JJ	new
alphabet	NN	alphabet
â	NP	<unknown>
A	NP	A
,	,	,
B	NN	B
for	IN	for
birth	NN	birth
,	,	,
C	NP	C
for	IN	for
condom	NN	condom
,	,	,
I	PP	I
for	IN	for
IUD	NP	IUD
,	,	,
V	CD	@card@
for	IN	for
vasectomy	NN	vasectomy
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
had	VBD	have
a	DT	a
snakes	NNS	snake
and	CC	and
ladders	NNS	ladder
game	NN	game
,	,	,
where	WRB	where
you	PP	you
throw	VBP	throw
dice	NNS	dice
.	SENT	.
If	IN	if
you	PP	you
land	NN	land
on	IN	on
anything	NN	anything
pro-family	NN	pro-family
planning	NN	planning
,	,	,
you	PP	you
move	VBP	move
ahead	RB	ahead
.	SENT	.
Like	IN	like
,	,	,
"	''	"
Mother	NP	Mother
takes	VBZ	take
the	DT	the
pill	NN	pill
every	DT	every
night	NN	night
.	SENT	.
Very	RB	very
good	JJ	good
,	,	,
mother	NN	mother
.	SENT	.
Move	NN	move
ahead	RB	ahead
.	SENT	.
Uncle	NP	Uncle
buys	VBZ	buy
a	DT	a
condom	NN	condom
.	SENT	.
Very	RB	very
good	JJ	good
,	,	,
uncle	NN	uncle
.	SENT	.
Move	NN	move
ahead	RB	ahead
.	SENT	.
Uncle	NP	Uncle
gets	VBZ	get
drunk	JJ	drunk
,	,	,
doesn	NP	<unknown>
'	POS	'
t	NN	t
use	NN	use
condom	NN	condom
.	SENT	.
Come	VB	come
back	RB	back
,	,	,
start	VB	start
again	RB	again
.	SENT	.
"	''	"
Again	RB	again
,	,	,
education	NN	education
,	,	,
class	NN	class
entertainment	NN	entertainment
.	SENT	.
And	CC	and
the	DT	the
kids	NNS	kid
were	VBD	be
doing	VBG	do
it	PP	it
in	IN	in
school	NN	school
too	RB	too
.	SENT	.
We	PP	we
had	VBD	have
relay	NN	relay
races	NNS	race
with	IN	with
condoms	NNS	condom
,	,	,
we	PP	we
had	VBD	have
children	NNS	child
'	POS	'
s	NN	S
condom-blowing	NN	<unknown>
championship	NN	championship
.	SENT	.
And	CC	and
before	IN	before
long	RB	long
,	,	,
the	DT	the
condom	NN	condom
was	VBD	be
know	VB	know
as	IN	as
the	DT	the
girl	NN	girl
'	POS	'
s	JJ	<unknown>
best	JJS	good
friend	NN	friend
.	SENT	.
In	IN	in
Thailand	NP	Thailand
,	,	,
for	IN	for
poor	JJ	poor
people	NNS	people
,	,	,
diamonds	NNS	diamond
don	NN	don
'	POS	'
t	NN	t
make	VB	make
it	PP	it
â	NP	<unknown>
so	IN	so
the	DT	the
condom	NN	condom
is	VBZ	be
the	DT	the
girl	NN	girl
'	POS	'
s	JJ	<unknown>
best	JJS	good
friend	NN	friend
.	SENT	.
We	PP	we
introduced	VBD	introduce
our	PP$	our
first	JJ	first
microcredit	NN	microcredit
program	NN	program
in	IN	in
1975	CD	@card@
,	,	,
and	CC	and
the	DT	the
women	NNS	woman
who	WP	who
organized	VBD	organize
it	PP	it
said	VBD	say
,	,	,
"	``	"
We	PP	we
only	RB	only
want	VBP	want
to	TO	to
lend	VB	lend
to	TO	to
women	NNS	woman
who	WP	who
practice	VBP	practice
family	NN	family
planning	NN	planning
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
pregnant	JJ	pregnant
,	,	,
take	VB	take
care	NN	care
of	IN	of
your	PP$	your
pregnancy	NN	pregnancy
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
pregnant	JJ	pregnant
,	,	,
you	PP	you
can	MD	can
take	VB	take
a	DT	a
loan	NN	loan
out	RP	out
from	IN	from
us	PP	us
.	SENT	.
"	''	"
And	CC	and
that	DT	that
was	VBD	be
run	VBN	run
by	IN	by
them	PP	them
.	SENT	.
And	CC	and
after	IN	after
35	CD	@card@
/	SYM	/
36	CD	@card@
years	NNS	year
,	,	,
it	PP	it
'	POS	'
s	NN	S
still	RB	still
going	VBG	go
on	IN	on
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
part	NN	part
of	IN	of
the	DT	the
Village	NP	Village
Development	NP	Development
Bank	NP	Bank
;	:	;
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
real	JJ	real
bank	NN	bank
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
fund	NN	fund
â	NP	<unknown>
microcredit	NN	microcredit
.	SENT	.
And	CC	and
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
need	VBP	need
a	DT	a
big	JJ	big
organization	NN	organization
to	TO	to
run	VB	run
it	PP	it
â	NP	<unknown>
it	PP	it
was	VBD	be
run	VBN	run
by	IN	by
the	DT	the
villagers	NNS	villager
themselves	PP	themselves
.	SENT	.
And	CC	and
you	PP	you
probably	RB	probably
hardly	RB	hardly
see	VB	see
a	DT	a
Thai	JJ	Thai
man	NN	man
there	RB	there
,	,	,
it	PP	it
'	POS	'
s	NN	S
always	RB	always
women	NNS	woman
,	,	,
women	NNS	woman
,	,	,
women	NNS	woman
,	,	,
women	NNS	woman
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
thought	VBD	think
we	PP	we
'	''	'
d	SYM	d
help	VB	help
America	NP	America
,	,	,
because	IN	because
America	NP	America
'	POS	'
s	RB	<unknown>
been	VBN	be
helping	VBG	help
everyone	NN	everyone
,	,	,
whether	IN	whether
they	PP	they
want	VBP	want
help	VB	help
or	CC	or
not	RB	not
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
on	IN	on
the	DT	the
Fourth	JJ	fourth
of	IN	of
July	NP	July
.	SENT	.
We	PP	we
decided	VBD	decide
to	TO	to
provide	VB	provide
vasectomy	NN	vasectomy
to	TO	to
all	DT	all
men	NNS	man
,	,	,
but	CC	but
in	IN	in
particular	JJ	particular
,	,	,
American	JJ	American
men	NNS	man
to	TO	to
the	DT	the
front	NN	front
of	IN	of
the	DT	the
queue	NN	queue
,	,	,
right	RB	right
up	RB	up
to	TO	to
the	DT	the
Ambassador	NN	ambassador
'	POS	'
s	JJ	<unknown>
residence	NN	residence
during	IN	during
his	PP$	his
vin	NP	vin
d	NN	d
'	POS	'
honneur	NN	<unknown>
.	SENT	.
And	CC	and
the	DT	the
hotel	NN	hotel
gave	VBD	give
us	PP	us
the	DT	the
ballroom	NN	ballroom
for	IN	for
it	PP	it
â	NP	<unknown>
very	RB	very
appropriate	JJ	appropriate
room	NN	room
.	SENT	.
And	CC	and
since	IN	since
it	PP	it
was	VBD	be
near	IN	near
lunch	NN	lunch
time	NN	time
,	,	,
they	PP	they
said	VBD	say
,	,	,
"	``	"
All	DT	all
right	NN	right
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
some	DT	some
lunch	NN	lunch
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
it	PP	it
must	MD	must
be	VB	be
American	JJ	American
cola	NN	cola
.	SENT	.
You	PP	you
get	VBP	get
two	CD	two
brands	NNS	brand
,	,	,
Coke	NP	Coke
and	CC	and
Pepsi	NP	Pepsi
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
food	NN	food
is	VBZ	be
either	DT	either
hamburger	NN	hamburger
or	CC	or
hotdog	VB	hotdog
.	SENT	.
"	``	"
And	CC	and
I	PP	I
thought	VBD	think
a	DT	a
hotdog	VB	hotdog
will	MD	will
be	VB	be
more	RBR	more
symbolic	JJ	symbolic
.	SENT	.
And	CC	and
here	RB	here
is	VBZ	be
this	DT	this
,	,	,
then	RB	then
,	,	,
young	JJ	young
man	NN	man
called	VBD	call
Willy	NP	Willy
Bohm	NP	Bohm
who	WP	who
worked	VBD	work
for	IN	for
the	DT	the
USAID	NN	<unknown>
.	SENT	.
Obviously	RB	obviously
,	,	,
he	PP	he
'	POS	'
s	NN	S
had	VBD	have
his	PP$	his
vasectomy	NN	vasectomy
because	IN	because
his	PP$	his
hotdog	VB	hotdog
is	VBZ	be
half	RB	half
eaten	VBN	eat
,	,	,
and	CC	and
he	PP	he
was	VBD	be
very	RB	very
happy	JJ	happy
.	SENT	.
It	PP	it
made	VBD	make
a	DT	a
lot	NN	lot
of	IN	of
news	NN	news
in	IN	in
America	NP	America
,	,	,
and	CC	and
it	PP	it
angered	VBD	anger
some	DT	some
people	NNS	people
also	RB	also
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
"	``	"
Don	NP	Don
'	POS	'
t	NN	t
worry	NN	worry
.	SENT	.
Come	VBN	come
over	RP	over
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
do	VBP	do
the	DT	the
whole	JJ	whole
lot	NN	lot
of	IN	of
you	PP	you
.	SENT	.
"	''	"
And	CC	and
what	WP	what
happened	VBD	happen
?	SENT	?
In	IN	in
all	PDT	all
this	DT	this
thing	NN	thing
,	,	,
from	IN	from
seven	CD	seven
children	NNS	child
to	TO	to
1	CD	@card@
.	SENT	.
5	CD	@card@
children	NNS	child
,	,	,
population	NN	population
growth	NN	growth
rate	NN	rate
of	IN	of
3	CD	@card@
.	SENT	.
3	CD	@card@
to	TO	to
0	CD	@card@
.	SENT	.
5	CD	@card@
.	SENT	.
You	PP	you
could	MD	could
call	VB	call
it	PP	it
the	DT	the
Coca-Cola	NP	Coca-Cola
approach	NN	approach
if	IN	if
you	PP	you
like	IN	like
â	NP	<unknown>
it	PP	it
was	VBD	be
exactly	RB	exactly
the	DT	the
same	JJ	same
thing	NN	thing
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
whether	IN	whether
Coca-Cola	NP	Coca-Cola
followed	VBD	follow
us	PP	us
,	,	,
or	CC	or
we	PP	we
followed	VBD	follow
Coca-Cola	NP	Coca-Cola
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
good	JJ	good
friends	NNS	friend
.	SENT	.
And	CC	and
so	RB	so
that	RB	that
'	''	'
s	VBG	<unknown>
the	DT	the
case	NN	case
of	IN	of
everyone	NN	everyone
joining	VBG	join
in	IN	in
.	SENT	.
We	PP	we
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
a	DT	a
strong	JJ	strong
government	NN	government
.	SENT	.
We	PP	we
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
lots	NNS	lot
of	IN	of
doctors	NNS	doctor
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
everybody	NN	everybody
'	POS	'
s	NN	S
job	NN	job
who	WP	who
can	MD	can
change	VB	change
attitude	NN	attitude
and	CC	and
behavior	NN	behavior
.	SENT	.
Then	RB	then
AIDS	NP	AIDS
came	VBD	come
along	RP	along
and	CC	and
hit	VB	hit
Thailand	NP	Thailand
,	,	,
and	CC	and
we	PP	we
had	VBD	have
to	TO	to
stop	VB	stop
doing	VBG	do
a	DT	a
lot	NN	lot
of	IN	of
good	JJ	good
things	NNS	thing
to	TO	to
fight	VB	fight
AIDS	NP	AIDS
.	SENT	.
But	CC	but
unfortunately	RB	unfortunately
,	,	,
the	DT	the
government	NN	government
was	VBD	be
in	IN	in
denial	NN	denial
,	,	,
denial	NN	denial
,	,	,
denial	NN	denial
.	SENT	.
So	IN	so
our	PP$	our
work	NN	work
wasn	NN	<unknown>
'	POS	'
t	NN	t
affected	VBD	affect
.	SENT	.
So	RB	so
I	PP	I
thought	VBD	think
,	,	,
"	``	"
Well	UH	well
,	,	,
if	IN	if
you	PP	you
can	MD	can
'	''	'
t	NN	t
go	VB	go
to	TO	to
the	DT	the
government	NN	government
,	,	,
go	VBP	go
to	TO	to
the	DT	the
military	NN	military
.	SENT	.
"	``	"
So	RB	so
I	PP	I
went	VBD	go
to	TO	to
the	DT	the
military	NN	military
and	CC	and
asked	VBD	ask
to	TO	to
borrow	VB	borrow
300	CD	@card@
radio	NN	radio
stations	NNS	station
.	SENT	.
They	PP	they
have	VBP	have
more	JJR	more
than	IN	than
the	DT	the
government	NN	government
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
more	JJR	more
guns	NNS	gun
than	IN	than
the	DT	the
government	NN	government
.	SENT	.
So	RB	so
I	PP	I
asked	VBD	ask
them	PP	them
,	,	,
could	MD	could
they	PP	they
help	VB	help
us	PP	us
in	IN	in
our	PP$	our
fight	NN	fight
against	IN	against
HIV	NP	HIV
.	SENT	.
And	CC	and
after	IN	after
I	PP	I
gave	VBD	give
them	PP	them
statistics	NNS	statistic
,	,	,
they	PP	they
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
.	SENT	.
Okay	JJ	okay
.	SENT	.
You	PP	you
can	MD	can
use	VB	use
all	PDT	all
the	DT	the
radio	NN	radio
stations	NNS	station
,	,	,
television	NN	television
stations	NNS	station
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
when	WRB	when
we	PP	we
went	VBD	go
onto	IN	onto
the	DT	the
airwaves	NNS	airwaves
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
got	VBD	get
a	DT	a
new	JJ	new
prime	JJ	prime
minister	NN	minister
soon	RB	soon
after	IN	after
that	DT	that
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
,	,	,
"	``	"
Mechai	NP	<unknown>
,	,	,
could	MD	could
you	PP	you
come	VB	come
and	CC	and
join	VB	join
?	SENT	?
"	''	"
He	PP	he
asked	VBD	ask
me	PP	me
in	IN	in
because	IN	because
he	PP	he
liked	VBD	like
my	PP$	my
wife	NN	wife
a	DT	a
lot	NN	lot
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
,	,	,
"	``	"
Okay	NP	Okay
.	SENT	.
"	``	"
He	PP	he
became	VBD	become
the	DT	the
chairman	NN	chairman
of	IN	of
the	DT	the
National	NP	National
AIDS	NP	AIDS
Committee	NP	Committee
and	CC	and
increased	VBD	increase
the	DT	the
budget	NN	budget
fifty-fold	NN	<unknown>
.	SENT	.
Every	DT	every
ministry	NN	ministry
,	,	,
even	RB	even
judges	NNS	judge
,	,	,
had	VBD	have
to	TO	to
be	VB	be
involved	VBN	involve
in	IN	in
AIDS	NP	AIDS
education	NN	education
â	NP	<unknown>
everyone	NN	everyone
â	NP	<unknown>
and	CC	and
we	PP	we
said	VBD	say
the	DT	the
public	NN	public
,	,	,
institutions	NNS	institution
,	,	,
religious	JJ	religious
institutions	NNS	institution
,	,	,
schools	NNS	school
â	NP	<unknown>
everyone	NN	everyone
was	VBD	be
involved	VBN	involve
.	SENT	.
And	CC	and
here	RB	here
,	,	,
every	DT	every
media	NNS	medium
person	NN	person
had	VBD	have
to	TO	to
be	VB	be
trained	VBN	train
for	IN	for
HIV	NP	HIV
.	SENT	.
And	CC	and
we	PP	we
gave	VBD	give
every	DT	every
station	NN	station
half	NN	half
a	DT	a
minute	NN	minute
extra	JJ	extra
for	IN	for
advertising	NN	advertising
to	TO	to
earn	VB	earn
more	JJR	more
money	NN	money
.	SENT	.
So	RB	so
they	PP	they
were	VBD	be
happy	JJ	happy
with	IN	with
that	DT	that
.	SENT	.
And	CC	and
then	RB	then
AIDS	NP	AIDS
education	NN	education
in	IN	in
all	DT	all
schools	NNS	school
,	,	,
starting	VBG	start
from	IN	from
university	NN	university
.	SENT	.
And	CC	and
these	DT	these
are	VBP	be
high	JJ	high
school	NN	school
kids	NNS	kid
teaching	VBG	teach
high	JJ	high
school	NN	school
kids	NNS	kid
.	SENT	.
And	CC	and
the	DT	the
best	JJS	good
teachers	NNS	teacher
were	VBD	be
the	DT	the
girls	NNS	girl
,	,	,
not	RB	not
the	DT	the
boys	NNS	boy
,	,	,
and	CC	and
they	PP	they
were	VBD	be
terrific	JJ	terrific
.	SENT	.
And	CC	and
these	DT	these
girls	NNS	girl
who	WP	who
go	VBP	go
around	RP	around
teaching	VBG	teach
about	IN	about
safe	JJ	safe
sex	NN	sex
and	CC	and
HIV	NP	HIV
were	VBD	be
known	VBN	know
as	IN	as
Mother	NP	Mother
Theresa	NP	Theresa
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
went	VBD	go
down	RB	down
one	CD	one
more	JJR	more
step	NN	step
.	SENT	.
These	DT	these
are	VBP	be
primary	JJ	primary
school	NN	school
kids	NNS	kid
â	NP	<unknown>
third	NN	third
,	,	,
fourth	JJ	fourth
grade	NN	grade
â	NP	<unknown>
going	VBG	go
to	TO	to
every	DT	every
household	NN	household
in	IN	in
the	DT	the
village	NN	village
,	,	,
every	DT	every
household	NN	household
in	IN	in
the	DT	the
whole	NN	whole
of	IN	of
Thailand	NP	Thailand
,	,	,
giving	VBG	give
AIDS	NP	AIDS
information	NN	information
and	CC	and
a	DT	a
condom	NN	condom
to	TO	to
every	DT	every
household	NN	household
,	,	,
given	VBN	give
by	IN	by
these	DT	these
young	JJ	young
kids	NNS	kid
.	SENT	.
And	CC	and
no	DT	no
parents	NNS	parent
objected	VBD	object
,	,	,
