Pat	NP	Pat
most	RBS	most
people	NNS	people
,	,	,
hearing	VBG	hear
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
made	VBD	make
a	DT	a
film	NN	film
of	IN	of
"	``	"
Caste	NN	caste
,	,	,
"	``	"
would	MD	would
think	VB	think
,	,	,
"	``	"
Oh	UH	oh
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
documentary	NN	documentary
,	,	,
another	DT	another
one	CD	one
of	IN	of
those	DT	those
stunning	JJ	stunning
Ava	NP	Ava
documentaries	NNS	documentary
.	SENT	.
"	``	"
But	CC	but
it	PP	it
is	VBZ	be
in	IN	in
fact	NN	fact
a	DT	a
narrative	JJ	narrative
film	NN	film
.	SENT	.
AD	NN	ad
:	:	:
It	PP	it
'	POS	'
s	NN	S
a	DT	a
narrative	JJ	narrative
film	NN	film
,	,	,
where	WRB	where
you	PP	you
follow	VBP	follow
a	DT	a
group	NN	group
of	IN	of
real	JJ	real
,	,	,
live	JJ	live
actors	NNS	actor
through	IN	through
the	DT	the
process	NN	process
.	SENT	.
Blessedly	RB	blessedly
,	,	,
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
work	VB	work
with	IN	with
one	CD	one
of	IN	of
the	DT	the
best	JJS	good
actors	NNS	actor
working	VBG	work
today	NN	today
,	,	,
Aunjanue	NP	<unknown>
Ellis	NP	Ellis
,	,	,
who	WP	who
is	VBZ	be
our	PP$	our
lead	NN	lead
.	SENT	.
She	PP	she
plays	VBZ	play
Isabel	NP	Isabel
Wilkerson	NP	Wilkerson
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	NNS	<unknown>
extraordinary	JJ	extraordinary
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
figure	VB	figure
out	RP	out
a	DT	a
way	NN	way
to	TO	to
tell	VB	tell
the	DT	the
story	NN	story
of	IN	of
the	DT	the
deep	JJ	deep
historical	JJ	historical
theories	NNS	theory
and	CC	and
the	DT	the
social	JJ	social
phenomena	NNS	phenomenon
of	IN	of
caste	NN	caste
within	IN	within
the	DT	the
story	NN	story
of	IN	of
a	DT	a
woman	NN	woman
and	CC	and
her	PP$	her
love	NN	love
story	NN	story
with	IN	with
her	PP$	her
family	NN	family
and	CC	and
her	PP$	her
husband	NN	husband
.	SENT	.
PM	NP	PM
:	:	:
Well	UH	well
,	,	,
we	PP	we
can	MD	can
'	''	'
t	NN	t
show	VBP	show
the	DT	the
whole	JJ	whole
thing	NN	thing
,	,	,
but	CC	but
we	PP	we
can	MD	can
share	VB	share
a	DT	a
trailer	NN	trailer
.	SENT	.
AD	NN	ad
:	:	:
Oh	UH	oh
,	,	,
we	PP	we
brought	VBD	bring
a	DT	a
little	JJ	little
teaser	NN	teaser
for	IN	for
you	PP	you
to	TO	to
see	VB	see
.	SENT	.
PM	NN	pm
:	:	:
Origin	NN	origin
.	SENT	.
Isabel	NP	Isabel
Wilkerson	NP	Wilkerson
:	:	:
Everywhere	RB	everywhere
.	SENT	.
All	DT	all
over	IN	over
the	DT	the
place	NN	place
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
connective	JJ	connective
tissue	NN	tissue
.	SENT	.
All	DT	all
of	IN	of
this	DT	this
.	SENT	.
All	DT	all
of	IN	of
it	PP	it
.	SENT	.
.	SENT	.
.	SENT	.
is	VBZ	be
linked	VBN	link
.	SENT	.
AD	NN	ad
:	:	:
Yeah	RB	yeah
,	,	,
that	WDT	that
was	VBD	be
a	DT	a
little	JJ	little
snippet	NN	snippet
.	SENT	.
AD	NN	ad
:	:	:
Yeah	RB	yeah
,	,	,
thank	VB	thank
you	PP	you
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
you	PP	you
could	MD	could
hear	VB	hear
,	,	,
she	PP	she
says	VBZ	say
,	,	,
"	``	"
All	DT	all
of	IN	of
this	DT	this
is	VBZ	be
linked	VBN	link
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
connective	JJ	connective
tissue	NN	tissue
to	TO	to
all	DT	all
of	IN	of
it	PP	it
,	,	,
"	''	"
and	CC	and
really	RB	really
,	,	,
that	WDT	that
was	VBD	be
the	DT	the
piece	NN	piece
of	IN	of
the	DT	the
book	NN	book
that	WDT	that
resonated	VBD	resonate
with	IN	with
me	PP	me
.	SENT	.
So	RB	so
often	RB	often
,	,	,
in	IN	in
our	PP$	our
challenges	NNS	challenge
,	,	,
we	PP	we
feel	VBP	feel
alone	RB	alone
.	SENT	.
And	CC	and
the	DT	the
way	NN	way
you	PP	you
can	MD	can
know	VB	know
there	EX	there
are	VBP	be
folks	NNS	folk
facing	VBG	face
similar	JJ	similar
things	NNS	thing
in	IN	in
different	JJ	different
places	NNS	place
and	CC	and
different	JJ	different
times	NNS	time
,	,	,
similar	JJ	similar
to	TO	to
the	DT	the
people	NNS	people
in	IN	in
this	DT	this
room	NN	room
,	,	,
you	PP	you
start	VBP	start
to	TO	to
feel	VB	feel
that	IN	that
there	EX	there
'	''	'
s	NN	S
strength	NN	strength
in	IN	in
numbers	NNS	number
,	,	,
and	CC	and
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
some	DT	some
foundation	NN	foundation
to	TO	to
succeed	VB	succeed
.	SENT	.
PM	NN	pm
:	:	:
Along	RB	along
with	IN	with
taking	VBG	take
on	IN	on
the	DT	the
challenge	NN	challenge
of	IN	of
a	DT	a
very	RB	very
complex	JJ	complex
set	NN	set
of	IN	of
theories	NNS	theory
that	IN	that
Isabel	NP	Isabel
Wilkerson	NP	Wilkerson
puts	VBZ	put
forward	RB	forward
in	IN	in
the	DT	the
book	NN	book
,	,	,
you	PP	you
had	VBD	have
a	DT	a
lot	NN	lot
of	IN	of
other	JJ	other
creative	JJ	creative
choices	NNS	choice
to	TO	to
make	VB	make
,	,	,
and	CC	and
challenges	VBZ	challenge
to	TO	to
get	VB	get
such	PDT	such
a	DT	a
film	NN	film
made	VBD	make
.	SENT	.
Yeah	RB	yeah
,	,	,
like	IN	like
money	NN	money
.	SENT	.
AD	NN	ad
:	:	:
You	PP	you
know	VBP	know
,	,	,
sometimes	RB	sometimes
,	,	,
I	PP	I
wish	VBP	wish
I	PP	I
should	MD	should
have	VB	have
gone	VBN	go
to	TO	to
sculpture	VB	sculpture
.	SENT	.
Just	RB	just
need	VB	need
the	DT	the
piece	NN	piece
of	IN	of
.	SENT	.
.	SENT	.
.	SENT	.
But	CC	but
yes	UH	yes
,	,	,
money	NN	money
is	VBZ	be
a	DT	a
big	JJ	big
thing	NN	thing
,	,	,
and	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
on	IN	on
its	PP$	its
face	NN	face
,	,	,
when	WRB	when
you	PP	you
talk	VBP	talk
to	TO	to
studios	NNS	studio
,	,	,
and	CC	and
you	PP	you
say	VBP	say
,	,	,
"	``	"
I	PP	I
want	VBP	want
to	TO	to
make	VB	make
a	DT	a
film	NN	film
about	IN	about
Caste	NN	caste
,	,	,
"	''	"
it	PP	it
'	POS	'
s	NN	S
not	RB	not
top	JJ	top
of	IN	of
the	DT	the
list	NN	list
of	IN	of
things	NNS	thing
that	IN	that
they	PP	they
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
making	VBG	make
.	SENT	.
So	IN	so
the	DT	the
strategy	NN	strategy
was	VBD	be
not	RB	not
even	RB	even
to	TO	to
go	VB	go
there	RB	there
,	,	,
to	TO	to
not	RB	not
go	VB	go
to	TO	to
each	DT	each
and	CC	and
every	DT	every
studio	NN	studio
,	,	,
because	RB	because
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
realist	NN	realist
,	,	,
I	PP	I
know	VBP	know
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
business	NN	business
,	,	,
and	CC	and
I	PP	I
understand	VBP	understand
there	EX	there
are	VBP	be
certain	JJ	certain
barriers	NNS	barrier
to	TO	to
entry	NN	entry
in	IN	in
the	DT	the
minds	NNS	mind
of	IN	of
studios	NNS	studio
as	IN	as
to	TO	to
whether	IN	whether
or	CC	or
not	RB	not
this	DT	this
would	MD	would
be	VB	be
successful	JJ	successful
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
do	VB	do
was	VBD	be
raise	VB	raise
the	DT	the
money	NN	money
independently	RB	independently
--	:	--
Yay	NP	Yay
,	,	,
independence	NN	independence
.	SENT	.
Come	VBN	come
on	IN	on
,	,	,
independence	NN	independence
.	SENT	.
We	PP	we
raised	VBD	raise
the	DT	the
money	NN	money
independently	RB	independently
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
Aunjanue	NP	<unknown>
Ellis	NP	Ellis
'	POS	'
s	NN	S
involvement	NN	involvement
is	VBZ	be
so	RB	so
extraordinary	JJ	extraordinary
,	,	,
because	IN	because
she	PP	she
had	VBD	have
just	RB	just
come	VBN	come
off	RP	off
of	IN	of
the	DT	the
Academy	NP	Academy
Award	NN	award
nomination	NN	nomination
for	IN	for
"	``	"
King	NP	King
Richard	NP	Richard
"	''	"
and	CC	and
could	MD	could
have	VB	have
really	RB	really
done	VBN	do
anything	NN	anything
.	SENT	.
And	CC	and
we	PP	we
asked	VBD	ask
her	PP	her
to	TO	to
come	VB	come
and	CC	and
join	VB	join
this	DT	this
independent	JJ	independent
film	NN	film
.	SENT	.
She	PP	she
actually	RB	actually
asked	VBD	ask
,	,	,
we	PP	we
asked	VBD	ask
each	DT	each
other	JJ	other
to	TO	to
join	VB	join
this	DT	this
independent	JJ	independent
film	NN	film
,	,	,
and	CC	and
we	PP	we
held	VBD	hold
hands	NNS	hand
,	,	,
and	CC	and
I	PP	I
took	VBD	take
that	DT	that
lady	NN	lady
all	RB	all
over	IN	over
the	DT	the
world	NN	world
.	SENT	.
We	PP	we
did	VBD	do
three	CD	three
continents	NNS	continent
in	IN	in
37	CD	@card@
days	NNS	day
,	,	,
and	CC	and
I	PP	I
really	RB	really
needed	VBD	need
a	DT	a
partner	NN	partner
who	WP	who
could	MD	could
stand	VB	stand
toe-to-toe	NN	toe-to-toe
with	IN	with
me	PP	me
and	CC	and
do	VBP	do
that	DT	that
work	NN	work
with	IN	with
independent	JJ	independent
money	NN	money
.	SENT	.
Independent	NP	Independent
means	VBZ	mean
there	EX	there
'	''	'
s	NNS	<unknown>
no	RB	no
more	RBR	more
.	SENT	.
AD	NN	ad
:	:	:
This	DT	this
is	VBZ	be
the	DT	the
money	NN	money
,	,	,
and	CC	and
there	EX	there
'	''	'
s	NN	S
nothing	NN	nothing
else	RB	else
coming	VBG	come
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
a	DT	a
fantastic	JJ	fantastic
way	NN	way
to	TO	to
work	VB	work
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
It	PP	it
was	VBD	be
freeing	VBG	free
,	,	,
in	IN	in
a	DT	a
way	NN	way
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
I	PP	I
know	VBP	know
that	IN	that
,	,	,
with	IN	with
all	DT	all
of	IN	of
your	PP$	your
work	NN	work
,	,	,
you	PP	you
always	RB	always
have	VBP	have
a	DT	a
strategy	NN	strategy
,	,	,
too	RB	too
,	,	,
about	IN	about
what	WP	what
would	MD	would
be	VB	be
the	DT	the
impact	NN	impact
of	IN	of
the	DT	the
film	NN	film
and	CC	and
how	WRB	how
does	VBZ	do
it	PP	it
go	VB	go
beyond	IN	beyond
seeing	VBG	see
the	DT	the
film	NN	film
onscreen	NN	onscreen
.	SENT	.
What	WP	what
are	VBP	be
those	DT	those
plans	NNS	plan
?	SENT	?
AD	NN	ad
:	:	:
I	PP	I
just	RB	just
feel	VBP	feel
like	IN	like
making	VBG	make
the	DT	the
film	NN	film
on	IN	on
its	PP$	its
own	JJ	own
and	CC	and
being	VBG	be
satisfied	VBN	satisfy
with	IN	with
the	DT	the
film	NN	film
being	VBG	be
out	RB	out
,	,	,
is	VBZ	be
really	RB	really
just	RB	just
half	PDT	half
the	DT	the
work	NN	work
,	,	,
for	IN	for
myself	PP	myself
,	,	,
as	IN	as
a	DT	a
filmmaker	NN	filmmaker
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
just	RB	just
put	VBD	put
it	PP	it
out	RP	out
.	SENT	.
I	PP	I
need	VBP	need
to	TO	to
make	VB	make
sure	JJ	sure
it	PP	it
gets	VBZ	get
to	TO	to
the	DT	the
audience	NN	audience
,	,	,
that	WDT	that
it	PP	it
reaches	VBZ	reach
folks	NNS	folk
,	,	,
that	WDT	that
it	PP	it
'	POS	'
s	NN	S
understood	VBD	understand
,	,	,
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
interrogated	VBN	interrogate
,	,	,
that	IN	that
it	PP	it
'	POS	'
s	NN	S
shared	VBD	share
.	SENT	.
And	CC	and
so	RB	so
,	,	,
I	PP	I
have	VBP	have
this	DT	this
crazy	JJ	crazy
idea	NN	idea
that	IN	that
I	PP	I
want	VBP	want
every	DT	every
16-year-old	JJ	16-year-old
in	IN	in
the	DT	the
country	NN	country
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
see	VB	see
the	DT	the
film	NN	film
for	IN	for
free	JJ	free
,	,	,
if	IN	if
they	PP	they
want	VBP	want
.	SENT	.
And	CC	and
--	:	--
There	EX	there
are	VBP	be
four	CD	four
million	CD	million
16-year-olds	NNS	<unknown>
in	IN	in
the	DT	the
country	NN	country
right	RB	right
now	RB	now
.	SENT	.
If	IN	if
we	PP	we
can	MD	can
get	VB	get
100	CD	@card@
,	,	,
000	CD	@card@
of	IN	of
them	PP	them
in	IN	in
.	SENT	.
.	SENT	.
.	SENT	.
But	CC	but
I	PP	I
want	VBP	want
them	PP	them
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
see	VB	see
it	PP	it
for	IN	for
free	JJ	free
,	,	,
so	RB	so
I	PP	I
made	VBD	make
a	DT	a
website	NN	website
,	,	,
over	IN	over
the	DT	the
weekend	NN	weekend
,	,	,
called	VBD	call
seat16	NN	<unknown>
.	SENT	.
com	NN	com
.	SENT	.
And	CC	and
you	PP	you
just	RB	just
go	VBP	go
on	IN	on
in	IN	in
,	,	,
and	CC	and
you	PP	you
buy	VBP	buy
a	DT	a
ticket	NN	ticket
for	IN	for
a	DT	a
16-year-old	JJ	16-year-old
.	SENT	.
It	PP	it
goes	VBZ	go
into	IN	into
a	DT	a
fund	NN	fund
,	,	,
and	CC	and
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
time	NN	time
,	,	,
in	IN	in
December	NP	December
or	CC	or
January	NP	January
,	,	,
when	WRB	when
the	DT	the
film	NN	film
comes	VBZ	come
out	RP	out
,	,	,
that	WDT	that
goes	VBZ	go
to	TO	to
seat16	NN	<unknown>
.	SENT	.
com	NN	com
.	SENT	.
Not	RB	not
"	``	"
sweet	JJ	sweet
,	,	,
"	''	"
"	``	"
seat	NN	seat
.	SENT	.
"	''	"
Isn	NP	Isn
'	POS	'
t	NN	t
it	PP	it
cute	JJ	cute
?	SENT	?
But	CC	but
the	DT	the
idea	NN	idea
that	IN	that
,	,	,
at	IN	at
that	DT	that
age	NN	age
,	,	,
you	PP	you
'	POS	'
re	NN	re
starting	VBG	start
to	TO	to
interrogate	VB	interrogate
your	PP$	your
place	NN	place
in	IN	in
the	DT	the
world	NN	world
and	CC	and
what	WP	what
the	DT	the
world	NN	world
means	VBZ	mean
to	TO	to
you	PP	you
,	,	,
and	CC	and
how	WRB	how
you	PP	you
fit	VBP	fit
in	IN	in
,	,	,
and	CC	and
I	PP	I
just	RB	just
think	VBP	think
it	PP	it
'	''	'
s	NN	S
such	PDT	such
a	DT	a
tender	NN	tender
age	NN	age
,	,	,
especially	RB	especially
at	IN	at
this	DT	this
time	NN	time
,	,	,
that	WDT	that
young	JJ	young
people	NNS	people
be	VB	be
able	JJ	able
to	TO	to
be	VB	be
autonomous	JJ	autonomous
in	IN	in
what	WP	what
they	PP	they
learn	VBP	learn
,	,	,
that	IN	that
they	PP	they
'	POS	'
re	NN	re
not	RB	not
told	VBD	tell
what	WP	what
they	PP	they
can	MD	can
'	''	'
t	NN	t
learn	VB	learn
.	SENT	.
That	IN	that
they	PP	they
are	VBP	be
able	JJ	able
to	TO	to
read	VB	read
what	WP	what
they	PP	they
want	VBP	want
to	TO	to
read	VB	read
,	,	,
see	VB	see
what	WP	what
they	PP	they
want	VBP	want
to	TO	to
see	VB	see
--	:	--
And	CC	and
so	RB	so
,	,	,
that	IN	that
'	''	'
s	VBG	<unknown>
our	PP$	our
little	JJ	little
solution	NN	solution
.	SENT	.
PM	NN	pm
:	:	:
Not	RB	not
at	IN	at
all	DT	all
surprising	JJ	surprising
that	IN	that
that	WDT	that
would	MD	would
be	VB	be
one	CD	one
of	IN	of
the	DT	the
aspirations	NNS	aspiration
.	SENT	.
And	CC	and
in	IN	in
watching	VBG	watch
it	PP	it
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
really	RB	really
does	VBZ	do
change	VB	change
your	PP$	your
mind	NN	mind
.	SENT	.
I	PP	I
found	VBD	find
myself	PP	myself
thinking	VBG	think
,	,	,
"	''	"
Every	DT	every
student	NN	student
,	,	,
everywhere	RB	everywhere
in	IN	in
the	DT	the
world	NN	world
should	MD	should
see	VB	see
this	DT	this
film	NN	film
,	,	,
and	CC	and
make	VB	make
these	DT	these
connective	JJ	connective
tissue	NN	tissue
,	,	,
that	WDT	that
is	VBZ	be
so	RB	so
clear	JJ	clear
in	IN	in
her	PP$	her
theory	NN	theory
and	CC	and
in	IN	in
the	DT	the
film	NN	film
.	SENT	.
"	''	"
Did	VBD	do
you	PP	you
believe	VBP	believe
all	PDT	all
the	DT	the
theories	NNS	theory
when	WRB	when
you	PP	you
started	VBD	start
,	,	,
or	CC	or
did	VBD	do
something	NN	something
change	NN	change
for	IN	for
you	PP	you
in	IN	in
the	DT	the
making	NN	making
of	IN	of
the	DT	the
film	NN	film
?	SENT	?
Did	VBD	do
you	PP	you
learn	VBP	learn
something	NN	something
that	WDT	that
was	VBD	be
new	JJ	new
,	,	,
and	CC	and
a	DT	a
discovery	NN	discovery
?	SENT	?
AD	NN	ad
:	:	:
I	PP	I
learned	VBD	learn
so	RB	so
much	RB	much
.	SENT	.
Everything	NN	everything
about	IN	about
the	DT	the
Indian	JJ	Indian
people	NNS	people
,	,	,
the	DT	the
Dalit	NP	<unknown>
people	NNS	people
,	,	,
I	PP	I
knew	VBD	know
nothing	NN	nothing
about	RB	about
.	SENT	.
I	PP	I
feel	VBP	feel
I	PP	I
'	''	'
m	NN	m
an	DT	an
educated	VBN	educate
person	NN	person
,	,	,
I	PP	I
thought	VBD	think
I	PP	I
was	VBD	be
well-read	JJ	well-read
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
.	SENT	.
We	PP	we
live	VBP	live
in	IN	in
a	DT	a
container	NN	container
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
promote	VB	promote
the	DT	the
idea	NN	idea
that	IN	that
we	PP	we
should	MD	should
be	VB	be
learning	VBG	learn
about	IN	about
people	NNS	people
'	POS	'
s	JJ	<unknown>
daily	JJ	daily
lives	NNS	life
in	IN	in
any	DT	any
place	NN	place
other	JJ	other
than	IN	than
here	RB	here
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
our	PP$	our
media	NNS	medium
,	,	,
that	WDT	that
is	VBZ	be
our	PP$	our
school	NN	school
system	NN	system
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
many	JJ	many
people	NNS	people
in	IN	in
this	DT	this
audience	NN	audience
,	,	,
you	PP	you
know	VBP	know
you	PP	you
have	VBP	have
to	TO	to
grab	VB	grab
your	PP$	your
education	NN	education
,	,	,
you	PP	you
have	VBP	have
to	TO	to
continue	VB	continue
to	TO	to
educate	VB	educate
yourself	PP	yourself
.	SENT	.
So	RB	so
when	WRB	when
we	PP	we
talk	VBP	talk
about	IN	about
students	NNS	student
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
young	JJ	young
