What	WP	what
brother	NN	brother
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
very	RB	very
glamorous	JJ	glamorous
.	SENT	.
But	CC	but
also	RB	also
frustrated	VBN	frustrate
with	IN	with
the	DT	the
bikes	NNS	bike
that	IN	that
your	PP$	your
dad	NN	dad
rode	NN	rode
,	,	,
which	WDT	which
sort	NN	sort
of	IN	of
had	VBD	have
big	JJ	big
handlebars	NNS	handlebar
like	IN	like
that	DT	that
,	,	,
and	CC	and
they	PP	they
were	VBD	be
too	RB	too
heavy	JJ	heavy
.	SENT	.
So	RB	so
,	,	,
they	PP	they
got	VBD	get
the	DT	the
frames	NNS	frame
from	IN	from
these	DT	these
big	JJ	big
bikes	NNS	bike
,	,	,
put	VBD	put
them	PP	them
together	RB	together
with	IN	with
the	DT	the
gears	NNS	gear
from	IN	from
the	DT	the
racing	VBG	race
bikes	NNS	bike
,	,	,
got	VBD	get
the	DT	the
brakes	NNS	brake
from	IN	from
motorcycles	NNS	motorcycle
,	,	,
and	CC	and
sort	NN	sort
of	IN	of
mixed	JJ	mixed
and	CC	and
matched	VBN	match
various	JJ	various
ingredients	NNS	ingredient
.	SENT	.
And	CC	and
for	IN	for
the	DT	the
first	JJ	first
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
three	CD	three
to	TO	to
five	CD	five
years	NNS	year
of	IN	of
their	PP$	their
life	NN	life
,	,	,
mountain	NN	mountain
bikes	NNS	bike
were	VBD	be
known	VBN	know
as	IN	as
"	``	"
clunkers	NNS	clunker
.	SENT	.
"	``	"
And	CC	and
they	PP	they
were	VBD	be
just	RB	just
made	VBN	make
in	IN	in
a	DT	a
community	NN	community
of	IN	of
bikers	NNS	biker
,	,	,
mainly	RB	mainly
in	IN	in
Northern	NP	Northern
California	NP	California
.	SENT	.
And	CC	and
then	RB	then
one	CD	one
of	IN	of
these	DT	these
companies	NNS	company
that	WDT	that
was	VBD	be
importing	VBG	import
parts	NNS	part
for	IN	for
the	DT	the
clunkers	NNS	clunker
decided	VBD	decide
to	TO	to
set	VB	set
up	RP	up
in	IN	in
business	NN	business
,	,	,
start	VBP	start
selling	VBG	sell
them	PP	them
to	TO	to
other	JJ	other
people	NNS	people
,	,	,
and	CC	and
gradually	RB	gradually
another	DT	another
company	NN	company
emerged	VBD	emerge
out	RP	out
of	IN	of
that	DT	that
,	,	,
Marin	NP	Marin
,	,	,
and	CC	and
it	PP	it
probably	RB	probably
was	VBD	be
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
10	CD	@card@
,	,	,
maybe	RB	maybe
even	RB	even
15	CD	@card@
,	,	,
years	NNS	year
,	,	,
before	IN	before
the	DT	the
big	JJ	big
bike	NN	bike
companies	NNS	company
realized	VBD	realize
there	EX	there
was	VBD	be
a	DT	a
market	NN	market
.	SENT	.
Thirty	CD	thirty
years	NNS	year
later	RBR	later
,	,	,
mountain	NN	mountain
bike	NN	bike
sales	NNS	sale
and	CC	and
mountain	NN	mountain
bike	NN	bike
equipment	NN	equipment
account	NN	account
for	IN	for
65	CD	@card@
percent	NN	percent
of	IN	of
bike	NN	bike
sales	NNS	sale
in	IN	in
America	NP	America
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
58	CD	@card@
billion	NN	billion
dollars	NNS	dollar
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
category	NN	category
entirely	RB	entirely
created	VBN	create
by	IN	by
consumers	NNS	consumer
that	WDT	that
would	MD	would
not	RB	not
have	VB	have
been	VBN	be
created	VBN	create
by	IN	by
the	DT	the
mainstream	JJ	mainstream
bike	NN	bike
market	NN	market
because	IN	because
they	PP	they
couldn	NN	<unknown>
'	POS	'
t	NN	t
see	VBP	see
the	DT	the
need	NN	need
,	,	,
the	DT	the
opportunity	NN	opportunity
;	:	;
they	PP	they
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
the	DT	the
incentive	NN	incentive
to	TO	to
innovate	VB	innovate
.	SENT	.
The	DT	the
one	CD	one
thing	NN	thing
I	PP	I
think	VBP	think
I	PP	I
disagree	VBP	disagree
with	IN	with
about	IN	about
Yochai	NP	<unknown>
'	POS	'
s	NN	S
presentation	NN	presentation
is	VBZ	be
when	WRB	when
he	PP	he
said	VBD	say
the	DT	the
Internet	NN	Internet
causes	VBZ	cause
this	DT	this
distributive	JJ	distributive
capacity	NN	capacity
for	IN	for
innovation	NN	innovation
to	TO	to
come	VB	come
alive	JJ	alive
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
when	WRB	when
the	DT	the
Internet	NN	Internet
combines	VBZ	combine
with	IN	with
these	DT	these
kinds	NNS	kind
of	IN	of
passionate	JJ	passionate
pro-am	JJ	pro-am
consumers	NNS	consumer
â	NP	<unknown>
who	WP	who
are	VBP	be
knowledgeable	JJ	knowledgeable
;	:	;
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
incentive	NN	incentive
to	TO	to
innovate	VB	innovate
;	:	;
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
tools	NNS	tool
;	:	;
they	PP	they
want	VBP	want
to	TO	to
â	NP	<unknown>
that	IN	that
you	PP	you
get	VBP	get
this	DT	this
kind	NN	kind
of	IN	of
explosion	NN	explosion
of	IN	of
creative	JJ	creative
collaboration	NN	collaboration
.	SENT	.
And	CC	and
out	RB	out
of	IN	of
that	DT	that
,	,	,
you	PP	you
get	VBP	get
the	DT	the
need	NN	need
for	IN	for
the	DT	the
kind	NN	kind
of	IN	of
things	NNS	thing
that	IN	that
Jimmy	NP	Jimmy
was	VBD	be
talking	VBG	talk
about	RB	about
,	,	,
which	WDT	which
is	VBZ	be
our	PP$	our
new	JJ	new
kinds	NNS	kind
of	IN	of
organization	NN	organization
,	,	,
or	CC	or
a	DT	a
better	JJR	good
way	NN	way
to	TO	to
put	VB	put
it	PP	it
:	:	:
how	WRB	how
do	VBP	do
we	PP	we
organize	VB	organize
ourselves	PP	ourselves
without	IN	without
organizations	NNS	organization
?	SENT	?
That	IN	that
'	POS	'
s	NN	S
now	RB	now
possible	JJ	possible
;	:	;
you	PP	you
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
an	DT	an
organization	NN	organization
to	TO	to
be	VB	be
organized	VBN	organize
,	,	,
to	TO	to
achieve	VB	achieve
large	JJ	large
and	CC	and
complex	JJ	complex
tasks	NNS	task
,	,	,
like	IN	like
innovating	VBG	innovate
new	JJ	new
software	NN	software
programs	NNS	program
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
huge	JJ	huge
challenge	NN	challenge
to	TO	to
the	DT	the
way	NN	way
we	PP	we
think	VBP	think
creativity	NN	creativity
comes	VBZ	come
about	RB	about
.	SENT	.
The	DT	the
traditional	JJ	traditional
view	NN	view
,	,	,
still	RB	still
enshrined	VBN	enshrine
in	IN	in
much	JJ	much
of	IN	of
the	DT	the
way	NN	way
that	IN	that
we	PP	we
think	VBP	think
about	IN	about
creativity	NN	creativity
â	NP	<unknown>
in	IN	in
organizations	NNS	organization
,	,	,
in	IN	in
government	NN	government
â	NP	<unknown>
is	VBZ	be
that	DT	that
creativity	NN	creativity
is	VBZ	be
about	RB	about
special	JJ	special
people	NNS	people
:	:	:
wear	NN	wear
baseball	NN	baseball
caps	VBZ	cap
the	DT	the
wrong	JJ	wrong
way	NN	way
round	NN	round
,	,	,
come	VBN	come
to	TO	to
conferences	NNS	conference
like	IN	like
this	DT	this
,	,	,
in	IN	in
special	JJ	special
places	NNS	place
,	,	,
elite	JJ	elite
universities	NNS	university
,	,	,
R&D	NN	R&D
labs	NNS	lab
in	IN	in
the	DT	the
forests	NNS	forest
,	,	,
water	NN	water
,	,	,
maybe	RB	maybe
special	JJ	special
rooms	NNS	room
in	IN	in
companies	NNS	company
painted	VBN	paint
funny	JJ	funny
colors	NNS	color
,	,	,
you	PP	you
know	VBP	know
,	,	,
bean	NN	bean
bags	NNS	bag
,	,	,
maybe	RB	maybe
the	DT	the
odd	JJ	odd
table-football	NN	table-football
table	NN	table
.	SENT	.
Special	JJ	special
people	NNS	people
,	,	,
special	JJ	special
places	NNS	place
,	,	,
think	VBP	think
up	RP	up
special	JJ	special
ideas	NNS	idea
,	,	,
then	RB	then
you	PP	you
have	VBP	have
a	DT	a
pipeline	NN	pipeline
that	WDT	that
takes	VBZ	take
the	DT	the
ideas	NNS	idea
down	RB	down
to	TO	to
the	DT	the
waiting	VBG	wait
consumers	NNS	consumer
,	,	,
who	WP	who
are	VBP	be
passive	JJ	passive
.	SENT	.
They	PP	they
can	MD	can
say	VB	say
"	``	"
yes	UH	yes
"	''	"
or	CC	or
"	``	"
no	UH	no
"	''	"
to	TO	to
the	DT	the
invention	NN	invention
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
idea	NN	idea
of	IN	of
creativity	NN	creativity
.	SENT	.
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
policy	NN	policy
recommendation	NN	recommendation
out	IN	out
of	IN	of
that	DT	that
if	IN	if
you	PP	you
'	POS	'
re	NN	re
in	IN	in
government	NN	government
,	,	,
or	CC	or
you	PP	you
'	POS	'
re	NN	re
running	VBG	run
a	DT	a
large	JJ	large
company	NN	company
?	SENT	?
More	RBR	more
special	JJ	special
people	NNS	people
,	,	,
more	JJR	more
special	JJ	special
places	NNS	place
.	SENT	.
Build	VB	build
creative	JJ	creative
clusters	NNS	cluster
in	IN	in
cities	NNS	city
;	:	;
create	VB	create
more	JJR	more
R&D	NN	R&D
parks	NNS	park
,	,	,
so	RB	so
on	IN	on
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
Expand	VB	expand
the	DT	the
pipeline	NN	pipeline
down	RB	down
to	TO	to
the	DT	the
consumers	NNS	consumer
.	SENT	.
Well	RB	well
this	DT	this
view	NN	view
,	,	,
I	PP	I
think	VBP	think
,	,	,
is	VBZ	be
increasingly	RB	increasingly
wrong	JJ	wrong
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	RB	<unknown>
always	RB	always
been	VBN	be
wrong	JJ	wrong
,	,	,
because	IN	because
I	PP	I
think	VBP	think
always	RB	always
creativity	NN	creativity
has	VBZ	have
been	VBN	be
highly	RB	highly
collaborative	JJ	collaborative
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
probably	RB	probably
been	VBN	be
largely	RB	largely
interactive	JJ	interactive
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
increasingly	RB	increasingly
wrong	JJ	wrong
,	,	,
and	CC	and
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
it	PP	it
'	POS	'
s	NN	S
wrong	RB	wrong
is	VBZ	be
that	IN	that
the	DT	the
ideas	NNS	idea
are	VBP	be
flowing	VBG	flow
back	RB	back
up	IN	up
the	DT	the
pipeline	NN	pipeline
.	SENT	.
The	DT	the
ideas	NNS	idea
are	VBP	be
coming	VBG	come
back	RB	back
from	IN	from
the	DT	the
consumers	NNS	consumer
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
often	RB	often
ahead	RB	ahead
of	IN	of
the	DT	the
producers	NNS	producer
.	SENT	.
Why	WRB	why
is	VBZ	be
that	RB	that
?	SENT	?
Well	RB	well
,	,	,
one	CD	one
issue	NN	issue
is	VBZ	be
that	IN	that
radical	JJ	radical
innovation	NN	innovation
,	,	,
when	WRB	when
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
ideas	NNS	idea
that	WDT	that
affect	VBP	affect
a	DT	a
large	JJ	large
number	NN	number
of	IN	of
technologies	NNS	technology
or	CC	or
people	NNS	people
,	,	,
have	VBP	have
a	DT	a
great	JJ	great
deal	NN	deal
of	IN	of
uncertainty	NN	uncertainty
attached	VBN	attach
to	TO	to
them	PP	them
.	SENT	.
The	DT	the
payoffs	NNS	payoff
to	TO	to
innovation	NN	innovation
are	VBP	be
greatest	JJ	greatest
where	WRB	where
the	DT	the
uncertainty	NN	uncertainty
is	VBZ	be
highest	JJS	high
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
get	VBP	get
a	DT	a
radical	JJ	radical
innovation	NN	innovation
,	,	,
it	PP	it
'	POS	'
s	NN	S
often	RB	often
very	RB	very
uncertain	JJ	uncertain
how	WRB	how
it	PP	it
can	MD	can
be	VB	be
applied	VBN	apply
.	SENT	.
The	DT	the
whole	JJ	whole
history	NN	history
of	IN	of
telephony	NN	telephony
is	VBZ	be
a	DT	a
story	NN	story
of	IN	of
dealing	VBG	deal
with	IN	with
that	DT	that
uncertainty	NN	uncertainty
.	SENT	.
The	DT	the
very	RB	very
first	JJ	first
landline	NN	<unknown>
telephones	NNS	telephone
,	,	,
the	DT	the
inventors	NNS	inventor
thought	VBD	think
that	IN	that
they	PP	they
would	MD	would
be	VB	be
used	VBN	use
for	IN	for
people	NNS	people
to	TO	to
listen	VB	listen
in	IN	in
to	TO	to
live	VB	live
performances	NNS	performance
from	IN	from
West	JJ	West
End	NN	end
theaters	NNS	theater
.	SENT	.
When	WRB	when
the	DT	the
mobile	JJ	mobile
telephone	NN	telephone
companies	NNS	company
invented	VBD	invent
SMS	NNS	<unknown>
,	,	,
they	PP	they
had	VBD	have
no	DT	no
idea	NN	idea
what	WP	what
it	PP	it
was	VBD	be
for	IN	for
;	:	;
it	PP	it
was	VBD	be
only	RB	only
when	WRB	when
that	DT	that
technology	NN	technology
got	VBD	get
into	IN	into
the	DT	the
hands	NNS	hand
of	IN	of
teenage	JJ	teenage
users	NNS	user
that	IN	that
they	PP	they
invented	VBD	invent
the	DT	the
use	NN	use
.	SENT	.
So	RB	so
the	DT	the
more	RBR	more
radical	JJ	radical
the	DT	the
innovation	NN	innovation
,	,	,
the	DT	the
more	JJR	more
the	DT	the
uncertainty	NN	uncertainty
,	,	,
the	DT	the
more	RBR	more
you	PP	you
need	VBP	need
innovation	NN	innovation
in	IN	in
use	NN	use
to	TO	to
work	VB	work
out	RP	out
what	WP	what
a	DT	a
technology	NN	technology
is	VBZ	be
for	IN	for
.	SENT	.
All	DT	all
of	IN	of
our	PP$	our
patents	NNS	patent
,	,	,
our	PP$	our
entire	JJ	entire
approach	NN	approach
to	TO	to
patents	NNS	patent
and	CC	and
invention	NN	invention
,	,	,
is	VBZ	be
based	VBN	base
on	IN	on
the	DT	the
idea	NN	idea
that	IN	that
the	DT	the
inventor	NN	inventor
knows	VBZ	know
what	WP	what
the	DT	the
invention	NN	invention
is	VBZ	be
for	IN	for
;	:	;
we	PP	we
can	MD	can
say	VB	say
what	WP	what
it	PP	it
'	POS	'
s	NN	S
for	IN	for
.	SENT	.
More	JJR	more
and	CC	and
more	RBR	more
,	,	,
the	DT	the
inventors	NNS	inventor
of	IN	of
things	NNS	thing
will	MD	will
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
say	VB	say
that	IN	that
in	IN	in
advance	NN	advance
.	SENT	.
It	PP	it
will	MD	will
be	VB	be
worked	VBN	work
out	RP	out
in	IN	in
use	NN	use
,	,	,
in	IN	in
collaboration	NN	collaboration
with	IN	with
users	NNS	user
.	SENT	.
We	PP	we
like	VBP	like
to	TO	to
think	VB	think
that	DT	that
invention	NN	invention
is	VBZ	be
a	DT	a
sort	NN	sort
of	IN	of
moment	NN	moment
of	IN	of
creation	NN	creation
:	:	:
there	EX	there
is	VBZ	be
a	DT	a
moment	NN	moment
of	IN	of
birth	NN	birth
when	WRB	when
someone	NN	someone
comes	VBZ	come
up	RP	up
with	IN	with
an	DT	an
idea	NN	idea
.	SENT	.
The	DT	the
truth	NN	truth
is	VBZ	be
that	DT	that
most	JJS	most
creativity	NN	creativity
is	VBZ	be
cumulative	JJ	cumulative
and	CC	and
collaborative	JJ	collaborative
;	:	;
like	IN	like
Wikipedia	NP	<unknown>
,	,	,
it	PP	it
develops	VBZ	develop
over	IN	over
a	DT	a
long	JJ	long
period	NN	period
of	IN	of
time	NN	time
.	SENT	.
The	DT	the
second	JJ	second
reason	NN	reason
why	WRB	why
users	NNS	user
are	VBP	be
more	JJR	more
and	CC	and
more	RBR	more
important	JJ	important
is	VBZ	be
that	IN	that
they	PP	they
are	VBP	be
the	DT	the
source	NN	source
of	IN	of
big	JJ	big
,	,	,
disruptive	JJ	disruptive
innovations	NNS	innovation
.	SENT	.
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
find	VB	find
the	DT	the
big	JJ	big
new	JJ	new
ideas	NNS	idea
,	,	,
it	PP	it
'	POS	'
s	NN	S
often	RB	often
difficult	JJ	difficult
to	TO	to
find	VB	find
them	PP	them
in	IN	in
mainstream	JJ	mainstream
markets	NNS	market
,	,	,
in	IN	in
big	JJ	big
organizations	NNS	organization
.	SENT	.
And	CC	and
just	RB	just
look	VB	look
inside	IN	inside
large	JJ	large
organizations	NNS	organization
and	CC	and
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
why	WRB	why
that	DT	that
is	VBZ	be
so	RB	so
.	SENT	.
So	RB	so
,	,	,
you	PP	you
'	POS	'
re	NN	re
in	IN	in
a	DT	a
big	JJ	big
corporation	NN	corporation
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
obviously	RB	obviously
keen	JJ	keen
to	TO	to
go	VB	go
up	RP	up
the	DT	the
corporate	JJ	corporate
ladder	NN	ladder
.	SENT	.
Do	VB	do
you	PP	you
go	VB	go
into	IN	into
your	PP$	your
board	NN	board
and	CC	and
say	VB	say
,	,	,
"	``	"
Look	VB	look
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
fantastic	JJ	fantastic
idea	NN	idea
for	IN	for
an	DT	an
embryonic	JJ	embryonic
product	NN	product
in	IN	in
a	DT	a
marginal	JJ	marginal
market	NN	market
,	,	,
with	IN	with
consumers	NNS	consumer
we	PP	we
'	POS	'
ve	NN	ve
never	RB	never
dealt	VBN	deal
with	IN	with
before	RB	before
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
it	PP	it
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
have	VB	have
a	DT	a
big	JJ	big
payoff	NN	payoff
,	,	,
but	CC	but
it	PP	it
could	MD	could
be	VB	be
really	RB	really
,	,	,
really	RB	really
big	JJ	big
in	IN	in
the	DT	the
future	NN	future
?	SENT	?
"	``	"
No	UH	no
,	,	,
what	WP	what
you	PP	you
do	VBP	do
,	,	,
is	VBZ	be
you	PP	you
go	VBP	go
in	IN	in
and	CC	and
you	PP	you
say	VBP	say
,	,	,
"	''	"
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
fantastic	JJ	fantastic
idea	NN	idea
for	IN	for
an	DT	an
incremental	JJ	incremental
innovation	NN	innovation
to	TO	to
an	DT	an
existing	JJ	existing
product	NN	product
we	PP	we
sell	VBP	sell
through	IN	through
existing	VBG	exist
channels	NNS	channel
to	TO	to
existing	JJ	existing
users	NNS	user
,	,	,
and	CC	and
I	PP	I
can	MD	can
guarantee	VB	guarantee
you	PP	you
get	VB	get
this	DT	this
much	JJ	much
return	NN	return
out	RP	out
of	IN	of
it	PP	it
over	IN	over
the	DT	the
next	JJ	next
three	CD	three
years	NNS	year
.	SENT	.
"	''	"
Big	JJ	big
corporations	NNS	corporation
have	VBP	have
an	DT	an
in-built	JJ	in-built
tendency	NN	tendency
to	TO	to
reinforce	VB	reinforce
past	JJ	past
success	NN	success
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
so	RB	so
much	RB	much
sunk	VBN	sink
in	IN	in
it	PP	it
that	IN	that
it	PP	it
'	POS	'
s	NN	S
very	RB	very
difficult	JJ	difficult
for	IN	for
them	PP	them
to	TO	to
spot	VB	spot
emerging	VBG	emerge
new	JJ	new
markets	NNS	market
.	SENT	.
Emerging	VBG	emerge
new	JJ	new
markets	NNS	market
,	,	,
then	RB	then
,	,	,
are	VBP	be
the	DT	the
breeding	VBG	breed
grounds	NNS	ground
for	IN	for
passionate	JJ	passionate
users	NNS	user
.	SENT	.
Best	JJS	good
example	NN	example
:	:	:
who	WP	who
in	IN	in
the	DT	the
music	NN	music
industry	NN	industry
,	,	,
30	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
would	MD	would
have	VB	have
said	VBN	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
let	VB	let
'	''	'
s	NNS	<unknown>
invent	VBP	invent
a	DT	a
musical	JJ	musical
form	NN	form
which	WDT	which
is	VBZ	be
all	DT	all
about	RB	about
dispossessed	VBN	dispossess
black	JJ	black
men	NNS	man
in	IN	in
ghettos	NNS	ghetto
expressing	VBG	express
their	PP$	their
frustration	NN	frustration
with	IN	with
the	DT	the
world	NN	world
through	IN	through
a	DT	a
form	NN	form
of	IN	of
music	NN	music
that	IN	that
many	JJ	many
people	NNS	people
find	VBP	find
initially	RB	initially
quite	RB	quite
difficult	JJ	difficult
to	TO	to
listen	VB	listen
to	TO	to
.	SENT	.
That	DT	that
sounds	NNS	sound
like	IN	like
a	DT	a
winner	NN	winner
;	:	;
we	PP	we
'	POS	'
ll	NNS	<unknown>
go	VBP	go
with	IN	with
it	PP	it
.	SENT	.
"	''	"
.	SENT	.
So	RB	so
what	WP	what
happens	VBZ	happen
?	SENT	?
Rap	NN	rap
music	NN	music
is	VBZ	be
created	VBN	create
by	IN	by
the	DT	the
users	NNS	user
.	SENT	.
They	PP	they
do	VBP	do
it	PP	it
on	IN	on
their	PP$	their
own	JJ	own
tapes	NNS	tape
,	,	,
with	IN	with
their	PP$	their
own	JJ	own
recording	NN	recording
equipment	NN	equipment
;	:	;
they	PP	they
distribute	VBP	distribute
it	PP	it
themselves	PP	themselves
.	SENT	.
30	CD	@card@
years	NNS	year
later	RBR	later
,	,	,
rap	NN	rap
music	NN	music
is	VBZ	be
the	DT	the
dominant	JJ	dominant
musical	JJ	musical
form	NN	form
of	IN	of
popular	JJ	popular
culture	NN	culture
â	NP	<unknown>
would	MD	would
never	RB	never
have	VB	have
come	VBN	come
from	IN	from
the	DT	the
big	JJ	big
companies	NNS	company
.	SENT	.
Had	VBD	have
to	TO	to
start	VB	start
â	NP	<unknown>
this	DT	this
is	VBZ	be
the	DT	the
third	JJ	third
point	NN	point
â	NP	<unknown>
with	IN	with
these	DT	these
pro-ams	NNS	<unknown>
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
phrase	NN	phrase
that	IN	that
I	NP	I
'	POS	'
ve	NNS	<unknown>
used	VBN	use
in	IN	in
some	DT	some
stuff	NN	stuff
which	WDT	which
I	NP	I
'	POS	'
ve	NNS	<unknown>
done	VBN	do
with	IN	with
a	DT	a
think	NN	think
tank	NN	tank
in	IN	in
London	NP	London
called	VBD	call
Demos	NP	Demos
,	,	,
where	WRB	where
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
looking	VBG	look
at	IN	at
these	DT	these
people	NNS	people
who	WP	who
are	VBP	be
amateurs	NNS	amateur
â	NP	<unknown>
i	NP	i
.	SENT	.
e	LS	e
.	SENT	.
,	,	,
they	PP	they
do	VBP	do
it	PP	it
for	IN	for
the	DT	the
love	NN	love
of	IN	of
it	PP	it
â	NP	<unknown>
but	CC	but
they	PP	they
want	VBP	want
to	TO	to
do	VB	do
it	PP	it
to	TO	to
very	RB	very
high	JJ	high
standards	NNS	standard
.	SENT	.
And	CC	and
across	IN	across
a	DT	a
whole	JJ	whole
range	NN	range
of	IN	of
fields	NNS	field
â	NP	<unknown>
from	IN	from
software	NN	software
,	,	,
astronomy	NN	astronomy
,	,	,
natural	JJ	natural
sciences	NNS	science
,	,	,
vast	JJ	vast
areas	NNS	area
of	IN	of
leisure	NN	leisure
and	CC	and
culture	NN	culture
like	IN	like
kite-	NN	<unknown>
surfing	NN	surfing
