What	WP	what
richest	JJS	rich
on	IN	on
the	DT	the
other	JJ	other
,	,	,
and	CC	and
everyone	NN	everyone
in	IN	in
the	DT	the
world	NN	world
lives	VBZ	live
on	IN	on
this	DT	this
street	NN	street
.	SENT	.
You	PP	you
live	VBP	live
there	RB	there
,	,	,
I	PP	I
live	VBP	live
there	EX	there
,	,	,
and	CC	and
the	DT	the
neighbors	NNS	neighbor
we	PP	we
have	VBP	have
are	VBP	be
the	DT	the
ones	NNS	one
with	IN	with
the	DT	the
same	JJ	same
income	NN	income
.	SENT	.
People	NNS	people
that	WDT	that
live	VBP	live
in	IN	in
the	DT	the
same	JJ	same
block	NN	block
as	IN	as
me	PP	me
,	,	,
they	PP	they
are	VBP	be
from	IN	from
other	JJ	other
countries	NNS	country
,	,	,
other	JJ	other
cultures	NNS	culture
,	,	,
other	JJ	other
religions	NNS	religion
.	SENT	.
The	DT	the
street	NN	street
might	MD	might
look	VB	look
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
curious	JJ	curious
.	SENT	.
In	IN	in
Sweden	NP	Sweden
where	WRB	where
I	PP	I
live	VBP	live
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
meeting	VBG	meet
quite	PDT	quite
a	DT	a
lot	NN	lot
of	IN	of
students	NNS	student
.	SENT	.
And	CC	and
I	PP	I
wanted	VBD	want
to	TO	to
know	VB	know
,	,	,
where	WRB	where
would	MD	would
they	PP	they
think	VB	think
they	PP	they
belong	VB	belong
on	IN	on
a	DT	a
street	NN	street
like	IN	like
this	DT	this
?	SENT	?
So	RB	so
we	PP	we
changed	VBD	change
these	DT	these
houses	NNS	house
into	IN	into
people	NNS	people
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
seven	CD	seven
billion	NN	billion
people	NNS	people
that	WDT	that
live	VBP	live
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
just	RB	just
by	IN	by
living	VBG	live
in	IN	in
Sweden	NP	Sweden
,	,	,
most	RBS	most
likely	RB	likely
you	PP	you
belong	VBP	belong
there	RB	there
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
richest	JJS	rich
group	NN	group
.	SENT	.
But	CC	but
the	DT	the
students	NNS	student
,	,	,
when	WRB	when
you	PP	you
ask	VBP	ask
them	PP	them
,	,	,
they	PP	they
think	VBP	think
they	PP	they
are	VBP	be
in	IN	in
the	DT	the
middle	NN	middle
.	SENT	.
And	CC	and
how	WRB	how
can	MD	can
you	PP	you
understand	VB	understand
the	DT	the
world	NN	world
when	WRB	when
you	PP	you
see	VBP	see
all	PDT	all
these	DT	these
scary	JJ	scary
images	NNS	image
from	IN	from
the	DT	the
world	NN	world
,	,	,
and	CC	and
you	PP	you
think	VBP	think
you	PP	you
live	VBP	live
in	IN	in
the	DT	the
middle	NN	middle
,	,	,
while	IN	while
you	PP	you
'	POS	'
re	NN	re
actually	RB	actually
atop	RB	atop
?	SENT	?
Not	RB	not
very	RB	very
easy	JJ	easy
.	SENT	.
So	RB	so
I	PP	I
sent	VBD	send
out	RP	out
photographers	NNS	photographer
to	TO	to
264	CD	@card@
homes	NNS	home
in	IN	in
50	CD	@card@
countries	NNS	country
—	:	-
so	RB	so
far	RB	far
,	,	,
still	RB	still
counting	VBG	count
—	:	-
and	CC	and
in	IN	in
each	DT	each
home	NN	home
,	,	,
the	DT	the
photographers	NNS	photographer
take	VBP	take
the	DT	the
same	JJ	same
set	NN	set
of	IN	of
photos	NNS	photo
.	SENT	.
They	PP	they
take	VBP	take
the	DT	the
bed	NN	bed
,	,	,
the	DT	the
stove	NN	stove
,	,	,
the	DT	the
toys	NNS	toy
and	CC	and
about	RB	about
135	CD	@card@
other	JJ	other
things	NNS	thing
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
40	CD	@card@
,	,	,
000	CD	@card@
images	NNS	image
or	CC	or
something	NN	something
at	IN	at
the	DT	the
moment	NN	moment
,	,	,
and	CC	and
it	PP	it
looks	VBZ	look
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
Here	RB	here
we	PP	we
see	VBP	see
,	,	,
it	PP	it
says	VBZ	say
on	IN	on
the	DT	the
top	NN	top
,	,	,
"	''	"
Families	NNS	family
in	IN	in
the	DT	the
world	NN	world
by	IN	by
income	NN	income
,	,	,
"	``	"
and	CC	and
we	PP	we
have	VBP	have
the	DT	the
street	NN	street
represented	VBD	represent
just	RB	just
beneath	IN	beneath
it	PP	it
,	,	,
you	PP	you
can	MD	can
see	VB	see
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
see	VBP	see
some	DT	some
of	IN	of
the	DT	the
families	NNS	family
we	PP	we
have	VBP	have
visited	VBN	visit
.	SENT	.
We	PP	we
have	VBP	have
the	DT	the
poorer	RBR	poorer
to	TO	to
the	DT	the
left	NN	left
,	,	,
the	DT	the
richer	JJR	rich
to	TO	to
the	DT	the
right	NN	right
,	,	,
and	CC	and
everybody	NN	everybody
else	RB	else
in	IN	in
between	IN	between
,	,	,
as	IN	as
the	DT	the
concept	NN	concept
says	VBZ	say
.	SENT	.
We	PP	we
can	MD	can
go	VB	go
down	RP	down
and	CC	and
see	VB	see
the	DT	the
different	JJ	different
families	NNS	family
we	PP	we
have	VBP	have
been	VBN	be
to	TO	to
so	RB	so
far	RB	far
.	SENT	.
Here	RB	here
,	,	,
for	IN	for
instance	NN	instance
,	,	,
we	PP	we
have	VBP	have
a	DT	a
family	NN	family
in	IN	in
Zimbabwe	NP	Zimbabwe
,	,	,
one	CD	one
in	IN	in
India	NP	India
,	,	,
one	CD	one
in	IN	in
Russia	NP	Russia
,	,	,
and	CC	and
one	CD	one
in	IN	in
Mexico	NP	Mexico
,	,	,
for	IN	for
instance	NN	instance
.	SENT	.
So	RB	so
we	PP	we
can	MD	can
go	VB	go
around	RP	around
and	CC	and
look	VB	look
at	IN	at
the	DT	the
families	NNS	family
this	DT	this
way	NN	way
.	SENT	.
But	CC	but
of	IN	of
course	NN	course
,	,	,
we	PP	we
can	MD	can
choose	VB	choose
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
see	VB	see
some	DT	some
certain	JJ	certain
countries	NNS	country
and	CC	and
compare	VB	compare
them	PP	them
,	,	,
or	CC	or
regions	NNS	region
,	,	,
or	CC	or
if	IN	if
we	PP	we
want	VBP	want
,	,	,
to	TO	to
see	VB	see
other	JJ	other
things	NNS	thing
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
go	VBP	go
to	TO	to
the	DT	the
front	JJ	front
doors	NNS	door
and	CC	and
see	VB	see
what	WP	what
they	PP	they
look	VBP	look
like	IN	like
.	SENT	.
Go	VB	go
here	RB	here
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
world	NN	world
by	IN	by
front	JJ	front
doors	NNS	door
,	,	,
ordered	VBN	order
by	IN	by
income	NN	income
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
see	VB	see
the	DT	the
big	JJ	big
difference	NN	difference
from	IN	from
India	NP	India
,	,	,
Philippines	NPS	Philippine
,	,	,
China	NP	China
,	,	,
Ukraine	NP	Ukraine
,	,	,
in	IN	in
these	DT	these
examples	NNS	example
,	,	,
for	IN	for
instance	NN	instance
.	SENT	.
What	WP	what
if	IN	if
we	PP	we
go	VBP	go
into	IN	into
the	DT	the
home	NN	home
?	SENT	?
We	PP	we
can	MD	can
look	VB	look
at	IN	at
beds	NNS	bed
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
beds	NNS	bed
can	MD	can
look	VB	look
like	IN	like
.	SENT	.
Doesn	NP	<unknown>
'	POS	'
t	NN	t
look	NN	look
like	IN	like
the	DT	the
glossy	JJ	glossy
magazines	NNS	magazine
.	SENT	.
Doesn	NP	<unknown>
'	POS	'
t	NN	t
look	NN	look
like	IN	like
the	DT	the
scary	JJ	scary
images	NNS	image
in	IN	in
the	DT	the
media	NNS	medium
.	SENT	.
So	RB	so
remember	VB	remember
that	IN	that
the	DT	the
students	NNS	student
in	IN	in
Sweden	NP	Sweden
,	,	,
they	PP	they
thought	VBD	think
they	PP	they
were	VBD	be
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
world	NN	world
income	NN	income
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
go	VBP	go
there	RB	there
.	SENT	.
We	PP	we
zoom	VBP	zoom
in	IN	in
here	RB	here
by	IN	by
filtering	VBG	filter
the	DT	the
street	NN	street
to	TO	to
the	DT	the
middle	NN	middle
,	,	,
like	IN	like
this	DT	this
,	,	,
and	CC	and
then	RB	then
I	PP	I
ask	VBP	ask
the	DT	the
students	NNS	student
:	:	:
Is	VBZ	be
this	DT	this
what	WP	what
your	PP$	your
bedroom	NN	bedroom
looks	VBZ	look
like	IN	like
?	SENT	?
And	CC	and
they	PP	they
would	MD	would
actually	RB	actually
not	RB	not
feel	VB	feel
very	RB	very
at	IN	at
home	NN	home
.	SENT	.
So	RB	so
we	PP	we
go	VBP	go
down	RB	down
and	CC	and
see	VBP	see
,	,	,
do	VBP	do
they	PP	they
feel	VBP	feel
more	JJR	more
at	IN	at
home	NN	home
here	RB	here
?	SENT	?
And	CC	and
they	PP	they
would	MD	would
say	VB	say
,	,	,
no	UH	no
,	,	,
this	DT	this
is	VBZ	be
not	RB	not
what	WP	what
a	DT	a
Swedish	JJ	Swedish
typical	JJ	typical
bedroom	NN	bedroom
looks	VBZ	look
like	IN	like
.	SENT	.
We	PP	we
go	VBP	go
up	RB	up
here	RB	here
,	,	,
and	CC	and
suddenly	RB	suddenly
,	,	,
they	PP	they
feel	VBP	feel
sort	NN	sort
of	IN	of
at	IN	at
home	NN	home
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
see	VB	see
here	RB	here
in	IN	in
this	DT	this
image	NN	image
,	,	,
we	PP	we
see	VBP	see
bedrooms	NNS	bedroom
in	IN	in
China	NP	China
,	,	,
Netherlands	NP	Netherlands
,	,	,
South	NP	South
Korea	NP	Korea
,	,	,
France	NP	France
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
,	,	,
for	IN	for
instance	NN	instance
.	SENT	.
So	RB	so
we	PP	we
can	MD	can
click	VB	click
here	RB	here
.	SENT	.
If	IN	if
we	PP	we
want	VBP	want
to	TO	to
know	VB	know
more	JJR	more
about	IN	about
the	DT	the
family	NN	family
,	,	,
the	DT	the
home	NN	home
in	IN	in
which	WDT	which
this	DT	this
bed	NN	bed
stands	VBZ	stand
,	,	,
we	PP	we
can	MD	can
just	RB	just
click	VB	click
it	PP	it
and	CC	and
go	VB	go
to	TO	to
the	DT	the
family	NN	family
,	,	,
and	CC	and
we	PP	we
can	MD	can
see	VB	see
all	PDT	all
the	DT	the
images	NNS	image
from	IN	from
that	DT	that
family	NN	family
.	SENT	.
We	PP	we
can	MD	can
go	VB	go
this	DT	this
way	NN	way
,	,	,
too	RB	too
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
this	DT	this
is	VBZ	be
free	JJ	free
for	IN	for
anyone	NN	anyone
to	TO	to
use	VB	use
.	SENT	.
So	RB	so
just	RB	just
go	VB	go
here	RB	here
,	,	,
and	CC	and
please	VB	please
add	VB	add
more	JJR	more
images	NNS	image
,	,	,
of	IN	of
course	NN	course
.	SENT	.
My	PP$	my
personal	JJ	personal
favorite	NN	favorite
that	IN	that
everyone	NN	everyone
always	RB	always
tries	VBZ	try
to	TO	to
make	VB	make
me	PP	me
not	RB	not
show	VBP	show
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
now	RB	now
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
toilets	NNS	toilet
,	,	,
because	IN	because
you	PP	you
'	POS	'
re	NN	re
not	RB	not
really	RB	really
allowed	VBN	allow
to	TO	to
look	VB	look
at	IN	at
people	NNS	people
'	POS	'
s	NN	S
toilets	NNS	toilet
,	,	,
but	CC	but
now	RB	now
we	PP	we
can	MD	can
just	RB	just
do	VB	do
it	PP	it
,	,	,
right	RB	right
?	SENT	?
So	RB	so
here	RB	here
we	PP	we
have	VBP	have
a	DT	a
lot	NN	lot
of	IN	of
toilets	NNS	toilet
.	SENT	.
They	PP	they
look	VBP	look
pretty	RB	pretty
much	RB	much
as	IN	as
we	PP	we
'	POS	'
re	NN	re
used	VBN	use
to	TO	to
,	,	,
right	RB	right
?	SENT	?
And	CC	and
they	PP	they
are	VBP	be
in	IN	in
China	NP	China
,	,	,
Netherlands	NP	Netherlands
,	,	,
United	NP	United
States	NPS	States
,	,	,
Nepal	NP	Nepal
and	CC	and
so	RB	so
forth	RB	forth
,	,	,
Ukraine	NP	Ukraine
,	,	,
France	NP	France
.	SENT	.
And	CC	and
they	PP	they
look	VBP	look
pretty	RB	pretty
similar	JJ	similar
,	,	,
right	RB	right
?	SENT	?
But	CC	but
remember	VB	remember
,	,	,
we	PP	we
are	VBP	be
in	IN	in
the	DT	the
top	NN	top
.	SENT	.
So	RB	so
what	WP	what
about	IN	about
checking	VBG	check
all	PDT	all
the	DT	the
toilets	NNS	toilet
?	SENT	?
Now	RB	now
it	PP	it
looks	VBZ	look
a	DT	a
bit	NN	bit
different	JJ	different
,	,	,
doesn	NP	<unknown>
'	POS	'
t	NN	t
it	PP	it
?	SENT	?
So	IN	so
this	DT	this
way	NN	way
we	PP	we
can	MD	can
visually	RB	visually
browse	VB	browse
through	IN	through
categories	NNS	category
of	IN	of
imagery	NN	imagery
,	,	,
using	VBG	use
photos	NNS	photo
as	IN	as
data	NNS	datum
.	SENT	.
But	CC	but
not	RB	not
everything	NN	everything
works	NNS	work
as	IN	as
a	DT	a
photo	NN	photo
.	SENT	.
Sometimes	RB	sometimes
it	PP	it
'	POS	'
s	NN	S
easier	RBR	easier
to	TO	to
understand	VB	understand
what	WP	what
people	NNS	people
do	VBP	do
,	,	,
so	RB	so
we	PP	we
also	RB	also
do	VBP	do
video	JJ	video
snippets	NNS	snippet
of	IN	of
everyday	JJ	everyday
activities	NNS	activity
,	,	,
such	JJ	such
as	IN	as
washing	VBG	wash
hands	NNS	hand
,	,	,
doing	VBG	do
laundry	NN	laundry
,	,	,
brushing	VBG	brush
teeth	NNS	tooth
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
a	DT	a
short	JJ	short
snippet	NN	snippet
of	IN	of
tooth-brushing	NN	<unknown>
,	,	,
and	CC	and
we—re	NN	<unknown>
going	VBG	go
to	TO	to
start	VB	start
at	IN	at
the	DT	the
top	NN	top
.	SENT	.
So	RB	so
we	PP	we
see	VBP	see
people	NNS	people
brushing	VBG	brush
their	PP$	their
teeth	NNS	tooth
.	SENT	.
Pretty	RB	pretty
interesting	JJ	interesting
to	TO	to
see	VB	see
the	DT	the
same	JJ	same
type	NN	type
of	IN	of
plastic	JJ	plastic
toothbrush	NN	toothbrush
is	VBZ	be
being	VBG	be
used	VBN	use
in	IN	in
all	PDT	all
these	DT	these
places	NNS	place
in	IN	in
the	DT	the
same	JJ	same
way	NN	way
,	,	,
right	RB	right
?	SENT	?
Some	DT	some
are	VBP	be
more	RBR	more
serious	JJ	serious
than	IN	than
others	NNS	other
—	:	-
but	CC	but
still	RB	still
,	,	,
the	DT	the
toothbrush	NN	toothbrush
is	VBZ	be
there	RB	there
.	SENT	.
And	CC	and
then	RB	then
,	,	,
coming	VBG	come
down	RB	down
to	TO	to
this	DT	this
poorer	JJR	poor
end	NN	end
,	,	,
then	RB	then
we	PP	we
will	MD	will
see	VB	see
people	NNS	people
start	VB	start
using	VBG	use
sticks	NNS	stick
,	,	,
and	CC	and
they	PP	they
will	MD	will
sometimes	RB	sometimes
use	VB	use
their	PP$	their
finger	NN	finger
to	TO	to
brush	VB	brush
their	PP$	their
teeth	NNS	tooth
.	SENT	.
So	IN	so
this	DT	this
particular	JJ	particular
woman	NN	woman
in	IN	in
Malawi	NP	Malawi
,	,	,
when	WRB	when
she	PP	she
brushes	VBZ	brush
her	PP$	her
teeth	NNS	tooth
,	,	,
she	PP	she
scrapes	VBZ	scrape
some	DT	some
mud	NN	mud
off	RP	off
from	IN	from
her	PP$	her
wall	NN	wall
and	CC	and
she	PP	she
mixes	VBZ	mix
it	PP	it
with	IN	with
water	NN	water
,	,	,
and	CC	and
then	RB	then
she	PP	she
'	POS	'
s	NNS	<unknown>
brushing	VBG	brush
.	SENT	.
Therefore	RB	therefore
,	,	,
in	IN	in
the	DT	the
Dollar	NP	Dollar
Street	NP	Street
material	NN	material
,	,	,
we	PP	we
have	VBP	have
tagged	VBN	tag
this	DT	this
image	NN	image
not	RB	not
only	RB	only
as	IN	as
her	PP$	her
wall	NN	wall
,	,	,
which	WDT	which
it	PP	it
is	VBZ	be
,	,	,
but	CC	but
also	RB	also
as	IN	as
her	PP$	her
toothpaste	NN	toothpaste
,	,	,
because	IN	because
that	WDT	that
is	VBZ	be
also	RB	also
what	WP	what
she	PP	she
uses	VBZ	use
it	PP	it
for	IN	for
.	SENT	.
So	RB	so
we	PP	we
can	MD	can
say	VB	say
,	,	,
in	IN	in
the	DT	the
poorer	JJR	poor
end	NN	end
of	IN	of
the	DT	the
street	NN	street
,	,	,
you	PP	you
will	MD	will
use	VB	use
a	DT	a
stick	NN	stick
or	CC	or
your	PP$	your
finger	NN	finger
,	,	,
you	PP	you
come	VBP	come
to	TO	to
the	DT	the
middle	NN	middle
,	,	,
you	PP	you
will	MD	will
start	VB	start
using	VBG	use
a	DT	a
toothbrush	NN	toothbrush
,	,	,
and	CC	and
then	RB	then
you	PP	you
come	VBP	come
up	RP	up
to	TO	to
the	DT	the
top	NN	top
,	,	,
and	CC	and
you	PP	you
will	MD	will
start	VB	start
using	VBG	use
one	PP	one
each	DT	each
.	SENT	.
Pretty	RB	pretty
nice	JJ	nice
,	,	,
not	RB	not
sharing	VBG	share
a	DT	a
toothbrush	NN	toothbrush
with	IN	with
your	PP$	your
grandma	NN	grandma
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
also	RB	also
look	VB	look
at	IN	at
some	DT	some
countries	NNS	country
.	SENT	.
Here	RB	here
,	,	,
we	PP	we
have	VBP	have
the	DT	the
income	NN	income
distribution	NN	distribution
within	IN	within
the	DT	the
US	NP	US
,	,	,
most	JJS	most
people	NNS	people
in	IN	in
the	DT	the
middle	NN	middle
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
family	NN	family
we	PP	we
visited	VBD	visit
in	IN	in
the	DT	the
richer	JJR	rich
end	NN	end
,	,	,
the	DT	the
Howards	NPS	Howard
.	SENT	.
We	PP	we
can	MD	can
see	VB	see
their	PP$	their
home	NN	home
here	RB	here
.	SENT	.
And	CC	and
we	PP	we
also	RB	also
visited	VBD	visit
a	DT	a
family	NN	family
in	IN	in
the	DT	the
poorer	JJR	poor
end	NN	end
,	,	,
down	RB	down
here	RB	here
.	SENT	.
And	CC	and
then	RB	then
what	WP	what
we	PP	we
can	MD	can
do	VB	do
now	RB	now
is	VBZ	be
we	PP	we
can	MD	can
do	VB	do
instant	JJ	instant
comparisons	NNS	comparison
of	IN	of
things	NNS	thing
in	IN	in
their	PP$	their
homes	NNS	home
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
look	VBP	look
in	IN	in
their	PP$	their
cutlery	NN	cutlery
drawer	NN	drawer
.	SENT	.
So	RB	so
,	,	,
observe	VBP	observe
the	DT	the
Hadleys	NPS	<unknown>
:	:	:
they	PP	they
have	VBP	have
all	PDT	all
their	PP$	their
cutlery	NN	cutlery
in	IN	in
a	DT	a
green	JJ	green
plastic	NN	plastic
box	NN	box
.	SENT	.
and	CC	and
they	PP	they
have	VBP	have
a	DT	a
few	JJ	few
different	JJ	different
types	NNS	type
and	CC	and
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
plastic	JJ	plastic
,	,	,
while	IN	while
the	DT	the
Howards	NPS	Howard
,	,	,
they	PP	they
have	VBP	have
this	DT	this
wooden	JJ	wooden
drawer	NN	drawer
with	IN	with
small	JJ	small
wooden	JJ	wooden
compartments	NNS	compartment
in	IN	in
it	PP	it
and	CC	and
a	DT	a
section	NN	section
for	IN	for
each	DT	each
type	NN	type
of	IN	of
cutlery	NN	cutlery
.	SENT	.
We	PP	we
can	MD	can
add	VB	add
more	JJR	more
families	NNS	family
,	,	,
and	CC	and
we	PP	we
can	MD	can
see	VB	see
kitchen	NN	kitchen
sinks	NNS	sink
,	,	,
or	CC	or
maybe	RB	maybe
living	VBG	live
rooms	NNS	room
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
we	PP	we
can	MD	can
do	VB	do
the	DT	the
same	JJ	same
in	IN	in
other	JJ	other
countries	NNS	country
.	SENT	.
So	RB	so
we	PP	we
go	VBP	go
to	TO	to
China	NP	China
,	,	,
we	PP	we
pick	VBP	pick
three	CD	three
families	NNS	family
.	SENT	.
we	PP	we
look	VBP	look
at	IN	at
their	PP$	their
houses	NNS	house
,	,	,
we	PP	we
can	MD	can
look	VB	look
at	IN	at
their	PP$	their
sofas	NNS	sofa
,	,	,
we	PP	we
can	MD	can
look	VB	look
at	IN	at
their	PP$	their
stoves	NNS	stove
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
see	VBP	see
these	DT	these
stoves	NNS	stove
,	,	,
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NN	S
obvious	JJ	obvious
that	IN	that
it	PP	it
'	POS	'
s	NN	S
a	DT	a
stupid	JJ	stupid
thing	NN	thing
that	IN	that
usually	RB	usually
,	,	,
when	WRB	when
we	PP	we
think	VBP	think
about	IN	about
other	JJ	other
countries	NNS	country
,	,	,
we	PP	we
think	VBP	think
they	PP	they
have	VBP	have
a	DT	a
certain	JJ	certain
way	NN	way
of	IN	of
doing	VBG	do
things	NNS	thing
.	SENT	.
But	CC	but
look	VB	look
at	IN	at
these	DT	these
stoves	NNS	stove
.	SENT	.
Very	RB	very
different	JJ	different
,	,	,
right	RB	right
,	,	,
because	IN	because
it	PP	it
depends	VBZ	depend
on	IN	on
what	WP	what
income	NN	income
level	NN	level
you	PP	you
have	VBP	have
,	,	,
how	WRB	how
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
cook	VB	cook
your	PP$	your
food	NN	food
.	SENT	.
But	CC	but
the	DT	the
cool	JJ	cool
thing	NN	thing
is	VBZ	be
when	WRB	when
we	PP	we
start	VBP	start
comparing	VBG	compare
across	IN	across
countries	NNS	country
.	SENT	.
So	RB	so
here	RB	here
we	PP	we
have	VB	have
China	NP	China
and	CC	and
the	DT	the
US	NP	US
.	SENT	.
See	VB	see
the	DT	the
big	JJ	big
overlap	VBP	overlap
between	IN	between
these	DT	these
two	CD	two
.	SENT	.
So	RB	so
we	PP	we
picked	VBD	pick
the	DT	the
two	CD	two
homes	NNS	home
we	PP	we
have	VBP	have
already	RB	already
seen	VBN	see
in	IN	in
these	DT	these
countries	NNS	country
,	,	,
the	DT	the
Wus	NN	wus
and	CC	and
the	DT	the
Howards	NPS	Howard
.	SENT	.
Standing	VBG	stand
in	IN	in
their	PP$	their
bedroom	NN	bedroom
,	,	,
pretty	RB	pretty
hard	JJ	hard
to	TO	to
tell	VB	tell
which	WDT	which
one	PP	one
is	VBZ	be
China	NP	China
and	CC	and
which	WDT	which
one	PP	one
is	VBZ	be
the	DT	the
US	NP	US
,	,	,
right	RB	right
?	SENT	?
Both	DT	both
have	VBP	have
brown	JJ	brown
leather	NN	leather
sofas	NNS	sofa
,	,	,
and	CC	and
they	PP	they
have	VBP	have
similar	JJ	similar
play	NN	play
structures	NNS	structure
.	SENT	.
Most	RBS	most
likely	JJ	likely
both	CC	both
are	VBP	be
made	VBN	make
in	IN	in
China	NP	China
,	,	,
so	RB	so
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
that	IN	that
'	POS	'
s	NN	S
not	RB	not
very	RB	very
strange	JJ	strange
—	:	-
but	CC	but
that	WDT	that
is	VBZ	be
similar	JJ	similar
.	SENT	.
We	PP	we
can	MD	can
of	IN	of
course	NN	course
go	VBP	go
down	RP	down
to	TO	to
the	DT	the
other	JJ	other
end	NN	end
of	IN	of
the	DT	the
street	NN	street
,	,	,
adding	VBG	add
Nigeria	NP	Nigeria
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
compare	VBP	compare
two	CD	two
homes	NNS	home
in	IN	in
China	NP	China
and	CC	and
Nigeria	NP	Nigeria
.	SENT	.
Looking	VBG	look
at	IN	at
the	DT	the
family	NN	family
photos	NNS	photo
,	,	,
they	PP	they
do	VBP	do
not	RB	not
look	VB	look
like	IN	like
they	PP	they
have	VBP	have
a	DT	a
lot	NN	lot
in	IN	in
common	JJ	common
,	,	,
do	VB	do
they	PP	they
?	SENT	?
But	CC	but
start	VB	start
seeing	VBG	see
their	PP$	their
ceiling	NN	ceiling
.	SENT	.
They	PP	they
have	VBP	have
a	DT	a
plastic	JJ	plastic
shield	NN	shield
and	CC	and
grass	NN	grass
.	SENT	.
They	PP	they
have	VBP	have
the	DT	the
same	JJ	same
kind	NN	kind
of	IN	of
sofa	NN	sofa
,	,	,
they	PP	they
store	VBP	store
their	PP$	their
grain	NN	grain
in	IN	in
similar	JJ	similar
ways	NNS	way
,	,	,
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
fish	NN	fish
for	IN	for
dinner	NN	dinner
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
boiling	VBG	boil
their	PP$	their
water	NN	water
in	IN	in
