Anjali	NP	Anjali
that	WDT	that
'	POS	'
s	JJ	<unknown>
stopping	NN	stopping
deforestation	NN	deforestation
,	,	,
protecting	VBG	protect
our	PP$	our
oceans	NNS	ocean
.	SENT	.
Fifth	RB	fifth
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
clean	VB	clean
up	RP	up
our	PP$	our
materials	NNS	material
,	,	,
how	WRB	how
we	PP	we
make	VBP	make
things	NNS	thing
like	IN	like
cement	NN	cement
and	CC	and
steel	NN	steel
.	SENT	.
And	CC	and
then	RB	then
sixth	JJ	sixth
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
figure	VB	figure
out	RP	out
ways	NNS	way
to	TO	to
remove	VB	remove
the	DT	the
carbon	NN	carbon
that	WDT	that
remains	VBZ	remain
.	SENT	.
DB	NP	DB
:	:	:
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
update	NN	update
?	SENT	?
How	WRB	how
have	VB	have
we	PP	we
done	VBN	do
?	SENT	?
AG	NP	AG
:	:	:
In	IN	in
many	JJ	many
ways	NNS	way
,	,	,
what	WP	what
we	PP	we
found	VBD	find
wouldn	NP	<unknown>
'	POS	'
t	NN	t
surprise	NN	surprise
you	PP	you
.	SENT	.
When	WRB	when
we	PP	we
looked	VBD	look
at	IN	at
our	PP$	our
key	JJ	key
results	NNS	result
,	,	,
many	JJ	many
of	IN	of
them	PP	them
were	VBD	be
off-course	NN	off-course
or	CC	or
failing	VBG	fail
.	SENT	.
But	CC	but
there	EX	there
was	VBD	be
some	DT	some
good	JJ	good
news	NN	news
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
reason	NN	reason
to	TO	to
pay	VB	pay
attention	NN	attention
to	TO	to
that	DT	that
good	JJ	good
news	NN	news
.	SENT	.
The	DT	the
first	JJ	first
is	VBZ	be
around	RB	around
electric	JJ	electric
vehicles	NNS	vehicle
.	SENT	.
Sales	NNS	sale
have	VBP	have
absolutely	RB	absolutely
skyrocketed	VBN	skyrocket
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
exponential	JJ	exponential
growth	NN	growth
in	IN	in
that	DT	that
category	NN	category
.	SENT	.
The	DT	the
second	NN	second
is	VBZ	be
around	IN	around
renewables	NNS	<unknown>
.	SENT	.
Costs	NNS	cost
have	VBP	have
come	VBN	come
down	RP	down
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
decades	NNS	decade
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
at	IN	at
historic	JJ	historic
lows	NNS	low
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
also	RB	also
seeing	VBG	see
record	NN	record
deployment	NN	deployment
.	SENT	.
And	CC	and
the	DT	the
third	NN	third
is	VBZ	be
around	IN	around
venture	NN	venture
funding	NN	funding
for	IN	for
clean	JJ	clean
tech	NN	tech
.	SENT	.
So	RB	so
in	IN	in
2019	CD	@card@
,	,	,
it	PP	it
was	VBD	be
at	IN	at
about	RB	about
16	CD	@card@
billion	NN	billion
dollars	NNS	dollar
per	IN	per
year	NN	year
.	SENT	.
That	DT	that
number	NN	number
soared	VBD	soar
to	TO	to
about	RB	about
56	CD	@card@
billion	NN	billion
dollars	NNS	dollar
in	IN	in
2021	CD	@card@
.	SENT	.
And	CC	and
it	PP	it
stayed	VBD	stay
put	VB	put
.	SENT	.
What	WP	what
all	DT	all
of	IN	of
that	WDT	that
points	NNS	point
to	TO	to
is	VBZ	be
what	WP	what
I	PP	I
think	VBP	think
the	DT	the
most	RBS	most
under-told	JJ	<unknown>
story	NN	story
in	IN	in
climate	NN	climate
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
around	IN	around
temperature	NN	temperature
projections	NNS	projection
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
go	VBP	go
back	RB	back
about	RB	about
10	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
what	WP	what
you	PP	you
would	MD	would
find	VB	find
is	VBZ	be
when	WRB	when
looking	VBG	look
at	IN	at
temperature	NN	temperature
projections	NNS	projection
for	IN	for
the	DT	the
year	NN	year
2100	CD	@card@
,	,	,
we	PP	we
were	VBD	be
looking	VBG	look
at	IN	at
about	RB	about
3	CD	@card@
.	SENT	.
9	CD	@card@
degrees	NNS	degree
Celsius	JJ	Celsius
.	SENT	.
What	WP	what
that	WDT	that
number	NN	number
is	VBZ	be
today	NN	today
is	VBZ	be
2	CD	@card@
.	SENT	.
7	CD	@card@
degrees	NNS	degree
.	SENT	.
That	DT	that
means	VBZ	mean
we	PP	we
'	''	'
ve	NNS	<unknown>
made	VBD	make
1	CD	@card@
.	SENT	.
2	CD	@card@
degrees	NNS	degree
of	IN	of
progress	NN	progress
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
shaved	VBD	shave
off	RP	off
that	DT	that
doomsday	NN	doomsday
scenario	NN	scenario
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
still	RB	still
not	RB	not
great	JJ	great
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
live	VB	live
in	IN	in
a	DT	a
2	CD	@card@
.	SENT	.
7-degree	JJ	<unknown>
world	NN	world
,	,	,
but	CC	but
we	PP	we
have	VBP	have
made	VBN	make
progress	NN	progress
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
to	TO	to
note	VB	note
because	IN	because
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
headlines	NNS	headline
and	CC	and
kind	NN	kind
of	IN	of
absorb	VB	absorb
what	WP	what
the	DT	the
news	NN	news
and	CC	and
chatter	NN	chatter
is	VBZ	be
around	IN	around
you	PP	you
,	,	,
we	PP	we
'	POS	'
ve	JJ	<unknown>
sort	NN	sort
of	IN	of
moved	VBN	move
from	IN	from
climate	NN	climate
denialism	NN	<unknown>
to	TO	to
climate	NN	climate
doomerism	NN	<unknown>
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
made	VBD	make
strange	JJ	strange
bedfellows	NNS	bedfellow
out	IN	out
of	IN	of
both	DT	both
climate	NN	climate
activists	NNS	activist
and	CC	and
fossil	JJ	fossil
fuel	NN	fuel
interests	NNS	interest
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
what	WP	what
the	DT	the
story	NN	story
around	IN	around
temperature	NN	temperature
projections	NNS	projection
tells	VBZ	tell
us	PP	us
is	VBZ	be
that	IN	that
we	PP	we
'	POS	'
re	NN	re
not	RB	not
making	VBG	make
as	IN	as
much	JJ	much
progress	NN	progress
as	IN	as
we	PP	we
want	VBP	want
to	TO	to
be	VB	be
making	VBG	make
,	,	,
but	CC	but
we	PP	we
have	VBP	have
made	VBN	make
progress	NN	progress
and	CC	and
we	PP	we
can	MD	can
continue	VB	continue
to	TO	to
make	VB	make
more	RBR	more
.	SENT	.
DB	NP	DB
:	:	:
So	IN	so
we	PP	we
'	POS	'
ve	NNS	<unknown>
gone	VBN	go
from	IN	from
catastrophe	NN	catastrophe
to	TO	to
bad	JJ	bad
.	SENT	.
.	SENT	.
.	SENT	.
AG	NP	AG
:	:	:
And	CC	and
we	PP	we
can	MD	can
do	VB	do
better	RBR	well
.	SENT	.
DB	NP	DB
:	:	:
So	RB	so
how	WRB	how
can	MD	can
we	PP	we
do	VB	do
better	RBR	well
?	SENT	?
RP	NN	RP
:	:	:
The	DT	the
neat	JJ	neat
thing	NN	thing
about	IN	about
the	DT	the
tracker	NN	tracker
,	,	,
when	WRB	when
you	PP	you
look	VBP	look
at	IN	at
what	WP	what
red	JJ	red
and	CC	and
orange	JJ	orange
mean	NN	mean
,	,	,
it	PP	it
means	VBZ	mean
that	IN	that
we	PP	we
are	VBP	be
either	RB	either
not	RB	not
moving	VBG	move
on	IN	on
those	DT	those
metrics	NNS	metric
or	CC	or
they	PP	they
'	POS	'
re	NN	re
sliding	VBG	slide
backwards	RB	backwards
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
think	VBP	think
about	RB	about
,	,	,
whether	IN	whether
you	PP	you
'	''	'
re	IN	re
an	DT	an
activist	NN	activist
,	,	,
a	DT	a
nonprofit	JJ	nonprofit
,	,	,
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
about	IN	about
investing	VBG	invest
in	IN	in
new	JJ	new
companies	NNS	company
,	,	,
these	DT	these
are	VBP	be
the	DT	the
areas	NNS	area
to	TO	to
spend	VB	spend
a	DT	a
lot	NN	lot
of	IN	of
attention	NN	attention
on	IN	on
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
things	NNS	thing
like	VBP	like
how	WRB	how
do	VBP	do
you	PP	you
tackle	VB	tackle
beef	NN	beef
,	,	,
methane	NN	methane
leaks	NNS	leak
,	,	,
deforestation	NN	deforestation
,	,	,
coal	NN	coal
still	RB	still
being	VBG	be
burned	VBN	burn
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
about	IN	about
entering	VBG	enter
this	DT	this
climate	NN	climate
crisis	NN	crisis
fight	NN	fight
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
where	WRB	where
to	TO	to
spend	VB	spend
your	PP$	your
time	NN	time
and	CC	and
effort	NN	effort
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
handful	NN	handful
of	IN	of
areas	NNS	area
which	WDT	which
are	VBP	be
yellow	JJ	yellow
which	WDT	which
mean	VBP	mean
progress	NN	progress
is	VBZ	be
being	VBG	be
made	VBN	make
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
insufficient	JJ	insufficient
to	TO	to
get	VB	get
to	TO	to
that	DT	that
2030	CD	@card@
or	CC	or
2050	CD	@card@
target	NN	target
.	SENT	.
And	CC	and
then	RB	then
,	,	,
of	IN	of
course	NN	course
,	,	,
there	EX	there
are	VBP	be
the	DT	the
areas	NNS	area
which	WDT	which
are	VBP	be
green	JJ	green
,	,	,
which	WDT	which
means	VBZ	mean
that	IN	that
we	PP	we
'	POS	'
re	NN	re
at	IN	at
pace	NN	pace
and	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
get	VB	get
there	RB	there
.	SENT	.
A	DT	a
place	NN	place
like	IN	like
electric	JJ	electric
vehicle	NN	vehicle
sales	NNS	sale
is	VBZ	be
one	CD	one
of	IN	of
those	DT	those
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
few	JJ	few
places	NNS	place
where	WRB	where
you	PP	you
have	VBP	have
blue	NN	blue
,	,	,
which	WDT	which
means	VBZ	mean
achieved	VBN	achieve
.	SENT	.
AG	NP	AG
:	:	:
What	WP	what
we	PP	we
found	VBD	find
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
years	NNS	year
is	VBZ	be
that	IN	that
despite	IN	despite
the	DT	the
dizzying	JJ	dizzying
pace	NN	pace
of	IN	of
innovation	NN	innovation
deployment	NN	deployment
,	,	,
despite	IN	despite
record	NN	record
levels	NNS	level
of	IN	of
investment	NN	investment
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
on	IN	on
a	DT	a
net-zero	NN	<unknown>
pathway	NN	pathway
.	SENT	.
And	CC	and
what	WP	what
that	DT	that
means	NN	means
is	VBZ	be
that	IN	that
when	WRB	when
we	PP	we
look	VBP	look
at	IN	at
the	DT	the
problem	NN	problem
of	IN	of
climate	NN	climate
,	,	,
we	PP	we
know	VBP	know
it	PP	it
'	''	'
s	NNS	<unknown>
time-bound	JJ	time-bound
.	SENT	.
We	PP	we
might	MD	might
get	VB	get
there	RB	there
eventually	RB	eventually
with	IN	with
innovation	NN	innovation
and	CC	and
investment	NN	investment
,	,	,
but	CC	but
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
eventually	RB	eventually
,	,	,
as	IN	as
we	PP	we
all	RB	all
know	VBP	know
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
need	VBP	need
is	VBZ	be
a	DT	a
kind	NN	kind
of	IN	of
third	JJ	third
leg	NN	leg
of	IN	of
the	DT	the
stool	NN	stool
.	SENT	.
We	PP	we
need	VBP	need
innovation	NN	innovation
and	CC	and
investment	NN	investment
,	,	,
but	CC	but
we	PP	we
also	RB	also
need	VBP	need
policy	NN	policy
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
have	VB	have
the	DT	the
three	CD	three
working	VBG	work
together	RB	together
in	IN	in
order	NN	order
to	TO	to
get	VB	get
to	TO	to
a	DT	a
place	NN	place
where	WRB	where
we	PP	we
can	MD	can
reduce	VB	reduce
emissions	NNS	emission
in	IN	in
half	NN	half
by	IN	by
the	DT	the
end	NN	end
of	IN	of
the	DT	the
decade	NN	decade
,	,	,
and	CC	and
get	VB	get
all	PDT	all
the	DT	the
way	NN	way
to	TO	to
net	JJ	net
zero	NN	zero
by	IN	by
2050	CD	@card@
.	SENT	.
DB	NP	DB
:	:	:
OK	UH	OK
,	,	,
so	RB	so
where	WRB	where
are	VBP	be
the	DT	the
big	JJ	big
problem	NN	problem
spots	NNS	spot
?	SENT	?
Where	WRB	where
do	VBP	do
we	PP	we
need	VBP	need
to	TO	to
focus	VB	focus
our	PP$	our
efforts	NNS	effort
?	SENT	?
RP	NN	RP
:	:	:
Unsurprisingly	RB	unsurprisingly
,	,	,
the	DT	the
hard-to-abate	NN	<unknown>
sectors	NNS	sector
are	VBP	be
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
struggling	VBG	struggle
the	DT	the
most	JJS	most
.	SENT	.
So	RB	so
think	VBP	think
concrete	NN	concrete
,	,	,
think	VBP	think
steel	NN	steel
.	SENT	.
And	CC	and
so	RB	so
when	WRB	when
you	PP	you
look	VBP	look
at	IN	at
concrete	NN	concrete
,	,	,
well	RB	well
to	TO	to
form	VB	form
and	CC	and
create	VB	create
it	PP	it
,	,	,
you	PP	you
actually	RB	actually
have	VB	have
to	TO	to
emit	VB	emit
a	DT	a
lot	NN	lot
.	SENT	.
Like	IN	like
the	DT	the
actual	JJ	actual
process	NN	process
itself	PP	itself
does	VBZ	do
.	SENT	.
And	CC	and
so	RB	so
you	PP	you
need	VBP	need
new	JJ	new
chemistries	NNS	chemistry
and	CC	and
ways	NNS	way
to	TO	to
produce	VB	produce
concrete	NN	concrete
and	CC	and
cement	NN	cement
.	SENT	.
But	CC	but
to	TO	to
fund	VB	fund
it	PP	it
,	,	,
the	DT	the
amount	NN	amount
of	IN	of
venture	NN	venture
capital	NN	capital
going	VBG	go
to	TO	to
those	DT	those
areas	NNS	area
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
where	WRB	where
they	PP	they
need	VBP	need
to	TO	to
be	VB	be
.	SENT	.
Tom	NP	Tom
Schuler	NP	Schuler
:	:	:
Cement	NP	Cement
is	VBZ	be
the	DT	the
glue	NN	glue
that	WDT	that
holds	VBZ	hold
concrete	NN	concrete
together	RB	together
.	SENT	.
For	IN	for
every	DT	every
ton	NN	ton
of	IN	of
cement	NN	cement
that	RB	that
'	POS	'
s	NN	S
manufactured	VBD	manufacture
,	,	,
almost	RB	almost
a	DT	a
ton	NN	ton
of	IN	of
CO2	NP	<unknown>
is	VBZ	be
emitted	VBN	emit
into	IN	into
the	DT	the
atmosphere	NN	atmosphere
.	SENT	.
Now	RB	now
,	,	,
convincing	VBG	convince
a	DT	a
2	CD	@card@
,	,	,
000-year-old	JJ	000-year-old
industry	NN	industry
,	,	,
that	DT	that
hasn	NN	<unknown>
'	POS	'
t	NN	t
evolved	VBD	evolve
much	RB	much
over	IN	over
the	DT	the
last	JJ	last
200	CD	@card@
years	NNS	year
,	,	,
is	VBZ	be
not	RB	not
easy	JJ	easy
,	,	,
but	CC	but
there	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
new	JJ	new
and	CC	and
existing	JJ	existing
industry	NN	industry
players	NNS	player
that	WDT	that
are	VBP	be
attacking	VBG	attack
that	DT	that
challenge	NN	challenge
.	SENT	.
RP	NN	RP
:	:	:
For	IN	for
green	JJ	green
steel	NN	steel
,	,	,
the	DT	the
actual	JJ	actual
solutions	NNS	solution
are	VBP	be
closer	JJR	close
,	,	,
but	CC	but
you	PP	you
actually	RB	actually
need	VBP	need
more	JJR	more
capital	NN	capital
to	TO	to
start	VB	start
deploying	VBG	deploy
those	DT	those
factories	NNS	factory
and	CC	and
facilities	NNS	facility
that	WDT	that
can	MD	can
use	VB	use
and	CC	and
create	VB	create
green	JJ	green
steel	NN	steel
,	,	,
either	CC	either
using	VBG	use
electricity	NN	electricity
or	CC	or
hydrogen	NN	hydrogen
.	SENT	.
We	PP	we
need	VBP	need
not	RB	not
only	RB	only
more	JJR	more
capital	NN	capital
to	TO	to
deploy	VB	deploy
the	DT	the
clean	JJ	clean
alternatives	NNS	alternative
,	,	,
we	PP	we
need	VBP	need
more	JJR	more
investment	NN	investment
going	VBG	go
into	IN	into
the	DT	the
new	JJ	new
kinds	NNS	kind
of	IN	of
chemistries	NNS	chemistry
and	CC	and
technologies	NNS	technology
to	TO	to
have	VB	have
those	DT	those
solutions	NNS	solution
exist	VBP	exist
in	IN	in
the	DT	the
next	JJ	next
decade	NN	decade
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
We	PP	we
have	VBP	have
all	PDT	all
the	DT	the
solutions	NNS	solution
today	NN	today
to	TO	to
cut	VB	cut
half	NN	half
of	IN	of
our	PP$	our
emissions	NNS	emission
,	,	,
and	CC	and
we	PP	we
need	VBP	need
new	JJ	new
ones	NNS	one
to	TO	to
get	VB	get
all	PDT	all
the	DT	the
way	NN	way
to	TO	to
net	JJ	net
zero	NN	zero
.	SENT	.
AG	NP	AG
:	:	:
The	DT	the
other	JJ	other
area	NN	area
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
see	VB	see
much	RB	much
greater	JJR	great
improvement	NN	improvement
on	RB	on
is	VBZ	be
food	NN	food
.	SENT	.
And	CC	and
food	NN	food
is	VBZ	be
such	PDT	such
a	DT	a
diffuse	JJ	diffuse
problem	NN	problem
.	SENT	.
We	PP	we
have	VBP	have
problems	NNS	problem
just	RB	just
about	RB	about
everywhere	RB	everywhere
we	PP	we
look	VBP	look
.	SENT	.
But	CC	but
in	IN	in
particular	JJ	particular
,	,	,
the	DT	the
methane	NN	methane
part	NN	part
of	IN	of
the	DT	the
food	NN	food
issue	NN	issue
is	VBZ	be
not	RB	not
a	DT	a
problem	NN	problem
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
go	VB	go
away	RP	away
any	DT	any
time	NN	time
soon	RB	soon
.	SENT	.
Ermias	NP	<unknown>
Kebreab	NP	<unknown>
:	:	:
The	DT	the
process	NN	process
by	IN	by
which	WDT	which
grass	NN	grass
and	CC	and
fiber	NN	fiber
is	VBZ	be
broken	VBN	break
up	RP	up
in	IN	in
the	DT	the
stomachs	NNS	stomach
of	IN	of
cows	NNS	cow
and	CC	and
other	JJ	other
grazing	NN	grazing
ruminants	NNS	ruminant
,	,	,
has	VBZ	have
a	DT	a
byproduct	NN	byproduct
:	:	:
methane	NN	methane
.	SENT	.
A	DT	a
potent	JJ	potent
greenhouse	NN	greenhouse
gas	NN	gas
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
methane	NN	methane
problem	NN	problem
from	IN	from
cows	NNS	cow
.	SENT	.
AG	NP	AG
:	:	:
If	IN	if
you	PP	you
rewind	VBP	rewind
,	,	,
about	RB	about
three	CD	three
years	NNS	year
ago	RB	ago
,	,	,
we	PP	we
were	VBD	be
at	IN	at
the	DT	the
advent	NN	advent
of	IN	of
the	DT	the
fake	JJ	fake
meat	NN	meat
era	NN	era
.	SENT	.
And	CC	and
what	WP	what
we	PP	we
like	VBP	like
to	TO	to
say	VB	say
now	RB	now
--	:	--
well	UH	well
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
really	RB	really
like	VBP	like
to	TO	to
say	VB	say
it	PP	it
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
that	IN	that
fake	JJ	fake
meat	NN	meat
1	CD	@card@
.	SENT	.
0	CD	@card@
failed	JJ	failed
and	CC	and
2	CD	@card@
.	SENT	.
0	CD	@card@
can	NN	can
'	POS	'
t	NN	t
come	VBP	come
soon	RB	soon
enough	RB	enough
.	SENT	.
What	WP	what
we	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
is	VBZ	be
that	IN	that
that	DT	that
first	JJ	first
era	NN	era
of	IN	of
innovation	NN	innovation
with	IN	with
plant-based	JJ	<unknown>
proteins	NNS	protein
really	RB	really
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
the	DT	the
stickiness	NN	stickiness
that	IN	that
we	PP	we
wanted	VBD	want
it	PP	it
to	TO	to
.	SENT	.
It	PP	it
failed	VBD	fail
to	TO	to
capture	VB	capture
the	DT	the
market	NN	market
.	SENT	.
But	CC	but
we	PP	we
also	RB	also
have	VB	have
to	TO	to
remember	VB	remember
that	IN	that
it	PP	it
'	POS	'
s	NN	S
like	IN	like
any	DT	any
other	JJ	other
technological	JJ	technological
innovation	NN	innovation
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
at	IN	at
a	DT	a
very	RB	very
nascent	JJ	nascent
stage	NN	stage
,	,	,
and	CC	and
it	PP	it
needs	VBZ	need
time	NN	time
to	TO	to
develop	VB	develop
so	RB	so
that	IN	that
it	PP	it
can	MD	can
improve	VB	improve
on	IN	on
taste	NN	taste
,	,	,
on	IN	on
health	NN	health
and	CC	and
on	IN	on
price	NN	price
.	SENT	.
The	DT	the
problem	NN	problem
right	RB	right
now	RB	now
on	IN	on
food	NN	food
,	,	,
and	CC	and
in	IN	in
particular	JJ	particular
with	IN	with
regard	NN	regard
to	TO	to
plant-based	JJ	<unknown>
