Alex	NP	Alex
a	DT	a
live	JJ	live
video	NN	video
feed	NN	feed
.	SENT	.
It	PP	it
has	VBZ	have
control	NN	control
circuitry	NN	circuitry
.	SENT	.
It	PP	it
has	VBZ	have
LED	VBN	lead
lights	NNS	light
because	IN	because
inside	IN	inside
the	DT	the
human	JJ	human
body	NN	body
it	PP	it
'	POS	'
s	NN	S
quite	RB	quite
dark	JJ	dark
.	SENT	.
It	PP	it
has	VBZ	have
a	DT	a
wireless	NN	wireless
data	NN	data
link	NN	link
and	CC	and
it	PP	it
has	VBZ	have
a	DT	a
battery	NN	battery
.	SENT	.
Now	RB	now
the	DT	the
way	NN	way
this	DT	this
robot	NN	robot
moves	NNS	move
is	VBZ	be
it	PP	it
has	VBZ	have
three	CD	three
pump	NN	pump
jet	NN	jet
thrusters	NNS	thruster
that	WDT	that
squirt	VBP	squirt
water	NN	water
in	IN	in
six	CD	six
different	JJ	different
directions	NNS	direction
,	,	,
that	WDT	that
allow	VBP	allow
the	DT	the
pilot	NN	pilot
to	TO	to
fly	VB	fly
around	RP	around
in	IN	in
three-dimensional	JJ	three-dimensional
space	NN	space
in	IN	in
a	DT	a
water	NN	water
volume	NN	volume
.	SENT	.
Over	IN	over
the	DT	the
past	JJ	past
five	CD	five
years	NNS	year
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
spent	VBD	spend
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
to	TO	to
get	VB	get
the	DT	the
size	NN	size
of	IN	of
this	DT	this
robot	NN	robot
smaller	JJR	small
and	CC	and
smaller	JJR	small
.	SENT	.
What	WP	what
we	PP	we
started	VBD	start
with	IN	with
wasn	NP	<unknown>
'	POS	'
t	NN	t
quite	RB	quite
--	:	--
Not	RB	not
quite	RB	quite
swallowable	JJ	swallowable
.	SENT	.
But	CC	but
we	PP	we
finally	RB	finally
worked	VBD	work
our	PP$	our
way	NN	way
down	RB	down
and	CC	and
where	WRB	where
we	PP	we
are	VBP	be
these	DT	these
days	NNS	day
is	VBZ	be
about	RB	about
the	DT	the
size	NN	size
of	IN	of
a	DT	a
small	JJ	small
multivitamin	NN	multivitamin
capsule	NN	capsule
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Now	RB	now
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
fly	VB	fly
this	DT	this
robot	NN	robot
around	RB	around
for	IN	for
you	PP	you
for	IN	for
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
But	CC	but
to	TO	to
do	VB	do
that	IN	that
,	,	,
I	PP	I
would	MD	would
like	VB	like
to	TO	to
invite	VB	invite
Doctor	NP	Doctor
Vivek	NP	Vivek
Kumbhari	NP	<unknown>
.	SENT	.
He	PP	he
'	POS	'
s	NNS	<unknown>
the	DT	the
chairman	NN	chairman
of	IN	of
gastroenterology	NN	gastroenterology
at	IN	at
the	DT	the
Mayo	NP	Mayo
Clinic	NP	Clinic
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
have	VB	have
him	PP	him
pilot	VB	pilot
this	DT	this
PillBot	NP	<unknown>
while	IN	while
I	PP	I
turn	VBP	turn
it	PP	it
on	RP	on
.	SENT	.
Vivek	NP	Vivek
Kumbhari	NP	<unknown>
:	:	:
Here	RB	here
is	VBZ	be
a	DT	a
common	JJ	common
scenario	NN	scenario
I	PP	I
encounter	VBP	encounter
in	IN	in
my	PP$	my
clinic	NN	clinic
.	SENT	.
A	DT	a
patient	JJ	patient
who	WP	who
'	POS	'
s	NN	S
generally	RB	generally
in	IN	in
good	JJ	good
health	NN	health
comes	VBZ	come
to	TO	to
see	VB	see
me	PP	me
because	IN	because
they	PP	they
have	VBP	have
abdominal	JJ	abdominal
pain	NN	pain
,	,	,
and	CC	and
I	PP	I
suspect	VBP	suspect
it	PP	it
'	''	'
s	NNS	<unknown>
coming	VBG	come
from	IN	from
the	DT	the
stomach	NN	stomach
.	SENT	.
Now	RB	now
I	PP	I
need	VBP	need
to	TO	to
understand	VB	understand
precisely	RB	precisely
what	WP	what
the	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
but	CC	but
I	PP	I
can	MD	can
'	''	'
t	NN	t
just	RB	just
pop	VBP	pop
my	PP$	my
head	NN	head
in	IN	in
and	CC	and
take	VB	take
a	DT	a
look	NN	look
.	SENT	.
So	RB	so
,	,	,
and	CC	and
despite	IN	despite
that	DT	that
patient	NN	patient
sitting	VBG	sit
right	NN	right
in	IN	in
front	NN	front
of	IN	of
me	PP	me
,	,	,
I	PP	I
need	VBP	need
to	TO	to
ask	VB	ask
them	PP	them
to	TO	to
go	VB	go
back	JJ	back
home	NN	home
and	CC	and
come	VB	come
back	RB	back
to	TO	to
the	DT	the
hospital	NN	hospital
on	IN	on
another	DT	another
occasion	NN	occasion
so	IN	so
I	PP	I
can	MD	can
put	VB	put
them	PP	them
to	TO	to
sleep	VB	sleep
with	IN	with
anesthesia	NN	anesthesia
so	IN	so
that	WDT	that
they	PP	they
allow	VBP	allow
me	PP	me
to	TO	to
insert	VB	insert
this	DT	this
long	JJ	long
tube	NN	tube
with	IN	with
a	DT	a
camera	NN	camera
at	IN	at
the	DT	the
tip	NN	tip
,	,	,
through	IN	through
the	DT	the
mouth	NN	mouth
and	CC	and
into	IN	into
the	DT	the
stomach	NN	stomach
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
endoscopy	NN	endoscopy
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
relatively	RB	relatively
invasive	JJ	invasive
and	CC	and
expensive	JJ	expensive
procedure	NN	procedure
,	,	,
and	CC	and
we	PP	we
are	VBP	be
on	IN	on
a	DT	a
mission	NN	mission
to	TO	to
do	VB	do
better	RBR	well
.	SENT	.
We	PP	we
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
transform	VB	transform
this	DT	this
experience	NN	experience
by	IN	by
dematerializing	VBG	dematerialize
the	DT	the
physical	JJ	physical
hospital	NN	hospital
into	IN	into
PillBot	NP	<unknown>
.	SENT	.
As	IN	as
you	PP	you
can	MD	can
see	VB	see
here	RB	here
,	,	,
we	PP	we
have	VBP	have
a	DT	a
capsule	NN	capsule
here	RB	here
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
using	VBG	use
a	DT	a
game	NN	game
controller	NN	controller
to	TO	to
navigate	VB	navigate
PillBot	NP	<unknown>
.	SENT	.
Although	IN	although
I	PP	I
could	MD	could
have	VB	have
also	RB	also
used	VBN	use
a	DT	a
tablet	NN	tablet
or	CC	or
a	DT	a
smartphone	NN	smartphone
.	SENT	.
You	PP	you
can	MD	can
move	VB	move
it	PP	it
around	RP	around
rather	RB	rather
quickly	RB	quickly
here	RB	here
,	,	,
and	CC	and
you	PP	you
can	MD	can
imagine	VB	imagine
that	IN	that
using	VBG	use
the	DT	the
tank	NN	tank
this	DT	this
size	NN	size
,	,	,
we	PP	we
'	POS	'
re	NN	re
still	RB	still
able	JJ	able
to	TO	to
navigate	VB	navigate
the	DT	the
entire	JJ	entire
experience	NN	experience
,	,	,
which	WDT	which
--	:	--
and	CC	and
this	DT	this
tank	NN	tank
is	VBZ	be
significantly	RB	significantly
larger	JJR	large
than	IN	than
the	DT	the
human	JJ	human
stomach	NN	stomach
,	,	,
or	CC	or
any	DT	any
internal	JJ	internal
human	JJ	human
organ	NN	organ
for	IN	for
that	DT	that
matter	NN	matter
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
pause	VB	pause
here	RB	here
while	IN	while
Alex	NP	Alex
is	VBZ	be
working	VBG	work
on	IN	on
optimizing	VBG	optimize
the	DT	the
robot	NN	robot
.	SENT	.
AL	NP	al
:	:	:
There	RB	there
we	PP	we
go	VBP	go
.	SENT	.
VK	NN	VK
:	:	:
So	RB	so
this	DT	this
is	VBZ	be
our	PP$	our
goal	NN	goal
.	SENT	.
Be	VB	be
anywhere	RB	anywhere
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
Whether	IN	whether
you	PP	you
'	POS	'
re	NN	re
at	IN	at
home	NN	home
,	,	,
sitting	VBG	sit
on	IN	on
your	PP$	your
couch	NN	couch
,	,	,
visiting	VBG	visit
space	NN	space
,	,	,
or	CC	or
right	RB	right
here	RB	here
onstage	NN	onstage
at	IN	at
TED	VB	ted
.	SENT	.
What	WP	what
do	VBP	do
you	PP	you
think	VBP	think
,	,	,
Alex	NP	Alex
?	SENT	?
You	PP	you
should	MD	should
go	VB	go
ahead	RB	ahead
and	CC	and
swallow	VB	swallow
a	DT	a
PillBot	NP	<unknown>
?	SENT	?
So	RB	so
,	,	,
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
in	IN	in
just	RB	just
a	DT	a
few	JJ	few
seconds	NNS	second
,	,	,
PillBot	NP	<unknown>
entered	VBD	enter
the	DT	the
stomach	NN	stomach
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
in	IN	in
the	DT	the
stomach	NN	stomach
now	RB	now
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
carefully	RB	carefully
navigating	VBG	navigate
around	RP	around
,	,	,
looking	VBG	look
for	IN	for
any	DT	any
changes	NNS	change
in	IN	in
surface	NN	surface
architecture	NN	architecture
that	WDT	that
might	MD	might
represent	VB	represent
an	DT	an
ulcer	NN	ulcer
or	CC	or
a	DT	a
cancer	NN	cancer
,	,	,
or	CC	or
any	DT	any
other	JJ	other
pathology	NN	pathology
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
get	VB	get
very	RB	very
similar	JJ	similar
views	NNS	view
as	IN	as
I	PP	I
would	MD	would
if	IN	if
I	PP	I
'	POS	'
d	NN	d
used	VBD	use
a	DT	a
conventional	JJ	conventional
endoscope	NN	endoscope
.	SENT	.
Now	RB	now
I	NP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
see	VB	see
the	DT	the
entire	JJ	entire
stomach	NN	stomach
and	CC	and
revisit	VB	revisit
sites	NNS	site
that	WDT	that
piqued	VBD	pique
my	PP$	my
curiosity	NN	curiosity
.	SENT	.
And	CC	and
what	WP	what
could	MD	could
further	RBR	further
improve	VB	improve
this	DT	this
experience	NN	experience
is	VBZ	be
if	IN	if
we	PP	we
used	VBD	use
an	DT	an
augmented	JJ	augmented
reality	NN	reality
headset	NN	headset
for	IN	for
3D	JJ	3D
visualization	NN	visualization
of	IN	of
a	DT	a
stomach	NN	stomach
,	,	,
or	CC	or
artificial	JJ	artificial
intelligence	NN	intelligence
for	IN	for
detection	NN	detection
and	CC	and
characterization	NN	characterization
of	IN	of
an	DT	an
abnormality	NN	abnormality
.	SENT	.
Now	RB	now
,	,	,
fortunately	RB	fortunately
for	IN	for
Alex	NP	Alex
,	,	,
on	IN	on
this	DT	this
brief	JJ	brief
review	NN	review
,	,	,
everything	NN	everything
is	VBZ	be
looking	VBG	look
normal	JJ	normal
here	RB	here
.	SENT	.
Though	RB	though
if	IN	if
there	EX	there
were	VBD	be
a	DT	a
problem	NN	problem
,	,	,
being	VBG	be
able	JJ	able
to	TO	to
show	VB	show
and	CC	and
discuss	VB	discuss
with	IN	with
Alex	NP	Alex
in	IN	in
real	JJ	real
time	NN	time
elevates	VBZ	elevate
his	PP$	his
understanding	NN	understanding
of	IN	of
his	PP$	his
health	NN	health
and	CC	and
is	VBZ	be
going	VBG	go
to	TO	to
make	VB	make
him	PP	him
more	RBR	more
compliant	JJ	compliant
with	IN	with
therapy	NN	therapy
.	SENT	.
So	RB	so
now	RB	now
that	IN	that
we	PP	we
'	POS	'
re	NN	re
done	VBN	do
here	RB	here
,	,	,
PillBot	NP	<unknown>
will	MD	will
take	VB	take
its	PP$	its
natural	JJ	natural
course	NN	course
through	IN	through
and	CC	and
out	IN	out
the	DT	the
body	NN	body
.	SENT	.
And	CC	and
fortunately	RB	fortunately
for	IN	for
Alex	NP	Alex
,	,	,
he	PP	he
'	POS	'
ll	NNS	<unknown>
have	VBP	have
no	DT	no
awareness	NN	awareness
of	IN	of
this	DT	this
,	,	,
and	CC	and
he	PP	he
won	VBD	win
'	''	'
t	NN	t
have	VBP	have
to	TO	to
retrieve	VB	retrieve
this	DT	this
capsule	NN	capsule
.	SENT	.
Now	RB	now
this	DT	this
robot	NN	robot
was	VBD	be
designed	VBN	design
for	IN	for
the	DT	the
stomach	NN	stomach
,	,	,
though	IN	though
the	DT	the
entire	JJ	entire
body	NN	body
needs	VBZ	need
this	DT	this
capability	NN	capability
.	SENT	.
Parts	NNS	part
of	IN	of
the	DT	the
body	NN	body
,	,	,
such	JJ	such
as	IN	as
the	DT	the
colon	NN	colon
,	,	,
the	DT	the
heart	NN	heart
and	CC	and
the	DT	the
brain	NN	brain
should	MD	should
be	VB	be
made	VBN	make
accessible	JJ	accessible
with	IN	with
specialized	JJ	specialized
robots	NNS	robot
that	WDT	that
are	VBP	be
just	RB	just
as	RB	as
easy	JJ	easy
to	TO	to
use	VB	use
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
dreamt	VBD	dream
of	IN	of
the	DT	the
day	NN	day
when	WRB	when
I	PP	I
could	MD	could
explore	VB	explore
the	DT	the
inside	NN	inside
of	IN	of
the	DT	the
human	JJ	human
body	NN	body
with	IN	with
robots	NNS	robot
,	,	,
recognizing	VBG	recognize
it	PP	it
would	MD	would
be	VB	be
an	DT	an
inflection	NN	inflection
point	NN	point
in	IN	in
my	PP$	my
ability	NN	ability
to	TO	to
help	VB	help
people	NNS	people
live	VB	live
longer	JJR	long
and	CC	and
healthier	JJR	healthy
lives	NNS	life
.	SENT	.
Back	RB	back
to	TO	to
you	PP	you
,	,	,
Alex	NP	Alex
.	SENT	.
AL	NP	al
:	:	:
That	WDT	that
was	VBD	be
yummy	JJ	yummy
.	SENT	.
And	CC	and
no	UH	no
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
feel	VBP	feel
anything	NN	anything
when	WRB	when
the	DT	the
robot	NN	robot
moves	VBZ	move
around	RP	around
inside	IN	inside
you	PP	you
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
quite	RB	quite
,	,	,
quite	RB	quite
simple	JJ	simple
.	SENT	.
But	CC	but
think	VBP	think
of	IN	of
that	DT	that
.	SENT	.
How	WRB	how
easy	JJ	easy
it	PP	it
was	VBD	be
to	TO	to
get	VB	get
access	NN	access
to	TO	to
internal	JJ	internal
imagery	NN	imagery
anywhere	RB	anywhere
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
allow	VB	allow
us	PP	us
not	RB	not
only	RB	only
internal	JJ	internal
imagery	NN	imagery
,	,	,
but	CC	but
also	RB	also
the	DT	the
diagnosis	NN	diagnosis
and	CC	and
the	DT	the
treatment	NN	treatment
that	IN	that
the	DT	the
doctor	NN	doctor
might	MD	might
be	VB	be
able	JJ	able
to	TO	to
give	VB	give
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
give	VB	give
us	PP	us
access	VB	access
to	TO	to
a	DT	a
vast	JJ	vast
amount	NN	amount
of	IN	of
information	NN	information
that	IN	that
we	PP	we
can	MD	can
then	RB	then
use	VB	use
to	TO	to
train	VB	train
AI	NN	ai
.	SENT	.
And	CC	and
with	IN	with
AI	NN	ai
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
have	VB	have
it	PP	it
automate	VB	automate
a	DT	a
whole	JJ	whole
variety	NN	variety
of	IN	of
different	JJ	different
functions	NNS	function
,	,	,
from	IN	from
performance	NN	performance
improvement	NN	improvement
of	IN	of
the	DT	the
robot	NN	robot
itself	PP	itself
to	TO	to
autonomous	JJ	autonomous
control	NN	control
,	,	,
where	WRB	where
it	PP	it
actually	RB	actually
flies	VBZ	fly
around	IN	around
and	CC	and
maps	NNS	map
out	IN	out
the	DT	the
entire	JJ	entire
interior	JJ	interior
surface	NN	surface
of	IN	of
the	DT	the
stomach	NN	stomach
all	RB	all
on	IN	on
its	PP$	its
own	JJ	own
.	SENT	.
That	DT	that
diagnosis	NN	diagnosis
and	CC	and
the	DT	the
treatment	NN	treatment
also	RB	also
comes	VBZ	come
along	RP	along
with	IN	with
that	DT	that
.	SENT	.
And	CC	and
we	PP	we
train	VBP	train
AI	VBZ	ai
to	TO	to
help	VB	help
learn	VB	learn
how	WRB	how
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
And	CC	and
eventually	RB	eventually
,	,	,
interventions	NNS	intervention
.	SENT	.
Let	NP	Let
'	POS	'
s	JJ	<unknown>
talk	NN	talk
about	IN	about
a	DT	a
little	JJ	little
bit	NN	bit
where	WRB	where
we	PP	we
want	VBP	want
to	TO	to
go	VB	go
next	JJ	next
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
thing	NN	thing
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
add	VBP	add
some	DT	some
accelerometers	NNS	accelerometer
on	IN	on
there	RB	there
,	,	,
so	IN	so
it	PP	it
actually	RB	actually
helps	VBZ	help
with	IN	with
that	DT	that
autonomous	JJ	autonomous
control	NN	control
.	SENT	.
Also	RB	also
very	RB	very
interesting	JJ	interesting
,	,	,
we	PP	we
can	MD	can
start	VB	start
adding	VBG	add
different	JJ	different
sensors	NNS	sensor
.	SENT	.
So	RB	so
wherever	WRB	wherever
the	DT	the
robot	NN	robot
is	VBZ	be
going	VBG	go
,	,	,
we	PP	we
can	MD	can
go	VB	go
ahead	RB	ahead
and	CC	and
measure	VB	measure
the	DT	the
health	NN	health
of	IN	of
what	WP	what
it	PP	it
'	POS	'
s	NNS	<unknown>
looking	VBG	look
at	IN	at
right	RB	right
there	RB	there
.	SENT	.
And	CC	and
as	RB	as
far	RB	far
as	IN	as
doing	VBG	do
lab-on-chip	NN	<unknown>
capabilities	NNS	capability
where	WRB	where
you	PP	you
can	MD	can
actually	RB	actually
analyze	VB	analyze
the	DT	the
material	NN	material
right	RB	right
there	RB	there
in	IN	in
situ	NN	<unknown>
on	IN	on
the	DT	the
robot	NN	robot
.	SENT	.
Imagine	VB	imagine
now	RB	now
being	VBG	be
able	JJ	able
to	TO	to
put	VB	put
different	JJ	different
tools	NNS	tool
onto	IN	onto
this	DT	this
,	,	,
where	WRB	where
you	PP	you
can	MD	can
cut	VB	cut
and	CC	and
you	PP	you
can	MD	can
cauterize	VB	cauterize
or	CC	or
inject	VB	inject
medicine	NN	medicine
.	SENT	.
Well	RB	well
,	,	,
now	RB	now
you	PP	you
have	VBP	have
a	DT	a
pill	NN	pill
surgeon	NN	surgeon
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
you	PP	you
can	MD	can
have	VB	have
clusters	NNS	cluster
of	IN	of
these	DT	these
robots	NNS	robot
that	WDT	that
work	VBP	work
together	RB	together
in	IN	in
unison	NN	unison
to	TO	to
do	VB	do
complex	JJ	complex
procedures	NNS	procedure
inside	IN	inside
the	DT	the
human	JJ	human
body	NN	body
.	SENT	.
To	TO	to
go	VB	go
even	RB	even
smaller	JJR	small
,	,	,
we	PP	we
actually	RB	actually
have	VBP	have
technology	NN	technology
that	WDT	that
exists	VBZ	exist
today	NN	today
that	WDT	that
allows	VBZ	allow
us	PP	us
to	TO	to
make	VB	make
robots	NNS	robot
at	IN	at
the	DT	the
nanoscale	NN	nanoscale
,	,	,
which	WDT	which
now	RB	now
can	MD	can
bring	VB	bring
robots	NNS	robot
anywhere	RB	anywhere
in	IN	in
the	DT	the
human	JJ	human
body	NN	body
,	,	,
even	RB	even
into	IN	into
the	DT	the
human	JJ	human
brain	NN	brain
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
some	DT	some
phenomenal	JJ	phenomenal
power	NN	power
sources	NNS	source
that	WDT	that
are	VBP	be
available	JJ	available
,	,	,
coming	VBG	come
online	JJ	online
as	IN	as
well	RB	well
.	SENT	.
While	IN	while
PillBot	NP	<unknown>
is	VBZ	be
just	RB	just
about	RB	about
to	TO	to
go	VB	go
through	IN	through
clinical	JJ	clinical
trials	NNS	trial
,	,	,
it	PP	it
'	POS	'
ll	NNS	<unknown>
be	VB	be
a	DT	a
couple	NN	couple
of	IN	of
years	NNS	year
till	IN	till
it	PP	it
'	POS	'
s	NN	S
on	IN	on
the	DT	the
market	NN	market
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
long	JJ	long
way	NN	way
to	TO	to
go	VB	go
we	PP	we
still	RB	still
have	VB	have
to	TO	to
bring	VB	bring
the	DT	the
full	JJ	full
ability	NN	ability
to	TO	to
do	VB	do
inner	JJ	inner
space	NN	space
exploration	NN	exploration
on	IN	on
us	PP	us
all	RB	all
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
a	DT	a
worthwhile	JJ	worthwhile
journey	NN	journey
to	TO	to
go	VB	go
on	RP	on
.	SENT	.
Imagine	VB	imagine
being	VBG	be
able	JJ	able
to	TO	to
have	VB	have
all	PDT	all
this	DT	this
information	NN	information
for	IN	for
you	PP	you
,	,	,
for	IN	for
your	PP$	your
health	NN	health
,	,	,
for	IN	for
your	PP$	your
family	NN	family
and	CC	and
for	IN	for
humanity	NN	humanity
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
invite	VB	invite
all	DT	all
of	IN	of
you	PP	you
to	TO	to
join	VB	join
us	PP	us
in	IN	in
being	VBG	be
brave	JJ	brave
.	SENT	.
And	CC	and
let	VB	let
'	''	'
s	NNS	<unknown>
bring	VBP	bring
microrobots	NNS	microrobot
inside	IN	inside
the	DT	the
human	JJ	human
body	NN	body
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
