Back	RB	back
my	PP$	my
avocation	NN	avocation
as	IN	as
a	DT	a
volunteer	NN	volunteer
firefighter	NN	firefighter
,	,	,
I	PP	I
am	VBP	be
witness	NN	witness
to	TO	to
acts	NNS	act
of	IN	of
generosity	NN	generosity
and	CC	and
kindness	NN	kindness
on	IN	on
a	DT	a
monumental	JJ	monumental
scale	NN	scale
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
also	RB	also
witness	NN	witness
to	TO	to
acts	NNS	act
of	IN	of
grace	NN	grace
and	CC	and
courage	NN	courage
on	IN	on
an	DT	an
individual	JJ	individual
basis	NN	basis
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
?	SENT	?
They	PP	they
all	DT	all
matter	NN	matter
.	SENT	.
So	RB	so
as	IN	as
I	PP	I
look	VBP	look
around	IN	around
this	DT	this
room	NN	room
at	IN	at
people	NNS	people
who	WP	who
either	RB	either
have	VBP	have
achieved	VBN	achieve
,	,	,
or	CC	or
are	VBP	be
on	IN	on
their	PP$	their
way	NN	way
to	TO	to
achieving	VBG	achieve
,	,	,
remarkable	JJ	remarkable
levels	NNS	level
of	IN	of
success	NN	success
,	,	,
I	PP	I
would	MD	would
offer	VB	offer
this	DT	this
reminder	NN	reminder
:	:	:
don	NN	don
'	POS	'
t	NN	t
wait	NN	wait
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
wait	NN	wait
until	IN	until
you	PP	you
make	VBP	make
your	PP$	your
first	JJ	first
million	CD	million
to	TO	to
make	VB	make
a	DT	a
difference	NN	difference
in	IN	in
somebody	NN	somebody
'	POS	'
s	NN	S
life	NN	life
.	SENT	.
If	IN	if
you	PP	you
have	VBP	have
something	NN	something
to	TO	to
give	VB	give
,	,	,
give	VB	give
it	PP	it
now	RB	now
.	SENT	.
Serve	VB	serve
food	NN	food
at	IN	at
a	DT	a
soup	NN	soup
kitchen	NN	kitchen
.	SENT	.
Clean	VB	clean
up	RP	up
a	DT	a
neighborhood	NN	neighborhood
park	NN	park
.	SENT	.
Be	VB	be
a	DT	a
mentor	NN	mentor
.	SENT	.
Not	RB	not
every	DT	every
day	NN	day
is	VBZ	be
going	VBG	go
to	TO	to
offer	VB	offer
us	PP	us
a	DT	a
chance	NN	chance
to	TO	to
save	VB	save
somebody	NN	somebody
'	POS	'
s	NN	S
life	NN	life
,	,	,
but	CC	but
every	DT	every
day	NN	day
offers	VBZ	offer
us	PP	us
an	DT	an
opportunity	NN	opportunity
to	TO	to
affect	VB	affect
one	PP	one
.	SENT	.
So	RB	so
get	VB	get
in	IN	in
the	DT	the
game	NN	game
.	SENT	.
Save	VB	save
the	DT	the
shoes	NNS	shoe
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Bruno	NP	Bruno
Giussani	NP	<unknown>
:	:	:
Mark	NP	Mark
,	,	,
Mark	NP	Mark
,	,	,
come	VBN	come
back	RB	back
.	SENT	.
Mark	NP	Mark
Bezos	NP	<unknown>
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
