Mark	NP	Mark
liberal	JJ	liberal
friends	NNS	friend
'	POS	'
links	NNS	link
than	IN	than
on	IN	on
my	PP$	my
conservative	JJ	conservative
friends	NNS	friend
'	POS	'
links	NNS	link
.	SENT	.
And	CC	and
without	IN	without
consulting	VBG	consult
me	PP	me
about	IN	about
it	PP	it
,	,	,
it	PP	it
had	VBD	have
edited	VBN	edit
them	PP	them
out	RP	out
.	SENT	.
They	PP	they
disappeared	VBD	disappear
.	SENT	.
So	IN	so
Facebook	NP	<unknown>
isn	NP	isn
'	POS	'
t	NN	t
the	DT	the
only	JJ	only
place	NN	place
that	RB	that
'	POS	'
s	NN	S
doing	VBG	do
this	DT	this
kind	NN	kind
of	IN	of
invisible	JJ	invisible
,	,	,
algorithmic	JJ	algorithmic
editing	VBG	edit
of	IN	of
the	DT	the
Web	NP	Web
.	SENT	.
Google	NP	<unknown>
'	POS	'
s	NN	S
doing	VBG	do
it	PP	it
too	RB	too
.	SENT	.
If	IN	if
I	PP	I
search	VBP	search
for	IN	for
something	NN	something
,	,	,
and	CC	and
you	PP	you
search	VBP	search
for	IN	for
something	NN	something
,	,	,
even	RB	even
right	RB	right
now	RB	now
at	IN	at
the	DT	the
very	RB	very
same	JJ	same
time	NN	time
,	,	,
we	PP	we
may	MD	may
get	VB	get
very	RB	very
different	JJ	different
search	NN	search
results	NNS	result
.	SENT	.
Even	RB	even
if	IN	if
you	PP	you
'	POS	'
re	NN	re
logged	VBD	log
out	RP	out
,	,	,
one	CD	one
engineer	NN	engineer
told	VBD	tell
me	PP	me
,	,	,
there	EX	there
are	VBP	be
57	CD	@card@
signals	NNS	signal
that	WDT	that
Google	NP	<unknown>
looks	VBZ	look
at	IN	at
—	:	-
everything	NN	everything
from	IN	from
what	WP	what
kind	NN	kind
of	IN	of
computer	NN	computer
you	PP	you
'	POS	'
re	NN	re
on	IN	on
to	TO	to
what	WP	what
kind	NN	kind
of	IN	of
browser	NN	browser
you	PP	you
'	POS	'
re	NN	re
using	VBG	use
to	TO	to
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
located	VBN	locate
—	:	-
that	IN	that
it	PP	it
uses	VBZ	use
to	TO	to
personally	RB	personally
tailor	VB	tailor
your	PP$	your
query	NN	query
results	NNS	result
.	SENT	.
Think	VB	think
about	IN	about
it	PP	it
for	IN	for
a	DT	a
second	JJ	second
:	:	:
there	EX	there
is	VBZ	be
no	DT	no
standard	JJ	standard
Google	NN	<unknown>
anymore	RB	anymore
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
,	,	,
the	DT	the
funny	JJ	funny
thing	NN	thing
about	IN	about
this	DT	this
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
hard	JJ	hard
to	TO	to
see	VB	see
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
see	VB	see
how	WRB	how
different	JJ	different
your	PP$	your
search	NN	search
results	NNS	result
are	VBP	be
from	IN	from
anyone	NN	anyone
else	RB	else
'	POS	'
s	NN	S
.	SENT	.
But	CC	but
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
ago	RB	ago
,	,	,
I	PP	I
asked	VBD	ask
a	DT	a
bunch	NN	bunch
of	IN	of
friends	NNS	friend
to	TO	to
Google	NP	<unknown>
"	``	"
Egypt	NP	Egypt
"	''	"
and	CC	and
to	TO	to
send	VB	send
me	PP	me
screen	VB	screen
shots	NNS	shot
of	IN	of
what	WP	what
they	PP	they
got	VBD	get
.	SENT	.
So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
my	PP$	my
friend	NN	friend
Scott	NP	Scott
'	POS	'
s	JJ	<unknown>
screen	NN	screen
shot	NN	shot
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
my	PP$	my
friend	NN	friend
Daniel	NP	Daniel
'	POS	'
s	JJ	<unknown>
screen	NN	screen
shot	NN	shot
.	SENT	.
When	WRB	when
you	PP	you
put	VBP	put
them	PP	them
side-by-side	NN	side-by-side
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
even	RB	even
have	VBP	have
to	TO	to
read	VB	read
the	DT	the
links	NNS	link
to	TO	to
see	VB	see
how	WRB	how
different	JJ	different
these	DT	these
two	CD	two
pages	NNS	page
are	VBP	be
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
do	VBP	do
read	VB	read
the	DT	the
links	NNS	link
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
quite	RB	quite
remarkable	JJ	remarkable
.	SENT	.
Daniel	NP	Daniel
didn	NP	<unknown>
'	POS	'
t	NN	t
get	VB	get
anything	NN	anything
about	IN	about
the	DT	the
protests	NNS	protest
in	IN	in
Egypt	NP	Egypt
at	IN	at
all	DT	all
in	IN	in
his	PP$	his
first	JJ	first
page	NN	page
of	IN	of
Google	NP	<unknown>
results	NNS	result
.	SENT	.
Scott	NP	Scott
'	POS	'
s	NN	S
results	NNS	result
were	VBD	be
full	JJ	full
of	IN	of
them	PP	them
.	SENT	.
And	CC	and
this	DT	this
was	VBD	be
the	DT	the
big	JJ	big
story	NN	story
of	IN	of
the	DT	the
day	NN	day
at	IN	at
that	DT	that
time	NN	time
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
how	WRB	how
different	JJ	different
these	DT	these
results	NNS	result
are	VBP	be
becoming	VBG	become
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
Google	NP	<unknown>
and	CC	and
Facebook	NP	<unknown>
either	RB	either
.	SENT	.
This	DT	this
is	VBZ	be
something	NN	something
that	RB	that
'	POS	'
s	NN	S
sweeping	VBG	sweep
the	DT	the
Web	NP	Web
.	SENT	.
There	EX	there
are	VBP	be
a	DT	a
whole	JJ	whole
host	NN	host
of	IN	of
companies	NNS	company
that	WDT	that
are	VBP	be
doing	VBG	do
this	DT	this
kind	NN	kind
of	IN	of
personalization	NN	personalization
.	SENT	.
Yahoo	NN	yahoo
News	NP	News
,	,	,
the	DT	the
biggest	JJS	big
news	NN	news
site	NN	site
on	IN	on
the	DT	the
Internet	NN	Internet
,	,	,
is	VBZ	be
now	RB	now
personalized	JJ	personalized
—	:	-
different	JJ	different
people	NNS	people
get	VBP	get
different	JJ	different
things	NNS	thing
.	SENT	.
Huffington	NP	Huffington
Post	NP	Post
,	,	,
the	DT	the
Washington	NP	Washington
Post	NP	Post
,	,	,
the	DT	the
New	NP	New
York	NP	York
Times	NP	Times
—	:	-
all	DT	all
flirting	VBG	flirt
with	IN	with
personalization	NN	personalization
in	IN	in
various	JJ	various
ways	NNS	way
.	SENT	.
And	CC	and
this	DT	this
moves	NNS	move
us	PP	us
very	RB	very
quickly	RB	quickly
toward	IN	toward
a	DT	a
world	NN	world
in	IN	in
which	WDT	which
the	DT	the
Internet	NN	Internet
is	VBZ	be
showing	VBG	show
us	PP	us
what	WP	what
it	PP	it
thinks	VBZ	think
we	PP	we
want	VBP	want
to	TO	to
see	VB	see
,	,	,
but	CC	but
not	RB	not
necessarily	RB	necessarily
what	WP	what
we	PP	we
need	VBP	need
to	TO	to
see	VB	see
.	SENT	.
As	IN	as
Eric	NP	Eric
Schmidt	NP	Schmidt
said	VBD	say
,	,	,
"	``	"
It	PP	it
will	MD	will
be	VB	be
very	RB	very
hard	JJ	hard
for	IN	for
people	NNS	people
to	TO	to
watch	VB	watch
or	CC	or
consume	VB	consume
something	NN	something
that	WDT	that
has	VBZ	have
not	RB	not
in	IN	in
some	DT	some
sense	NN	sense
been	VBN	be
tailored	VBN	tailor
for	IN	for
them	PP	them
.	SENT	.
"	``	"
So	RB	so
I	PP	I
do	VBP	do
think	VB	think
this	DT	this
is	VBZ	be
a	DT	a
problem	NN	problem
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
,	,	,
if	IN	if
you	PP	you
take	VBP	take
all	DT	all
of	IN	of
these	DT	these
filters	NNS	filter
together	RB	together
,	,	,
you	PP	you
take	VBP	take
all	PDT	all
these	DT	these
algorithms	NNS	algorithm
,	,	,
you	PP	you
get	VBP	get
what	WP	what
I	PP	I
call	VBP	call
a	DT	a
filter	NN	filter
bubble	NN	bubble
.	SENT	.
And	CC	and
your	PP$	your
filter	NN	filter
bubble	NN	bubble
is	VBZ	be
your	PP$	your
own	JJ	own
personal	JJ	personal
,	,	,
unique	JJ	unique
universe	NN	universe
of	IN	of
information	NN	information
that	IN	that
you	PP	you
live	VBP	live
in	IN	in
online	JJ	online
.	SENT	.
And	CC	and
what	WP	what
'	POS	'
s	NN	S
in	IN	in
your	PP$	your
filter	NN	filter
bubble	NN	bubble
depends	VBZ	depend
on	IN	on
who	WP	who
you	PP	you
are	VBP	be
,	,	,
and	CC	and
it	PP	it
depends	VBZ	depend
on	IN	on
what	WP	what
you	PP	you
do	VBP	do
.	SENT	.
But	CC	but
the	DT	the
thing	NN	thing
is	VBZ	be
that	IN	that
you	PP	you
don	VB	don
'	''	'
t	NN	t
decide	VB	decide
what	WP	what
gets	VBZ	get
in	IN	in
.	SENT	.
And	CC	and
more	RBR	more
importantly	RB	importantly
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
actually	RB	actually
see	VB	see
what	WP	what
gets	VBZ	get
edited	VBN	edit
out	RP	out
.	SENT	.
So	RB	so
one	CD	one
of	IN	of
the	DT	the
problems	NNS	problem
with	IN	with
the	DT	the
filter	NN	filter
bubble	NN	bubble
was	VBD	be
discovered	VBN	discover
by	IN	by
some	DT	some
researchers	NNS	researcher
at	IN	at
Netflix	NP	<unknown>
.	SENT	.
And	CC	and
they	PP	they
were	VBD	be
looking	VBG	look
at	IN	at
the	DT	the
Netflix	NP	<unknown>
queues	NNS	queue
,	,	,
and	CC	and
they	PP	they
noticed	VBD	notice
something	NN	something
kind	NN	kind
of	IN	of
funny	JJ	funny
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
us	PP	us
probably	RB	probably
have	VBP	have
noticed	VBN	notice
,	,	,
which	WDT	which
is	VBZ	be
there	EX	there
are	VBP	be
some	DT	some
movies	NNS	movie
that	WDT	that
just	RB	just
sort	VBP	sort
of	IN	of
zip	NN	zip
right	NN	right
up	RP	up
and	CC	and
out	RP	out
to	TO	to
our	PP$	our
houses	NNS	house
.	SENT	.
They	PP	they
enter	VBP	enter
the	DT	the
queue	NN	queue
,	,	,
they	PP	they
just	RB	just
zip	VBP	zip
right	RB	right
out	RP	out
.	SENT	.
So	IN	so
"	``	"
Iron	NP	Iron
Man	NP	Man
"	``	"
zips	VBZ	zip
right	RB	right
out	RB	out
,	,	,
and	CC	and
"	``	"
Waiting	VBG	wait
for	IN	for
Superman	NN	superman
"	``	"
can	MD	can
wait	VB	wait
for	IN	for
a	DT	a
really	RB	really
long	JJ	long
time	NN	time
.	SENT	.
What	WP	what
they	PP	they
discovered	VBD	discover
was	VBD	be
that	IN	that
in	IN	in
our	PP$	our
Netflix	NP	<unknown>
queues	NNS	queue
there	RB	there
'	''	'
s	VBG	<unknown>
this	DT	this
epic	NN	epic
struggle	NN	struggle
going	VBG	go
on	IN	on
between	IN	between
our	PP$	our
future	JJ	future
aspirational	JJ	aspirational
selves	NNS	self
and	CC	and
our	PP$	our
more	JJR	more
impulsive	JJ	impulsive
present	JJ	present
selves	NNS	self
.	SENT	.
You	PP	you
know	VBP	know
we	PP	we
all	DT	all
want	VBP	want
to	TO	to
be	VB	be
someone	NN	someone
who	WP	who
has	VBZ	have
watched	VBN	watch
"	``	"
Rashomon	NN	Rashomon
,	,	,
"	''	"
but	CC	but
right	RB	right
now	RB	now
we	PP	we
want	VBP	want
to	TO	to
watch	VB	watch
"	``	"
Ace	NP	Ace
Ventura	NP	Ventura
"	''	"
for	IN	for
the	DT	the
fourth	JJ	fourth
time	NN	time
.	SENT	.
So	IN	so
the	DT	the
best	JJS	good
editing	VBG	edit
gives	VBZ	give
us	PP	us
a	DT	a
bit	NN	bit
of	IN	of
both	DT	both
.	SENT	.
It	PP	it
gives	VBZ	give
us	PP	us
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
Justin	NP	Justin
Bieber	NP	Bieber
and	CC	and
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
Afghanistan	NP	Afghanistan
.	SENT	.
It	PP	it
gives	VBZ	give
us	PP	us
some	DT	some
information	NN	information
vegetables	NNS	vegetable
;	:	;
it	PP	it
gives	VBZ	give
us	PP	us
some	DT	some
information	NN	information
dessert	NN	dessert
.	SENT	.
And	CC	and
the	DT	the
challenge	NN	challenge
with	IN	with
these	DT	these
kinds	NNS	kind
of	IN	of
algorithmic	JJ	algorithmic
filters	NNS	filter
,	,	,
these	DT	these
personalized	JJ	personalized
filters	NNS	filter
,	,	,
is	VBZ	be
that	IN	that
,	,	,
because	IN	because
they	PP	they
'	POS	'
re	NN	re
mainly	RB	mainly
looking	VBG	look
at	IN	at
what	WP	what
you	PP	you
click	VBP	click
on	IN	on
first	JJ	first
,	,	,
it	PP	it
can	MD	can
throw	VB	throw
off	RP	off
that	DT	that
balance	NN	balance
.	SENT	.
And	CC	and
instead	RB	instead
of	IN	of
a	DT	a
balanced	JJ	balanced
information	NN	information
diet	NN	diet
,	,	,
you	PP	you
can	MD	can
end	VB	end
up	RB	up
surrounded	VBN	surround
by	IN	by
information	NN	information
junk	NN	junk
food	NN	food
.	SENT	.
What	WP	what
this	DT	this
suggests	VBZ	suggest
is	VBZ	be
actually	RB	actually
that	IN	that
we	PP	we
may	MD	may
have	VB	have
the	DT	the
story	NN	story
about	IN	about
the	DT	the
Internet	NN	Internet
wrong	JJ	wrong
.	SENT	.
In	IN	in
a	DT	a
broadcast	NN	broadcast
society	NN	society
—	:	-
this	DT	this
is	VBZ	be
how	WRB	how
the	DT	the
founding	JJ	founding
mythology	NN	mythology
goes	VBZ	go
—	:	-
in	IN	in
a	DT	a
broadcast	NN	broadcast
society	NN	society
,	,	,
there	EX	there
were	VBD	be
these	DT	these
gatekeepers	NNS	gatekeeper
,	,	,
the	DT	the
editors	NNS	editor
,	,	,
and	CC	and
they	PP	they
controlled	VBD	control
the	DT	the
flows	NNS	flow
of	IN	of
information	NN	information
.	SENT	.
And	CC	and
along	RB	along
came	VBD	come
the	DT	the
Internet	NN	Internet
and	CC	and
it	PP	it
swept	VBD	sweep
them	PP	them
out	RP	out
of	IN	of
the	DT	the
way	NN	way
,	,	,
and	CC	and
it	PP	it
allowed	VBD	allow
all	RB	all
of	IN	of
us	PP	us
to	TO	to
connect	VB	connect
together	RB	together
,	,	,
and	CC	and
it	PP	it
was	VBD	be
awesome	JJ	awesome
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
actually	RB	actually
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
right	RB	right
now	RB	now
.	SENT	.
What	WP	what
we	PP	we
'	POS	'
re	NN	re
seeing	VBG	see
is	VBZ	be
more	JJR	more
of	IN	of
a	DT	a
passing	NN	passing
of	IN	of
the	DT	the
torch	NN	torch
from	IN	from
human	JJ	human
gatekeepers	NNS	gatekeeper
to	TO	to
algorithmic	JJ	algorithmic
ones	NNS	one
.	SENT	.
And	CC	and
the	DT	the
thing	NN	thing
is	VBZ	be
that	IN	that
the	DT	the
algorithms	NNS	algorithm
don	NN	don
'	POS	'
t	NN	t
yet	RB	yet
have	VBP	have
the	DT	the
kind	NN	kind
of	IN	of
embedded	VBN	embed
ethics	NNS	ethic
that	IN	that
the	DT	the
editors	NNS	editor
did	VBD	do
.	SENT	.
So	RB	so
if	IN	if
algorithms	NNS	algorithm
are	VBP	be
going	VBG	go
to	TO	to
curate	NN	curate
the	DT	the
world	NN	world
for	IN	for
us	PP	us
,	,	,
if	IN	if
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
decide	VB	decide
what	WP	what
we	PP	we
get	VBP	get
to	TO	to
see	VB	see
and	CC	and
what	WP	what
we	PP	we
don	VBP	don
'	''	'
t	NN	t
get	VBP	get
to	TO	to
see	VB	see
,	,	,
then	RB	then
we	PP	we
need	VBP	need
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
they	PP	they
'	POS	'
re	NN	re
not	RB	not
just	RB	just
keyed	VBN	key
to	TO	to
relevance	NN	relevance
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
they	PP	they
also	RB	also
show	VBP	show
us	PP	us
things	NNS	thing
that	WDT	that
are	VBP	be
uncomfortable	JJ	uncomfortable
or	CC	or
challenging	JJ	challenging
or	CC	or
important	JJ	important
—	:	-
this	DT	this
is	VBZ	be
what	WP	what
TED	VBP	ted
does	VBZ	do
—	:	-
other	JJ	other
points	NNS	point
of	IN	of
view	NN	view
.	SENT	.
And	CC	and
the	DT	the
thing	NN	thing
is	VBZ	be
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
actually	RB	actually
been	VBN	be
here	RB	here
before	RB	before
as	IN	as
a	DT	a
society	NN	society
.	SENT	.
In	IN	in
1915	CD	@card@
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
like	IN	like
newspapers	NNS	newspaper
were	VBD	be
sweating	VBG	sweat
a	DT	a
lot	NN	lot
about	IN	about
their	PP$	their
civic	JJ	civic
responsibilities	NNS	responsibility
.	SENT	.
Then	RB	then
people	NNS	people
noticed	VBD	notice
that	IN	that
they	PP	they
were	VBD	be
doing	VBG	do
something	NN	something
really	RB	really
important	JJ	important
.	SENT	.
That	IN	that
,	,	,
in	IN	in
fact	NN	fact
,	,	,
you	PP	you
couldn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
a	DT	a
functioning	VBG	function
democracy	NN	democracy
if	IN	if
citizens	NNS	citizen
didn	NN	<unknown>
'	POS	'
t	NN	t
get	VB	get
a	DT	a
good	JJ	good
flow	NN	flow
of	IN	of
information	NN	information
,	,	,
that	IN	that
the	DT	the
newspapers	NNS	newspaper
were	VBD	be
critical	JJ	critical
because	IN	because
they	PP	they
were	VBD	be
acting	VBG	act
as	IN	as
the	DT	the
filter	NN	filter
,	,	,
and	CC	and
then	RB	then
journalistic	JJ	journalistic
ethics	NNS	ethic
developed	VBD	develop
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
perfect	JJ	perfect
,	,	,
but	CC	but
it	PP	it
got	VBD	get
us	PP	us
through	IN	through
the	DT	the
last	JJ	last
century	NN	century
.	SENT	.
And	CC	and
so	RB	so
now	RB	now
,	,	,
we	PP	we
'	POS	'
re	NN	re
kind	NN	kind
of	IN	of
back	RB	back
in	IN	in
1915	CD	@card@
on	IN	on
the	DT	the
Web	NP	Web
.	SENT	.
And	CC	and
we	PP	we
need	VBP	need
the	DT	the
new	JJ	new
gatekeepers	NNS	gatekeeper
to	TO	to
encode	VB	encode
that	DT	that
kind	NN	kind
of	IN	of
responsibility	NN	responsibility
into	IN	into
the	DT	the
code	NN	code
that	IN	that
they	PP	they
'	POS	'
re	NN	re
writing	NN	writing
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
here	RB	here
from	IN	from
Facebook	NP	<unknown>
and	CC	and
from	IN	from
Google	NP	<unknown>
—	:	-
Larry	NP	Larry
and	CC	and
Sergey	NP	Sergey
—	:	-
people	NNS	people
who	WP	who
have	VBP	have
helped	VBN	help
build	VB	build
the	DT	the
Web	NP	Web
as	IN	as
it	PP	it
is	VBZ	be
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
grateful	JJ	grateful
for	IN	for
that	DT	that
.	SENT	.
But	CC	but
we	PP	we
really	RB	really
need	VBP	need
you	PP	you
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
these	DT	these
algorithms	NNS	algorithm
have	VBP	have
encoded	VBN	encode
in	IN	in
them	PP	them
a	DT	a
sense	NN	sense
of	IN	of
the	DT	the
public	JJ	public
life	NN	life
,	,	,
a	DT	a
sense	NN	sense
of	IN	of
civic	JJ	civic
responsibility	NN	responsibility
.	SENT	.
We	PP	we
need	VBP	need
you	PP	you
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
they	PP	they
'	POS	'
re	NN	re
transparent	JJ	transparent
enough	RB	enough
that	IN	that
we	PP	we
can	MD	can
see	VB	see
what	WP	what
the	DT	the
rules	NNS	rule
are	VBP	be
that	DT	that
determine	VB	determine
what	WP	what
gets	VBZ	get
through	IN	through
our	PP$	our
filters	NNS	filter
.	SENT	.
And	CC	and
we	PP	we
need	VBP	need
you	PP	you
to	TO	to
give	VB	give
us	PP	us
some	DT	some
control	VBP	control
so	RB	so
that	IN	that
we	PP	we
can	MD	can
decide	VB	decide
what	WP	what
gets	VBZ	get
through	RB	through
and	CC	and
what	WP	what
doesn	NN	<unknown>
'	POS	'
t	NN	t
.	SENT	.
Because	IN	because
I	PP	I
think	VBP	think
we	PP	we
really	RB	really
need	VBP	need
the	DT	the
Internet	NN	Internet
to	TO	to
be	VB	be
that	DT	that
thing	NN	thing
that	IN	that
we	PP	we
all	RB	all
dreamed	VBD	dream
of	IN	of
it	PP	it
being	VBG	be
.	SENT	.
We	PP	we
need	VBP	need
it	PP	it
to	TO	to
connect	VB	connect
us	PP	us
all	RB	all
together	RB	together
.	SENT	.
We	PP	we
need	VBP	need
it	PP	it
to	TO	to
introduce	VB	introduce
us	PP	us
to	TO	to
new	JJ	new
ideas	NNS	idea
and	CC	and
new	JJ	new
people	NNS	people
and	CC	and
different	JJ	different
perspectives	NNS	perspective
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
do	VB	do
that	IN	that
if	IN	if
it	PP	it
leaves	VBZ	leave
us	PP	us
all	DT	all
isolated	VBD	isolate
in	IN	in
a	DT	a
Web	NP	Web
of	IN	of
one	CD	one
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
