Chris chris
. .
And and
I i
think think
as as
all all
of of
us us
around around
the the
world world
grapple grapple
with with
how how
we we
can can
contain contain
and and
control control
the the
spread spread
of of
COVID-19 covid-19
, ,
there there
are be
a a
lot lot
of of
lessons lesson
we we
can can
learn learn
from from
what what
China china
experienced experience
and and
how how
they they
responded respond
. .
So so
we we
' '
re re
really really
thrilled thrill
to to
be be
joined join
today today
by by
the the
CEO ceo
of of
the the
" "
South south
China china
Morning morning
Post post
, ,
" "
Gary gary
Liu liu
, ,
who who
' '
s s
here here
to to
share share
his his
perspective perspective
and and
insights insight
. .
So so
, ,
welcome welcome
Gary gary
. .
Gary gary
Liu liu
: :
Thanks thanks
for for
having have
me me
. .
WPR wpr
: :
Hey hey
there there
, ,
Gary gary
, ,
thanks thanks
for for
being be
with with
us us
. .
And and
I i
think think
before before
we we
dive dive
into into
things thing
, ,
I i
' '
d d
love love
to to
hear hear
about about
just just
how how
things thing
have have
been be
for for
you you
personally personally
, ,
your your
loved love
ones one
, ,
those those
close close
to to
you you
, ,
how how
have have
you you
been be
experiencing experience
this this
? ?
GL gl
: :
It it
' '
s s
complicated complicate
. .
So so
we we
' '
re re
here here
in in
Hong hong
Kong kong
, ,
I i
' '
m m
working work
from from
home home
, ,
like like
much much
of of
Hong hong
Kong kong
. .
I i
' '
m m
actually actually
self-quarantined self-quarantined
in in
our our
apartment apartment
here here
in in
Hong hong
Kong kong
, ,
because because
there there
was be
a a
confirmed confirm
case case
in in
our our
workplace workplace
. .
So so
over over
the the
course course
of of
the the
last last
week week
plus plus
, ,
and and
likely likely
for for
at at
least least
another another
week week
plus plus
, ,
the the
entire entire
organization organization
has have
been be
distributed distribute
and and
working work
from from
home home
. .
You you
know know
, ,
when when
Hong hong
Kong kong
got get
its its
first first
confirmed confirm
case case
, ,
I i
was be
actually actually
back back
in in
the the
United united
States states
with with
my my
wife wife
, ,
we we
were be
taking take
a a
small small
break break
in in
the the
Rockies rockies
, ,
and and
we we
came come
back back
to to
Hong hong
Kong kong
pretty pretty
soon soon
after after
that that
to to
make make
sure sure
we we
got get
back back
into into
Hong hong
Kong kong
before before
the the
airports airport
shut shut
. .
And and
at at
that that
point point
, ,
it it
was be
all all
of of
our our
family family
in in
the the
United united
States states
and and
friends friend
texting texting
us us
and and
worrying worry
about about
how how
things thing
were be
in in
Hong hong
Kong kong
as as
the the
situation situation
in in
China china
started start
escalating escalate
, ,
and and
people people
were be
sending send
us us
, ,
or or
trying try
to to
send send
us us
, ,
supplies supply
. .
Masks mask
and and
sanitizer sanitizer
and and
stuff stuff
like like
that that
. .
And and
now now
it it
' '
s s
the the
opposite opposite
. .
New new
York york
City city
is be
our our
home home
, ,
so so
we we
certainly certainly
empathize empathize
with with
what what
you you
guys guy
are be
dealing deal
with with
right right
now now
and and
going go
through through
in in
the the
city city
. .
And and
we we
are be
seeing see
our our
friends friend
and and
our our
family family
back back
home home
in in
New new
York york
and and
in in
California california
and and
checking check
in in
on on
them them
, ,
trying try
to to
send send
equipment equipment
and and
materials material
back back
to to
them them
, ,
so so
the the
script script
has have
flipped flip
actually actually
pretty pretty
fast fast
over over
just just
the the
last last
couple couple
of of
weeks week
. .
WPR wpr
: :
And and
you you
know know
, ,
I i
think think
that that
' '
s s
actually actually
a a
really really
interesting interesting
place place
to to
start start
and and
probably probably
a a
question question
that that
a a
lot lot
of of
people people
who who
aren aren
' '
t t
in in
China china
have have
, ,
you you
know know
, ,
I i
think think
from from
the the
outside outside
looking look
in in
, ,
it it
seems seem
as as
if if
what what
' '
s s
happened happen
in in
China china
is be
kind kind
of of
miraculous miraculous
. .
That that
to to
go go
from from
, ,
you you
know know
, ,
you you
have have
a a
country country
with with
more more
than than
a a
billion billion
people people
there there
, ,
to to
go go
from from
as as
many many
as as
80 @card@
, ,
000 @card@
cases case
to to
nearly nearly
zero zero
new new
cases case
now now
, ,
you you
know know
, ,
what what
can can
you you
tell tell
us us
about about
how how
this this
happened happen
, ,
to to
help help
us us
understand understand
the the
current current
situation situation
and and
just just
really really
how how
China china
ended end
up up
there there
? ?
GL gl
: :
Yeah yeah
, ,
a a
lot lot
has have
happened happen
. .
China china
has have
been be
dealing deal
with with
this this
for for
several several
months month
now now
. .
Several-month several-month
head head
start start
, ,
that that
' '
s s
not not
a a
good good
thing thing
, ,
but but
they they
have have
gone go
through through
several several
different different
phases phase
. .
I i
think think
, ,
Whitney whitney
, ,
before before
I i
jump jump
into into
it it
, ,
there there
are be
a a
couple couple
of of
caveats caveat
that that
are be
really really
important important
to to
make make
. .
The the
first first
one one
is be
that that
we we
' '
re re
still still
parsing parse
what what
happened happen
in in
China china
. .
The the
information information
system system
, ,
as as
everyone everyone
knows know
, ,
is be
still still
relatively relatively
closed close
. .
And and
so so
a a
lot lot
of of
the the
information information
that that
we we
' '
re re
using use
to to
piece piece
together together
what what
happened happen
in in
China china
is be
still still
not not
fully fully
complete complete
. .
And and
so so
with with
every every
passing pass
day day
, ,
every every
passing pass
week week
, ,
there there
' '
s s
more more
information information
that that
allows allow
us us
to to
retroactively retroactively
make make
sure sure
that that
we we
get get
the the
picture picture
of of
what what
happened happen
early early
on on
in in
those those
early early
days day
at at
the the
end end
of of
2019 @card@
, ,
get get
that that
picture picture
right right
. .
And and
there there
' '
s s
still still
a a
lot lot
that that
' '
s s
happening happen
today today
, ,
even even
though though
I i
think think
the the
information information
sharing sharing
is be
much much
more more
open open
than than
it it
was be
early early
on on
, ,
there there
' '
s s
still still
a a
lot lot
of of
stuff stuff
that that
we we
need need
to to
parse parse
. .
And and
the the
second second
important important
caveat caveat
here here
is be
that that
I i
think think
learning learn
sometimes sometimes
suggests suggest
that that
everything everything
China china
did do
was be
right right
and and
good good
, ,
and and
hopefully hopefully
, ,
other other
countries country
can can
take take
it it
and and
apply apply
it it
, ,
but but
that that
' '
s s
not not
100 @card@
percent percent
the the
case case
. .
China china
, ,
of of
course course
, ,
did do
a a
lot lot
that that
was be
right right
, ,
and and
if if
we we
walked walk
through through
the the
time time
line line
, ,
I i
think think
it it
would would
be be
pretty pretty
apparent apparent
the the
decisions decision
that that
they they
made make
kept keep
the the
coronavirus coronavirus
from from
really really
exploding explode
across across
the the
entire entire
country country
and and
really really
limited limit
it it
to to
one one
province province
and and
mostly mostly
one one
city city
. .
But but
there there
were be
also also
many many
, ,
many many
missteps misstep
, ,
and and
those those
are be
things thing
that that
I i
think think
the the
world world
can can
also also
learn learn
from from
, ,
most most
importantly importantly
, ,
China china
should should
learn learn
from from
, ,
because because
most most
of of
these these
-- --
I i
think think
those those
of of
us us
who who
are be
professional professional
observers observer
would would
call call
missteps misstep
, ,
are be
because because
they they
are be
systemic systemic
issues issue
with with
the the
country country
, ,
because because
of of
governance governance
, ,
lack lack
of of
free free
information information
flow flow
, ,
stuff stuff
like like
that that
. .
Those those
are be
the the
initial initial
caveats caveat
, ,
but but
I i
think think
the the
timing timing
of of
how how
China china
progressed progress
from from
first first
case case
to to
now now
has have
been be
fascinating fascinating
. .
WPR wpr
: :
Yeah yeah
, ,
and and
I i
mean mean
, ,
so so
we we
know know
now now
that that
in in
Hubei hubei
province province
they they
' '
ve ve
officially officially
lifted lift
the the
two-month two-month
lockdown lockdown
. .
And and
are be
you you
getting get
the the
sense sense
, ,
do do
you you
feel feel
like like
this this
is be
the the
right right
decision decision
to to
make make
at at
this this
moment moment
? ?
GL gl
: :
I i
don don
' '
t t
think think
I i
' '
m m
the the
right right
person person
to to
say say
whether whether
or or
not not
it it
' '
s s
the the
right right
decision decision
. .
But but
certainly certainly
, ,
this this
has have
been be
a a
progression progression
of of
decisions decision
, ,
and and
I i
think think
they they
' '
ve ve
been be
sitting sit
on on
this this
decision decision
for for
quite quite
some some
time time
. .
Wuhan wuhan
itself itself
, ,
which which
was be
where where
the the
pandemic pandemic
started start
, ,
it it
was be
the the
first first
epicenter epicenter
and and
the the
major major
epicenter epicenter
. .
Wuhan wuhan
is be
opening open
up up
on on
April april
8 @card@
, ,
that that
' '
s s
right right
now now
the the
schedule schedule
. .
And and
this this
is be
really really
, ,
what what
we we
' '
re re
in in
now now
is be
the the
third third
of of
three three
phases phase
from from
the the
first first
discovery discovery
of of
the the
virus virus
in in
Wuhan wuhan
. .
Now now
, ,
April april
8 @card@
will will
be be
about about
11 @card@
weeks week
after after
Wuhan wuhan
the the
city city
got get
completely completely
shut shut
down down
, ,
and and
the the
Hubei hubei
province province
got get
shut shut
down down
. .
And and
so so
for for
those those
who who
are be
in in
a a
shelter shelter
, ,
at at
home home
kind kind
of of
situations situation
right right
now now
in in
the the
United united
States states
and and
wondering wonder
how how
long long
this this
is be
going go
to to
take take
, ,
in in
Wuhan wuhan
, ,
they they
' '
ve ve
been be
locked lock
down down
for for
11 @card@
weeks week
and and
only only
now now
has have
the the
Chinese chinese
government government
decided decide
they they
' '
re re
ready ready
to to
start start
letting let
people people
move move
freely freely
around around
. .
WPR wpr
: :
And and
to to
your your
point point
earlier earlier
about about
some some
of of
the the
possible possible
missteps misstep
in in
terms term
of of
reporting reporting
, ,
I i
mean mean
, ,
there there
are be
still still
reports report
now now
that that
we we
might might
not not
be be
getting get
an an
accurate accurate
number number
of of
cases case
that that
we we
' '
re re
seeing see
in in
Wuhan wuhan
or or
beyond beyond
, ,
we we
' '
re re
hearing hear
some some
people people
say say
there there
are be
no no
new new
cases case
, ,
other other
people people
saying say
that that
there there
actually actually
are be
cases case
. .
So so
do do
you you
feel feel
like like
there there
is be
accurate accurate
spread spread
of of
information information
about about
the the
current current
state state
of of
the the
virus virus
in in
China china
right right
now now
? ?
GL gl
: :
Generally generally
, ,
yes yes
, ,
with with
the the
caveat caveat
that that
it it
is be
based base
on on
the the
Chinese chinese
government government
' '
s s
definition definition
. .
And and
this this
is be
one one
of of
the the
problems problem
right right
now now
that that
even even
the the
World world
Health health
Organization organization
is be
struggling struggle
with with
, ,
is be
that that
the the
definition definition
of of
what what
is be
a a
confirmed confirmed
case case
, ,
what what
is be
an an
infection infection
, ,
is be
different different
from from
country country
to to
country country
. .
As as
an an
example example
, ,
in in
China china
, ,
the the
folks folk
that that
have have
tested test
positive positive
but but
are be
asymptomatic asymptomatic
, ,
we we
understand understand
now now
that that
they they
are be
not not
included include
, ,
since since
February february
7 @card@
, ,
they they
have have
not not
been be
included include
in in
the the
official official
numbers number
. .
Or or
at at
the the
very very
least least
, ,
on on
February february
7 @card@
, ,
they they
changed change
that that
definition definition
, ,
and and
they they
' '
re re
not not
included include
in in
those those
official official
numbers number
. .
And and
that that
could could
be be
another another
50 @card@
percent percent
on on
top top
of of
the the
numbers number
that that
we we
' '
re re
seeing see
today today
. .
So so
what what
we we
' '
ve ve
found find
, ,
our our
reporters reporter
have have
gotten get
their their
hands hand
on on
some some
classified classified
government government
documents document
and and
government government
data datum
that that
suggests suggest
that that
a a
third third
of of
total total
actual actual
positive positive
tests test
are be
asymptomatic asymptomatic
, ,
and and
therefore therefore
not not
included include
in in
official official
numbers number
. .
Now now
, ,
I i
don don
' '
t t
think think
that that
this this
is be
an an
example example
of of
the the
Chinese chinese
government government
trying try
to to
hide hide
information information
. .
This this
is be
a a
definitions definition
issue issue
, ,
which which
countries country
have have
been be
debating debate
and and
people people
are be
doing do
it it
in in
different different
ways way
. .
But but
like like
I i
said say
, ,
there there
really really
have have
been be
three three
very very
distinct distinct
phases phase
. .
We we
are be
in in
the the
third third
phase phase
that that
I i
would would
call call
recovery recovery
and and
rehabilitation rehabilitation
, ,
rehabilitation rehabilitation
being be
the the
rehabilitation rehabilitation
of of
China china
' '
s s
image image
. .
But but
the the
first first
part part
was be
discovery discovery
and and
a a
lot lot
of of
denial denial
. .
And and
then then
there there
was be
this this
two-and-a-half-month two-and-a-half-month
period period
of of
response response
and and
containment containment
. .
And and
that that
I i
think think
, ,
the the
response response
and and
containment containment
part part
is be
the the
most most
interesting interesting
to to
the the
rest rest
of of
the the
world world
. .
WPR wpr
: :
And and
so so
maybe maybe
we we
can can
break break
some some
of of
that that
down down
, ,
you you
know know
, ,
thinking think
about about
China china
' '
s s
response response
. .
What what
were be
some some
of of
the the
specific specific
things thing
that that
you you
think think
China china
did do
right right
, ,
both both
as as
a a
nation nation
, ,
individuals individual
in in
the the
country country
, ,
what what
were be
some some
of of
the the
things thing
that that
you you
saw see
that that
worked work
really really
well well
? ?
GL gl
: :
OK ok
, ,
so so
let let
me me
walk walk
through through
the the
time time
line line
, ,
I i
want want
to to
try try
and and
get get
these these
dates date
right right
, ,
because because
the the
dates date
do do
matter matter
, ,
I i
think think
again again
, ,
for for
context context
, ,
how how
many many
weeks week
it it
took take
from from
one one
step step
to to
another another
. .
Let let
me me
actually actually
back back
up up
into into
that that
initial initial
first first
phase phase
, ,
that that
discovery discovery
and and
denial denial
phase phase
. .
The the
first first
time time
we we
heard hear
about about
the the
coronavirus coronavirus
, ,
this this
mysterious mysterious
respiratory respiratory
disease disease
that that
looks look
somewhat somewhat
like like
SARS sars
, ,
was be
on on
December december
30 @card@
. .
That that
was be
the the
day day
that that
there there
was be
a a
doctor doctor
, ,
whose whose
name name
is be
known know
all all
over over
the the
world world
for for
the the
unfortunate unfortunate
reason reason
he he
ended end
up up
eventually eventually
dying die
, ,
named name
Li li
Wenliang wenliang
. .
And and
Li li
Wenliang wenliang
, ,
Dr dr
. .
Li li
, ,
posted post
to to
a a
private private
WeChat wechat
group group
on on
December december
30 @card@
. .
These these
were be
some some
of of
his his
old old
classmates classmate
from from
med med
school school
. .
And and
he he
said say
, ,
" "
Hey hey
, ,
I i
' '
m m
in in
Wuhan wuhan
, ,
I i
' '
m m
at at
the the
hospital hospital
, ,
there there
is be
a a
SARS-like sars-like
illness illness
, ,
" "
SARS sars
being be
the the
epidemic epidemic
from from
2002 @card@
to to
2003 @card@
, ,
" "
There there
' '
s s
a a
SARS-like sars-like
illness illness
that that
is be
spreading spread
through through
these these
hospitals hospital
in in
Wuhan wuhan
. .
" "
A a
private private
message message
. .
Somebody somebody
forwarded forward
it it
, ,
and and
it it
went go
viral viral
across across
the the
Chinese chinese
internet internet
. .
The the
very very
next next
-- --
so so
that that
was be
the the
first first
time time
we we
actually actually
heard hear
about about
something something
that that
was be
going go
on on
in in
Wuhan wuhan
. .
The the
very very
next next
day day
, ,
December december
31 @card@
, ,
was be
the the
first first
time time
that that
any any
Chinese chinese
officials official
-- --
and and
on on
that that
day day
, ,
it it
happened happen
to to
be be
the the
actual actual
provincial provincial
and and
the the
city city
officials official
-- --
acknowledged acknowledge
that that
there there
were be
27 @card@
people people
, ,
at at
that that
moment moment
in in
time time
, ,
who who
had have
been be
diagnosed diagnose
with with
this this
mysterious mysterious
pneumonia pneumonia
, ,
and and
they they
reported report
the the
cases case
to to
the the
World world
Health health
Organization organization
. .
That that
was be
also also
the the
day day
that that
Dr dr
. .
Li li
was be
reprimanded reprimand
, ,
officially officially
reprimanded reprimand
. .
So so
that that
was be
really really
the the
discovery discovery
, ,
the the
end end
of of
the the
discovery discovery
and and
denial denial
phase phase
, ,
because because
what what
we we
know know
now now
is be
that that
back back
to to
mid-December mid-december
, ,
several several
weeks week
before before
Dr dr
. .
Li li
wrote write
his his
blog blog
post post
, ,
the the
authorities authority
had have
already already
been be
notified notify
that that
a a
SARS-like sars-like
pneumonia pneumonia
was be
showing show
up up
in in
Wuhan wuhan
hospitals hospital
. .
And and
action action
had have
already already
started start
down down
the the
chain chain
of of
authority authority
. .
They they
have have
now now
backdated backdate
, ,
at at
least least
publicly publicly
backdated backdate
, ,
the the
first first
case case
to to
December december
1 @card@
. .
But but
actually actually
, ,
in in
their their
confidential confidential
and and
classified classified
government government
documents document
that that
again again
, ,
our our
journalists journalist
have have
seen see
, ,
and and
we we
' '
ve ve
published publish
a a
story story
-- --
Officially officially
, ,
in in
classified classified
documents document
, ,
they they
' '
ve ve
backdated backdate
the the
first first
COVID-19 covid-19
case case
all all
the the
way way
back back
to to
November november
17 @card@
, ,
as as
the the
earliest early
example example
that that
they they
can can
find find
based base
on on
symptoms symptom
and and
based base
on on
retroactive retroactive
diagnosis diagnosis
for for
a a
COVID-19 covid-19
case case
. .
So so
in in
effect effect
, ,
there there
were be
several several
weeks week
before before
the the
acknowledgment acknowledgment
to to
the the
World world
Health health
Organization organization
that that
that that
was be
going go
on on
, ,
and and
the the
first first
case case
with with
symptoms symptom
was be
actually actually
identified identify
about about
a a
month month
and and
a a
half half
before before
that that
notice notice
to to
the the
World world
Health health
Organization organization
. .
Then then
the the
second second
phase phase
, ,
which which
really really
started start
, ,
let let
' '
s s
say say
, ,
December december
31 @card@
, ,
when when
the the
acknowledgment acknowledgment
happened happen
, ,
was be
response response
and and
then then
massive massive
containment containment
. .
Now now
this this
phase phase
, ,
to to
be be
clear clear
, ,
still still
had have
some some
denial denial
and and
a a
good good
amount amount
of of
censorship censorship
happening happen
within within
the the
country country
. .
So so
on on
January january
1 @card@
, ,
the the
World world
Health health
Organization organization
started start
working work
with with
China china
on on
trying try
to to
identify identify
the the
virus virus
and and
trying try
to to
figure figure
out out
course course
of of
action action
. .
It it
wasn wasn
' '
t t
until until
several several
weeks week
later later
that that
Beijing beijing
, ,
the the
central central
government government
, ,
for for
the the
first first
time time
broke break
its its
silence silence
, ,
and and
that that
was be
on on
January january
18 @card@
. .
And and
actually actually
, ,
they they
broke break
the the
silence silence
to to
deny deny
that that
this this
was be
SARS sars
, ,
and and
in in
fact fact
to to
" "
defy defy
rumors rumor
" "
that that
were be
spreading spread
around around
the the
Chinese chinese
internet internet
. .
But but
there there
was be
a a
major major
date date
that that
happened happen
two two
days day
afterwards afterwards
, ,
which which
was be
January january
20 @card@
. .
Because because
for for
the the
first first
time time
, ,
a a
member member
of of
the the
party party
, ,
a a
senior senior
government government
official official
who who
is be
now now
one one
of of
the the
central central
gentlemen gentleman
that that
is be
actually actually
leading lead
the the
task task
force force
against against
COVID-19 covid-19
, ,
his his
name name
is be
Zhong zhong
Nanshan nanshan
, ,
he he
' '
s s
an an
epidemiologist epidemiologist
, ,
he he
was be
one one
of of
the the
central central
figures figure
during during
SARS sars
17 @card@
years year
ago ago
. .
On on
January january
20 @card@
, ,
he he
visited visit
Wuhan wuhan
. .
And and
he he
admitted admit
, ,
for for
the the
first first
time time
, ,
that that
human-to-human human-to-human
transmission transmission
was be
possible possible
. .
Now now
this this
was be
important important
, ,
because because
prior prior
to to
that that
, ,
officials official
who who
had have
spoken speak
up up
had have
said say
that that
human-to-human human-to-human
transmission transmission
was be
not not
likely likely
, ,
was be
not not
possible possible
. .
And and
previous previous
to to
that that
, ,
all all
of of
the the
cases case
, ,
the the
majority majority
of of
the the
cases case
were be
tied tie
to to
this this
seafood seafood
and and
wildlife wildlife
marketplace marketplace
that that
was be
in in
the the
city city
of of
Wuhan wuhan
. .
But but
now now
, ,
on on
January january
20 @card@
, ,
human-to-human human-to-human
transmission transmission
, ,
it it
' '
s s
possible possible
, ,
it it
' '
s s
happening happening
, ,
and and
so so
of of
course course
, ,
the the
course course
of of
action action
, ,
not not
only only
in in
China china
, ,
but but
the the
course course
of of
action action
all all
over over
the the
world world
, ,
started start
to to
change change
. .
And and
three three
days day
after after
that that
, ,
Wuhan wuhan
was be
locked lock
down down
. .
It it
was be
completely completely
, ,
I i
mean mean
, ,
it it
shocked shock
the the
world world
that that
they they
could could
lock lock
down down
that that
many many
people people
so so
quickly quickly
. .
Of of
course course
, ,
now now
India india
yesterday yesterday
announced announce
that that
1 1
. .
3 @card@
billion billion
people people
are be
being be
locked lock
down down
. .
So so
we we
have have
another another
frame frame
of of
reference reference
now now
. .
And and
then then
the the
end end
of of
this this
middle middle
second second
phase phase
I i
think think
really really
came come
in in
March march
, ,
around around
March march
10 @card@
. .
Actually actually
, ,
on on
March march
10 @card@
I i
should should
say say
, ,
because because
Chinese chinese
president president
, ,
Xi xi
Jinping jinping
, ,
visited visit
Wuhan wuhan
. .
And and
these these
things thing
, ,
in in
Chinese chinese
politics politics
, ,
because because
everything everything
is be
so so
well-choreographed well-choreographed
, ,
matters matter
a a
whole whole
lot lot
. .
The the
fact fact
that that
Xi xi
Jinping jinping
visited visit
Wuhan wuhan
signaled signal
that that
the the
Chinese chinese
government government
believed believe
the the
worst bad
was be
over over
. .
The the
reality reality
was be
that that
probably probably
about about
20 @card@
days day
before before
that that
, ,
the the
curve curve
had have
already already
been be
flattened flatten
. .
So so
20 @card@
days day
before before
that that
, ,
probably probably
around around
February february
20 @card@
, ,
the the
infection infection
rate rate
was be
around around
75 @card@
, ,
000 @card@
, ,
76 @card@
, ,
000 @card@
, ,
and and
it it
' '
s s
effectively effectively
stayed stay
within within
a a
couple couple
of of
thousand thousand
since since
then then
. .
So so
on on
March march
10 @card@
, ,
Xi xi
Jinping jinping
' '
s s
visit visit
to to
Wuhan wuhan
kind kind
of of
signaled signal
the the
worst bad
is be
over over
, ,
and and
then then
they they
moved move
into into
the the
recovery recovery
and and
rehabilitation rehabilitation
phase phase
. .
WPR wpr
: :
OK ok
. .
I i
mean mean
, ,
if if
I i
' '
m m
hearing hearing
correctly correctly
-- --
thank thank
you you
for for
sharing share
all all
of of
that that
, ,
it it
sounds sound
like like
, ,
although although
there there
was be
a a
slow slow
period period
of of
getting get
the the
information information
out out
initially initially
, ,
eventually eventually
there there
was be
quick quick
reaction reaction
from from
the the
Chinese chinese
government government
to to
respond respond
to to
this this
, ,
lock lock
folks folk
down down
. .
And and
it it
seems seem
like like
that that
had have
a a
real real
impact impact
on on
flattening flatten
the the
curve curve
in in
China china
, ,
in in
Wuhan wuhan
. .
GL gl
: :
A a
real real
impact impact
. .
WPR wpr
: :
Yeah yeah
and and
I i
-- --
GL gl
: :
Absolutely absolutely
. .
WPR wpr
: :
Yes yes
, ,
please please
go go
ahead ahead
, ,
Gary gary
. .
GL gl
: :
The the
date date
of of
January january
23 @card@
was be
not not
by by
coincidence coincidence
. .
Because because
the the
Chinese chinese
New new
Year year
holiday holiday
started start
on on
January january
24 @card@
, ,
the the
very very
next next
day day
. .
And and
the the
thing thing
is be
, ,
with with
the the
Chinese chinese
New new
Year year
holiday holiday
, ,
is be
that that
it it
is be
, ,
every every
single single
year year
, ,
it it
' '
s s
the the
largest large
human human
migration migration
that that
happens happen
on on
Earth earth
. .
About about
400 @card@
million million
people people
travel travel
during during
about about
a a
forty-day forty-day
period period
that that
would would
have have
started start
on on
January january
24 @card@
. .
And and
that that
' '
s s
three three
billion billion
trips trip
, ,
it it
' '
s s
just just
people people
traveling travel
all all
over over
the the
country country
, ,
400 @card@
million million
people people
traveling travel
. .
Now now
, ,
Wuhan wuhan
is be
one one
of of
the the
most most
important important
cities city
in in
China china
, ,
although although
before before
this this
, ,
I i
don don
' '
t t
think think
a a
lot lot
of of
people people
around around
the the
world world
knew know
the the
city city
of of
Wuhan wuhan
, ,
but but
it it
' '
s s
extremely extremely
important important
. .
It it
is be
considered consider
the the
most most
important important
city city
in in
the the
center center
of of
China china
for for
many many
different different
reasons reason
, ,
but but
one one
of of
the the
key key
reasons reason
is be
that that
it it
is be
one one
of of
the the
key key
transportation transportation
hubs hub
of of
the the
country country
. .
So so
all all
of of
the the
major major
train train
lines line
, ,
the the
high-speed high-speed
train train
lines line
, ,
the the
normal normal
train train
lines line
, ,
the the
trade trade
lines line
, ,
they they
all all
kind kind
of of
converge converge
on on
Wuhan wuhan
. .
So so
you you
can can
imagine imagine
if if
400 @card@
million million
people people
start start
moving move
around around
for for
Chinese chinese
New new
Year year
on on
January january
24 @card@
, ,
a a
huge huge
number number
of of
them them
were be
going go
to to
go go
through through
Wuhan wuhan
. .
And and
of of
course course
, ,
Wuhan wuhan
itself itself
is be
an an
11-million-person 11-million-person
city city
. .
The the
surrounding surround
cities city
all all
added add
together together
, ,
Hubei hubei
province province
has have
about about
60 @card@
million million
people people
, ,
and and
they they
were be
also also
largely largely
going go
to to
travel travel
. .
And and
so so
if if
January january
23 @card@
they they
had have
not not
shut shut
it it
down down
, ,
and and
people people
had have
started start
traveling travel
, ,
the the
likelihood likelihood
would would
have have
been be
that that
this this
would would
have have
been be
really really
, ,
really really
hard hard
, ,
possibly possibly
, ,
likely likely
impossible impossible
to to
contain contain
. .
And and
even even
though though
they they
shut shut
down down
before before
the the
Chinese chinese
New new
Year year
holiday holiday
started start
, ,
we we
now now
also also
know know
that that
at at
least least
five five
million million
people people
actually actually
left leave
the the
surrounding surround
areas area
and and
traveled travel
. .
Which which
is be
one one
of of
the the
reasons reason
why why
it it
did do
spread spread
a a
little little
bit bit
across across
the the
country country
, ,
and and
then then
eventually eventually
spread spread
to to
other other
parts part
of of
the the
world world
. .
WPR wpr
: :
And and
I i
' '
d d
like like
to to
come come
back back
to to
that that
as as
well well
, ,
just just
thinking think
about about
the the
five five
million million
people people
who who
left leave
and and
sort sort
of of
where where
they they
landed land
today today
and and
how how
that that
affected affected
things thing
, ,
but but
before before
we we
do do
that that
, ,
I i
' '
m m
interested interested
to to
talk talk
with with
you you
a a
little little
bit bit
more more
about about
-- --
you you
mentioned mention
this this
November november
date date
as as
one one
of of
the the
earliest early
cases case
you you
discovered discover
that that
was be
reported report
was be
in in
November november
, ,
and and
that that
' '
s s
something something
actually actually
that that
I i
hadn hadn
' '
t t
heard hear
before before
, ,
and and
I i
imagine imagine
that that
might might
be be
news news
to to
a a
lot lot
of of
people people
hearing hear
this this
, ,
and and
so so
I i
' '
m m
curious curious
, ,
when when
you you
think think
about about
the the
missteps misstep
from from
China china
' '
s s
perspective perspective
, ,
in in
