What	WP	what
.	SENT	.
Sam	NP	Sam
behaved	VBD	behave
like	IN	like
he	PP	he
forgot	VBD	forget
he	PP	he
was	VBD	be
only	RB	only
five	CD	five
.	SENT	.
He	PP	he
was	VBD	be
so	RB	so
independent	JJ	independent
.	SENT	.
Not	RB	not
only	RB	only
did	VBD	do
he	PP	he
know	VBP	know
how	WRB	how
to	TO	to
tie	VB	tie
his	PP$	his
own	JJ	own
shoelaces	NNS	shoelace
,	,	,
but	CC	but
he	PP	he
knew	VBD	know
how	WRB	how
to	TO	to
tie	VB	tie
other	JJ	other
kids	NNS	kid
'	POS	'
shoelaces	NNS	shoelace
too	RB	too
.	SENT	.
He	PP	he
also	RB	also
never	RB	never
took	VBD	take
home	NN	home
a	DT	a
dirty	JJ	dirty
thermos	NN	thermos
,	,	,
because	IN	because
he	PP	he
would	MD	would
clean	VB	clean
it	PP	it
after	IN	after
his	PP$	his
lunch	NN	lunch
.	SENT	.
And	CC	and
if	IN	if
something	NN	something
happened	VBN	happen
and	CC	and
he	PP	he
needed	VBD	need
a	DT	a
change	NN	change
of	IN	of
clothes	NNS	clothes
,	,	,
he	PP	he
would	MD	would
do	VB	do
so	RB	so
very	RB	very
quietly	RB	quietly
and	CC	and
discreetly	RB	discreetly
by	IN	by
himself	PP	himself
.	SENT	.
He	PP	he
didn	NP	<unknown>
'	POS	'
t	NN	t
ask	VB	ask
for	IN	for
help	NN	help
much	RB	much
himself	PP	himself
,	,	,
but	CC	but
he	PP	he
was	VBD	be
the	DT	the
one	CD	one
that	IN	that
his	PP$	his
classmates	NNS	classmate
went	VBD	go
to	TO	to
for	IN	for
help	NN	help
--	:	--
help	VB	help
on	IN	on
things	NNS	thing
like	VBP	like
,	,	,
can	MD	can
he	PP	he
help	VB	help
them	PP	them
finish	VB	finish
their	PP$	their
kimchi	NNS	kimchi
?	SENT	?
Because	IN	because
it	PP	it
'	POS	'
s	NN	S
too	RB	too
spicy	JJ	spicy
.	SENT	.
He	PP	he
didn	NP	<unknown>
'	POS	'
t	NN	t
like	IN	like
showing	VBG	show
any	DT	any
type	NN	type
of	IN	of
affection	NN	affection
to	TO	to
teachers	NNS	teacher
and	CC	and
came	VBD	come
across	RP	across
as	IN	as
"	``	"
the	DT	the
cool	JJ	cool
kid	NN	kid
.	SENT	.
"	``	"
If	IN	if
you	PP	you
gave	VBD	give
him	PP	him
a	DT	a
good-morning	NN	good-morning
hug	NN	hug
,	,	,
he	PP	he
would	MD	would
roll	VB	roll
his	PP$	his
eyes	NNS	eye
and	CC	and
make	VB	make
a	DT	a
funny	JJ	funny
face	NN	face
as	RB	as
to	TO	to
show	VB	show
discontent	NN	discontent
,	,	,
but	CC	but
also	RB	also
stand	VB	stand
there	RB	there
and	CC	and
wait	VB	wait
if	IN	if
he	PP	he
didn	NN	<unknown>
'	POS	'
t	NN	t
get	VB	get
his	PP$	his
morning	NN	morning
hug	NN	hug
.	SENT	.
He	PP	he
was	VBD	be
so	RB	so
smart	JJ	smart
and	CC	and
reliable	JJ	reliable
that	IN	that
even	RB	even
I	PP	I
would	MD	would
forget	VB	forget
that	IN	that
he	PP	he
was	VBD	be
only	RB	only
five	CD	five
.	SENT	.
As	IN	as
a	DT	a
novice	NN	novice
teacher	NN	teacher
,	,	,
I	PP	I
spent	VBD	spend
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
observing	VBG	observe
how	WRB	how
more	JJR	more
experienced	JJ	experienced
teachers	NNS	teacher
interacted	VBN	interact
with	IN	with
their	PP$	their
students	NNS	student
.	SENT	.
And	CC	and
I	PP	I
noticed	VBD	notice
something	NN	something
very	RB	very
peculiar	JJ	peculiar
.	SENT	.
Oftentimes	NNS	Oftentime
when	WRB	when
kids	NNS	kid
fall	VBP	fall
,	,	,
they	PP	they
don	VBP	don
'	''	'
t	NN	t
start	NN	start
crying	VBG	cry
immediately	RB	immediately
.	SENT	.
They	PP	they
would	MD	would
stand	VB	stand
up	RB	up
,	,	,
puzzled	VBD	puzzle
,	,	,
as	RB	as
if	IN	if
trying	VBG	try
to	TO	to
make	VB	make
up	RP	up
their	PP$	their
mind	NN	mind
--	:	--
you	PP	you
know	VBP	know
,	,	,
"	``	"
What	WP	what
just	RB	just
happened	VBD	happen
?	SENT	?
"	''	"
"	``	"
Is	VBZ	be
this	DT	this
a	DT	a
big	JJ	big
enough	JJ	enough
deal	NN	deal
for	IN	for
me	PP	me
to	TO	to
cry	VB	cry
?	SENT	?
Does	VBZ	do
this	DT	this
hurt	NN	hurt
?	SENT	?
What	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
?	SENT	?
"	''	"
Usually	RB	usually
kids	NNS	kid
will	MD	will
be	VB	be
OK	JJ	OK
until	IN	until
they	PP	they
lock	VBP	lock
eyes	NNS	eye
with	IN	with
an	DT	an
adult	NN	adult
:	:	:
one	CD	one
that	WDT	that
they	PP	they
trust	VBP	trust
and	CC	and
know	VBP	know
can	MD	can
do	VB	do
something	NN	something
for	IN	for
them	PP	them
.	SENT	.
Eyes	NNS	eye
lock	VBP	lock
,	,	,
and	CC	and
then	RB	then
,	,	,
they	PP	they
burst	VBD	burst
out	RP	out
in	IN	in
tears	NNS	tear
.	SENT	.
When	WRB	when
I	PP	I
noticed	VBD	notice
this	DT	this
,	,	,
I	PP	I
so	RB	so
wanted	VBD	want
it	PP	it
to	TO	to
happen	VB	happen
to	TO	to
me	PP	me
,	,	,
because	IN	because
to	TO	to
me	PP	me
,	,	,
that	WDT	that
meant	VBD	mean
that	IN	that
you	PP	you
had	VBD	have
earned	VBN	earn
a	DT	a
kid	NN	kid
'	POS	'
s	NN	S
trust	NN	trust
and	CC	and
had	VBD	have
proven	VBN	prove
that	IN	that
you	PP	you
'	POS	'
re	NN	re
capable	JJ	capable
to	TO	to
help	VB	help
them	PP	them
with	IN	with
anything	NN	anything
.	SENT	.
You	PP	you
were	VBD	be
a	DT	a
hero	NN	hero
to	TO	to
them	PP	them
.	SENT	.
Weeks	NNS	week
went	VBD	go
by	IN	by
of	IN	of
me	PP	me
just	RB	just
watching	VBG	watch
other	JJ	other
teachers	NNS	teacher
have	VBP	have
kids	NNS	kid
run	VBN	run
to	TO	to
them	PP	them
in	IN	in
tears	NNS	tear
,	,	,
and	CC	and
I	PP	I
'	POS	'
d	NN	d
watch	NN	watch
in	IN	in
jealousy	NN	jealousy
.	SENT	.
Oh	UH	oh
,	,	,
was	VBD	be
I	PP	I
jealous	JJ	jealous
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
of	IN	of
course	NN	course
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
the	DT	the
kids	NNS	kid
to	TO	to
fall	VB	fall
,	,	,
but	CC	but
I	PP	I
really	RB	really
wanted	VBD	want
that	DT	that
moment	NN	moment
of	IN	of
validation	NN	validation
that	IN	that
yes	RB	yes
,	,	,
I	PP	I
had	VBD	have
earned	VBN	earn
a	DT	a
kid	NN	kid
'	POS	'
s	NN	S
trust	NN	trust
enough	RB	enough
to	TO	to
be	VB	be
the	DT	the
one	CD	one
to	TO	to
help	VB	help
them	PP	them
.	SENT	.
Then	RB	then
,	,	,
it	PP	it
finally	RB	finally
happened	VBD	happen
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
beautiful	JJ	beautiful
day	NN	day
.	SENT	.
It	PP	it
was	VBD	be
during	IN	during
recess	NN	recess
at	IN	at
the	DT	the
indoor	JJ	indoor
playground	NN	playground
.	SENT	.
The	DT	the
kids	NNS	kid
were	VBD	be
playing	VBG	play
and	CC	and
I	PP	I
was	VBD	be
getting	VBG	get
some	DT	some
things	NNS	thing
laminated	VBN	laminate
--	:	--
because	IN	because
teachers	NNS	teacher
are	VBP	be
forever	RB	forever
laminating	VBG	laminate
stuff	NN	stuff
--	:	--
in	IN	in
the	DT	the
teacher	NN	teacher
'	POS	'
s	NN	S
room	NN	room
next	JJ	next
door	NN	door
.	SENT	.
Then	RB	then
I	PP	I
heard	VBD	hear
a	DT	a
kid	NN	kid
yell	VB	yell
,	,	,
"	''	"
Teacher	NP	Teacher
,	,	,
teacher	NN	teacher
,	,	,
Sam	NP	Sam
fell	VBD	fall
down	RP	down
.	SENT	.
"	``	"
So	RB	so
I	PP	I
went	VBD	go
out	RP	out
to	TO	to
peak	NN	peak
,	,	,
looked	VBD	look
around	RP	around
for	IN	for
Sam	NP	Sam
,	,	,
and	CC	and
there	RB	there
he	PP	he
was	VBD	be
,	,	,
looking	VBG	look
very	RB	very
puzzled	VBN	puzzle
,	,	,
as	RB	as
if	IN	if
he	PP	he
was	VBD	be
trying	VBG	try
to	TO	to
add	VB	add
double	JJ	double
digits	NNS	digit
.	SENT	.
Then	RB	then
he	PP	he
looked	VBD	look
at	IN	at
me	PP	me
,	,	,
our	PP$	our
eyes	NNS	eye
locked	VBN	lock
,	,	,
and	CC	and
then	RB	then
it	PP	it
happened	VBD	happen
.	SENT	.
His	PP$	his
lower	JJR	low
lip	NN	lip
started	VBD	start
to	TO	to
tremble	VB	tremble
and	CC	and
his	PP$	his
tiny	JJ	tiny
eyes	NNS	eye
started	VBD	start
to	TO	to
fill	VB	fill
with	IN	with
tears	NNS	tear
.	SENT	.
Then	RB	then
he	PP	he
burst	VBP	burst
out	RP	out
in	IN	in
tears	NNS	tear
running	VBG	run
towards	IN	towards
me	PP	me
,	,	,
and	CC	and
it	PP	it
was	VBD	be
glorious	JJ	glorious
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
never	RB	never
forget	VBP	forget
that	DT	that
moment	NN	moment
.	SENT	.
He	PP	he
let	VBP	let
me	PP	me
give	VBP	give
him	PP	him
a	DT	a
big	JJ	big
hug	NN	hug
to	TO	to
help	VB	help
him	PP	him
calm	VB	calm
down	RP	down
,	,	,
and	CC	and
it	PP	it
turns	VBZ	turn
out	IN	out
that	DT	that
yes	UH	yes
,	,	,
he	PP	he
did	VBD	do
trip	NN	trip
over	IN	over
his	PP$	his
own	JJ	own
two	CD	two
feet	NNS	foot
so	RB	so
there	EX	there
was	VBD	be
no	DT	no
one	CD	one
other	JJ	other
than	IN	than
the	DT	the
floor	NN	floor
to	TO	to
reprimand	VB	reprimand
.	SENT	.
We	PP	we
checked	VBD	check
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
he	PP	he
wasn	NNS	<unknown>
'	POS	'
t	NN	t
hurt	NN	hurt
and	CC	and
he	PP	he
overcame	VBD	overcome
that	IN	that
with	IN	with
not	RB	not
even	RB	even
a	DT	a
bruise	NN	bruise
.	SENT	.
It	PP	it
was	VBD	be
in	IN	in
that	DT	that
moment	NN	moment
,	,	,
oddly	RB	oddly
--	:	--
it	PP	it
didn	NNS	<unknown>
'	POS	'
t	NN	t
feel	VBP	feel
like	IN	like
I	PP	I
was	VBD	be
there	RB	there
to	TO	to
help	VB	help
Sam	NP	Sam
,	,	,
but	CC	but
rather	RB	rather
he	PP	he
was	VBD	be
giving	VBG	give
me	PP	me
this	DT	this
gift	NN	gift
,	,	,
this	DT	this
opportunity	NN	opportunity
to	TO	to
help	VB	help
him	PP	him
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
something	NN	something
very	RB	very
weird	JJ	weird
that	IN	that
I	PP	I
struggle	VB	struggle
putting	VBG	put
down	RP	down
in	IN	in
words	NNS	word
.	SENT	.
With	IN	with
his	PP$	his
vulnerability	NN	vulnerability
in	IN	in
coming	VBG	come
to	TO	to
me	PP	me
for	IN	for
help	NN	help
as	RB	as
if	IN	if
I	PP	I
could	MD	could
do	VB	do
something	NN	something
about	IN	about
it	PP	it
,	,	,
you	PP	you
would	MD	would
think	VB	think
that	WDT	that
gives	VBZ	give
me	PP	me
the	DT	the
power	NN	power
,	,	,
but	CC	but
in	IN	in
that	DT	that
moment	NN	moment
,	,	,
no	UH	no
,	,	,
it	PP	it
was	VBD	be
quite	RB	quite
the	DT	the
opposite	NN	opposite
,	,	,
and	CC	and
the	DT	the
power	NN	power
shifted	VBD	shift
even	RB	even
more	RBR	more
so	RB	so
to	TO	to
him	PP	him
.	SENT	.
Being	VBG	be
asked	VBN	ask
for	IN	for
help	NN	help
is	VBZ	be
a	DT	a
privilege	NN	privilege
:	:	:
a	DT	a
gift	NN	gift
for	IN	for
you	PP	you
to	TO	to
do	VB	do
something	NN	something
for	IN	for
someone	NN	someone
,	,	,
especially	RB	especially
when	WRB	when
it	PP	it
'	POS	'
s	NNS	<unknown>
coming	VBG	come
from	IN	from
their	PP$	their
place	NN	place
of	IN	of
vulnerability	NN	vulnerability
.	SENT	.
With	IN	with
everything	NN	everything
I	PP	I
learned	VBD	learn
from	IN	from
kindergarten	NN	kindergarten
,	,	,
or	CC	or
in	IN	in
"	``	"
teaching	NN	teaching
"	''	"
kindergarten	NN	kindergarten
,	,	,
I	PP	I
went	VBD	go
to	TO	to
conquer	VB	conquer
other	JJ	other
things	NNS	thing
in	IN	in
life	NN	life
.	SENT	.
Fast-forward	JJ	fast-forward
nine	CD	nine
years	NNS	year
,	,	,
and	CC	and
I	PP	I
landed	VBD	land
in	IN	in
an	DT	an
association	NN	association
for	IN	for
project	NN	project
management	NN	management
professionals	NNS	professional
in	IN	in
a	DT	a
role	NN	role
that	WDT	that
works	VBZ	work
extensively	RB	extensively
with	IN	with
volunteers	NNS	volunteer
.	SENT	.
Working	VBG	work
with	IN	with
volunteers	NNS	volunteer
is	VBZ	be
a	DT	a
wonderful	JJ	wonderful
experience	NN	experience
,	,	,
but	CC	but
there	EX	there
are	VBP	be
some	DT	some
things	NNS	thing
I	PP	I
wish	VBP	wish
had	VBD	have
a	DT	a
been	VBN	be
warned	VBN	warn
about	RB	about
,	,	,
like	IN	like
how	WRB	how
to	TO	to
set	VB	set
boundaries	NNS	boundary
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
easy	JJ	easy
to	TO	to
fall	VB	fall
into	IN	into
the	DT	the
rabbit	NN	rabbit
hole	NN	hole
of	IN	of
"	``	"
because	IN	because
they	PP	they
'	POS	'
re	NN	re
volunteers	NNS	volunteer
.	SENT	.
"	''	"
Late	JJ	late
night	NN	night
calls	NNS	call
?	SENT	?
Yes	UH	yes
,	,	,
because	IN	because
they	PP	they
'	POS	'
re	NN	re
volunteers	NNS	volunteer
and	CC	and
have	VBP	have
day	NN	day
jobs	NNS	job
.	SENT	.
Business	NN	business
trips	NNS	trip
that	WDT	that
are	VBP	be
almost	RB	almost
exclusively	RB	exclusively
only	RB	only
on	IN	on
weekends	NNS	weekend
?	SENT	?
Yes	UH	yes
,	,	,
because	IN	because
they	PP	they
'	POS	'
re	NN	re
volunteers	NNS	volunteer
and	CC	and
have	VBP	have
day	NN	day
jobs	NNS	job
.	SENT	.
Not	RB	not
to	TO	to
pat	VB	pat
myself	PP	myself
on	IN	on
the	DT	the
back	NN	back
,	,	,
but	CC	but
I	PP	I
got	VBD	get
quite	RB	quite
good	JJ	good
at	IN	at
my	PP$	my
job	NN	job
.	SENT	.
I	PP	I
was	VBD	be
thriving	VBG	thrive
off	RP	off
of	IN	of
the	DT	the
relationships	NNS	relationship
I	PP	I
was	VBD	be
building	VBG	build
.	SENT	.
And	CC	and
the	DT	the
best	JJS	good
way	NN	way
I	PP	I
knew	VBD	know
how	WRB	how
to	TO	to
judge	VB	judge
whether	IN	whether
I	PP	I
had	VBD	have
earned	VBN	earn
someone	NN	someone
'	POS	'
s	NN	S
trust	NN	trust
was	VBD	be
if	IN	if
they	PP	they
would	MD	would
come	VB	come
and	CC	and
ask	VB	ask
me	PP	me
for	IN	for
help	NN	help
.	SENT	.
I	PP	I
loved	VBD	love
it	PP	it
.	SENT	.
Every	DT	every
time	NN	time
we	PP	we
did	VBD	do
year-end	JJ	year-end
retreats	NNS	retreat
and	CC	and
we	PP	we
talked	VBD	talk
about	RB	about
what	WP	what
we	PP	we
wanted	VBD	want
to	TO	to
be	VB	be
in	IN	in
the	DT	the
next	JJ	next
year	NN	year
,	,	,
my	PP$	my
keywords	NNS	keyword
were	VBD	be
always	RB	always
"	``	"
help	VB	help
"	''	"
or	CC	or
"	``	"
helpful	JJ	helpful
.	SENT	.
"	''	"
The	DT	the
problem	NN	problem
was	VBD	be
that	IN	that
I	PP	I
wasn	NNS	<unknown>
'	POS	'
t	NN	t
being	VBG	be
just	RB	just
helpful	JJ	helpful
.	SENT	.
Over	IN	over
time	NN	time
,	,	,
I	PP	I
put	VBD	put
more	JJR	more
and	CC	and
more	JJR	more
pressure	NN	pressure
on	IN	on
myself	PP	myself
to	TO	to
always	RB	always
be	VB	be
busy	JJ	busy
and	CC	and
to	TO	to
always	RB	always
do	VB	do
a	DT	a
good	JJ	good
job	NN	job
.	SENT	.
Soon	RB	soon
my	PP$	my
self-worth	NN	self-worth
became	VBD	become
associated	VBN	associate
with	IN	with
my	PP$	my
performance	NN	performance
at	IN	at
work	NN	work
,	,	,
which	WDT	which
is	VBZ	be
basically	RB	basically
a	DT	a
recipe	NN	recipe
for	IN	for
disaster	NN	disaster
.	SENT	.
But	CC	but
don	NN	don
'	POS	'
t	NN	t
worry	NN	worry
,	,	,
because	IN	because
I	PP	I
had	VBD	have
the	DT	the
best	JJS	good
coping	NN	coping
mechanism	NN	mechanism
,	,	,
which	WDT	which
was	VBD	be
denial	NN	denial
,	,	,
distraction	NN	distraction
with	IN	with
even	RB	even
more	JJR	more
work	NN	work
and	CC	and
drinking	NN	drinking
--	:	--
and	CC	and
lots	NNS	lot
of	IN	of
it	PP	it
.	SENT	.
I	PP	I
was	VBD	be
so	RB	so
busy	JJ	busy
being	JJ	being
helpful	JJ	helpful
and	CC	and
independent	JJ	independent
and	CC	and
being	VBG	be
a	DT	a
great	JJ	great
Sam	NP	Sam
that	IN	that
I	PP	I
forgot	VBD	forget
how	WRB	how
to	TO	to
ask	VB	ask
for	IN	for
help	NN	help
when	WRB	when
I	PP	I
needed	VBD	need
it	PP	it
.	SENT	.
All	RB	all
I	PP	I
had	VBD	have
to	TO	to
do	VB	do
was	VBD	be
ask	VB	ask
,	,	,
and	CC	and
if	IN	if
I	PP	I
truly	RB	truly
believed	VBD	believe
that	IN	that
asking	VBG	ask
for	IN	for
help	NN	help
was	VBD	be
a	DT	a
gift	NN	gift
,	,	,
then	RB	then
I	PP	I
should	MD	should
have	VB	have
been	VBN	be
doing	VBG	do
it	PP	it
more	RBR	more
,	,	,
right	RB	right
?	SENT	?
Well	RB	well
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
always	RB	always
practice	VB	practice
what	WP	what
we	PP	we
preach	VBP	preach
,	,	,
but	CC	but
about	RB	about
two	CD	two
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
was	VBD	be
slapped	VBN	slap
with	IN	with
a	DT	a
big	JJ	big
,	,	,
fat	JJ	fat
reminder	NN	reminder
.	SENT	.
To	TO	to
say	VB	say
that	IN	that
I	PP	I
was	VBD	be
burned-out	JJ	burned-out
at	IN	at
the	DT	the
time	NN	time
was	VBD	be
an	DT	an
understatement	NN	understatement
,	,	,
but	CC	but
thanks	NNS	thanks
to	TO	to
my	PP$	my
coping	VBG	cope
mechanism	NN	mechanism
,	,	,
drinking	NN	drinking
,	,	,
it	PP	it
looked	VBD	look
like	IN	like
I	PP	I
was	VBD	be
just	RB	just
having	VBG	have
a	DT	a
great	JJ	great
time	NN	time
.	SENT	.
But	CC	but
one	CD	one
day	NN	day
,	,	,
just	RB	just
like	IN	like
Sam	NP	Sam
in	IN	in
the	DT	the
playground	NN	playground
,	,	,
I	PP	I
tripped	VBD	trip
over	RP	over
my	PP$	my
own	JJ	own
two	CD	two
feet	NNS	foot
.	SENT	.
I	PP	I
blacked	VBD	black
out	RP	out
and	CC	and
woke	VBD	wake
up	RP	up
with	IN	with
a	DT	a
big	JJ	big
cut	NN	cut
on	IN	on
my	PP$	my
foot	NN	foot
from	IN	from
broken	VBN	break
pieces	NNS	piece
of	IN	of
glass	NN	glass
,	,	,
eyes	NNS	eye
swollen	VBN	swell
from	IN	from
crying	VBG	cry
and	CC	and
a	DT	a
voice	NN	voice
so	RB	so
hoarse	JJ	hoarse
that	IN	that
I	PP	I
'	''	'
d	SYM	d
most	RBS	most
likely	RB	likely
been	VBN	be
wailing	VBG	wail
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
much	JJ	much
recollection	NN	recollection
of	IN	of
what	WP	what
actually	RB	actually
happened	VBD	happen
,	,	,
but	CC	but
I	PP	I
remember	VBP	remember
feeling	VBG	feel
frustrated	JJ	frustrated
,	,	,
sad	JJ	sad
and	CC	and
afraid	JJ	afraid
.	SENT	.
Now	RB	now
you	PP	you
'	POS	'
ve	NN	ve
known	VBN	know
me	PP	me
for	IN	for
only	RB	only
about	RB	about
10	CD	@card@
minutes	NNS	minute
,	,	,
but	CC	but
you	PP	you
can	MD	can
probably	RB	probably
tell	VB	tell
that	IN	that
this	DT	this
was	VBD	be
really	RB	really
not	RB	not
like	IN	like
me	PP	me
,	,	,
so	RB	so
when	WRB	when
I	PP	I
came	VBD	come
to	TO	to
my	PP$	my
senses	NNS	sense
about	IN	about
what	WP	what
had	VBD	have
happened	VBN	happen
,	,	,
I	PP	I
was	VBD	be
in	IN	in
shock	NN	shock
.	SENT	.
There	EX	there
was	VBD	be
no	DT	no
other	JJ	other
way	NN	way
of	IN	of
saying	VBG	say
it	PP	it
other	JJ	other
than	IN	than
that	WDT	that
I	PP	I
needed	VBD	need
help	VB	help
,	,	,
both	CC	both
in	IN	in
the	DT	the
sense	NN	sense
of	IN	of
I	PP	I
needed	VBD	need
some	DT	some
type	NN	type
of	IN	of
therapy	NN	therapy
help	NN	help
,	,	,
but	CC	but
also	RB	also
help	VB	help
in	IN	in
getting	VBG	get
out	RP	out
of	IN	of
that	DT	that
situation	NN	situation
.	SENT	.
It	PP	it
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
lowest	JJS	low
moments	NNS	moment
of	IN	of
my	PP$	my
life	NN	life
,	,	,
and	CC	and
even	RB	even
in	IN	in
that	DT	that
moment	NN	moment
,	,	,
my	PP$	my
mind	NN	mind
was	VBD	be
running	VBG	run
at	IN	at
hyperspeed	NN	hyperspeed
into	IN	into
problem-solving	VBG	problem-solve
mode	NN	mode
.	SENT	.
What	WP	what
do	VBP	do
I	PP	I
do	VBP	do
with	IN	with
this	DT	this
?	SENT	?
If	IN	if
I	PP	I
don	VBP	don
'	''	'
t	NN	t
fix	VB	fix
this	DT	this
,	,	,
then	RB	then
I	NP	I
'	POS	'
m	NN	m
even	RB	even
more	RBR	more
of	IN	of
a	DT	a
disappointment	NN	disappointment
.	SENT	.
If	IN	if
I	PP	I
don	VBP	don
'	''	'
t	NN	t
resolve	VB	resolve
this	DT	this
,	,	,
then	RB	then
I	NP	I
'	POS	'
m	NN	m
even	RB	even
more	RBR	more
of	IN	of
a	DT	a
failure	NN	failure
.	SENT	.
Those	DT	those
are	VBP	be
things	NNS	thing
that	WDT	that
were	VBD	be
running	VBG	run
through	IN	through
my	PP$	my
mind	NN	mind
,	,	,
and	CC	and
it	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
occur	VBP	occur
to	TO	to
me	PP	me
that	IN	that
I	PP	I
could	MD	could
ask	VB	ask
for	IN	for
help	NN	help
.	SENT	.
I	PP	I
was	VBD	be
surrounded	VBN	surround
by	IN	by
so	RB	so
many	JJ	many
people	NNS	people
who	WP	who
cared	VBD	care
for	IN	for
me	PP	me
and	CC	and
wanted	VBD	want
to	TO	to
help	VB	help
,	,	,
but	CC	but
I	PP	I
just	RB	just
couldn	NN	<unknown>
'	POS	'
t	NN	t
see	VB	see
them	PP	them
.	SENT	.
Until	IN	until
finally	RB	finally
,	,	,
my	PP$	my
good	JJ	good
friend	NN	friend
had	VBD	have
to	TO	to
literally	RB	literally
hold	VB	hold
me	PP	me
by	IN	by
my	PP$	my
shoulders	NNS	shoulder
and	CC	and
force	VB	force
me	PP	me
to	TO	to
ask	VB	ask
for	IN	for
help	NN	help
.	SENT	.
"	''	"
Can	MD	can
you	PP	you
do	VB	do
this	DT	this
?	SENT	?
"	''	"
"	``	"
No	UH	no
.	SENT	.
"	''	"
"	``	"
Do	VBP	do
you	PP	you
need	MD	need
help	VB	help
?	SENT	?
"	''	"
"	``	"
Yes	UH	yes
.	SENT	.
"	''	"
"	``	"
Can	MD	can
I	PP	I
help	VB	help
you	PP	you
?	SENT	?
"	''	"
"	``	"
Yes	UH	yes
.	SENT	.
"	''	"
"	``	"
Can	MD	can
I	PP	I
get	VB	get
others	NNS	other
that	WDT	that
love	VBP	love
and	CC	and
care	VBP	care
for	IN	for
you	PP	you
to	TO	to
help	VB	help
you	PP	you
too	RB	too
?	SENT	?
"	''	"
"	``	"
Yes	UH	yes
.	SENT	.
"	``	"
That	DT	that
was	VBD	be
my	PP$	my
grown-up	JJ	grown-up
version	NN	version
of	IN	of
locking	VBG	lock
eyes	NNS	eye
with	IN	with
my	PP$	my
teacher	NN	teacher
.	SENT	.
And	CC	and
just	RB	just
like	VBP	like
that	IN	that
,	,	,
as	IN	as
soon	RB	soon
as	IN	as
I	PP	I
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
you	PP	you
may	MD	may
