What	WP	what
heat	NN	heat
waves	NNS	wave
if	IN	if
the	DT	the
world	NN	world
follows	VBZ	follow
a	DT	a
moderate	JJ	moderate
warming	NN	warming
scenario	NN	scenario
.	SENT	.
By	IN	by
2050	CD	@card@
,	,	,
summertime	NN	summertime
highs	NNS	high
of	IN	of
95	CD	@card@
degrees	NNS	degree
Fahrenheit	JJ	Fahrenheit
,	,	,
or	CC	or
35	CD	@card@
degrees	NNS	degree
Celsius	JJ	Celsius
,	,	,
will	MD	will
become	VB	become
the	DT	the
new	JJ	new
normal	NN	normal
in	IN	in
nearly	RB	nearly
1	CD	@card@
,	,	,
000	CD	@card@
cities	NNS	city
,	,	,
triple	RB	triple
the	DT	the
number	NN	number
of	IN	of
cities	NNS	city
that	WDT	that
currently	RB	currently
experience	VBP	experience
these	DT	these
sweltering	JJ	sweltering
temperatures	NNS	temperature
.	SENT	.
But	CC	but
the	DT	the
irony	NN	irony
is	VBZ	be
that	IN	that
cities	NNS	city
are	VBP	be
not	RB	not
just	RB	just
affected	VBN	affect
by	IN	by
climate	NN	climate
change	NN	change
,	,	,
they	PP	they
'	POS	'
re	NN	re
also	RB	also
causing	VBG	cause
it	PP	it
.	SENT	.
Cities	NNS	city
consume	VBP	consume
between	IN	between
60	CD	@card@
and	CC	and
80	CD	@card@
percent	NN	percent
of	IN	of
global	JJ	global
energy	NN	energy
resources	NNS	resource
and	CC	and
account	NN	account
for	IN	for
approximately	RB	approximately
70	CD	@card@
percent	NN	percent
of	IN	of
global	JJ	global
carbon	NN	carbon
dioxide	NN	dioxide
emissions	NNS	emission
.	SENT	.
As	IN	as
we	PP	we
can	MD	can
see	VB	see
here	RB	here
in	IN	in
this	DT	this
map	NN	map
,	,	,
the	DT	the
light	JJ	light
blue	NN	blue
and	CC	and
the	DT	the
yellow	JJ	yellow
areas	NNS	area
correspond	VBP	correspond
to	TO	to
those	DT	those
with	IN	with
the	DT	the
highest	JJS	high
fossil	JJ	fossil
fuel-based	JJ	<unknown>
carbon	NN	carbon
dioxide	NN	dioxide
emissions	NNS	emission
and	CC	and
also	RB	also
correspond	VB	correspond
to	TO	to
major	JJ	major
urban	JJ	urban
centers	NNS	center
.	SENT	.
Aside	RB	aside
from	IN	from
cities	NNS	city
'	POS	'
energy	NN	energy
consumption	NN	consumption
,	,	,
growing	VBG	grow
urban	JJ	urban
areas	NNS	area
convert	VBP	convert
the	DT	the
planet	NN	planet
'	POS	'
s	JJ	<unknown>
green	JJ	green
surfaces	NNS	surface
to	TO	to
buildings	NNS	building
and	CC	and
pavement	NN	pavement
,	,	,
and	CC	and
these	DT	these
can	MD	can
absorb	VB	absorb
more	JJR	more
of	IN	of
the	DT	the
sun	NN	sun
'	POS	'
s	JJ	<unknown>
energy	NN	energy
than	IN	than
the	DT	the
natural	JJ	natural
grasslands	NNS	grassland
and	CC	and
forests	NNS	forest
that	IN	that
they	PP	they
'	POS	'
ve	NN	ve
replaced	VBD	replace
,	,	,
making	VBG	make
urban	JJ	urban
areas	NNS	area
hotter	JJR	hot
than	IN	than
their	PP$	their
surrounding	VBG	surround
environments	NNS	environment
.	SENT	.
This	DT	this
phenomenon	NN	phenomenon
is	VBZ	be
called	VBN	call
the	DT	the
"	``	"
urban	JJ	urban
heat	NN	heat
island	NN	island
effect	NN	effect
.	SENT	.
"	''	"
Here	RB	here
in	IN	in
Singapore	NP	Singapore
,	,	,
downtown	NN	downtown
neighborhoods	NNS	neighborhood
can	MD	can
be	VB	be
as	RB	as
much	JJ	much
as	IN	as
seven	CD	seven
degrees	NNS	degree
Celsius	JJ	Celsius
,	,	,
or	CC	or
13	CD	@card@
degrees	NNS	degree
Fahrenheit	JJ	Fahrenheit
,	,	,
hotter	JJR	hot
than	IN	than
the	DT	the
rainforests	NNS	rainforest
that	WDT	that
were	VBD	be
once	RB	once
here	RB	here
.	SENT	.
While	IN	while
it	PP	it
'	POS	'
s	NN	S
true	JJ	true
that	IN	that
cities	NNS	city
are	VBP	be
contributing	VBG	contribute
to	TO	to
climate	NN	climate
change	NN	change
,	,	,
they	PP	they
'	POS	'
re	NN	re
also	RB	also
key	JJ	key
actors	NNS	actor
in	IN	in
forging	VBG	forge
low	JJ	low
carbon	NN	carbon
emission	NN	emission
pathways	NNS	pathway
.	SENT	.
In	IN	in
dense	JJ	dense
cities	NNS	city
like	IN	like
New	NP	New
York	NP	York
City	NP	City
and	CC	and
Tokyo	NP	Tokyo
,	,	,
for	IN	for
instance	NN	instance
,	,	,
the	DT	the
average	JJ	average
resident	NN	resident
is	VBZ	be
responsible	JJ	responsible
for	IN	for
over	IN	over
two	CD	two
tons	NNS	ton
of	IN	of
carbon	NN	carbon
dioxide	NN	dioxide
emissions	NNS	emission
per	IN	per
capita	NN	capita
.	SENT	.
This	DT	this
is	VBZ	be
less	JJR	less
than	IN	than
a	DT	a
single	JJ	single
passenger	NN	passenger
car	NN	car
emits	VBZ	emit
in	IN	in
a	DT	a
single	JJ	single
year	NN	year
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
Cities	NNS	city
around	IN	around
the	DT	the
world	NN	world
are	VBP	be
stepping	VBG	step
up	RP	up
to	TO	to
tackle	VB	tackle
climate	NN	climate
change	NN	change
,	,	,
with	IN	with
ambitious	JJ	ambitious
policies	NNS	policy
that	WDT	that
often	RB	often
exceed	VBP	exceed
the	DT	the
requirements	NNS	requirement
of	IN	of
national	JJ	national
governments	NNS	government
.	SENT	.
Take	VB	take
Copenhagen	NP	Copenhagen
,	,	,
for	IN	for
example	NN	example
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
committed	VBD	commit
to	TO	to
become	VB	become
carbon	NN	carbon
neutral	JJ	neutral
by	IN	by
2025	CD	@card@
,	,	,
and	CC	and
Glasgow	NP	Glasgow
in	IN	in
Scotland	NP	Scotland
also	RB	also
plans	VBZ	plan
to	TO	to
become	VB	become
carbon	NN	carbon
neutral	JJ	neutral
by	IN	by
2030	CD	@card@
.	SENT	.
Today	NN	today
,	,	,
there	EX	there
are	VBP	be
more	JJR	more
than	IN	than
10	CD	@card@
,	,	,
000	CD	@card@
cities	NNS	city
all	DT	all
around	IN	around
the	DT	the
world	NN	world
that	WDT	that
are	VBP	be
committing	VBG	commit
to	TO	to
their	PP$	their
own	JJ	own
ambitious	JJ	ambitious
climate	NN	climate
actions	NNS	action
,	,	,
plans	NNS	plan
that	WDT	that
include	VBP	include
emissions	NNS	emission
reduction	NN	reduction
targets	NNS	target
,	,	,
clean	JJ	clean
energy	NN	energy
and	CC	and
sustainable	JJ	sustainable
transit	NN	transit
projects	NNS	project
,	,	,
and	CC	and
also	RB	also
energy	NN	energy
efficiency	NN	efficiency
policies	NNS	policy
that	WDT	that
can	MD	can
save	VB	save
people	NNS	people
and	CC	and
cities	NNS	city
money	NN	money
,	,	,
energy	NN	energy
and	CC	and
emissions	NNS	emission
.	SENT	.
Recent	JJ	Recent
analysis	NN	analysis
shows	VBZ	show
that	IN	that
just	RB	just
6	CD	@card@
,	,	,
000	CD	@card@
cities	NNS	city
,	,	,
combined	VBN	combine
with	IN	with
regions	NNS	region
and	CC	and
companies	NNS	company
,	,	,
are	VBP	be
undertaking	VBG	undertake
climate	NN	climate
initiatives	NNS	initiative
that	WDT	that
can	MD	can
reduce	VB	reduce
global	JJ	global
emissions	NNS	emission
by	IN	by
up	IN	up
to	TO	to
two	CD	two
gigatons	NNS	<unknown>
of	IN	of
carbon	NN	carbon
dioxide	NN	dioxide
equivalent	NN	equivalent
in	IN	in
2030	CD	@card@
.	SENT	.
That	WDT	that
'	POS	'
s	NN	S
roughly	RB	roughly
four	CD	four
percent	NN	percent
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
total	JJ	total
annual	JJ	annual
emissions	NNS	emission
on	IN	on
top	NN	top
of	IN	of
what	WP	what
national	JJ	national
governments	NNS	government
have	VBP	have
pledged	VBN	pledge
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
just	RB	just
the	DT	the
start	NN	start
.	SENT	.
Imagine	VB	imagine
what	WP	what
could	MD	could
happen	VB	happen
if	IN	if
20	CD	@card@
,	,	,
000	CD	@card@
cities	NNS	city
were	VBD	be
to	TO	to
band	VB	band
together	RB	together
to	TO	to
curb	VB	curb
climate	NN	climate
change	NN	change
.	SENT	.
While	IN	while
this	DT	this
potential	NN	potential
for	IN	for
cities	NNS	city
'	POS	'
climate	NN	climate
action	NN	action
sounds	VBZ	sound
really	RB	really
promising	JJ	promising
,	,	,
cities	NNS	city
must	MD	must
work	VB	work
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
these	DT	these
policies	NNS	policy
are	VBP	be
implemented	VBN	implement
fairly	RB	fairly
and	CC	and
equitably	RB	equitably
.	SENT	.
Where	WRB	where
you	PP	you
live	VBP	live
in	IN	in
a	DT	a
city	NN	city
,	,	,
your	PP$	your
income	NN	income
,	,	,
your	PP$	your
race	NN	race
--	:	--
research	NN	research
is	VBZ	be
showing	VBG	show
that	IN	that
these	DT	these
factors	NNS	factor
can	MD	can
determine	VB	determine
your	PP$	your
access	NN	access
to	TO	to
environmental	JJ	environmental
benefits	NNS	benefit
like	IN	like
green	JJ	green
space	NN	space
and	CC	and
sustainable	JJ	sustainable
transit	NN	transit
,	,	,
and	CC	and
they	PP	they
can	MD	can
also	RB	also
determine	VB	determine
your	PP$	your
share	NN	share
of	IN	of
environmental	JJ	environmental
burdens	NNS	burden
like	IN	like
air	NN	air
pollution	NN	pollution
and	CC	and
climate	NN	climate
change	NN	change
.	SENT	.
We	PP	we
observe	VBP	observe
these	DT	these
neighborhood-level	JJ	neighborhood-level
disparities	NNS	disparity
particularly	RB	particularly
clearly	RB	clearly
in	IN	in
these	DT	these
side-by-side	NN	side-by-side
images	NNS	image
of	IN	of
Los	NP	Los
Angeles	NP	Angeles
,	,	,
comparing	VBG	compare
income	NN	income
on	IN	on
the	DT	the
left	NN	left
and	CC	and
tree	NN	tree
cover	NN	cover
on	IN	on
the	DT	the
right	NN	right
.	SENT	.
The	DT	the
darkest	JJS	dark
green	JJ	green
neighborhood	NN	neighborhood
has	VBZ	have
an	DT	an
average	JJ	average
annual	JJ	annual
income	NN	income
of	IN	of
over	IN	over
100	CD	@card@
,	,	,
000	CD	@card@
US	NP	US
dollars	NNS	dollar
per	IN	per
person	NN	person
.	SENT	.
And	CC	and
over	IN	over
70	CD	@card@
percent	NN	percent
of	IN	of
it	PP	it
has	VBZ	have
tree	NN	tree
cover	NN	cover
.	SENT	.
The	DT	the
blue	JJ	blue
neighborhoods	NNS	neighborhood
towards	IN	towards
the	DT	the
bottom	NN	bottom
of	IN	of
the	DT	the
map	NN	map
only	RB	only
have	VBP	have
a	DT	a
third	JJ	third
of	IN	of
the	DT	the
income	NN	income
per	IN	per
person	NN	person
and	CC	and
less	JJR	less
than	IN	than
five	CD	five
percent	NN	percent
tree	NN	tree
cover	NN	cover
.	SENT	.
Seventy	CD	seventy
percent	NN	percent
versus	IN	versus
five	CD	five
.	SENT	.
This	DT	this
disparity	NN	disparity
has	VBZ	have
real	JJ	real
consequences	NNS	consequence
.	SENT	.
Green	JJ	green
spaces	NNS	space
are	VBP	be
often	RB	often
public	JJ	public
spaces	NNS	space
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
known	VBN	know
to	TO	to
be	VB	be
associated	VBN	associate
with	IN	with
social	JJ	social
and	CC	and
economic	JJ	economic
well-being	NN	well-being
.	SENT	.
They	PP	they
can	MD	can
also	RB	also
reduce	VB	reduce
crime	NN	crime
and	CC	and
foster	JJ	foster
social	JJ	social
cohesion	NN	cohesion
.	SENT	.
Trees	NNS	tree
also	RB	also
can	MD	can
help	VB	help
to	TO	to
filter	VB	filter
harmful	JJ	harmful
air	NN	air
pollution	NN	pollution
and	CC	and
provide	VB	provide
evaporative	JJ	evaporative
cooling	NN	cooling
and	CC	and
shade	NN	shade
and	CC	and
relief	NN	relief
for	IN	for
some	DT	some
of	IN	of
these	DT	these
high	JJ	high
temperatures	NNS	temperature
.	SENT	.
So	RB	so
not	RB	not
only	RB	only
are	VBP	be
those	DT	those
poorer	JJR	poor
neighborhoods	NNS	neighborhood
at	IN	at
a	DT	a
greater	JJR	great
disadvantage	NN	disadvantage
from	IN	from
access	NN	access
to	TO	to
green	JJ	green
space	NN	space
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
also	RB	also
more	RBR	more
vulnerable	JJ	vulnerable
to	TO	to
air	VB	air
pollution	NN	pollution
and	CC	and
climate	NN	climate
change	NN	change
.	SENT	.
We	PP	we
can	MD	can
observe	VB	observe
particularly	RB	particularly
pronounced	JJ	pronounced
disparities	NNS	disparity
in	IN	in
urban	JJ	urban
heat	NN	heat
according	VBG	accord
to	TO	to
race	NN	race
.	SENT	.
Our	PP$	our
latest	JJS	late
research	NN	research
shows	VBZ	show
that	IN	that
97	CD	@card@
percent	NN	percent
of	IN	of
major	JJ	major
urban	JJ	urban
areas	NNS	area
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
are	VBP	be
exposing	VBG	expose
Black	JJ	Black
populations	NNS	population
and	CC	and
people	NNS	people
of	IN	of
color	NN	color
to	TO	to
a	DT	a
full	JJ	full
degree	NN	degree
Celsius	JJ	Celsius
higher	JJR	high
of	IN	of
urban	JJ	urban
heat	NN	heat
than	IN	than
their	PP$	their
white	JJ	white
counterparts	NNS	counterpart
.	SENT	.
Take	VB	take
a	DT	a
look	NN	look
at	IN	at
this	DT	this
map	NN	map
of	IN	of
my	PP$	my
hometown	NN	hometown
of	IN	of
Greenville	NP	Greenville
,	,	,
South	NP	South
Carolina	NP	Carolina
.	SENT	.
Unlike	IN	unlike
the	DT	the
name	NN	name
suggests	VBZ	suggest
it	PP	it
is	VBZ	be
not	RB	not
green	JJ	green
for	IN	for
everyone	NN	everyone
.	SENT	.
The	DT	the
hottest	JJS	hot
areas	NNS	area
of	IN	of
the	DT	the
county	NN	county
shown	VBN	show
on	IN	on
the	DT	the
map	NN	map
in	IN	in
red	NN	red
correspond	VBP	correspond
with	IN	with
the	DT	the
highest	JJS	high
percentages	NNS	percentage
of	IN	of
Black	NP	Black
and	CC	and
poor	JJ	poor
populations	NNS	population
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
seeing	VBG	see
similar	JJ	similar
patterns	NNS	pattern
throughout	IN	throughout
cities	NNS	city
all	RB	all
across	IN	across
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
To	TO	to
address	VB	address
these	DT	these
inequalities	NNS	inequality
,	,	,
cities	NNS	city
are	VBP	be
starting	VBG	start
to	TO	to
strategize	VB	<unknown>
and	CC	and
develop	VB	develop
plans	NNS	plan
that	WDT	that
can	MD	can
ensure	VB	ensure
that	IN	that
climate	NN	climate
benefits	NNS	benefit
are	VBP	be
provided	VBN	provide
to	TO	to
all	DT	all
of	IN	of
their	PP$	their
citizens	NNS	citizen
equally	RB	equally
.	SENT	.
Take	VB	take
Bogotá	NP	Bogotá
,	,	,
the	DT	the
capital	NN	capital
city	NN	city
of	IN	of
Colombia	NP	Colombia
,	,	,
for	IN	for
example	NN	example
.	SENT	.
It	PP	it
has	VBZ	have
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
extensive	JJ	extensive
bike	NN	bike
networks	NNS	network
in	IN	in
all	DT	all
of	IN	of
Latin	NP	Latin
America	NP	America
,	,	,
connecting	VBG	connect
people	NNS	people
to	TO	to
jobs	NNS	job
,	,	,
education	NN	education
centers	NNS	center
and	CC	and
recreational	JJ	recreational
opportunities	NNS	opportunity
.	SENT	.
A	DT	a
new	JJ	new
bike	NN	bike
highway	NN	highway
project	NN	project
can	MD	can
allow	VB	allow
for	IN	for
around	IN	around
42	CD	@card@
,	,	,
000	CD	@card@
daily	JJ	daily
bicycle	NN	bicycle
trips	NNS	trip
and	CC	and
potentially	RB	potentially
avoid	VB	avoid
270	CD	@card@
,	,	,
000	CD	@card@
tons	NNS	ton
of	IN	of
greenhouse	NN	greenhouse
gas	NN	gas
emissions	NNS	emission
.	SENT	.
In	IN	in
Africa	NP	Africa
,	,	,
where	WRB	where
many	JJ	many
cities	NNS	city
lack	VBP	lack
universal	JJ	universal
access	NN	access
to	TO	to
electricity	NN	electricity
,	,	,
mini-grids	NNS	mini-grid
are	VBP	be
providing	VBG	provide
approximately	RB	approximately
73	CD	@card@
million	CD	million
households	NNS	household
with	IN	with
clean	JJ	clean
electricity	NN	electricity
.	SENT	.
So	RB	so
as	IN	as
we	PP	we
can	MD	can
see	VB	see
from	IN	from
these	DT	these
examples	NNS	example
,	,	,
tackling	VBG	tackle
climate	NN	climate
change	NN	change
has	VBZ	have
to	TO	to
start	VB	start
in	IN	in
cities	NNS	city
.	SENT	.
Many	JJ	many
cities	NNS	city
are	VBP	be
starting	VBG	start
to	TO	to
flip	VB	flip
the	DT	the
script	NN	script
on	IN	on
climate	NN	climate
change	NN	change
,	,	,
proving	VBG	prove
to	TO	to
be	VB	be
part	NN	part
of	IN	of
the	DT	the
solution	NN	solution
and	CC	and
not	RB	not
just	RB	just
the	DT	the
problem	NN	problem
,	,	,
and	CC	and
bringing	VBG	bring
the	DT	the
kind	NN	kind
of	IN	of
innovative	JJ	innovative
solutions	NNS	solution
that	IN	that
we	PP	we
need	VBP	need
for	IN	for
a	DT	a
more	RBR	more
just	JJ	just
and	CC	and
sustainable	JJ	sustainable
world	NN	world
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
