Chris	NP	Chris
community	NN	community
together	RB	together
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
being	VBG	be
produced	VBN	produce
by	IN	by
a	DT	a
virtual	JJ	virtual
TED	VBP	ted
team	NN	team
scattered	VBN	scatter
around	IN	around
New	NP	New
York	NP	York
,	,	,
currently	RB	currently
one	CD	one
of	IN	of
the	DT	the
epicenters	NNS	epicenter
of	IN	of
this	DT	this
pandemic	NN	pandemic
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
definitely	RB	definitely
a	DT	a
scary	JJ	scary
time	NN	time
for	IN	for
people	NNS	people
here	RB	here
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
welcome	VB	welcome
to	TO	to
join	VB	join
me	PP	me
my	PP$	my
cohost	NN	cohost
here	RB	here
,	,	,
Whitney	NP	Whitney
Pennington	NP	Pennington
Rodgers	NP	Rodgers
.	SENT	.
She	PP	she
'	''	'
s	VBG	<unknown>
our	PP$	our
current	JJ	current
affairs	NNS	affair
curator	NN	curator
.	SENT	.
Whitney	NP	Whitney
Pennington	NP	Pennington
Rodgers	NP	Rodgers
:	:	:
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
looking	VBG	look
a	DT	a
little	JJ	little
bit	NN	bit
at	IN	at
China	NP	China
'	POS	'
s	JJ	<unknown>
response	NN	response
today	NN	today
.	SENT	.
When	WRB	when
news	NN	news
surfaced	VBD	surface
about	IN	about
a	DT	a
strange	JJ	strange
viral	JJ	viral
outbreak	NN	outbreak
in	IN	in
Wuhan	NP	Wuhan
,	,	,
China	NP	China
at	IN	at
the	DT	the
very	RB	very
last	JJ	last
days	NNS	day
of	IN	of
2019	CD	@card@
,	,	,
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
were	VBD	be
confused	VBN	confuse
about	IN	about
what	WP	what
was	VBD	be
going	VBG	go
on	IN	on
there	EX	there
,	,	,
and	CC	and
in	IN	in
the	DT	the
months	NNS	month
that	WDT	that
followed	VBD	follow
,	,	,
we	PP	we
learned	VBD	learn
more	JJR	more
about	IN	about
the	DT	the
disease	NN	disease
that	RB	that
'	POS	'
s	NN	S
now	RB	now
known	VBN	know
as	IN	as
COVID-19	NP	<unknown>
,	,	,
we	PP	we
watched	VBD	watch
the	DT	the
situation	NN	situation
in	IN	in
China	NP	China
quickly	RB	quickly
worsen	VB	worsen
and	CC	and
in	IN	in
the	DT	the
most	RBS	most
recent	JJ	recent
weeks	NNS	week
dramatically	RB	dramatically
improve	VB	improve
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
as	RB	as
all	RB	all
of	IN	of
us	PP	us
around	IN	around
the	DT	the
world	NN	world
grapple	NN	grapple
with	IN	with
how	WRB	how
we	PP	we
can	MD	can
contain	VB	contain
and	CC	and
control	VB	control
the	DT	the
spread	NN	spread
of	IN	of
COVID-19	NP	<unknown>
,	,	,
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
lessons	NNS	lesson
we	PP	we
can	MD	can
learn	VB	learn
from	IN	from
what	WP	what
China	NP	China
experienced	VBD	experience
and	CC	and
how	WRB	how
they	PP	they
responded	VBD	respond
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
really	RB	really
thrilled	VBN	thrill
to	TO	to
be	VB	be
joined	VBN	join
today	NN	today
by	IN	by
the	DT	the
CEO	NN	CEO
of	IN	of
the	DT	the
"	``	"
South	NP	South
China	NP	China
Morning	NP	Morning
Post	NP	Post
,	,	,
"	''	"
Gary	NP	Gary
Liu	NP	Liu
,	,	,
who	WP	who
'	POS	'
s	NN	S
here	RB	here
to	TO	to
share	VB	share
his	PP$	his
perspective	NN	perspective
and	CC	and
insights	NNS	insight
.	SENT	.
So	RB	so
,	,	,
welcome	JJ	welcome
Gary	NP	Gary
.	SENT	.
Gary	NP	Gary
Liu	NP	Liu
:	:	:
Thanks	NNS	thanks
for	IN	for
having	VBG	have
me	PP	me
.	SENT	.
WPR	NP	WPR
:	:	:
Hey	UH	hey
there	RB	there
,	,	,
Gary	NP	Gary
,	,	,
thanks	NNS	thanks
for	IN	for
being	VBG	be
with	IN	with
us	PP	us
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
before	IN	before
we	PP	we
dive	VBP	dive
into	IN	into
things	NNS	thing
,	,	,
I	PP	I
'	POS	'
d	NN	d
love	NN	love
to	TO	to
hear	VB	hear
about	RB	about
just	RB	just
how	WRB	how
things	NNS	thing
have	VBP	have
been	VBN	be
for	IN	for
you	PP	you
personally	RB	personally
,	,	,
your	PP$	your
loved	VBN	love
ones	NNS	one
,	,	,
those	DT	those
close	NN	close
to	TO	to
you	PP	you
,	,	,
how	WRB	how
have	VBP	have
you	PP	you
been	VBN	be
experiencing	VBG	experience
this	DT	this
?	SENT	?
GL	NP	GL
:	:	:
It	PP	it
'	POS	'
s	NN	S
complicated	VBD	complicate
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
here	RB	here
in	IN	in
Hong	NP	Hong
Kong	NP	Kong
,	,	,
I	NP	I
'	POS	'
m	NN	m
working	VBG	work
from	IN	from
home	NN	home
,	,	,
like	IN	like
much	JJ	much
of	IN	of
Hong	NP	Hong
Kong	NP	Kong
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
actually	RB	actually
self-quarantined	JJ	self-quarantined
in	IN	in
our	PP$	our
apartment	NN	apartment
here	RB	here
in	IN	in
Hong	NP	Hong
Kong	NP	Kong
,	,	,
because	IN	because
there	EX	there
was	VBD	be
a	DT	a
confirmed	VBN	confirm
case	NN	case
in	IN	in
our	PP$	our
workplace	NN	workplace
.	SENT	.
So	RB	so
over	IN	over
the	DT	the
course	NN	course
of	IN	of
the	DT	the
last	JJ	last
week	NN	week
plus	NN	plus
,	,	,
and	CC	and
likely	RB	likely
for	IN	for
at	IN	at
least	JJS	least
another	DT	another
week	NN	week
plus	NN	plus
,	,	,
the	DT	the
entire	JJ	entire
organization	NN	organization
has	VBZ	have
been	VBN	be
distributed	VBN	distribute
and	CC	and
working	VBG	work
from	IN	from
home	NN	home
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
when	WRB	when
Hong	NP	Hong
Kong	NP	Kong
got	VBD	get
its	PP$	its
first	JJ	first
confirmed	VBN	confirm
case	NN	case
,	,	,
I	PP	I
was	VBD	be
actually	RB	actually
back	RB	back
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
with	IN	with
my	PP$	my
wife	NN	wife
,	,	,
we	PP	we
were	VBD	be
taking	VBG	take
a	DT	a
small	JJ	small
break	NN	break
in	IN	in
the	DT	the
Rockies	NP	Rockies
,	,	,
and	CC	and
we	PP	we
came	VBD	come
back	RB	back
to	TO	to
Hong	NP	Hong
Kong	NP	Kong
pretty	RB	pretty
soon	RB	soon
after	IN	after
that	IN	that
to	TO	to
make	VB	make
sure	JJ	sure
we	PP	we
got	VBD	get
back	RB	back
into	IN	into
Hong	NP	Hong
Kong	NP	Kong
before	IN	before
the	DT	the
airports	NNS	airport
shut	VBD	shut
.	SENT	.
And	CC	and
at	IN	at
that	DT	that
point	NN	point
,	,	,
it	PP	it
was	VBD	be
all	DT	all
of	IN	of
our	PP$	our
family	NN	family
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
friends	NNS	friend
texting	VBG	<unknown>
us	PP	us
and	CC	and
worrying	VBG	worry
about	RB	about
how	WRB	how
things	NNS	thing
were	VBD	be
in	IN	in
Hong	NP	Hong
Kong	NP	Kong
as	IN	as
the	DT	the
situation	NN	situation
in	IN	in
China	NP	China
started	VBD	start
escalating	VBG	escalate
,	,	,
and	CC	and
people	NNS	people
were	VBD	be
sending	VBG	send
us	PP	us
,	,	,
or	CC	or
trying	VBG	try
to	TO	to
send	VB	send
us	PP	us
,	,	,
supplies	NNS	supply
.	SENT	.
Masks	NNS	mask
and	CC	and
sanitizer	NN	<unknown>
and	CC	and
stuff	NN	stuff
like	IN	like
that	DT	that
.	SENT	.
And	CC	and
now	RB	now
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
opposite	NN	opposite
.	SENT	.
New	NP	New
York	NP	York
City	NP	City
is	VBZ	be
our	PP$	our
home	NN	home
,	,	,
so	RB	so
we	PP	we
certainly	RB	certainly
empathize	VB	empathize
with	IN	with
what	WP	what
you	PP	you
guys	VBZ	guy
are	VBP	be
dealing	VBG	deal
with	IN	with
right	NN	right
now	RB	now
and	CC	and
going	VBG	go
through	RP	through
in	IN	in
the	DT	the
city	NN	city
.	SENT	.
And	CC	and
we	PP	we
are	VBP	be
seeing	VBG	see
our	PP$	our
friends	NNS	friend
and	CC	and
our	PP$	our
family	NN	family
back	RB	back
home	RB	home
in	IN	in
New	NP	New
York	NP	York
and	CC	and
in	IN	in
California	NP	California
and	CC	and
checking	VBG	check
in	IN	in
on	IN	on
them	PP	them
,	,	,
trying	VBG	try
to	TO	to
send	VB	send
equipment	NN	equipment
and	CC	and
materials	NNS	material
back	RB	back
to	TO	to
them	PP	them
,	,	,
so	RB	so
the	DT	the
script	NN	script
has	VBZ	have
flipped	VBN	flip
actually	RB	actually
pretty	RB	pretty
fast	RB	fast
over	IN	over
just	RB	just
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
weeks	NNS	week
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
you	PP	you
know	VBP	know
,	,	,
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
actually	RB	actually
a	DT	a
really	RB	really
interesting	JJ	interesting
place	NN	place
to	TO	to
start	VB	start
and	CC	and
probably	RB	probably
a	DT	a
question	NN	question
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
who	WP	who
aren	NNS	<unknown>
'	POS	'
t	NN	t
in	IN	in
China	NP	China
have	VBP	have
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
think	VBP	think
from	IN	from
the	DT	the
outside	NN	outside
looking	VBG	look
in	IN	in
,	,	,
it	PP	it
seems	VBZ	seem
as	RB	as
if	IN	if
what	WP	what
'	POS	'
s	NN	S
happened	VBD	happen
in	IN	in
China	NP	China
is	VBZ	be
kind	NN	kind
of	IN	of
miraculous	JJ	miraculous
.	SENT	.
That	RB	that
to	TO	to
go	VB	go
from	IN	from
,	,	,
you	PP	you
know	VBP	know
,	,	,
you	PP	you
have	VBP	have
a	DT	a
country	NN	country
with	IN	with
more	JJR	more
than	IN	than
a	DT	a
billion	NN	billion
people	NNS	people
there	RB	there
,	,	,
to	TO	to
go	VB	go
from	IN	from
as	RB	as
many	JJ	many
as	IN	as
80	CD	@card@
,	,	,
000	CD	@card@
cases	NNS	case
to	TO	to
nearly	RB	nearly
zero	CD	zero
new	JJ	new
cases	NNS	case
now	RB	now
,	,	,
you	PP	you
know	VBP	know
,	,	,
what	WP	what
can	MD	can
you	PP	you
tell	VB	tell
us	PP	us
about	RB	about
how	WRB	how
this	DT	this
happened	VBN	happen
,	,	,
to	TO	to
help	VB	help
us	PP	us
understand	VB	understand
the	DT	the
current	JJ	current
situation	NN	situation
and	CC	and
just	RB	just
really	RB	really
how	WRB	how
China	NP	China
ended	VBD	end
up	RP	up
there	RB	there
?	SENT	?
GL	NP	GL
:	:	:
Yeah	RB	yeah
,	,	,
a	DT	a
lot	NN	lot
has	VBZ	have
happened	VBN	happen
.	SENT	.
China	NP	China
has	VBZ	have
been	VBN	be
dealing	VBG	deal
with	IN	with
this	DT	this
for	IN	for
several	JJ	several
months	NNS	month
now	RB	now
.	SENT	.
Several-month	JJ	<unknown>
head	NN	head
start	NN	start
,	,	,
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
a	DT	a
good	JJ	good
thing	NN	thing
,	,	,
but	CC	but
they	PP	they
have	VBP	have
gone	VBN	go
through	IN	through
several	JJ	several
different	JJ	different
phases	NNS	phase
.	SENT	.
I	PP	I
think	VBP	think
,	,	,
Whitney	NP	Whitney
,	,	,
before	IN	before
I	PP	I
jump	VBP	jump
into	IN	into
it	PP	it
,	,	,
there	EX	there
are	VBP	be
a	DT	a
couple	NN	couple
of	IN	of
caveats	NNS	caveat
that	WDT	that
are	VBP	be
really	RB	really
important	JJ	important
to	TO	to
make	VB	make
.	SENT	.
The	DT	the
first	JJ	first
one	CD	one
is	VBZ	be
that	IN	that
we	PP	we
'	POS	'
re	NN	re
still	RB	still
parsing	VBG	parse
what	WP	what
happened	VBD	happen
in	IN	in
China	NP	China
.	SENT	.
The	DT	the
information	NN	information
system	NN	system
,	,	,
as	IN	as
everyone	NN	everyone
knows	VBZ	know
,	,	,
is	VBZ	be
still	RB	still
relatively	RB	relatively
closed	VBN	close
.	SENT	.
And	CC	and
so	RB	so
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
information	NN	information
that	IN	that
we	PP	we
'	POS	'
re	NN	re
using	VBG	use
to	TO	to
piece	VB	piece
together	RB	together
what	WP	what
happened	VBD	happen
in	IN	in
China	NP	China
is	VBZ	be
still	RB	still
not	RB	not
fully	RB	fully
complete	JJ	complete
.	SENT	.
And	CC	and
so	RB	so
with	IN	with
every	DT	every
passing	VBG	pass
day	NN	day
,	,	,
every	DT	every
passing	VBG	pass
week	NN	week
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
more	JJR	more
information	NN	information
that	WDT	that
allows	VBZ	allow
us	PP	us
to	TO	to
retroactively	RB	retroactively
make	VB	make
sure	JJ	sure
that	IN	that
we	PP	we
get	VBP	get
the	DT	the
picture	NN	picture
of	IN	of
what	WP	what
happened	VBD	happen
early	RB	early
on	IN	on
in	IN	in
those	DT	those
early	JJ	early
days	NNS	day
at	IN	at
the	DT	the
end	NN	end
of	IN	of
2019	CD	@card@
,	,	,
get	VBP	get
that	IN	that
picture	NN	picture
right	NN	right
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NNS	<unknown>
still	RB	still
a	DT	a
lot	NN	lot
that	RB	that
'	POS	'
s	JJ	<unknown>
happening	VBG	happen
today	NN	today
,	,	,
even	RB	even
though	IN	though
I	PP	I
think	VBP	think
the	DT	the
information	NN	information
sharing	NN	sharing
is	VBZ	be
much	RB	much
more	RBR	more
open	JJ	open
than	IN	than
it	PP	it
was	VBD	be
early	RB	early
on	RB	on
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
still	RB	still
a	DT	a
lot	NN	lot
of	IN	of
stuff	NN	stuff
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
parse	VB	parse
.	SENT	.
And	CC	and
the	DT	the
second	JJ	second
important	JJ	important
caveat	NN	caveat
here	RB	here
is	VBZ	be
that	IN	that
I	PP	I
think	VBP	think
learning	VBG	learn
sometimes	RB	sometimes
suggests	VBZ	suggest
that	IN	that
everything	NN	everything
China	NP	China
did	VBD	do
was	VBD	be
right	JJ	right
and	CC	and
good	JJ	good
,	,	,
and	CC	and
hopefully	RB	hopefully
,	,	,
other	JJ	other
countries	NNS	country
can	MD	can
take	VB	take
it	PP	it
and	CC	and
apply	VB	apply
it	PP	it
,	,	,
but	CC	but
that	IN	that
'	POS	'
s	NN	S
not	RB	not
100	CD	@card@
percent	NN	percent
the	DT	the
case	NN	case
.	SENT	.
China	NP	China
,	,	,
of	IN	of
course	NN	course
,	,	,
did	VBD	do
a	DT	a
lot	NN	lot
that	WDT	that
was	VBD	be
right	JJ	right
,	,	,
and	CC	and
if	IN	if
we	PP	we
walked	VBD	walk
through	IN	through
the	DT	the
time	NN	time
line	NN	line
,	,	,
I	PP	I
think	VBP	think
it	PP	it
would	MD	would
be	VB	be
pretty	RB	pretty
apparent	JJ	apparent
the	DT	the
decisions	NNS	decision
that	IN	that
they	PP	they
made	VBD	make
kept	VBD	keep
the	DT	the
coronavirus	NN	coronavirus
from	IN	from
really	RB	really
exploding	VBG	explode
across	IN	across
the	DT	the
entire	JJ	entire
country	NN	country
and	CC	and
really	RB	really
limited	VBN	limit
it	PP	it
to	TO	to
one	CD	one
province	NN	province
and	CC	and
mostly	RB	mostly
one	CD	one
city	NN	city
.	SENT	.
But	CC	but
there	EX	there
were	VBD	be
also	RB	also
many	JJ	many
,	,	,
many	JJ	many
missteps	NNS	misstep
,	,	,
and	CC	and
those	DT	those
are	VBP	be
things	NNS	thing
that	IN	that
I	PP	I
think	VBP	think
the	DT	the
world	NN	world
can	MD	can
also	RB	also
learn	VB	learn
from	IN	from
,	,	,
most	RBS	most
importantly	RB	importantly
,	,	,
China	NP	China
should	MD	should
learn	VB	learn
from	IN	from
,	,	,
because	IN	because
most	JJS	most
of	IN	of
these	DT	these
--	:	--
I	PP	I
think	VBP	think
those	DT	those
of	IN	of
us	PP	us
who	WP	who
are	VBP	be
professional	JJ	professional
observers	NNS	observer
would	MD	would
call	VB	call
missteps	NNS	misstep
,	,	,
are	VBP	be
because	IN	because
they	PP	they
are	VBP	be
systemic	JJ	systemic
issues	NNS	issue
with	IN	with
the	DT	the
country	NN	country
,	,	,
because	IN	because
of	IN	of
governance	NN	governance
,	,	,
lack	NN	lack
of	IN	of
free	JJ	free
information	NN	information
flow	NN	flow
,	,	,
stuff	NN	stuff
like	IN	like
that	DT	that
.	SENT	.
Those	DT	those
are	VBP	be
the	DT	the
initial	JJ	initial
caveats	NNS	caveat
,	,	,
but	CC	but
I	PP	I
think	VBP	think
the	DT	the
timing	NN	timing
of	IN	of
how	WRB	how
China	NP	China
progressed	VBD	progress
from	IN	from
first	JJ	first
case	NN	case
to	TO	to
now	RB	now
has	VBZ	have
been	VBN	be
fascinating	JJ	fascinating
.	SENT	.
WPR	NN	WPR
:	:	:
Yeah	RB	yeah
,	,	,
and	CC	and
I	PP	I
mean	VBP	mean
,	,	,
so	RB	so
we	PP	we
know	VBP	know
now	RB	now
that	IN	that
in	IN	in
Hubei	NP	Hubei
province	NN	province
they	PP	they
'	POS	'
ve	NN	ve
officially	RB	officially
lifted	VBD	lift
the	DT	the
two-month	JJ	two-month
lockdown	NN	<unknown>
.	SENT	.
And	CC	and
are	VBP	be
you	PP	you
getting	VBG	get
the	DT	the
sense	NN	sense
,	,	,
do	VBP	do
you	PP	you
feel	VBP	feel
like	IN	like
this	DT	this
is	VBZ	be
the	DT	the
right	JJ	right
decision	NN	decision
to	TO	to
make	VB	make
at	IN	at
this	DT	this
moment	NN	moment
?	SENT	?
GL	NP	GL
:	:	:
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
I	PP	I
'	''	'
m	NN	m
the	DT	the
right	JJ	right
person	NN	person
to	TO	to
say	VB	say
whether	IN	whether
or	CC	or
not	RB	not
it	PP	it
'	POS	'
s	NN	S
the	DT	the
right	JJ	right
decision	NN	decision
.	SENT	.
But	CC	but
certainly	RB	certainly
,	,	,
this	DT	this
has	VBZ	have
been	VBN	be
a	DT	a
progression	NN	progression
of	IN	of
decisions	NNS	decision
,	,	,
and	CC	and
I	PP	I
think	VBP	think
they	PP	they
'	''	'
ve	RB	<unknown>
been	VBN	be
sitting	VBG	sit
on	IN	on
this	DT	this
decision	NN	decision
for	IN	for
quite	PDT	quite
some	DT	some
time	NN	time
.	SENT	.
Wuhan	NP	Wuhan
itself	PP	itself
,	,	,
which	WDT	which
was	VBD	be
where	WRB	where
the	DT	the
pandemic	NN	pandemic
started	VBD	start
,	,	,
it	PP	it
was	VBD	be
the	DT	the
first	JJ	first
epicenter	NN	epicenter
and	CC	and
the	DT	the
major	JJ	major
epicenter	NN	epicenter
.	SENT	.
Wuhan	NP	Wuhan
is	VBZ	be
opening	VBG	open
up	RP	up
on	IN	on
April	NP	April
8	CD	@card@
,	,	,
that	WDT	that
'	POS	'
s	NN	S
right	RB	right
now	RB	now
the	DT	the
schedule	NN	schedule
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
really	RB	really
,	,	,
what	WP	what
we	PP	we
'	POS	'
re	NN	re
in	IN	in
now	RB	now
is	VBZ	be
the	DT	the
third	JJ	third
of	IN	of
three	CD	three
phases	NNS	phase
from	IN	from
the	DT	the
first	JJ	first
discovery	NN	discovery
of	IN	of
the	DT	the
virus	NN	virus
in	IN	in
Wuhan	NP	Wuhan
.	SENT	.
Now	RB	now
,	,	,
April	NP	April
8	CD	@card@
will	MD	will
be	VB	be
about	RB	about
11	CD	@card@
weeks	NNS	week
after	IN	after
Wuhan	NP	Wuhan
the	DT	the
city	NN	city
got	VBD	get
completely	RB	completely
shut	VB	shut
down	RP	down
,	,	,
and	CC	and
the	DT	the
Hubei	NP	Hubei
province	NN	province
got	VBD	get
shut	VBN	shut
down	RP	down
.	SENT	.
And	CC	and
so	RB	so
for	IN	for
those	DT	those
who	WP	who
are	VBP	be
in	IN	in
a	DT	a
shelter	NN	shelter
,	,	,
at	IN	at
home	NN	home
kind	NN	kind
of	IN	of
situations	NNS	situation
right	RB	right
now	RB	now
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
wondering	VBG	wonder
how	WRB	how
long	JJ	long
this	DT	this
is	VBZ	be
going	VBG	go
to	TO	to
take	VB	take
,	,	,
in	IN	in
Wuhan	NP	Wuhan
,	,	,
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
locked	VBN	lock
down	RP	down
for	IN	for
11	CD	@card@
weeks	NNS	week
and	CC	and
only	RB	only
now	RB	now
has	VBZ	have
the	DT	the
Chinese	JJ	Chinese
government	NN	government
decided	VBD	decide
they	PP	they
'	''	'
re	IN	re
ready	JJ	ready
to	TO	to
start	VB	start
letting	VBG	let
people	NNS	people
move	VB	move
freely	RB	freely
around	RB	around
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
to	TO	to
your	PP$	your
point	NN	point
earlier	RBR	earlier
about	IN	about
some	DT	some
of	IN	of
the	DT	the
possible	JJ	possible
missteps	NNS	misstep
in	IN	in
terms	NNS	term
of	IN	of
reporting	NN	reporting
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
there	EX	there
are	VBP	be
still	RB	still
reports	NNS	report
now	RB	now
that	IN	that
we	PP	we
might	MD	might
not	RB	not
be	VB	be
getting	VBG	get
an	DT	an
accurate	JJ	accurate
number	NN	number
of	IN	of
cases	NNS	case
that	IN	that
we	PP	we
'	POS	'
re	NN	re
seeing	VBG	see
in	IN	in
Wuhan	NP	Wuhan
or	CC	or
beyond	IN	beyond
,	,	,
we	PP	we
'	POS	'
re	NN	re
hearing	VBG	hear
some	DT	some
people	NNS	people
say	VBP	say
there	EX	there
are	VBP	be
no	DT	no
new	JJ	new
cases	NNS	case
,	,	,
other	JJ	other
people	NNS	people
saying	VBG	say
that	IN	that
there	EX	there
actually	RB	actually
are	VBP	be
cases	NNS	case
.	SENT	.
So	RB	so
do	VBP	do
you	PP	you
feel	VBP	feel
like	IN	like
there	EX	there
is	VBZ	be
accurate	JJ	accurate
spread	NN	spread
of	IN	of
information	NN	information
about	IN	about
the	DT	the
current	JJ	current
state	NN	state
of	IN	of
the	DT	the
virus	NN	virus
in	IN	in
China	NP	China
right	RB	right
now	RB	now
?	SENT	?
GL	NP	GL
:	:	:
Generally	RB	generally
,	,	,
yes	UH	yes
,	,	,
with	IN	with
the	DT	the
caveat	NN	caveat
that	IN	that
it	PP	it
is	VBZ	be
based	VBN	base
on	IN	on
the	DT	the
Chinese	JJ	Chinese
government	NN	government
'	POS	'
s	NN	S
definition	NN	definition
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
problems	NNS	problem
right	RB	right
now	RB	now
that	IN	that
even	RB	even
the	DT	the
World	NP	World
Health	NP	Health
Organization	NP	Organization
is	VBZ	be
struggling	VBG	struggle
with	IN	with
,	,	,
is	VBZ	be
that	IN	that
the	DT	the
definition	NN	definition
of	IN	of
what	WP	what
is	VBZ	be
a	DT	a
confirmed	JJ	confirmed
case	NN	case
,	,	,
what	WP	what
is	VBZ	be
an	DT	an
infection	NN	infection
,	,	,
is	VBZ	be
different	JJ	different
from	IN	from
country	NN	country
to	TO	to
country	NN	country
.	SENT	.
As	IN	as
an	DT	an
example	NN	example
,	,	,
in	IN	in
China	NP	China
,	,	,
the	DT	the
folks	NNS	folk
that	WDT	that
have	VBP	have
tested	VBN	test
positive	JJ	positive
but	CC	but
are	VBP	be
asymptomatic	JJ	asymptomatic
,	,	,
we	PP	we
understand	VBP	understand
now	RB	now
that	IN	that
they	PP	they
are	VBP	be
not	RB	not
included	VBN	include
,	,	,
since	IN	since
February	NP	February
7	CD	@card@
,	,	,
they	PP	they
have	VBP	have
not	RB	not
been	VBN	be
included	VBN	include
in	IN	in
the	DT	the
official	JJ	official
numbers	NNS	number
.	SENT	.
Or	CC	or
at	IN	at
the	DT	the
very	RB	very
least	JJS	least
,	,	,
on	IN	on
February	NP	February
7	CD	@card@
,	,	,
they	PP	they
changed	VBD	change
that	DT	that
definition	NN	definition
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
not	RB	not
included	VBD	include
in	IN	in
those	DT	those
official	JJ	official
numbers	NNS	number
.	SENT	.
And	CC	and
that	WDT	that
could	MD	could
be	VB	be
another	DT	another
50	CD	@card@
percent	NN	percent
on	IN	on
top	NN	top
of	IN	of
the	DT	the
numbers	NNS	number
that	IN	that
we	PP	we
'	''	'
re	IN	re
seeing	VBG	see
today	NN	today
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
found	VBD	find
,	,	,
our	PP$	our
reporters	NNS	reporter
have	VBP	have
gotten	VBN	get
