Hi	UH	hi
more	RBR	more
you	PP	you
interact	VBP	interact
with	IN	with
them	PP	them
.	SENT	.
If	IN	if
machines	NNS	machine
can	MD	can
learn	VB	learn
or	CC	or
process	NN	process
memories	NNS	memory
,	,	,
can	MD	can
they	PP	they
also	RB	also
dream	VBP	dream
?	SENT	?
Hallucinate	VB	hallucinate
?	SENT	?
Involuntarily	RB	involuntarily
remember	VB	remember
,	,	,
or	CC	or
make	VB	make
connections	NNS	connection
between	IN	between
multiple	JJ	multiple
people	NNS	people
'	POS	'
s	NN	S
dreams	NNS	dream
?	SENT	?
Does	VBZ	do
being	VBG	be
an	DT	an
AI	NN	ai
in	IN	in
the	DT	the
21st	JJ	21st
century	NN	century
simply	RB	simply
mean	VBP	mean
not	RB	not
forgetting	VBG	forget
anything	NN	anything
?	SENT	?
And	CC	and
,	,	,
if	IN	if
so	RB	so
,	,	,
isn	NP	isn
'	POS	'
t	NN	t
it	PP	it
the	DT	the
most	RBS	most
revolutionary	JJ	revolutionary
thing	NN	thing
that	IN	that
we	PP	we
have	VBP	have
experienced	VBN	experience
in	IN	in
our	PP$	our
centuries-long	JJ	<unknown>
effort	NN	effort
to	TO	to
capture	VB	capture
history	NN	history
across	IN	across
media	NNS	medium
?	SENT	?
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
how	WRB	how
far	RB	far
have	VB	have
we	PP	we
come	VBN	come
since	IN	since
Ridley	NP	Ridley
Scott	NP	Scott
'	POS	'
s	NN	S
"	``	"
Blade	NP	Blade
Runner	NP	Runner
"	''	"
?	SENT	?
So	RB	so
I	PP	I
established	VBD	establish
my	PP$	my
studio	NN	studio
in	IN	in
2014	CD	@card@
and	CC	and
invited	VBN	invite
architects	NNS	architect
,	,	,
computer	NN	computer
and	CC	and
data	NN	data
scientists	NNS	scientist
,	,	,
neuroscientists	NNS	neuroscientist
,	,	,
musicians	NNS	musician
and	CC	and
even	RB	even
storytellers	NNS	storyteller
to	TO	to
join	VB	join
me	PP	me
in	IN	in
realizing	VBG	realize
my	PP$	my
dreams	NNS	dream
.	SENT	.
Can	MD	can
data	NNS	datum
become	VB	become
a	DT	a
pigment	NN	pigment
?	SENT	?
This	DT	this
was	VBD	be
the	DT	the
very	RB	very
first	JJ	first
question	NN	question
we	PP	we
asked	VBD	ask
when	WRB	when
starting	VBG	start
our	PP$	our
journey	NN	journey
to	TO	to
embed	VB	embed
media	NNS	medium
arts	NNS	art
into	IN	into
architecture	NN	architecture
,	,	,
to	TO	to
collide	VB	collide
virtual	JJ	virtual
and	CC	and
physical	JJ	physical
worlds	NNS	world
.	SENT	.
So	RB	so
we	PP	we
began	VBD	begin
to	TO	to
imagine	VB	imagine
what	WP	what
I	PP	I
would	MD	would
call	VB	call
the	DT	the
poetics	NN	poetics
of	IN	of
data	NNS	datum
.	SENT	.
One	CD	one
of	IN	of
our	PP$	our
first	JJ	first
projects	NNS	project
,	,	,
"	''	"
Virtual	JJ	virtual
Depictions	NNS	depiction
,	,	,
"	''	"
was	VBD	be
a	DT	a
public	JJ	public
data	NN	data
sculpture	NN	sculpture
piece	NN	piece
commissioned	VBN	commission
by	IN	by
the	DT	the
city	NN	city
of	IN	of
San	NP	San
Francisco	NP	Francisco
.	SENT	.
The	DT	the
work	NN	work
invites	VBZ	invite
the	DT	the
audience	NN	audience
to	TO	to
be	VB	be
part	NN	part
of	IN	of
a	DT	a
spectacular	JJ	spectacular
aesthetic	JJ	aesthetic
experience	NN	experience
in	IN	in
a	DT	a
living	JJ	living
urban	JJ	urban
space	NN	space
by	IN	by
depicting	VBG	depict
a	DT	a
fluid	JJ	fluid
network	NN	network
of	IN	of
connections	NNS	connection
of	IN	of
the	DT	the
city	NN	city
itself	PP	itself
.	SENT	.
It	PP	it
also	RB	also
stands	VBZ	stand
as	IN	as
a	DT	a
reminder	NN	reminder
of	IN	of
how	WRB	how
invisible	JJ	invisible
data	NNS	datum
from	IN	from
our	PP$	our
everyday	JJ	everyday
lives	NNS	life
,	,	,
like	IN	like
the	DT	the
Twitter	NN	twitter
feeds	NNS	feed
that	WDT	that
are	VBP	be
represented	VBN	represent
here	RB	here
,	,	,
can	MD	can
be	VB	be
made	VBN	make
visible	JJ	visible
and	CC	and
transformed	VBN	transform
into	IN	into
sensory	JJ	sensory
knowledge	NN	knowledge
that	WDT	that
can	MD	can
be	VB	be
experienced	VBN	experience
collectively	RB	collectively
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
data	NNS	datum
can	MD	can
only	RB	only
become	VB	become
knowledge	NN	knowledge
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
experienced	VBD	experience
,	,	,
and	CC	and
what	WP	what
is	VBZ	be
knowledge	NN	knowledge
and	CC	and
experience	NN	experience
can	MD	can
take	VB	take
many	JJ	many
forms	NNS	form
.	SENT	.
When	WRB	when
exploring	VBG	explore
such	JJ	such
connections	NNS	connection
through	IN	through
the	DT	the
vast	JJ	vast
potential	NN	potential
of	IN	of
machine	NN	machine
intelligence	NN	intelligence
,	,	,
we	PP	we
also	RB	also
pondered	VBD	ponder
the	DT	the
connection	NN	connection
between	IN	between
human	JJ	human
senses	NNS	sense
and	CC	and
the	DT	the
machines	NNS	machine
'	POS	'
capacity	NN	capacity
for	IN	for
simulating	VBG	simulate
nature	NN	nature
.	SENT	.
These	DT	these
inquiries	NNS	inquiry
began	VBD	begin
while	IN	while
working	VBG	work
on	IN	on
wind-data	NN	<unknown>
paintings	NNS	painting
.	SENT	.
They	PP	they
took	VBD	take
the	DT	the
shape	NN	shape
of	IN	of
visualized	VBN	visualize
poems	NNS	poem
based	VBN	base
on	IN	on
hidden	JJ	hidden
data	NNS	datum
sets	VBZ	set
that	IN	that
we	PP	we
collected	VBD	collect
from	IN	from
wind	NN	wind
sensors	NNS	sensor
.	SENT	.
We	PP	we
then	RB	then
used	VBD	use
generative	JJ	generative
algorithms	NNS	algorithm
to	TO	to
transform	VB	transform
wind	NN	wind
speed	NN	speed
,	,	,
gust	NN	gust
and	CC	and
direction	NN	direction
into	IN	into
an	DT	an
ethereal	JJ	ethereal
data	NN	data
pigment	NN	pigment
.	SENT	.
The	DT	the
result	NN	result
was	VBD	be
a	DT	a
meditative	JJ	meditative
yet	CC	yet
speculative	JJ	speculative
experience	NN	experience
.	SENT	.
This	DT	this
kinetic	JJ	kinetic
data	NN	data
sculpture	NN	sculpture
,	,	,
titled	VBN	title
"	``	"
Bosphorus	NP	Bosphorus
,	,	,
"	``	"
was	VBD	be
a	DT	a
similar	JJ	similar
attempt	NN	attempt
to	TO	to
question	VB	question
our	PP$	our
capacity	NN	capacity
to	TO	to
reimagine	VB	reimagine
natural	JJ	natural
occurrences	NNS	occurrence
.	SENT	.
Using	VBG	use
high-frequency	NN	high-frequency
radar	NN	radar
collections	NNS	collection
of	IN	of
the	DT	the
Marmara	NP	Marmara
Sea	NP	Sea
,	,	,
we	PP	we
collected	VBD	collect
sea-surface	JJ	<unknown>
data	NNS	datum
and	CC	and
projected	VBD	project
its	PP$	its
dynamic	JJ	dynamic
movement	NN	movement
with	IN	with
machine	NN	machine
intelligence	NN	intelligence
.	SENT	.
We	PP	we
create	VBP	create
a	DT	a
sense	NN	sense
of	IN	of
immersion	NN	immersion
in	IN	in
a	DT	a
calm	NN	calm
yet	RB	yet
constantly	RB	constantly
changing	VBG	change
synthetic	JJ	synthetic
sea	NN	sea
view	NN	view
.	SENT	.
Seeing	VBG	see
with	IN	with
the	DT	the
brain	NN	brain
is	VBZ	be
often	RB	often
called	VBN	call
imagination	NN	imagination
,	,	,
and	CC	and
,	,	,
for	IN	for
me	PP	me
,	,	,
imagining	VBG	imagine
architecture	NN	architecture
goes	VBZ	go
beyond	IN	beyond
just	RB	just
glass	NN	glass
,	,	,
metal	NN	metal
or	CC	or
concrete	NN	concrete
,	,	,
instead	RB	instead
experimenting	VBG	experiment
with	IN	with
the	DT	the
furthermost	JJ	furthermost
possibilities	NNS	possibility
of	IN	of
immersion	NN	immersion
and	CC	and
ways	NNS	way
of	IN	of
augmenting	VBG	augment
our	PP$	our
perception	NN	perception
in	IN	in
built	VBN	build
environments	NNS	environment
.	SENT	.
Research	NN	research
in	IN	in
artificial	JJ	artificial
intelligence	NN	intelligence
is	VBZ	be
growing	VBG	grow
every	DT	every
day	NN	day
,	,	,
leaving	VBG	leave
us	PP	us
with	IN	with
the	DT	the
feeling	NN	feeling
of	IN	of
being	VBG	be
plugged	VBD	plug
into	IN	into
a	DT	a
system	NN	system
that	WDT	that
is	VBZ	be
bigger	JJR	big
and	CC	and
more	RBR	more
knowledgeable	JJ	knowledgeable
than	IN	than
ourselves	PP	ourselves
.	SENT	.
In	IN	in
2017	CD	@card@
,	,	,
we	PP	we
discovered	VBD	discover
an	DT	an
open-source	NN	open-source
library	NN	library
of	IN	of
cultural	JJ	cultural
documents	NNS	document
in	IN	in
Istanbul	NP	Istanbul
and	CC	and
began	VBD	begin
working	VBG	work
on	IN	on
"	``	"
Archive	NP	Archive
Dreaming	VBG	dream
,	,	,
"	''	"
one	CD	one
of	IN	of
the	DT	the
first	JJ	first
AI-driven	JJ	AI-driven
public	JJ	public
installations	NNS	installation
in	IN	in
the	DT	the
world	NN	world
,	,	,
an	DT	an
AI	VBP	ai
exploring	VBG	explore
approximately	RB	approximately
1	CD	@card@
.	SENT	.
7	CD	@card@
million	CD	million
documents	NNS	document
that	WDT	that
span	VBP	span
270	CD	@card@
years	NNS	year
.	SENT	.
One	CD	one
of	IN	of
our	PP$	our
inspirations	NNS	inspiration
during	IN	during
this	DT	this
process	NN	process
was	VBD	be
a	DT	a
short	JJ	short
story	NN	story
called	VBN	call
"	``	"
The	DT	the
Library	NN	library
of	IN	of
Babel	NP	Babel
"	''	"
by	IN	by
the	DT	the
Argentine	JJ	Argentine
writer	NN	writer
Jorge	NP	Jorge
Luis	NP	Luis
Borges	NP	Borges
.	SENT	.
In	IN	in
the	DT	the
story	NN	story
,	,	,
the	DT	the
author	NN	author
conceives	VBZ	conceive
a	DT	a
universe	NN	universe
in	IN	in
the	DT	the
form	NN	form
of	IN	of
a	DT	a
vast	JJ	vast
library	NN	library
containing	VBG	contain
all	DT	all
possible	JJ	possible
410-page	JJ	<unknown>
books	NNS	book
of	IN	of
a	DT	a
certain	JJ	certain
format	NN	format
and	CC	and
character	NN	character
set	NN	set
.	SENT	.
Through	IN	through
this	DT	this
inspiring	JJ	inspiring
image	NN	image
,	,	,
we	PP	we
imagine	VBP	imagine
a	DT	a
way	NN	way
to	TO	to
physically	RB	physically
explore	VB	explore
the	DT	the
vast	JJ	vast
archives	NN	archives
of	IN	of
knowledge	NN	knowledge
in	IN	in
the	DT	the
age	NN	age
of	IN	of
machine	NN	machine
intelligence	NN	intelligence
.	SENT	.
The	DT	the
resulting	VBG	result
work	NN	work
,	,	,
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
was	VBD	be
a	DT	a
user-driven	JJ	user-driven
immersive	JJ	<unknown>
space	NN	space
.	SENT	.
"	``	"
Archive	NP	Archive
Dreaming	VBG	dream
"	``	"
profoundly	RB	profoundly
transformed	VBN	transform
the	DT	the
experience	NN	experience
of	IN	of
a	DT	a
library	NN	library
in	IN	in
the	DT	the
age	NN	age
of	IN	of
machine	NN	machine
intelligence	NN	intelligence
.	SENT	.
"	``	"
Machine	NN	machine
Hallucination	NN	hallucination
"	``	"
is	VBZ	be
an	DT	an
exploration	NN	exploration
of	IN	of
time	NN	time
and	CC	and
space	NN	space
experienced	VBN	experience
through	IN	through
New	NP	New
York	NP	York
City	NP	City
'	POS	'
s	JJ	<unknown>
public	JJ	public
photographic	JJ	photographic
archives	NN	archives
.	SENT	.
For	IN	for
this	DT	this
one-of-a-kind	JJ	one-of-a-kind
immersive	JJ	<unknown>
project	NN	project
,	,	,
we	PP	we
deployed	VBD	deploy
machine-learning	VBG	machine-learn
algorithms	NNS	algorithm
to	TO	to
find	VB	find
and	CC	and
process	VB	process
over	IN	over
100	CD	@card@
million	CD	million
photographs	NNS	photograph
of	IN	of
the	DT	the
city	NN	city
.	SENT	.
We	PP	we
designed	VBD	design
an	DT	an
innovative	JJ	innovative
narrative	JJ	narrative
system	NN	system
to	TO	to
use	VB	use
artificial	JJ	artificial
intelligence	NN	intelligence
to	TO	to
predict	VB	predict
or	CC	or
to	TO	to
hallucinate	VB	hallucinate
new	JJ	new
images	NNS	image
,	,	,
allowing	VBG	allow
the	DT	the
viewer	NN	viewer
to	TO	to
step	VB	step
into	IN	into
a	DT	a
dreamlike	JJ	dreamlike
fusion	NN	fusion
of	IN	of
past	JJ	past
and	CC	and
future	JJ	future
New	NP	New
York	NP	York
.	SENT	.
As	IN	as
our	PP$	our
projects	NNS	project
delve	VBP	delve
deeper	RBR	deeper
into	IN	into
remembering	VBG	remember
and	CC	and
transmitting	VBG	transmit
knowledge	NN	knowledge
,	,	,
we	PP	we
thought	VBD	think
more	RBR	more
about	RB	about
how	WRB	how
memories	NNS	memory
were	VBD	be
not	RB	not
static	JJ	static
recollections	NNS	recollection
but	CC	but
ever-changing	JJ	ever-changing
interpretations	NNS	interpretation
of	IN	of
past	JJ	past
events	NNS	event
.	SENT	.
We	PP	we
pondered	VBD	ponder
how	WRB	how
machines	NNS	machine
could	MD	could
simulate	VB	simulate
unconscious	JJ	unconscious
and	CC	and
subconscious	JJ	subconscious
events	NNS	event
,	,	,
such	JJ	such
as	IN	as
dreaming	VBG	dream
,	,	,
remembering	VBG	remember
and	CC	and
hallucinating	VBG	hallucinate
.	SENT	.
Thus	RB	thus
,	,	,
we	PP	we
created	VBD	create
"	''	"
Melting	VBG	melt
Memories	NP	Memories
"	``	"
to	TO	to
visualize	VB	visualize
the	DT	the
moment	NN	moment
of	IN	of
remembering	VBG	remember
.	SENT	.
The	DT	the
inspiration	NN	inspiration
came	VBD	come
from	IN	from
a	DT	a
tragic	JJ	tragic
event	NN	event
,	,	,
when	WRB	when
I	PP	I
found	VBD	find
out	RP	out
that	IN	that
my	PP$	my
uncle	NN	uncle
was	VBD	be
diagnosed	VBN	diagnose
with	IN	with
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
.	SENT	.
At	IN	at
that	DT	that
time	NN	time
,	,	,
all	RB	all
I	PP	I
could	MD	could
think	VB	think
about	RB	about
was	VBD	be
to	TO	to
find	VB	find
a	DT	a
way	NN	way
to	TO	to
celebrate	VB	celebrate
how	WRB	how
and	CC	and
what	WP	what
we	PP	we
remember	VBP	remember
when	WRB	when
we	PP	we
are	VBP	be
still	RB	still
able	JJ	able
to	TO	to
do	VB	do
so	RB	so
.	SENT	.
I	PP	I
began	VBD	begin
to	TO	to
think	VB	think
of	IN	of
memories	NNS	memory
not	RB	not
as	IN	as
disappearing	VBG	disappear
but	CC	but
as	IN	as
melting	VBG	melt
or	CC	or
changing	VBG	change
shape	NN	shape
.	SENT	.
With	IN	with
the	DT	the
help	NN	help
of	IN	of
machine	NN	machine
intelligence	NN	intelligence
,	,	,
we	PP	we
worked	VBD	work
with	IN	with
the	DT	the
scientists	NNS	scientist
at	IN	at
the	DT	the
Neuroscape	NP	<unknown>
Laboratory	NP	Laboratory
at	IN	at
the	DT	the
University	NP	University
of	IN	of
California	NP	California
,	,	,
who	WP	who
showed	VBD	show
us	PP	us
how	WRB	how
to	TO	to
understand	VB	understand
brain	NN	brain
signals	NNS	signal
as	IN	as
memories	NNS	memory
are	VBP	be
made	VBN	make
.	SENT	.
Although	IN	although
my	PP$	my
own	JJ	own
uncle	NN	uncle
was	VBD	be
losing	VBG	lose
the	DT	the
ability	NN	ability
to	TO	to
process	NN	process
memories	NNS	memory
,	,	,
the	DT	the
artwork	NN	artwork
generated	VBN	generate
by	IN	by
EEG	NP	EEG
data	NNS	datum
explored	VBD	explore
the	DT	the
materiality	NN	materiality
of	IN	of
remembering	VBG	remember
and	CC	and
stood	VBD	stand
as	IN	as
a	DT	a
tribute	NN	tribute
to	TO	to
what	WP	what
my	PP$	my
uncle	NN	uncle
had	VBD	have
lost	VBN	lose
.	SENT	.
Almost	RB	almost
nothing	NN	nothing
about	IN	about
contemporary	JJ	contemporary
LA	NP	LA
matched	VBD	match
my	PP$	my
childhood	NN	childhood
expectation	NN	expectation
of	IN	of
the	DT	the
city	NN	city
,	,	,
with	IN	with
the	DT	the
exception	NN	exception
of	IN	of
one	CD	one
amazing	JJ	amazing
building	NN	building
:	:	:
the	DT	the
Walt	NP	Walt
Disney	NP	Disney
Concert	NN	concert
Hall	NP	Hall
,	,	,
designed	VBN	design
by	IN	by
Frank	NP	Frank
Gehry	NP	Gehry
,	,	,
one	CD	one
of	IN	of
my	PP$	my
all-time	JJ	all-time
heroes	NNS	hero
.	SENT	.
In	IN	in
2018	CD	@card@
,	,	,
I	PP	I
had	VBD	have
a	DT	a
call	NN	call
from	IN	from
the	DT	the
LA	NP	LA
Philharmonic	NN	philharmonic
who	WP	who
was	VBD	be
looking	VBG	look
for	IN	for
an	DT	an
installation	NN	installation
to	TO	to
help	VB	help
mark	VB	mark
the	DT	the
celebrated	JJ	celebrated
symphony	NN	symphony
'	POS	'
s	JJ	<unknown>
hundred-year	NN	hundred-year
anniversary	NN	anniversary
.	SENT	.
For	IN	for
this	DT	this
,	,	,
we	PP	we
decided	VBD	decide
to	TO	to
ask	VB	ask
the	DT	the
question	NN	question
,	,	,
"	``	"
Can	MD	can
a	DT	a
building	NN	building
learn	VB	learn
?	SENT	?
Can	MD	can
it	PP	it
dream	VB	dream
?	SENT	?
"	''	"
To	TO	to
answer	VB	answer
this	DT	this
question	NN	question
,	,	,
we	PP	we
decided	VBD	decide
to	TO	to
collect	VB	collect
everything	NN	everything
recorded	VBN	record
in	IN	in
the	DT	the
archives	NN	archives
of	IN	of
the	DT	the
LA	NP	LA
Phil	NP	Phil
and	CC	and
WDCH	NP	<unknown>
.	SENT	.
To	TO	to
be	VB	be
precise	JJ	precise
,	,	,
77	CD	@card@
terabytes	NNS	terabyte
of	IN	of
digitally	RB	digitally
archived	JJ	<unknown>
memories	NNS	memory
.	SENT	.
By	IN	by
using	VBG	use
machine	NN	machine
intelligence	NN	intelligence
,	,	,
the	DT	the
entire	JJ	entire
archive	NN	archive
,	,	,
going	VBG	go
back	RB	back
100	CD	@card@
years	NNS	year
,	,	,
became	VBD	become
projections	NNS	projection
on	IN	on
the	DT	the
building	NN	building
'	POS	'
s	NN	S
skin	NN	skin
,	,	,
42	CD	@card@
projectors	NNS	projector
to	TO	to
achieve	VB	achieve
this	DT	this
futuristic	JJ	futuristic
public	JJ	public
experience	NN	experience
in	IN	in
the	DT	the
heart	NN	heart
of	IN	of
Los	NP	Los
Angeles	NP	Angeles
,	,	,
getting	VBG	get
one	CD	one
step	NN	step
closer	JJR	close
to	TO	to
the	DT	the
LA	NP	LA
of	IN	of
"	``	"
Blade	NP	Blade
Runner	NP	Runner
.	SENT	.
"	``	"
If	IN	if
ever	RB	ever
a	DT	a
building	NN	building
could	MD	could
dream	VB	dream
,	,	,
it	PP	it
was	VBD	be
in	IN	in
this	DT	this
moment	NN	moment
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
am	VBP	be
inviting	VBG	invite
you	PP	you
to	TO	to
one	CD	one
last	JJ	last
journey	NN	journey
into	IN	into
the	DT	the
mind	NN	mind
of	IN	of
a	DT	a
machine	NN	machine
.	SENT	.
Right	RB	right
now	RB	now
,	,	,
we	PP	we
are	VBP	be
fully	RB	fully
immersed	VBN	immerse
in	IN	in
the	DT	the
data	NNS	datum
universe	NN	universe
of	IN	of
every	DT	every
single	NN	single
curated	VBD	curate
TED	VB	ted
Talk	NN	talk
from	IN	from
the	DT	the
past	JJ	past
30	CD	@card@
years	NNS	year
.	SENT	.
That	DT	that
means	VBZ	mean
this	DT	this
data	NNS	datum
set	NN	set
includes	VBZ	include
7	CD	@card@
,	,	,
705	CD	@card@
talks	NNS	talk
from	IN	from
the	DT	the
TED	VBP	ted
stage	NN	stage
.	SENT	.
Those	DT	those
talks	NNS	talk
have	VBP	have
been	VBN	be
translated	VBN	translate
into	IN	into
7	CD	@card@
.	SENT	.
4	CD	@card@
million	CD	million
seconds	NNS	second
,	,	,
and	CC	and
each	DT	each
second	NN	second
is	VBZ	be
represented	VBN	represent
here	RB	here
in	IN	in
this	DT	this
data	NNS	datum
universe	NN	universe
.	SENT	.
Every	DT	every
image	NN	image
that	IN	that
you	PP	you
are	VBP	be
seeing	VBG	see
in	IN	in
here	RB	here
represents	VBZ	represent
unique	JJ	unique
moments	NNS	moment
from	IN	from
those	DT	those
talks	NNS	talk
.	SENT	.
By	IN	by
using	VBG	use
machine	NN	machine
intelligence	NN	intelligence
,	,	,
we	PP	we
processed	VBD	process
a	DT	a
total	NN	total
of	IN	of
487	CD	@card@
,	,	,
000	CD	@card@
sentences	NNS	sentence
into	IN	into
330	CD	@card@
unique	JJ	unique
clusters	NNS	cluster
of	IN	of
topics	NNS	topic
like	IN	like
nature	NN	nature
,	,	,
global	JJ	global
emissions	NNS	emission
,	,	,
extinction	NN	extinction
,	,	,
race	NN	race
issues	NNS	issue
,	,	,
computation	NN	computation
,	,	,
trust	NN	trust
,	,	,
emotions	NNS	emotion
,	,	,
water	NN	water
and	CC	and
refugees	NNS	refugee
.	SENT	.
These	DT	these
clusters	NNS	cluster
are	VBP	be
then	RB	then
connected	VBN	connect
to	TO	to
each	DT	each
other	JJ	other
by	IN	by
an	DT	an
algorithm	NN	algorithm
,	,	,
[	SYM	[
that	RB	that
]	SYM	]
generated	VBN	generate
113	CD	@card@
million	CD	million
line	NN	line
segments	NNS	segment
,	,	,
which	WDT	which
reveal	VBP	reveal
new	JJ	new
conceptual	JJ	conceptual
relationships	NNS	relationship
.	SENT	.
Wouldn	NP	<unknown>
'	POS	'
t	NN	t
it	PP	it
be	VB	be
amazing	JJ	amazing
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
remember	VB	remember
all	PDT	all
the	DT	the
questions	NNS	question
that	WDT	that
have	VBP	have
ever	RB	ever
been	VBN	be
asked	VBN	ask
on	IN	on
the	DT	the
stage	NN	stage
?	SENT	?
Here	RB	here
I	PP	I
am	VBP	be
,	,	,
inside	IN	inside
the	DT	the
mind	NN	mind
of	IN	of
countless	JJ	countless
great	JJ	great
thinkers	NNS	thinker
,	,	,
as	RB	as
well	RB	well
as	IN	as
a	DT	a
machine	NN	machine
,	,	,
interacting	VBG	interact
with	IN	with
various	JJ	various
feelings	NNS	feeling
attributed	VBN	attribute
