What	WP	what
s	NN	S
gold	NN	gold
,	,	,
manganese	NN	manganese
and	CC	and
uranium	NN	uranium
,	,	,
57	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	NN	S
diamonds	NNS	diamond
and	CC	and
13	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	NN	S
oil	NN	oil
.	SENT	.
We	PP	we
have	VBP	have
no	DT	no
reason	NN	reason
to	TO	to
depend	VB	depend
on	IN	on
aid	NN	aid
or	CC	or
borrowing	NN	borrowing
money	NN	money
from	IN	from
China	NP	China
or	CC	or
the	DT	the
World	NP	World
Bank	NP	Bank
.	SENT	.
But	CC	but
without	IN	without
good	JJ	good
leaders	NNS	leader
,	,	,
we	PP	we
'	POS	'
re	NN	re
like	IN	like
an	DT	an
eagle	NN	eagle
that	WDT	that
has	VBZ	have
no	DT	no
idea	NN	idea
it	PP	it
could	MD	could
fly	VB	fly
,	,	,
let	VBP	let
alone	RB	alone
soar	VB	soar
.	SENT	.
Africa	NP	Africa
is	VBZ	be
a	DT	a
like	IN	like
a	DT	a
sleeping	NN	sleeping
giant	NN	giant
.	SENT	.
Now	RB	now
the	DT	the
truth	NN	truth
is	VBZ	be
,	,	,
I	PP	I
'	POS	'
m	NN	m
trying	VBG	try
to	TO	to
wake	VB	wake
up	RP	up
this	DT	this
giant	NN	giant
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
why	WRB	why
I	PP	I
air	VBP	air
the	DT	the
dirty	JJ	dirty
laundry	NN	laundry
of	IN	of
those	DT	those
in	IN	in
charge	NN	charge
of	IN	of
the	DT	the
giant	NN	giant
.	SENT	.
Our	PP$	our
politicians	NNS	politician
,	,	,
our	PP$	our
religious	JJ	religious
leaders	NNS	leader
,	,	,
with	IN	with
huge	JJ	huge
respect	NN	respect
,	,	,
of	IN	of
course	NN	course
,	,	,
because	IN	because
more	JJR	more
than	IN	than
anything	NN	anything
else	RB	else
,	,	,
African	JJ	African
leaders	NNS	leader
love	VBP	love
to	TO	to
be	VB	be
respected	VBN	respect
.	SENT	.
So	RB	so
I	PP	I
give	VBP	give
it	PP	it
to	TO	to
them	PP	them
in	IN	in
doses	NNS	dose
.	SENT	.
On	IN	on
my	PP$	my
show	NN	show
,	,	,
I	PP	I
kneel	VBP	kneel
for	IN	for
them	PP	them
--	:	--
ha	NP	ha
!	SENT	!
--	:	--
I	PP	I
call	VB	call
them	PP	them
my	PP$	my
uncles	NNS	uncle
,	,	,
my	PP$	my
aunties	NNS	auntie
,	,	,
my	PP$	my
fathers	NNS	father
in	IN	in
the	DT	the
lord	NN	lord
,	,	,
and	CC	and
then	RB	then
--	:	--
I	PP	I
insult	VBP	insult
them	PP	them
for	IN	for
insulting	VBG	insult
our	PP$	our
intelligence	NN	intelligence
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
because	IN	because
we	PP	we
are	VBP	be
tired	VBN	tire
of	IN	of
the	DT	the
hypocrisy	NN	hypocrisy
and	CC	and
false	JJ	false
promises	NNS	promise
.	SENT	.
For	IN	for
example	NN	example
,	,	,
the	DT	the
Nigerian	JJ	Nigerian
president	NN	president
vowed	VBD	vow
to	TO	to
end	VB	end
medical	JJ	medical
tourism	NN	tourism
by	IN	by
fixing	VBG	fix
our	PP$	our
dilapidated	JJ	dilapidated
hospitals	NNS	hospital
and	CC	and
building	VBG	build
us	PP	us
new	JJ	new
ones	NNS	one
.	SENT	.
But	CC	but
what	WP	what
did	VBD	do
he	PP	he
do	VBP	do
?	SENT	?
He	PP	he
spends	VBZ	spend
three	CD	three
months	NNS	month
receiving	VBG	receive
treatment	NN	treatment
in	IN	in
London	NP	London
in	IN	in
2017	CD	@card@
.	SENT	.
We	PP	we
were	VBD	be
without	IN	without
a	DT	a
president	NN	president
for	IN	for
three	CD	three
months	NNS	month
.	SENT	.
We	PP	we
were	VBD	be
president-less	JJ	<unknown>
for	IN	for
three	CD	three
months	NNS	month
.	SENT	.
So	RB	so
then	RB	then
it	PP	it
becomes	VBZ	become
my	PP$	my
job	NN	job
to	TO	to
call	VB	call
out	RP	out
the	DT	the
President	NP	President
,	,	,
with	IN	with
respect	NN	respect
,	,	,
of	IN	of
course	NN	course
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
"	``	"
Ha	NP	Ha
,	,	,
Mr	NP	Mr
.	SENT	.
President	NN	president
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
your	PP$	your
girl	NN	girl
,	,	,
Adeola	NP	Adeola
.	SENT	.
You	PP	you
know	VBP	know
how	WRB	how
I	PP	I
do	VBP	do
,	,	,
how	WRB	how
you	PP	you
doing	VBG	do
?	SENT	?
You	PP	you
have	VBP	have
no	DT	no
shame	NN	shame
.	SENT	.
"	''	"
I	PP	I
forgot	VBD	forget
to	TO	to
add	VB	add
"	``	"
sir	NN	sir
.	SENT	.
"	''	"
"	``	"
Sir	NP	Sir
,	,	,
you	PP	you
have	VBP	have
no	DT	no
shame	NN	shame
.	SENT	.
You	PP	you
have	VBP	have
no	DT	no
fear	NN	fear
of	IN	of
God	NP	God
.	SENT	.
"	``	"
Thirty-five	JJ	<unknown>
thousand	CD	thousand
Nigerian	JJ	Nigerian
doctors	NNS	doctor
are	VBP	be
presently	RB	presently
working	VBG	work
in	IN	in
the	DT	the
US	NP	US
,	,	,
the	DT	the
UK	NP	UK
and	CC	and
Canada	NP	Canada
,	,	,
doing	VBG	do
amazing	JJ	amazing
things	NNS	thing
,	,	,
because	IN	because
in	IN	in
Nigeria	NP	Nigeria
,	,	,
they	PP	they
are	VBP	be
not	RB	not
well-paid	JJ	well-paid
,	,	,
neither	CC	neither
do	VBP	do
they	PP	they
have	VBP	have
the	DT	the
necessary	JJ	necessary
equipment	NN	equipment
to	TO	to
do	VB	do
the	DT	the
job	NN	job
of	IN	of
being	VBG	be
a	DT	a
doctor	NN	doctor
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
happening	VBG	happen
in	IN	in
many	JJ	many
African	JJ	African
countries	NNS	country
.	SENT	.
We	PP	we
have	VBP	have
the	DT	the
capacity	NN	capacity
to	TO	to
fly	VB	fly
.	SENT	.
But	CC	but
sadly	RB	sadly
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
African	JJ	African
talent	NN	talent
is	VBZ	be
flying	VBG	fly
straight	RB	straight
out	RB	out
of	IN	of
Africa	NP	Africa
to	TO	to
other	JJ	other
continents	NNS	continent
.	SENT	.
For	IN	for
example	NN	example
,	,	,
this	DT	this
Nigerian	JJ	Nigerian
doctor	NN	doctor
operated	VBN	operate
on	IN	on
an	DT	an
unborn	JJ	unborn
baby	NN	baby
in	IN	in
Texas	NP	Texas
.	SENT	.
Also	RB	also
,	,	,
this	DT	this
Nigerian	JJ	Nigerian
doctor	NN	doctor
discovered	VBD	discover
the	DT	the
neurological	JJ	neurological
effects	NNS	effect
of	IN	of
concussion	NN	concussion
on	IN	on
athletes	NNS	athlete
.	SENT	.
And	CC	and
many	JJ	many
countries	NNS	country
have	VBP	have
African	JJ	African
athletes	NNS	athlete
winning	VBG	win
the	DT	the
gold	JJ	gold
medal	NN	medal
for	IN	for
them	PP	them
.	SENT	.
The	DT	the
interesting	JJ	interesting
thing	NN	thing
is	VBZ	be
,	,	,
we	PP	we
'	POS	'
re	NN	re
waiting	VBG	wait
for	IN	for
God	NP	God
to	TO	to
fix	VB	fix
Africa	NP	Africa
.	SENT	.
Like	IN	like
,	,	,
for	IN	for
real	JJ	real
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
joke	NN	joke
,	,	,
we	PP	we
are	VBP	be
,	,	,
we	PP	we
'	POS	'
re	NN	re
waiting	VBG	wait
for	IN	for
God	NP	God
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
just	RB	just
look	VBP	look
at	IN	at
the	DT	the
president	NN	president
of	IN	of
Burundi	NP	Burundi
.	SENT	.
He	PP	he
'	POS	'
s	NNS	<unknown>
jailing	VBG	jail
journalists	NNS	journalist
and	CC	and
opposition	NN	opposition
members	NNS	member
,	,	,
but	CC	but
he	PP	he
declared	VBD	declare
national	JJ	national
day	NN	day
of	IN	of
prayer	NN	prayer
so	IN	so
that	WDT	that
people	NNS	people
could	MD	could
pray	VB	pray
for	IN	for
God	NP	God
to	TO	to
fix	VB	fix
the	DT	the
country	NN	country
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
like	IN	like
,	,	,
shouldn	NP	<unknown>
'	POS	'
t	NN	t
he	PP	he
be	VB	be
fixing	VBG	fix
the	DT	the
country	NN	country
?	SENT	?
Oh	UH	oh
,	,	,
no	UH	no
,	,	,
no	UH	no
,	,	,
no	UH	no
,	,	,
no	UH	no
,	,	,
no	UH	no
,	,	,
no	UH	no
.	SENT	.
We	PP	we
want	VBP	want
God	NP	God
to	TO	to
fix	VB	fix
it	PP	it
.	SENT	.
Do	VB	do
you	PP	you
see	VB	see
what	WP	what
I	PP	I
have	VBP	have
to	TO	to
deal	VB	deal
with	IN	with
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
telling	VBG	tell
you	PP	you
,	,	,
thunder	NN	thunder
is	VBZ	be
getting	VBG	get
ready	JJ	ready
to	TO	to
hit	VB	hit
these	DT	these
politicians	NNS	politician
some	DT	some
day	NN	day
.	SENT	.
We	PP	we
are	VBP	be
better	JJR	good
than	IN	than
this	DT	this
.	SENT	.
I	PP	I
want	VBP	want
our	PP$	our
leaders	NNS	leader
to	TO	to
start	VB	start
taking	VBG	take
responsibility	NN	responsibility
and	CC	and
stop	VB	stop
putting	VBG	put
everything	NN	everything
on	IN	on
God	NP	God
.	SENT	.
God	NP	God
has	VBZ	have
given	VBN	give
us	PP	us
everything	NN	everything
we	PP	we
need	VBP	need
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
right	RB	right
here	RB	here
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
use	VBP	use
it	PP	it
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
,	,	,
my	PP$	my
favorite	JJ	favorite
part	NN	part
of	IN	of
what	WP	what
I	PP	I
do	VBP	do
is	VBZ	be
featuring	VBG	feature
Africans	NNS	African
doing	VBG	do
amazing	JJ	amazing
work	NN	work
,	,	,
ordinary	JJ	ordinary
people	NNS	people
touching	VBG	touch
lives	NNS	life
.	SENT	.
Like	IN	like
this	DT	this
Kenyan	JJ	Kenyan
woman	NN	woman
,	,	,
Wangari	NP	<unknown>
Maathai	NP	<unknown>
,	,	,
the	DT	the
first	JJ	first
African	JJ	African
woman	NN	woman
to	TO	to
receive	VB	receive
the	DT	the
Nobel	NP	Nobel
Peace	NN	peace
prize	NN	prize
,	,	,
for	IN	for
standing	VBG	stand
up	RP	up
for	IN	for
human	JJ	human
rights	NNS	right
and	CC	and
planting	VBG	plant
a	DT	a
million	CD	million
trees	NNS	tree
.	SENT	.
Also	RB	also
this	DT	this
Zimbabwean	JJ	Zimbabwean
woman	NN	woman
,	,	,
Dr	NP	Dr
.	SENT	.
Tererai	NP	<unknown>
Trent	NP	Trent
,	,	,
who	WP	who
was	VBD	be
married	VBN	marry
off	RP	off
at	IN	at
the	DT	the
age	NN	age
of	IN	of
14	CD	@card@
in	IN	in
exchange	NN	exchange
for	IN	for
a	DT	a
cow	NN	cow
.	SENT	.
Yet	RB	yet
,	,	,
this	DT	this
woman	NN	woman
taught	VBD	teach
herself	PP	herself
to	TO	to
read	VB	read
and	CC	and
write	VB	write
,	,	,
and	CC	and
she	PP	she
ended	VBD	end
up	RP	up
on	IN	on
Oprah	NP	Oprah
'	POS	'
s	NN	S
show	NN	show
.	SENT	.
Oh	UH	oh
,	,	,
Father	NP	Father
,	,	,
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
on	IN	on
Oprah	NP	Oprah
some	DT	some
day	NN	day
.	SENT	.
Today	NN	today
,	,	,
this	DT	this
woman	NN	woman
has	VBZ	have
built	VBN	build
schools	NNS	school
for	IN	for
thousands	NNS	thousand
of	IN	of
children	NNS	child
in	IN	in
Zimbabwe	NP	Zimbabwe
.	SENT	.
Also	RB	also
,	,	,
popular	JJ	popular
British	JJ	British
architect	NN	architect
David	NP	David
Adjaye	NP	<unknown>
has	VBZ	have
designed	VBN	design
spectacular	JJ	spectacular
buildings	NNS	building
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
he	PP	he
'	POS	'
s	NN	S
both	CC	both
Ghanian	JJ	Ghanian
and	CC	and
Tanzanian	JJ	Tanzanian
,	,	,
so	RB	so
we	PP	we
know	VBP	know
that	IN	that
it	PP	it
has	VBZ	have
to	TO	to
be	VB	be
the	DT	the
Ghanian	JJ	Ghanian
Jollof	NP	<unknown>
rice	NN	rice
,	,	,
which	WDT	which
he	PP	he
ate	VBD	eat
,	,	,
that	WDT	that
gave	VBD	give
him	PP	him
the	DT	the
inspiration	NN	inspiration
to	TO	to
design	VB	design
.	SENT	.
Ah	UH	ah
,	,	,
maybe	RB	maybe
it	PP	it
'	POS	'
s	NN	S
the	DT	the
Nigerian	JJ	Nigerian
Jollof	NP	<unknown>
rice	NN	rice
,	,	,
because	IN	because
Nigerian	JJ	Nigerian
one	CD	one
is	VBZ	be
better	JJR	good
.	SENT	.
Anyway	RB	anyway
,	,	,
but	CC	but
that	DT	that
is	VBZ	be
what	WP	what
gave	VBD	give
him	PP	him
the	DT	the
inspiration	NN	inspiration
to	TO	to
become	VB	become
the	DT	the
great	JJ	great
man	NN	man
that	IN	that
he	PP	he
is	VBZ	be
today	NN	today
.	SENT	.
And	CC	and
while	IN	while
I	PP	I
have	VBP	have
your	PP$	your
attention	NN	attention
,	,	,
I	PP	I
have	VBP	have
one	CD	one
more	JJR	more
thing	NN	thing
to	TO	to
say	VB	say
,	,	,
so	RB	so
please	VB	please
move	NN	move
closer	RBR	closer
.	SENT	.
OK	UH	OK
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
good	JJ	good
,	,	,
don	NN	don
'	POS	'
t	NN	t
get	VBP	get
too	RB	too
close	VB	close
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
good	JJ	good
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
like	IN	like
the	DT	the
way	NN	way
some	DT	some
of	IN	of
you	PP	you
portray	VBP	portray
Africa	NP	Africa
.	SENT	.
Not	RB	not
all	RB	all
of	IN	of
you	PP	you
,	,	,
just	RB	just
some	DT	some
of	IN	of
you	PP	you
.	SENT	.
You	PP	you
especially	RB	especially
.	SENT	.
First	JJ	first
of	IN	of
all	DT	all
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
country	NN	country
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
continent	NN	continent
.	SENT	.
I	PP	I
do	VBP	do
not	RB	not
know	VB	know
Paul	NP	Paul
from	IN	from
Uganda	NP	Uganda
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
Rebecca	NP	Rebecca
from	IN	from
Zimbabwe	NP	Zimbabwe
.	SENT	.
Nigeria	NP	Nigeria
is	VBZ	be
as	RB	as
far	RB	far
from	IN	from
Zimbabwe	NP	Zimbabwe
as	IN	as
New	NP	New
York	NP	York
is	VBZ	be
from	IN	from
France	NP	France
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
bunch	NN	bunch
of	IN	of
naked	JJ	naked
people	NNS	people
in	IN	in
need	NN	need
of	IN	of
Western	JJ	Western
charity	NN	charity
.	SENT	.
You	PP	you
have	VBP	have
it	PP	it
all	RB	all
wrong	JJ	wrong
.	SENT	.
Lions	NNS	lion
are	VBP	be
not	RB	not
roaming	VBG	roam
our	PP$	our
streets	NNS	street
,	,	,
OK	UH	OK
?	SENT	?
And	CC	and
I	PP	I
could	MD	could
go	VB	go
on	IN	on
,	,	,
but	CC	but
you	PP	you
already	RB	already
know	VBP	know
what	WP	what
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	RB	about
.	SENT	.
So	RB	so
while	IN	while
I	PP	I
try	VBP	try
to	TO	to
do	VB	do
my	PP$	my
job	NN	job
,	,	,
trying	VBG	try
to	TO	to
wake	VB	wake
up	RP	up
the	DT	the
sleeping	NN	sleeping
giant	NN	giant
,	,	,
Africa	NP	Africa
,	,	,
so	RB	so
she	PP	she
could	MD	could
take	VB	take
her	PP$	her
rightful	JJ	rightful
place	NN	place
on	IN	on
the	DT	the
world	NN	world
'	POS	'
s	NN	S
arena	NN	arena
,	,	,
you	PP	you
can	MD	can
your	PP$	your
bit	NN	bit
,	,	,
too	RB	too
.	SENT	.
Please	UH	please
listen	VB	listen
more	RBR	more
.	SENT	.
Listen	VB	listen
to	TO	to
your	PP$	your
African	JJ	African
friends	NNS	friend
without	IN	without
a	DT	a
preconceived	VBN	preconceive
notion	NN	notion
of	IN	of
what	WP	what
you	PP	you
think	VBP	think
that	IN	that
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
say	VB	say
.	SENT	.
Read	VBN	read
African	JJ	African
books	NNS	book
.	SENT	.
Oh	UH	oh
,	,	,
my	PP$	my
God	NP	God
,	,	,
watch	VBP	watch
African	JJ	African
movies	NNS	movie
.	SENT	.
Or	CC	or
at	IN	at
the	DT	the
very	RB	very
least	JJS	least
,	,	,
learn	VB	learn
some	DT	some
of	IN	of
the	DT	the
names	NNS	name
of	IN	of
our	PP$	our
54	CD	@card@
beautiful	JJ	beautiful
countries	NNS	country
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
right	NN	right
,	,	,
54	CD	@card@
,	,	,
baby	NN	baby
,	,	,
five-four	NP	<unknown>
.	SENT	.
Alright	RB	alright
,	,	,
y	NP	y
'	POS	'
all	RB	all
,	,	,
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
real	JJ	real
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
keeping	VBG	keep
it	PP	it
real	JJ	real
right	RB	right
up	RB	up
in	IN	in
here	RB	here
.	SENT	.
Until	IN	until
next	JJ	next
time	NN	time
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
see	VB	see
you	PP	you
all	RB	all
later	RBR	later
.	SENT	.
Peace	NN	peace
out	RB	out
.	SENT	.
