Chris	NP	Chris
,	,	,
then	RB	then
fewer	JJR	few
than	IN	than
one	CD	one
person	NN	person
is	VBZ	be
infected	VBN	infect
by	IN	by
a	DT	a
typical	JJ	typical
person	NN	person
,	,	,
and	CC	and
eventually	RB	eventually
,	,	,
the	DT	the
epidemic	NN	epidemic
fades	VBZ	fade
away	RB	away
.	SENT	.
People	NNS	people
are	VBP	be
worried	VBN	worry
that	IN	that
as	IN	as
we	PP	we
come	VBP	come
back	RB	back
to	TO	to
work	VB	work
,	,	,
R	NP	R
will	MD	will
shoot	VB	shoot
up	RP	up
above	IN	above
one	CD	one
again	RB	again
.	SENT	.
You	PP	you
have	VBP	have
a	DT	a
suggestion	NN	suggestion
for	IN	for
how	WRB	how
we	PP	we
might	MD	might
avoid	VB	avoid
that	DT	that
.	SENT	.
What	WP	what
is	VBZ	be
that	DT	that
suggestion	NN	suggestion
?	SENT	?
UA	NP	UA
:	:	:
Exactly	RB	exactly
.	SENT	.
So	RB	so
,	,	,
we	PP	we
are	VBP	be
suggesting	VBG	suggest
a	DT	a
strategy	NN	strategy
that	RB	that
'	POS	'
s	NNS	<unknown>
based	VBN	base
on	IN	on
a	DT	a
weak	JJ	weak
spot	NN	spot
based	VBN	base
on	IN	on
the	DT	the
biology	NN	biology
of	IN	of
the	DT	the
virus	NN	virus
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
cycle	NN	cycle
of	IN	of
work	NN	work
and	CC	and
lockdown	NN	<unknown>
.	SENT	.
It	PP	it
exploits	VBZ	exploit
the	DT	the
vulnerability	NN	vulnerability
of	IN	of
the	DT	the
virus	NN	virus
in	IN	in
that	DT	that
,	,	,
when	WRB	when
a	DT	a
person	NN	person
gets	VBZ	get
infected	JJ	infected
,	,	,
they	PP	they
'	POS	'
re	NN	re
not	RB	not
infectious	JJ	infectious
for	IN	for
about	RB	about
three	CD	three
days	NNS	day
.	SENT	.
So	RB	so
you	PP	you
don	VB	don
'	''	'
t	NN	t
infect	JJ	infect
others	NNS	other
for	IN	for
the	DT	the
first	JJ	first
three	CD	three
days	NNS	day
,	,	,
and	CC	and
after	IN	after
another	DT	another
two	CD	two
days	NNS	day
,	,	,
on	IN	on
average	NN	average
,	,	,
you	PP	you
get	VBP	get
symptoms	NNS	symptom
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
proposing	VBG	propose
a	DT	a
strategy	NN	strategy
which	WDT	which
is	VBZ	be
four	CD	four
days	NNS	day
of	IN	of
work	NN	work
and	CC	and
then	RB	then
10	CD	@card@
days	NNS	day
of	IN	of
lockdown	NN	<unknown>
,	,	,
and	CC	and
the	DT	the
next	JJ	next
two	CD	two
weeks	NNS	week
,	,	,
again	RB	again
:	:	:
four	CD	four
days	NNS	day
of	IN	of
work	NN	work
,	,	,
10	CD	@card@
days	NNS	day
of	IN	of
lockdown	NN	<unknown>
.	SENT	.
And	CC	and
that	DT	that
way	NN	way
,	,	,
if	IN	if
a	DT	a
person	NN	person
gets	VBZ	get
infected	VBN	infect
at	IN	at
work	NN	work
,	,	,
they	PP	they
reach	VBP	reach
their	PP$	their
peak	JJ	peak
infectiousness	NN	infectiousness
during	IN	during
lockdown	NN	<unknown>
,	,	,
and	CC	and
that	DT	that
way	NN	way
,	,	,
they	PP	they
avoid	VBP	avoid
infecting	VBG	infect
many	JJ	many
others	NNS	other
.	SENT	.
This	DT	this
restricts	VBZ	restrict
the	DT	the
viral	JJ	viral
transmission	NN	transmission
.	SENT	.
Also	RB	also
,	,	,
just	RB	just
working	VBG	work
four	CD	four
days	NNS	day
out	RB	out
of	IN	of
two	CD	two
weeks	NNS	week
restricts	VBZ	restrict
the	DT	the
amount	NN	amount
of	IN	of
time	NN	time
the	DT	the
virus	NN	virus
gets	VBZ	get
to	TO	to
see	VB	see
many	JJ	many
other	JJ	other
people	NNS	people
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
a	DT	a
very	RB	very
powerful	JJ	powerful
effect	NN	effect
.	SENT	.
So	IN	so
everybody	NN	everybody
works	NNS	work
on	IN	on
the	DT	the
same	JJ	same
four	CD	four
days	NNS	day
,	,	,
kids	NNS	kid
go	VBP	go
to	TO	to
school	NN	school
on	IN	on
the	DT	the
same	JJ	same
four	CD	four
days	NNS	day
,	,	,
with	IN	with
all	PDT	all
the	DT	the
measures	NNS	measure
of	IN	of
social	JJ	social
distancing	NN	distancing
and	CC	and
masks	NNS	mask
,	,	,
etc	FW	etc
,	,	,
and	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lockdown	JJ	<unknown>
period	NN	period
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
if	IN	if
you	PP	you
take	VBP	take
the	DT	the
worst-case	JJ	worst-case
scenario	NN	scenario
,	,	,
where	WRB	where
you	PP	you
come	VBP	come
to	TO	to
work	VB	work
on	IN	on
a	DT	a
Monday	NP	Monday
morning	NN	morning
at	IN	at
the	DT	the
start	NN	start
of	IN	of
your	PP$	your
four	CD	four
days	NNS	day
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
infected	VBN	infect
on	IN	on
the	DT	the
subway	NN	subway
,	,	,
say	VBP	say
,	,	,
on	IN	on
the	DT	the
way	NN	way
to	TO	to
work	VB	work
,	,	,
the	DT	the
theory	NN	theory
here	RB	here
is	VBZ	be
that	IN	that
even	RB	even
by	IN	by
the	DT	the
end	NN	end
of	IN	of
that	DT	that
four	CD	four
days	NNS	day
,	,	,
you	PP	you
'	POS	'
re	NN	re
not	RB	not
really	RB	really
starting	VBG	start
to	TO	to
infect	VB	infect
your	PP$	your
coworkers	NNS	coworker
?	SENT	?
UA	NP	UA
:	:	:
That	WDT	that
'	POS	'
s	NNS	<unknown>
correct	VBP	correct
.	SENT	.
So	IN	so
you	PP	you
'	POS	'
re	NN	re
infected	VBN	infect
on	IN	on
the	DT	the
subway	NN	subway
,	,	,
and	CC	and
so	RB	so
for	IN	for
the	DT	the
first	JJ	first
three	CD	three
days	NNS	day
or	CC	or
so	RB	so
,	,	,
you	PP	you
'	POS	'
re	NN	re
in	IN	in
your	PP$	your
latent	JJ	latent
period	NN	period
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
infect	VB	infect
your	PP$	your
coworkers	NNS	coworker
,	,	,
you	PP	you
reach	VBP	reach
your	PP$	your
peak	JJ	peak
infectiousness	NN	infectiousness
at	IN	at
home	NN	home
,	,	,
there	EX	there
will	MD	will
be	VB	be
secondary	JJ	secondary
infections	NNS	infection
at	IN	at
home	NN	home
,	,	,
and	CC	and
people	NNS	people
with	IN	with
symptoms	NNS	symptom
can	MD	can
self-quarantine	NN	self-quarantine
,	,	,
and	CC	and
over	IN	over
the	DT	the
long	JJ	long
run	NN	run
,	,	,
you	PP	you
have	VBP	have
a	DT	a
reproduction	NN	reproduction
number	NN	number
less	JJR	less
than	IN	than
one	CD	one
,	,	,
so	RB	so
the	DT	the
epidemic	NN	epidemic
,	,	,
if	IN	if
you	PP	you
continue	VBP	continue
these	DT	these
cycles	NNS	cycle
,	,	,
will	MD	will
go	VB	go
away	RB	away
.	SENT	.
CA	MD	ca
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
is	VBZ	be
it	PP	it
frustrating	VBG	frustrate
at	IN	at
the	DT	the
thought	NN	thought
that	IN	that
people	NNS	people
are	VBP	be
going	VBG	go
to	TO	to
say	VB	say
,	,	,
"	``	"
Wait	VB	wait
--	:	--
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
infect	VB	infect
people	NNS	people
at	IN	at
home	NN	home
,	,	,
I	PP	I
'	POS	'
d	NN	d
rather	RB	rather
infect	JJ	infect
people	NNS	people
at	IN	at
work	NN	work
than	IN	than
at	IN	at
home	NN	home
.	SENT	.
"	``	"
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
response	NN	response
to	TO	to
that	DT	that
?	SENT	?
UA	NP	UA
:	:	:
Yes	UH	yes
,	,	,
absolutely	RB	absolutely
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
to	TO	to
consider	VB	consider
the	DT	the
alternatives	NNS	alternative
.	SENT	.
If	IN	if
you	PP	you
open	VBP	open
up	RP	up
the	DT	the
economy	NN	economy
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
second	JJ	second
wave	NN	wave
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
get	VBP	get
all	PDT	all
those	DT	those
infections	NNS	infection
anyway	RB	anyway
during	IN	during
the	DT	the
lockdown	NN	<unknown>
that	WDT	that
happens	VBZ	happen
,	,	,
along	RB	along
with	IN	with
the	DT	the
devastating	JJ	devastating
effects	NNS	effect
on	IN	on
the	DT	the
economy	NN	economy
,	,	,
etc	FW	etc
.	SENT	.
And	CC	and
so	RB	so
,	,	,
in	IN	in
the	DT	the
long	JJ	long
run	NN	run
,	,	,
if	IN	if
you	PP	you
do	VBP	do
a	DT	a
cyclic	JJ	cyclic
strategy	NN	strategy
like	IN	like
this	DT	this
but	CC	but
with	IN	with
a	DT	a
reproduction	NN	reproduction
number	NN	number
that	RB	that
'	POS	'
s	NNS	<unknown>
less	RBR	less
than	IN	than
one	CD	one
,	,	,
you	PP	you
avoid	VBP	avoid
,	,	,
at	IN	at
least	JJS	least
with	IN	with
these	DT	these
mathematical	JJ	mathematical
models	NNS	model
and	CC	and
considerations	NNS	consideration
,	,	,
the	DT	the
much	RB	much
larger	JJR	large
number	NN	number
of	IN	of
infections	NNS	infection
you	PP	you
'	POS	'
d	NN	d
get	VB	get
if	IN	if
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
second	JJ	second
wave	NN	wave
.	SENT	.
CA	MD	ca
:	:	:
Right	RB	right
.	SENT	.
You	PP	you
'	''	'
re	IN	re
serving	VBG	serve
the	DT	the
needs	NNS	need
of	IN	of
your	PP$	your
family	NN	family
by	IN	by
--	:	--
sorry	RB	sorry
,	,	,
go	VB	go
on	RP	on
.	SENT	.
UA	NP	UA
:	:	:
Even	RB	even
people	NNS	people
who	WP	who
are	VBP	be
infected	JJ	infected
don	NN	don
'	POS	'
t	NN	t
infect	JJ	infect
everyone	NN	everyone
at	IN	at
home	NN	home
.	SENT	.
The	DT	the
attack	NN	attack
rates	NNS	rate
are	VBP	be
10	CD	@card@
to	TO	to
30	CD	@card@
percent	NN	percent
,	,	,
according	VBG	accord
to	TO	to
several	JJ	several
studies	NNS	study
.	SENT	.
CA	MD	ca
:	:	:
Right	RB	right
.	SENT	.
But	CC	but
the	DT	the
hope	NN	hope
is	VBZ	be
that	IN	that
you	PP	you
'	''	'
re	IN	re
serving	VBG	serve
the	DT	the
needs	NNS	need
of	IN	of
your	PP$	your
family	NN	family
by	IN	by
engaging	VBG	engage
in	IN	in
a	DT	a
strategy	NN	strategy
where	WRB	where
very	RB	very
few	JJ	few
of	IN	of
your	PP$	your
fellow	JJ	fellow
workers	NNS	worker
are	VBP	be
going	VBG	go
to	TO	to
be	VB	be
infectious	JJ	infectious
anyway	RB	anyway
,	,	,
so	RB	so
that	RB	that
'	''	'
s	VBG	<unknown>
the	DT	the
plan	NN	plan
,	,	,
but	CC	but
um	NNS	<unknown>
--	:	--
UA	NP	UA
:	:	:
That	WDT	that
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
CA	MD	ca
:	:	:
Tell	VB	tell
me	PP	me
this	DT	this
,	,	,
though	RB	though
--	:	--
because	IN	because
four	CD	four
days	NNS	day
out	RB	out
of	IN	of
14	CD	@card@
,	,	,
someone	NN	someone
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
say	VB	say
,	,	,
"	``	"
Well	UH	well
,	,	,
great	JJ	great
idea	NN	idea
,	,	,
but	CC	but
that	DT	that
implies	VBZ	imply
,	,	,
like	VB	like
,	,	,
a	DT	a
70	CD	@card@
percent	NN	percent
loss	NN	loss
of	IN	of
productivity	NN	productivity
in	IN	in
the	DT	the
economy	NN	economy
,	,	,
so	RB	so
that	DT	that
can	NN	can
'	POS	'
t	NN	t
possibly	RB	possibly
work	VB	work
.	SENT	.
"	``	"
I	PP	I
think	VBP	think
you	PP	you
think	VBP	think
that	IN	that
the	DT	the
productivity	NN	productivity
loss	NN	loss
need	MD	need
not	RB	not
be	VB	be
anything	NN	anything
like	IN	like
that	DT	that
much	JJ	much
.	SENT	.
UA	NP	UA
:	:	:
That	WDT	that
'	POS	'
s	NN	S
right	NN	right
,	,	,
and	CC	and
of	IN	of
course	NN	course
,	,	,
most	JJS	most
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
work	NN	work
weekends	NNS	weekend
,	,	,
so	IN	so
it	PP	it
'	POS	'
s	NN	S
four	CD	four
days	NNS	day
out	RB	out
of	IN	of
the	DT	the
10	CD	@card@
work	NN	work
days	NNS	day
in	IN	in
the	DT	the
two	CD	two
weeks	NNS	week
,	,	,
and	CC	and
once	RB	once
you	PP	you
have	VBP	have
a	DT	a
predictable	JJ	predictable
schedule	NN	schedule
of	IN	of
four	CD	four
days	NNS	day
at	IN	at
work	NN	work
,	,	,
you	PP	you
can	MD	can
work	VB	work
longer	JJR	long
hours	NNS	hour
,	,	,
you	PP	you
can	MD	can
design	VB	design
shifts	NNS	shift
and	CC	and
get	VB	get
higher	JJR	high
productivity	NN	productivity
by	IN	by
prioritizing	NN	<unknown>
in	IN	in
those	DT	those
four	CD	four
days	NNS	day
much	RB	much
more	JJR	more
than	IN	than
40	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
workdays	NNS	workday
.	SENT	.
CA	MD	ca
:	:	:
Yes	UH	yes
,	,	,
so	RB	so
talk	VB	talk
through	RP	through
how	WRB	how
that	DT	that
could	MD	could
work	VB	work
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
imagine	VBP	imagine
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
manufacturing	NN	manufacturing
,	,	,
which	WDT	which
is	VBZ	be
currently	RB	currently
shut	VBN	shut
down	RP	down
.	SENT	.
Is	VBZ	be
the	DT	the
implication	NN	implication
here	RB	here
that	IN	that
a	DT	a
manufacturer	NN	manufacturer
could	MD	could
set	VB	set
up	RP	up
two	CD	two
,	,	,
possibly	RB	possibly
even	RB	even
three	CD	three
,	,	,
shifts	NNS	shift
of	IN	of
four	CD	four
days	NNS	day
,	,	,
maybe	RB	maybe
35	CD	@card@
hours	NNS	hour
or	CC	or
something	NN	something
of	IN	of
work	NN	work
over	IN	over
those	DT	those
four	CD	four
days	NNS	day
and	CC	and
still	RB	still
get	VB	get
a	DT	a
lot	NN	lot
of	IN	of
productivity	NN	productivity
,	,	,
basically	RB	basically
,	,	,
having	VBG	have
the	DT	the
lines	NNS	line
almost	RB	almost
running	VBG	run
continuously	RB	continuously
that	DT	that
way	NN	way
?	SENT	?
UA	NP	UA
:	:	:
Exactly	RB	exactly
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
staggered	JJ	staggered
version	NN	version
of	IN	of
this	DT	this
idea	NN	idea
,	,	,
where	WRB	where
you	PP	you
take	VBP	take
the	DT	the
population	NN	population
,	,	,
divide	VBP	divide
it	PP	it
into	IN	into
two	CD	two
groups	NNS	group
or	CC	or
three	CD	three
groups	NNS	group
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
say	VBP	say
one	CD	one
group	NN	group
works	VBZ	work
four	CD	four
days	NNS	day
and	CC	and
then	RB	then
10	CD	@card@
days	NNS	day
of	IN	of
lockdown	NN	<unknown>
.	SENT	.
Then	RB	then
the	DT	the
other	JJ	other
group	NN	group
kicks	VBZ	kick
in	IN	in
.	SENT	.
This	DT	this
idea	NN	idea
was	VBD	be
proposed	VBN	propose
by	IN	by
colleagues	NNS	colleague
at	IN	at
Bar-Ilan	NP	Bar-Ilan
University	NP	University
.	SENT	.
Then	RB	then
you	PP	you
get	VBP	get
an	DT	an
added	JJ	added
benefit	NN	benefit
that	IN	that
during	IN	during
workdays	NNS	workday
there	RB	there
'	''	'
s	VBG	<unknown>
less	JJR	less
density	NN	density
.	SENT	.
If	IN	if
there	EX	there
'	''	'
s	NN	S
two	CD	two
groups	NNS	group
,	,	,
there	EX	there
'	''	'
s	NN	S
half	PDT	half
the	DT	the
density	NN	density
and	CC	and
less	JJR	less
transmission	NN	transmission
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
keep	VB	keep
production	NN	production
lines	NNS	line
working	VBG	work
almost	RB	almost
continuously	RB	continuously
like	VB	like
that	IN	that
using	VBG	use
this	DT	this
staggered	JJ	staggered
idea	NN	idea
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
applying	VBG	apply
it	PP	it
to	TO	to
thinking	VBG	think
about	IN	about
offices	NNS	office
coming	VBG	come
back	RB	back
--	:	--
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
seems	VBZ	seem
to	TO	to
me	PP	me
that	IN	that
,	,	,
as	IN	as
we	PP	we
'	POS	'
ve	NN	ve
already	RB	already
seen	VBN	see
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
productivity	NN	productivity
that	WDT	that
can	MD	can
happen	VB	happen
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
at	IN	at
home	NN	home
,	,	,
so	RB	so
you	PP	you
could	MD	could
picture	VB	picture
on	IN	on
this	DT	this
idea	NN	idea
of	IN	of
people	NNS	people
doing	VBG	do
one	CD	one
set	NN	set
of	IN	of
things	NNS	thing
during	IN	during
the	DT	the
four	CD	four
days	NNS	day
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
,	,	,
say	VBP	say
,	,	,
back	RB	back
at	IN	at
the	DT	the
office	NN	office
,	,	,
doing	VBG	do
the	DT	the
exposure	NN	exposure
to	TO	to
each	DT	each
other	JJ	other
,	,	,
sparking	VBG	spark
off	RP	off
each	DT	each
other	JJ	other
,	,	,
the	DT	the
discussions	NNS	discussion
,	,	,
the	DT	the
brainstorming	NN	brainstorming
,	,	,
all	PDT	all
that	DT	that
good	JJ	good
stuff	NN	stuff
,	,	,
while	IN	while
at	IN	at
home	NN	home
,	,	,
they	PP	they
'	POS	'
re	NN	re
then	RB	then
doing	VBG	do
all	PDT	all
the	DT	the
things	NNS	thing
that	IN	that
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
doing	VBG	do
the	DT	the
last	JJ	last
few	JJ	few
weeks	NNS	week
,	,	,
kind	NN	kind
of	IN	of
working	VBG	work
solo	NN	solo
.	SENT	.
How	WRB	how
much	RB	much
have	VB	have
you	PP	you
thought	VBN	think
about	RB	about
how	WRB	how
that	DT	that
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NNS	<unknown>
possible	JJ	possible
,	,	,
effectively	RB	effectively
,	,	,
to	TO	to
divide	VB	divide
work	NN	work
into	IN	into
different	JJ	different
types	NNS	type
and	CC	and
actually	RB	actually
use	VB	use
a	DT	a
strategy	NN	strategy
like	IN	like
this	DT	this
to	TO	to
maintain	VB	maintain
almost	RB	almost
full	JJ	full
or	CC	or
even	RB	even
better	JJR	good
productivity	NN	productivity
?	SENT	?
UA	NP	UA
:	:	:
I	PP	I
agree	VBP	agree
--	:	--
for	IN	for
many	JJ	many
sectors	NNS	sector
,	,	,
people	NNS	people
work	VBP	work
at	IN	at
home	NN	home
very	RB	very
effectively	RB	effectively
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
heard	VBD	hear
from	IN	from
several	JJ	several
industries	NNS	industry
that	DT	that
productivity	NN	productivity
actually	RB	actually
went	VBD	go
up	RP	up
during	IN	during
lockdown	NN	<unknown>
and	CC	and
people	NNS	people
working	VBG	work
at	IN	at
home	NN	home
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
have	VBP	have
a	DT	a
schedule	NN	schedule
,	,	,
a	DT	a
[	SYM	[
cyclic	JJ	cyclic
exit	NN	exit
strategy	NN	strategy
]	SYM	]
you	PP	you
can	MD	can
restrict	VB	restrict
the	DT	the
amount	NN	amount
,	,	,
or	CC	or
you	PP	you
can	MD	can
plan	VB	plan
the	DT	the
work	NN	work
where	WRB	where
you	PP	you
need	VBP	need
to	TO	to
be	VB	be
together	RB	together
in	IN	in
a	DT	a
very	RB	very
effective	JJ	effective
way	NN	way
with	IN	with
avoiding	VBG	avoid
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
lost	VBD	lose
,	,	,
if	IN	if
the	DT	the
person	NN	person
'	POS	'
s	NN	S
work	NN	work
can	MD	can
be	VB	be
more	RBR	more
effective	JJ	effective
at	IN	at
home	NN	home
and	CC	and
more	RBR	more
effective	JJ	effective
at	IN	at
work	NN	work
and	CC	and
get	VB	get
high	JJ	high
productivity	NN	productivity
.	SENT	.
I	PP	I
should	MD	should
say	VB	say
that	IN	that
some	DT	some
sectors	NNS	sector
really	RB	really
need	VBP	need
to	TO	to
adjust	VB	adjust
,	,	,
like	IN	like
hotels	NNS	hotel
,	,	,
tourism	NN	tourism
,	,	,
dining	NN	dining
.	SENT	.
In	IN	in
several	JJ	several
industries	NNS	industry
,	,	,
this	DT	this
will	MD	will
require	VB	require
more	JJR	more
thought	NN	thought
and	CC	and
adjusting	NN	adjusting
.	SENT	.
But	CC	but
other	JJ	other
industries	NNS	industry
are	VBP	be
almost	RB	almost
built	VBN	build
for	IN	for
ideas	NNS	idea
like	IN	like
this	DT	this
.	SENT	.
Maybe	RB	maybe
it	PP	it
'	POS	'
s	JJ	<unknown>
even	JJ	even
something	NN	something
you	PP	you
can	MD	can
consider	VB	consider
after	IN	after
the	DT	the
epidemic	NN	epidemic
,	,	,
because	IN	because
productivity	NN	productivity
can	MD	can
be	VB	be
at	IN	at
least	JJS	least
as	RB	as
high	JJ	high
.	SENT	.
CA	MD	ca
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
read	VBP	read
this	DT	this
and	CC	and
I	PP	I
started	VBD	start
thinking	VBG	think
about	IN	about
our	PP$	our
own	JJ	own
organization	NN	organization
,	,	,
TED	VB	ted
,	,	,
and	CC	and
how	WRB	how
,	,	,
in	IN	in
many	JJ	many
ways	NNS	way
,	,	,
you	PP	you
could	MD	could
argue	VB	argue
that	WDT	that
could	MD	could
work	VB	work
really	RB	really
well	RB	well
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
for	IN	for
one	CD	one
thing	NN	thing
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
question	NN	question
about	IN	about
extroverts	NNS	extrovert
and	CC	and
introverts	NNS	introvert
.	SENT	.
Some	DT	some
introverts	NNS	introvert
,	,	,
if	IN	if
they	PP	they
were	VBD	be
honest	JJ	honest
,	,	,
might	MD	might
say	VB	say
that	IN	that
this	DT	this
pandemic	NN	pandemic
has	VBZ	have
been	VBN	be
manna	NN	manna
from	IN	from
heaven	NN	heaven
for	IN	for
them	PP	them
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
found	VBD	find
work	VB	work
less	RBR	less
stressful	JJ	stressful
.	SENT	.
They	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
focus	VB	focus
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
With	IN	with
this	DT	this
sort	NN	sort
of	IN	of
four	CD	four
days	NNS	day
on	RB	on
,	,	,
four	CD	four
days	NNS	day
off	IN	off
type	NN	type
strategy	NN	strategy
,	,	,
perhaps	RB	perhaps
you	PP	you
can	MD	can
imagine	VB	imagine
a	DT	a
work	NN	work
world	NN	world
that	RB	that
'	POS	'
s	NN	S
optimized	VBD	optimize
for	IN	for
both	DT	both
introverts	NNS	introvert
and	CC	and
extroverts	NNS	extrovert
?	SENT	?
UA	NP	UA
:	:	:
Absolutely	RB	absolutely
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
feel	VBP	feel
it	PP	it
also	RB	also
.	SENT	.
Me	PP	me
and	CC	and
my	PP$	my
partner	NN	partner
,	,	,
with	IN	with
different	JJ	different
personalities	NNS	personality
,	,	,
we	PP	we
both	CC	both
teach	VB	teach
in	IN	in
universities	NNS	university
,	,	,
and	CC	and
teaching	VBG	teach
through	RP	through
this	DT	this
has	VBZ	have
[	SYM	[
helped	VBN	help
me	PP	me
]	SYM	]
become	VBN	become
productive	JJ	productive
in	IN	in
certain	JJ	certain
ways	NNS	way
.	SENT	.
So	RB	so
I	PP	I
agree	VBP	agree
completely	RB	completely
,	,	,
and	CC	and
I	PP	I
think	VBP	think
harnessing	VBG	harness
the	DT	the
creativity	NN	creativity
of	IN	of
people	NNS	people
at	IN	at
workplaces	NNS	workplace
,	,	,
we	PP	we
'	POS	'
re	NN	re
only	RB	only
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
what	WP	what
these	DT	these
kinds	NNS	kind
of	IN	of
mixtures	NNS	mixture
can	MD	can
offer	VB	offer
.	SENT	.
CA	MD	ca
:	:	:
But	CC	but
for	IN	for
people	NNS	people
who	WP	who
are	VBP	be
on	IN	on
the	DT	the
front	JJ	front
line	NN	line
,	,	,
again	RB	again
,	,	,
if	IN	if
you	PP	you
'	''	'
re	IN	re
delivering	VBG	deliver
goods	NNS	good
and	CC	and
so	RB	so
forth	RB	forth
and	CC	and
you	PP	you
can	MD	can
'	''	'
t	NN	t
do	VBP	do
that	IN	that
virtually	RB	virtually
,	,	,
is	VBZ	be
there	RB	there
any	DT	any
thought	NN	thought
about	IN	about
how	WRB	how
a	DT	a
four	CD	four
days	NNS	day
on	IN	on
and	CC	and
then	RB	then
isolation	NN	isolation
strategy	NN	strategy
,	,	,
