Alisa	NP	Alisa
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
,	,	,
taboo	JJ	taboo
number	NN	number
one	CD	one
:	:	:
you	PP	you
can	MD	can
'	''	'
t	NN	t
say	VBP	say
you	PP	you
didn	NN	<unknown>
'	POS	'
t	NN	t
fall	NN	fall
in	IN	in
love	NN	love
with	IN	with
your	PP$	your
baby	NN	baby
in	IN	in
the	DT	the
very	RB	very
first	JJ	first
minute	NN	minute
.	SENT	.
I	PP	I
remember	VBP	remember
vividly	RB	vividly
,	,	,
sitting	VBG	sit
there	RB	there
in	IN	in
the	DT	the
hospital	NN	hospital
.	SENT	.
We	PP	we
were	VBD	be
in	IN	in
the	DT	the
process	NN	process
of	IN	of
giving	VBG	give
birth	NN	birth
to	TO	to
our	PP$	our
first	JJ	first
child	NN	child
.	SENT	.
AV	NP	AV
:	:	:
We	PP	we
,	,	,
or	CC	or
I	PP	I
?	SENT	?
RG	NP	RG
:	:	:
I	PP	I
'	POS	'
m	NN	m
sorry	RB	sorry
.	SENT	.
Misuse	NN	misuse
of	IN	of
the	DT	the
pronoun	NN	pronoun
.	SENT	.
Alisa	NP	Alisa
was	VBD	be
very	RB	very
generously	RB	generously
in	IN	in
the	DT	the
process	NN	process
of	IN	of
giving	VBG	give
birth	NN	birth
to	TO	to
our	PP$	our
first	JJ	first
child	NN	child
â	NP	<unknown>
â	NP	<unknown>
and	CC	and
I	PP	I
was	VBD	be
there	RB	there
with	IN	with
a	DT	a
catcher	NN	catcher
'	POS	'
s	NN	S
mitt	NN	mitt
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
there	RB	there
with	IN	with
my	PP$	my
arms	NNS	arm
open	VBP	open
.	SENT	.
The	DT	the
nurse	NN	nurse
was	VBD	be
coming	VBG	come
at	IN	at
me	PP	me
with	IN	with
this	DT	this
beautiful	JJ	beautiful
,	,	,
beautiful	JJ	beautiful
child	NN	child
,	,	,
and	CC	and
I	PP	I
remember	VBP	remember
,	,	,
as	IN	as
she	PP	she
was	VBD	be
approaching	VBG	approach
me	PP	me
,	,	,
the	DT	the
voices	NNS	voice
of	IN	of
friends	NNS	friend
saying	VBG	say
,	,	,
"	''	"
The	DT	the
moment	NN	moment
they	PP	they
put	VBD	put
the	DT	the
baby	NN	baby
in	IN	in
your	PP$	your
hands	NNS	hand
,	,	,
you	PP	you
will	MD	will
feel	VB	feel
a	DT	a
sense	NN	sense
of	IN	of
love	NN	love
that	WDT	that
will	MD	will
come	VB	come
over	IN	over
you	PP	you
that	WDT	that
is	VBZ	be
[	SYM	[
on	RB	on
]	SYM	]
an	DT	an
order	NN	order
of	IN	of
magnitude	NN	magnitude
more	RBR	more
powerful	JJ	powerful
than	IN	than
anything	NN	anything
you	PP	you
'	POS	'
ve	NN	ve
ever	RB	ever
experienced	VBN	experience
in	IN	in
your	PP$	your
entire	JJ	entire
life	NN	life
.	SENT	.
"	``	"
So	RB	so
I	PP	I
was	VBD	be
bracing	VBG	brace
myself	PP	myself
for	IN	for
the	DT	the
moment	NN	moment
.	SENT	.
The	DT	the
baby	NN	baby
was	VBD	be
coming	VBG	come
,	,	,
and	CC	and
I	PP	I
was	VBD	be
ready	JJ	ready
for	IN	for
this	DT	this
Mack	NP	Mack
truck	NN	truck
of	IN	of
love	NN	love
to	TO	to
just	RB	just
knock	VB	knock
me	PP	me
off	RP	off
my	PP$	my
feet	NNS	foot
.	SENT	.
And	CC	and
instead	RB	instead
,	,	,
when	WRB	when
the	DT	the
baby	NN	baby
was	VBD	be
placed	VBN	place
in	IN	in
my	PP$	my
hands	NNS	hand
,	,	,
it	PP	it
was	VBD	be
an	DT	an
extraordinary	JJ	extraordinary
moment	NN	moment
.	SENT	.
This	DT	this
picture	NN	picture
is	VBZ	be
from	IN	from
literally	RB	literally
a	DT	a
few	JJ	few
seconds	NNS	second
after	IN	after
the	DT	the
baby	NN	baby
was	VBD	be
placed	VBN	place
in	IN	in
my	PP$	my
hands	NNS	hand
and	CC	and
I	PP	I
brought	VBD	bring
him	PP	him
over	RP	over
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
,	,	,
our	PP$	our
eyes	NNS	eye
were	VBD	be
glistening	VBG	glisten
.	SENT	.
I	PP	I
was	VBD	be
overwhelmed	VBN	overwhelm
with	IN	with
love	NN	love
and	CC	and
affection	NN	affection
for	IN	for
my	PP$	my
wife	NN	wife
,	,	,
with	IN	with
deep	JJ	deep
,	,	,
deep	JJ	deep
gratitude	NN	gratitude
that	IN	that
we	PP	we
had	VBD	have
what	WDT	what
appeared	VBD	appear
to	TO	to
be	VB	be
a	DT	a
healthy	JJ	healthy
child	NN	child
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
also	RB	also
,	,	,
of	IN	of
course	NN	course
,	,	,
surreal	JJ	surreal
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
had	VBD	have
to	TO	to
check	VB	check
the	DT	the
tags	NNS	tag
and	CC	and
make	VB	make
sure	JJ	sure
.	SENT	.
I	PP	I
was	VBD	be
incredulous	JJ	incredulous
,	,	,
"	``	"
Are	VBP	be
you	PP	you
sure	JJ	sure
this	DT	this
is	VBZ	be
our	PP$	our
child	NN	child
?	SENT	?
"	''	"
And	CC	and
this	DT	this
was	VBD	be
all	DT	all
quite	RB	quite
remarkable	JJ	remarkable
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
felt	VBD	feel
towards	IN	towards
the	DT	the
child	NN	child
at	IN	at
that	DT	that
moment	NN	moment
was	VBD	be
deep	JJ	deep
affection	NN	affection
,	,	,
but	CC	but
nothing	NN	nothing
like	IN	like
what	WP	what
I	PP	I
feel	VBP	feel
for	IN	for
him	PP	him
now	RB	now
,	,	,
five	CD	five
years	NNS	year
later	RBR	later
.	SENT	.
And	CC	and
so	IN	so
we	PP	we
'	POS	'
ve	JJ	<unknown>
done	VBN	do
something	NN	something
here	IN	here
that	WDT	that
is	VBZ	be
heretical	JJ	heretical
.	SENT	.
We	PP	we
have	VBP	have
charted	VBN	chart
our	PP$	our
love	NN	love
for	IN	for
our	PP$	our
child	NN	child
over	IN	over
time	NN	time
.	SENT	.
This	DT	this
,	,	,
as	IN	as
you	PP	you
know	VBP	know
,	,	,
is	VBZ	be
an	DT	an
act	NN	act
of	IN	of
heresy	NN	heresy
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
not	RB	not
allowed	VBD	allow
to	TO	to
chart	VB	chart
love	NN	love
.	SENT	.
The	DT	the
reason	VBP	reason
you	PP	you
'	''	'
re	IN	re
not	RB	not
allowed	VBN	allow
to	TO	to
chart	VB	chart
love	NN	love
is	VBZ	be
because	IN	because
we	PP	we
think	VBP	think
of	IN	of
love	NN	love
as	IN	as
a	DT	a
binary	JJ	binary
thing	NN	thing
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
either	CC	either
in	IN	in
love	NN	love
,	,	,
or	CC	or
you	PP	you
'	POS	'
re	NN	re
not	RB	not
in	IN	in
love	NN	love
.	SENT	.
You	PP	you
love	VBP	love
,	,	,
or	CC	or
you	PP	you
don	NN	don
'	POS	'
t	NN	t
love	NN	love
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
the	DT	the
reality	NN	reality
is	VBZ	be
that	IN	that
love	NN	love
is	VBZ	be
a	DT	a
process	NN	process
,	,	,
and	CC	and
I	PP	I
think	VBP	think
the	DT	the
problem	NN	problem
with	IN	with
thinking	VBG	think
of	IN	of
love	NN	love
as	IN	as
something	NN	something
that	RB	that
'	POS	'
s	NN	S
binary	NN	binary
is	VBZ	be
that	IN	that
it	PP	it
causes	VBZ	cause
us	PP	us
to	TO	to
be	VB	be
unduly	RB	unduly
concerned	VBN	concern
that	IN	that
love	NN	love
is	VBZ	be
fraudulent	JJ	fraudulent
,	,	,
or	CC	or
inadequate	JJ	inadequate
,	,	,
or	CC	or
what	WP	what
have	VBP	have
you	PP	you
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
I	PP	I
'	''	'
m	NN	m
speaking	VBG	speak
obviously	RB	obviously
here	RB	here
to	TO	to
the	DT	the
father	NN	father
'	POS	'
s	NN	S
experience	NN	experience
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
men	NNS	man
do	VBP	do
go	VB	go
through	IN	through
this	DT	this
sense	NN	sense
in	IN	in
the	DT	the
early	JJ	early
months	NNS	month
,	,	,
maybe	RB	maybe
their	PP$	their
first	JJ	first
year	NN	year
,	,	,
that	IN	that
their	PP$	their
emotional	JJ	emotional
response	NN	response
is	VBZ	be
inadequate	JJ	inadequate
in	IN	in
some	DT	some
fashion	NN	fashion
.	SENT	.
AV	NP	AV
:	:	:
Well	UH	well
,	,	,
I	PP	I
'	POS	'
m	NN	m
glad	JJ	glad
Rufus	NN	Rufus
is	VBZ	be
bringing	VBG	bring
this	DT	this
up	RP	up
,	,	,
because	IN	because
you	PP	you
can	MD	can
notice	VB	notice
where	WRB	where
he	PP	he
dips	VBZ	dip
in	IN	in
the	DT	the
first	JJ	first
years	NNS	year
where	WRB	where
I	PP	I
think	VBP	think
I	PP	I
was	VBD	be
doing	VBG	do
most	JJS	most
of	IN	of
the	DT	the
work	NN	work
.	SENT	.
But	CC	but
we	PP	we
like	VBP	like
to	TO	to
joke	VB	joke
,	,	,
in	IN	in
the	DT	the
first	JJ	first
few	JJ	few
months	NNS	month
of	IN	of
all	DT	all
of	IN	of
our	PP$	our
children	NNS	child
'	POS	'
s	NN	S
lives	NNS	life
,	,	,
this	DT	this
is	VBZ	be
Uncle	NP	Uncle
Rufus	NP	Rufus
.	SENT	.
RG	NP	RG
:	:	:
I	PP	I
'	POS	'
m	NN	m
a	DT	a
very	RB	very
affectionate	JJ	affectionate
uncle	NN	uncle
,	,	,
very	RB	very
affectionate	JJ	affectionate
uncle	NN	uncle
.	SENT	.
AV	NP	AV
:	:	:
Yes	UH	yes
,	,	,
and	CC	and
I	PP	I
often	RB	often
joke	VBP	joke
with	IN	with
Rufus	NP	Rufus
when	WRB	when
he	PP	he
comes	VBZ	come
home	NN	home
that	IN	that
I	NP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
he	PP	he
would	MD	would
actually	RB	actually
be	VB	be
able	JJ	able
to	TO	to
find	VB	find
our	PP$	our
child	NN	child
in	IN	in
a	DT	a
line-up	NN	line-up
amongst	IN	amongst
other	JJ	other
babies	NNS	baby
.	SENT	.
So	RB	so
I	PP	I
actually	RB	actually
threw	VBD	throw
a	DT	a
pop	JJ	pop
quiz	NN	quiz
here	RB	here
onto	IN	onto
Rufus	NP	Rufus
.	SENT	.
RG	NP	RG
:	:	:
Uh	UH	uh
oh	UH	oh
.	SENT	.
AV	NP	AV
:	:	:
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
embarrass	VB	embarrass
him	PP	him
too	RB	too
much	RB	much
.	SENT	.
But	CC	but
I	PP	I
am	VBP	be
going	VBG	go
to	TO	to
give	VB	give
him	PP	him
three	CD	three
seconds	NNS	second
.	SENT	.
RG	NP	RG
:	:	:
That	WDT	that
is	VBZ	be
not	RB	not
fair	JJ	fair
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
trick	NN	trick
question	NN	question
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
not	RB	not
up	RB	up
there	RB	there
,	,	,
is	VBZ	be
he	PP	he
?	SENT	?
AV	NP	AV
:	:	:
Our	PP$	our
eight-week-old	JJ	eight-week-old
son	NN	son
is	VBZ	be
somewhere	RB	somewhere
in	IN	in
here	RB	here
,	,	,
and	CC	and
I	PP	I
want	VBP	want
to	TO	to
see	VB	see
if	IN	if
Rufus	NP	Rufus
can	MD	can
actually	RB	actually
quickly	RB	quickly
identify	VB	identify
him	PP	him
.	SENT	.
RG	NP	RG
:	:	:
The	DT	the
far	RB	far
left	VBN	leave
.	SENT	.
AV	NP	AV
:	:	:
No	UH	no
!	SENT	!
RG	NP	RG
:	:	:
Cruel	JJ	cruel
.	SENT	.
AV	NP	AV
:	:	:
Nothing	NN	nothing
more	RBR	more
to	TO	to
be	VB	be
said	VBN	say
.	SENT	.
I	NP	I
'	POS	'
ll	JJ	<unknown>
move	NN	move
on	IN	on
to	TO	to
taboo	VB	taboo
number	NN	number
two	CD	two
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
talk	NN	talk
about	IN	about
how	WRB	how
lonely	JJ	lonely
having	VBG	have
a	DT	a
baby	NN	baby
can	MD	can
be	VB	be
.	SENT	.
I	PP	I
enjoyed	VBD	enjoy
being	VBG	be
pregnant	JJ	pregnant
.	SENT	.
I	PP	I
loved	VBD	love
it	PP	it
.	SENT	.
I	PP	I
felt	VBD	feel
incredibly	RB	incredibly
connected	VBN	connect
to	TO	to
the	DT	the
community	NN	community
around	IN	around
me	PP	me
.	SENT	.
I	PP	I
felt	VBD	feel
like	IN	like
everyone	NN	everyone
was	VBD	be
participating	VBG	participate
in	IN	in
my	PP$	my
pregnancy	NN	pregnancy
,	,	,
all	RB	all
around	IN	around
me	PP	me
,	,	,
tracking	VBG	track
it	PP	it
down	RP	down
till	IN	till
the	DT	the
actual	JJ	actual
due-date	NN	<unknown>
.	SENT	.
I	PP	I
felt	VBD	feel
like	IN	like
I	PP	I
was	VBD	be
a	DT	a
vessel	NN	vessel
of	IN	of
the	DT	the
future	NN	future
of	IN	of
humanity	NN	humanity
.	SENT	.
That	IN	that
continued	VBN	continue
into	IN	into
the	DT	the
the	DT	the
hospital	NN	hospital
.	SENT	.
It	PP	it
was	VBD	be
really	RB	really
exhilarating	VBG	exhilarate
.	SENT	.
I	PP	I
was	VBD	be
shower	NN	shower
with	IN	with
gifts	NNS	gift
and	CC	and
flowers	NNS	flower
and	CC	and
visitors	NNS	visitor
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
really	RB	really
wonderful	JJ	wonderful
experience	NN	experience
,	,	,
but	CC	but
when	WRB	when
I	PP	I
got	VBD	get
home	RB	home
,	,	,
I	PP	I
suddenly	RB	suddenly
felt	VBD	feel
very	RB	very
disconnected	JJ	disconnected
and	CC	and
suddenly	RB	suddenly
shut	VBN	shut
in	IN	in
and	CC	and
shut	VB	shut
out	RP	out
,	,	,
and	CC	and
I	PP	I
was	VBD	be
really	RB	really
surprised	VBN	surprise
by	IN	by
those	DT	those
feelings	NNS	feeling
.	SENT	.
I	PP	I
did	VBD	do
expect	VB	expect
it	PP	it
to	TO	to
be	VB	be
difficult	JJ	difficult
,	,	,
have	VBP	have
sleepless	JJ	sleepless
nights	NNS	night
,	,	,
constant	JJ	constant
feedings	NNS	feeding
,	,	,
but	CC	but
I	PP	I
did	VBD	do
not	RB	not
expect	VB	expect
the	DT	the
feelings	NNS	feeling
of	IN	of
isolation	NN	isolation
and	CC	and
loneliness	NN	loneliness
that	IN	that
I	PP	I
experienced	VBD	experience
,	,	,
and	CC	and
I	PP	I
was	VBD	be
really	RB	really
surprised	VBN	surprise
that	IN	that
no	DT	no
one	CD	one
had	VBD	have
talked	VBN	talk
to	TO	to
me	PP	me
,	,	,
that	IN	that
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
be	VB	be
feeling	VBG	feel
this	DT	this
way	NN	way
.	SENT	.
And	CC	and
I	PP	I
called	VBD	call
my	PP$	my
sister	NN	sister
whom	WP	whom
I	PP	I
'	POS	'
m	NN	m
very	RB	very
close	JJ	close
to	TO	to
â	NP	<unknown>
and	CC	and
had	VBD	have
three	CD	three
children	NNS	child
â	NP	<unknown>
and	CC	and
I	PP	I
asked	VBD	ask
her	PP	her
,	,	,
"	''	"
Why	WRB	why
didn	NP	<unknown>
'	POS	'
t	NN	t
you	PP	you
tell	VBP	tell
me	PP	me
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
be	VB	be
feeling	VBG	feel
this	DT	this
way	NN	way
,	,	,
that	IN	that
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
have	VB	have
these	DT	these
â	NP	<unknown>
feeling	NN	feeling
incredibly	RB	incredibly
isolated	VBN	isolate
?	SENT	?
"	``	"
And	CC	and
she	PP	she
said	VBD	say
â	NP	<unknown>
I	NP	I
'	POS	'
ll	NNS	<unknown>
never	RB	never
forget	VB	forget
â	NP	<unknown>
"	''	"
It	PP	it
'	POS	'
s	NN	S
just	RB	just
not	RB	not
something	NN	something
you	PP	you
want	VBP	want
to	TO	to
say	VB	say
to	TO	to
a	DT	a
mother	NN	mother
that	RB	that
'	POS	'
s	NNS	<unknown>
having	VBG	have
a	DT	a
baby	NN	baby
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
.	SENT	.
"	''	"
RG	NP	RG
:	:	:
And	CC	and
of	IN	of
course	NN	course
,	,	,
we	PP	we
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
precisely	RB	precisely
what	WP	what
you	PP	you
really	RB	really
should	MD	should
be	VB	be
saying	VBG	say
to	TO	to
mothers	NNS	mother
who	WP	who
have	VBP	have
kids	NNS	kid
