Let	NP	Let
,	,	,
when	WRB	when
we	PP	we
fought	VBD	fight
about	IN	about
these	DT	these
things	NNS	thing
more	RBR	more
vigorously	RB	vigorously
,	,	,
on	IN	on
more	JJR	more
fronts	NNS	front
,	,	,
than	IN	than
we	PP	we
do	VBP	do
now	RB	now
.	SENT	.
People	NNS	people
wrap	VBP	wrap
themselves	PP	themselves
in	IN	in
their	PP$	their
beliefs	NNS	belief
,	,	,
and	CC	and
they	PP	they
do	VBP	do
it	PP	it
so	RB	so
tightly	RB	tightly
that	IN	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
set	VBD	set
them	PP	them
free	JJ	free
.	SENT	.
Not	RB	not
even	RB	even
the	DT	the
truth	NN	truth
will	MD	will
set	VB	set
them	PP	them
free	JJ	free
.	SENT	.
And	CC	and
,	,	,
listen	VBP	listen
,	,	,
everyone	NN	everyone
'	POS	'
s	NN	S
entitled	VBD	entitle
to	TO	to
their	PP$	their
opinion	NN	opinion
;	:	;
they	PP	they
'	POS	'
re	NN	re
even	RB	even
entitled	VBN	entitle
to	TO	to
their	PP$	their
opinion	NN	opinion
about	IN	about
progress	NN	progress
.	SENT	.
But	CC	but
you	PP	you
know	VBP	know
what	WP	what
you	PP	you
'	POS	'
re	NN	re
not	RB	not
entitled	VBN	entitle
to	TO	to
?	SENT	?
You	PP	you
'	POS	'
re	NN	re
not	RB	not
entitled	VBN	entitle
to	TO	to
your	PP$	your
own	JJ	own
facts	NNS	fact
.	SENT	.
Sorry	RB	sorry
,	,	,
you	PP	you
'	POS	'
re	NN	re
not	RB	not
.	SENT	.
And	CC	and
this	DT	this
took	VBD	take
me	PP	me
awhile	RB	awhile
to	TO	to
figure	VB	figure
out	RP	out
.	SENT	.
About	IN	about
a	DT	a
decade	NN	decade
ago	RB	ago
,	,	,
I	PP	I
wrote	VBD	write
a	DT	a
story	NN	story
about	IN	about
vaccines	NNS	vaccine
for	IN	for
The	DT	the
New	NP	New
Yorker	NP	Yorker
.	SENT	.
A	DT	a
little	JJ	little
story	NN	story
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
amazed	VBN	amaze
to	TO	to
find	VB	find
opposition	NN	opposition
:	:	:
opposition	NN	opposition
to	TO	to
what	WP	what
is	VBZ	be
,	,	,
after	IN	after
all	DT	all
,	,	,
the	DT	the
most	RBS	most
effective	JJ	effective
public	JJ	public
health	NN	health
measure	NN	measure
in	IN	in
human	JJ	human
history	NN	history
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
to	TO	to
do	VB	do
,	,	,
so	RB	so
I	PP	I
just	RB	just
did	VBD	do
what	WP	what
I	PP	I
do	VBP	do
:	:	:
I	PP	I
wrote	VBD	write
a	DT	a
story	NN	story
and	CC	and
I	PP	I
moved	VBD	move
on	RP	on
.	SENT	.
And	CC	and
soon	RB	soon
after	IN	after
that	DT	that
,	,	,
I	PP	I
wrote	VBD	write
a	DT	a
story	NN	story
about	RB	about
genetically	RB	genetically
engineered	VBN	engineer
food	NN	food
.	SENT	.
Same	JJ	same
thing	NN	thing
,	,	,
only	RB	only
bigger	JJR	big
.	SENT	.
People	NNS	people
were	VBD	be
going	VBG	go
crazy	JJ	crazy
.	SENT	.
So	RB	so
I	PP	I
wrote	VBD	write
a	DT	a
story	NN	story
about	RB	about
that	IN	that
too	RB	too
,	,	,
and	CC	and
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
understand	VB	understand
why	WRB	why
people	NNS	people
thought	VBD	think
this	DT	this
was	VBD	be
"	``	"
Frankenfoods	NP	Frankenfoods
,	,	,
"	``	"
why	WRB	why
they	PP	they
thought	VBD	think
moving	VBG	move
molecules	NNS	molecule
around	RP	around
in	IN	in
a	DT	a
specific	JJ	specific
,	,	,
rather	RB	rather
than	IN	than
a	DT	a
haphazard	JJ	haphazard
way	NN	way
,	,	,
was	VBD	be
trespassing	VBG	trespass
on	IN	on
nature	NN	nature
'	POS	'
s	NN	S
ground	NN	ground
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
do	VBP	do
what	WP	what
I	PP	I
do	VBP	do
.	SENT	.
I	PP	I
wrote	VBD	write
the	DT	the
story	NN	story
,	,	,
I	PP	I
moved	VBD	move
on	RP	on
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
journalist	NN	journalist
.	SENT	.
We	PP	we
type	VBP	type
,	,	,
we	PP	we
file	VBP	file
,	,	,
we	PP	we
go	VBP	go
to	TO	to
dinner	NN	dinner
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
fine	NN	fine
.	SENT	.
But	CC	but
these	DT	these
stories	NNS	story
bothered	VBD	bother
me	PP	me
,	,	,
and	CC	and
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
figure	VB	figure
out	RP	out
why	WRB	why
,	,	,
and	CC	and
eventually	RB	eventually
I	PP	I
did	VBD	do
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
because	IN	because
those	DT	those
fanatics	NNS	fanatic
that	WDT	that
were	VBD	be
driving	VBG	drive
me	PP	me
crazy	JJ	crazy
weren	NNS	<unknown>
'	POS	'
t	NN	t
actually	RB	actually
fanatics	NNS	fanatic
at	IN	at
all	DT	all
.	SENT	.
They	PP	they
were	VBD	be
thoughtful	JJ	thoughtful
people	NNS	people
,	,	,
educated	VBN	educate
people	NNS	people
,	,	,
decent	JJ	decent
people	NNS	people
.	SENT	.
They	PP	they
were	VBD	be
exactly	RB	exactly
like	IN	like
the	DT	the
people	NNS	people
in	IN	in
this	DT	this
room	NN	room
.	SENT	.
And	CC	and
it	PP	it
just	RB	just
disturbed	VBD	disturb
me	PP	me
so	RB	so
much	RB	much
.	SENT	.
But	CC	but
then	RB	then
I	PP	I
thought	VBD	think
,	,	,
you	PP	you
know	VBP	know
,	,	,
let	VBP	let
'	''	'
s	NN	S
be	VB	be
honest	JJ	honest
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
at	IN	at
a	DT	a
point	NN	point
in	IN	in
this	DT	this
world	NN	world
where	WRB	where
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
the	DT	the
same	JJ	same
relationship	NN	relationship
to	TO	to
progress	VB	progress
that	IN	that
we	PP	we
used	VBD	use
to	TO	to
.	SENT	.
We	PP	we
talk	VBP	talk
about	RB	about
it	PP	it
ambivalently	RB	<unknown>
.	SENT	.
We	PP	we
talk	VBP	talk
about	IN	about
it	PP	it
in	IN	in
ironic	JJ	ironic
terms	NNS	term
with	IN	with
little	JJ	little
quotes	NNS	quote
around	IN	around
it	PP	it
:	:	:
"	``	"
progress	NN	progress
.	SENT	.
"	''	"
Okay	RB	okay
,	,	,
there	EX	there
are	VBP	be
reasons	NNS	reason
for	IN	for
that	DT	that
,	,	,
and	CC	and
I	PP	I
think	VBP	think
we	PP	we
know	VBP	know
what	WP	what
those	DT	those
reasons	NNS	reason
are	VBP	be
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
lost	VBD	lose
faith	NN	faith
in	IN	in
institutions	NNS	institution
,	,	,
in	IN	in
authority	NN	authority
,	,	,
and	CC	and
sometimes	RB	sometimes
in	IN	in
science	NN	science
itself	PP	itself
,	,	,
and	CC	and
there	EX	there
'	''	'
s	NNS	<unknown>
no	RB	no
reason	VBP	reason
we	PP	we
shouldn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
.	SENT	.
You	PP	you
can	MD	can
just	RB	just
say	VB	say
a	DT	a
few	JJ	few
names	NNS	name
and	CC	and
people	NNS	people
will	MD	will
understand	VB	understand
.	SENT	.
Chernobyl	NP	Chernobyl
,	,	,
Bhopal	NP	Bhopal
,	,	,
the	DT	the
Challenger	NP	Challenger
,	,	,
Vioxx	NP	<unknown>
,	,	,
weapons	NNS	weapon
of	IN	of
mass	JJ	mass
destruction	NN	destruction
,	,	,
hanging	VBG	hang
chads	NNS	chad
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
you	PP	you
can	MD	can
choose	VB	choose
your	PP$	your
list	NN	list
.	SENT	.
There	EX	there
are	VBP	be
questions	NNS	question
and	CC	and
problems	NNS	problem
with	IN	with
the	DT	the
people	NNS	people
we	PP	we
used	VBD	use
to	TO	to
believe	VB	believe
were	VBD	be
always	RB	always
right	JJ	right
,	,	,
so	RB	so
be	VB	be
skeptical	JJ	skeptical
.	SENT	.
Ask	VB	ask
questions	NNS	question
,	,	,
demand	NN	demand
proof	NN	proof
,	,	,
demand	NN	demand
evidence	NN	evidence
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
take	VB	take
anything	NN	anything
for	IN	for
granted	VBN	grant
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
:	:	:
When	WRB	when
you	PP	you
get	VBP	get
proof	NN	proof
,	,	,
you	PP	you
need	VBP	need
to	TO	to
accept	VB	accept
the	DT	the
proof	NN	proof
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
not	RB	not
that	IN	that
good	JJ	good
at	IN	at
doing	VBG	do
that	DT	that
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
that	IN	that
I	PP	I
can	MD	can
say	VB	say
that	DT	that
is	VBZ	be
because	IN	because
we	PP	we
'	POS	'
re	NN	re
now	RB	now
in	IN	in
an	DT	an
epidemic	NN	epidemic
of	IN	of
fear	NN	fear
like	IN	like
one	CD	one
I	NP	I
'	POS	'
ve	NN	ve
never	RB	never
seen	VBN	see
and	CC	and
hope	VBP	hope
never	RB	never
to	TO	to
see	VB	see
again	RB	again
.	SENT	.
About	RB	about
12	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
there	EX	there
was	VBD	be
a	DT	a
story	NN	story
published	VBN	publish
,	,	,
a	DT	a
horrible	JJ	horrible
story	NN	story
,	,	,
that	WDT	that
linked	VBD	link
the	DT	the
epidemic	NN	epidemic
of	IN	of
autism	NN	autism
to	TO	to
the	DT	the
measles	NN	measles
,	,	,
mumps	NN	mumps
and	CC	and
rubella	NN	rubella
vaccine	NN	vaccine
shot	NN	shot
.	SENT	.
Very	RB	very
scary	JJ	scary
.	SENT	.
Tons	NNS	ton
of	IN	of
studies	NNS	study
were	VBD	be
done	VBN	do
to	TO	to
see	VB	see
if	IN	if
this	DT	this
was	VBD	be
true	JJ	true
.	SENT	.
Tons	NNS	ton
of	IN	of
studies	NNS	study
should	MD	should
have	VB	have
been	VBN	be
done	VBN	do
;	:	;
it	PP	it
'	POS	'
s	NN	S
a	DT	a
serious	JJ	serious
issue	NN	issue
.	SENT	.
The	DT	the
data	NNS	datum
came	VBD	come
back	RB	back
.	SENT	.
The	DT	the
data	NNS	datum
came	VBD	come
back	RB	back
from	IN	from
the	DT	the
United	NP	United
States	NPS	States
,	,	,
from	IN	from
England	NP	England
,	,	,
from	IN	from
Sweden	NP	Sweden
,	,	,
from	IN	from
Canada	NP	Canada
,	,	,
and	CC	and
it	PP	it
was	VBD	be
all	RB	all
the	DT	the
same	JJ	same
:	:	:
no	DT	no
correlation	NN	correlation
,	,	,
no	DT	no
connection	NN	connection
,	,	,
none	NN	none
at	IN	at
all	DT	all
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
because	IN	because
we	PP	we
believe	VBP	believe
anecdotes	NNS	anecdote
,	,	,
we	PP	we
believe	VBP	believe
what	WP	what
we	PP	we
see	VBP	see
,	,	,
what	WP	what
we	PP	we
think	VBP	think
we	PP	we
see	VB	see
,	,	,
what	WP	what
makes	VBZ	make
us	PP	us
feel	VBP	feel
real	JJ	real
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
believe	VBP	believe
a	DT	a
bunch	NN	bunch
of	IN	of
documents	NNS	document
from	IN	from
a	DT	a
government	NN	government
official	NN	official
giving	VBG	give
us	PP	us
data	NNS	datum
,	,	,
and	CC	and
I	PP	I
do	VBP	do
understand	VB	understand
that	WDT	that
,	,	,
I	PP	I
think	VBP	think
we	PP	we
all	DT	all
do	VBP	do
.	SENT	.
But	CC	but
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
The	DT	the
result	NN	result
of	IN	of
that	WDT	that
has	VBZ	have
been	VBN	be
disastrous	JJ	disastrous
.	SENT	.
Disastrous	JJ	disastrous
because	IN	because
here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
fact	NN	fact
:	:	:
The	DT	the
United	NP	United
States	NPS	States
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
only	JJ	only
countries	NNS	country
in	IN	in
the	DT	the
world	NN	world
where	WRB	where
the	DT	the
vaccine	NN	vaccine
rate	NN	rate
for	IN	for
measles	NN	measles
is	VBZ	be
going	VBG	go
down	RP	down
.	SENT	.
That	DT	that
is	VBZ	be
disgraceful	JJ	disgraceful
,	,	,
and	CC	and
we	PP	we
should	MD	should
be	VB	be
ashamed	JJ	ashamed
of	IN	of
ourselves	PP	ourselves
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
horrible	JJ	horrible
.	SENT	.
What	WP	what
kind	NN	kind
of	IN	of
a	DT	a
thing	NN	thing
happened	VBD	happen
that	IN	that
we	PP	we
could	MD	could
do	VB	do
that	DT	that
?	SENT	?
Now	RB	now
,	,	,
I	PP	I
understand	VBP	understand
it	PP	it
.	SENT	.
I	PP	I
do	VBP	do
understand	VB	understand
it	PP	it
.	SENT	.
Because	RB	because
,	,	,
did	VBD	do
anyone	NN	anyone
have	VBP	have
measles	NN	measles
here	RB	here
?	SENT	?
Has	VBZ	have
one	CD	one
person	NN	person
in	IN	in
this	DT	this
audience	NN	audience
ever	RB	ever
seen	VBN	see
someone	NN	someone
die	NN	die
of	IN	of
measles	NN	measles
?	SENT	?
Doesn	NP	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
very	RB	very
much	RB	much
.	SENT	.
Doesn	NP	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
in	IN	in
this	DT	this
country	NN	country
at	IN	at
all	DT	all
,	,	,
but	CC	but
it	PP	it
happened	VBD	happen
160	CD	@card@
,	,	,
000	CD	@card@
times	NNS	time
in	IN	in
the	DT	the
world	NN	world
last	JJ	last
year	NN	year
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
death	NN	death
of	IN	of
measles	NN	measles
—	:	-
20	CD	@card@
an	DT	an
hour	NN	hour
.	SENT	.
But	CC	but
since	IN	since
it	PP	it
didn	NN	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
here	RB	here
,	,	,
