What	WP	what
mileage	NN	mileage
may	MD	may
vary	VB	vary
.	SENT	.
On	IN	on
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
that	DT	that
,	,	,
though	RB	though
,	,	,
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
that	IN	that
,	,	,
from	IN	from
age	NN	age
50	CD	@card@
on	RB	on
,	,	,
we	PP	we
get	VBP	get
happier	JJR	happy
and	CC	and
happier	JJR	happy
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
called	VBD	call
the	DT	the
U-curve	NN	U-curve
of	IN	of
happiness	NN	happiness
.	SENT	.
So	RB	so
maybe	RB	maybe
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
new	JJ	new
framework	NN	framework
to	TO	to
think	VB	think
about	IN	about
midlife	NN	midlife
,	,	,
one	CD	one
that	WDT	that
we	PP	we
learned	VBD	learn
when	WRB	when
we	PP	we
were	VBD	be
kids	NNS	kid
.	SENT	.
The	DT	the
magical	JJ	magical
metamorphosis	NN	metamorphosis
of	IN	of
the	DT	the
caterpillar	NN	caterpillar
to	TO	to
the	DT	the
butterfly	NN	butterfly
.	SENT	.
Just	RB	just
as	IN	as
a	DT	a
caterpillar	NN	caterpillar
eats	VBZ	eat
incessantly	RB	incessantly
just	RB	just
before	IN	before
it	PP	it
'	POS	'
s	NN	S
about	RB	about
to	TO	to
spin	VB	spin
its	PP$	its
chrysalis	NN	chrysalis
,	,	,
so	RB	so
do	VBP	do
we	PP	we
,	,	,
as	IN	as
young	JJ	young
adults	NNS	adult
,	,	,
madly	RB	madly
consume	VB	consume
and	CC	and
produce	VB	produce
.	SENT	.
And	CC	and
then	RB	then
,	,	,
the	DT	the
caterpillar	NN	caterpillar
decides	VBZ	decide
to	TO	to
take	VB	take
its	PP$	its
midlife	NN	midlife
break	NN	break
in	IN	in
its	PP$	its
chrysalis	NN	chrysalis
,	,	,
which	WDT	which
is	VBZ	be
dark	JJ	dark
and	CC	and
gooey	JJ	gooey
and	CC	and
solitary	JJ	solitary
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
also	RB	also
where	WRB	where
the	DT	the
transformation	NN	transformation
happens	VBZ	happen
.	SENT	.
On	IN	on
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
that	DT	that
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
chrysalis	NN	chrysalis
that	IN	that
cracks	NNS	crack
open	VBP	open
,	,	,
and	CC	and
this	DT	this
beautiful	JJ	beautiful
winged	VBN	wing
creature	NN	creature
emerges	VBZ	emerge
that	IN	that
delights	NNS	delight
us	PP	us
all	RB	all
:	:	:
the	DT	the
butterfly	NN	butterfly
.	SENT	.
So	RB	so
to	TO	to
recap	VB	recap
,	,	,
the	DT	the
caterpillar	NN	caterpillar
consumes	VBZ	consume
,	,	,
the	DT	the
chrysalis	NN	chrysalis
transforms	VBZ	transform
and	CC	and
the	DT	the
butterfly	NN	butterfly
pollinates	VBZ	pollinate
.	SENT	.
What	WP	what
if	IN	if
we	PP	we
rethought	VBD	rethink
midlife	NN	midlife
,	,	,
such	JJ	such
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
crisis	NN	crisis
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
chrysalis	NN	chrysalis
.	SENT	.
The	DT	the
midlife	NN	midlife
chrysalis	NN	chrysalis
.	SENT	.
What	WP	what
if	IN	if
we	PP	we
thought	VBD	think
of	IN	of
midlife	NN	midlife
as	IN	as
the	DT	the
dawning	VBG	dawn
of	IN	of
a	DT	a
new	JJ	new
age	NN	age
?	SENT	?
An	DT	an
age	NN	age
where	WRB	where
much	JJ	much
of	IN	of
what	WP	what
we	PP	we
accumulated	VBN	accumulate
dissolves	NNS	dissolve
?	SENT	?
Just	RB	just
as	IN	as
we	PP	we
'	POS	'
re	NN	re
ready	JJ	ready
to	TO	to
transform	VB	transform
,	,	,
spread	VB	spread
our	PP$	our
wings	NNS	wing
and	CC	and
pollinate	VB	pollinate
our	PP$	our
wisdom	NN	wisdom
to	TO	to
the	DT	the
world	NN	world
in	IN	in
our	PP$	our
50s	NN	50s
and	CC	and
beyond	IN	beyond
.	SENT	.
Audience	NN	audience
:	:	:
Yeah	RB	yeah
.	SENT	.
Chip	NP	Chip
Conley	NP	Conley
:	:	:
Yes	UH	yes
,	,	,
yes	UH	yes
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
life	NN	life
like	IN	like
that	DT	that
,	,	,
it	PP	it
'	POS	'
s	NN	S
maybe	RB	maybe
possible	JJ	possible
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
cool	VBP	cool
to	TO	to
grow	VB	grow
old	JJ	old
.	SENT	.
Are	VBP	be
we	PP	we
ready	JJ	ready
for	IN	for
pro-aging	NN	pro-aging
,	,	,
not	RB	not
anti-aging	VBG	anti-age
products	NNS	product
?	SENT	?
Audience	NN	audience
:	:	:
Yeah	RB	yeah
.	SENT	.
CC	NP	CC
:	:	:
Can	MD	can
we	PP	we
make	VB	make
aging	VBG	age
aspirational	JJ	aspirational
?	SENT	?
I	PP	I
sure	RB	sure
hope	VBP	hope
so	RB	so
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
