Chris	NP	Chris
And	CC	and
there	EX	there
was	VBD	be
sort	NN	sort
of	IN	of
that	DT	that
spark	NN	spark
of	IN	of
creativity	NN	creativity
that	WDT	that
really	RB	really
captivated	VBD	captivate
me	PP	me
and	CC	and
sort	VB	sort
of	IN	of
,	,	,
I	PP	I
think	VBP	think
that	WDT	that
was	VBD	be
really	RB	really
the	DT	the
seeds	NNS	seed
of	IN	of
my	PP$	my
interest	NN	interest
that	IN	that
later	RBR	later
grew	VBN	grew
into	IN	into
an	DT	an
interest	NN	interest
in	IN	in
artificial	JJ	artificial
intelligence	NN	intelligence
.	SENT	.
CA	MD	ca
:	:	:
Because	IN	because
in	IN	in
your	PP$	your
standard	JJ	standard
education	NN	education
,	,	,
you	PP	you
had	VBD	have
some	DT	some
challenges	NNS	challenge
there	RB	there
.	SENT	.
SL	NP	SL
:	:	:
Yeah	RB	yeah
,	,	,
I	PP	I
was	VBD	be
dyslexic	JJ	dyslexic
as	IN	as
a	DT	a
child	NN	child
.	SENT	.
And	CC	and
so	RB	so
they	PP	they
were	VBD	be
actually	RB	actually
going	VBG	go
to	TO	to
hold	VB	hold
me	PP	me
back	VB	back
a	DT	a
year	NN	year
when	WRB	when
I	PP	I
was	VBD	be
10	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
and	CC	and
they	PP	they
sent	VBD	send
me	PP	me
off	RP	off
to	TO	to
get	VB	get
my	PP$	my
IQ	NP	IQ
tested	VBN	test
to	TO	to
sort	VB	sort
of	IN	of
,	,	,
you	PP	you
know	VBP	know
,	,	,
assess	VBP	assess
how	WRB	how
bad	JJ	bad
the	DT	the
problem	NN	problem
was	VBD	be
.	SENT	.
And	CC	and
they	PP	they
discovered	VBD	discover
I	PP	I
had	VBD	have
an	DT	an
exceptionally	RB	exceptionally
high	JJ	high
IQ	NP	IQ
.	SENT	.
And	CC	and
then	RB	then
they	PP	they
were	VBD	be
a	DT	a
little	JJ	little
bit	NN	bit
confused	VBN	confuse
about	IN	about
what	WP	what
was	VBD	be
going	VBG	go
on	IN	on
.	SENT	.
And	CC	and
fortunately	RB	fortunately
,	,	,
at	IN	at
that	DT	that
time	NN	time
,	,	,
there	EX	there
was	VBD	be
somebody	NN	somebody
in	IN	in
the	DT	the
town	NN	town
I	PP	I
lived	VBD	live
in	IN	in
who	WP	who
knew	VBD	know
how	WRB	how
to	TO	to
test	VB	test
for	IN	for
dyslexia	NN	dyslexia
.	SENT	.
And	CC	and
it	PP	it
turns	VBZ	turn
out	IN	out
I	PP	I
wasn	NN	<unknown>
'	POS	'
t	NN	t
actually	RB	actually
of	IN	of
limited	JJ	limited
intelligence	NN	intelligence
.	SENT	.
I	PP	I
was	VBD	be
dyslexic	JJ	dyslexic
,	,	,
and	CC	and
that	DT	that
was	VBD	be
the	DT	the
issue	NN	issue
.	SENT	.
CA	MD	ca
:	:	:
You	PP	you
had	VBD	have
reason	NN	reason
from	IN	from
an	DT	an
early	JJ	early
age	NN	age
to	TO	to
believe	VB	believe
that	IN	that
our	PP$	our
standard	JJ	standard
assumptions	NNS	assumption
about	IN	about
intelligence	NN	intelligence
might	MD	might
be	VB	be
off	IN	off
a	DT	a
bit	NN	bit
.	SENT	.
SL	NP	SL
:	:	:
Well	UH	well
,	,	,
I	PP	I
had	VBD	have
reason	NN	reason
,	,	,
from	IN	from
an	DT	an
early	JJ	early
age	NN	age
,	,	,
to	TO	to
sometimes	RB	sometimes
doubt	VB	doubt
authority	NN	authority
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
if	IN	if
the	DT	the
teacher	NN	teacher
thinks	VBZ	think
you	PP	you
'	''	'
re	IN	re
dumb	JJ	dumb
,	,	,
maybe	RB	maybe
it	PP	it
'	POS	'
s	NN	S
not	RB	not
true	JJ	true
.	SENT	.
Maybe	RB	maybe
there	EX	there
are	VBP	be
other	JJ	other
things	NNS	thing
going	VBG	go
on	IN	on
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
it	PP	it
also	RB	also
created	VBD	create
in	IN	in
me	PP	me
an	DT	an
interest	NN	interest
in	IN	in
intelligence	NN	intelligence
when	WRB	when
I	PP	I
sort	NN	sort
of	IN	of
had	VBD	have
that	DT	that
experience	NN	experience
as	IN	as
a	DT	a
child	NN	child
.	SENT	.
CA	MD	ca
:	:	:
So	IN	so
you	PP	you
'	POS	'
re	NN	re
credited	VBD	credit
by	IN	by
many	JJ	many
as	IN	as
coining	VBG	coin
the	DT	the
term	NN	term
"	``	"
artificial	JJ	artificial
general	JJ	general
intelligence	NN	intelligence
,	,	,
"	''	"
AGI	NP	AGI
.	SENT	.
Tell	VB	tell
us	PP	us
about	IN	about
2001	CD	@card@
,	,	,
how	WRB	how
that	DT	that
happened	VBD	happen
.	SENT	.
SL	NP	SL
:	:	:
Yeah	RB	yeah
,	,	,
so	RB	so
I	PP	I
was	VBD	be
approached	VBN	approach
by	IN	by
someone	NN	someone
called	VBN	call
Ben	NP	Ben
Goertzel	NP	<unknown>
who	WP	who
I	NP	I
'	POS	'
d	NN	d
actually	RB	actually
been	VBN	be
working	VBG	work
with	IN	with
,	,	,
and	CC	and
he	PP	he
was	VBD	be
going	VBG	go
to	TO	to
write	VB	write
a	DT	a
book	NN	book
,	,	,
and	CC	and
he	PP	he
was	VBD	be
thinking	VBG	think
about	IN	about
a	DT	a
book	NN	book
on	IN	on
AI	NN	ai
systems	NNS	system
that	WDT	that
would	MD	would
be	VB	be
much	RB	much
more	RBR	more
general	JJ	general
and	CC	and
capable	JJ	capable
,	,	,
rather	RB	rather
than	IN	than
focusing	VBG	focus
on	IN	on
very	RB	very
narrow	JJ	narrow
things	NNS	thing
.	SENT	.
And	CC	and
he	PP	he
was	VBD	be
thinking	VBG	think
about	IN	about
a	DT	a
title	NN	title
for	IN	for
the	DT	the
book	NN	book
.	SENT	.
So	RB	so
I	PP	I
suggested	VBD	suggest
to	TO	to
him	PP	him
,	,	,
"	``	"
If	IN	if
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
very	RB	very
general	JJ	general
systems	NNS	system
,	,	,
call	VBP	call
it	PP	it
artificial	JJ	artificial
general	JJ	general
intelligence	NN	intelligence
.	SENT	.
"	''	"
And	CC	and
so	RB	so
he	PP	he
went	VBD	go
with	IN	with
that	DT	that
.	SENT	.
And	CC	and
then	RB	then
him	PP	him
and	CC	and
various	JJ	various
other	JJ	other
people	NNS	people
started	VBD	start
using	VBG	use
the	DT	the
term	NN	term
online	JJ	online
and	CC	and
the	DT	the
internet	NN	Internet
,	,	,
and	CC	and
then	RB	then
it	PP	it
sort	VB	sort
of	IN	of
became	VBD	become
popularized	VBN	popularize
from	IN	from
there	RB	there
.	SENT	.
We	PP	we
later	RBR	later
discovered	VBD	discover
there	EX	there
was	VBD	be
someone	NN	someone
called	VBN	call
Mike	NP	Mike
Garrod	NP	<unknown>
,	,	,
who	WP	who
published	VBD	publish
a	DT	a
paper	NN	paper
in	IN	in
a	DT	a
security	NN	security
nanotech	NN	<unknown>
journal	NN	journal
in	RB	in
'	POS	'
97	CD	@card@
.	SENT	.
So	RB	so
he	PP	he
is	VBZ	be
actually	RB	actually
the	DT	the
first	JJ	first
person	NN	person
to	TO	to
have	VB	have
used	VBN	use
the	DT	the
term	NN	term
.	SENT	.
But	CC	but
it	PP	it
turns	VBZ	turn
out	IN	out
he	PP	he
pretty	RB	pretty
much	RB	much
meant	VBN	mean
the	DT	the
same	JJ	same
thing	NN	thing
as	IN	as
us	PP	us
anyway	RB	anyway
.	SENT	.
CA	MD	ca
:	:	:
It	PP	it
was	VBD	be
kind	NN	kind
of	IN	of
an	DT	an
idea	NN	idea
whose	WP$	whose
time	NN	time
had	VBD	have
come	VBN	come
,	,	,
to	TO	to
recognize	VB	recognize
the	DT	the
potential	NN	potential
here	RB	here
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
made	VBD	make
an	DT	an
early	JJ	early
prediction	NN	prediction
that	IN	that
many	JJ	many
people	NNS	people
thought	VBD	think
was	VBD	be
bonkers	JJ	bonkers
.	SENT	.
What	WP	what
was	VBD	be
that	DT	that
?	SENT	?
SL	NP	SL
:	:	:
Well	UH	well
,	,	,
in	IN	in
about	RB	about
2001	CD	@card@
,	,	,
a	DT	a
similar	JJ	similar
time	NN	time
to	TO	to
when	WRB	when
I	PP	I
suggested	VBD	suggest
this	DT	this
term	NN	term
artificial	JJ	artificial
general	JJ	general
intelligence	NN	intelligence
,	,	,
I	PP	I
read	VBP	read
a	DT	a
book	NN	book
by	IN	by
Ray	NP	Ray
Kurzweil	NP	Kurzweil
,	,	,
actually	RB	actually
,	,	,
"	''	"
Age	NP	Age
of	IN	of
Spiritual	JJ	spiritual
Machines	NNS	machine
,	,	,
"	''	"
and	CC	and
I	PP	I
concluded	VBD	conclude
that	IN	that
he	PP	he
was	VBD	be
fundamentally	RB	fundamentally
right	RB	right
,	,	,
that	DT	that
computation	NN	computation
was	VBD	be
likely	JJ	likely
to	TO	to
grow	VB	grow
exponentially	RB	exponentially
for	IN	for
at	IN	at
least	JJS	least
a	DT	a
few	JJ	few
decades	NNS	decade
,	,	,
and	CC	and
the	DT	the
amount	NN	amount
of	IN	of
data	NNS	datum
in	IN	in
the	DT	the
world	NN	world
would	MD	would
grow	VB	grow
exponentially	RB	exponentially
for	IN	for
a	DT	a
few	JJ	few
decades	NNS	decade
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
figured	VBD	figure
that	IN	that
if	IN	if
that	WDT	that
was	VBD	be
going	VBG	go
to	TO	to
happen	VB	happen
,	,	,
then	RB	then
the	DT	the
value	NN	value
of	IN	of
extremely	RB	extremely
scalable	JJ	scalable
algorithms	NNS	algorithm
that	WDT	that
could	MD	could
harness	VB	harness
all	PDT	all
this	DT	this
data	NNS	datum
and	CC	and
computation	NN	computation
were	VBD	be
going	VBG	go
to	TO	to
be	VB	be
very	RB	very
high	JJ	high
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
also	RB	also
figured	VBD	figure
that	IN	that
in	IN	in
the	DT	the
mid	JJ	mid
2020s	JJ	<unknown>
,	,	,
it	PP	it
would	MD	would
be	VB	be
possible	JJ	possible
then	RB	then
,	,	,
if	IN	if
we	PP	we
had	VBD	have
these	DT	these
highly	RB	highly
scalable	JJ	scalable
algorithms	NNS	algorithm
,	,	,
to	TO	to
train	VB	train
artificial	JJ	artificial
intelligence	NN	intelligence
systems	NNS	system
on	IN	on
far	RB	far
more	JJR	more
data	NNS	datum
than	IN	than
a	DT	a
human	NN	human
would	MD	would
experience	VB	experience
in	IN	in
a	DT	a
lifetime	NN	lifetime
.	SENT	.
And	CC	and
so	RB	so
as	IN	as
a	DT	a
result	NN	result
of	IN	of
that	DT	that
,	,	,
you	PP	you
can	MD	can
find	VB	find
it	PP	it
on	IN	on
my	PP$	my
blog	NN	<unknown>
from	IN	from
about	RB	about
2009	CD	@card@
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	VBG	<unknown>
the	DT	the
first	JJ	first
time	NN	time
I	PP	I
publicly	RB	publicly
talked	VBD	talk
about	IN	about
it	PP	it
,	,	,
I	PP	I
predicted	VBD	predict
a	DT	a
50	CD	@card@
percent	NN	percent
chance	NN	chance
of	IN	of
AGI	NP	AGI
by	IN	by
2028	CD	@card@
.	SENT	.
I	PP	I
still	RB	still
believe	VBP	believe
that	DT	that
today	NN	today
.	SENT	.
CA	MD	ca
:	:	:
That	DT	that
'	''	'
s	VBG	<unknown>
still	RB	still
your	PP$	your
date	NN	date
.	SENT	.
How	WRB	how
did	VBD	do
you	PP	you
define	VB	define
AGI	NP	AGI
back	RB	back
then	RB	then
,	,	,
and	CC	and
has	VBZ	have
your	PP$	your
definition	NN	definition
changed	VBD	change
?	SENT	?
SL	NP	SL
:	:	:
Yeah	RB	yeah
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
a	DT	a
particularly	RB	particularly
precise	JJ	precise
definition	NN	definition
at	IN	at
the	DT	the
beginning	NN	beginning
.	SENT	.
It	PP	it
was	VBD	be
really	RB	really
just	RB	just
an	DT	an
idea	NN	idea
of	IN	of
systems	NNS	system
that	WDT	that
would	MD	would
just	RB	just
be	VB	be
far	RB	far
more	RBR	more
general	JJ	general
.	SENT	.
So	RB	so
rather	RB	rather
than	IN	than
just	RB	just
playing	VBG	play
Go	NP	Go
or	CC	or
chess	NN	chess
or	CC	or
something	NN	something
,	,	,
rather	RB	rather
than	IN	than
actually	RB	actually
be	VB	be
able	JJ	able
to	TO	to
do	VB	do
many	JJ	many
,	,	,
many	JJ	many
different	JJ	different
things	NNS	thing
.	SENT	.
The	DT	the
definition	NN	definition
I	PP	I
use	VBP	use
now	RB	now
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
system	NN	system
that	WDT	that
can	MD	can
do	VB	do
all	PDT	all
the	DT	the
cognitive	JJ	cognitive
kinds	NNS	kind
of	IN	of
tasks	NNS	task
that	IN	that
people	NNS	people
can	MD	can
do	VB	do
,	,	,
possibly	RB	possibly
more	JJR	more
,	,	,
but	CC	but
at	IN	at
least	JJS	least
it	PP	it
can	MD	can
do	VB	do
the	DT	the
sorts	NNS	sort
of	IN	of
cognitive	JJ	cognitive
tasks	NNS	task
that	IN	that
people	NNS	people
can	MD	can
typically	RB	typically
do	VB	do
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
talk	VB	talk
about	RB	about
just	RB	just
the	DT	the
founding	NN	founding
of	IN	of
DeepMind	NP	<unknown>
and	CC	and
the	DT	the
interplay	NN	interplay
between	IN	between
you	PP	you
and	CC	and
your	PP$	your
cofounders	NNS	cofounder
.	SENT	.
SL	NP	SL
:	:	:
Right	NN	right
.	SENT	.
So	RB	so
I	PP	I
went	VBD	go
to	TO	to
London	NP	London
to	TO	to
the	DT	the
place	NN	place
called	VBD	call
the	DT	the
Gatsby	NP	Gatsby
Unit	NP	Unit
,	,	,
which	WDT	which
studies	VBZ	study
theoretical	JJ	theoretical
neuroscience	NN	neuroscience
and	CC	and
machine	NN	machine
learning	NN	learning
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
interested	JJ	interested
in	IN	in
learning	VBG	learn
the	DT	the
relationships	NNS	relationship
between	IN	between
what	WP	what
we	PP	we
understand	VBP	understand
about	IN	about
the	DT	the
brain	NN	brain
and	CC	and
what	WP	what
we	PP	we
know	VBP	know
from	IN	from
machine	NN	machine
learning	NN	learning
.	SENT	.
So	RB	so
that	IN	that
seemed	VBN	seem
like	IN	like
a	DT	a
really	RB	really
good	JJ	good
place	NN	place
.	SENT	.
And	CC	and
I	PP	I
met	VBD	meet
Demis	NP	<unknown>
Hassabis	NP	<unknown>
there	RB	there
.	SENT	.
He	PP	he
had	VBD	have
the	DT	the
same	JJ	same
postdoc	NN	<unknown>
supervisor	NN	supervisor
as	IN	as
me	PP	me
,	,	,
and	CC	and
we	PP	we
got	VBD	get
talking	VBG	talk
.	SENT	.
And	CC	and
he	PP	he
convinced	VBD	convince
me	PP	me
that	IN	that
it	PP	it
was	VBD	be
the	DT	the
time	NN	time
to	TO	to
start	VB	start
a	DT	a
company	NN	company
then	RB	then
.	SENT	.
That	DT	that
was	VBD	be
in	IN	in
2009	CD	@card@
we	PP	we
started	VBD	start
talking	VBG	talk
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
a	DT	a
little	JJ	little
bit	NN	bit
skeptical	JJ	skeptical
.	SENT	.
I	PP	I
thought	VBD	think
AGI	NP	AGI
was	VBD	be
still	RB	still
a	DT	a
bit	NN	bit
too	RB	too
far	RB	far
away	RB	away
,	,	,
but	CC	but
he	PP	he
thought	VBD	think
the	DT	the
time	NN	time
was	VBD	be
right	JJ	right
,	,	,
so	RB	so
we	PP	we
decided	VBD	decide
to	TO	to
go	VB	go
for	IN	for
it	PP	it
.	SENT	.
And	CC	and
then	RB	then
a	DT	a
friend	NN	friend
of	IN	of
his	PP$	his
was	VBD	be
Mustafa	NP	Mustafa
Suleyman	NP	Suleyman
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
specifically	RB	specifically
,	,	,
one	CD	one
of	IN	of
the	DT	the
goals	NNS	goal
of	IN	of
the	DT	the
company	NN	company
was	VBD	be
to	TO	to
find	VB	find
a	DT	a
pathway	NN	pathway
to	TO	to
AGI	NP	AGI
?	SENT	?
SL	NP	SL
:	:	:
Absolutely	RB	absolutely
.	SENT	.
On	IN	on
our	PP$	our
first	JJ	first
business	NN	business
plan	NN	plan
that	IN	that
we	PP	we
were	VBD	be
circulating	VBG	circulate
when	WRB	when
we	PP	we
were	VBD	be
looking	VBG	look
for	IN	for
investors	NNS	investor
in	IN	in
2010	CD	@card@
,	,	,
it	PP	it
had	VBD	have
one	CD	one
sentence	NN	sentence
on	IN	on
the	DT	the
front	JJ	front
cover	NN	cover
and	CC	and
it	PP	it
said	VBD	say
,	,	,
"	``	"
Build	VB	build
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
first	JJ	first
artificial	JJ	artificial
general	JJ	general
intelligence	NN	intelligence
.	SENT	.
"	``	"
So	IN	so
that	WDT	that
was	VBD	be
right	RB	right
in	IN	in
from	IN	from
the	DT	the
beginning	NN	beginning
.	SENT	.
CA	MD	ca
:	:	:
Even	RB	even
though	IN	though
you	PP	you
knew	VBD	know
that	IN	that
building	VBG	build
that	IN	that
AGI	NP	AGI
might	MD	might
actually	RB	actually
have	VB	have
apocalyptic	JJ	apocalyptic
consequences	NNS	consequence
in	IN	in
some	DT	some
scenarios	NNS	scenario
?	SENT	?
SL	NP	SL
:	:	:
Yeah	RB	yeah
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
deeply	RB	deeply
transformative	JJ	transformative
technology	NN	technology
.	SENT	.
I	PP	I
believe	VBP	believe
it	PP	it
will	MD	will
happen	VB	happen
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
these	DT	these
algorithms	NNS	algorithm
can	MD	can
be	VB	be
understood	VBN	understand
and	CC	and
they	PP	they
will	MD	will
be	VB	be
understood	VBN	understand
at	IN	at
the	DT	the
time	NN	time
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
intelligence	NN	intelligence
is	VBZ	be
fundamentally	RB	fundamentally
an	DT	an
incredibly	RB	incredibly
valuable	JJ	valuable
thing	NN	thing
.	SENT	.
Everything	NN	everything
around	IN	around
us	PP	us
at	IN	at
the	DT	the
moment	NN	moment
--	:	--
the	DT	the
building	VBG	build
we	PP	we
'	POS	'
re	NN	re
in	IN	in
,	,	,
the	DT	the
words	NNS	word
I	PP	I
'	POS	'
m	NN	m
using	VBG	use
,	,	,
the	DT	the
concepts	NNS	concept
we	PP	we
have	VBP	have
,	,	,
the	DT	the
technology	NN	technology
around	IN	around
us	PP	us
--	:	--
you	PP	you
know	VBP	know
,	,	,
all	RB	all
of	IN	of
these	DT	these
things	NNS	thing
are	VBP	be
being	VBG	be
affected	VBN	affect
by	IN	by
intelligence	NN	intelligence
.	SENT	.
So	IN	so
having	VBG	have
intelligence	NN	intelligence
in	IN	in
machines	NNS	machine
is	VBZ	be
an	DT	an
incredibly	RB	incredibly
valuable	JJ	valuable
thing	NN	thing
to	TO	to
develop	VB	develop
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
believe	VBP	believe
it	PP	it
is	VBZ	be
coming	VBG	come
.	SENT	.
Now	RB	now
when	WRB	when
a	DT	a
very	JJ	very
,	,	,
very	RB	very
powerful	JJ	powerful
technology	NN	technology
arises	VBZ	arise
,	,	,
there	EX	there
can	MD	can
be	VB	be
a	DT	a
range	NN	range
of	IN	of
different	JJ	different
outcomes	NNS	outcome
.	SENT	.
Things	NNS	thing
could	MD	could
go	VB	go
very	RB	very
,	,	,
very	RB	very
well	RB	well
,	,	,
but	CC	but
there	EX	there
is	VBZ	be
a	DT	a
possibility	NN	possibility
things	NNS	thing
can	MD	can
go	VB	go
badly	RB	badly
as	RB	as
well	RB	well
.	SENT	.
And	CC	and
that	DT	that
was	VBD	be
something	NN	something
I	PP	I
was	VBD	be
aware	JJ	aware
of	IN	of
also	RB	also
from	IN	from
about	RB	about
20	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
talk	VB	talk
about	RB	about
,	,	,
as	IN	as
DeepMind	NP	<unknown>
developed	VBD	develop
,	,	,
was	VBD	be
there	RB	there
a	DT	a
moment	NN	moment
where	WRB	where
you	PP	you
really	RB	really
felt	VBD	feel
,	,	,
"	``	"
My	PP$	my
goodness	NN	goodness
,	,	,
we	PP	we
'	POS	'
re	NN	re
onto	IN	onto
something	NN	something
unbelievably	RB	unbelievably
powerful	JJ	powerful
?	SENT	?
"	''	"
Like	IN	like
,	,	,
was	VBD	be
it	PP	it
AlphaGo	NP	<unknown>
,	,	,
that	DT	that
whole	JJ	whole
story	NN	story
,	,	,
or	CC	or
what	WP	what
was	VBD	be
the	DT	the
moment	NN	moment
for	IN	for
you	PP	you
?	SENT	?
SL	NP	SL
:	:	:
Yeah	RB	yeah
,	,	,
there	EX	there
were	VBD	be
many	JJ	many
moments	NNS	moment
over	IN	over
the	DT	the
years	NNS	year
.	SENT	.
One	PP	one
was	VBD	be
when	WRB	when
we	PP	we
did	VBD	do
the	DT	the
Atari	NP	Atari
games	NNS	game
.	SENT	.
Have	VBP	have
you	PP	you
seen	VBN	see
those	DT	those
videos	NNS	video
where	WRB	where
we	PP	we
had	VBD	have
an	DT	an
algorithm	NN	algorithm
that	WDT	that
could	MD	could
learn	VB	learn
to	TO	to
play	VB	play
multiple	JJ	multiple
games	NNS	game
without	IN	without
being	VBG	be
programmed	VBN	programme
for	IN	for
any	DT	any
specific	JJ	specific
game	NN	game
?	SENT	?
There	EX	there
were	VBD	be
some	DT	some
exciting	JJ	exciting
moments	NNS	moment
there	RB	there
.	SENT	.
Go	VB	go
,	,	,
of	IN	of
course	NN	course
,	,	,
was	VBD	be
a	DT	a
really	RB	really
exciting	JJ	exciting
moment	NN	moment
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
the	DT	the
thing	NN	thing
that	RB	that
'	POS	'
s	NN	S
really	RB	really
captured	VBN	capture
my	PP$	my
imagination	NN	imagination
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
'	POS	'
s	NN	S
imagination	NN	imagination
,	,	,
is	VBZ	be
the	DT	the
phenomenal	JJ	phenomenal
scaling	NN	scaling
of	IN	of
language	NN	language
models	NNS	model
in	IN	in
recent	JJ	recent
years	NNS	year
.	SENT	.
I	PP	I
think	VBP	think
we	PP	we
can	MD	can
see	VB	see
they	PP	they
'	POS	'
re	NN	re
systems	NNS	system
that	WDT	that
really	RB	really
can	MD	can
start	VB	start
to	TO	to
do	VB	do
some	DT	some
meaningful	JJ	meaningful
fraction	NN	fraction
of	IN	of
the	DT	the
cognitive	JJ	cognitive
tasks	NNS	task
that	IN	that
people	NNS	people
can	MD	can
do	VB	do
.	SENT	.
CA	MD	ca
:	:	:
Now	RB	now
,	,	,
you	PP	you
were	VBD	be
working	VBG	work
on	IN	on
those	DT	those
models	NNS	model
,	,	,
but	CC	but
were	VBD	be
you	PP	you
,	,	,
to	TO	to
some	DT	some
extent	NN	extent
,	,	,
blindsided	VBN	blindside
by	IN	by
OpenAI	NP	<unknown>
'	POS	'
s	NN	S
,	,	,
sort	NN	sort
of	IN	of
,	,	,
sudden	JJ	sudden
unveiling	NN	unveiling
of	IN	of
ChatGPT	NP	<unknown>
?	SENT	?
SL	NP	SL
:	:	:
Right	NN	right
.	SENT	.
We	PP	we
were	VBD	be
working	VBG	work
on	IN	on
them	PP	them
and	CC	and
you	PP	you
know	VBP	know
,	,	,
the	DT	the
transformer	NN	transformer
model	NN	model
was	VBD	be
invented	VBN	invent
in	IN	in
Google	NP	<unknown>
,	,	,
and	CC	and
we	PP	we
had	VBD	have
teams	NNS	team
who	WP	who
were	VBD	be
building	VBG	build
big	JJ	big
transformer	NN	transformer
language	NN	language
models	NNS	model
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
CA	MD	ca
:	:	:
Google	NP	<unknown>
acquired	VBD	acquire
DeepMind	NN	<unknown>
at	IN	at
some	DT	some
point	NN	point
in	IN	in
this	DT	this
journey	NN	journey
.	SENT	.
SL	NP	SL
:	:	:
Yeah	RB	yeah
,	,	,
exactly	RB	exactly
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
expect	VBP	expect
was	VBD	be
just	RB	just
how	WRB	how
good	JJ	good
a	DT	a
model	NN	model
could	MD	could
get	VB	get
training	NN	training
purely	RB	purely
on	IN	on
text	NN	text
.	SENT	.
I	PP	I
thought	VBD	think
you	PP	you
would	MD	would
need	VB	need
more	JJR	more
multimodality	NN	multimodality
.	SENT	.
You	PP	you
'	POS	'
d	NN	d
need	NN	need
images	NNS	image
,	,	,
you	PP	you
'	POS	'
d	NN	d
need	MD	need
sound	VB	sound
,	,	,
you	PP	you
'	POS	'
d	NN	d
need	NN	need
video	NN	video
and	CC	and
things	NNS	thing
like	IN	like
that	DT	that
.	SENT	.
But	CC	but
due	JJ	due
to	TO	to
the	DT	the
absolutely	RB	absolutely
vast	JJ	vast
quantities	NNS	quantity
of	IN	of
text	NN	text
,	,	,
it	PP	it
can	MD	can
sort	VB	sort
of	IN	of
compensate	VB	compensate
for	IN	for
these	DT	these
things	NNS	thing
to	TO	to
an	DT	an
extent	NN	extent
.	SENT	.
I	PP	I
still	RB	still
think	VBP	think
