Thank	VB	thank
are	VBP	be
emerging	VBG	emerge
.	SENT	.
Does	VBZ	do
it	PP	it
mean	VB	mean
the	DT	the
problem	NN	problem
is	VBZ	be
over	RP	over
?	SENT	?
The	DT	the
answer	NN	answer
is	VBZ	be
no	UH	no
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
still	RB	still
a	DT	a
long	JJ	long
way	NN	way
to	TO	to
go	VB	go
,	,	,
but	CC	but
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
will	NN	will
there	RB	there
.	SENT	.
And	CC	and
that	DT	that
successes	NNS	success
are	VBP	be
being	VBG	be
chalked	VBN	chalk
up	RP	up
on	IN	on
this	DT	this
very	RB	very
important	JJ	important
fight	NN	fight
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
hear	VBP	hear
about	IN	about
corruption	NN	corruption
,	,	,
don	NN	don
'	POS	'
t	NN	t
just	RB	just
feel	VBP	feel
that	IN	that
nothing	NN	nothing
is	VBZ	be
being	VBG	be
done	VBN	do
about	IN	about
this	DT	this
—	:	-
that	IN	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
operate	VBP	operate
in	IN	in
any	DT	any
African	JJ	African
country	NN	country
because	IN	because
of	IN	of
the	DT	the
overwhelming	JJ	overwhelming
corruption	NN	corruption
.	SENT	.
That	DT	that
is	VBZ	be
not	RB	not
the	DT	the
case	NN	case
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
will	NN	will
to	TO	to
fight	VB	fight
,	,	,
and	CC	and
in	IN	in
many	JJ	many
countries	NNS	country
,	,	,
that	DT	that
fight	NN	fight
is	VBZ	be
ongoing	JJ	ongoing
and	CC	and
is	VBZ	be
being	VBG	be
won	VBN	win
.	SENT	.
In	IN	in
others	NNS	other
,	,	,
like	IN	like
mine	NN	mine
,	,	,
where	WRB	where
there	EX	there
has	VBZ	have
been	VBN	be
a	DT	a
long	JJ	long
history	NN	history
of	IN	of
dictatorship	NN	dictatorship
in	IN	in
Nigeria	NP	Nigeria
,	,	,
the	DT	the
fight	NN	fight
is	VBZ	be
ongoing	JJ	ongoing
and	CC	and
we	PP	we
have	VBP	have
a	DT	a
long	JJ	long
way	NN	way
to	TO	to
go	VB	go
.	SENT	.
But	CC	but
the	DT	the
truth	NN	truth
of	IN	of
the	DT	the
matter	NN	matter
is	VBZ	be
that	IN	that
this	DT	this
is	VBZ	be
going	VBG	go
on	RP	on
.	SENT	.
The	DT	the
results	NNS	result
are	VBP	be
showing	VBG	show
:	:	:
independent	JJ	independent
monitoring	NN	monitoring
by	IN	by
the	DT	the
World	NP	World
Bank	NP	Bank
and	CC	and
other	JJ	other
organizations	NNS	organization
show	VBP	show
that	IN	that
in	IN	in
many	JJ	many
instances	NNS	instance
the	DT	the
trend	NN	trend
is	VBZ	be
downwards	RB	downwards
in	IN	in
terms	NNS	term
of	IN	of
corruption	NN	corruption
,	,	,
and	CC	and
governance	NN	governance
is	VBZ	be
improving	VBG	improve
.	SENT	.
A	DT	a
study	NN	study
by	IN	by
the	DT	the
Economic	NP	Economic
Commission	NP	Commission
for	IN	for
Africa	NP	Africa
showed	VBD	show
a	DT	a
clear	JJ	clear
trend	NN	trend
upwards	RB	upwards
in	IN	in
governance	NN	governance
in	IN	in
28	CD	@card@
African	JJ	African
countries	NNS	country
.	SENT	.
And	CC	and
let	VB	let
me	PP	me
say	VBP	say
just	RB	just
one	CD	one
more	JJR	more
thing	NN	thing
before	IN	before
I	PP	I
leave	VBP	leave
this	DT	this
area	NN	area
of	IN	of
governance	NN	governance
.	SENT	.
That	DT	that
is	VBZ	be
that	IN	that
people	NNS	people
talk	VBP	talk
about	IN	about
corruption	NN	corruption
,	,	,
corruption	NN	corruption
.	SENT	.
All	PDT	all
the	DT	the
time	NN	time
when	WRB	when
they	PP	they
talk	VBP	talk
about	IN	about
it	PP	it
you	PP	you
immediately	RB	immediately
think	VBP	think
about	IN	about
Africa	NP	Africa
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
image	NN	image
:	:	:
African	JJ	African
countries	NNS	country
.	SENT	.
But	CC	but
let	VB	let
me	PP	me
say	VB	say
this	DT	this
:	:	:
if	IN	if
Alams	NP	<unknown>
was	VBD	be
able	JJ	able
to	TO	to
export	VB	export
eight	CD	eight
million	CD	million
dollars	NNS	dollar
into	IN	into
an	DT	an
account	NN	account
in	IN	in
London	NP	London
—	:	-
if	IN	if
the	DT	the
other	JJ	other
people	NNS	people
who	WP	who
had	VBD	have
taken	VBN	take
money	NN	money
,	,	,
estimated	VBN	estimate
at	IN	at
20	CD	@card@
to	TO	to
40	CD	@card@
billion	NNS	billion
now	RB	now
of	IN	of
developing	VBG	develop
countries	NNS	country
'	POS	'
monies	NN	monies
sitting	VBG	sit
abroad	RB	abroad
in	IN	in
the	DT	the
developed	VBN	develop
countries	NNS	country
—	:	-
if	IN	if
they	PP	they
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
do	VB	do
this	DT	this
,	,	,
what	WP	what
is	VBZ	be
that	RB	that
?	SENT	?
Is	VBZ	be
that	IN	that
not	RB	not
corruption	NN	corruption
?	SENT	?
In	IN	in
this	DT	this
country	NN	country
,	,	,
if	IN	if
you	PP	you
receive	VBP	receive
stolen	JJ	stolen
goods	NNS	good
,	,	,
are	VBP	be
you	PP	you
not	RB	not
prosecuted	VBD	prosecute
?	SENT	?
So	RB	so
when	WRB	when
we	PP	we
talk	VBP	talk
about	IN	about
this	DT	this
kind	NN	kind
of	IN	of
corruption	NN	corruption
,	,	,
let	VB	let
us	PP	us
also	RB	also
think	VBP	think
about	RB	about
what	WP	what
is	VBZ	be
happening	VBG	happen
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
the	DT	the
globe	NN	globe
—	:	-
where	WRB	where
the	DT	the
money	NN	money
'	POS	'
s	NN	S
going	VBG	go
and	CC	and
what	WP	what
can	MD	can
be	VB	be
done	VBN	do
to	TO	to
stop	VB	stop
it	PP	it
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
working	VBG	work
on	IN	on
an	DT	an
initiative	NN	initiative
now	RB	now
,	,	,
along	RB	along
with	IN	with
the	DT	the
World	NP	World
Bank	NP	Bank
,	,	,
on	IN	on
asset	NN	asset
recovery	NN	recovery
,	,	,
trying	VBG	try
to	TO	to
do	VB	do
what	WP	what
we	PP	we
can	MD	can
to	TO	to
get	VB	get
the	DT	the
monies	NN	monies
that	WDT	that
have	VBP	have
been	VBN	be
taken	VBN	take
abroad	RB	abroad
—	:	-
developing	VBG	develop
countries	NNS	country
'	POS	'
moneys	NNS	money
—	:	-
to	TO	to
get	VB	get
that	IN	that
sent	VBN	send
back	RB	back
.	SENT	.
Because	IN	because
if	IN	if
we	PP	we
can	MD	can
get	VB	get
the	DT	the
20	CD	@card@
billion	NN	billion
dollars	NNS	dollar
sitting	VBG	sit
out	RP	out
there	RB	there
back	RB	back
,	,	,
it	PP	it
may	MD	may
be	VB	be
far	RB	far
more	JJR	more
for	IN	for
some	DT	some
of	IN	of
these	DT	these
countries	NNS	country
than	IN	than
all	PDT	all
the	DT	the
aid	NN	aid
that	WDT	that
is	VBZ	be
being	VBG	be
put	VBN	put
together	RB	together
.	SENT	.
The	DT	the
second	JJ	second
thing	NN	thing
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
about	RB	about
is	VBZ	be
the	DT	the
will	NN	will
for	IN	for
reform	NN	reform
.	SENT	.
Africans	NNS	African
,	,	,
after	RB	after
—	:	-
they	PP	they
'	POS	'
re	NN	re
tired	JJ	tired
,	,	,
we	PP	we
'	POS	'
re	NN	re
tired	VBN	tire
of	IN	of
being	VBG	be
the	DT	the
subject	NN	subject
of	IN	of
everybody	NN	everybody
'	POS	'
s	NN	S
charity	NN	charity
and	CC	and
care	NN	care
.	SENT	.
We	PP	we
are	VBP	be
grateful	JJ	grateful
,	,	,
but	CC	but
we	PP	we
know	VBP	know
that	IN	that
we	PP	we
can	MD	can
take	VB	take
charge	NN	charge
of	IN	of
our	PP$	our
own	JJ	own
destinies	NNS	destiny
if	IN	if
we	PP	we
have	VBP	have
the	DT	the
will	NN	will
to	TO	to
reform	VB	reform
.	SENT	.
And	CC	and
what	WP	what
is	VBZ	be
happening	VBG	happen
in	IN	in
many	JJ	many
African	JJ	African
countries	NNS	country
now	RB	now
is	VBZ	be
a	DT	a
realization	NN	realization
that	IN	that
no	DT	no
one	CD	one
can	MD	can
do	VB	do
it	PP	it
but	CC	but
us	PP	us
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
We	PP	we
can	MD	can
invite	VB	invite
partners	NNS	partner
who	WP	who
can	MD	can
support	VB	support
us	PP	us
,	,	,
but	CC	but
we	PP	we
have	VBP	have
to	TO	to
start	VB	start
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
reform	VB	reform
our	PP$	our
economies	NNS	economy
,	,	,
change	VB	change
our	PP$	our
leadership	NN	leadership
,	,	,
become	VBN	become
more	RBR	more
democratic	JJ	democratic
,	,	,
be	VB	be
more	RBR	more
open	JJ	open
to	TO	to
change	VB	change
and	CC	and
to	TO	to
information	NN	information
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
started	VBD	start
to	TO	to
do	VB	do
in	IN	in
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
countries	NNS	country
on	IN	on
the	DT	the
continent	NN	continent
,	,	,
Nigeria	NP	Nigeria
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
in	IN	in
Nigeria	NP	Nigeria
,	,	,
you	PP	you
'	POS	'
re	NN	re
not	RB	not
in	IN	in
Africa	NP	Africa
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
tell	VB	tell
you	PP	you
that	DT	that
.	SENT	.
One	CD	one
in	IN	in
four	CD	four
sub-Saharan	JJ	sub-Saharan
Africans	NNS	African
is	VBZ	be
Nigerian	JJ	Nigerian
,	,	,
and	CC	and
it	PP	it
has	VBZ	have
140	CD	@card@
million	CD	million
dynamic	JJ	dynamic
people	NNS	people
—	:	-
chaotic	JJ	chaotic
people	NNS	people
—	:	-
but	CC	but
very	RB	very
interesting	JJ	interesting
people	NNS	people
.	SENT	.
You	PP	you
'	POS	'
ll	NN	ll
never	RB	never
be	VB	be
bored	VBN	bore
.	SENT	.
What	WP	what
we	PP	we
started	VBD	start
to	TO	to
do	VB	do
was	VBD	be
to	TO	to
realize	VB	realize
that	IN	that
we	PP	we
had	VBD	have
to	TO	to
take	VB	take
charge	NN	charge
and	CC	and
reform	VB	reform
ourselves	PP	ourselves
.	SENT	.
And	CC	and
with	IN	with
the	DT	the
support	NN	support
of	IN	of
a	DT	a
leader	NN	leader
who	WP	who
was	VBD	be
willing	JJ	willing
,	,	,
at	IN	at
the	DT	the
time	NN	time
,	,	,
to	TO	to
do	VB	do
the	DT	the
reforms	NNS	reform
,	,	,
we	PP	we
put	VBD	put
forward	RB	forward
a	DT	a
comprehensive	JJ	comprehensive
reform	NN	reform
program	NN	program
,	,	,
which	WDT	which
we	PP	we
developed	VBD	develop
ourselves	PP	ourselves
.	SENT	.
Not	RB	not
the	DT	the
International	NP	International
Monetary	NP	Monetary
Fund	NP	Fund
.	SENT	.
Not	RB	not
the	DT	the
World	NP	World
Bank	NP	Bank
,	,	,
where	WRB	where
I	PP	I
worked	VBD	work
for	IN	for
21	CD	@card@
years	NNS	year
and	CC	and
rose	VBD	rise
to	TO	to
be	VB	be
a	DT	a
vice	JJ	vice
president	NN	president
.	SENT	.
No	DT	no
one	CD	one
can	MD	can
do	VB	do
it	PP	it
for	IN	for
you	PP	you
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
do	VB	do
it	PP	it
for	IN	for
yourself	PP	yourself
.	SENT	.
We	PP	we
put	VBD	put
together	RB	together
a	DT	a
program	NN	program
that	WDT	that
would	MD	would
,	,	,
one	CD	one
:	:	:
get	VB	get
the	DT	the
state	NN	state
out	RP	out
of	IN	of
businesses	NNS	business
it	PP	it
had	VBD	have
nothing	NN	nothing
—	:	-
it	PP	it
had	VBD	have
no	DT	no
business	NN	business
being	VBG	be
in	IN	in
.	SENT	.
The	DT	the
state	NN	state
should	MD	should
not	RB	not
be	VB	be
in	IN	in
the	DT	the
business	NN	business
of	IN	of
producing	VBG	produce
goods	NNS	good
and	CC	and
services	NNS	service
because	IN	because
it	PP	it
'	POS	'
s	JJ	<unknown>
inefficient	JJ	inefficient
and	CC	and
incompetent	JJ	incompetent
.	SENT	.
So	RB	so
we	PP	we
decided	VBD	decide
to	TO	to
privatize	VB	privatize
many	JJ	many
of	IN	of
our	PP$	our
enterprises	NNS	enterprise
.	SENT	.
We	PP	we
—	:	-
as	IN	as
a	DT	a
result	NN	result
,	,	,
we	PP	we
decided	VBD	decide
to	TO	to
liberalize	VB	liberalize
many	JJ	many
of	IN	of
our	PP$	our
markets	NNS	market
.	SENT	.
Can	MD	can
you	PP	you
believe	VBP	believe
that	IN	that
prior	RB	prior
to	TO	to
this	DT	this
reform	NN	reform
—	:	-
which	WDT	which
started	VBD	start
at	IN	at
the	DT	the
end	NN	end
of	IN	of
2003	CD	@card@
,	,	,
when	WRB	when
I	PP	I
left	VBD	leave
Washington	NP	Washington
to	TO	to
go	VB	go
and	CC	and
take	VB	take
up	RP	up
the	DT	the
post	NN	post
of	IN	of
Finance	NP	Finance
Minister	NP	Minister
—	:	-
we	PP	we
had	VBD	have
a	DT	a
telecommunications	NNS	telecommunication
company	NN	company
that	WDT	that
was	VBD	be
only	RB	only
able	JJ	able
to	TO	to
develop	VB	develop
4	CD	@card@
,	,	,
500	CD	@card@
landlines	NNS	landline
in	IN	in
its	PP$	its
entire	JJ	entire
30-year	JJ	30-year
history	NN	history
?	SENT	?
Having	VBG	have
a	DT	a
telephone	NN	telephone
in	IN	in
my	PP$	my
country	NN	country
was	VBD	be
a	DT	a
huge	JJ	huge
luxury	NN	luxury
.	SENT	.
You	PP	you
couldn	NNS	<unknown>
'	POS	'
t	NN	t
get	VB	get
it	PP	it
.	SENT	.
You	PP	you
had	VBD	have
to	TO	to
bribe	VB	bribe
.	SENT	.
You	PP	you
had	VBD	have
to	TO	to
do	VB	do
everything	NN	everything
to	TO	to
get	VB	get
your	PP$	your
phone	NN	phone
.	SENT	.
When	WRB	when
President	NP	President
Obasanjo	NP	<unknown>
supported	VBD	support
and	CC	and
launched	VBD	launch
the	DT	the
liberalization	NN	liberalization
of	IN	of
the	DT	the
telecommunications	NNS	telecommunication
sector	NN	sector
,	,	,
we	PP	we
went	VBD	go
from	IN	from
4	CD	@card@
,	,	,
500	CD	@card@
landlines	NNS	landline
to	TO	to
32	CD	@card@
million	CD	million
GSM	NN	GSM
lines	NNS	line
,	,	,
and	CC	and
counting	VBG	count
.	SENT	.
Nigeria	NP	Nigeria
'	POS	'
s	NN	S
telecoms	NNS	<unknown>
market	NN	market
is	VBZ	be
the	DT	the
second-fastest	NN	second-fastest
growing	VBG	grow
in	IN	in
the	DT	the
world	NN	world
,	,	,
after	IN	after
China	NP	China
.	SENT	.
We	PP	we
are	VBP	be
getting	VBG	get
investments	NNS	investment
of	IN	of
about	RB	about
a	DT	a
billion	NN	billion
dollars	NNS	dollar
a	DT	a
year	NN	year
in	IN	in
telecoms	NNS	<unknown>
.	SENT	.
And	CC	and
nobody	NN	nobody
knows	VBZ	know
,	,	,
except	IN	except
a	DT	a
few	JJ	few
smart	JJ	smart
people	NNS	people
.	SENT	.
The	DT	the
smartest	JJS	smart
one	CD	one
,	,	,
first	JJ	first
to	TO	to
come	VB	come
in	IN	in
,	,	,
was	VBD	be
the	DT	the
MTN	NP	MTN
company	NN	company
of	IN	of
South	NP	South
Africa	NP	Africa
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
three	CD	three
years	NNS	year
that	IN	that
I	PP	I
was	VBD	be
Finance	NP	Finance
Minister	NP	Minister
,	,	,
they	PP	they
made	VBD	make
an	DT	an
average	NN	average
of	IN	of
360	CD	@card@
million	CD	million
dollars	NNS	dollar
profit	NN	profit
per	IN	per
year	NN	year
.	SENT	.
360	CD	@card@
million	CD	million
in	IN	in
a	DT	a
market	NN	market
—	:	-
in	IN	in
a	DT	a
country	NN	country
that	WDT	that
is	VBZ	be
a	DT	a
poor	JJ	poor
country	NN	country
,	,	,
with	IN	with
an	DT	an
average	NN	average
per	IN	per
capita	NN	capita
income	NN	income
just	RB	just
under	IN	under
500	CD	@card@
dollars	NNS	dollar
per	IN	per
capita	NN	capita
.	SENT	.
So	IN	so
the	DT	the
market	NN	market
is	VBZ	be
there	RB	there
.	SENT	.
When	WRB	when
they	PP	they
kept	VBD	keep
this	DT	this
under	IN	under
wraps	NNS	wrap
,	,	,
but	CC	but
soon	RB	soon
others	NNS	other
got	VBD	get
to	TO	to
know	VB	know
.	SENT	.
Nigerians	NNS	Nigerian
themselves	PP	themselves
began	VBD	begin
to	TO	to
develop	VB	develop
some	DT	some
wireless	NN	wireless
telecommunications	NNS	telecommunication
companies	NNS	company
,	,	,
and	CC	and
three	CD	three
or	CC	or
four	CD	four
others	NNS	other
have	VBP	have
come	VBN	come
in	RP	in
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
huge	JJ	huge
market	NN	market
out	IN	out
there	RB	there
,	,	,
and	CC	and
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
about	IN	about
it	PP	it
,	,	,
or	CC	or
they	PP	they
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
know	VB	know
.	SENT	.
So	IN	so
privatization	NN	privatization
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
we	PP	we
'	POS	'
ve	NNS	<unknown>
done	VBN	do
.	SENT	.
The	DT	the
other	JJ	other
thing	NN	thing
we	PP	we
'	POS	'
ve	NN	ve
also	RB	also
done	VBN	do
is	VBZ	be
to	TO	to
manage	VB	manage
our	PP$	our
finances	NNS	finance
better	RBR	well
.	SENT	.
Because	IN	because
nobody	NN	nobody
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
help	VB	help
you	PP	you
and	CC	and
support	VB	support
you	PP	you
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
managing	VBG	manage
your	PP$	your
own	JJ	own
finances	NNS	finance
well	RB	well
.	SENT	.
And	CC	and
Nigeria	NP	Nigeria
,	,	,
with	IN	with
the	DT	the
oil	NN	oil
sector	NN	sector
,	,	,
had	VBD	have
the	DT	the
reputation	NN	reputation
of	IN	of
being	VBG	be
