About	IN	about
scores	NNS	score
.	SENT	.
And	CC	and
from	IN	from
a	DT	a
couple	NN	couple
of	IN	of
bars	NNS	bar
of	IN	of
existing	VBG	exist
music	NN	music
,	,	,
it	PP	it
actually	RB	actually
tries	VBZ	try
to	TO	to
infer	VB	infer
what	WP	what
notes	NNS	note
should	MD	should
come	VB	come
next	JJ	next
in	IN	in
those	DT	those
tracks	NNS	track
.	SENT	.
And	CC	and
once	RB	once
AIVA	NP	<unknown>
gets	VBZ	get
good	JJ	good
at	IN	at
those	DT	those
predictions	NNS	prediction
,	,	,
it	PP	it
can	MD	can
actually	RB	actually
build	VB	build
a	DT	a
set	NN	set
of	IN	of
mathematical	JJ	mathematical
rules	NNS	rule
for	IN	for
that	DT	that
style	NN	style
of	IN	of
music	NN	music
in	IN	in
order	NN	order
to	TO	to
create	VB	create
its	PP$	its
own	JJ	own
original	JJ	original
compositions	NNS	composition
.	SENT	.
And	CC	and
in	IN	in
a	DT	a
way	NN	way
,	,	,
this	DT	this
is	VBZ	be
kind	NN	kind
of	IN	of
how	WRB	how
we	PP	we
,	,	,
humans	NNS	human
,	,	,
compose	VB	compose
music	NN	music
,	,	,
too	RB	too
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
trial-	NN	<unknown>
and-error	NN	and-error
process	NN	process
,	,	,
during	IN	during
which	WDT	which
we	PP	we
may	MD	may
not	RB	not
get	VB	get
the	DT	the
right	NN	right
notes	VBZ	note
all	PDT	all
the	DT	the
time	NN	time
.	SENT	.
But	CC	but
we	PP	we
can	MD	can
correct	VB	correct
ourselves	PP	ourselves
,	,	,
either	CC	either
with	IN	with
our	PP$	our
musical	JJ	musical
ear	NN	ear
or	CC	or
our	PP$	our
musical	JJ	musical
knowledge	NN	knowledge
.	SENT	.
But	CC	but
for	IN	for
AIVA	NP	<unknown>
,	,	,
this	DT	this
process	NN	process
is	VBZ	be
taken	VBN	take
from	IN	from
years	NNS	year
and	CC	and
years	NNS	year
of	IN	of
learning	NN	learning
,	,	,
decades	NNS	decade
of	IN	of
learning	VBG	learn
as	IN	as
an	DT	an
artist	NN	artist
,	,	,
as	IN	as
a	DT	a
musician	NN	musician
and	CC	and
a	DT	a
composer	NN	composer
,	,	,
down	RB	down
to	TO	to
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
.	SENT	.
But	CC	but
music	NN	music
is	VBZ	be
also	RB	also
a	DT	a
supersubjective	JJ	supersubjective
art	NN	art
.	SENT	.
And	CC	and
we	PP	we
needed	VBD	need
to	TO	to
teach	VB	teach
AIVA	NP	<unknown>
how	WRB	how
to	TO	to
compose	VB	compose
the	DT	the
right	JJ	right
music	NN	music
for	IN	for
the	DT	the
right	JJ	right
person	NN	person
,	,	,
because	IN	because
people	NNS	people
have	VBP	have
different	JJ	different
preferences	NNS	preference
.	SENT	.
And	CC	and
to	TO	to
do	VB	do
that	IN	that
,	,	,
we	PP	we
show	VBP	show
to	TO	to
the	DT	the
algorithm	NN	algorithm
over	IN	over
30	CD	@card@
different	JJ	different
category	NN	category
labels	NNS	label
for	IN	for
each	DT	each
score	NN	score
in	IN	in
our	PP$	our
database	NN	database
.	SENT	.
So	IN	so
those	DT	those
category	NN	category
labels	NNS	label
are	VBP	be
like	IN	like
mood	NN	mood
or	CC	or
note	NN	note
density	NN	density
or	CC	or
composer	NN	composer
style	NN	style
of	IN	of
a	DT	a
piece	NN	piece
or	CC	or
the	DT	the
epoch	NN	epoch
during	IN	during
which	WDT	which
it	PP	it
was	VBD	be
written	VBN	write
.	SENT	.
And	CC	and
by	IN	by
seeing	VBG	see
all	PDT	all
this	DT	this
data	NNS	datum
,	,	,
AIVA	NP	<unknown>
can	MD	can
actually	RB	actually
respond	VB	respond
to	TO	to
very	RB	very
precise	JJ	precise
requirements	NNS	requirement
.	SENT	.
Like	IN	like
the	DT	the
ones	NNS	one
,	,	,
for	IN	for
example	NN	example
,	,	,
we	PP	we
had	VBD	have
for	IN	for
a	DT	a
project	NN	project
recently	RB	recently
,	,	,
where	WRB	where
we	PP	we
were	VBD	be
commissioned	VBN	commission
to	TO	to
create	VB	create
a	DT	a
piece	NN	piece
that	WDT	that
would	MD	would
be	VB	be
reminiscent	JJ	reminiscent
of	IN	of
a	DT	a
science-fiction	NN	science-fiction
film	NN	film
soundtrack	NN	soundtrack
.	SENT	.
And	CC	and
the	DT	the
piece	NN	piece
that	WDT	that
was	VBD	be
created	VBN	create
is	VBZ	be
called	VBN	call
"	''	"
Among	IN	among
the	DT	the
Stars	NP	Stars
"	''	"
and	CC	and
it	PP	it
was	VBD	be
recorded	VBN	record
with	IN	with
CMG	NP	CMG
Orchestra	NN	orchestra
in	IN	in
Hollywood	NP	Hollywood
,	,	,
under	IN	under
great	JJ	great
conductor	NN	conductor
John	NP	John
Beal	NP	Beal
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
they	PP	they
recorded	VBD	record
,	,	,
made	VBN	make
by	IN	by
AIVA	NP	<unknown>
.	SENT	.
What	WP	what
do	VBP	do
you	PP	you
think	VBP	think
?	SENT	?
Thank	VB	thank
you	PP	you
.	SENT	.
So	RB	so
,	,	,
as	IN	as
you	PP	you
'	POS	'
ve	NNS	<unknown>
seen	VBN	see
,	,	,
AI	VBP	ai
can	MD	can
create	VB	create
beautiful	JJ	beautiful
pieces	NNS	piece
of	IN	of
music	NN	music
,	,	,
and	CC	and
the	DT	the
best	JJS	good
part	NN	part
of	IN	of
it	PP	it
is	VBZ	be
that	IN	that
humans	NNS	human
can	MD	can
actually	RB	actually
bring	VB	bring
them	PP	them
to	TO	to
life	NN	life
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
history	NN	history
that	IN	that
technology	NN	technology
has	VBZ	have
augmented	VBN	augment
human	JJ	human
creativity	NN	creativity
.	SENT	.
Live	JJ	live
music	NN	music
was	VBD	be
almost	RB	almost
always	RB	always
used	VBN	use
in	IN	in
silent	JJ	silent
films	NNS	film
to	TO	to
augment	VB	augment
the	DT	the
experience	NN	experience
.	SENT	.
But	CC	but
the	DT	the
problem	NN	problem
with	IN	with
live	JJ	live
music	NN	music
is	VBZ	be
that	IN	that
it	PP	it
didn	NNS	<unknown>
'	POS	'
t	NN	t
scale	NN	scale
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
hard	JJ	hard
to	TO	to
cram	VB	cram
a	DT	a
full	JJ	full
symphony	NN	symphony
into	IN	into
a	DT	a
small	JJ	small
theater	NN	theater
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
hard	JJ	hard
to	TO	to
do	VB	do
that	IN	that
for	IN	for
every	DT	every
theater	NN	theater
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
when	WRB	when
music	NN	music
recording	NN	recording
was	VBD	be
actually	RB	actually
invented	VBN	invent
,	,	,
it	PP	it
allowed	VBD	allow
content	JJ	content
creators	NNS	creator
,	,	,
like	IN	like
film	NN	film
creators	NNS	creator
,	,	,
to	TO	to
have	VB	have
prerecorded	VBN	prerecord
and	CC	and
original	JJ	original
music	NN	music
tailored	VBN	tailor
to	TO	to
each	DT	each
and	CC	and
every	DT	every
frame	NN	frame
of	IN	of
their	PP$	their
stories	NNS	story
.	SENT	.
And	CC	and
that	DT	that
was	VBD	be
really	RB	really
an	DT	an
enhancer	NN	enhancer
of	IN	of
creativity	NN	creativity
.	SENT	.
Two	CD	two
and	CC	and
a	DT	a
half	NN	half
years	NNS	year
ago	RB	ago
,	,	,
when	WRB	when
I	PP	I
watched	VBD	watch
this	DT	this
movie	NN	movie
"	``	"
Her	PP$	her
,	,	,
"	''	"
I	PP	I
thought	VBD	think
to	TO	to
myself	PP	myself
that	IN	that
personalized	JJ	personalized
music	NN	music
would	MD	would
be	VB	be
the	DT	the
next	JJ	next
single	JJ	single
biggest	JJS	big
change	NN	change
in	IN	in
how	WRB	how
we	PP	we
consume	VBP	consume
and	CC	and
create	VBP	create
music	NN	music
.	SENT	.
Because	IN	because
nowadays	RB	nowadays
,	,	,
we	PP	we
have	VBP	have
interactive	JJ	interactive
content	NN	content
,	,	,
like	IN	like
video	JJ	video
games	NNS	game
,	,	,
that	WDT	that
have	VBP	have
hundreds	NNS	hundred
of	IN	of
hours	NNS	hour
of	IN	of
interactive	JJ	interactive
game	NN	game
plays	NNS	play
,	,	,
but	CC	but
only	RB	only
two	CD	two
hours	NNS	hour
of	IN	of
music	NN	music
,	,	,
on	IN	on
average	NN	average
.	SENT	.
And	CC	and
it	PP	it
means	VBZ	mean
that	IN	that
the	DT	the
music	NN	music
loops	NNS	loop
and	CC	and
loops	NNS	loop
and	CC	and
loops	NNS	loop
over	IN	over
and	CC	and
over	IN	over
again	RB	again
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
very	RB	very
immersive	JJ	<unknown>
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
'	POS	'
re	NN	re
working	VBG	work
on	IN	on
is	VBZ	be
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
AI	NN	ai
can	MD	can
compose	VB	compose
hundreds	NNS	hundred
of	IN	of
hours	NNS	hour
of	IN	of
personalized	JJ	personalized
music	NN	music
for	IN	for
those	DT	those
use	NN	use
cases	NNS	case
where	WRB	where
human	JJ	human
creativity	NN	creativity
doesn	NN	<unknown>
'	POS	'
t	NN	t
scale	NN	scale
.	SENT	.
And	CC	and
we	PP	we
don	NN	don
'	POS	'
t	NN	t
just	RB	just
want	VBP	want
to	TO	to
do	VB	do
that	IN	that
for	IN	for
games	NNS	game
.	SENT	.
Beethoven	NP	Beethoven
actually	RB	actually
wrote	VBD	write
a	DT	a
piece	NN	piece
for	IN	for
his	PP$	his
beloved	NN	beloved
,	,	,
called	VBD	call
"	``	"
F��r	NP	<unknown>
Elise	NP	Elise
,	,	,
"	''	"
and	CC	and
imagine	VB	imagine
if	IN	if
we	PP	we
could	MD	could
bring	VB	bring
back	RB	back
Beethoven	NP	Beethoven
to	TO	to
life	NN	life
.	SENT	.
And	CC	and
if	IN	if
he	PP	he
was	VBD	be
sitting	VBG	sit
next	JJ	next
to	TO	to
you	PP	you
,	,	,
composing	VBG	compose
a	DT	a
music	NN	music
for	IN	for
your	PP$	your
personality	NN	personality
and	CC	and
your	PP$	your
life	NN	life
story	NN	story
.	SENT	.
Or	CC	or
imagine	VB	imagine
if	IN	if
someone	NN	someone
like	IN	like
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
,	,	,
for	IN	for
example	NN	example
,	,	,
had	VBD	have
a	DT	a
personalized	JJ	personalized
AI	NN	ai
composer	NN	composer
.	SENT	.
Maybe	RB	maybe
then	RB	then
we	PP	we
would	MD	would
remember	VB	remember
"	``	"
I	PP	I
Have	VBP	have
a	DT	a
Dream	NN	dream
"	``	"
not	RB	not
only	RB	only
as	IN	as
a	DT	a
great	JJ	great
speech	NN	speech
,	,	,
but	CC	but
also	RB	also
as	IN	as
a	DT	a
great	JJ	great
piece	NN	piece
of	IN	of
music	NN	music
,	,	,
part	NN	part
of	IN	of
our	PP$	our
history	NN	history
,	,	,
and	CC	and
capturing	VBG	capture
Dr	NN	Dr
.	SENT	.
King	NP	King
'	POS	'
s	NN	S
ideals	NNS	ideal
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
our	PP$	our
vision	NN	vision
at	IN	at
AIVA	NP	<unknown>
:	:	:
to	TO	to
personalize	VB	personalize
music	NN	music
so	RB	so
that	IN	that
each	DT	each
and	CC	and
every	DT	every
one	CD	one
of	IN	of
you	PP	you
and	CC	and
every	DT	every
individual	NN	individual
in	IN	in
the	DT	the
world	NN	world
can	MD	can
have	VB	have
access	NN	access
to	TO	to
a	DT	a
personalized	JJ	personalized
live	JJ	live
soundtrack	NN	soundtrack
,	,	,
based	VBN	base
on	IN	on
their	PP$	their
story	NN	story
and	CC	and
their	PP$	their
personality	NN	personality
.	SENT	.
So	IN	so
this	DT	this
moment	NN	moment
here	RB	here
together	RB	together
at	IN	at
TED	VB	ted
is	VBZ	be
now	RB	now
part	NN	part
of	IN	of
our	PP$	our
life	NN	life
story	NN	story
.	SENT	.
So	RB	so
it	PP	it
only	RB	only
felt	VBD	feel
fitting	NN	fitting
that	IN	that
AIVA	NP	<unknown>
would	MD	would
compose	VB	compose
music	NN	music
for	IN	for
this	DT	this
moment	NN	moment
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NNS	<unknown>
exactly	RB	exactly
what	WP	what
we	PP	we
did	VBD	do
.	SENT	.
So	IN	so
my	PP$	my
team	NN	team
and	CC	and
I	PP	I
worked	VBD	work
on	IN	on
biasing	VBG	bias
AIVA	NP	<unknown>
on	IN	on
the	DT	the
style	NN	style
of	IN	of
the	DT	the
TED	VBP	ted
jingle	NN	jingle
,	,	,
and	CC	and
on	IN	on
music	NN	music
that	WDT	that
makes	VBZ	make
us	PP	us
feel	VBP	feel
a	DT	a
sense	NN	sense
of	IN	of
awe	NN	awe
and	CC	and
wonder	NN	wonder
.	SENT	.
And	CC	and
the	DT	the
result	NN	result
is	VBZ	be
called	VBN	call
"	``	"
The	DT	the
Age	NP	Age
of	IN	of
Amazement	NN	amazement
.	SENT	.
"	''	"
Didn	NP	<unknown>
'	POS	'
t	NN	t
take	VB	take
an	DT	an
AI	VBP	ai
to	TO	to
figure	VB	figure
that	IN	that
one	CD	one
out	RP	out
.	SENT	.
And	CC	and
I	PP	I
couldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
more	RBR	more
proud	JJ	proud
to	TO	to
show	VB	show
it	PP	it
to	TO	to
you	PP	you
,	,	,
so	RB	so
if	IN	if
you	PP	you
can	MD	can
,	,	,
close	VB	close
your	PP$	your
eyes	NNS	eye
and	CC	and
enjoy	VB	enjoy
the	DT	the
music	NN	music
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
[	SYM	[
The	DT	the
Age	NP	Age
of	IN	of
Amazement	NN	amazement
Composed	VBN	compose
by	IN	by
AIVA	NP	<unknown>
]	SYM	]
This	DT	this
was	VBD	be
for	IN	for
all	DT	all
of	IN	of
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
