Let	NP	Let
being	VBG	be
zero	NN	zero
and	CC	and
a	DT	a
30	CD	@card@
percent	NN	percent
chance	NN	chance
of	IN	of
being	VBG	be
one	CD	one
or	CC	or
80-20	CD	@card@
or	CC	or
60-40	CD	@card@
.	SENT	.
The	DT	the
possibilities	NNS	possibility
are	VBP	be
endless	JJ	endless
.	SENT	.
The	DT	the
key	JJ	key
idea	NN	idea
here	RB	here
is	VBZ	be
that	IN	that
we	PP	we
have	VBP	have
to	TO	to
give	VB	give
up	RP	up
on	IN	on
precise	JJ	precise
values	NNS	value
of	IN	of
zero	CD	zero
and	CC	and
one	CD	one
and	CC	and
allow	VB	allow
for	IN	for
some	DT	some
uncertainty	NN	uncertainty
.	SENT	.
So	RB	so
during	IN	during
the	DT	the
game	NN	game
,	,	,
the	DT	the
quantum	NN	quantum
computer	NN	computer
creates	VBZ	create
this	DT	this
fluid	JJ	fluid
combination	NN	combination
of	IN	of
heads	NNS	head
and	CC	and
tails	NNS	tail
,	,	,
zero	CD	zero
and	CC	and
one	CD	one
,	,	,
so	RB	so
that	IN	that
no	DT	no
matter	NN	matter
what	WP	what
the	DT	the
player	NN	player
does	VBZ	do
,	,	,
flip	VB	flip
or	CC	or
no	DT	no
flip	NN	flip
,	,	,
the	DT	the
superposition	NN	superposition
remains	VBZ	remain
intact	JJ	intact
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
like	IN	like
stirring	VBG	stir
a	DT	a
mixture	NN	mixture
of	IN	of
two	CD	two
fluids	NNS	fluid
.	SENT	.
Whether	IN	whether
or	CC	or
not	RB	not
you	PP	you
stir	VBP	stir
,	,	,
the	DT	the
fluids	NNS	fluid
remain	VBP	remain
in	IN	in
a	DT	a
mixture	NN	mixture
,	,	,
but	CC	but
in	IN	in
its	PP$	its
final	JJ	final
move	NN	move
,	,	,
the	DT	the
quantum	NN	quantum
computer	NN	computer
can	MD	can
unmix	VB	<unknown>
the	DT	the
zero	CD	zero
and	CC	and
one	CD	one
,	,	,
perfectly	RB	perfectly
recovering	VBG	recover
heads	NNS	head
so	IN	so
that	WDT	that
you	PP	you
lose	VBP	lose
every	DT	every
time	NN	time
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
this	DT	this
is	VBZ	be
all	PDT	all
a	DT	a
bit	NN	bit
weird	JJ	weird
,	,	,
you	PP	you
are	VBP	be
absolutely	RB	absolutely
right	JJ	right
.	SENT	.
Regular	JJ	regular
coins	NNS	coin
do	VBP	do
not	RB	not
exist	VB	exist
in	IN	in
combinations	NNS	combination
of	IN	of
heads	NNS	head
and	CC	and
tails	NNS	tail
.	SENT	.
We	PP	we
do	VBP	do
not	RB	not
experience	VB	experience
this	DT	this
fluid	JJ	fluid
quantum	NN	quantum
reality	NN	reality
in	IN	in
our	PP$	our
everyday	JJ	everyday
lives	NNS	life
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
are	VBP	be
confused	VBN	confuse
by	IN	by
quantum	NN	quantum
,	,	,
don	NN	don
'	POS	'
t	NN	t
worry	NN	worry
,	,	,
you	PP	you
'	POS	'
re	NN	re
getting	VBG	get
it	PP	it
.	SENT	.
But	CC	but
even	RB	even
though	IN	though
we	PP	we
don	NN	don
'	POS	'
t	NN	t
experience	NN	experience
quantum	NN	quantum
strangeness	NN	strangeness
,	,	,
we	PP	we
can	MD	can
see	VB	see
its	PP$	its
very	JJ	very
real	JJ	real
effects	NNS	effect
in	IN	in
action	NN	action
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
seen	VBN	see
the	DT	the
data	NNS	datum
for	IN	for
yourself	PP	yourself
.	SENT	.
The	DT	the
quantum	NN	quantum
computer	NN	computer
won	VBD	win
because	IN	because
it	PP	it
harnessed	VBD	harness
superposition	NN	superposition
and	CC	and
uncertainty	NN	uncertainty
,	,	,
and	CC	and
these	DT	these
quantum	NN	quantum
properties	NNS	property
are	VBP	be
powerful	JJ	powerful
,	,	,
not	RB	not
just	RB	just
to	TO	to
win	VB	win
coin	NN	coin
games	NNS	game
,	,	,
but	CC	but
also	RB	also
to	TO	to
build	VB	build
future	JJ	future
quantum	NN	quantum
technologies	NNS	technology
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
give	VB	give
you	PP	you
three	CD	three
examples	NNS	example
of	IN	of
potential	JJ	potential
applications	NNS	application
that	WDT	that
could	MD	could
change	VB	change
our	PP$	our
lives	NNS	life
.	SENT	.
First	JJ	first
of	IN	of
all	DT	all
,	,	,
quantum	NN	quantum
uncertainty	NN	uncertainty
could	MD	could
be	VB	be
used	VBN	use
to	TO	to
create	VB	create
private	JJ	private
keys	NNS	key
for	IN	for
encrypting	VBG	encrypt
messages	NNS	message
sent	VBN	send
from	IN	from
one	CD	one
location	NN	location
to	TO	to
another	DT	another
so	IN	so
that	WDT	that
hackers	NNS	hacker
could	MD	could
not	RB	not
secretly	RB	secretly
copy	VB	copy
the	DT	the
key	NN	key
perfectly	RB	perfectly
,	,	,
because	IN	because
of	IN	of
quantum	NN	quantum
uncertainty	NN	uncertainty
.	SENT	.
They	PP	they
would	MD	would
have	VB	have
to	TO	to
break	VB	break
the	DT	the
laws	NNS	law
of	IN	of
quantum	NN	quantum
physics	NNS	physic
to	TO	to
hack	VB	hack
the	DT	the
key	NN	key
.	SENT	.
So	IN	so
this	DT	this
kind	NN	kind
of	IN	of
unbreakable	JJ	unbreakable
encryption	NN	encryption
is	VBZ	be
already	RB	already
being	VBG	be
tested	VBN	test
by	IN	by
banks	NNS	bank
and	CC	and
other	JJ	other
institutions	NNS	institution
worldwide	RB	worldwide
.	SENT	.
Today	NN	today
,	,	,
we	PP	we
use	VBP	use
more	JJR	more
than	IN	than
17	CD	@card@
billion	NNS	billion
connected	VBN	connect
devices	NNS	device
globally	RB	globally
.	SENT	.
Just	RB	just
imagine	VB	imagine
the	DT	the
impact	NN	impact
quantum	NN	quantum
encryption	NN	encryption
could	MD	could
have	VB	have
in	IN	in
the	DT	the
future	NN	future
.	SENT	.
Secondly	RB	secondly
,	,	,
quantum	NN	quantum
technologies	NNS	technology
could	MD	could
also	RB	also
transform	VB	transform
health	NN	health
care	NN	care
and	CC	and
medicine	NN	medicine
.	SENT	.
For	IN	for
example	NN	example
,	,	,
the	DT	the
design	NN	design
and	CC	and
analysis	NN	analysis
of	IN	of
molecules	NNS	molecule
for	IN	for
drug	NN	drug
development	NN	development
is	VBZ	be
a	DT	a
challenging	JJ	challenging
problem	NN	problem
today	NN	today
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
because	IN	because
exactly	RB	exactly
describing	VBG	describe
and	CC	and
calculating	VBG	calculate
all	DT	all
of	IN	of
the	DT	the
quantum	NN	quantum
properties	NNS	property
of	IN	of
all	PDT	all
the	DT	the
atoms	NNS	atom
in	IN	in
the	DT	the
molecule	NN	molecule
is	VBZ	be
a	DT	a
computationally	RB	computationally
difficult	JJ	difficult
task	NN	task
,	,	,
even	RB	even
for	IN	for
our	PP$	our
supercomputers	NNS	supercomputer
.	SENT	.
But	CC	but
a	DT	a
quantum	NN	quantum
computer	NN	computer
could	MD	could
do	VB	do
better	RBR	well
,	,	,
because	IN	because
it	PP	it
operates	VBZ	operate
using	VBG	use
the	DT	the
same	JJ	same
quantum	NN	quantum
properties	NNS	property
as	IN	as
the	DT	the
molecule	NN	molecule
it	PP	it
'	POS	'
s	NNS	<unknown>
trying	VBG	try
to	TO	to
simulate	VB	simulate
.	SENT	.
So	IN	so
future	JJ	future
large-scale	JJ	large-scale
quantum	NN	quantum
simulations	NNS	simulation
for	IN	for
drug	NN	drug
development	NN	development
could	MD	could
perhaps	RB	perhaps
lead	VB	lead
to	TO	to
treatments	NNS	treatment
for	IN	for
diseases	NNS	disease
like	IN	like
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
,	,	,
which	WDT	which
affects	VBZ	affect
thousands	NNS	thousand
of	IN	of
lives	NNS	life
.	SENT	.
And	CC	and
thirdly	RB	thirdly
,	,	,
my	PP$	my
favorite	JJ	favorite
quantum	NN	quantum
application	NN	application
is	VBZ	be
teleportation	NN	<unknown>
of	IN	of
information	NN	information
from	IN	from
one	CD	one
location	NN	location
to	TO	to
another	DT	another
without	IN	without
physically	RB	physically
transmitting	VBG	transmit
the	DT	the
information	NN	information
.	SENT	.
Sounds	NNS	sound
like	IN	like
sci-fi	NN	sci-fi
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
possible	JJ	possible
,	,	,
because	IN	because
these	DT	these
fluid	JJ	fluid
identities	NNS	identity
of	IN	of
the	DT	the
quantum	NN	quantum
particles	NNS	particle
can	MD	can
get	VB	get
entangled	JJ	entangled
across	IN	across
space	NN	space
and	CC	and
time	NN	time
in	IN	in
such	PDT	such
a	DT	a
way	NN	way
that	IN	that
when	WRB	when
you	PP	you
change	VBP	change
something	NN	something
about	IN	about
one	CD	one
particle	NN	particle
,	,	,
it	PP	it
can	MD	can
impact	VB	impact
the	DT	the
other	JJ	other
,	,	,
and	CC	and
that	WDT	that
creates	VBZ	create
a	DT	a
channel	NN	channel
for	IN	for
teleportation	NN	<unknown>
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
already	RB	already
been	VBN	be
demonstrated	VBN	demonstrate
in	IN	in
research	NN	research
labs	NNS	lab
and	CC	and
could	MD	could
be	VB	be
part	NN	part
of	IN	of
a	DT	a
future	JJ	future
quantum	NN	quantum
internet	NN	Internet
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
such	PDT	such
a	DT	a
network	NN	network
as	IN	as
yet	RB	yet
,	,	,
but	CC	but
my	PP$	my
team	NN	team
is	VBZ	be
working	VBG	work
on	IN	on
these	DT	these
possibilities	NNS	possibility
,	,	,
by	IN	by
simulating	VBG	simulate
a	DT	a
quantum	NN	quantum
network	NN	network
on	IN	on
a	DT	a
quantum	NN	quantum
computer	NN	computer
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
designed	VBN	design
and	CC	and
implemented	VBN	implement
some	DT	some
interesting	JJ	interesting
new	JJ	new
protocols	NNS	protocol
such	JJ	such
as	IN	as
teleportation	NN	<unknown>
among	IN	among
different	JJ	different
users	NNS	user
in	IN	in
the	DT	the
network	NN	network
and	CC	and
efficient	JJ	efficient
data	NNS	datum
transmission	NN	transmission
and	CC	and
even	RB	even
secure	JJ	secure
voting	NN	voting
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
fun	NN	fun
for	IN	for
me	PP	me
,	,	,
being	VBG	be
a	DT	a
quantum	NN	quantum
physicist	NN	physicist
.	SENT	.
I	PP	I
highly	RB	highly
recommend	VBP	recommend
it	PP	it
.	SENT	.
We	PP	we
get	VBP	get
to	TO	to
be	VB	be
explorers	NNS	explorer
in	IN	in
a	DT	a
quantum	NN	quantum
wonderland	NN	wonderland
.	SENT	.
Who	WP	who
knows	VBZ	know
what	WP	what
applications	NNS	application
we	PP	we
will	MD	will
discover	VB	discover
next	JJ	next
.	SENT	.
We	PP	we
must	MD	must
tread	VB	tread
carefully	RB	carefully
and	CC	and
responsibly	RB	responsibly
as	IN	as
we	PP	we
build	VBP	build
our	PP$	our
quantum	NN	quantum
future	NN	future
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
,	,	,
personally	RB	personally
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
see	VB	see
quantum	NN	quantum
physics	NNS	physic
as	IN	as
a	DT	a
tool	NN	tool
just	RB	just
to	TO	to
build	VB	build
quantum	NN	quantum
computers	NNS	computer
.	SENT	.
I	PP	I
see	VBP	see
quantum	NN	quantum
computers	NNS	computer
as	IN	as
a	DT	a
way	NN	way
for	IN	for
us	PP	us
to	TO	to
probe	VB	probe
the	DT	the
mysteries	NNS	mystery
of	IN	of
nature	NN	nature
and	CC	and
reveal	VB	reveal
more	JJR	more
about	IN	about
this	DT	this
hidden	JJ	hidden
world	NN	world
outside	IN	outside
of	IN	of
our	PP$	our
experiences	NNS	experience
.	SENT	.
How	WRB	how
amazing	VBG	amaze
that	IN	that
we	PP	we
humans	NNS	human
,	,	,
with	IN	with
our	PP$	our
relatively	RB	relatively
limited	VBN	limit
access	NN	access
to	TO	to
the	DT	the
universe	NN	universe
,	,	,
can	MD	can
still	RB	still
see	VB	see
far	RB	far
beyond	IN	beyond
our	PP$	our
horizons	NNS	horizon
just	RB	just
using	VBG	use
our	PP$	our
imagination	NN	imagination
and	CC	and
our	PP$	our
ingenuity	NN	ingenuity
.	SENT	.
And	CC	and
the	DT	the
universe	NN	universe
rewards	VBZ	reward
us	PP	us
by	IN	by
showing	VBG	show
us	PP	us
how	WRB	how
incredibly	RB	incredibly
interesting	JJ	interesting
and	CC	and
surprising	JJ	surprising
it	PP	it
is	VBZ	be
.	SENT	.
The	DT	the
future	NN	future
is	VBZ	be
fundamentally	RB	fundamentally
uncertain	JJ	uncertain
,	,	,
and	CC	and
to	TO	to
me	PP	me
,	,	,
that	WDT	that
is	VBZ	be
certainly	RB	certainly
exciting	JJ	exciting
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
