Bryn	NP	Bryn
and	CC	and
tells	VBZ	tell
you	PP	you
,	,	,
"	``	"
Everything	NN	everything
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
fine	JJ	fine
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
all	RB	all
going	VBG	go
to	TO	to
work	VB	work
out	RP	out
great	JJ	great
.	SENT	.
Hey	UH	hey
,	,	,
when	WRB	when
they	PP	they
introduced	VBD	introduce
the	DT	the
ATM	NN	ATM
machine	NN	machine
,	,	,
years	NNS	year
later	RBR	later
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
more	JJR	more
tellers	NNS	teller
in	IN	in
banks	NNS	bank
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NNS	<unknown>
true	JJ	true
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
when	WRB	when
I	PP	I
looked	VBD	look
at	IN	at
it	PP	it
,	,	,
I	PP	I
thought	VBD	think
,	,	,
"	``	"
This	DT	this
is	VBZ	be
going	VBG	go
to	TO	to
accelerate	VB	accelerate
.	SENT	.
And	CC	and
if	IN	if
it	PP	it
does	VBZ	do
accelerate	VB	accelerate
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
chance	NN	chance
the	DT	the
center	NN	center
doesn	NN	<unknown>
'	POS	'
t	NN	t
hold	NN	hold
.	SENT	.
"	``	"
But	CC	but
I	PP	I
figured	VBD	figure
somebody	NN	somebody
must	MD	must
know	VB	know
the	DT	the
answer	NN	answer
to	TO	to
this	DT	this
;	:	;
there	EX	there
are	VBP	be
so	RB	so
many	JJ	many
ideas	NNS	idea
out	IN	out
there	RB	there
.	SENT	.
And	CC	and
I	PP	I
read	VBP	read
all	PDT	all
the	DT	the
books	NNS	book
,	,	,
and	CC	and
I	PP	I
went	VBD	go
to	TO	to
the	DT	the
conferences	NNS	conference
,	,	,
and	CC	and
at	IN	at
one	CD	one
point	NN	point
,	,	,
we	PP	we
counted	VBD	count
more	JJR	more
than	IN	than
100	CD	@card@
efforts	NNS	effort
to	TO	to
study	VB	study
the	DT	the
future	NN	future
of	IN	of
work	NN	work
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
a	DT	a
frustrating	JJ	frustrating
experience	NN	experience
,	,	,
because	IN	because
I	PP	I
'	POS	'
d	NN	d
hear	VBP	hear
the	DT	the
same	JJ	same
back-and-forth	NP	back-and-forth
over	IN	over
and	CC	and
over	IN	over
again	RB	again
:	:	:
"	``	"
The	DT	the
robots	NNS	robot
are	VBP	be
coming	VBG	come
!	SENT	!
"	''	"
And	CC	and
then	RB	then
somebody	NN	somebody
else	RB	else
would	MD	would
say	VB	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
don	NN	don
'	POS	'
t	NN	t
worry	NN	worry
about	IN	about
that	DT	that
,	,	,
they	PP	they
'	POS	'
ve	NN	ve
always	RB	always
said	VBD	say
that	IN	that
and	CC	and
it	PP	it
turns	VBZ	turn
out	RB	out
OK	JJ	OK
.	SENT	.
"	''	"
Then	RB	then
somebody	NN	somebody
else	RB	else
would	MD	would
say	VB	say
,	,	,
"	``	"
Well	UH	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
about	IN	about
the	DT	the
meaning	NN	meaning
of	IN	of
your	PP$	your
job	NN	job
,	,	,
anyway	RB	anyway
.	SENT	.
"	''	"
And	CC	and
then	RB	then
everybody	NN	everybody
would	MD	would
shrug	VB	shrug
and	CC	and
go	VB	go
off	RB	off
and	CC	and
have	VB	have
a	DT	a
drink	NN	drink
.	SENT	.
And	CC	and
it	PP	it
felt	VBD	feel
like	IN	like
there	EX	there
was	VBD	be
this	DT	this
Kabuki	NN	kabuki
theater	NN	theater
of	IN	of
this	DT	this
discussion	NN	discussion
,	,	,
where	WRB	where
nobody	NN	nobody
was	VBD	be
talking	VBG	talk
to	TO	to
each	DT	each
other	JJ	other
.	SENT	.
And	CC	and
many	JJ	many
of	IN	of
the	DT	the
people	NNS	people
that	IN	that
I	PP	I
knew	VBD	know
and	CC	and
worked	VBD	work
with	IN	with
in	IN	in
the	DT	the
technology	NN	technology
world	NN	world
were	VBD	be
not	RB	not
speaking	VBG	speak
to	TO	to
policy	NN	policy
makers	NNS	maker
;	:	;
the	DT	the
policy	NN	policy
makers	NNS	maker
were	VBD	be
not	RB	not
speaking	VBG	speak
to	TO	to
them	PP	them
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
partnered	VBD	partner
with	IN	with
a	DT	a
nonpartisan	JJ	nonpartisan
think	NN	think
tank	NN	tank
NGO	NN	Ngo
called	VBD	call
New	NP	New
America	NP	America
to	TO	to
study	VB	study
this	DT	this
issue	NN	issue
.	SENT	.
And	CC	and
we	PP	we
brought	VBD	bring
together	RB	together
a	DT	a
group	NN	group
of	IN	of
people	NNS	people
,	,	,
including	VBG	include
an	DT	an
AI	VBP	ai
czar	NN	czar
at	IN	at
a	DT	a
technology	NN	technology
company	NN	company
and	CC	and
a	DT	a
video	JJ	video
game	NN	game
designer	NN	designer
and	CC	and
a	DT	a
heartland	NN	heartland
conservative	NN	conservative
and	CC	and
a	DT	a
Wall	NP	Wall
Street	NP	Street
investor	NN	investor
and	CC	and
a	DT	a
socialist	JJ	socialist
magazine	NN	magazine
editor	NN	editor
—	:	-
literally	RB	literally
,	,	,
all	DT	all
in	IN	in
the	DT	the
same	JJ	same
room	NN	room
;	:	;
it	PP	it
was	VBD	be
occasionally	RB	occasionally
awkward	JJ	awkward
—	:	-
to	TO	to
try	VB	try
to	TO	to
figure	VB	figure
out	RP	out
what	WP	what
is	VBZ	be
it	PP	it
that	IN	that
will	MD	will
happen	VB	happen
here	RB	here
.	SENT	.
The	DT	the
question	NN	question
we	PP	we
asked	VBD	ask
was	VBD	be
simple	JJ	simple
.	SENT	.
It	PP	it
was	VBD	be
:	:	:
What	WP	what
is	VBZ	be
the	DT	the
effect	NN	effect
of	IN	of
technology	NN	technology
on	IN	on
work	NN	work
going	VBG	go
to	TO	to
be	VB	be
?	SENT	?
And	CC	and
we	PP	we
looked	VBD	look
out	RP	out
10	CD	@card@
to	TO	to
20	CD	@card@
years	NNS	year
,	,	,
because	IN	because
we	PP	we
wanted	VBD	want
to	TO	to
look	VB	look
out	RP	out
far	RB	far
enough	RB	enough
that	IN	that
there	EX	there
could	MD	could
be	VB	be
real	JJ	real
change	NN	change
,	,	,
but	CC	but
soon	RB	soon
enough	JJ	enough
that	IN	that
we	PP	we
weren	NNS	<unknown>
'	POS	'
t	NN	t
talking	VBG	talk
about	IN	about
teleportation	NN	<unknown>
or	CC	or
anything	NN	anything
like	IN	like
that	DT	that
.	SENT	.
And	CC	and
we	PP	we
recognized	VBD	recognize
—	:	-
and	CC	and
I	PP	I
think	VBP	think
every	DT	every
year	NN	year
we	PP	we
'	POS	'
re	NN	re
reminded	VBD	remind
of	IN	of
this	DT	this
in	IN	in
the	DT	the
world	NN	world
—	:	-
that	IN	that
predicting	VBG	predict
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
happen	VB	happen
is	VBZ	be
hard	JJ	hard
.	SENT	.
So	RB	so
instead	RB	instead
of	IN	of
predicting	VBG	predict
,	,	,
there	EX	there
are	VBP	be
other	JJ	other
things	NNS	thing
you	PP	you
can	MD	can
do	VB	do
.	SENT	.
You	PP	you
can	MD	can
try	VB	try
to	TO	to
imagine	VB	imagine
alternate	JJ	alternate
possible	JJ	possible
futures	NNS	future
,	,	,
which	WDT	which
is	VBZ	be
what	WP	what
we	PP	we
did	VBD	do
.	SENT	.
We	PP	we
did	VBD	do
a	DT	a
scenario-planning	NN	scenario-planning
exercise	NN	exercise
,	,	,
and	CC	and
we	PP	we
imagined	VBD	imagine
cases	NNS	case
where	WRB	where
no	DT	no
job	NN	job
is	VBZ	be
safe	JJ	safe
.	SENT	.
We	PP	we
imagined	VBD	imagine
cases	NNS	case
where	WRB	where
every	DT	every
job	NN	job
is	VBZ	be
safe	JJ	safe
.	SENT	.
And	CC	and
we	PP	we
imagined	VBD	imagine
every	DT	every
distinct	JJ	distinct
possibility	NN	possibility
we	PP	we
could	MD	could
.	SENT	.
And	CC	and
the	DT	the
result	NN	result
,	,	,
which	WDT	which
really	RB	really
surprised	VBD	surprise
us	PP	us
,	,	,
was	VBD	be
when	WRB	when
you	PP	you
think	VBP	think
through	IN	through
those	DT	those
futures	NNS	future
and	CC	and
you	PP	you
think	VBP	think
what	WP	what
should	MD	should
we	PP	we
do	VBP	do
,	,	,
the	DT	the
answers	NNS	answer
about	IN	about
what	WP	what
we	PP	we
should	MD	should
do	VB	do
actually	RB	actually
turn	VB	turn
out	RP	out
to	TO	to
be	VB	be
the	DT	the
same	JJ	same
,	,	,
no	DT	no
matter	NN	matter
what	WP	what
happens	VBZ	happen
.	SENT	.
And	CC	and
the	DT	the
irony	NN	irony
of	IN	of
looking	VBG	look
out	RP	out
10	CD	@card@
to	TO	to
20	CD	@card@
years	NNS	year
into	IN	into
the	DT	the
future	NN	future
is	VBZ	be
,	,	,
you	PP	you
realize	VBP	realize
that	IN	that
the	DT	the
things	NNS	thing
we	PP	we
want	VBP	want
to	TO	to
act	VB	act
on	IN	on
are	VBP	be
actually	RB	actually
already	RB	already
happening	VBG	happen
right	RB	right
now	RB	now
.	SENT	.
The	DT	the
automation	NN	automation
is	VBZ	be
right	RB	right
now	RB	now
,	,	,
the	DT	the
future	NN	future
is	VBZ	be
right	RB	right
now	RB	now
.	SENT	.
BF	NP	BF
:	:	:
So	RB	so
what	WP	what
does	VBZ	do
that	DT	that
mean	NN	mean
,	,	,
and	CC	and
what	WP	what
does	VBZ	do
that	RB	that
tell	VB	tell
us	PP	us
?	SENT	?
If	IN	if
the	DT	the
future	NN	future
is	VBZ	be
now	RB	now
,	,	,
what	WP	what
is	VBZ	be
it	PP	it
that	IN	that
we	PP	we
should	MD	should
be	VB	be
doing	VBG	do
,	,	,
and	CC	and
what	WP	what
should	MD	should
we	PP	we
be	VB	be
thinking	VBG	think
about	RB	about
?	SENT	?
RB	NN	RB
:	:	:
We	PP	we
have	VBP	have
to	TO	to
understand	VB	understand
the	DT	the
problem	NN	problem
first	RB	first
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
data	NNS	datum
are	VBP	be
that	IN	that
as	IN	as
the	DT	the
economy	NN	economy
becomes	VBZ	become
more	RBR	more
productive	JJ	productive
and	CC	and
individual	JJ	individual
workers	NNS	worker
become	VBP	become
more	RBR	more
productive	JJ	productive
,	,	,
their	PP$	their
wages	NNS	wage
haven	NN	haven
'	POS	'
t	NN	t
risen	VBN	rise
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
proportion	NN	proportion
of	IN	of
prime	JJ	prime
working-age	NN	working-age
men	NNS	man
,	,	,
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
at	IN	at
least	JJS	least
,	,	,
who	WP	who
work	VBP	work
now	RB	now
versus	IN	versus
in	IN	in
1960	CD	@card@
,	,	,
we	PP	we
have	VBP	have
three	CD	three
times	NNS	time
as	IN	as
many	JJ	many
men	NNS	man
not	RB	not
working	VBG	work
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
hear	VBP	hear
the	DT	the
stories	NNS	story
.	SENT	.
I	PP	I
sat	VBD	sit
down	RP	down
with	IN	with
a	DT	a
group	NN	group
of	IN	of
Walmart	NP	<unknown>
workers	NNS	worker
and	CC	and
said	VBD	say
,	,	,
"	``	"
What	WP	what
do	VBP	do
you	PP	you
think	VBP	think
about	IN	about
this	DT	this
cashier	NN	cashier
,	,	,
this	DT	this
futuristic	JJ	futuristic
self-checkout	NN	self-checkout
thing	NN	thing
?	SENT	?
"	''	"
They	PP	they
said	VBD	say
,	,	,
"	''	"
That	DT	that
'	''	'
s	NNS	<unknown>
nice	JJ	nice
,	,	,
but	CC	but
have	VB	have
you	PP	you
heard	VBN	hear
about	IN	about
the	DT	the
cash	NN	cash
recycler	NN	recycler
?	SENT	?
That	IN	that
'	POS	'
s	NNS	<unknown>
a	DT	a
machine	NN	machine
that	RB	that
'	POS	'
s	NNS	<unknown>
being	VBG	be
installed	VBN	install
right	RB	right
now	RB	now
,	,	,
and	CC	and
is	VBZ	be
eliminating	VBG	eliminate
two	CD	two
jobs	NNS	job
at	IN	at
every	DT	every
Walmart	NP	<unknown>
right	NN	right
now	RB	now
.	SENT	.
"	''	"
And	CC	and
so	RB	so
we	PP	we
just	RB	just
thought	VBD	think
,	,	,
"	``	"
Geez	NP	geez
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
understand	VB	understand
the	DT	the
problem	NN	problem
.	SENT	.
"	''	"
And	CC	and
so	RB	so
we	PP	we
looked	VBD	look
at	IN	at
the	DT	the
voices	NNS	voice
that	WDT	that
were	VBD	be
the	DT	the
ones	NNS	one
that	WDT	that
were	VBD	be
excluded	VBN	exclude
,	,	,
which	WDT	which
is	VBZ	be
all	RB	all
of	IN	of
the	DT	the
people	NNS	people
affected	VBN	affect
by	IN	by
this	DT	this
change	NN	change
.	SENT	.
And	CC	and
we	PP	we
decided	VBD	decide
to	TO	to
listen	VB	listen
to	TO	to
them	PP	them
,	,	,
sort	NN	sort
of	IN	of
"	``	"
automation	NN	automation
and	CC	and
its	PP$	its
discontents	NNS	discontent
.	SENT	.
"	``	"
And	CC	and
I	PP	I
'	POS	'
ve	NN	ve
spent	VBD	spend
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
years	NNS	year
doing	VBG	do
that	DT	that
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
to	TO	to
Flint	NP	Flint
,	,	,
Michigan	NP	Michigan
,	,	,
and	CC	and
Youngstown	NP	Youngstown
,	,	,
Ohio	NP	Ohio
,	,	,
talking	VBG	talk
about	IN	about
entrepreneurs	NNS	entrepreneur
,	,	,
trying	VBG	try
to	TO	to
make	VB	make
it	PP	it
work	VB	work
in	IN	in
a	DT	a
very	RB	very
different	JJ	different
environment	NN	environment
from	IN	from
New	NP	New
York	NP	York
or	CC	or
San	NP	San
Francisco	NP	Francisco
or	CC	or
London	NP	London
or	CC	or
Tokyo	NP	Tokyo
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
to	TO	to
prisons	NNS	prison
twice	RB	twice
to	TO	to
talk	VB	talk
to	TO	to
inmates	NNS	inmate
about	IN	about
their	PP$	their
jobs	NNS	job
after	IN	after
they	PP	they
leave	VBP	leave
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
sat	VBD	sit
down	RP	down
with	IN	with
truck	NN	truck
drivers	NNS	driver
to	TO	to
ask	VB	ask
them	PP	them
about	IN	about
the	DT	the
self-driving	JJ	self-driving
truck	NN	truck
,	,	,
with	IN	with
people	NNS	people
who	WP	who
,	,	,
in	IN	in
addition	NN	addition
to	TO	to
their	PP$	their
full-time	JJ	full-time
job	NN	job
,	,	,
care	NN	care
for	IN	for
an	DT	an
aging	VBG	age
relative	NN	relative
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
talk	VBP	talk
to	TO	to
people	NNS	people
,	,	,
there	EX	there
were	VBD	be
two	CD	two
themes	NNS	theme
that	WDT	that
came	VBD	come
out	RP	out
loud	JJ	loud
and	CC	and
clear	JJ	clear
.	SENT	.
The	DT	the
first	JJ	first
one	CD	one
was	VBD	be
that	IN	that
people	NNS	people
are	VBP	be
less	RBR	less
looking	VBG	look
for	IN	for
more	JJR	more
money	NN	money
or	CC	or
get	VB	get
out	RP	out
of	IN	of
the	DT	the
fear	NN	fear
of	IN	of
the	DT	the
robot	NN	robot
taking	VBG	take
their	PP$	their
job	NN	job
,	,	,
and	CC	and
they	PP	they
just	RB	just
want	VBP	want
something	NN	something
stable	NN	stable
.	SENT	.
They	PP	they
want	VBP	want
something	NN	something
predictable	JJ	predictable
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
survey	VBP	survey
people	NNS	people
and	CC	and
ask	VB	ask
them	PP	them
what	WP	what
they	PP	they
want	VBP	want
out	RP	out
of	IN	of
work	NN	work
,	,	,
for	IN	for
everybody	NN	everybody
who	WP	who
makes	VBZ	make
less	JJR	less
than	IN	than
150	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
,	,	,
they	PP	they
'	POS	'
ll	NNS	<unknown>
take	VBP	take
a	DT	a
more	RBR	more
stable	JJ	stable
and	CC	and
secure	JJ	secure
income	NN	income
,	,	,
on	IN	on
average	NN	average
,	,	,
over	IN	over
earning	VBG	earn
more	JJR	more
money	NN	money
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
think	VBP	think
about	IN	about
the	DT	the
fact	NN	fact
that	IN	that
not	RB	not
only	RB	only
for	IN	for
all	DT	all
of	IN	of
the	DT	the
people	NNS	people
across	IN	across
the	DT	the
earth	NN	earth
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
earn	VB	earn
a	DT	a
living	NN	living
,	,	,
but	CC	but
for	IN	for
those	DT	those
who	WP	who
do	VBP	do
,	,	,
the	DT	the
vast	JJ	vast
majority	NN	majority
earn	VB	earn
a	DT	a
different	JJ	different
amount	NN	amount
from	IN	from
month	NN	month
to	TO	to
month	NN	month
and	CC	and
have	VB	have
an	DT	an
instability	NN	instability
,	,	,
all	RB	all
of	IN	of
a	DT	a
sudden	JJ	sudden
you	PP	you
realize	VBP	realize
,	,	,
"	``	"
Wait	VB	wait
a	DT	a
minute	NN	minute
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
real	JJ	real
problem	NN	problem
on	IN	on
our	PP$	our
hands	NNS	hand
.	SENT	.
"	''	"
And	CC	and
the	DT	the
second	JJ	second
thing	NN	thing
they	PP	they
say	VBP	say
,	,	,
which	WDT	which
took	VBD	take
us	PP	us
a	DT	a
longer	JJR	long
time	NN	time
to	TO	to
understand	VB	understand
,	,	,
is	VBZ	be
they	PP	they
say	VBP	say
they	PP	they
want	VBP	want
dignity	NN	dignity
.	SENT	.
And	CC	and
that	DT	that
concept	NN	concept
of	IN	of
self-worth	NN	self-worth
through	IN	through
work	NN	work
emerged	VBD	emerge
again	RB	again
and	CC	and
again	RB	again
and	CC	and
again	RB	again
in	IN	in
our	PP$	our
conversations	NNS	conversation
.	SENT	.
BF	NP	BF
:	:	:
So	RB	so
,	,	,
I	PP	I
certainly	RB	certainly
appreciate	VBP	appreciate
this	DT	this
answer	NN	answer
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
'	''	'
t	NN	t
eat	VBP	eat
dignity	NN	dignity
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
clothe	VB	clothe
your	PP$	your
children	NNS	child
with	IN	with
self-esteem	NN	self-esteem
.	SENT	.
So	RB	so
,	,	,
what	WDT	what
is	VBZ	be
that	IN	that
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
reconcile	VB	reconcile
—	:	-
what	WP	what
does	VBZ	do
dignity	NN	dignity
mean	NN	mean
,	,	,
and	CC	and
what	WP	what
is	VBZ	be
the	DT	the
relationship	NN	relationship
between	IN	between
dignity	NN	dignity
and	CC	and
stability	NN	stability
?	SENT	?
RB	NN	RB
:	:	:
You	PP	you
can	MD	can
'	''	'
t	NN	t
eat	VB	eat
dignity	NN	dignity
.	SENT	.
You	PP	you
need	VBP	need
stability	NN	stability
first	RB	first
.	SENT	.
And	CC	and
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
,	,	,
many	JJ	many
of	IN	of
the	DT	the
conversations	NNS	conversation
that	WDT	that
are	VBP	be
happening	VBG	happen
right	RB	right
now	RB	now
are	VBP	be
about	IN	about
how	WRB	how
we	PP	we
solve	VBP	solve
that	RB	that
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
proponent	NN	proponent
of	IN	of
studying	VBG	study
guaranteed	VBN	guarantee
income	NN	income
,	,	,
as	RB	as
one	CD	one
example	NN	example
,	,	,
conversations	NNS	conversation
about	RB	about
how	WRB	how
health	NN	health
care	NN	care
gets	VBZ	get
provided	VBN	provide
and	CC	and
other	JJ	other
benefits	NNS	benefit
.	SENT	.
Those	DT	those
conversations	NNS	conversation
are	VBP	be
happening	VBG	happen
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
at	IN	at
a	DT	a
time	NN	time
where	WRB	where
we	PP	we
must	MD	must
figure	VB	figure
that	IN	that
out	RB	out
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
crisis	NN	crisis
of	IN	of
our	PP$	our
era	NN	era
.	SENT	.
And	CC	and
my	PP$	my
point	NN	point
of	IN	of
view	NN	view
after	IN	after
talking	VBG	talk
to	TO	to
people	NNS	people
is	VBZ	be
that	IN	that
we	PP	we
may	MD	may
do	VB	do
that	IN	that
,	,	,
and	CC	and
it	PP	it
still	RB	still
might	MD	might
not	RB	not
be	VB	be
enough	JJ	enough
.	SENT	.
Because	IN	because
what	WP	what
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
from	IN	from
the	DT	the
beginning	NN	beginning
is	VBZ	be
understand	VB	understand
what	WP	what
is	VBZ	be
it	PP	it
about	RB	about
work	VB	work
that	WDT	that
gives	VBZ	give
people	NNS	people
dignity	NN	dignity
,	,	,
so	RB	so
they	PP	they
can	MD	can
live	VB	live
the	DT	the
lives	NNS	life
that	WDT	that
they	PP	they
want	VBP	want
to	TO	to
live	VB	live
.	SENT	.
And	CC	and
so	RB	so
that	DT	that
concept	NN	concept
of	IN	of
dignity	NN	dignity
is	VBZ	be
.	SENT	.
.	SENT	.
.	SENT	.
it	PP	it
'	POS	'
s	NN	S
difficult	JJ	difficult
to	TO	to
get	VB	get
your	PP$	your
hands	NNS	hand
around	RB	around
,	,	,
because	IN	because
when	WRB	when
many	JJ	many
people	NNS	people
hear	VBP	hear
it	PP	it
—	:	-
especially	RB	especially
,	,	,
to	TO	to
be	VB	be
honest	JJ	honest
,	,	,
rich	JJ	rich
people	NNS	people
—	:	-
they	PP	they
hear	VBP	hear
"	``	"
meaning	NN	meaning
.	SENT	.
"	``	"
They	PP	they
hear	VBP	hear
"	``	"
My	PP$	my
work	NN	work
is	VBZ	be
important	JJ	important
to	TO	to
me	PP	me
.	SENT	.
"	''	"
And	CC	and
again	RB	again
,	,	,
if	IN	if
you	PP	you
survey	VBP	survey
people	NNS	people
and	CC	and
you	PP	you
ask	VBP	ask
them	PP	them
,	,	,
"	``	"
How	WRB	how
important	JJ	important
is	VBZ	be
it	PP	it
to	TO	to
you	PP	you
that	IN	that
your	PP$	your
work	NN	work
be	VB	be
important	JJ	important
to	TO	to
you	PP	you
?	SENT	?
"	''	"
only	JJ	only
people	NNS	people
who	WP	who
make	VBP	make
150	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
or	CC	or
more	JJR	more
say	VBP	say
that	IN	that
it	PP	it
is	VBZ	be
important	JJ	important
to	TO	to
them	PP	them
that	IN	that
their	PP$	their
work	NN	work
be	VB	be
important	JJ	important
.	SENT	.
BF	NP	BF
:	:	:
Meaning	VBG	mean
,	,	,
meaningful	JJ	meaningful
?	SENT	?
RB	NN	RB
:	:	:
Just	RB	just
defined	VBN	define
as	IN	as
,	,	,
"	``	"
Is	VBZ	be
your	PP$	your
work	NN	work
important	JJ	important
to	TO	to
you	PP	you
?	SENT	?
"	``	"
Whatever	WDT	whatever
somebody	NN	somebody
took	VBD	take
that	IN	that
to	TO	to
mean	VB	mean
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
of	IN	of
course	NN	course
dignity	NN	dignity
is	VBZ	be
essential	JJ	essential
.	SENT	.
We	PP	we
talked	VBD	talk
to	TO	to
truck	NN	truck
drivers	NNS	driver
who	WP	who
said	VBD	say
,	,	,
"	``	"
I	PP	I
saw	VBD	see
my	PP$	my
cousin	NN	cousin
drive	NN	drive
,	,	,
and	CC	and
I	PP	I
got	VBD	get
on	IN	on
the	DT	the
open	JJ	open
road	NN	road
and	CC	and
it	PP	it
was	VBD	be
amazing	JJ	amazing
.	SENT	.
And	CC	and
I	PP	I
started	VBD	start
making	VBG	make
more	JJR	more
money	NN	money
than	IN	than
people	NNS	people
who	WP	who
went	VBD	go
to	TO	to
college	NN	college
.	SENT	.
"	``	"
Then	RB	then
they	PP	they
'	POS	'
d	NN	d
get	VB	get
to	TO	to
the	DT	the
end	NN	end
of	IN	of
their	PP$	their
