Look	VB	look
whole	JJ	whole
night	NN	night
reading	VBG	read
"	``	"
The	DT	the
Da	NP	Da
Vinci	NP	Vinci
Code	NP	Code
.	SENT	.
"	``	"
And	CC	and
then	RB	then
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
make	VB	make
a	DT	a
terrible	JJ	terrible
confession	NN	confession
:	:	:
even	RB	even
today	NN	today
,	,	,
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
low	NN	low
,	,	,
I	PP	I
get	VBP	get
into	IN	into
bed	NN	bed
with	IN	with
"	``	"
War	NP	War
and	CC	and
Peace	NP	Peace
.	SENT	.
"	''	"
Don	NP	Don
'	POS	'
t	NN	t
laugh	NN	laugh
.	SENT	.
But	CC	but
I	PP	I
was	VBD	be
also	RB	also
like	IN	like
all	PDT	all
those	DT	those
people	NNS	people
I	PP	I
saw	VBD	see
around	IN	around
me	PP	me
:	:	:
I	PP	I
,	,	,
too	RB	too
,	,	,
lived	VBN	live
on	IN	on
my	PP$	my
phone	NN	phone
.	SENT	.
I	PP	I
ordered	VBD	order
my	PP$	my
groceries	NNS	grocery
online	JJ	online
,	,	,
and	CC	and
soon	RB	soon
my	PP$	my
app	NNS	<unknown>
knew	VBD	know
that	IN	that
I	PP	I
needed	VBD	need
a	DT	a
monthly	JJ	monthly
dose	NN	dose
of	IN	of
diapers	NNS	diaper
.	SENT	.
I	PP	I
booked	VBD	book
my	PP$	my
cinemas	NNS	cinema
on	IN	on
my	PP$	my
phone	NN	phone
.	SENT	.
I	PP	I
booked	VBD	book
planes	NNS	plane
on	IN	on
my	PP$	my
phone	NN	phone
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
did	VBD	do
the	DT	the
long	JJ	long
commute	NN	commute
back	RB	back
home	RB	home
like	IN	like
most	JJS	most
urban	JJ	urban
Indians	NNS	Indian
,	,	,
and	CC	and
was	VBD	be
stuck	VBN	stick
in	IN	in
traffic	NN	traffic
,	,	,
I	PP	I
passed	VBD	pass
the	DT	the
time	NN	time
on	IN	on
WhatsApp	NP	<unknown>
,	,	,
video-chatting	VBG	video-chat
my	PP$	my
twin	NN	twin
.	SENT	.
I	PP	I
was	VBD	be
part	NN	part
of	IN	of
an	DT	an
extraordinary	JJ	extraordinary
revolution	NN	revolution
that	WDT	that
was	VBD	be
happening	VBG	happen
in	IN	in
India	NP	India
.	SENT	.
Indians	NPS	Indians
are	VBP	be
the	DT	the
second-largest	JJS	second-largest
users	NNS	user
of	IN	of
smartphones	NNS	smartphone
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
data	NNS	datum
prices	NNS	price
have	VBP	have
been	VBN	be
slashed	VBN	slash
so	RB	so
radically	RB	radically
that	DT	that
half	NN	half
of	IN	of
urban	JJ	urban
India	NP	India
and	CC	and
even	RB	even
a	DT	a
part	NN	part
of	IN	of
rural	JJ	rural
India	NP	India
now	RB	now
have	VBP	have
a	DT	a
smartphone	NN	smartphone
with	IN	with
a	DT	a
data	NNS	datum
connection	NN	connection
in	IN	in
their	PP$	their
hands	NNS	hand
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
know	VBP	know
anything	NN	anything
about	IN	about
India	NP	India
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
know	VBP	know
that	IN	that
"	``	"
half	JJ	half
"	''	"
means	NNS	mean
,	,	,
like	VB	like
,	,	,
all	RB	all
of	IN	of
America	NP	America
or	CC	or
something	NN	something
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
large	JJ	large
numbers	NNS	number
.	SENT	.
And	CC	and
these	DT	these
numbers	NNS	number
are	VBP	be
just	RB	just
growing	VBG	grow
and	CC	and
growing	VBG	grow
and	CC	and
growing	VBG	grow
.	SENT	.
They	PP	they
'	''	'
re	IN	re
exploding	VBG	explode
.	SENT	.
And	CC	and
what	WP	what
they	PP	they
'	POS	'
re	NN	re
doing	VBG	do
is	VBZ	be
empowering	VBG	empower
Indians	NPS	Indians
in	IN	in
all	DT	all
kinds	NNS	kind
of	IN	of
extraordinary	JJ	extraordinary
ways	NNS	way
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
none	NN	none
of	IN	of
these	DT	these
changes	NNS	change
that	IN	that
I	PP	I
was	VBD	be
seeing	VBG	see
around	IN	around
me	PP	me
were	VBD	be
reflected	VBN	reflect
in	IN	in
my	PP$	my
world	NN	world
,	,	,
my	PP$	my
world	NN	world
of	IN	of
books	NNS	book
.	SENT	.
I	PP	I
live	VBP	live
in	IN	in
a	DT	a
country	NN	country
the	DT	the
size	NN	size
of	IN	of
Europe	NP	Europe
,	,	,
and	CC	and
it	PP	it
only	RB	only
has	VBZ	have
50	CD	@card@
decent	JJ	decent
bookshops	NNS	bookshop
.	SENT	.
And	CC	and
Indians	NPS	Indians
just	RB	just
didn	NN	<unknown>
'	POS	'
t	NN	t
seem	VBP	seem
to	TO	to
want	VB	want
to	TO	to
read	VB	read
for	IN	for
fun	NN	fun
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
all	PDT	all
the	DT	the
best-seller	NN	best-seller
lists	VBZ	list
in	IN	in
India	NP	India
,	,	,
what	WP	what
you	PP	you
'	POS	'
ll	NNS	<unknown>
always	RB	always
find	VBP	find
in	IN	in
the	DT	the
best-seller	NN	best-seller
list	NN	list
is	VBZ	be
exam	NN	exam
and	CC	and
professional	JJ	professional
guides	NNS	guide
.	SENT	.
Imagine	VB	imagine
if	IN	if
you	PP	you
found	VBD	find
the	DT	the
SAT	VBN	sit
guides	NNS	guide
as	IN	as
the	DT	the
"	``	"
New	NP	New
York	NP	York
Times	NP	Times
"	''	"
number	NN	number
one	CD	one
seller	NN	seller
,	,	,
month	NN	month
after	IN	after
month	NN	month
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
the	DT	the
smartphone	NN	smartphone
revolution	NN	revolution
was	VBD	be
creating	VBG	create
readers	NNS	reader
and	CC	and
writers	NNS	writer
of	IN	of
a	DT	a
different	JJ	different
kind	NN	kind
.	SENT	.
Whether	IN	whether
it	PP	it
was	VBD	be
on	IN	on
Facebook	NP	<unknown>
or	CC	or
WhatsApp	NP	<unknown>
,	,	,
Indians	NPS	Indians
were	VBD	be
writing	VBG	write
and	CC	and
sharing	VBG	share
and	CC	and
reading	VBG	read
all	DT	all
kinds	NNS	kind
of	IN	of
things	NNS	thing
:	:	:
terrible	JJ	terrible
jokes	NNS	joke
,	,	,
spurious	JJ	spurious
pop	NN	pop
history	NN	history
,	,	,
long	RB	long
,	,	,
emotional	JJ	emotional
confessions	NNS	confession
,	,	,
diatribes	NNS	diatribe
against	IN	against
the	DT	the
government	NN	government
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
read	VBD	read
and	CC	and
shared	VBD	share
these	DT	these
things	NNS	thing
,	,	,
I	PP	I
wondered	VBD	wonder
to	TO	to
myself	PP	myself
,	,	,
"	``	"
Could	MD	could
I	PP	I
get	VB	get
these	DT	these
writers	NNS	writer
and	CC	and
these	DT	these
readers	NNS	reader
,	,	,
could	MD	could
I	PP	I
turn	VB	turn
them	PP	them
into	IN	into
my	PP$	my
readers	NNS	reader
?	SENT	?
"	''	"
And	CC	and
so	RB	so
I	PP	I
left	VBD	leave
my	PP$	my
plush	JJ	plush
corner	NN	corner
office	NN	office
and	CC	and
my	PP$	my
job	NN	job
as	IN	as
the	DT	the
publisher	NN	publisher
of	IN	of
India	NP	India
'	POS	'
s	JJ	<unknown>
top	JJ	top
publishing	NN	publishing
company	NN	company
,	,	,
and	CC	and
I	PP	I
set	VBD	set
up	RP	up
on	IN	on
my	PP$	my
own	JJ	own
.	SENT	.
I	PP	I
moved	VBD	move
into	IN	into
a	DT	a
single	JJ	single
large	JJ	large
room	NN	room
in	IN	in
a	DT	a
cheap	JJ	cheap
bohemian	JJ	bohemian
district	NN	district
of	IN	of
Delhi	NP	Delhi
,	,	,
with	IN	with
a	DT	a
small	JJ	small
team	NN	team
.	SENT	.
And	CC	and
there	EX	there
,	,	,
I	PP	I
set	VBD	set
up	RP	up
a	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
publishing	NN	publishing
house	NN	house
.	SENT	.
A	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
publishing	NN	publishing
house	NN	house
needs	VBZ	need
a	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
reader	NN	reader
and	CC	and
a	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
book	NN	book
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
asked	VBD	ask
myself	PP	myself
,	,	,
"	``	"
What	WP	what
would	MD	would
this	DT	this
new	JJ	new
reader	NN	reader
want	VBP	want
?	SENT	?
Would	MD	would
they	PP	they
prize	VB	prize
urgency	NN	urgency
,	,	,
relevance	NN	relevance
,	,	,
timeliness	NN	timeliness
,	,	,
directness	NN	directness
—	:	-
the	DT	the
very	JJ	very
qualities	NNS	quality
they	PP	they
seem	VBP	seem
to	TO	to
want	VB	want
from	IN	from
their	PP$	their
online	JJ	online
services	NNS	service
,	,	,
indeed	RB	indeed
,	,	,
the	DT	the
qualities	NNS	quality
they	PP	they
seem	VBP	seem
to	TO	to
want	VB	want
from	IN	from
life	NN	life
today	NN	today
?	SENT	?
"	''	"
I	PP	I
knew	VBD	know
that	IN	that
my	PP$	my
readers	NNS	reader
were	VBD	be
always	RB	always
on	IN	on
the	DT	the
go	NN	go
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
have	VBP	have
to	TO	to
fit	VB	fit
into	IN	into
their	PP$	their
lifestyle	NN	lifestyle
and	CC	and
schedules	NNS	schedule
.	SENT	.
Would	MD	would
they	PP	they
actually	RB	actually
want	VBP	want
to	TO	to
read	VB	read
a	DT	a
200-page	JJ	<unknown>
book	NN	book
?	SENT	?
Or	CC	or
would	MD	would
they	PP	they
want	VB	want
something	NN	something
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
digestible	JJ	digestible
?	SENT	?
Indians	NPS	Indians
are	VBP	be
incredibly	RB	incredibly
value-conscious	JJ	value-conscious
,	,	,
especially	RB	especially
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
their	PP$	their
online	JJ	online
reading	NN	reading
.	SENT	.
I	PP	I
knew	VBD	know
I	PP	I
had	VBD	have
to	TO	to
give	VB	give
them	PP	them
books	NNS	book
under	IN	under
a	DT	a
dollar	NN	dollar
.	SENT	.
And	CC	and
so	IN	so
my	PP$	my
company	NN	company
was	VBD	be
formed	VBN	form
,	,	,
and	CC	and
it	PP	it
was	VBD	be
born	VBN	bear
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
platform	NN	platform
where	WRB	where
we	PP	we
created	VBD	create
a	DT	a
list	NN	list
of	IN	of
stories	NNS	story
designed	VBN	design
for	IN	for
the	DT	the
smartphone	NN	smartphone
,	,	,
but	CC	but
it	PP	it
also	RB	also
allowed	VBD	allow
amateur	JJ	amateur
writers	NNS	writer
to	TO	to
upload	VB	upload
their	PP$	their
own	JJ	own
stories	NNS	story
,	,	,
so	RB	so
they	PP	they
could	MD	could
be	VB	be
showcased	VBN	showcase
along	RP	along
with	IN	with
the	DT	the
very	JJ	very
writers	NNS	writer
they	PP	they
read	VBD	read
and	CC	and
admired	VBD	admire
.	SENT	.
And	CC	and
we	PP	we
could	MD	could
also	RB	also
enter	VB	enter
into	IN	into
other	JJ	other
people	NNS	people
'	POS	'
s	JJ	<unknown>
digital	JJ	digital
platforms	NNS	platform
.	SENT	.
So	RB	so
,	,	,
imagine	VB	imagine
this	DT	this
:	:	:
imagine	VB	imagine
you	PP	you
'	''	'
re	IN	re
a	DT	a
receptionist	NN	receptionist
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
had	VBD	have
a	DT	a
long	JJ	long
day	NN	day
at	IN	at
work	NN	work
,	,	,
you	PP	you
book	VBP	book
your	PP$	your
cab	NN	cab
in	IN	in
your	PP$	your
ride-hailing	NN	<unknown>
app	NN	app
,	,	,
it	PP	it
shows	VBZ	show
up	RP	up
,	,	,
and	CC	and
you	PP	you
get	VBP	get
into	IN	into
your	PP$	your
car	NN	car
,	,	,
and	CC	and
you	PP	you
lie	VBP	lie
back	RB	back
on	IN	on
your	PP$	your
seat	NN	seat
,	,	,
and	CC	and
you	PP	you
put	VBD	put
on	IN	on
your	PP$	your
app	NNS	<unknown>
.	SENT	.
And	CC	and
you	PP	you
find	VBP	find
a	DT	a
set	NN	set
of	IN	of
stories	NNS	story
waiting	VBG	wait
for	IN	for
you	PP	you
,	,	,
timed	VBN	time
to	TO	to
your	PP$	your
journey	NN	journey
.	SENT	.
Imagine	VB	imagine
you	PP	you
'	''	'
re	IN	re
a	DT	a
gay	JJ	gay
young	JJ	young
woman	NN	woman
,	,	,
in	IN	in
a	DT	a
relatively	RB	relatively
conservative	JJ	conservative
city	NN	city
like	IN	like
Lucknow	NP	Lucknow
,	,	,
which	WDT	which
lies	VBZ	lie
near	IN	near
Delhi	NP	Delhi
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
way	NN	way
your	PP$	your
parents	NNS	parent
know	VBP	know
about	IN	about
your	PP$	your
sexuality	NN	sexuality
.	SENT	.
They	PP	they
'	POS	'
d	NN	d
completely	RB	completely
freak	VB	freak
out	RP	out
.	SENT	.
Would	MD	would
you	PP	you
like	VB	like
lesbian	JJ	lesbian
love	NN	love
stories	NNS	story
written	VBN	write
in	IN	in
Hindi	NN	Hindi
,	,	,
priced	VBN	price
under	IN	under
a	DT	a
dollar	NN	dollar
,	,	,
to	TO	to
be	VB	be
read	VBN	read
in	IN	in
the	DT	the
privacy	NN	privacy
of	IN	of
your	PP$	your
phone	NN	phone
?	SENT	?
And	CC	and
could	MD	could
I	PP	I
match	VB	match
readers	NNS	reader
to	TO	to
the	DT	the
events	NNS	event
that	WDT	that
were	VBD	be
taking	VBG	take
place	NN	place
around	IN	around
them	PP	them
in	IN	in
real	JJ	real
time	NN	time
?	SENT	?
So	RB	so
we	PP	we
published	VBD	publish
biographies	NNS	biography
of	IN	of
very	RB	very
famous	JJ	famous
politicians	NNS	politician
after	IN	after
they	PP	they
won	VBD	win
big	JJ	big
elections	NNS	election
.	SENT	.
When	WRB	when
the	DT	the
supreme	JJ	supreme
court	NN	court
decriminalized	VBN	decriminalize
homosexuality	NN	homosexuality
,	,	,
an	DT	an
LGBTQ	NP	<unknown>
collection	NN	collection
was	VBD	be
waiting	VBG	wait
on	IN	on
our	PP$	our
home	NN	home
page	NN	page
.	SENT	.
And	CC	and
when	WRB	when
India	NP	India
'	POS	'
s	NN	S
Toni	NP	Toni
Morrison	NP	Morrison
,	,	,
the	DT	the
great	JJ	great
writer	NN	writer
Mahasweta	NP	<unknown>
Devi	NP	Devi
died	VBD	die
,	,	,
our	PP$	our
readers	NNS	reader
found	VBD	find
a	DT	a
short	JJ	short
story	NN	story
by	IN	by
her	PP$	her
as	RB	as
soon	RB	soon
as	IN	as
news	NN	news
hit	NN	hit
.	SENT	.
The	DT	the
idea	NN	idea
was	VBD	be
to	TO	to
be	VB	be
relevant	JJ	relevant
to	TO	to
every	DT	every
moment	NN	moment
of	IN	of
a	DT	a
reader	NN	reader
'	POS	'
s	NN	S
life	NN	life
.	SENT	.
Who	WP	who
are	VBP	be
our	PP$	our
readers	NNS	reader
?	SENT	?
They	PP	they
'	POS	'
re	NN	re
mostly	RB	mostly
young	JJ	young
men	NNS	man
under	IN	under
the	DT	the
age	NN	age
of	IN	of
30	CD	@card@
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
someone	NN	someone
like	IN	like
Salil	NP	<unknown>
,	,	,
who	WP	who
lives	VBZ	live
in	IN	in
a	DT	a
city	NN	city
where	WRB	where
there	RB	there
isn	NP	isn
'	POS	'
t	NN	t
a	DT	a
modern	JJ	modern
bookshop	NN	bookshop
.	SENT	.
And	CC	and
he	PP	he
comes	VBZ	come
to	TO	to
our	PP$	our
app	NNS	<unknown>
almost	RB	almost
every	DT	every
day	NN	day
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
someone	NN	someone
like	IN	like
Manoj	NP	Manoj
,	,	,
who	WP	who
mostly	RB	mostly
reads	VBZ	read
us	PP	us
during	IN	during
the	DT	the
long	JJ	long
commute	NN	commute
back	NN	back
home	NN	home
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NN	S
someone	NN	someone
like	IN	like
Ahmed	NP	Ahmed
,	,	,
who	WP	who
loves	VBZ	love
our	PP$	our
nonfiction	NN	nonfiction
that	IN	that
he	PP	he
can	MD	can
read	VB	read
in	IN	in
a	DT	a
single	JJ	single
sitting	NN	sitting
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
priced	VBN	price
very	RB	very
low	JJ	low
.	SENT	.
Imagine	VB	imagine
if	IN	if
you	PP	you
'	POS	'
re	NN	re
like	IN	like
a	DT	a
young	JJ	young
,	,	,
techie	NN	techie
boy	NN	boy
in	IN	in
India	NP	India
'	POS	'
s	NN	S
Silicon	NP	Silicon
Valley	NP	Valley
city	NN	city
of	IN	of
Bangalore	NP	Bangalore
.	SENT	.
And	CC	and
one	CD	one
day	NN	day
,	,	,
you	PP	you
get	VBP	get
an	DT	an
in-app	JJ	<unknown>
notification	NN	notification
and	CC	and
it	PP	it
says	VBZ	say
that	IN	that
your	PP$	your
favorite	JJ	favorite
actress	NN	actress
has	VBZ	have
written	VBN	write
a	DT	a
sexy	JJ	sexy
short	JJ	short
story	NN	story
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
waiting	VBG	wait
for	IN	for
you	PP	you
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
how	WRB	how
we	PP	we
launched	VBD	launch
Juggernaut	NN	juggernaut
.	SENT	.
We	PP	we
got	VBD	get
a	DT	a
very	RB	very
famous	JJ	famous
ex-adult	NN	ex-adult
star	NN	star
,	,	,
called	VBD	call
Sunny	NP	Sunny
Leone	NP	Leone
.	SENT	.
She	NN	she
'	POS	'
s	JJ	<unknown>
India	NP	India
'	POS	'
s	JJ	<unknown>
most	RBS	most
Googled	JJ	<unknown>
person	NN	person
,	,	,
as	IN	as
it	PP	it
happens	VBZ	happen
.	SENT	.
And	CC	and
we	PP	we
got	VBD	get
her	PP	her
to	TO	to
write	VB	write
us	PP	us
a	DT	a
collection	NN	collection
of	IN	of
sexy	JJ	sexy
short	JJ	short
stories	NNS	story
that	IN	that
we	PP	we
published	VBD	publish
every	DT	every
night	NN	night
for	IN	for
a	DT	a
week	NN	week
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
a	DT	a
sensation	NN	sensation
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
no	DT	no
one	CD	one
could	MD	could
believe	VB	believe
that	IN	that
we	PP	we
'	POS	'
d	NN	d
asked	VBD	ask
Sunny	NP	Sunny
Leone	NP	Leone
to	TO	to
write	VB	write
.	SENT	.
But	CC	but
she	PP	she
did	VBD	do
,	,	,
and	CC	and
she	PP	she
proved	VBD	prove
everyone	NN	everyone
wrong	JJ	wrong
,	,	,
and	CC	and
she	PP	she
found	VBD	find
this	DT	this
immense	JJ	immense
readership	NN	readership
.	SENT	.
And	CC	and
just	RB	just
as	IN	as
we	PP	we
'	POS	'
ve	NN	ve
redefined	VBD	redefin
what	WP	what
a	DT	a
book	NN	book
is	VBZ	be
and	CC	and
how	WRB	how
a	DT	a
reader	NN	reader
behaves	VBZ	behave
,	,	,
we	PP	we
'	POS	'
re	NN	re
rethinking	VBG	rethink
who	WP	who
an	DT	an
author	NN	author
is	VBZ	be
.	SENT	.
In	IN	in
our	PP$	our
amateur	JJ	amateur
writing	NN	writing
platform	NN	platform
,	,	,
we	PP	we
have	VBP	have
writers	NNS	writer
that	WDT	that
range	VBP	range
from	IN	from
teenagers	NNS	teenager
to	TO	to
housewives	NNS	housewife
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
writing	VBG	write
all	DT	all
kinds	NNS	kind
of	IN	of
things	NNS	thing
.	SENT	.
It	PP	it
starts	VBZ	start
as	RB	as
small	JJ	small
as	IN	as
a	DT	a
poem	NN	poem
,	,	,
an	DT	an
essay	NN	essay
,	,	,
a	DT	a
single	JJ	single
short	JJ	short
story	NN	story
.	SENT	.
.	SENT	.
.	SENT	.
Fifty	CD	fifty
percent	NN	percent
of	IN	of
them	PP	them
are	VBP	be
returning	VBG	return
to	TO	to
the	DT	the
app	NP	App
to	TO	to
write	VB	write
again	RB	again
.	SENT	.
Take	VB	take
someone	NN	someone
like	IN	like
Neeraj	NP	Neeraj
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
a	DT	a
middle-aged	JJ	middle-aged
executive	NN	executive
,	,	,
wife	NN	wife
,	,	,
two	CD	two
kids	NNS	kid
,	,	,
a	DT	a
good	JJ	good
job	NN	job
.	SENT	.
And	CC	and
Neeraj	NP	Neeraj
loves	VBZ	love
to	TO	to
read	VB	read
.	SENT	.
But	CC	but
every	DT	every
time	NN	time
Neeraj	NP	Neeraj
read	VBD	read
a	DT	a
book	NN	book
that	IN	that
he	PP	he
loved	VBD	love
,	,	,
he	PP	he
was	VBD	be
also	RB	also
filled	VBN	fill
with	IN	with
regret	NN	regret
.	SENT	.
He	PP	he
wondered	VBD	wonder
to	TO	to
himself	PP	himself
if	IN	if
he	PP	he
could	MD	could
write	VB	write
,	,	,
too	RB	too
.	SENT	.
He	PP	he
was	VBD	be
convinced	JJ	convinced
he	PP	he
had	VBD	have
stories	NNS	story
in	IN	in
his	PP$	his
mind	NN	mind
.	SENT	.
But	CC	but
time	NN	time
and	CC	and
real	JJ	real
life	NN	life
had	VBD	have
happened	VBN	happen
,	,	,
and	CC	and
he	PP	he
couldn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
manage	VB	manage
it	PP	it
.	SENT	.
And	CC	and
then	RB	then
he	PP	he
heard	VBD	hear
about	IN	about
the	DT	the
Juggernaut	NN	juggernaut
writer	NN	writer
'	POS	'
s	NN	S
platform	NN	platform
.	SENT	.
And	CC	and
what	WP	what
he	PP	he
loved	VBD	love
about	IN	about
it	PP	it
was	VBD	be
that	IN	that
he	PP	he
felt	VBD	feel
this	DT	this
was	VBD	be
a	DT	a
place	NN	place
where	WRB	where
he	PP	he
could	MD	could
stand	VB	stand
head	NN	head
and	CC	and
shoulders	NNS	shoulder
,	,	,
equally	RB	equally
,	,	,
with	IN	with
the	DT	the
very	JJ	very
writers	NNS	writer
that	IN	that
he	PP	he
most	RBS	most
admired	VBN	admire
.	SENT	.
And	CC	and
so	RB	so
he	PP	he
began	VBD	begin
to	TO	to
write	VB	write
.	SENT	.
And	CC	and
he	PP	he
snatched	VBD	snatch
a	DT	a
minute	NN	minute
here	RB	here
,	,	,
an	DT	an
hour	NN	hour
there	RB	there
,	,	,
in	IN	in
between	IN	between
flights	NNS	flight
in	IN	in
airports	NNS	airport
,	,	,
late	RB	late
at	IN	at
night	NN	night
,	,	,
when	WRB	when
he	PP	he
had	VBD	have
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
time	NN	time
on	IN	on
his	PP$	his
hands	NNS	hand
.	SENT	.
And	CC	and
he	PP	he
wrote	VBD	write
this	DT	this
extraordinary	JJ	extraordinary
story	NN	story
for	IN	for
us	PP	us
.	SENT	.
He	PP	he
wrote	VBD	write
a	DT	a
story	NN	story
about	IN	about
a	DT	a
family	NN	family
of	IN	of
assassins	NNS	assassin
who	WP	who
lived	VBD	live
in	IN	in
the	DT	the
winding	VBG	wind
lanes	NNS	lane
of	IN	of
Old	NP	Old
Delhi	NP	Delhi
.	SENT	.
We	PP	we
loved	VBD	love
it	PP	it
,	,	,
it	PP	it
was	VBD	be
so	RB	so
fresh	JJ	fresh
and	CC	and
original	JJ	original
.	SENT	.
And	CC	and
before	IN	before
Neeraj	NP	Neeraj
knew	VBD	know
it	PP	it
,	,	,
he	PP	he
'	POS	'
d	NN	d
not	RB	not
only	RB	only
scored	VBD	score
a	DT	a
film	NN	film
deal	NN	deal
but	CC	but
also	RB	also
a	DT	a
second	JJ	second
contract	NN	contract
to	TO	to
write	VB	write
another	DT	another
story	NN	story
.	SENT	.
Neeraj	NP	Neeraj
'	POS	'
s	NN	S
story	NN	story
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
read	VBN	read
stories	NNS	story
on	IN	on
our	PP$	our
app	NNS	<unknown>
.	SENT	.
My	PP$	my
journey	NN	journey
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
young	JJ	young
.	SENT	.
We	PP	we
'	''	'
re	IN	re
a	DT	a
two-year-old	JJ	two-year-old
company	NN	company
,	,	,
and	CC	and
we	PP	we
have	VBP	have
a	DT	a
long	JJ	long
way	NN	way
to	TO	to
go	VB	go
.	SENT	.
But	CC	but
we	PP	we
already	RB	already
