There	EX	there
with	IN	with
your	PP$	your
family	NN	family
to	TO	to
die	VB	die
.	SENT	.
We	PP	we
did	VBD	do
our	PP$	our
best	JJS	good
to	TO	to
make	VB	make
those	DT	those
weeks	NNS	week
as	IN	as
meaningful	JJ	meaningful
as	IN	as
we	PP	we
could	MD	could
.	SENT	.
We	PP	we
talked	VBD	talk
often	RB	often
about	IN	about
death	NN	death
.	SENT	.
Everybody	NN	everybody
knows	VBZ	know
it	PP	it
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
happen	VB	happen
to	TO	to
them	PP	them
,	,	,
like	VB	like
,	,	,
for	IN	for
sure	JJ	sure
,	,	,
but	CC	but
being	VBG	be
able	JJ	able
to	TO	to
talk	VB	talk
openly	RB	openly
about	IN	about
it	PP	it
was	VBD	be
liberating	VBG	liberate
.	SENT	.
We	PP	we
talked	VBD	talk
about	IN	about
subjects	NNS	subject
like	IN	like
parenting	VBG	parent
.	SENT	.
I	PP	I
asked	VBD	ask
Amy	NP	Amy
how	WRB	how
I	PP	I
could	MD	could
be	VB	be
the	DT	the
best	JJS	good
parent	NN	parent
possible	JJ	possible
to	TO	to
our	PP$	our
children	NNS	child
in	IN	in
her	PP$	her
absence	NN	absence
.	SENT	.
In	IN	in
those	DT	those
conversations	NNS	conversation
,	,	,
she	PP	she
gave	VBD	give
me	PP	me
confidence	NN	confidence
by	IN	by
stressing	VBG	stress
what	WP	what
a	DT	a
great	JJ	great
relationship	NN	relationship
I	PP	I
had	VBD	have
with	IN	with
each	DT	each
one	CD	one
of	IN	of
them	PP	them
,	,	,
and	CC	and
that	IN	that
I	PP	I
can	MD	can
do	VB	do
it	PP	it
.	SENT	.
I	PP	I
know	VBP	know
there	EX	there
will	MD	will
be	VB	be
many	JJ	many
times	NNS	time
where	WRB	where
I	PP	I
wish	VBP	wish
she	PP	she
and	CC	and
I	PP	I
can	MD	can
make	VB	make
decisions	NNS	decision
together	RB	together
.	SENT	.
We	PP	we
were	VBD	be
always	RB	always
so	RB	so
in	IN	in
sync	NN	sync
.	SENT	.
May	MD	may
I	PP	I
be	VB	be
so	RB	so
audacious	JJ	audacious
as	RB	as
to	TO	to
suggest	VB	suggest
that	IN	that
you	PP	you
have	VBP	have
these	DT	these
conversations	NNS	conversation
now	RB	now
,	,	,
when	WRB	when
healthy	JJ	healthy
.	SENT	.
Please	VB	please
don	NN	don
'	POS	'
t	NN	t
wait	NN	wait
.	SENT	.
As	IN	as
part	NN	part
of	IN	of
our	PP$	our
hospice	NN	hospice
experience	NN	experience
,	,	,
we	PP	we
organized	VBD	organize
groups	NNS	group
of	IN	of
visitors	NNS	visitor
.	SENT	.
How	WRB	how
brave	JJ	brave
of	IN	of
Amy	NP	Amy
to	TO	to
receive	VB	receive
them	PP	them
,	,	,
even	RB	even
as	IN	as
she	PP	she
began	VBD	begin
her	PP$	her
physical	JJ	physical
decline	NN	decline
.	SENT	.
We	PP	we
had	VBD	have
a	DT	a
Krouse	NP	Krouse
night	NN	night
,	,	,
her	PP$	her
parents	NNS	parent
and	CC	and
three	CD	three
siblings	NNS	sibling
.	SENT	.
Friends	NNS	friend
and	CC	and
family	NN	family
were	VBD	be
next	JJ	next
.	SENT	.
Each	DT	each
told	VBD	tell
beautiful	JJ	beautiful
stories	NNS	story
of	IN	of
Amy	NP	Amy
and	CC	and
of	IN	of
us	PP	us
.	SENT	.
Amy	NP	Amy
made	VBD	make
an	DT	an
immense	JJ	immense
impact	NN	impact
on	IN	on
her	PP$	her
loyal	JJ	loyal
friends	NNS	friend
.	SENT	.
But	CC	but
home	NN	home
hospice	NN	hospice
is	VBZ	be
not	RB	not
so	RB	so
beautiful	JJ	beautiful
for	IN	for
the	DT	the
surviving	VBG	survive
family	NN	family
members	NNS	member
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
get	VB	get
a	DT	a
little	RB	little
personal	JJ	personal
here	RB	here
and	CC	and
tell	VB	tell
you	PP	you
that	IN	that
to	TO	to
this	DT	this
date	NN	date
,	,	,
I	PP	I
have	VBP	have
memories	NNS	memory
of	IN	of
those	DT	those
final	JJ	final
weeks	NNS	week
that	WDT	that
haunt	VBP	haunt
me	PP	me
.	SENT	.
I	PP	I
remember	VBP	remember
walking	VBG	walk
backwards	RB	backwards
to	TO	to
the	DT	the
bathroom	NN	bathroom
,	,	,
assisting	VBG	assist
Amy	NP	Amy
with	IN	with
each	DT	each
step	NN	step
.	SENT	.
I	PP	I
felt	VBD	feel
so	RB	so
strong	JJ	strong
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
such	JJ	such
a	DT	a
big	JJ	big
guy	NN	guy
,	,	,
but	CC	but
my	PP$	my
arms	NNS	arm
looked	VBD	look
and	CC	and
felt	VBD	feel
so	RB	so
healthy	JJ	healthy
compared	VBN	compare
to	TO	to
Amy	NP	Amy
'	POS	'
s	JJ	<unknown>
frail	JJ	frail
body	NN	body
.	SENT	.
And	CC	and
that	DT	that
body	NN	body
failed	VBD	fail
in	IN	in
our	PP$	our
house	NN	house
.	SENT	.
On	IN	on
March	NP	March
13	CD	@card@
of	IN	of
last	JJ	last
year	NN	year
,	,	,
my	PP$	my
wife	NN	wife
died	VBD	die
of	IN	of
ovarian	JJ	ovarian
cancer	NN	cancer
in	IN	in
our	PP$	our
bed	NN	bed
.	SENT	.
I	PP	I
carried	VBD	carry
her	PP$	her
lifeless	JJ	lifeless
body	NN	body
down	IN	down
our	PP$	our
stairs	NNS	stair
,	,	,
through	IN	through
our	PP$	our
dining	NN	dining
room	NN	room
and	CC	and
our	PP$	our
living	VBG	live
room	NN	room
to	TO	to
a	DT	a
waiting	VBG	wait
gurney	NN	gurney
to	TO	to
have	VB	have
her	PP$	her
body	NN	body
cremated	VBD	cremate
.	SENT	.
I	PP	I
will	MD	will
never	RB	never
get	VB	get
that	DT	that
image	NN	image
out	RP	out
of	IN	of
my	PP$	my
head	NN	head
.	SENT	.
If	IN	if
you	PP	you
know	VBP	know
someone	NN	someone
who	WP	who
has	VBZ	have
been	VBN	be
through	IN	through
the	DT	the
hospice	NN	hospice
experience	NN	experience
,	,	,
acknowledge	VBP	acknowledge
that	DT	that
.	SENT	.
Just	RB	just
say	VBP	say
you	PP	you
heard	VBD	hear
this	DT	this
guy	NN	guy
Jason	NP	Jason
talk	NN	talk
about	IN	about
how	WRB	how
tough	JJ	tough
it	PP	it
must	MD	must
be	VB	be
to	TO	to
have	VB	have
those	DT	those
memories	NNS	memory
and	CC	and
that	IN	that
you	PP	you
'	POS	'
re	NN	re
there	RB	there
if	IN	if
they	PP	they
ever	RB	ever
want	VBP	want
to	TO	to
talk	VB	talk
about	IN	about
it	PP	it
.	SENT	.
They	PP	they
may	MD	may
not	RB	not
want	VB	want
to	TO	to
talk	VB	talk
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
nice	JJ	nice
to	TO	to
connect	VB	connect
with	IN	with
someone	NN	someone
living	VBG	live
each	DT	each
day	NN	day
with	IN	with
those	DT	those
lasting	JJ	lasting
images	NNS	image
.	SENT	.
I	PP	I
know	VBP	know
this	DT	this
sounds	NNS	sound
unbelievable	JJ	unbelievable
,	,	,
but	CC	but
I	PP	I
'	POS	'
ve	NN	ve
never	RB	never
been	VBN	be
asked	VBN	ask
that	DT	that
question	NN	question
.	SENT	.
Amy	NP	Amy
'	POS	'
s	NN	S
essay	NN	essay
caused	VBD	cause
me	PP	me
to	TO	to
experience	VB	experience
grief	NN	grief
in	IN	in
a	DT	a
public	JJ	public
way	NN	way
.	SENT	.
Many	JJ	many
of	IN	of
the	DT	the
readers	NNS	reader
who	WP	who
reached	VBD	reach
out	RP	out
to	TO	to
me	PP	me
wrote	VBD	write
beautiful	JJ	beautiful
words	NNS	word
of	IN	of
reflection	NN	reflection
.	SENT	.
The	DT	the
scope	NN	scope
of	IN	of
Amy	NP	Amy
'	POS	'
s	NN	S
impact	NN	impact
was	VBD	be
deeper	JJR	deep
and	CC	and
richer	JJR	rich
than	IN	than
even	RB	even
us	PP	us
and	CC	and
her	PP$	her
family	NN	family
knew	VBD	know
.	SENT	.
Some	DT	some
of	IN	of
the	DT	the
responses	NNS	response
I	PP	I
received	VBD	receive
helped	VBD	help
me	PP	me
with	IN	with
the	DT	the
intense	JJ	intense
grieving	VBG	grieve
process	NN	process
because	IN	because
of	IN	of
their	PP$	their
humor	NN	humor
,	,	,
like	IN	like
this	DT	this
email	NN	<unknown>
I	PP	I
received	VBD	receive
from	IN	from
a	DT	a
woman	NN	woman
reader	NN	reader
who	WP	who
read	VBD	read
the	DT	the
article	NN	article
,	,	,
declaring	VBG	declare
,	,	,
"	``	"
I	PP	I
will	MD	will
marry	VB	marry
you	PP	you
when	WRB	when
you	PP	you
are	VBP	be
ready	JJ	ready
—	:	-
"	``	"
provided	VBN	provide
you	PP	you
permanently	RB	permanently
stop	VB	stop
drinking	NN	drinking
.	SENT	.
No	DT	no
other	JJ	other
conditions	NNS	condition
.	SENT	.
I	PP	I
promise	VBP	promise
to	TO	to
outlive	VB	outlive
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
"	''	"
Now	RB	now
,	,	,
I	PP	I
do	VBP	do
like	IN	like
a	DT	a
good	JJ	good
tequila	NN	tequila
,	,	,
but	CC	but
that	IN	that
really	RB	really
is	VBZ	be
not	RB	not
my	PP$	my
issue	NN	issue
.	SENT	.
Yet	RB	yet
how	WRB	how
could	MD	could
I	PP	I
say	VB	say
no	UH	no
to	TO	to
that	DT	that
proposal	NN	proposal
?	SENT	?
I	PP	I
laughed	VBD	laugh
through	IN	through
the	DT	the
tears	NNS	tear
when	WRB	when
I	PP	I
read	VBP	read
this	DT	this
note	NN	note
from	IN	from
a	DT	a
family	NN	family
friend	NN	friend
:	:	:
"	``	"
I	PP	I
remember	VBP	remember
Shabbat	NP	<unknown>
dinners	NNS	dinner
at	IN	at
your	PP$	your
home	NN	home
and	CC	and
Amy	NP	Amy
teaching	VBG	teach
me	PP	me
how	WRB	how
to	TO	to
make	VB	make
cornbread	NN	cornbread
croutons	NNS	crouton
.	SENT	.
Only	RB	only
Amy	NP	Amy
could	MD	could
find	VB	find
creativity	NN	creativity
in	IN	in
croutons	NNS	crouton
.	SENT	.
"	''	"
On	IN	on
July	NP	July
27	CD	@card@
,	,	,
just	RB	just
a	DT	a
few	JJ	few
months	NNS	month
after	IN	after
Amy	NP	Amy
'	POS	'
s	NN	S
death	NN	death
,	,	,
my	PP$	my
dad	NN	dad
died	VBD	die
of	IN	of
complications	NNS	complication
related	VBN	relate
to	TO	to
a	DT	a
decades-long	JJ	decades-long
battle	NN	battle
with	IN	with
Parkinson	NP	Parkinson
'	POS	'
s	NN	S
disease	NN	disease
.	SENT	.
I	PP	I
had	VBD	have
to	TO	to
wonder	VB	wonder
:	:	:
How	WRB	how
much	RB	much
can	MD	can
the	DT	the
human	JJ	human
condition	NN	condition
handle	NN	handle
?	SENT	?
What	WP	what
makes	VBZ	make
us	PP	us
capable	JJ	capable
of	IN	of
dealing	VBG	deal
with	IN	with
this	DT	this
intense	JJ	intense
loss	NN	loss
and	CC	and
yet	RB	yet
carry	VB	carry
on	RP	on
?	SENT	?
Was	VBD	be
this	DT	this
a	DT	a
test	NN	test
?	SENT	?
Why	WRB	why
my	PP$	my
family	NN	family
and	CC	and
my	PP$	my
amazing	JJ	amazing
children	NNS	child
?	SENT	?
Looking	VBG	look
for	IN	for
answers	NNS	answer
,	,	,
I	PP	I
regret	VBP	regret
to	TO	to
say	VB	say
,	,	,
is	VBZ	be
a	DT	a
lifelong	JJ	lifelong
mission	NN	mission
,	,	,
but	CC	but
the	DT	the
key	NN	key
to	TO	to
my	PP$	my
being	VBG	be
able	JJ	able
to	TO	to
persevere	VB	persevere
is	VBZ	be
Amy	NP	Amy
'	POS	'
s	NN	S
expressed	VBD	express
and	CC	and
very	RB	very
public	JJ	public
edict	NN	edict
that	IN	that
I	PP	I
must	MD	must
go	VB	go
on	RP	on
.	SENT	.
Throughout	IN	throughout
this	DT	this
year	NN	year
,	,	,
I	PP	I
have	VBP	have
done	VBN	do
just	RB	just
that	RB	that
.	SENT	.
I	PP	I
have	VBP	have
attempted	VBN	attempt
to	TO	to
step	VB	step
out	RP	out
and	CC	and
seek	VB	seek
the	DT	the
joy	NN	joy
and	CC	and
the	DT	the
beauty	NN	beauty
that	IN	that
I	PP	I
know	VBP	know
this	DT	this
life	NN	life
is	VBZ	be
capable	JJ	capable
of	IN	of
providing	VBG	provide
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
reality	NN	reality
:	:	:
those	DT	those
family	NN	family
gatherings	NNS	gathering
,	,	,
attending	VBG	attend
weddings	NNS	wedding
and	CC	and
events	NNS	event
honoring	VBG	honor
Amy	NP	Amy
,	,	,
as	RB	as
loving	JJ	loving
as	IN	as
they	PP	they
are	VBP	be
,	,	,
have	VBP	have
all	RB	all
been	VBN	be
very	RB	very
difficult	JJ	difficult
to	TO	to
endure	VB	endure
.	SENT	.
People	NNS	people
say	VBP	say
I	PP	I
'	''	'
m	NN	m
amazing	JJ	amazing
.	SENT	.
"	``	"
How	WRB	how
do	VBP	do
you	PP	you
handle	VB	handle
yourself	PP	yourself
that	DT	that
way	NN	way
during	IN	during
those	DT	those
times	NNS	time
?	SENT	?
"	``	"
They	PP	they
say	VBP	say
,	,	,
"	``	"
You	PP	you
do	VBP	do
it	PP	it
with	IN	with
such	JJ	such
grace	NN	grace
.	SENT	.
"	''	"
Well	RB	well
,	,	,
guess	VBP	guess
what	WP	what
?	SENT	?
I	PP	I
really	RB	really
am	VBP	be
sad	JJ	sad
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
time	NN	time
.	SENT	.
I	PP	I
often	RB	often
feel	VBP	feel
like	IN	like
I	PP	I
'	POS	'
m	NN	m
kind	NN	kind
of	IN	of
a	DT	a
mess	NN	mess
,	,	,
and	CC	and
I	PP	I
know	VBP	know
these	DT	these
feelings	NNS	feeling
apply	VBP	apply
to	TO	to
other	JJ	other
surviving	VBG	survive
spouses	NNS	spouse
,	,	,
children	NNS	child
,	,	,
parents	NNS	parent
and	CC	and
other	JJ	other
family	NN	family
members	NNS	member
.	SENT	.
In	IN	in
Japanese	JJ	Japanese
Zen	NN	Zen
,	,	,
there	EX	there
is	VBZ	be
a	DT	a
term	NN	term
"	``	"
Shoji	NP	Shoji
,	,	,
"	''	"
which	WDT	which
translates	VBZ	translate
as	IN	as
"	``	"
birth	NN	birth
death	NN	death
.	SENT	.
"	``	"
There	EX	there
is	VBZ	be
no	DT	no
separation	NN	separation
between	IN	between
life	NN	life
and	CC	and
death	NN	death
other	JJ	other
than	IN	than
a	DT	a
thin	JJ	thin
line	NN	line
that	WDT	that
connects	VBZ	connect
the	DT	the
two	CD	two
.	SENT	.
Birth	NN	birth
,	,	,
or	CC	or
the	DT	the
joyous	JJ	joyous
,	,	,
wonderful	JJ	wonderful
,	,	,
vital	JJ	vital
parts	NNS	part
of	IN	of
life	NN	life
,	,	,
and	CC	and
death	NN	death
,	,	,
those	DT	those
things	NNS	thing
we	PP	we
want	VBP	want
to	TO	to
get	VB	get
rid	JJ	rid
of	IN	of
,	,	,
are	VBP	be
said	VBN	say
to	TO	to
be	VB	be
faced	VBN	face
equally	RB	equally
.	SENT	.
In	IN	in
this	DT	this
new	JJ	new
life	NN	life
that	IN	that
I	PP	I
find	VBP	find
myself	PP	myself
in	RP	in
,	,	,
I	PP	I
am	VBP	be
doing	VBG	do
my	PP$	my
best	JJS	good
to	TO	to
embrace	VB	embrace
this	DT	this
concept	NN	concept
as	IN	as
I	PP	I
move	VBP	move
forward	RB	forward
with	IN	with
grieving	VBG	grieve
.	SENT	.
In	IN	in
the	DT	the
early	JJ	early
months	NNS	month
following	VBG	follow
Amy	NP	Amy
'	POS	'
s	NN	S
death	NN	death
,	,	,
though	RB	though
,	,	,
I	PP	I
was	VBD	be
sure	JJ	sure
that	IN	that
the	DT	the
feeling	NN	feeling
of	IN	of
despair	NN	despair
would	MD	would
be	VB	be
ever-present	JJ	ever-present
,	,	,
that	IN	that
it	PP	it
would	MD	would
be	VB	be
all-consuming	JJ	all-consuming
.	SENT	.
Soon	RB	soon
I	PP	I
was	VBD	be
fortunate	JJ	fortunate
to	TO	to
receive	VB	receive
some	DT	some
promising	JJ	promising
advice	NN	advice
.	SENT	.
Many	JJ	many
members	NNS	member
of	IN	of
the	DT	the
losing-a-spouse	NN	losing-a-spouse
club	NN	club
reached	VBN	reach
out	RP	out
to	TO	to
me	PP	me
.	SENT	.
One	CD	one
friend	NN	friend
in	IN	in
particular	JJ	particular
who	WP	who
had	VBD	have
also	RB	also
lost	VBN	lose
her	PP$	her
life	NN	life
partner	NN	partner
kept	VBD	keep
repeating	VBG	repeat
,	,	,
"	''	"
Jason	NP	Jason
,	,	,
you	PP	you
will	MD	will
find	VB	find
joy	NN	joy
.	SENT	.
"	``	"
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
know	VBP	know
what	WP	what
she	PP	she
was	VBD	be
talking	VBG	talk
about	RB	about
.	SENT	.
How	WRB	how
was	VBD	be
that	RB	that
possible	JJ	possible
?	SENT	?
But	CC	but
because	IN	because
Amy	NP	Amy
gave	VBD	give
me	PP	me
very	RB	very
public	JJ	public
permission	NN	permission
to	TO	to
also	RB	also
find	VB	find
happiness	NN	happiness
,	,	,
I	PP	I
now	RB	now
have	VBP	have
experienced	VBN	experience
joy	NN	joy
from	IN	from
time	NN	time
to	TO	to
time	NN	time
.	SENT	.
There	RB	there
it	PP	it
was	VBD	be
,	,	,
dancing	VBG	dance
the	DT	the
night	NN	night
away	RB	away
at	IN	at
an	DT	an
LCD	NP	LCD
Soundsystem	NP	Soundsystem
concert	NN	concert
,	,	,
traveling	VBG	travel
with	IN	with
my	PP$	my
brother	NN	brother
and	CC	and
best	JJS	good
friend	NN	friend
or	CC	or
with	IN	with
a	DT	a
college	NN	college
buddy	NN	buddy
on	IN	on
a	DT	a
boys	NNS	boy
'	POS	'
trip	NN	trip
to	TO	to
meet	VB	meet
a	DT	a
group	NN	group
of	IN	of
great	JJ	great
guys	NNS	guy
I	PP	I
never	RB	never
met	VBD	meet
before	RB	before
.	SENT	.
From	IN	from
observing	VBG	observe
that	IN	that
my	PP$	my
deck	NN	deck
had	VBD	have
sun	NN	sun
