First	JJ	first
got	VBD	get
confused	JJ	confused
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
survivor	NN	survivor
of	IN	of
racial	JJ	racial
violence	NN	violence
,	,	,
rape	NN	rape
and	CC	and
incest	NN	incest
,	,	,
and	CC	and
I	PP	I
needed	VBD	need
to	TO	to
find	VB	find
another	DT	another
moral	JJ	moral
compass	NN	compass
for	IN	for
my	PP$	my
life	NN	life
'	POS	'
s	NN	S
work	NN	work
.	SENT	.
And	CC	and
that	DT	that
compass	NN	compass
had	VBD	have
to	TO	to
shift	VB	shift
from	IN	from
hate	NN	hate
to	TO	to
love	VB	love
.	SENT	.
And	CC	and
so	RB	so
that	DT	that
improbable	JJ	improbable
journey	NN	journey
is	VBZ	be
why	WRB	why
I	PP	I
'	POS	'
m	NN	m
here	RB	here
to	TO	to
talk	VB	talk
to	TO	to
y	NP	y
'	POS	'
all	DT	all
today	NN	today
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
because	IN	because
I	PP	I
really	RB	really
,	,	,
really	RB	really
want	VBP	want
to	TO	to
build	VB	build
a	DT	a
culture	NN	culture
and	CC	and
a	DT	a
world	NN	world
that	WDT	that
invites	VBZ	invite
people	NNS	people
in	IN	in
instead	RB	instead
of	IN	of
pushing	VBG	push
them	PP	them
out	RP	out
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
called	VBD	call
a	DT	a
"	``	"
calling-in	NN	<unknown>
culture	NN	culture
.	SENT	.
"	''	"
Now	RB	now
,	,	,
some	DT	some
people	NNS	people
really	RB	really
do	VBP	do
believe	VBP	believe
that	IN	that
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
do	VB	do
human	JJ	human
rights	NNS	right
work	NN	work
is	VBZ	be
the	DT	the
way	NN	way
they	PP	they
want	VBP	want
--	:	--
you	PP	you
know	VBP	know
,	,	,
my	PP$	my
way	NN	way
or	CC	or
the	DT	the
highway	NN	highway
.	SENT	.
But	CC	but
the	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
when	WRB	when
many	JJ	many
different	JJ	different
people	NNS	people
think	VBP	think
many	JJ	many
different	JJ	different
thoughts	NNS	thought
and	CC	and
they	PP	they
move	VBP	move
in	IN	in
the	DT	the
same	JJ	same
direction	NN	direction
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
movement	NN	movement
.	SENT	.
But	CC	but
when	WRB	when
many	JJ	many
different	JJ	different
people	NNS	people
think	VBP	think
one	CD	one
thought	NN	thought
,	,	,
and	CC	and
they	PP	they
move	VBP	move
in	IN	in
the	DT	the
same	JJ	same
direction	NN	direction
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
cult	NN	cult
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
treat	VBP	treat
potential	JJ	potential
allies	NNS	ally
like	IN	like
enemies	NNS	enemy
,	,	,
you	PP	you
'	POS	'
re	NN	re
behaving	VBG	behave
like	IN	like
a	DT	a
cult	NN	cult
,	,	,
not	RB	not
the	DT	the
human	JJ	human
rights	NNS	right
movement	NN	movement
.	SENT	.
My	PP$	my
friend	NN	friend
Dázon	NP	<unknown>
Dixon	NP	Dixon
Diallo	NP	Diallo
,	,	,
who	WP	who
'	POS	'
s	NN	S
a	DT	a
very	RB	very
smart	JJ	smart
woman	NN	woman
,	,	,
says	VBZ	say
that	IN	that
she	PP	she
believes	VBZ	believe
that	IN	that
calling	VBG	call
in	IN	in
will	MD	will
be	VB	be
to	TO	to
this	DT	this
digital	JJ	digital
age	NN	age
human	JJ	human
rights	NNS	right
movement	NN	movement
of	IN	of
the	DT	the
21st	JJ	21st
century	NN	century
what	WP	what
nonviolence	NN	nonviolence
was	VBD	be
to	TO	to
the	DT	the
civil	JJ	civil
rights	NNS	right
movement	NN	movement
in	IN	in
the	DT	the
20th	JJ	20th
century	NN	century
:	:	:
a	DT	a
new	JJ	new
way	NN	way
to	TO	to
understand	VB	understand
how	WRB	how
to	TO	to
truly	RB	truly
achieve	VB	achieve
justice	NN	justice
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
matter	NN	matter
of	IN	of
what	WP	what
we	PP	we
do	VBP	do
,	,	,
but	CC	but
how	WRB	how
we	PP	we
do	VBP	do
it	PP	it
.	SENT	.
Now	RB	now
,	,	,
all	DT	all
of	IN	of
us	PP	us
know	VBP	know
what	WP	what
calling	NN	calling
out	RB	out
is	VBZ	be
--	:	--
our	PP$	our
"	``	"
cancel	NN	cancel
culture	NN	culture
,	,	,
"	``	"
as	IN	as
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
--	:	--
you	PP	you
think	VBP	think
somebody	NN	somebody
has	VBZ	have
done	VBN	do
something	NN	something
wrong	JJ	wrong
,	,	,
you	PP	you
think	VBP	think
they	PP	they
should	MD	should
be	VB	be
held	VBN	hold
accountable	JJ	accountable
for	IN	for
it	PP	it
,	,	,
and	CC	and
you	PP	you
think	VBP	think
they	PP	they
should	MD	should
be	VB	be
punished	VBN	punish
for	IN	for
it	PP	it
.	SENT	.
So	RB	so
one	CD	one
of	IN	of
those	DT	those
calling-out	JJ	<unknown>
examples	NNS	example
is	VBZ	be
,	,	,
"	``	"
I	PP	I
can	MD	can
'	''	'
t	NN	t
believe	VBP	believe
you	PP	you
just	RB	just
said	VBD	say
that	DT	that
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
racist	NN	racist
,	,	,
sexist	JJ	sexist
,	,	,
toxic	JJ	toxic
,	,	,
manipulative	JJ	manipulative
.	SENT	.
"	''	"
With	IN	with
this	DT	this
approach	NN	approach
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
guaranteed	VBD	guarantee
one	CD	one
thing	NN	thing
:	:	:
with	IN	with
this	DT	this
blaming	VBG	blame
and	CC	and
shaming	VBG	shame
,	,	,
you	PP	you
just	RB	just
invited	VBD	invite
them	PP	them
to	TO	to
a	DT	a
fight	NN	fight
,	,	,
not	RB	not
a	DT	a
conversation	NN	conversation
,	,	,
because	IN	because
you	PP	you
'	POS	'
re	NN	re
publicly	RB	publicly
humiliating	VBG	humiliate
them	PP	them
.	SENT	.
Now	RB	now
,	,	,
some	DT	some
people	NNS	people
actually	RB	actually
think	VBP	think
call-outs	NNS	<unknown>
should	MD	should
be	VB	be
used	VBN	use
to	TO	to
hold	VB	hold
powerful	JJ	powerful
people	NNS	people
accountable	JJ	accountable
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
to	TO	to
that	DT	that
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
the	DT	the
human	JJ	human
rights	NNS	right
movement	NN	movement
has	VBZ	have
always	RB	always
done	VBN	do
.	SENT	.
But	CC	but
most	JJS	most
people	NNS	people
are	VBP	be
calling	VBG	call
others	NNS	other
out	RP	out
out	IN	out
of	IN	of
fear	NN	fear
.	SENT	.
Or	CC	or
they	PP	they
'	POS	'
re	NN	re
feeling	NN	feeling
that	IN	that
they	PP	they
need	VBP	need
to	TO	to
belong	VB	belong
to	TO	to
something	NN	something
.	SENT	.
And	CC	and
some	DT	some
people	NNS	people
think	VBP	think
that	IN	that
they	PP	they
'	POS	'
ll	NNS	<unknown>
feel	VBP	feel
better	JJR	good
about	IN	about
themselves	PP	themselves
if	IN	if
they	PP	they
put	VBD	put
somebody	NN	somebody
else	RB	else
down	RB	down
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	NNS	<unknown>
too	RB	too
many	JJ	many
people	NNS	people
,	,	,
in	IN	in
my	PP$	my
opinion	NN	opinion
,	,	,
who	WP	who
think	VBP	think
that	IN	that
they	PP	they
can	MD	can
become	VB	become
famous	JJ	famous
by	IN	by
defaming	VBG	defame
somebody	NN	somebody
else	RB	else
.	SENT	.
Most	JJS	most
of	IN	of
us	PP	us
want	VBP	want
all	DT	all
of	IN	of
this	DT	this
violence	NN	violence
to	TO	to
stop	VB	stop
,	,	,
but	CC	but
we	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
where	WRB	where
to	TO	to
begin	VB	begin
.	SENT	.
And	CC	and
most	JJS	most
of	IN	of
us	PP	us
stay	VBP	stay
silent	JJ	silent
because	IN	because
we	PP	we
'	POS	'
re	NN	re
afraid	JJ	afraid
that	IN	that
we	PP	we
'	POS	'
ll	NNS	<unknown>
become	VBP	become
the	DT	the
next	JJ	next
target	NN	target
.	SENT	.
So	RB	so
even	RB	even
if	IN	if
something	NN	something
feels	VBZ	feel
unfair	JJ	unfair
,	,	,
we	PP	we
'	POS	'
re	NN	re
silent	NN	silent
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
unlucky	JJ	unlucky
enough	RB	enough
to	TO	to
have	VB	have
something	NN	something
that	IN	that
you	PP	you
regretted	VBD	regret
captured	VBN	capture
on	IN	on
cell	NN	cell
phone	NN	phone
or	CC	or
in	IN	in
a	DT	a
tweet	VBP	tweet
,	,	,
you	PP	you
'	POS	'
re	NN	re
walking	VBG	walk
around	RP	around
with	IN	with
an	DT	an
unexploded	JJ	unexploded
gotcha	NP	gotcha
bomb	NN	bomb
just	RB	just
waiting	VBG	wait
to	TO	to
blow	VB	blow
up	RP	up
your	PP$	your
life	NN	life
or	CC	or
your	PP$	your
career	NN	career
or	CC	or
your	PP$	your
reputation	NN	reputation
.	SENT	.
I	PP	I
guess	VBP	guess
I	PP	I
need	VBP	need
to	TO	to
ask	VB	ask
:	:	:
How	WRB	how
many	JJ	many
of	IN	of
us	PP	us
here	RB	here
have	VBP	have
done	VBN	do
something	NN	something
in	IN	in
our	PP$	our
past	NN	past
that	WDT	that
could	MD	could
come	VB	come
back	RB	back
to	TO	to
haunt	VB	haunt
us	PP	us
?	SENT	?
One	CD	one
of	IN	of
my	PP$	my
students	NNS	student
once	RB	once
said	VBD	say
,	,	,
"	``	"
A	DT	a
call-out	NN	<unknown>
is	VBZ	be
not	RB	not
an	DT	an
invitation	NN	invitation
for	IN	for
growth	NN	growth
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
expectation	NN	expectation
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
already	RB	already
grown	VBN	grow
.	SENT	.
"	``	"
This	DT	this
is	VBZ	be
the	DT	the
culture	NN	culture
we	PP	we
'	POS	'
re	NN	re
trapped	VBN	trap
in	IN	in
now	RB	now
.	SENT	.
On	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
there	EX	there
is	VBZ	be
calling	VBG	call
in	RP	in
.	SENT	.
"	''	"
Calling	VBG	call
in	RP	in
"	''	"
is	VBZ	be
a	DT	a
phrase	NN	phrase
invented	VBN	invent
by	IN	by
Loan	NP	Loan
Tran	NP	Tran
,	,	,
and	CC	and
basically	RB	basically
,	,	,
a	DT	a
call-in	NN	<unknown>
is	VBZ	be
a	DT	a
call-out	NN	<unknown>
done	VBN	do
with	IN	with
love	NN	love
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
think	VBP	think
somebody	NN	somebody
has	VBZ	have
done	VBN	do
something	NN	something
wrong	JJ	wrong
and	CC	and
you	PP	you
want	VBP	want
to	TO	to
hold	VB	hold
them	PP	them
accountable	JJ	accountable
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
react	VBP	react
with	IN	with
anger	NN	anger
or	CC	or
hate	NN	hate
.	SENT	.
You	PP	you
just	RB	just
remain	VBP	remain
calm	VB	calm
and	CC	and
look	VB	look
at	IN	at
them	PP	them
and	CC	and
say	VBP	say
--	:	--
and	CC	and
you	PP	you
can	MD	can
do	VB	do
this	DT	this
online	JJ	online
and	CC	and
in	IN	in
person	NN	person
,	,	,
too	RB	too
--	:	--
but	CC	but
you	PP	you
just	RB	just
look	VBP	look
at	IN	at
them	PP	them
calmly	RB	calmly
,	,	,
and	CC	and
you	PP	you
tell	VBP	tell
them	PP	them
,	,	,
"	''	"
That	DT	that
'	''	'
s	VBG	<unknown>
an	DT	an
interesting	JJ	interesting
viewpoint	NN	viewpoint
.	SENT	.
Tell	VB	tell
me	PP	me
more	JJR	more
.	SENT	.
"	''	"
With	IN	with
that	DT	that
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
invited	VBD	invite
them	PP	them
into	IN	into
a	DT	a
conversation	NN	conversation
instead	RB	instead
of	IN	of
a	DT	a
fight	NN	fight
.	SENT	.
And	CC	and
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
agree	VB	agree
with	IN	with
somebody	NN	somebody
to	TO	to
offer	VB	offer
them	PP	them
loving	JJ	loving
attention	NN	attention
.	SENT	.
All	RB	all
you	PP	you
'	POS	'
re	NN	re
admitting	VBG	admit
at	IN	at
that	DT	that
moment	NN	moment
is	VBZ	be
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
possibility	NN	possibility
that	IN	that
they	PP	they
'	POS	'
re	NN	re
as	IN	as
complicated	JJ	complicated
as	IN	as
you	PP	you
are	VBP	be
.	SENT	.
And	CC	and
everybody	NN	everybody
deserves	VBZ	deserve
to	TO	to
be	VB	be
heard	VBN	hear
and	CC	and
to	TO	to
be	VB	be
respected	VBN	respect
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
use	VBP	use
this	DT	this
call-in	NN	<unknown>
practice	NN	practice
like	IN	like
I	PP	I
'	POS	'
m	NN	m
teaching	NN	teaching
,	,	,
what	WP	what
you	PP	you
'	POS	'
ll	NNS	<unknown>
do	VBP	do
is	VBZ	be
several	JJ	several
things	NNS	thing
.	SENT	.
First	JJ	first
of	IN	of
all	DT	all
,	,	,
you	PP	you
'	POS	'
ll	JJ	<unknown>
lead	NN	lead
with	IN	with
love	NN	love
instead	RB	instead
of	IN	of
anger	NN	anger
and	CC	and
allow	VB	allow
somebody	NN	somebody
else	RB	else
to	TO	to
grow	VB	grow
.	SENT	.
Secondly	RB	secondly
,	,	,
it	PP	it
'	POS	'
ll	NNS	<unknown>
affirm	VBP	affirm
your	PP$	your
own	JJ	own
inner	JJ	inner
empathy	NN	empathy
and	CC	and
your	PP$	your
compassion	NN	compassion
,	,	,
and	CC	and
you	PP	you
'	POS	'
ll	NNS	<unknown>
feel	VBP	feel
so	RB	so
good	JJ	good
about	IN	about
yourself	PP	yourself
when	WRB	when
you	PP	you
learn	VBP	learn
that	IN	that
you	PP	you
can	MD	can
grow	VB	grow
,	,	,
too	RB	too
,	,	,
in	IN	in
embracing	VBG	embrace
and	CC	and
inviting	VBG	invite
more	JJR	more
people	NNS	people
into	IN	into
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
third	JJ	third
thing	NN	thing
is	VBZ	be
that	IN	that
you	PP	you
can	MD	can
call	VB	call
in	IN	in
your	PP$	your
friends	NNS	friend
,	,	,
your	PP$	your
families	NNS	family
,	,	,
your	PP$	your
neighbors	NNS	neighbor
,	,	,
your	PP$	your
coworkers	NNS	coworker
,	,	,
all	PDT	all
the	DT	the
people	NNS	people
you	PP	you
might	MD	might
have	VB	have
given	VBN	give
up	RP	up
on	IN	on
in	IN	in
the	DT	the
past	NN	past
because	RB	because
of	IN	of
how	WRB	how
they	PP	they
'	POS	'
ve	NNS	<unknown>
hurt	VBP	hurt
you	PP	you
.	SENT	.
Now	RB	now
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
embrace	VB	embrace
this	DT	this
calling-in	NN	<unknown>
practice	NN	practice
,	,	,
you	PP	you
need	VBP	need
some	DT	some
preparation	NN	preparation
.	SENT	.
It	PP	it
begins	VBZ	begin
with	IN	with
self-assessment	NN	self-assessment
.	SENT	.
First	JJ	first
of	IN	of
all	DT	all
,	,	,
you	PP	you
need	VBP	need
to	TO	to
know	VB	know
your	PP$	your
motives	NNS	motive
.	SENT	.
Why	WRB	why
are	VBP	be
you	PP	you
choosing	VBG	choose
to	TO	to
call	VB	call
somebody	NN	somebody
in	RP	in
or	CC	or
out	RP	out
?	SENT	?
Are	VBP	be
you	PP	you
in	IN	in
a	DT	a
healed	VBN	heal
enough	JJ	enough
space	NN	space
for	IN	for
somebody	NN	somebody
else	RB	else
'	POS	'
s	NN	S
feelings	NNS	feeling
?	SENT	?
If	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
,	,	,
maybe	RB	maybe
you	PP	you
'	POS	'
re	NN	re
not	RB	not
ready	JJ	ready
to	TO	to
do	VB	do
the	DT	the
calling	NN	calling
in	IN	in
yet	RB	yet
.	SENT	.
But	CC	but
still	RB	still
,	,	,
you	PP	you
have	VBP	have
those	DT	those
options	NNS	option
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ve	NN	ve
taught	VBD	teach
these	DT	these
tactics	NNS	tactic
to	TO	to
eighth-graders	NP	eighth-graders
,	,	,
to	TO	to
college	NN	college
students	NNS	student
,	,	,
to	TO	to
C-suite	NP	C-suite
executives	NNS	executive
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
said	VBD	say
,	,	,
they	PP	they
all	RB	all
feel	VBP	feel
better	JJR	good
about	IN	about
themselves	PP	themselves
for	IN	for
reaffirming	VBG	reaffirm
their	PP$	their
optimism	NN	optimism
and	CC	and
their	PP$	their
hope	NN	hope
that	IN	that
they	PP	they
can	MD	can
make	VB	make
a	DT	a
difference	NN	difference
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
This	DT	this
is	VBZ	be
so	RB	so
,	,	,
so	RB	so
important	JJ	important
.	SENT	.
And	CC	and
so	RB	so
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
really	RB	really
ready	JJ	ready
to	TO	to
invest	VB	invest
in	IN	in
somebody	NN	somebody
else	RB	else
'	POS	'
s	JJ	<unknown>
growth	NN	growth
with	IN	with
a	DT	a
call-in	NN	<unknown>
,	,	,
or	CC	or
you	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
the	DT	the
inevitable	JJ	inevitable
fight	NN	fight
if	IN	if
you	PP	you
call	VBP	call
them	PP	them
out	RP	out
,	,	,
there	EX	there
actually	RB	actually
is	VBZ	be
a	DT	a
third	JJ	third
option	NN	option
.	SENT	.
You	PP	you
can	MD	can
call	VB	call
on	IN	on
them	PP	them
to	TO	to
be	VB	be
a	DT	a
better	JJR	good
person	NN	person
.	SENT	.
And	CC	and
this	DT	this
was	VBD	be
a	DT	a
phrase	NN	phrase
created	VBN	create
by	IN	by
Sonya	NP	Sonya
Renee	NP	Renee
Taylor	NP	Taylor
.	SENT	.
My	PP$	my
favorite	JJ	favorite
calling-on	NN	<unknown>
response	NN	response
is	VBZ	be
to	TO	to
look	VB	look
the	DT	the
person	NN	person
dead	JJ	dead
in	IN	in
the	DT	the
eye	NN	eye
,	,	,
cock	VB	cock
my	PP$	my
head	NN	head
to	TO	to
the	DT	the
side	NN	side
,	,	,
like	IN	like
I	PP	I
really	RB	really
care	VBP	care
,	,	,
and	CC	and
say	VBP	say
,	,	,
"	``	"
I	PP	I
beg	VBP	beg
your	PP$	your
pardon	NN	pardon
.	SENT	.
"	''	"
And	CC	and
then	RB	then
I	PP	I
wait	VBP	wait
.	SENT	.
Many	JJ	many
times	NNS	time
,	,	,
they	PP	they
'	POS	'
ll	NNS	<unknown>
start	VBP	start
walking	VBG	walk
back	RB	back
their	PP$	their
words	NNS	word
just	RB	just
because	IN	because
I	PP	I
'	POS	'
m	NN	m
looking	VBG	look
at	IN	at
them	PP	them
like	VBP	like
they	PP	they
lost	VBD	lose
their	PP$	their
minds	NNS	mind
.	SENT	.
We	PP	we
can	MD	can
use	VB	use
this	DT	this
calling-in	NN	<unknown>
,	,	,
calling-out	NN	<unknown>
,	,	,
calling-on	NN	<unknown>
approach	NN	approach
as	IN	as
part	NN	part
of	IN	of
the	DT	the
spectrum	NN	spectrum
of	IN	of
responses	NNS	response
we	PP	we
can	MD	can
make	VB	make
to	TO	to
each	DT	each
other	JJ	other
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
so	RB	so
,	,	,
so	RB	so
important	JJ	important
.	SENT	.
One	CD	one
time	NN	time
--	:	--
let	VB	let
me	PP	me
put	VB	put
it	PP	it
this	DT	this
way	NN	way
--	:	--
one	CD	one
time	NN	time
,	,	,
I	PP	I
misgendered	VBD	<unknown>
a	DT	a
student	NN	student
in	IN	in
my	PP$	my
class	NN	class
.	SENT	.
And	CC	and
I	PP	I
froze	VBD	freeze
in	IN	in
shame	NN	shame
because	IN	because
I	PP	I
expected	VBD	expect
the	DT	the
student	NN	student
to	TO	to
jump	VB	jump
down	RP	down
my	PP$	my
throat	NN	throat
,	,	,
because	IN	because
misgendering	VBG	<unknown>
somebody	NN	somebody
is	VBZ	be
a	DT	a
really	RB	really
big	JJ	big
deal	NN	deal
nowadays	RB	nowadays
.	SENT	.
And	CC	and
instead	RB	instead
,	,	,
this	DT	this
student	NN	student
looked	VBD	look
at	IN	at
me	PP	me
and	CC	and
offered	VBD	offer
me	PP	me
grace	VB	grace
by	IN	by
saying	VBG	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
all	DT	all
right	NN	right
,	,	,
professor	NN	professor
.	SENT	.
I	PP	I
misgender	VBP	misgender
myself	PP	myself
sometimes	RB	sometimes
.	SENT	.
"	``	"
An	DT	an
18-year-old	JJ	18-year-old
.	SENT	.
Showing	VBG	show
me	PP	me
grace	NN	grace
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
believe	VBP	believe
that	IN	that
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
effective	JJ	effective
expressions	NNS	expression
of	IN	of
calling-in	NN	<unknown>
is	VBZ	be
forgiveness	NN	forgiveness
.	SENT	.
And	CC	and
the	DT	the
most	RBS	most
powerful	JJ	powerful
example	NN	example
of	IN	of
radical	JJ	radical
forgiveness	NN	forgiveness
I	NP	I
'	POS	'
ve	NN	ve
ever	RB	ever
seen	VBN	see
happened	VBN	happen
after	IN	after
the	DT	the
2015	CD	@card@
church	NN	church
massacre	NN	massacre
in	IN	in
Charleston	NP	Charleston
,	,	,
South	NP	South
Carolina	NP	Carolina
,	,	,
where	WRB	where
nine	CD	nine
people	NNS	people
were	VBD	be
killed	VBN	kill
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
victim	NN	victim
'	POS	'
s	NN	S
sons	NNS	son
,	,	,
Chris	NP	Chris
Singleton	NP	Singleton
,	,	,
offered	VBD	offer
his	PP$	his
mother	NN	mother
'	POS	'
s	NN	S
killer	NN	killer
--	:	--
I	PP	I
mean	VBP	mean
,	,	,
his	PP$	his
mother	NN	mother
'	POS	'
s	NN	S
killer	NN	killer
--	:	--
forgiveness	NN	forgiveness
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
'	''	'
t	NN	t
get	VB	get
his	PP$	his
words	NNS	word
exactly	RB	exactly
right	RB	right
,	,	,
but	CC	but
Chris	NP	Chris
basically	RB	basically
said	VBD	say
,	,	,
"	``	"
Forgiveness	NN	forgiveness
is	VBZ	be
more	RBR	more
powerful	JJ	powerful
than	IN	than
people	NNS	people
realize	VBP	realize
,	,	,
because	IN	because
it	PP	it
lifts	VBZ	lift
all	DT	all
of	IN	of
this	DT	this
stuff	NN	stuff
off	RP	off
of	IN	of
you	PP	you
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
freedom	NN	freedom
--	:	--
freedom	NN	freedom
from	IN	from
revenge	NN	revenge
,	,	,
freedom	NN	freedom
from	IN	from
anger	NN	anger
,	,	,
freedom	NN	freedom
from	IN	from
hatred	NN	hatred
.	SENT	.
"	''	"
Sadly	RB	sadly
,	,	,
he	PP	he
was	VBD	be
called	VBN	call
out	RP	out
for	IN	for
saying	VBG	say
that	DT	that
.	SENT	.
I	PP	I
believe	VBP	believe
that	IN	that
