Hey	UH	hey
that	IN	that
vulnerability	NN	vulnerability
is	VBZ	be
not	RB	not
a	DT	a
sign	NN	sign
of	IN	of
weakness	NN	weakness
.	SENT	.
It	PP	it
can	MD	can
actually	RB	actually
be	VB	be
a	DT	a
source	NN	source
of	IN	of
strength	NN	strength
and	CC	and
of	IN	of
connection	NN	connection
.	SENT	.
And	CC	and
yet	RB	yet
so	RB	so
many	JJ	many
people	NNS	people
struggle	VBP	struggle
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
at	IN	at
work	NN	work
and	CC	and
they	PP	they
decide	VBP	decide
to	TO	to
put	VB	put
on	IN	on
armor	NN	armor
instead	RB	instead
.	SENT	.
And	CC	and
I	PP	I
wonder	VBP	wonder
,	,	,
just	RB	just
for	IN	for
starters	NNS	starter
,	,	,
if	IN	if
you	PP	you
could	MD	could
talk	VB	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
why	WRB	why
people	NNS	people
feel	VBP	feel
special	JJ	special
pressure	NN	pressure
to	TO	to
put	VB	put
armor	NN	armor
on	IN	on
at	IN	at
work	NN	work
and	CC	and
what	WP	what
kinds	NNS	kind
of	IN	of
armor	NN	armor
they	PP	they
wear	VBP	wear
.	SENT	.
Yeah	RB	yeah
,	,	,
so	RB	so
I	PP	I
hope	VBP	hope
that	IN	that
the	DT	the
work	NN	work
does	VBZ	do
and	CC	and
I	PP	I
hope	VBP	hope
what	WP	what
I	PP	I
do	VBP	do
is	VBZ	be
help	VB	help
people	NNS	people
dispel	VB	dispel
the	DT	the
mythology	NN	mythology
about	IN	about
a	DT	a
vulnerability	NN	vulnerability
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	VBG	<unknown>
such	PDT	such
an	DT	an
important	JJ	important
place	NN	place
to	TO	to
start	VB	start
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
idea	NN	idea
that	IN	that
vulnerability	NN	vulnerability
is	VBZ	be
weakness	NN	weakness
.	SENT	.
I	PP	I
think	VBP	think
most	JJS	most
of	IN	of
us	PP	us
were	VBD	be
raised	VBN	raise
with	IN	with
that	IN	that
that	DT	that
kind	NN	kind
of	IN	of
ethos	NN	ethos
like	IN	like
self	NN	self
protect	VB	protect
.	SENT	.
Be	VB	be
careful	JJ	careful
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
put	VBD	put
yourself	PP	yourself
out	RP	out
there	RB	there
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
vulnerability	NN	vulnerability
is	VBZ	be
very	RB	very
simply	RB	simply
defined	VBN	define
as	IN	as
uncertainty	NN	uncertainty
,	,	,
risk	NN	risk
and	CC	and
emotional	JJ	emotional
exposure	NN	exposure
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
affect	NN	affect
or	CC	or
emotion	NN	emotion
we	PP	we
feel	VBP	feel
in	IN	in
times	NNS	time
of	IN	of
great	JJ	great
uncertainty	NN	uncertainty
,	,	,
risk	NN	risk
.	SENT	.
And	CC	and
when	WRB	when
an	DT	an
emotional	JJ	emotional
exposure	NN	exposure
just	RB	just
means	VBZ	mean
I	PP	I
put	VB	put
myself	PP	myself
out	RP	out
there	RB	there
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
first	JJ	first
thing	NN	thing
we	PP	we
have	VBP	have
to	TO	to
do	VB	do
is	VBZ	be
dispel	VB	dispel
that	DT	that
notion	NN	notion
.	SENT	.
We	PP	we
are	VBP	be
raised	VBN	raise
to	TO	to
believe	VB	believe
it	PP	it
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
be	VB	be
brave	JJ	brave
,	,	,
but	CC	but
then	RB	then
we	PP	we
'	POS	'
re	NN	re
taught	VBD	teach
not	RB	not
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
really	RB	really
.	SENT	.
In	IN	in
my	PP$	my
you	PP	you
know	VBP	know
,	,	,
based	VBN	base
on	IN	on
my	PP$	my
research	NN	research
and	CC	and
our	PP$	our
data	NNS	datum
,	,	,
there	EX	there
just	RB	just
is	VBZ	be
no	DT	no
courage	NN	courage
without	IN	without
vulnerability	NN	vulnerability
.	SENT	.
I	PP	I
tell	VBP	tell
the	DT	the
story	NN	story
of	IN	of
asking	VBG	ask
a	DT	a
group	NN	group
of	IN	of
soldiers	NNS	soldier
a	DT	a
very	RB	very
simple	JJ	simple
question	NN	question
.	SENT	.
Give	VB	give
me	PP	me
an	DT	an
example	NN	example
of	IN	of
courage	NN	courage
in	IN	in
your	PP$	your
life	NN	life
or	CC	or
an	DT	an
example	NN	example
of	IN	of
courage	NN	courage
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
observed	VBD	observe
in	IN	in
someone	NN	someone
else	NN	else
that	WDT	that
did	VBD	do
not	RB	not
require	VB	require
uncertainty	NN	uncertainty
,	,	,
risk	NN	risk
or	CC	or
emotional	JJ	emotional
exposure	NN	exposure
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
I	PP	I
was	VBD	be
at	IN	at
Fort	NP	Fort
Bragg	NP	Bragg
and	CC	and
there	EX	there
was	VBD	be
just	RB	just
absolute	JJ	absolute
silence	NN	silence
until	IN	until
one	CD	one
guy	NN	guy
stood	VBD	stand
up	RP	up
and	CC	and
said	VBD	say
,	,	,
three	CD	three
tours	NNS	tour
,	,	,
ma	NN	ma
'	POS	'
am	RB	am
,	,	,
there	EX	there
is	VBZ	be
no	DT	no
courage	NN	courage
without	IN	without
vulnerability	NN	vulnerability
.	SENT	.
Then	RB	then
a	DT	a
week	NN	week
later	RBR	later
,	,	,
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
work	NN	work
with	IN	with
Pete	NP	Pete
Carroll	NP	Carroll
and	CC	and
the	DT	the
Seattle	NP	Seattle
Seahawks	NP	Seahawks
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
vulnerability	NN	vulnerability
.	SENT	.
I	PP	I
asked	VBD	ask
the	DT	the
same	JJ	same
question	NN	question
to	TO	to
that	DT	that
group	NN	group
of	IN	of
players	NNS	player
.	SENT	.
Give	VB	give
me	PP	me
an	DT	an
example	NN	example
of	IN	of
courage	NN	courage
on	IN	on
the	DT	the
field	NN	field
or	CC	or
off	IN	off
that	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
require	VBP	require
vulnerability	NN	vulnerability
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
so	RB	so
funny	JJ	funny
to	TO	to
me	PP	me
because	IN	because
they	PP	they
they	PP	they
had	VBD	have
to	TO	to
huddle	VB	huddle
for	IN	for
a	DT	a
minute	NN	minute
and	CC	and
then	RB	then
they	PP	they
kind	RB	kind
of	IN	of
came	VBD	come
back	RB	back
and	CC	and
said	VBD	say
,	,	,
there	EX	there
is	VBZ	be
no	DT	no
courage	NN	courage
without	IN	without
vulnerability	NN	vulnerability
,	,	,
not	RB	not
on	IN	on
or	CC	or
off	IN	off
the	DT	the
field	NN	field
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
all	RB	all
in	IN	in
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
putting	VBG	put
yourself	PP	yourself
out	RP	out
there	RB	there
,	,	,
you	PP	you
just	RB	just
can	MD	can
'	''	'
t	NN	t
be	VB	be
brave	JJ	brave
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
the	DT	the
job	NN	job
is	VBZ	be
dispelling	VBG	dispel
the	DT	the
mythology	NN	mythology
about	IN	about
vulnerability	NN	vulnerability
is	VBZ	be
weakness	NN	weakness
at	IN	at
work	NN	work
.	SENT	.
I	PP	I
think	VBP	think
we	PP	we
armourer	NN	armourer
more	RBR	more
because	IN	because
there	RB	there
'	''	'
s	VBG	<unknown>
less	JJR	less
trust	NN	trust
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
less	JJR	less
confidence	NN	confidence
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
we	PP	we
slip	VBP	slip
into	IN	into
kind	NN	kind
of	IN	of
who	WP	who
we	PP	we
think	VBP	think
we	PP	we
'	''	'
re	IN	re
supposed	VBN	suppose
to	TO	to
be	VB	be
at	IN	at
work	NN	work
.	SENT	.
And	CC	and
we	PP	we
armer	NN	<unknown>
up	IN	up
using	VBG	use
things	NNS	thing
like	IN	like
cynicism	NN	cynicism
,	,	,
perfectionism	NN	perfectionism
,	,	,
needing	VBG	need
to	TO	to
be	VB	be
the	DT	the
knower	NN	knower
and	CC	and
be	VB	be
right	JJ	right
versus	IN	versus
the	DT	the
learner	NN	learner
and	CC	and
get	VB	get
it	PP	it
right	RB	right
.	SENT	.
There	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
forms	NNS	form
of	IN	of
armor	NN	armor
that	WDT	that
can	MD	can
sometimes	RB	sometimes
be	VB	be
rewarded	VBN	reward
at	IN	at
work	NN	work
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
so	RB	so
true	JJ	true
.	SENT	.
I	PP	I
love	VBP	love
your	PP$	your
observation	NN	observation
that	IN	that
that	DT	that
people	NNS	people
will	MD	will
use	VB	use
expertise	NN	expertise
or	CC	or
performance	NN	performance
as	IN	as
armor	NN	armor
at	IN	at
work	NN	work
.	SENT	.
And	CC	and
it	PP	it
it	PP	it
really	RB	really
struck	VBD	strike
a	DT	a
chord	NN	chord
with	IN	with
me	PP	me
on	IN	on
a	DT	a
very	RB	very
deep	JJ	deep
level	NN	level
because	IN	because
I	PP	I
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
I	PP	I
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
get	VB	get
to	TO	to
psychoanalytic	JJ	psychoanalytic
here	RB	here
.	SENT	.
But	CC	but
I	PP	I
you	PP	you
know	VBP	know
,	,	,
I	PP	I
had	VBD	have
this	DT	this
this	DT	this
defining	VBG	define
experience	NN	experience
,	,	,
I	PP	I
guess	VBP	guess
,	,	,
in	IN	in
many	JJ	many
ways	NNS	way
when	WRB	when
I	PP	I
was	VBD	be
12	CD	@card@
,	,	,
where	WRB	where
all	DT	all
of	IN	of
my	PP$	my
close	JJ	close
friends	NNS	friend
dropped	VBD	drop
me	PP	me
because	IN	because
I	PP	I
wasn	NN	<unknown>
'	POS	'
t	NN	t
cool	NN	cool
enough	RB	enough
for	IN	for
them	PP	them
.	SENT	.
And	CC	and
I	PP	I
never	RB	never
really	RB	really
realized	VBN	realize
until	IN	until
until	IN	until
you	PP	you
started	VBD	start
talking	VBG	talk
about	IN	about
performance	NN	performance
armor	NN	armor
that	IN	that
my	PP$	my
way	NN	way
of	IN	of
coping	VBG	cope
with	IN	with
with	IN	with
that	DT	that
experience	NN	experience
was	VBD	be
to	TO	to
try	VB	try
to	TO	to
be	VB	be
exceptionally	RB	exceptionally
good	JJ	good
at	IN	at
whatever	WDT	whatever
I	PP	I
did	VBD	do
,	,	,
because	IN	because
then	RB	then
people	NNS	people
would	MD	would
respect	VB	respect
me	PP	me
or	CC	or
look	VB	look
up	RP	up
to	TO	to
me	PP	me
here	RB	here
like	VBP	like
me	PP	me
.	SENT	.
And	CC	and
so	RB	so
first	JJ	first
it	PP	it
was	VBD	be
in	IN	in
sports	NNS	sport
saying	VBG	say
,	,	,
OK	UH	OK
,	,	,
if	IN	if
I	PP	I
can	MD	can
excel	VB	excel
in	IN	in
diving	NN	diving
,	,	,
you	PP	you
know	VBP	know
,	,	,
then	RB	then
I	NP	I
'	POS	'
ll	NNS	<unknown>
have	VBP	have
I	PP	I
'	POS	'
ll	NNS	<unknown>
have	VBP	have
earned	VBN	earn
,	,	,
you	PP	you
know	VBP	know
,	,	,
a	DT	a
badge	NN	badge
or	CC	or
some	DT	some
admiration	NN	admiration
and	CC	and
and	CC	and
maybe	RB	maybe
I	PP	I
'	''	'
ll	NN	ll
be	VB	be
accepted	VBN	accept
as	IN	as
opposed	VBN	oppose
to	TO	to
rejected	VBN	reject
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
got	VBD	get
to	TO	to
college	NN	college
and	CC	and
started	VBD	start
to	TO	to
redefine	VB	redefine
my	PP$	my
identity	NN	identity
around	IN	around
excellence	NN	excellence
in	IN	in
school	NN	school
,	,	,
which	WDT	which
which	WDT	which
was	VBD	be
something	NN	something
that	IN	that
then	RB	then
got	VBD	get
reinforced	VBN	reinforce
.	SENT	.
And	CC	and
then	RB	then
over	IN	over
time	NN	time
it	PP	it
felt	VBD	feel
like	IN	like
every	DT	every
single	JJ	single
project	NN	project
I	PP	I
took	VBD	take
on	IN	on
was	VBD	be
was	VBD	be
one	CD	one
where	WRB	where
I	PP	I
knew	VBD	know
I	PP	I
could	MD	could
excel	VB	excel
.	SENT	.
And	CC	and
that	DT	that
way	NN	way
I	PP	I
was	VBD	be
just	RB	just
fortifying	VBG	fortify
my	PP$	my
armor	NN	armor
more	RBR	more
and	CC	and
more	RBR	more
.	SENT	.
And	CC	and
I	PP	I
started	VBD	start
to	TO	to
feel	VB	feel
like	IN	like
this	DT	this
is	VBZ	be
a	DT	a
mistake	NN	mistake
and	CC	and
I	PP	I
'	POS	'
m	NN	m
missing	VBG	miss
out	RP	out
on	IN	on
opportunities	NNS	opportunity
for	IN	for
learning	VBG	learn
and	CC	and
for	IN	for
challenging	VBG	challenge
myself	PP	myself
and	CC	and
stretching	VBG	stretch
myself	PP	myself
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
just	JJ	just
I	PP	I
'	''	'
d	SYM	d
love	NN	love
to	TO	to
get	VB	get
your	PP$	your
reactions	NNS	reaction
on	IN	on
on	IN	on
this	DT	this
idea	NN	idea
of	IN	of
for	IN	for
those	DT	those
of	IN	of
us	PP	us
who	WP	who
are	VBP	be
so	RB	so
accustomed	VBN	accustom
to	TO	to
to	TO	to
treating	VBG	treat
excellence	NN	excellence
or	CC	or
expertises	NNS	expertise
as	IN	as
our	PP$	our
armor	NN	armor
,	,	,
how	WRB	how
do	VBP	do
we	PP	we
let	VBP	let
go	VB	go
of	IN	of
that	DT	that
?	SENT	?
Well	RB	well
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
I	PP	I
have	VBP	have
to	TO	to
say	VB	say
that	IN	that
your	PP$	your
story	NN	story
of	IN	of
when	WRB	when
you	PP	you
are	VBP	be
12	CD	@card@
is	VBZ	be
real	JJ	real
trauma	NN	trauma
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
that	IN	that
'	POS	'
s	NN	S
really	RB	really
that	IN	that
that	DT	that
'	''	'
s	NN	S
trauma	NN	trauma
.	SENT	.
And	CC	and
yes	UH	yes
,	,	,
there	EX	there
are	VBP	be
different	JJ	different
kinds	NNS	kind
of	IN	of
trauma	NN	trauma
and	CC	and
different	JJ	different
sizes	NNS	size
of	IN	of
the	DT	the
bucket	NN	bucket
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
12	CD	@card@
,	,	,
it	PP	it
'	POS	'
s	NN	S
all	RB	all
about	RB	about
belonging	VBG	belong
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
I	PP	I
have	VBP	have
the	DT	the
same	JJ	same
story	NN	story
.	SENT	.
I	PP	I
was	VBD	be
I	PP	I
was	VBD	be
13	CD	@card@
,	,	,
not	RB	not
12	CD	@card@
,	,	,
but	CC	but
I	PP	I
have	VBP	have
a	DT	a
very	RB	very
similar	JJ	similar
story	NN	story
.	SENT	.
But	CC	but
I	PP	I
just	RB	just
got	VBD	get
really	RB	really
good	JJ	good
at	IN	at
,	,	,
like	IN	like
smoking	NN	smoking
cigarettes	NNS	cigarette
and	CC	and
being	VBG	be
wild	JJ	wild
,	,	,
which	WDT	which
was	VBD	be
probably	RB	probably
not	RB	not
the	DT	the
best	JJS	good
thing	NN	thing
to	TO	to
pick	VB	pick
.	SENT	.
But	CC	but
but	CC	but
we	PP	we
all	RB	all
have	VBP	have
stories	NNS	story
like	VBP	like
that	IN	that
and	CC	and
we	PP	we
build	VBP	build
our	PP$	our
armor	NN	armor
around	IN	around
those	DT	those
stories	NNS	story
.	SENT	.
And	CC	and
no	DT	no
one	CD	one
talks	NNS	talk
about	IN	about
the	DT	the
big	JJ	big
developmental	JJ	developmental
milestone	NN	milestone
of	IN	of
midlife	NN	midlife
,	,	,
which	WDT	which
can	MD	can
happen	VB	happen
,	,	,
I	PP	I
think	VBP	think
,	,	,
anywhere	RB	anywhere
between	IN	between
our	PP$	our
late	JJ	late
30s	NNS	30s
and	CC	and
probably	RB	probably
mid	JJ	mid
50s	NN	50s
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
armor	NN	armor
that	IN	that
we	PP	we
put	VBD	put
on	RP	on
to	TO	to
protect	VB	protect
us	PP	us
when	WRB	when
we	PP	we
were	VBD	be
children	NNS	child
and	CC	and
have	VBP	have
less	JJR	less
agency	NN	agency
and	CC	and
less	JJR	less
control	NN	control
over	IN	over
what	WP	what
was	VBD	be
happening	VBG	happen
.	SENT	.
That	DT	that
armor	NN	armor
no	RB	no
longer	RBR	longer
serves	VBZ	serve
us	PP	us
and	CC	and
it	PP	it
is	VBZ	be
heavy	JJ	heavy
.	SENT	.
And	CC	and
what	WP	what
it	PP	it
actually	RB	actually
does	VBZ	do
is	VBZ	be
prevent	VB	prevent
us	PP	us
from	IN	from
being	VBG	be
seen	VBN	see
and	CC	and
prevent	VB	prevent
us	PP	us
from	IN	from
growing	VBG	grow
into	IN	into
areas	NNS	area
because	IN	because
that	DT	that
armor	NN	armor
doesn	NN	<unknown>
'	POS	'
t	NN	t
grow	VB	grow
with	IN	with
us	PP	us
.	SENT	.
It	PP	it
stays	VBZ	stay
kind	NN	kind
of	IN	of
the	DT	the
same	JJ	same
size	NN	size
,	,	,
I	PP	I
think	VBP	think
.	SENT	.
And	CC	and
so	IN	so
I	PP	I
you	PP	you
know	VBP	know
,	,	,
for	IN	for
me	PP	me
,	,	,
I	PP	I
kind	RB	kind
of	IN	of
switched	VBN	switch
armor	NN	armor
,	,	,
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
I	PP	I
moved	VBN	move
from	IN	from
being	VBG	be
kind	NN	kind
of	IN	of
the	DT	the
loud	JJ	loud
party	NN	party
girl	NN	girl
to	TO	to
,	,	,
OK	UH	OK
,	,	,
this	DT	this
is	VBZ	be
scary	JJ	scary
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
try	VB	try
to	TO	to
be	VB	be
the	DT	the
smart	JJ	smart
kid	NN	kid
.	SENT	.
And	CC	and
that	DT	that
worked	VBD	work
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
rewarded	VBN	reward
for	IN	for
it	PP	it
.	SENT	.
Then	RB	then
I	PP	I
went	VBD	go
I	PP	I
moved	VBD	move
solidly	RB	solidly
into	IN	into
a	DT	a
life	NN	life
of	IN	of
.	SENT	.
Proving	NN	proving
,	,	,
performing	VBG	perform
,	,	,
perfecting	VBG	perfect
until	IN	until
I	PP	I
actually	RB	actually
physically	RB	physically
and	CC	and
emotionally	RB	emotionally
couldn	NN	<unknown>
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
anymore	RB	anymore
,	,	,
and	CC	and
so	RB	so
I	PP	I
think	VBP	think
,	,	,
again	RB	again
,	,	,
the	DT	the
big	JJ	big
challenge	NN	challenge
of	IN	of
midlife	NN	midlife
is	VBZ	be
the	DT	the
armor	NN	armor
that	IN	that
we	PP	we
'	POS	'
re	NN	re
carrying	NN	carrying
,	,	,
their	PP$	their
armor	NN	armor
that	IN	that
we	PP	we
'	POS	'
re	NN	re
,	,	,
you	PP	you
know	VBP	know
,	,	,
that	IN	that
'	POS	'
s	NN	S
got	VBD	get
us	PP	us
locked	VBD	lock
in	IN	in
and	CC	and
the	DT	the
weapons	NNS	weapon
that	WDT	that
were	VBD	be
carrying	VBG	carry
that	IN	that
kept	VBN	keep
us	PP	us
safe	JJ	safe
at	IN	at
some	DT	some
point	NN	point
.	SENT	.
What	WP	what
is	VBZ	be
OK	JJ	OK
to	TO	to
let	VB	let
go	VB	go
of	IN	of
because	IN	because
it	PP	it
'	POS	'
