Chris	NP	Chris
real	JJ	real
thing	NN	thing
and	CC	and
that	DT	that
mental	JJ	mental
health	NN	health
affects	VBZ	affect
strong	JJ	strong
and	CC	and
healthy	JJ	healthy
people	NNS	people
.	SENT	.
We	PP	we
all	RB	all
suffered	VBD	suffer
trauma	NN	trauma
during	IN	during
COVID	NP	<unknown>
.	SENT	.
Some	DT	some
of	IN	of
us	PP	us
dealt	VBD	deal
with	IN	with
it	PP	it
earlier	RBR	earlier
,	,	,
some	DT	some
of	IN	of
us	PP	us
dealt	VBD	deal
with	IN	with
it	PP	it
later	RBR	later
,	,	,
some	DT	some
of	IN	of
us	PP	us
are	VBP	be
still	RB	still
dealing	VBG	deal
with	IN	with
it	PP	it
,	,	,
but	CC	but
nobody	NN	nobody
escapes	VBZ	escape
it	PP	it
.	SENT	.
When	WRB	when
COVID	NP	<unknown>
first	RB	first
started	VBD	start
,	,	,
you	PP	you
know	VBP	know
,	,	,
many	JJ	many
of	IN	of
us	PP	us
had	VBD	have
to	TO	to
pivot	VB	pivot
our	PP$	our
organizations	NNS	organization
,	,	,
had	VBD	have
to	TO	to
pivot	VB	pivot
our	PP$	our
businesses	NNS	business
very	RB	very
quickly	RB	quickly
.	SENT	.
And	CC	and
so	IN	so
I	PP	I
,	,	,
like	IN	like
many	JJ	many
others	NNS	other
,	,	,
we	PP	we
went	VBD	go
into	IN	into
mission	NN	mission
mode	NN	mode
.	SENT	.
And	CC	and
I	PP	I
called	VBD	call
a	DT	a
friend	NN	friend
of	IN	of
mine	NN	mine
who	WP	who
is	VBZ	be
active-duty	NN	active-duty
military	JJ	military
.	SENT	.
And	CC	and
I	PP	I
asked	VBD	ask
him	PP	him
a	DT	a
very	RB	very
simple	JJ	simple
question	NN	question
,	,	,
how	WRB	how
do	VBP	do
I	PP	I
compartmentalize	VB	compartmentalize
my	PP$	my
emotions	NNS	emotion
so	RB	so
that	IN	that
I	PP	I
can	MD	can
stay	VB	stay
focused	VBN	focus
on	IN	on
the	DT	the
mission	NN	mission
?	SENT	?
And	CC	and
he	PP	he
gave	VBD	give
me	PP	me
a	DT	a
very	RB	very
stern	JJ	stern
warning	NN	warning
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
we	PP	we
can	MD	can
compartmentalize	VB	compartmentalize
our	PP$	our
emotions	NNS	emotion
for	IN	for
only	RB	only
a	DT	a
short	JJ	short
period	NN	period
of	IN	of
time	NN	time
,	,	,
but	CC	but
no	DT	no
one	CD	one
,	,	,
no	RB	no
one	CD	one
escapes	NNS	escape
the	DT	the
trauma	NN	trauma
of	IN	of
combat	NN	combat
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
,	,	,
you	PP	you
may	MD	may
not	RB	not
even	RB	even
experience	VB	experience
the	DT	the
trauma	NN	trauma
while	IN	while
you	PP	you
'	POS	'
re	NN	re
in	IN	in
it	PP	it
,	,	,
you	PP	you
may	MD	may
not	RB	not
experience	VB	experience
it	PP	it
when	WRB	when
you	PP	you
first	RB	first
come	VBP	come
home	NN	home
,	,	,
you	PP	you
may	MD	may
experience	VB	experience
it	PP	it
months	NNS	month
later	RBR	later
.	SENT	.
He	PP	he
says	VBZ	say
,	,	,
I	PP	I
experience	VBP	experience
it	PP	it
four	CD	four
or	CC	or
five	CD	five
months	NNS	month
after	IN	after
I	PP	I
get	VBP	get
home	NN	home
.	SENT	.
So	RB	so
immediately	RB	immediately
I	PP	I
hung	VBD	hang
up	RP	up
the	DT	the
phone	NN	phone
and	CC	and
called	VBD	call
all	PDT	all
my	PP$	my
A-type	NP	<unknown>
personality	NN	personality
friends	NNS	friend
and	CC	and
said	VBD	say
,	,	,
OK	UH	OK
,	,	,
we	PP	we
think	VBP	think
we	PP	we
'	''	'
re	IN	re
good	JJ	good
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
get	VB	get
hit	NN	hit
by	IN	by
this	DT	this
at	IN	at
some	DT	some
point	NN	point
.	SENT	.
And	CC	and
we	PP	we
made	VBD	make
a	DT	a
deal	NN	deal
that	IN	that
when	WRB	when
we	PP	we
started	VBD	start
to	TO	to
feel	VB	feel
off	RP	off
our	PP$	our
game	NN	game
,	,	,
we	PP	we
would	MD	would
call	VB	call
each	DT	each
other	JJ	other
.	SENT	.
Safe	JJ	safe
space	NN	space
.	SENT	.
And	CC	and
we	PP	we
made	VBD	make
another	DT	another
deal	NN	deal
that	IN	that
there	EX	there
would	MD	would
be	VB	be
no	RB	no
crying	VBG	cry
alone	RB	alone
.	SENT	.
That	DT	that
if	IN	if
you	PP	you
had	VBD	have
to	TO	to
cry	VB	cry
,	,	,
you	PP	you
picked	VBD	pick
up	RP	up
the	DT	the
phone	NN	phone
and	CC	and
you	PP	you
called	VBD	call
somebody	NN	somebody
.	SENT	.
Well	RB	well
,	,	,
about	IN	about
four	CD	four
or	CC	or
five	CD	five
months	NNS	month
into	IN	into
COVID	NP	<unknown>
,	,	,
I	PP	I
started	VBD	start
to	TO	to
feel	VB	feel
off	RP	off
my	PP$	my
game	NN	game
and	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
was	VBD	be
going	VBG	go
on	IN	on
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
called	VBD	call
that	IN	that
same	JJ	same
friend	NN	friend
in	IN	in
the	DT	the
military	JJ	military
and	CC	and
I	PP	I
asked	VBD	ask
no	DT	no
leading	VBG	lead
questions	NNS	question
.	SENT	.
I	PP	I
simply	RB	simply
asked	VBD	ask
him	PP	him
,	,	,
tell	VB	tell
me	PP	me
what	WP	what
your	PP$	your
symptoms	NNS	symptom
are	VBP	be
when	WRB	when
you	PP	you
suffer	VBP	suffer
the	DT	the
trauma	NN	trauma
when	WRB	when
you	PP	you
come	VBP	come
home	NN	home
from	IN	from
combat	NN	combat
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
,	,	,
well	RB	well
,	,	,
number	NN	number
one	CD	one
,	,	,
he	PP	he
falls	VBZ	fall
out	RP	out
of	IN	of
his	PP$	his
sleep	NN	sleep
pattern	NN	pattern
.	SENT	.
He	PP	he
said	VBD	say
he	PP	he
starts	VBZ	start
going	VBG	go
to	TO	to
bed	VB	bed
late	RB	late
for	IN	for
no	DT	no
reason	NN	reason
and	CC	and
doesn	NN	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
get	VB	get
up	RP	up
in	IN	in
the	DT	the
morning	NN	morning
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
to	TO	to
myself	PP	myself
,	,	,
yep	NNS	<unknown>
.	SENT	.
He	PP	he
says	VBZ	say
he	PP	he
has	VBZ	have
some	DT	some
unproductive	JJ	unproductive
days	NNS	day
and	CC	and
he	PP	he
comes	VBZ	come
up	RP	up
with	IN	with
an	DT	an
excuse	NN	excuse
like	IN	like
,	,	,
"	''	"
It	PP	it
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
,	,	,
you	PP	you
know	VBP	know
,	,	,
you	PP	you
deserve	VBP	deserve
a	DT	a
rest	NN	rest
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
fine	NN	fine
.	SENT	.
"	''	"
But	CC	but
then	RB	then
he	PP	he
has	VBZ	have
another	DT	another
and	CC	and
another	DT	another
and	CC	and
another	DT	another
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
to	TO	to
myself	PP	myself
,	,	,
yep	NNS	<unknown>
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
he	PP	he
becomes	VBZ	become
very	RB	very
antisocial	JJ	antisocial
where	WRB	where
he	PP	he
doesn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
ask	VB	ask
for	IN	for
help	NN	help
and	CC	and
he	PP	he
definitely	RB	definitely
doesn	NN	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
talk	VB	talk
to	TO	to
anybody	NN	anybody
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
to	TO	to
myself	PP	myself
,	,	,
yep	NNS	<unknown>
.	SENT	.
And	CC	and
I	PP	I
realized	VBD	realize
what	WP	what
I	PP	I
was	VBD	be
going	VBG	go
through	RP	through
was	VBD	be
trauma	NN	trauma
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
afraid	JJ	afraid
to	TO	to
use	VB	use
the	DT	the
D-word	NP	<unknown>
,	,	,
depression	NN	depression
,	,	,
for	IN	for
fear	NN	fear
that	IN	that
that	DT	that
was	VBD	be
some	DT	some
sort	NN	sort
of	IN	of
diagnosis	NN	diagnosis
.	SENT	.
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
are	VBP	be
afraid	JJ	afraid
of	IN	of
that	DT	that
word	NN	word
,	,	,
but	CC	but
that	IN	that
'	POS	'
s	NNS	<unknown>
exactly	RB	exactly
what	WP	what
I	PP	I
was	VBD	be
going	VBG	go
through	RP	through
.	SENT	.
I	PP	I
was	VBD	be
going	VBG	go
through	IN	through
lowercase	JJ	lowercase
"	``	"
D	NP	D
"	''	"
depression	NN	depression
.	SENT	.
And	CC	and
I	PP	I
followed	VBD	follow
the	DT	the
rule	NN	rule
that	IN	that
we	PP	we
set	VBD	set
with	IN	with
our	PP$	our
friends	NNS	friend
and	CC	and
I	PP	I
called	VBD	call
people	NNS	people
.	SENT	.
Because	IN	because
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
asked	VBD	ask
my	PP$	my
friend	NN	friend
is	VBZ	be
like	JJ	like
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
overcome	VB	overcome
it	PP	it
?	SENT	?
He	PP	he
said	VBD	say
,	,	,
you	PP	you
have	VBP	have
to	TO	to
force	VB	force
yourself	PP	yourself
back	RB	back
into	IN	into
a	DT	a
sleep	NN	sleep
pattern	NN	pattern
and	CC	and
force	VB	force
yourself	PP	yourself
to	TO	to
call	VB	call
friends	NNS	friend
and	CC	and
ask	VB	ask
for	IN	for
help	NN	help
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
one	PP	one
of	IN	of
the	DT	the
things	NNS	thing
,	,	,
I	PP	I
think	VBP	think
that	WDT	that
comes	VBZ	come
out	RP	out
of	IN	of
COVID	NP	<unknown>
,	,	,
is	VBZ	be
we	PP	we
recognized	VBD	recognize
just	RB	just
the	DT	the
importance	NN	importance
of	IN	of
human	JJ	human
connection	NN	connection
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
in	IN	in
this	DT	this
fast-paced	JJ	fast-paced
digital	JJ	digital
world	NN	world
,	,	,
we	PP	we
kidded	VBD	kid
ourselves	PP	ourselves
to	TO	to
think	VB	think
that	IN	that
we	PP	we
had	VBD	have
connections	NNS	connection
just	RB	just
because	IN	because
we	PP	we
were	VBD	be
connected	VBN	connect
.	SENT	.
But	CC	but
it	PP	it
was	VBD	be
amazing	JJ	amazing
to	TO	to
see	VB	see
when	WRB	when
COVID	NP	<unknown>
started	VBD	start
,	,	,
regardless	RB	regardless
of	IN	of
someone	NN	someone
'	POS	'
s	NN	S
age	NN	age
or	CC	or
a	DT	a
technological	JJ	technological
competency	NN	competency
,	,	,
we	PP	we
all	RB	all
picked	VBD	pick
up	RP	up
the	DT	the
phone	NN	phone
.	SENT	.
Like	JJ	like
,	,	,
young	JJ	young
people	NNS	people
were	VBD	be
talking	VBG	talk
to	TO	to
each	DT	each
other	JJ	other
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
intense	JJ	intense
craving	NN	craving
for	IN	for
a	DT	a
human	JJ	human
voice	NN	voice
and	CC	and
human	JJ	human
touch	NN	touch
,	,	,
I	PP	I
think	VBP	think
we	PP	we
were	VBD	be
reminded	VBN	remind
just	RB	just
how	WRB	how
fragile	JJ	fragile
we	PP	we
are	VBP	be
as	RB	as
human	JJ	human
beings	NNS	being
.	SENT	.
CA	MD	ca
:	:	:
That	WDT	that
phrase	VBP	phrase
you	PP	you
'	''	'
ve	NNS	<unknown>
mentioned	VBD	mention
,	,	,
"	``	"
no	RB	no
crying	VBG	cry
alone	RB	alone
,	,	,
"	''	"
that	WDT	that
'	POS	'
s	NNS	<unknown>
powerful	JJ	powerful
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
forgive	VBP	forgive
me	PP	me
asking	VBG	ask
,	,	,
did	VBD	do
you	PP	you
cry	VBP	cry
with	IN	with
someone	NN	someone
?	SENT	?
SS	NP	SS
:	:	:
Yes	UH	yes
.	SENT	.
I	PP	I
followed	VBD	follow
my	PP$	my
own	JJ	own
counsel	NN	counsel
to	TO	to
my	PP$	my
friends	NNS	friend
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
had	VBD	have
to	TO	to
cry	VB	cry
,	,	,
when	WRB	when
I	PP	I
was	VBD	be
overwhelmed	VBN	overwhelm
,	,	,
I	PP	I
picked	VBD	pick
up	RP	up
the	DT	the
phone	NN	phone
and	CC	and
I	PP	I
just	RB	just
cried	VBD	cry
.	SENT	.
And	CC	and
I	PP	I
had	VBD	have
friends	NNS	friend
call	VBP	call
me	PP	me
and	CC	and
do	VBP	do
the	DT	the
same	JJ	same
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
there	EX	there
was	VBD	be
healing	NN	healing
in	IN	in
that	DT	that
.	SENT	.
SS	NP	SS
:	:	:
The	DT	the
most	RBS	most
important	JJ	important
thing	NN	thing
that	WDT	that
came	VBD	come
from	IN	from
it	PP	it
was	VBD	be
that	IN	that
we	PP	we
didn	NNS	<unknown>
'	POS	'
t	NN	t
--	:	--
none	NN	none
of	IN	of
us	PP	us
felt	VBD	feel
alone	RB	alone
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NNS	<unknown>
intense	JJ	intense
safety	NN	safety
.	SENT	.
That	DT	that
amazing	JJ	amazing
sense	NN	sense
of	IN	of
safety	NN	safety
that	IN	that
we	PP	we
all	DT	all
desire	NN	desire
as	IN	as
human	JJ	human
beings	NNS	being
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
feel	VBP	feel
safe	JJ	safe
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
vulnerable	JJ	vulnerable
,	,	,
like	VB	like
,	,	,
that	WDT	that
'	POS	'
s	NN	S
when	WRB	when
we	PP	we
need	VBP	need
it	PP	it
the	DT	the
most	JJS	most
.	SENT	.
But	CC	but
you	PP	you
have	VBP	have
to	TO	to
build	VB	build
those	DT	those
relationships	NNS	relationship
.	SENT	.
You	PP	you
build	VBP	build
those	DT	those
relationships	NNS	relationship
in	IN	in
the	DT	the
happy	JJ	happy
times	NNS	time
,	,	,
the	DT	the
good	JJ	good
times	NNS	time
,	,	,
where	WRB	where
you	PP	you
think	VBP	think
you	PP	you
'	''	'
re	IN	re
strong	JJ	strong
,	,	,
you	PP	you
think	VBP	think
you	PP	you
'	''	'
re	IN	re
great	JJ	great
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
hard	JJ	hard
to	TO	to
start	VB	start
building	VBG	build
those	DT	those
relationships	NNS	relationship
in	IN	in
the	DT	the
moment	NN	moment
of	IN	of
crisis	NN	crisis
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	VBG	<unknown>
a	DT	a
lesson	NN	lesson
for	IN	for
leadership	NN	leadership
,	,	,
quite	RB	quite
frankly	RB	frankly
.	SENT	.
Which	WDT	which
is	VBZ	be
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
judge	NN	judge
the	DT	the
quality	NN	quality
of	IN	of
a	DT	a
crew	NN	crew
by	IN	by
how	WRB	how
a	DT	a
ship	NN	ship
performs	VBZ	perform
in	IN	in
calm	JJ	calm
waters	NNS	water
.	SENT	.
You	PP	you
judge	VBP	judge
the	DT	the
quality	NN	quality
of	IN	of
a	DT	a
crew	NN	crew
by	IN	by
how	WRB	how
a	DT	a
ship	NN	ship
performs	VBZ	perform
in	IN	in
rough	JJ	rough
waters	NNS	water
.	SENT	.
But	CC	but
the	DT	the
time	NN	time
in	IN	in
calm	JJ	calm
waters	NNS	water
is	VBZ	be
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
building	NN	building
relationship	NN	relationship
and	CC	and
trust	NN	trust
and	CC	and
you	PP	you
don	NN	don
'	POS	'
t	NN	t
really	RB	really
actually	RB	actually
know	VB	know
if	IN	if
you	PP	you
have	VBP	have
trusting	JJ	trusting
relationships	NNS	relationship
and	CC	and
trusting	VBG	trust
teams	NNS	team
and	CC	and
loving	JJ	loving
relationships	NNS	relationship
until	IN	until
the	DT	the
crisis	NN	crisis
strikes	NNS	strike
.	SENT	.
And	CC	and
I	PP	I
heard	VBD	hear
this	DT	this
from	IN	from
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
:	:	:
When	WRB	when
COVID	NP	<unknown>
happened	VBD	happen
,	,	,
they	PP	they
commented	VBD	comment
on	IN	on
how	WRB	how
they	PP	they
realized	VBD	realize
who	WP	who
their	PP$	their
real	JJ	real
friends	NNS	friend
were	VBD	be
.	SENT	.
Some	DT	some
people	NNS	people
kind	NN	kind
of	IN	of
fell	VBD	fall
by	IN	by
the	DT	the
wayside	NN	wayside
,	,	,
it	PP	it
was	VBD	be
nothing	NN	nothing
personal	JJ	personal
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
just	RB	just
like	VBP	like
,	,	,
we	PP	we
didn	NNS	<unknown>
'	POS	'
t	NN	t
call	VBP	call
each	DT	each
other	JJ	other
and	CC	and
we	PP	we
'	POS	'
re	NN	re
still	RB	still
,	,	,
you	PP	you
know	VBP	know
,	,	,
weren	NNS	<unknown>
'	POS	'
t	NN	t
angry	JJ	angry
or	CC	or
anything	NN	anything
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
some	DT	some
people	NNS	people
who	WP	who
came	VBD	come
out	RP	out
of	IN	of
the	DT	the
woodwork	NN	woodwork
to	TO	to
check	VB	check
in	IN	in
on	IN	on
us	PP	us
and	CC	and
those	DT	those
friendships	NNS	friendship
flourished	VBD	flourish
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
mean	VBP	mean
.	SENT	.
It	PP	it
takes	VBZ	take
hardship	NN	hardship
for	IN	for
those	DT	those
friendships	NNS	friendship
and	CC	and
that	DT	that
trust	NN	trust
to	TO	to
really	RB	really
bear	VB	bear
fruit	NN	fruit
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
have	VBP	have
to	TO	to
invest	VB	invest
in	IN	in
people	NNS	people
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
well	RB	well
and	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
we	PP	we
need	VBP	need
anybody	NN	anybody
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
we	PP	we
forget	VB	forget
that	DT	that
.	SENT	.
CA	MD	ca
:	:	:
What	WP	what
would	MD	would
you	PP	you
say	VB	say
to	TO	to
someone	NN	someone
who	WP	who
has	VBZ	have
realized	VBN	realize
that	IN	that
they	PP	they
'	POS	'
re	NN	re
in	IN	in
this	DT	this
moment	NN	moment
,	,	,
what	WP	what
'	POS	'
s	RB	<unknown>
been	VBN	be
a	DT	a
really	RB	really
difficult	JJ	difficult
year	NN	year
,	,	,
and	CC	and
they	PP	they
actually	RB	actually
don	VBP	don
'	POS	'
t	NN	t
feel	VBP	feel
that	IN	that
there	EX	there
'	''	'
s	NN	S
someone	NN	someone
they	PP	they
could	MD	could
,	,	,
for	IN	for
example	NN	example
,	,	,
pick	VB	pick
up	RP	up
the	DT	the
phone	NN	phone
and	CC	and
cry	VB	cry
with	IN	with
?	SENT	?
Is	VBZ	be
it	PP	it
hopeless	JJ	hopeless
for	IN	for
them	PP	them
until	IN	until
this	DT	this
passes	NNS	pass
?	SENT	?
Or	CC	or
what	WP	what
would	MD	would
you	PP	you
say	VB	say
to	TO	to
them	PP	them
?	SENT	?
SS	NP	SS
:	:	:
There	EX	there
is	VBZ	be
an	DT	an
irony	NN	irony
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
irony	NN	irony
in	IN	in
when	WRB	when
we	PP	we
need	MD	need
help	VB	help
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
was	VBD	be
writing	VBG	write
the	DT	the
book	NN	book
"	''	"
Leaders	NNS	leader
Eat	VBP	eat
Last	JJ	last
,	,	,
"	''	"
I	PP	I
had	VBD	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
spend	VB	spend
some	DT	some
time	NN	time
with	IN	with
and	CC	and
visit	NN	visit
Alcoholics	NNS	alcoholic
Anonymous	JJ	anonymous
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
a	DT	a
remarkable	JJ	remarkable
organization	NN	organization
.	SENT	.
And	CC	and
many	JJ	many
of	IN	of
us	PP	us
are	VBP	be
familiar	JJ	familiar
with	IN	with
the	DT	the
12-step	JJ	<unknown>
program	NN	program
.	SENT	.
And	CC	and
many	JJ	many
of	IN	of
us	PP	us
are	VBP	be
familiar	JJ	familiar
with	IN	with
the	DT	the
first	JJ	first
step	NN	step
,	,	,
which	WDT	which
is	VBZ	be
admitting	VBG	admit
you	PP	you
have	VBP	have
a	DT	a
problem	NN	problem
.	SENT	.
But	CC	but
then	RB	then
it	PP	it
'	POS	'
s	NN	S
the	DT	the
other	JJ	other
11	CD	@card@
steps	NNS	step
that	WDT	that
also	RB	also
matter	VBP	matter
.	SENT	.
And	CC	and
Alcoholics	NNS	alcoholic
Anonymous	JJ	anonymous
knows	VBZ	know
that	IN	that
if	IN	if
you	PP	you
master	VBP	master
the	DT	the
first	JJ	first
11	CD	@card@
steps	NNS	step
,	,	,
but	CC	but
not	RB	not
the	DT	the
12th	JJ	12th
,	,	,
you	PP	you
are	VBP	be
likely	JJ	likely
to	TO	to
succumb	VB	succumb
to	TO	to
the	DT	the
disease	NN	disease
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
master	VBP	master
the	DT	the
12	CD	@card@
steps	NNS	step
,	,	,
you	PP	you
'	POS	'
re	NN	re
more	RBR	more
likely	JJ	likely
to	TO	to
overcome	VB	overcome
the	DT	the
disease	NN	disease
.	SENT	.
That	DT	that
12th	JJ	12th
step	NN	step
is	VBZ	be
to	TO	to
help	VB	help
another	DT	another
alcoholic	NN	alcoholic
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
service	NN	service
.	SENT	.
And	CC	and
so	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
great	JJ	great
irony	NN	irony
when	WRB	when
we	PP	we
need	MD	need
help	VB	help
to	TO	to
actually	RB	actually
help	VB	help
someone	NN	someone
who	WP	who
'	POS	'
s	NNS	<unknown>
struggling	VBG	struggle
with	IN	with
the	DT	the
same	JJ	same
thing	NN	thing
as	IN	as
us	PP	us
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
the	DT	the
most	JJS	most
healing	NN	healing
thing	NN	thing
we	PP	we
can	MD	can
do	VB	do
.	SENT	.
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
we	PP	we
need	VBP	need
someone	NN	someone
to	TO	to
cry	VB	cry
with	IN	with
,	,	,
it	PP	it
'	POS	'
s	NN	S
to	TO	to
offer	VB	offer
the	DT	the
shoulder	NN	shoulder
for	IN	for
somebody	NN	somebody
else	RB	else
to	TO	to
cry	VB	cry
with	IN	with
.	SENT	.
If	IN	if
we	PP	we
'	POS	'
re	NN	re
feeling	NN	feeling
lonely	JJ	lonely
,	,	,
it	PP	it
'	POS	'
s	NN	S
to	TO	to
be	VB	be
there	RB	there
for	IN	for
someone	NN	someone
else	RB	else
who	WP	who
'	POS	'
s	NNS	<unknown>
struggling	VBG	struggle
with	IN	with
loneliness	NN	loneliness
.	SENT	.
And	CC	and
this	DT	this
goes	VBZ	go
way	NN	way
beyond	IN	beyond
these	DT	these
subjects	NNS	subject
,	,	,
which	WDT	which
is	VBZ	be
if	IN	if
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
love	NN	love
to	TO	to
help	VB	help
somebody	NN	somebody
else	RB	else
find	VBP	find
love	NN	love
,	,	,
if	IN	if
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
the	DT	the
job	NN	job
we	PP	we
love	VBP	love
,	,	,
to	TO	to
help	VB	help
somebody	NN	somebody
else	RB	else
find	VB	find
the	DT	the
job	NN	job
that	IN	that
they	PP	they
love	VBP	love
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NNS	<unknown>
tremendous	JJ	tremendous
value	NN	value
in	IN	in
service	NN	service
.	SENT	.
And	CC	and
you	PP	you
hear	VBP	hear
about	IN	about
these	DT	these
things	NNS	thing
all	PDT	all
the	DT	the
time	NN	time
,	,	,
you	PP	you
talk	VBP	talk
to	TO	to
people	NNS	people
why	WRB	why
they	PP	they
chose	VBD	choose
to	TO	to
go	VB	go
in	IN	in
the	DT	the
profession	NN	profession
they	PP	they
went	VBD	go
into	IN	into
,	,	,
especially	RB	especially
if	IN	if
they	PP	they
'	POS	'
re	NN	re
in	IN	in
the	DT	the
service	NN	service
profession	NN	profession
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
somebody	NN	somebody
is	VBZ	be
a	DT	a
counselor	NN	counselor
for	IN	for
trauma	NN	trauma
.	SENT	.
And	CC	and
you	PP	you
